,Concept_ID,la,el
110,Schaum::N,spuma,αφρός
111,Schmutz::N,sordes,βρωμιά
112,Schmutz::N,squalor,βρωμιά
113,See::N,lacus,λίμνη
114,Sumpf::N,palus,βάλτος
115,Moor::N,palus,έλος
116,Wiese::N,pratum,λιβάδι
117,Wald::N,silva,δάσος
118,Hügel::N,collis,λόφος
119,Anhöhe::N,specula,ύψωμα
120,Berg::N,mons,όρος
121,Berg::N,mons,βουνό
122,Gipfel::N,vertex,κορυφή
123,Höhle::N,caverna,σπηλιά
124,Höhle::N,spelunca,σπηλιά
125,Abhang::N,declivum,πλαγιά
126,Quelle::N,fons,πηγή
127,Quelle::N,fons,βρύση
128,Bach::N,rivus,ρυάκι
129,Fluss::N,flumen,ποτάμι
130,Fluss::N,flumen,ποταμός
131,Ufer::N,ripa,όχθη
132,Küste::N,litus,ακτή
133,Küste::N,litus,ακρογιαλιά
134,Festland::N,continens,στεριά
135,Meer::N,mare,θάλασσα
136,Bucht::N,sinus,κόλπος
137,Insel::N,insula,νησί
138,Insel::N,insula,νήσος
139,Blume::N,flos,άνθος
140,Blume::N,flos,λουλούδι
141,Gras::N,herba,χόρτο
142,Gras::N,herba,χορτάρι
143,Gras::N,gramen,χόρτο
144,Gras::N,gramen,χορτάρι
145,Wurzel::N,radix,ρίζα
146,Baum::N,arbor,δέντρο
147,Stamm::N,truncus,κορμός
148,Rinde::N,cortex,φλούδα
149,Ast::N,ramus,κλαδί
150,Zweig::N,ramus,κλαδί
151,Zweig::N,ramus,κλάδος
152,Blatt::N,folium,φύλλο
153,Birke::N,betulla,σημύδα
154,Kiefer[Baum]::N,pinus,πεύκο
155,Weide[Baum]::N,salix,ιτιά
156,Tanne::N,abies,έλατο
157,Horn::N,cornu,κέρας
158,Horn::N,cornu,κέρατο
159,Feder::N,penna,φτερό
160,Fell::N,pellis,δέρμα
161,Fell::N,pellis,τομάρι
162,Flügel::N,ala,πτερύγιο
163,Klaue::N,unguis,κουλό
164,Kralle::N,unguis,νύχι
165,Schwanz::N,cauda,ουρά
166,Ei::N,ovum,αβγό
167,Nest::N,nidus,φωλιά
168,Bau::N,cavum,φωλιά
169,Bau::N,latibulum,φωλιά
170,Tier::N,bestia,ζώο
171,Herde::N,grex,κοπάδι
172,Kuh::N,vacca,αγελάδα
173,Bulle::N,taurus,ταύρος
174,Pferd::N,equus,άλογο
175,Schaf::N,ovis,πρόβατο
176,Schwein::N,sus,γουρούνι
177,Schwein::N,porcus,γουρούνι
178,Hund::N,canis,σκυλί
179,Hund::N,canis,σκύλος
180,Katze::N,felis,γάτα
181,Bär::N,ursus,άρκτος
182,Bär::N,ursus,αρκούδα
183,Eichhörnchen::N,sciurus,βερβερίτσα
184,Elch::N,alces,άλκη
185,Fuchs::N,vulpes,αλεπού
186,Hase::N,lepus,λαγός
187,Maus::N,mus,ποντικός
188,Wolf::N,lupus,λύκος
189,Vogel::N,avis,πουλί
190,Schwarm::N,examen,σμήνος
191,Huhn::N,gallina,κότα
192,Huhn::N,gallina,όρνιθα
193,Hahn::N,gallus,πετεινός
194,Gans::N,anser,χήνα
195,Adler::N,aquila,αετός
196,Ente::N,anas,πάπια
197,Eule::N,ulula,κουκουβάγια
198,Eule::N,noctua,κουκουβάγια
199,Kranich::N,grus,γερανός
200,Krähe::N,cornix,καρακάξα
201,Kuckuck::N,cuculus,κούκος
202,Schwan::N,olor,κύκνος
203,Schwan::N,cycnus,κύκνος
204,Fisch::N,piscis,ψάρι
205,Barsch::N,perca,πέρκα
206,Hecht::N,esox,λούτσος
207,Schlange[Tier]::N,serpens,φίδι
208,Wurm::N,vermis,σκουλήκι
209,Spinne::N,aranea,αράχνη
210,Ameise::N,formica,μυρμήγκι
211,Laus::N,pediculus,ψείρα
212,Mücke::N,culex,κουνούπι
213,Fliege::N,musca,μύγα
214,Schmetterling::N,papilio,πεταλούδα
215,Beere::N,baca,ρόγα
216,Apfel::N,malum,μήλο
217,Pilz::N,fungus,μανιτάρι
218,Zwiebel::N,cepa,κρεμμύδι
219,Saat::N,seges,σπόρος
220,Korn::N,granum,σπυρί
221,Heu::N,faenum,σανός
222,Schale::N,putamen,τσόφλι
223,Grube::N,fovea,λάκκος
224,Falle::N,pedica,παγίδα
225,Schlinge::N,laqueus,θηλειά
226,Spur::N,vestigium,ίχνος
227,Asche::N,cinis,στάχτη
228,Dreck::N,lutum,βρωμιά
229,Eisen::N,ferrum,σίδερο
230,Gold::N,aurum,μάλαμα
231,Gold::N,aurum,χρυσάφι
232,Silber::N,argentum,ασήμι
233,Silber::N,argentum,άργυρος
234,Kohle::N,carbo,κάρβουνο
235,Glas::N,vitrum,γυαλί
236,Lehm::N,lutum,πηλός
237,Sand::N,arena,άμμος
238,Mensch::N,homo,άνθρωπος
239,Mann::N,vir,άνδρας
240,Frau::N,mulier,γυναίκα
241,Kind::N,puer,παιδί
242,Kind::N,infans,παιδί
243,Junge::N,puer,αγόρι
244,Mädchen::N,puella,κοπέλα
245,Mädchen::N,puella,κορίτσι
246,Familie::N,familia,οικογένεια
247,Großvater::N,avus,παππούς
248,Großmutter::N,avia,γιαγιά
249,Eltern::N,parentes,γονείς
250,Vater::N,pater,πατέρας
251,Mutter::N,mater,μητέρα
252,Sohn::N,filius,γιος
253,Tochter::N,filia,κόρη
254,Bruder::N,frater,αδελφός
255,Schwester::N,soror,αδελφή
256,Onkel::N,patruus,θείος
257,Onkel::N,avunculus,θείος
258,Tante::N,amita,θεία
259,Ehemann::N,maritus,σύζυγος
260,Ehefrau::N,uxor,σύζυγος
261,Freude::N,gaudium,χαρά
262,Freude::N,laetitia,χαρά
263,Gelächter::N,risus,γέλια
264,Glück::N,felicitas,ευτυχία
265,Kummer::N,aegritudo,έγνοια
266,Wunsch::N,voluntas,επιθυμία
267,Wunsch::N,desiderium,επιθυμία
268,Lust::N,libido,όρεξη
269,Lust::N,voluptas,όρεξη
270,Geist::N,mens,πνέυμα
271,Geist::N,animus,πνέυμα
272,Gedanke::N,sententia,σκέψη
273,Gedächtnis::N,memoria,μνήμη
274,Verstand::N,ratio,νους
275,Verstand::N,ingenium,νους
276,Sinn::N,sensus,νόημα
277,Grund::N,causa,λόγος
278,Wahrheit::N,veritas,αλήθεια
279,Gespräch::N,sermo,συνομιλία
280,Märchen::N,fabula,παραμύθι
281,Erzählung::N,fabula,διήγημα
282,Erzählung::N,narratio,διήγημα
283,Nachricht::N,nuntius,είδηση
284,Neuigkeit::N,novitas,νέο
285,Name::N,nomen,όνομα
286,Rätsel::N,aenigma,αίνιγμα
287,Rede::N,oratio,λόγος
288,Rede::N,oratio,ομιλία
289,Sprache::N,lingua,γλώσσα
290,Stimme::N,vox,φωνή
291,Wort::N,verbum,λέξη
292,Wort::N,vocabulum,λέξη
293,Zeichen::N,signum,σημείο
294,Ruf::N,clamor,κραυγή
295,Lärm::N,strepitus,θόρυβος
296,Laut::N,sonus,ήχος
297,Ton::N,sonus,ήχος
298,Ton::N,sonus,τόνος
299,Lied::N,carmen,τραγούδι
300,Ruhe::N,quies,ησυχία
301,Leute::N,homines,κόσμος
302,Leute::N,homines,άνθρωποι
303,Volk::N,populus,λαός
304,Arbeit::N,labor,εργασία
305,Gast::N,hospes,επισκέπτης
306,Gast::N,conviva,επισκέπτης
307,Geschenk::N,munus,δώρο
308,Spiel::N,ludus,παιχνίδι
309,Gesellschaft::N,societas,κοινωνία
310,Hilfe::N,auxilium,βοήθεια
311,Hilfe::N,subsidium,βοήθεια
312,Freund::N,amicus,φίλος
313,Kamerad::N,socius,σύντροφος
314,Angelegenheit::N,res,υπόθεση
315,Anzahl::N,numerus,αριθμός
316,Art::N,genus,είδος
317,Stück::N,frustum,κομμάτι
318,Stück::N,fragmentum,κομμάτι
319,Teil::N,pars,μέρος
320,Hälfte::N,dimidium,μισό
321,Kreis::N,orbis,κύκλος
322,Kreis::N,circus,κύκλος
323,Kreuz::N,crux,σταυρός
324,Linie::N,linea,γραμμή
325,Strich::N,lineamentum,γραμμή
326,Abstand::N,intervallum,απόσταση
327,Entfernung::N,spatium,απόσταση
328,Gegend::N,loca,περιοχή
329,Gegend::N,loca,τοποθεσία
330,Gegend::N,regio,περιοχή
331,Gegend::N,regio,τοποθεσία
332,Platz::N,locus,χώρος
333,Ort::N,locus,τόπος
334,Seite::N,latus,πλευρά
335,Mitte::N,medium,μέση
336,Gegenstand::N,res,αντικείμενο
337,Sache::N,res,πράγμα
338,Rand::N,margo,άκρη
339,Rand::N,margo,χείλος
340,Kante::N,angulus,άκρη
341,Ecke::N,angulus,γωνιά
342,Spitze::N,cacumen,μύτη
343,Ende::N,caput,άκρη
344,Loch::N,foramen,τρύπα
345,Winkel::N,angulus,γωνία
346,Muster::N,exemplum,σχέδιο
347,Größe::N,magnitudo,μέγεθος
348,Länge::N,longitudo,μήκος
349,Höhe::N,altitudo,ύψος
350,Gewicht::N,pondus,βάρος
351,Menge::N,copia,ποσότητα
352,Haufen::N,acervus,σωρός
353,Reihe::N,ordo,αράδα
354,Boot::N,navicula,βάρκα
355,Ruder::N,remus,κουπί
356,Schlitten::N,sclodia,έλκηθρο
357,Ski::N,narta,σκι
358,Lagerfeuer::N,ignis,φωτιά
359,Last::N,onus,φορτίο
360,Gang::N,cursus,δρόμος
361,Schritt::N,gradus,βήμα
362,Norden::N,septentriones,βορράς
363,Süden::N,meridies,νότος
364,Westen::N,occidens,δύση
365,Osten::N,oriens,ανατολή
366,Holz::N,lignum,ξύλο
367,Brett::N,tabula,σανίδι
368,Platte::N,lamina,πλάκα
369,Stütze::N,adminiculum,στήριγμα
370,Stange::N,pertica,ραβδί
371,Stange::N,pertica,κοντός
372,Stock::N,baculum,ξύλο
373,Stock::N,baculum,μπαστούνι
374,Stab::N,scipio,ραβδί
375,Rohr::N,tubus,σωλήνας
376,Haus::N,aedes,σπίτι
377,Heim::N,domicilium,σπίτι
378,Ofen::N,fornax,σόμπα
379,Ofen::N,fornax,θερμάστρα
380,Fußboden::N,solum,πάτωμα
381,Tisch::N,mensa,τραπέζι
382,Stuhl::N,sella,καρέκλα
383,Wiege::N,cunae,κούνια
384,Bett::N,lectus,κρεβάτι
385,Regal::N,foruli,ράφι
386,Kiste::N,cista,κιβώτιο
387,Fenster::N,fenestra,παράθυρο
388,Tür::N,ianua,πόρτα
389,Tor::N,porta,πύλη
390,Zaun::N,saepes,φράχτης
391,Dach::N,tectum,στέγη
392,Leiter::N,scalae,σκάλα
393,Leiter::N,scalae,κλίμακα
394,Besen::N,scopae,σκούπα
395,Spaten::N,pala,φτυάρι
396,Schaufel::N,pala,φτυάρι
397,Gabel::N,fuscinula,πιρούνι
398,Löffel::N,coclear,κουτάλι
399,Messer::N,culter,μαχαίρι
400,Nagel::N,clavus,καρφί
401,Netz::N,rete,δίχτυ
402,Haken::N,hamus,γάντζος
403,Haken::N,hamus,αγκίστρι
404,Griff::N,manubrium,λαβή
405,Schloss::N,claustra,κλειδαριά
406,Bild::N,tabula,εικόνα
407,Bild::N,pictura,εικόνα
408,Figur::N,statunculum,ανάστημα
409,Puppe::N,pupa,κούκλα
410,Beutel::N,sacculus,πουγγί
411,Bündel::N,fascis,δεμάτι
412,Tasche::N,sacculus,τσάντα
413,Eimer::N,situla,κουβάς
414,Deckel::N,operculum,καπάκι
415,Geschirr::N,vasa,σκεύη
416,Sack::N,saccus,σάκος
417,Tasse::N,pocillum,φλιτζάνι
418,Topf::N,olla,χύτρα
419,Kessel::N,aenum,καζάνι
420,Essen::N,cena,φαγητό
421,Nahrung::N,cibus,τροφή
422,Nahrung::N,alimenta,τροφή
423,Speise::N,cibus,φαγητό
424,Fleisch::N,caro,κρέας
425,Getreide::N,frumentum,σιτάρι
426,Brei::N,puls,χυλός
427,Brot::N,panis,ψωμί
428,Brot::N,panis,άρτος
429,Scheibe::N,frustum,φέτα
430,Fett::N,pingue,πάχος
431,Butter::N,butȳrum,βούτυρο
432,Öl::N,oleum,λάδι
433,Salz::N,sal,αλάτι
434,Suppe::N,ius,σούπα
435,Honig::N,mel,μέλι
436,Milch::N,lac,γάλα
437,Tee::N,thea,τσάι
438,Leder::N,corium,πετσί
439,Wolle::N,lana,μαλλί
440,Stoff::N,textum,ύφασμα
441,Nadel::N,acus,βελόνα
442,Faden::N,filum,κλωστή
443,Knopf::N,bulla,κουμπί
444,Knoten::N,nodus,κόμπος
445,Farbe::N,pigmentum,μπογιά
446,Kleidung::N,vestimenta,ρούχα
447,Kleidung::N,vestimenta,ενδυμασία
448,Hemd::N,tunica,πουκάμισο
449,Kragen::N,collare,κολάρο
450,Ärmel::N,manica,μανίκι
451,Hose::N,bracae,πανταλόνι
452,Gürtel::N,cingulum,ζώνη
453,Mütze::N,pilleus,σκούφος
454,Schuh::N,calceus,παπούτσι
455,Stiefel::N,pero,μπότα
456,Stiefel::N,caliga,μπότα
457,Ring::N,anulus,δαχτυλίδι
458,Band::N,redimiculum,κορδέλα
459,Kamm::N,pecten,χτένα
460,Spiegel::N,speculum,καθρέφτης
461,Riemen::N,lorum,λουρί
462,Schnur::N,linum,κορδόνι
463,Leine::N,retinaculum,σχοινί
464,Decke::N,lodix,κουβέρτα
465,Kissen::N,pulvinus,μαξιλάρι
466,Tuch::N,velum,πανί
467,Tuch::N,velum,μαντήλι
468,Handtuch::N,mantele,πετσέτα
469,Kraft::N,vis,δύναμη
470,Stärke::N,robur,ισχύς
471,Stärke::N,robur,δύναμη
472,Gesundheit::N,valetudo,υγεία
473,Krankheit::N,morbus,αρρώστια
474,Schmerz::N,dolor,πόνος
475,Wunde::N,vulnus,πληγή
476,Fieber::N,febris,πυρετός
477,Arznei::N,remedium,φάρμακο
478,Brücke::N,pons,γέφυρα
479,Brunnen::N,puteus,πηγάδι
480,Weide::N,pascua,βοσκή
481,Pfad::N,semita,μονοπάτι
482,Weg::N,iter,δρόμος
483,Straße::N,via,οδός
484,Straße::N,via,δρόμος
485,Dorf::N,vicus,χωριό
486,Stadt::N,urbs,πόλη
487,Stadt::N,oppidum,πόλη
488,Brief::N,epistula,γράμμα
489,Brief::N,epistula,επιστολή
490,Buch::N,liber,βιβλίο
491,Buchstabe::N,littera,γράμμα
492,Zeitung::N,diurnum,εφημερίδα
493,Leben::N,vita,ζωή
494,Leben::N,vita,βίος
495,Tod::N,mors,θάνατος
496,Grab::N,sepulcrum,τάφος
497,Kirche::N,ecclesia,εκκλησία
498,Sünde::N,peccatum,αμαρτία
499,Gott::N,deus,θεός
500,Arbeiter::N,operarius,εργάτης
501,Chef::N,praefectus,προϊστάμενος
502,Meister::N,magister,μάστορας
503,Meister::N,magister,αρχιτεχνίτης
504,Arzt::N,medicus,γιατρός
505,Lehrer::N,magister,δάσκαλος
506,Geld::N,aes,λεφτά
507,Geld::N,aes,χρήματα
508,Geld::N,pecunia,λεφτά
509,Geld::N,pecunia,χρήματα
510,Geschäft::N,negotium,συναλλαγή
511,Laden::N,taberna,μαγαζί
512,Laden::N,taberna,κατάστημα
513,Preis::N,pretium,τιμή
514,Ware::N,merx,εμπόρευμα
515,Nutzen::N,utilitas,όφελος
516,Reichtum::N,opes,πλούτος
517,Reichtum::N,divitiae,πλούτος
518,Welt::N,mundus,κόσμος
519,Land::N,terra,χώρα
520,Staat::N,res publica,κράτος
521,Staat::N,res publica,πολιτεία
522,König::N,rex,βασιλιάς
523,Macht::N,potestas,εξουσία
524,Grenze::N,limes,σύνορα
525,Krieg::N,bellum,πόλεμος
526,Feind::N,inimicus,εχθρός
527,Gewalt::N,vis,βία
528,Kampf::N,pugna,αγώνας
529,Bogen[Waffe]::N,arcus,τόξο
530,Pfeil::N,sagitta,σαΐτα
531,Gewehr::N,sclopetum,τουφέκι
532,Fehler::N,error,λάθος
533,Fehler::N,error,σφάλμα
534,Lüge::N,mendacium,ψέμα
535,Lüge::N,mendacium,ψεύδος
536,Schaden::N,damnum,ζημία
537,Schaden::N,detrimentum,ζημία
538,Unglück::N,miseria,δυστυχία
539,Unglück::N,calamitas,δυστυχία
540,Schuld::N,culpa,ενοχή
541,Schuld::N,culpa,φταίξιμο
542,Alter::N,aetas,ηλικία
543,Schluss::N,finis,τέλος
544,Zeit::N,tempus,χρόνος
545,Tag::N,dies,μέρα
546,Tag::N,dies,ημέρα
547,Morgen::N,mane,πρωί
548,Mittag::N,meridies,μεσημέρι
549,Abend::N,vesper,βράδυ
550,Nacht::N,nox,νύχτα
551,Woche::N,septimana,εβδομάδα
552,Monat::N,mensis,μήνας
553,Jahr::N,annus,έτος
554,Jahr::N,annus,χρόνος
555,Frühling::N,ver,άνοιξη
556,Sommer::N,aestas,καλοκαίρι
557,Herbst::N,autumnus,φθινόπωρο
558,Winter::N,hiems,χειμώνας
559,Januar::N,Ianuarius,Ιανουάριος
560,Februar::N,Februarius,Φεβρουάριος
561,März::N,Martius,Μάρτιος
562,April::N,Aprilis,Απρίλιος
563,Mai::N,Maius,Μάιος
564,Juni::N,Iunius,Ιούνιος
565,Juli::N,Iulius,Ιούλιος
566,August::N,Augustus,Αύγουστος
567,September::N,September,Σεπτέμβριος
568,Oktober::N,Octobris,Οκτώβριος
569,November::N,Novembris,Νοέμβριος
570,Dezember::N,December,Δεκέμβριος
571,Montag::N,dies lunae,Δευτέρα
572,Dienstag::N,dies Martis ,Τρίτη
573,Mittwoch::N,dies Mercurii,Τετάρτη
574,Donnerstag::N,dies Iovis,Πέμπτη
575,Freitag::N,dies Veneris,Παρασκευή
576,Samstag::N,dies Saturni,Σάββατο
577,Sonntag::N,dominicus,Κυριακή
578,Sonntag::N,dies solis,Κυριακή
579,groß::A,magnus,μεγάλος
580,klein::A,parvus,μικρός
581,lang::A,longus,μακρύς
582,kurz::A,brevis,κοντός
583,breit::A,latus,φαρδύς
584,schmal::A,angustus,στενός
585,dicht::A,densus,πυκνός
586,dick[Gegenstand]::A,crassus,παχύς
587,dick[Gegenstand]::A,crassus,χοντρός
588,dünn::A,tenuis,ψιλός
589,dünn::A,tenuis,λεπτός
590,fein::A,subtilis,ψιλός
591,fest::A,solidus,στερεός
592,fest::A,stabilis,στερεός
593,flach::A,planus,επίπεδος
594,glatt::A,levis,λείος
595,glatt::A,levis,ομαλός
596,hart::A,durus,σκληρός
597,weich::A,mollis,μαλακός
598,rund::A,rotundus,στρογγυλός
599,spitz::A,acutus,μυτερός
600,scharf::A,acer,κοφτερός
601,stumpf::A,hebes,αμβλύς
602,schwer::A,gravis,βαρύς
603,schön::A,pulcher,ωραίος
604,schön::A,pulcher,όμορφος
605,schön::A,formosus,ωραίος
606,schön::A,formosus,όμορφος
607,heiß::A,fervidus,ζεστός
608,warm::A,calidus,θερμός
609,kalt::A,frigidus,κρύος
610,kalt::A,frigidus,ψυχρός
611,kühl::A,frigidus,δροσερός
612,frisch::A,recens,νωπός
613,frisch::A,recens,φρέσκος
614,feucht::A,umidus,υγρός
615,nass::A,madidus,βρεγμένος
616,trocken::A,aridus,ξηρός
617,trocken::A,aridus,στεγνός
618,voll::A,plenus,γεμάτος
619,leer::A,vacuus,άδειος
620,offen::A,apertus,ανοιχτός
621,geschlossen::A,clausus,κλειστός
622,sauber::A,lautus,καθαρός
623,schmutzig::A,sordidus,βρώμικος
624,schmutzig::A,sordidus,λερωμένος
625,roh::A,crudus,ωμός
626,reif::A,maturus,ώριμος
627,lecker::A,delicatus,νόστιμος
628,süß::A,dulcis,γλυκός
629,bitter::A,amarus,πικρός
630,bitter::A,acerbus,πικρός
631,sauer::A,acidus,ξινός
632,hell::A,clarus,φωτεινός
633,dunkel::A,obscurus,σκοτεινός
634,schwarz::A,niger,μαύρος
635,schwarz::A,niger,μελανός
636,weiß::A,albus,άσπρος
637,rot::A,ruber,κόκκινος
638,gelb::A,flavus,κίτρινος
639,blau::A,caeruleus,μπλε
640,blau::A,caeruleus,γαλανός
641,grün::A,viridis,πράσινος
642,grau::A,canus,γκρίζος
643,bunt::A,varius,ποικιλόχρωπος
644,billig::A,vilis,φτηνός
645,teuer::A,carus,ακριβός
646,wertvoll::A,pretiosus,πολύτιμος
647,blind::A,caecus,τυφλός
648,taub::A,surdus,κουφός
649,kräftig::A,robustus,δυνατός
650,stark::A,firmus,γερός
651,stark::A,validus,γερός
652,schwach::A,debilis,αδύνατος
653,schwach::A,infirmus,αδύνατος
654,fett::A,crassus,παχύς
655,schlank::A,procerus,λεπτός
656,schlank::A,procerus,λυγερός
657,hübsch::A,pulcher,όμορφος
658,hübsch::A,pulcher,χαριτωμένος
659,böse::A,improbus,κακός
660,dumm::A,stultus,κουτός
661,dumm::A,stultus,ανόητος
662,dumm::A,stupidus,κουτός
663,dumm::A,stupidus,ανόητος
664,faul::A,piger,τεμπέλης
665,fleißig::A,sedulus,εργατικός
666,geizig::A,avarus,τσιγγούνης
667,klug::A,prudens,έξυπνος
668,geschickt::A,sollers,επιδέξιος
669,lieb::A,carus,φίλος
670,lieb::A,carus,αγαπητός
671,lustig::A,iocosus,εύθυμος
672,lustig::A,iocosus,χαρούμενος
673,sanft::A,clemens,ήπιος
674,hungrig::A,impastus,πεινασμένος
675,krank::A,aeger,άρρωστος
676,nackt::A,nudus,γυμνός
677,traurig::A,maestus,λυπημένος
678,lebendig::A,vivus,ζωντανός
679,gut::A,bonus,καλός
680,schlecht::A,malus,κακός
681,richtig::A,rectus,σωστός
682,schlimm::A,malus,άσχημος
683,wahr::A,verus,αληθής
684,wahr::A,verus,αληθινός
685,alt::A,antiquus,παλιός
686,neu::A,novus,νέος
687,neu::A,novus,καινούργιος
688,ehemalig::A,pristinus,παλιός
689,alt[Lebewesen]::A,vetus,γέρος
690,jung::A,iuvenis,νέος
691,arm::A,pauper,φτωχός
692,reich::A,dives,πλούσιος
693,bekannt::A,notus,γνωστός
694,berühmt::A,celeber,περίφημος
695,berühmt::A,celeber,ξακουσμένος
696,berühmt::A,illustris,περίφημος
697,berühmt::A,illustris,ξακουσμένος
698,fremd::A,peregrinus,ξένος
699,verschieden::A,varius,διαφορετικός
700,nah::A,propinquus,κοντινός
701,fern::A,longinquus,μακριά
702,linker::A,sinister,αριστερός
703,rechter::A,dexter,δεξιός
704,anderer::A,alius,άλλος
705,erster::A,primus,πρώτος
706,zweiter::A,secundus,δεύτερος
707,dritter::A,tertius,τρίτος
708,letzter::A,ultimus,τελευταίος
709,allein::ADV,solum,μόνος
710,auf einmal::ADV,simul,εφάπαξ
711,zusammen::ADV,una,μαζί
712,lange::ADV,diu,πολύν καιρό
713,plötzlich::ADV,subito,έξαφνα
714,plötzlich::ADV,repente,έξαφνα
715,sofort::ADV,statim,αμέσως
716,später::ADV,postea,αργότερα
717,jetzt::ADV,nunc,τώρα
718,heute::ADV,hodie,σήμερα
719,morgen::ADV,cras,αύριο
720,bald::ADV,mox,σε λίγο
721,bald::ADV,mox,εντός ολίγου
722,dann::ADV,deinde,ύστερα
723,gestern::ADV,heri,χτες
724,einst::ADV,olim,ποτέ
725,einst::ADV,olim,άλλοτε
726,damals::ADV,tum,τότε
727,danach::ADV,postea,μετά
728,danach::ADV,postea,ύστερα
729,vorher::ADV,antea,πριν
730,vorher::ADV,antea,προηγουμένως
731,zuerst::ADV,primo,πρώτα
732,einmal::ADV,semel,μία φορά
733,manchmal::ADV,interdum,κάποτε
734,oft::ADV,saepe,συχνά
735,oft::ADV,saepe,πολλές φορές
736,immer::ADV,semper,πάντα
737,immer::ADV,semper,πάντοτε
738,niemals::ADV,numquam,ποτέ
739,hier::ADV,hic,εδώ
740,hierhin::ADV,huc,εδώ
741,von hier::ADV,hinc,από δω
742,dort::ADV,ibi,εκεί
743,dorthin::ADV,eo,προς τα κει
744,geradeaus::ADV,recte,κατευθείαν
745,vorwärts::ADV,porro,εμπρός
