,Concept_ID,be,tt
814,enden::V,кончыцца,бетү
815,wechseln::V,мяняцца,үзгәртү
816,aufgehen[Sonne]::V,узысці,чыгу
817,untergehen[Sonne]::V,зайсці,бату
818,scheinen[Sonne]::V,свяціць,яктырту
819,donnern::V,грымець,күкрәү
820,wehen::V,дзьмуць,исү
821,strömen::V,ліцца,агу
822,fließen::V,цячы,агу
823,sich drehen::V,круціцца,бөтерелү
824,sich drehen::V,варочацца,бөтерелү
825,schwanken::V,хістацца,икеләнү
826,schwingen::V,гайдацца,тирбәлү
827,schwingen::V,калыхацца,тирбәлү
828,fallen::V,падаць,егылу
829,brennen::V,гарэць,яну
830,rauchen::V,дымець,төтәү
831,rauchen::V,дымець,төтенләү
832,regnen::V,дажджыць,яву
833,gefrieren::V,замерзнуць,кату
834,tauen::V,раставаць,эрү
835,tauen::V,раставаць,эретү
836,schmelzen::V,плавіцца,эрү
837,schmelzen::V,плавіцца,эретү
838,trocknen::V,сохнуць,кибү
839,sieden::V,кіпець,ургылу
840,faulen::V,гнісці,черү
841,verfaulen::V,згнісці,черү
842,reißen::V,ірвацца,өзелү
843,versinken::V,тануць,бату
844,vergehen::V,праходзіць,авышу
845,erscheinen::V,зʼявіцца,пәйда булу
846,verschwinden::V,знікнуць,югалу
847,verschwinden::V,знікнуць,юк булу
848,sinken::V,спадаць,кимү
849,sinken::V,спадаць,кайту
850,abnehmen::V,паменшыцца,азаю
851,zunehmen::V,павялічвацца,арту
852,zunehmen::V,павялічвацца,күбәю
853,zunehmen::V,павялічвацца,ишәю
854,steigen::V,паднімацца,үсү
855,wachsen::V,расці,үсү
856,glänzen::V,блішчаць,ялкылдау
857,funkeln::V,бліскаць,ялтырау
858,lärmen::V,шумець,шаулау
859,läuten::V,званіць,шалтырату
860,klingeln::V,званіць,шалтырату
861,klirren::V,бразгаць,чылтырау
862,brausen::V,бушаваць,давыллау
863,brausen::V,бушаваць,дулау
864,rauschen::V,шастаць,кыштырдау
865,klingen::V,гучаць,ишетелү
866,bellen::V,брахаць,өрү
867,heulen::V,выць,улау
868,blasen::V,дзьмухнуць,өрү
869,pfeifen::V,свістаць,сызгырту
870,schreien::V,крычаць,кычкыру
871,stöhnen::V,стагнаць,ыңгырашу
872,zittern::V,дрыжаць,калтырау
873,zittern::V,дрыжаць,калтырану
874,leben::V,жыць,яшәү
875,leben::V,жыць,гомер итү
876,geboren werden::V,нарадзіцца,туу
877,atmen::V,дыхаць,сулау
878,trinken::V,піць,эчү
879,essen::V,есці,ашау
880,schlucken::V,глытаць,йоту
881,müde werden::V,стаміцца,ялыгу
882,müde werden::V,стаміцца,йөгенү
883,einschlafen::V,заснуць,йокыга китү
884,schlafen::V,спаць,йоклау
885,aufwachen::V,рассыпацца,уяну
886,aufstehen::V,устаць,тору
887,sich erholen::V,адпачываць,ял алу
888,sich erholen::V,адпачываць,истирахәт итү
889,krank werden::V,захварэць,чирләү
890,krank sein::V,хварэць,чирләү
891,schmerzen::V,балець,авырту
892,husten::V,кашляць,ютәлләү
893,genesen::V,паправіцца,савыгу
894,genesen::V,паправіцца,сәламәтләнү
895,genesen::V,паздаравець,савыгу
896,genesen::V,паздаравець,сәламәтләнү
897,sterben::V,памерці,үлү
898,sterben::V,памерці,дөнья кую
899,sterben::V,памерці,вафат булу
900,umkommen::V,загінуць,үлү
901,sich bewegen::V,рухацца,йөрү
902,sich rühren::V,варушыцца,кыймылдау
903,sich erheben::V,устаць,басу
904,sich setzen::V,сесці,утыру
905,hinfallen::V,упасці,егылу
906,laufen::V,хадзіць,җәяүләү
907,schreiten::V,шагаць,атлау
908,schreiten::V,крочыць,атлау
909,spazierengehen::V,гуляць,йөрү
910,spazierengehen::V,гуляць,йөргенү
911,eilen::V,спяшацца,ашыгу
912,sich beeilen::V,спяшацца,ашыгу
913,sich beeilen::V,спяшацца,кызулау
914,sausen::V,імчацца,җилдерү
915,rennen::V,бегаць,йөгерү
916,springen::V,скакаць,сикерү
917,klettern::V,лазіць,үрмәләү
918,schaukeln::V,гайдацца,атыну
919,kriechen::V,поўзаць,шуышу
920,kriechen::V,поўзаць,үрмәләү
921,schwimmen::V,плаваць,йөзү
922,tauchen::V,ныраць,чуму
923,rudern::V,веславаць,ишү
924,fahren::V,ехаць,бару
925,fliegen::V,лятаць,очу
926,gehen::V,ісці,йөрү
927,weggehen::V,пайсці,китү
928,abfahren::V,адʼяжджаць,кузгалу
929,anhalten::V,спыніцца,тукталу
930,anhalten::V,затрымацца,тукталу
931,hineingehen::V,уваходзіць,инү
932,eintreten::V,увайсці,инү
933,kommen::V,прыйсці,килү
934,ankommen::V,прыбыць,бару
935,zurückkommen::V,вярнуцца,кире кайту
936,bleiben::V,застацца,калу
937,warten::V,чакаць,көтү
938,erwarten::V,чакаць,көтү
939,suchen::V,шукаць,эзләү
940,finden::V,знайсці,табу
941,versuchen::V,прабаваць,маташу
942,vorbereiten::V,падрыхтаваць,хәзерләү
943,lieben::V,кахаць,сөю
944,lieben::V,кахаць,ярату
945,mögen::V,любіць,өнәү
946,lachen::V,смяяцца,көлү
947,rühren::V,расчуліць,дулкынландыру
948,weinen::V,плакаць,елау
949,schimpfen::V,лаяцца,сүгү
950,schimpfen::V,лаяцца,сүгенү
951,sich ärgern::V,сердаваць,ачулану
952,sich fürchten::V,баяцца,курку
953,fürchten::V,баяцца,калтырау
954,fürchten::V,баяцца,калтырану
955,fliehen::V,уцякаць,арка бирү
956,flüchten::V,уцячы,качу
957,sehen::V,бачыць,күрү
958,anschauen::V,паглядзець,карау
959,ansehen::V,глядзець,карау
960,ansehen::V,глядзець,күзәтү
961,hören::V,чуць,ишетү
962,zuhören::V,слухаць,тыңлау
963,probieren::V,каштаваць,тату
964,riechen::V,нюхаць,иснәү
965,fühlen::V,адчуваць,тою
966,fühlen::V,адчуваць,сизү
967,scheinen::V,здавацца,күренү
968,zu sehen sein::V,віднецца,күренү
969,vernehmen::V,пачуць,ишетү
970,frieren::V,мёрзнуць,өшү
971,frieren::V,мёрзнуць,күшегү
972,tun::V,рабіць,итү
973,können::V,умець,алу
974,wollen::V,хацець,теләү
975,anfangen::V,пачаць,керешү
976,beenden::V,закончыць,бетерү
977,beenden::V,закончыць,тәмамлау
978,aufhören::V,перастаць,бетү
979,gelingen::V,удацца,уңу
980,geraten::V,аказацца,сабышу
981,öffnen::V,адчыніць,ачу
982,schließen::V,зачыніць,ябу
983,stellen::V,паставіць,кую
984,setzen::V,пасадзіць,утырту
985,legen::V,класці,яткыру
986,berühren::V,чапаць,тию
987,verbinden::V,звязаць,ялгау
988,bedecken::V,накрыць,өрту
989,bedecken::V,накрыць,каплау
990,bedecken::V,накрыць,томалау
991,aufhängen::V,павесіць,асу
992,anzünden::V,запаліць,кабызу
993,aufheben::V,падняць,күтәрү
994,zurücklassen::V,пакінуць,калдыру
995,verlieren::V,згубіць,югалту
996,fallen lassen::V,упусціць,төшерү
997,machen::V,зрабіць,ясау
998,machen::V,зрабіць,эшләү
999,herstellen::V,вырабіць,ясау
1000,bauen::V,будаваць,кору
1001,reparieren::V,правіць,төзәтү
1002,verbessern::V,палепшыць,яхшырту
1003,ändern::V,змяніць,үзгәртү
1004,graben::V,капаць,казу
1005,beugen::V,сагнуць,ию
1006,biegen::V,пагнуць,бөгү
1007,drehen::V,вярцець,бору
1008,drehen::V,вярцець,бөтерү
1009,wenden::V,павярнуць,бору
1010,umdrehen::V,перавярнуць,түнтәрү
1011,heben::V,падымаць,күтәрү
1012,hochheben::V,падняць,күтәрү
1013,ergreifen::V,схапіць,эләктерү
1014,ergreifen::V,схваціць,эләктерү
1015,halten::V,трымаць,тоту
1016,drücken::V,націскаць,кысу
1017,schieben::V,пхаць,кузгату
1018,schieben::V,штурхаць,кузгату
1019,kratzen::V,скрэбці,тырнау
1020,lecken::V,лізаць,ялау
1021,beißen::V,кусаць,тешләү
1022,abreißen::V,адарваць,өзү
1023,abschneiden::V,адрэзаць,кыю
1024,abschneiden::V,адрэзаць,кисү
1025,binden::V,вязаць,бәйләү
1026,stecken::V,уваткнуць,төртү
1027,stecken::V,уваткнуць,тыгу
1028,brechen::V,зламаць,сындыру
1029,klopfen::V,стукаць,шаку
1030,klopfen::V,стукаць,шакылдау
1031,hauen::V,біць,кыйнау
1032,kleben::V,клеіць,ябыштыру
1033,reiben::V,церці,ышку
1034,streichen::V,намазаць,ягу
1035,schleifen::V,тачыць,кайрау
1036,schneiden::V,рэзаць,кисү
1037,rütteln::V,хістаць,селкетү
1038,schütteln::V,трэсці,селкетү
1039,schwenken::V,махаць,болгау
1040,schütten::V,наліць,кою
1041,füllen::V,напоўніць,тутыру
1042,einwickeln::V,загарнуць,төрү
1043,tragen::V,несці,ташу
1044,schleppen::V,цягнуць,сөйрәү
1045,schleppen::V,цягнуць,өстерәү
1046,ziehen::V,цягнуць,тарту
1047,aufbewahren::V,захоўваць,саклау
1048,werfen::V,кідаць,ыргыту
1049,fangen::V,лавіць,тоту
1050,packen::V,схапіць,эләктерү
1051,packen::V,схваціць,эләктерү
1052,verstecken::V,схаваць,яшерү
1053,teilen::V,раздзяліць,бүлү
1054,schicken::V,пасылаць,җибәрү
1055,bringen::V,прынесці,китерү
1056,hinzufügen::V,дабавіць,өстәү
1057,bekommen::V,дастаць,алу
1058,erhalten::V,атрымаць,алу
1059,nehmen::V,ўзяць,алу
1060,wählen::V,выбраць,сайлау
1061,auswählen::V,адабраць,сайлау
1062,bewahren::V,захаваць,саклау
1063,behindern::V,перашкаджаць,комачаулау
1064,verderben::V,сапсаваць,бозу
1065,beschädigen::V,пашкодзіць,бозу
1066,zerbrechen::V,разбіць,вату
1067,zerreißen::V,разадраць,өзү
1068,zerreißen::V,разадраць,ерту
1069,zerstören::V,разбурыць,җимерү
1070,verbrennen::V,спаліць,яндыру
1071,verbrennen::V,спаліць,көйдерү
1072,geben::V,даць,бирү
1073,reichen::V,перадаць,тапшыру
1074,schenken::V,дарыць,бүләкләү
1075,versprechen::V,абяцаць,вәгъдә бирү
1076,wünschen::V,жадаць,котлау
1077,loben::V,хваліць,мактау
1078,küssen::V,цалаваць,үбү
1079,wiegen::V,гушкаць,тирбәтү
1080,wiegen::V,калыхаць,тирбәтү
1081,zudecken::V,накрыць,ябу
1082,zudecken::V,накрыць,бөркәү
1083,wecken::V,пабудзіць,уяту
1084,zeigen::V,паказаць,күрсәтү
1085,führen::V,весці,йөртү
1086,lehren::V,вучыць,өйрәтү
1087,unterrichten::V,выкладаць,укыту
1088,aufziehen::V,выхаваць,асрау
1089,leiten::V,кіраваць,җитәкләү
1090,antreiben::V,падганяць,куалау
1091,antreiben::V,падганяць,әйдәләү
1092,antreiben::V,падганяць,ашыктыру
1093,lassen::V,прымусіць,мәҗбүр итү
1094,einladen::V,запрасіць,чакыру
1095,vereinigen::V,абʼяднаць,берләштерү
1096,besuchen::V,наведаць,керешү
1097,treffen::V,сустрэць,очрату
1098,sich versammeln::V,сабрацца,җыелышу
1099,spielen::V,гуляць,уйнау
1100,singen::V,пець,җырлау
1101,singen::V,спяваць,җырлау
1102,tanzen::V,танцаваць,бию
1103,sich trennen::V,расстацца,аерылу
1104,sich trennen::V,расстацца,ташлашу
1105,verlassen::V,пакінуць,ташлау
1106,verlassen::V,пакінуць,калдыру
1107,retten::V,выратаваць,коткару
1108,bewachen::V,ахоўваць,каравыллау
1109,schützen::V,уберагаць,ышыклау
1110,verteidigen::V,абараніць,яклау
1111,verteidigen::V,абараніць,саклау
1112,sich schlagen::V,біцца,сугышу
1113,sich schlagen::V,драцца,сугышу
1114,schießen::V,страляць,ату
1115,siegen::V,перамагчы,җиңү
1116,ärgern::V,злаваць,ачуландыру
1117,schlagen::V,ударыць,ору
1118,schlagen::V,ударыць,бәрү
1119,schlagen::V,ударыць,тукмау
1120,treten::V,штурхаць,тибү
1121,stechen::V,укалоць,кадау
1122,stoßen::V,папхнуць,этү
1123,stehlen::V,украсці,урлау
1124,stören::V,перашкодзіць,комачаулау
1125,belästigen::V,дакучаць,борчу
1126,belästigen::V,дакучаць,билмазалау
1127,verbergen::V,скрыць,яшерү
1128,verbergen::V,схаваць,яшерү
1129,täuschen::V,падмануць,алдату
1130,betrügen::V,змахляваць,хәрәмләшү
1131,töten::V,забіць,үтерү
1132,wohnen::V,жыць,яшәү
1133,arbeiten::V,працаваць,эшләү
1134,sammeln::V,сабраць,туплау
1135,pflücken::V,зрываць,өзү
1136,jagen::V,паляваць,аулау
1137,fischen::V,рыбачыць,балык тоту
1138,fassen::V,злавіць,тоту
1139,hüten::V,пасвіць,көтү
1140,treiben::V,гнаць,куалау
1141,anbinden::V,прывязаць,бәйләү
1142,füttern::V,карміць,туйдыру
1143,melken::V,даіць,саву
1144,hacken::V,сячы,чабу
1145,gießen::V,паліць,сугару
1146,reifen::V,паспець,җитешү
1147,zubereiten::V,зварыць,пешеренү
1148,zubereiten::V,згатаваць,пешеренү
1149,kochen::V,варыць,пешерү
1150,kochen::V,варыць,кайнату
1151,backen::V,пячы,пешерү
1152,braten::V,смажыць,куыру
1153,braten::V,смажыць,кыздыру
1154,umrühren::V,перамяшаць,бутау
1155,umrühren::V,перамяшаць,болгату
1156,stricken::V,вязаць,бәйләү
1157,nähen::V,шыць,тегү
1158,färben::V,пафарбаваць,ману
1159,reinigen::V,ачысціць,чистарту
1160,waschen::V,мыць,юу
1161,abwischen::V,выцерці,сөртү
1162,spülen::V,паласкаць,чайкау
1163,fegen::V,падмятаць,себерү
1164,kehren::V,месці,себерү
1165,baden::V,купацца,коену
1166,sich waschen::V,мыцца,юыну
1167,ausziehen::V,зняць,чишенү
1168,anziehen::V,надзець,кию
1169,sich anziehen::V,адзецца,киенү
1170,kämmen::V,прычасаць,тарау
1171,schmücken::V,аздобіць,бизәү
1172,schmücken::V,аздобіць,бизәкләү
1173,sagen::V,сказаць,дию
1174,sagen::V,сказаць,әйтү
1175,sprechen::V,гаварыць,сөйләү
1176,sprechen::V,гаварыць,сөйләшү
1177,reden::V,размаўляць,сөйләү
1178,sich unterhalten::V,гутарыць,сөйләшү
1179,fragen::V,спытаць,сорау
1180,fragen::V,спытаць,сорашу
1181,bitten::V,прасіць,үтенү
1182,erzählen::V,расказаць,сөйләү
1183,mitteilen::V,паведаміць,белдерү
1184,nennen::V,назваць,дию
1185,rufen::V,зваць,дәшү
1186,prahlen::V,хваліцца,мактану
1187,prahlen::V,хваліцца,шапырыну
1188,übersetzen::V,перакласці,күчерү
1189,denken::V,думаць,уйлау
1190,glauben::V,верыць,инану
1191,bemerken::V,заўважыць,искәрү
1192,erkennen::V,пазнаць,тану
1193,begreifen::V,спасцігнуць,аңлау
1194,begreifen::V,спасцігнуць,төшенү
1195,verstehen::V,пачуць,аңлау
1196,verstehen::V,пачуць,төшенү
1197,lernen::V,вучыцца,уку
1198,lernen::V,вучыцца,өйрәнү
1199,wissen::V,знаць,белү
1200,sich erinnern an::V,памятаць,хәтерләү
1201,vergessen::V,забыць,оныту
1202,messen::V,мераць,үлчәү
1203,zählen::V,лічыць,санау
1204,rechnen::V,лічыць,исәпләү
1205,lesen::V,чытаць,уку
1206,malen::V,маляваць,рәсем ясау
1207,malen::V,маляваць,сурәт ясау
1208,malen::V,маляваць,сурәтләү
1209,zeichnen::V,рысаваць,язу-сызу
1210,zeichnen::V,рысаваць,сурәт ясау
1211,schreiben::V,пісаць,язу
1212,besitzen::V,мець,биләү
1213,kaufen::V,купіць,алу
1214,verkaufen::V,прадаць,сату
1215,bezahlen::V,заплаціць,түләү
1216,zahlen::V,плаціць,түләү
1217,beherrschen::V,уладаць,ия булу
1218,beherrschen::V,валодаць,ия булу
1219,ertragen::V,выцерпець,чыдау
