,Concept_ID,se,ab
0,Auge::N,tjelmie,ала
1,Auge::N,tjalmme,ала
2,Auge::N,čalbmi,ала
3,Auge::N,čalme,ала
4,Auge::N,čâ´lmm,ала
5,Auge::N,ча̄лльм,ала
6,Ohr::N,bieljie,алымҳа
7,Ohr::N,biellje,алымҳа
8,Ohr::N,beallji,алымҳа
9,Ohr::N,pelji,алымҳа
10,Ohr::N,pe´llj,алымҳа
11,Ohr::N,пе̄лльй,алымҳа
12,Nase::N,njuenie,аҧынҵа
13,Nase::N,njunnje,аҧынҵа
14,Nase::N,njunni,аҧынҵа
15,Nase::N,njuṇe,аҧынҵа
16,Nase::N,njuu´nn,аҧынҵа
17,Nase::N,нюннҍ,аҧынҵа
18,Mund::N,njaelmie,аҧышə
19,Mund::N,njálmme,аҧышə
20,Mund::N,njálbmi,аҧышə
21,Mund::N,njälmi,аҧышə
22,Mund::N,njä´lmm,аҧышə
23,Mund::N,ня̄лльм,аҧышə
24,Zahn::N,baenie,ахаҧыц
25,Zahn::N,bádne,ахаҧыц
26,Zahn::N,bátni,ахаҧыц
27,Zahn::N,pääṇi,ахаҧыц
28,Zahn::N,pää´nn,ахаҧыц
29,Zahn::N,па̄ннҍ,ахаҧыц
30,Zunge::N,njoektjeme,абз
31,Zunge::N,njuovtjav,абз
32,Zunge::N,njuovčča,абз
33,Zunge::N,njuovčâ,абз
34,Zunge::N,njuhččâm,абз
35,Zunge::N,нюхчем,абз
36,Lippe::N,bangseme,ақьышə
37,Lippe::N,njálmmerabdda,ақьышə
38,Lippe::N,bavssa,ақьышə
39,Lippe::N,poovsâ,ақьышə
40,Lippe::N,põõus,ақьышə
41,Lippe::N,пэ̄кс,ақьышə
42,Wange::N,skiehrie,аӡамҩа
43,Wange::N,nierra,аӡамҩа
44,Wange::N,muohtu,аӡамҩа
45,Wange::N,nieṛâ,аӡамҩа
46,Wange::N,njiõrr,аӡамҩа
47,Wange::N,нӣрр,аӡамҩа
48,Gesicht::N,ååredæjja,аҿы
49,Gesicht::N,muohto,аҿы
50,Gesicht::N,muođut,аҿы
51,Gesicht::N,ámadadju,аҿы
52,Gesicht::N,muáđuh,аҿы
53,Gesicht::N,muâđ,аҿы
54,Gesicht::N,ка̄ссв,аҿы
55,Stirn::N,gaalloe,алахь
56,Stirn::N,gállo,алахь
57,Stirn::N,gállu,алахь
58,Stirn::N,kállu,алахь
59,Stirn::N,käll,алахь
60,Stirn::N,вуэххьц,алахь
61,Haar::N,voepte,ахəыц
62,Haar::N,vuoppta,ахəыц
63,Haar::N,vuokta,ахəыц
64,Haar::N,vuop'tâ,ахəыц
65,Haar::N,vuõpt,ахəыц
66,Haar::N,вӯппт,ахəыц
67,Schnurrbart::N,bijjie-skaavtjoe,аҧаҵа
68,Schnurrbart::N,njunjevuolskávttjá,аҧаҵа
69,Schnurrbart::N,seamu,аҧаҵа
70,Schnurrbart::N,siämu,аҧаҵа
71,Schnurrbart::N,ää´bben,аҧаҵа
72,Schnurrbart::N,о̄а̄бпан,аҧаҵа
73,Bart::N,skaavtja,ажакьа
74,Bart::N,skaavtjoe,ажакьа
75,Bart::N,skávttjá,ажакьа
76,Bart::N,seamu,ажакьа
77,Bart::N,siämu,ажакьа
78,Bart::N,seäm,ажакьа
79,Bart::N,ся̄м,ажакьа
80,Kinn::N,gaejpie,ацламкəыгə
81,Kinn::N,gájbbe,ацламкəыгə
82,Kinn::N,gáibi,ацламкəыгə
83,Kinn::N,käibi,ацламкəыгə
84,Kinn::N,käi´bb,ацламкəыгə
85,Kinn::N,ка̄ййп,ацламкəыгə
86,Kiefer[Anatomie]::N,gaejpie,ацламҳəа
87,Kiefer[Anatomie]::N,oalol,ацламҳəа
88,Kiefer[Anatomie]::N,oaloldákte,ацламҳəа
89,Kiefer[Anatomie]::N,gáibi,ацламҳəа
90,Kiefer[Anatomie]::N,uá'lultähti,ацламҳəа
91,Kiefer[Anatomie]::N,vuâl'lõš,ацламҳəа
92,Kiefer[Anatomie]::N,вуаллнешш,ацламҳəа
93,Kehle::N,gealoe,ахəда
94,Kehle::N,tjåttå,ахəда
95,Kehle::N,njiello,ахəда
96,Kehle::N,čotta,ахəда
97,Kehle::N,čuudâ,ахəда
98,Kehle::N,čoodd,ахəда
99,Kehle::N,чонт,ахəда
100,Kehle::N,кэ̄ҏс,ахəда
101,Hals::N,tjeapohke,ахəда
102,Hals::N,tjiebet,ахəда
103,Hals::N,čeabet,ахəда
104,Hals::N,čiäppát,ахəда
105,Hals::N,čeäppat,ахəда
106,Hals::N,ча̄пэх,ахəда
107,Genick::N,tjovrese,ахəдаџьал
108,Genick::N,nisske,ахəдаџьал
109,Genick::N,niehkki,ахəдаџьал
110,Genick::N,niski,ахəдаџьал
111,Genick::N,niek'ki,ахəдаџьал
112,Genick::N,nji´šǩǩmaadd,ахəдаџьал
113,Genick::N,нышшькмоант,ахəдаџьал
114,Kopf::N,åejjie,ахы
115,Kopf::N,oajvve,ахы
116,Kopf::N,oaivi,ахы
117,Kopf::N,uái'vi,ахы
118,Kopf::N,vuei´vv,ахы
119,Kopf::N,вуэййв,ахы
120,Rücken::N,rudtje,азқəа
121,Rücken::N,hárddo,азқəа
122,Rücken::N,tjavelk,азқəа
123,Rücken::N,sealgi,азқəа
124,Rücken::N,selgi,азқəа
125,Rücken::N,čielgi,азқəа
126,Rücken::N,seä´lǧǧ,азқəа
127,Rücken::N,се̄лльк,азқəа
128,Bauch::N,tjåejjie,амгəа
129,Bauch::N,tjoajvve,амгəа
130,Bauch::N,čoavji,амгəа
131,Bauch::N,čuáv'ji,амгəа
132,Bauch::N,čåu´jj,амгəа
133,Bauch::N,чо̄ввьй,амгəа
134,Nabel::N,naepie,аҷапан
135,Nabel::N,náhpe,аҷапан
136,Nabel::N,náhpi,аҷапан
137,Nabel::N,nääpi,аҷапан
138,Nabel::N,nää´pp,аҷапан
139,Nabel::N,на̄бпь,аҷапан
140,Busen::N,boenge,агəыҧҳəы
141,Busen::N,bållå,агəыҧҳəы
142,Busen::N,čižži,агəыҧҳəы
143,Busen::N,njamma,агəыҧҳəы
144,Busen::N,njižže,агəыҧҳəы
145,Busen::N,nje´ǯǯ,агəыҧҳəы
146,Busen::N,раннҍт,агəыҧҳəы
147,Brust::N,mïelke,агəышҧы
148,Brust::N,radde,агəышҧы
149,Brust::N,mielgga,агəышҧы
150,Brust::N,raddi,агəышҧы
151,Brust::N,radde,агəышҧы
152,Brust::N,râ´dd,агəышҧы
153,Brust::N,раннҍт,агəышҧы
154,Schulter::N,åelkie,ажəҩахыр
155,Schulter::N,oalgge,ажəҩахыр
156,Schulter::N,hárdu,ажəҩахыр
157,Schulter::N,ärdee,ажəҩахыр
158,Schulter::N,uál'gi,ажəҩахыр
159,Schulter::N,a´rddi,ажəҩахыр
160,Schulter::N,vuä´lǧǧ,ажəҩахыр
161,Schulter::N,вуэллык,ажəҩахыр
162,Arm::N,gïete,амахəар
163,Arm::N,giehta,амахəар
164,Arm::N,giehta,амахəар
165,Arm::N,kietâ,амахəар
166,Arm::N,kie'tâkaaṿâ,амахəар
167,Arm::N,ǩiõtt,амахəар
168,Arm::N,кӣдт,амахəар
169,Ellenbogen::N,gernjere,амашьхəылҵ
170,Ellenbogen::N,garŋŋel,амашьхəылҵ
171,Ellenbogen::N,gargŋil,амашьхəылҵ
172,Ellenbogen::N,käŋŋir,амашьхəылҵ
173,Ellenbogen::N,kõõnjâr,амашьхəылҵ
174,Ellenbogen::N,карьнэль,амашьхəылҵ
175,Hand::N,gïete,анапы
176,Hand::N,giehta,анапы
177,Hand::N,giehta,анапы
178,Hand::N,kietâ,анапы
179,Hand::N,ǩiõtt,анапы
180,Hand::N,кӣдт,анапы
181,Handfläche::N,gïeten-låapoe,анапсаргəыҵа
182,Handfläche::N,giehtavuodo,анапсаргəыҵа
183,Handfläche::N,tjårmmåvuodo,анапсаргəыҵа
184,Handfläche::N,giehtaloahpu,анапсаргəыҵа
185,Handfläche::N,kiämád,анапсаргəыҵа
186,Handfläche::N,kuámmir,анапсаргəыҵа
187,Handfläche::N,kuä´m'mer,анапсаргəыҵа
188,Handfläche::N,ǩiõttǩeä´m'men,анапсаргəыҵа
189,Handfläche::N,ко̄а̄ллдэгк,анапсаргəыҵа
190,Handfläche::N,кӣдткоалдэгк,анапсаргəыҵа
191,Finger::N,soerme,анацəа
192,Finger::N,tjuvdde,анацəа
193,Finger::N,suorbma,анацəа
194,Finger::N,čuvde,анацəа
195,Finger::N,suor'mâ,анацəа
196,Finger::N,suõrmm,анацəа
197,Finger::N,це̄ххп,анацəа
198,Fingernagel::N,gadtse,анапхыц
199,Fingernagel::N,guehpere,анапхыц
200,Fingernagel::N,gadtsa,анапхыц
201,Fingernagel::N,gazza,анапхыц
202,Fingernagel::N,kozzâ,анапхыц
203,Fingernagel::N,kõʒʒ,анапхыц
204,Fingernagel::N,кэ̄ннц,анапхыц
205,Nagel[Anatomie]::N,gadtse,ашьапхыц
206,Nagel[Anatomie]::N,guehpere,ашьапхыц
207,Nagel[Anatomie]::N,gadtsa,ашьапхыц
208,Nagel[Anatomie]::N,gazza,ашьапхыц
209,Nagel[Anatomie]::N,kozzâ,ашьапхыц
210,Nagel[Anatomie]::N,kõʒʒ,ашьапхыц
211,Nagel[Anatomie]::N,кэ̄ннц,ашьапхыц
212,Zeh::N,tjiehtjere,ашьацəа
213,Zeh::N,juolggetjuvdde,ашьацəа
214,Zeh::N,juolgesuorbma,ашьацəа
215,Zeh::N,jyel'gisuor'mâ,ашьацəа
216,Zeh::N,jue´lǧǧsuõrmm,ашьацəа
217,Zeh::N,ю̄лльк-це̄һп,ашьацəа
218,Fuß::N,juelkie,ашьапсыргəыҵа
219,Fuß::N,juolgge,ашьапсыргəыҵа
220,Fuß::N,juolgi,ашьапсыргəыҵа
221,Fuß::N,jyel'gi,ашьапсыргəыҵа
222,Fuß::N,jue´lǧǧ,ашьапсыргəыҵа
223,Fuß::N,ла̄бпь,ашьапсыргəыҵа
224,Ferse::N,båetskie,ашьхəа
225,Ferse::N,boasske,ашьхəа
226,Ferse::N,šušmi,ашьхəа
227,Ferse::N,šušme,ашьхəа
228,Ferse::N,jue´lǧǧkädd,ашьхəа
229,Ferse::N,ка̄ннт,ашьхəа
230,Knie::N,boelve,ашьамхы
231,Knie::N,buolvva,ашьамхы
232,Knie::N,čibbi,ашьамхы
233,Knie::N,veaŋki,ашьамхы
234,Knie::N,iidâ,ашьамхы
235,Knie::N,puõlvv,ашьамхы
236,Knie::N,пуллв,ашьамхы
237,Oberschenkel::N,ruaksja,ауаҭəа
238,Oberschenkel::N,tjibbe,ауаҭəа
239,Oberschenkel::N,gassaváhkká,ауаҭəа
240,Oberschenkel::N,badjeváhkáa,ауаҭəа
241,Oberschenkel::N,čuár'bpeeḷi,ауаҭəа
242,Oberschenkel::N,če´bb,ауаҭəа
243,Oberschenkel::N,чуаррбе̄лль,ауаҭəа
244,Bein::N,juelkie,ашьапы
245,Bein::N,juolgge,ашьапы
246,Bein::N,juolgi,ашьапы
247,Bein::N,jyel'gi,ашьапы
248,Bein::N,jue´lǧǧ,ашьапы
249,Bein::N,ю̄лльк,ашьапы
250,Körper::N,kråahpe,ацəеижь
251,Körper::N,rumáj,ацəеижь
252,Körper::N,rumaš,ацəеижь
253,Körper::N,ruumâš,ацəеижь
254,Körper::N,rå´pp,ацəеижь
255,Körper::N,лышшьк,ацəеижь
256,Körper::N,роаӈӈьк,ацəеижь
257,Haut::N,njaltja,ацəа
258,Haut::N,lijkke,ацəа
259,Haut::N,tjuobma,ацəа
260,Haut::N,liiki,ацəа
261,Haut::N,liške,ацəа
262,Haut::N,le´šǩǩ,ацəа
263,Haut::N,лышшьк,ацəа
264,Blut::N,vïrre,ашьа
265,Blut::N,maelie,ашьа
266,Blut::N,varra,ашьа
267,Blut::N,varra,ашьа
268,Blut::N,vorrâ,ашьа
269,Blut::N,võrr,ашьа
270,Blut::N,вэ̄рр,ашьа
271,Ader::N,åerie,ада
272,Ader::N,aajroe,ада
273,Ader::N,suodna,ада
274,Ader::N,varrasuotna,ада
275,Ader::N,suoṇâ,ада
276,Ader::N,suõnn,ада
277,Ader::N,сӯнн,ада
278,Sehne::N,soene,адаш
279,Sehne::N,gåårtenje,адаш
280,Sehne::N,suodna,адаш
281,Sehne::N,suotna,адаш
282,Sehne::N,suoṇâ,адаш
283,Sehne::N,suõnn,адаш
284,Sehne::N,сӯнн,адаш
285,Knochen::N,måara,абаҩ
286,Knochen::N,måaroe,абаҩ
287,Knochen::N,dákte,абаҩ
288,Knochen::N,dákti,абаҩ
289,Knochen::N,tähti,абаҩ
290,Knochen::N,tä´htt,абаҩ
291,Knochen::N,та̄ххт,абаҩ
292,Knochen::N,та̄ффьт,абаҩ
293,Gehirn::N,aajla,ахшлыбаҩ
294,Gehirn::N,aajla,ахшыбаҩ
295,Gehirn::N,vuojŋam,ахшлыбаҩ
296,Gehirn::N,vuojŋam,ахшыбаҩ
297,Gehirn::N,vuoigŋašat,ахшлыбаҩ
298,Gehirn::N,vuoigŋašat,ахшыбаҩ
299,Gehirn::N,vuoi'ŋâšeh,ахшлыбаҩ
300,Gehirn::N,vuoi'ŋâšeh,ахшыбаҩ
301,Gehirn::N,vuo'ivâšneh,ахшлыбаҩ
302,Gehirn::N,vuo'ivâšneh,ахшыбаҩ
303,Gehirn::N,vuõivâšn,ахшлыбаҩ
304,Gehirn::N,vuõivâšn,ахшыбаҩ
305,Gehirn::N,вуэййвэшна,ахшлыбаҩ
306,Gehirn::N,вуэййвэшна,ахшыбаҩ
307,Herz::N,vaajmoe,агəы
308,Herz::N,tsåhke,агəы
309,Herz::N,váibmu,агəы
310,Herz::N,váimu,агəы
311,Herz::N,čââ´đ,агəы
312,Herz::N,кӯттҌк,агəы
313,Magen::N,tjåejjie,аца
314,Magen::N,tjåejjie,ацар
315,Magen::N,tjoajvve,аца
316,Magen::N,tjoajvve,ацар
317,Magen::N,čoavji,аца
318,Magen::N,čoavji,ацар
319,Magen::N,čuáv'ji,аца
320,Magen::N,čuáv'ji,ацар
321,Magen::N,čåu´jj,аца
322,Magen::N,čåu´jj,ацар
323,Magen::N,чо̄ввьй,аца
324,Magen::N,чо̄ввьй,ацар
