,Concept_ID,lez,el
716,bald::ADV,мукьвара,εντός ολίγου
717,dann::ADV,ахпа,ύστερα
718,gestern::ADV,накь,χτες
719,einst::ADV,садра,ποτέ
720,einst::ADV,садра,άλλοτε
721,damals::ADV,а чӏавуз,τότε
722,danach::ADV,ахпа,μετά
723,danach::ADV,ахпа,ύστερα
724,vorher::ADV,вилик,πριν
725,vorher::ADV,вилик,προηγουμένως
726,zuerst::ADV,сифте,πρώτα
727,einmal::ADV,садра,μία φορά
728,manchmal::ADV,гагь-гагь,κάποτε
729,oft::ADV,гзаф вахтара,συχνά
730,oft::ADV,гзаф вахтара,πολλές φορές
731,immer::ADV,гьамиша,πάντα
732,immer::ADV,гьамиша,πάντοτε
733,niemals::ADV,са чӏавузни,ποτέ
734,niemals::ADV,са вахтундани,ποτέ
735,hier::ADV,ина,εδώ
736,hierhin::ADV,иниз,εδώ
737,von hier::ADV,инай,από δω
738,dort::ADV,ана,εκεί
739,dorthin::ADV,аниз,προς τα κει
740,geradeaus::ADV,дуьз,κατευθείαν
741,vorwärts::ADV,вилик,εμπρός
742,vorwärts::ADV,виликди,εμπρός
743,rückwärts::ADV,кьулухъ,πίσω
744,unten::ADV,агъада,κάτω
745,hinab::ADV,агъуз,προς τα κάτω
746,oben::ADV,винел,πάνω
747,oben::ADV,винел,επάνω
748,hinauf::ADV,виниз,προς τα πάνω
749,überall::ADV,вирина,παντού
750,nicht::ADV,ваъ,δεν
751,ein wenig::ADV,са тӏимил,λιγάκι
752,kaum::ADV,жизви,μόλις
753,sehr::ADV,лап,πολύ
754,so::ADV,икӏ,έτσι
755,noch::ADV,гьеле,ακόμα
756,nur::ADV,анжах,μόνο
757,schon::ADV,хъувуна,ήδη
758,schon::ADV,хъувуна,κιόλας
759,schon::ADV,мадни дардиз,ήδη
760,schon::ADV,мадни дардиз,κιόλας
761,schon::ADV,мадни гуьтӏуьз,ήδη
762,schon::ADV,мадни гуьтӏуьз,κιόλας
763,schon::ADV,мадни гуьтӏуь я,ήδη
764,schon::ADV,мадни гуьтӏуь я,κιόλας
765,vergebens::ADV,нагьакь,μάταια
766,vergebens::ADV,нагьакьа,μάταια
767,vor::PRP,вилик,μπροστά σε
768,vor::PRP,вилик,μπροστά από
769,hinter::PRP,кьулухъ,πίσω από 
770,unter::PRP,кӏаник,υπό
771,unter::PRP,кӏаник,κάτω από
772,durch::PRP,арадай,διά
773,durch::PRP,арадай,διά μέσου
774,durch::PRP,-кай хкатна,διά
775,durch::PRP,-кай хкатна,διά μέσου
776,neben::PRP,патав,δίπλα σε
777,neben::PRP,мукьув,δίπλα σε
778,zwischen::PRP,ара,μεταξύ
779,zwischen::PRP,ара,ανάμεσα σε
780,zwischen::PRP,арада,μεταξύ
781,zwischen::PRP,арада,ανάμεσα σε
782,wegen::PRP,гъиляй,για
783,wegen::PRP,гъиляй,λόγω
784,dies::PRN,и,αυτό
785,dies::PRN,им,αυτό
786,das::PRN,а,το
787,das::PRN,ам,το
788,alles::PRN,вири,όλα
789,alles::PRN,михьиз,όλα
790,ich::PRN,за,εγώ
791,ich::PRN,зун,εγώ
792,du::PRN,вун,σύ
793,du::PRN,вун,εσύ
794,er::PRN,ам,αυτός
795,er::PRN,гьа,αυτός
796,wir::PRN,чун,εμείς
797,ihr::PRN,куьн,εσείς
798,sie::PRN,абур,αυτοί
799,was::FPRN,вуч,τι
800,wer::FPRN,вуж,ποιος
801,wo::FADV,гьина,πού
802,wohin::FADV,гьиниз,πού
803,wohin::FADV,гьиниз,για πού
804,wie::FADV,гьикӏ,πώς
805,warum::FADV,вучиз,γιατί
806,wieviel::FNUM,шумуд,πόσος
807,eins::NUM,са,ένα
808,zwei::NUM,кьвед,δύο
809,drei::NUM,пуд,τρία
810,drei::NUM,пуд,τρεις
811,vier::NUM,кьуд,τέσσερα
812,vier::NUM,кьуд,τέσσερις
813,fünf::NUM,вад,πέντε
814,sechs::NUM,ругуд,έξι
815,sieben::NUM,ирид,εφτά
816,acht::NUM,муьжуьд,οχτώ
817,neun::NUM,кӏуьд,εννιά
818,zehn::NUM,цӏуд,δέκα
819,elf::NUM,цӏусад,έντεκα
820,zwölf::NUM,цӏикьвед,δώδεκα
821,zwanzig::NUM,къад,είκοσι
822,dreißig::NUM,къанницӏуд,τριάντα
823,vierzig::NUM,яхцӏур,σαράντα
824,fünfzig::NUM,яхцӏурни цӏуд,πενήντα
825,sechzig::NUM,пудкъад,εξήντα
826,siebzig::NUM,пудкъанни цӏуд,εβδομήντα
827,achtzig::NUM,кьудкъад,ογδόντα
828,neunzig::NUM,кьудкъанни цӏуд,ενενήντα
829,hundert::NUM,виш,εκατό
830,tausend::NUM,агъзур,χίλιοι
831,und::CNJ,ва,και
832,oder::CNJ,я,ή
833,stehen::V,акъвазун,στέκομαι
834,stehen::V,акъвазун,είμαι όρθιος
835,sitzen::V,ацукьун,κάθομαι
836,liegen::V,къаткун,είμαι ξαπλωμένος
837,hängen::V,куьрс хьун,κρέμομαι
838,werden::V,хьун,γίνομαι
839,passieren::V,хьун,συμβαίνω
840,beginnen::V,башламиш хьун,αρχίζω
841,enden::V,куьтягь хьун,τελειώνω
842,wechseln::V,дегиш хьун,αλλάζω
843,aufgehen[Sonne]::V,экъечӏун,βγαίνω
844,aufgehen[Sonne]::V,экъечӏун,ανατέλλω
845,untergehen[Sonne]::V,акӏун,δύω
846,untergehen[Sonne]::V,акӏун,βασιλεύω
847,scheinen[Sonne]::V,ишигь гун,λάμπω
848,donnern::V,къукърумар авун,βροντώ
849,strömen::V,авахьун,ρέω
850,strömen::V,авахьун,τρέχω
851,fließen::V,авахьун,ρέω
852,sich drehen::V,элкъуьн,γυρίζω
853,sich drehen::V,элкъуьн,στρέφομαι
854,schwanken::V,юзун,ταλαντεύομαι
855,schwingen::V,галтад хьун,αιωρούμαι
856,schwingen::V,галтад хьун,ταλαντεύομαι
857,fallen::V,аватун,πέφτω
858,brennen::V,кун,καίω
859,brennen::V,ккун,καίω
860,regnen::V,къун,βρέχω
861,gefrieren::V,муркӏади кьун,παγώνω
862,tauen::V,цӏурун,λειώνω
863,schmelzen::V,цӏурун,λειώνω
864,trocknen::V,кьурун,στεγνώνω
865,sieden::V,ругун,βράζω
866,faulen::V,кутӏун,σαπίζω
867,verfaulen::V,чуьруьтмиш хьун,σαπίζω
868,verfaulen::V,кутӏун,σαπίζω
869,reißen::V,атӏун,σχίζω
870,reißen::V,къазунун,σχίζω
871,versinken::V,батмиш хьун,βουλιάζω
872,versinken::V,батмиш хьун,βυθίζομαι
873,vergehen::V,алатун,περνώ
874,erscheinen::V,майдандиз акъатун,εμφανίζομαι
875,verschwinden::V,квахьун,χάνομαι
876,verschwinden::V,квахьун,εξαφανίζομαι
877,sinken::V,элекьун,κατεβαίνω
878,abnehmen::V,тӏимил хьун,μειώνομαι 
879,abnehmen::V,гъвечӏи хьун,μειώνομαι 
880,zunehmen::V,артух хьун,αυξάνω
881,zunehmen::V,артух хьун,μεγαλώνω
882,steigen::V,хкаж хьун,ανεβαίνω
883,wachsen::V,экъечӏун,μεγαλώνω
884,glänzen::V,цӏарцӏар гун,γυαλίζω
885,funkeln::V,нур гун,αστράφτω
886,funkeln::V,нур гун,σπιθοβολώ
887,lärmen::V,ван авун,θορυβώ
888,läuten::V,зенг ягъун,χτυπώ 
889,klingeln::V,зенг ягъун,κουδουνίζω
890,klirren::V,зигринг авун,κουδουνίζω
891,brausen::V,къати хьун,βουΐζω
892,rauschen::V,вишриш авун,βουΐζω
893,klingen::V,ван авун,ηχώ
894,bellen::V,элуькьун,γαυγίζω
895,heulen::V,къув ягъун,ουρλιάζω
896,blasen::V,уф гун,φυσώ
897,pfeifen::V,уьфт ягъун,σφυρίζω
898,schreien::V,гьараюн,κραυγάζω
899,stöhnen::V,суза авун,βογγώ
900,zittern::V,зурзун,τρέμω
901,leben::V,яшамиш хьун,ζω
902,geboren werden::V,хьун,γεννιέμαι
903,atmen::V,нефес чӏугун,αναπνέω
904,trinken::V,хъун,πίνω
905,essen::V,тӏуьн,τρώω
906,schlucken::V,туькьуьнун,καταπίνω
907,müde werden::V,галатун,κουράζομαι
908,müde werden::V,юргъун хьун,κουράζομαι
909,einschlafen::V,ксун,αποκοιμιέμαι
910,schlafen::V,ксун,κοιμάμαι
911,aufwachen::V,ахварай аватун,ξυπνώ
912,aufstehen::V,къарагъун,σηκώνομαι
913,sich erholen::V,ял ягъун,ξεκουράζομαι
914,krank werden::V,кефсуз хьун,αρρωσταίνω
915,krank sein::V,тӏа хьун,ασθενώ
916,schmerzen::V,тӏа хьун,πονώ
917,husten::V,уьгьуь ягъун,βήχω
918,genesen::V,сагъ хъхьун,θεραπεύομαι
919,sterben::V,кьин,πεθαίνω
920,umkommen::V,терг хьун,πεθαίνω
921,sich bewegen::V,юзун,κουνιέμαι
922,sich rühren::V,юзун,σαλεύω
923,sich erheben::V,къарагъун,επαναστατώ
924,sich setzen::V,ацукьун,κάθομαι
925,hinfallen::V,алукьун,πέφτω κάτω
926,laufen::V,къекъуьн,τρέχω
927,schreiten::V,ккамар къачун,βαδίζω
928,spazierengehen::V,сейр авун,κάνω βόλτα
929,spazierengehen::V,сейр авун,πηγαίνω περίπατο
930,eilen::V,тади авун,σπεύδω
931,sich beeilen::V,гьерекатун,βιάζομαι
932,sausen::V,чкурун,τρέχω γρήγορα
933,rennen::V,катун,τρέχω
934,rennen::V,зверун,τρέχω
935,springen::V,хкадарун,πηδώ
936,klettern::V,акьахун,σκαρφαλώνω
937,kriechen::V,капаралди фин,έρπω
938,kriechen::V,капаралди фин,σέρνομαι
939,schwimmen::V,сирнав авун,κολυμπώ
940,tauchen::V,кьилихъди циз вегьин,βουτώ
941,rudern::V,кьусуйралди лодка гьалун,κωπηλατώ
942,rudern::V,цуьруьгъуьлдалди кӏватӏун,κωπηλατώ
943,fahren::V,фин,πηγαίνω
944,fliegen::V,лув гун,πετώ
945,fliegen::V,цавай фин,πετώ
946,gehen::V,фин,βαδίζω
947,gehen::V,фин,πηγαίνω
948,weggehen::V,хъфин,φεύγω
949,abfahren::V,фин,ξεκινώ
950,abfahren::V,фин,αναχωρώ
951,abfahren::V,рекье гьатун,ξεκινώ
952,abfahren::V,рекье гьатун,αναχωρώ
953,anhalten::V,акъвазун,σταματώ
954,hineingehen::V,гьахьун,μπαίνω
955,eintreten::V,гьахьун,μπαίνω
956,eintreten::V,гьахьун,εισέρχομαι
957,kommen::V,атун,έρχομαι
958,ankommen::V,атун,φτάνω
959,zurückkommen::V,хтун,επιστρέφω
960,bleiben::V,амукьун,μένω
961,warten::V,гуьзлемишун,περιμένω
962,erwarten::V,вил алаз акъвазун,αναμένω
963,erwarten::V,вил алаз акъвазун,περιμένω
964,suchen::V,къекъуьн,ψάχνω
965,finden::V,жугъун,βρίσκω
966,versuchen::V,алахъун,προσπαθώ
967,vorbereiten::V,гьазурун,προετοιμάζω
968,lieben::V,кӏан хьун,αγαπώ
969,mögen::V,рикӏ ацукьун,μου αρέσει
970,lachen::V,хъуьруьн,γελώ
971,weinen::V,шехьун,κλαίω
972,schimpfen::V,сеперар гун,βρίζω
973,schimpfen::V,экъуьгъунар авун,βρίζω
974,sich ärgern::V,хъел акатун,θυμώνω
975,sich fürchten::V,кичӏе хьун,φοβάμαι
976,fürchten::V,къурхутмиш хьун,φοβάμαι
977,fliehen::V,катун,φεύγω
978,flüchten::V,катун,δραπετεύω
979,sehen::V,акун,βλέπω
980,anschauen::V,вил вегьин,κοιτάζω
981,ansehen::V,килигун,βλέπω
982,hören::V,ван хьун,ακούω
983,zuhören::V,яб гун,ακούω
984,probieren::V,дад акун,δοκιμάζω
985,riechen::V,ни чӏугун,μυρίζω
986,riechen::V,ни чӏугун,οσφραίνομαι
987,fühlen::V,гьисс авун,αισθάνομαι
988,frieren::V,кьун,κρυώνω
989,frieren::V,мекьи хьун,κρυώνω
990,tun::V,авун,κάνω
991,können::V,хьун,ξέρω
992,können::V,хьун,μπορώ
993,können::V,акъакьун,ξέρω
994,können::V,акъакьун,μπορώ
995,wollen::V,кӏан хьун,θέλω
996,anfangen::V,башламишун,αρχίζω
997,beenden::V,куьтягьун,τελειώνω
998,aufhören::V,акъвазун,παύω
999,gelingen::V,арадал атун,πετυχαίνω
1000,geraten::V,акъатун,γίνομαι
1001,öffnen::V,ахъаюн,ανοίγω
1002,schließen::V,акьалун,κλείνω
1003,stellen::V,эцигун,θέτω
1004,setzen::V,ацукьарун,θέτω
1005,legen::V,эцигун,θέτω
1006,berühren::V,хкӏурун,εγγίζω
1007,verbinden::V,гилигун,συνδέω
1008,bedecken::V,кӏевун,σκεπάζω
1009,aufhängen::V,куьрсарун,κρεμώ
1010,anzünden::V,куькӏуьрун,ανάβω
1011,aufheben::V,хкажун,σηκώνω
1012,zurücklassen::V,тун,εγκαταλείπω
1013,verlieren::V,квадарун,χάνω
1014,fallen lassen::V,авадрун,αφήνω να πέσει
1015,machen::V,авун,κάνω
1016,machen::V,авун,φτιάχνω
1017,machen::V,кар авун,κάνω
1018,machen::V,кар авун,φτιάχνω
1019,herstellen::V,расун,κατασκευάζω
1020,bauen::V,туькӏуьрун,χτίζω
1021,bauen::V,туькӏуьрун,οικοδομώ
1022,reparieren::V,расун,επισκευάζω
1023,reparieren::V,расун,επιδιορθώνω
1024,verbessern::V,хъсанрун,βελτιώνω
1025,verbessern::V,хъсанрун,καλυτερεύω
1026,ändern::V,табдил авун,αλλάζω
1027,graben::V,эгъуьнун,σκάβω
1028,beugen::V,акӏажарун,λυγίζω
1029,beugen::V,кангур авун,λυγίζω
1030,biegen::V,патахъарун,κάμπτω
1031,drehen::V,алчударун,στρέφω
1032,umdrehen::V,элкъуьрун,γυρίζω
1033,heben::V,хкажун,υψώνω
1034,heben::V,хкажун,σηκώνω
1035,hochheben::V,хкажун,υψώνω
1036,hochheben::V,хкажун,σηκώνω
1037,ergreifen::V,агалчна кьун,πιάνω
1038,ergreifen::V,агалчна кьун,αρπάζω
1039,halten::V,кьун,βαστώ
1040,drücken::V,чуькьуьн,πιέζω
1041,schieben::V,хуртӏ гун,σπρώχνω
1042,kratzen::V,къадгъунун,γρατσουνίζω
1043,lecken::V,мез гун,γλείφω
1044,beißen::V,кӏасун,δαγκάνω
1045,abreißen::V,галудун,κόβω
1046,abreißen::V,галудун,σχίζω
1047,abschneiden::V,атӏун,αποκόπτω
1048,stecken::V,сухун,χώνω
1049,brechen::V,хун,σπάζω
1050,brechen::V,кукӏварун,σπάζω
1051,klopfen::V,тахъ-тахъ авун,χτυπώ
1052,klopfen::V,тахъ-тахъ авун,τινάζω
1053,hauen::V,ягъун,χτυπώ
1054,kleben::V,алкӏурун,κολλώ
1055,kleben::V,кукӏурун,κολλώ
1056,reiben::V,тӏушунун,τρίβω
1057,streichen::V,алтадун,αλείφω
1058,schleifen::V,кӏвенкӏв авун,ακονίζω
1059,schneiden::V,атӏун,κόβω
1060,rütteln::V,къарсурун,σείω
1061,rütteln::V,къарсурун,τινάζω
1062,schütteln::V,къарсурун,σείω
1063,schütteln::V,къарсурун,κουνώ
1064,schwenken::V,элягъун,κουνώ
1065,schwenken::V,галтадун,κουνώ
1066,schütten::V,цун,χύνω
1067,füllen::V,ацӏурун,γεμίζω
1068,einwickeln::V,кутун,τυλίγω
1069,einwickeln::V,элкъуьрун,τυλίγω
1070,tragen::V,тухун,φέρνω
1071,schleppen::V,галчӏурун,κουβαλώ
1072,ziehen::V,ялун,τραβώ
1073,ziehen::V,чӏугун,τραβώ
1074,aufbewahren::V,хуьн,φυλάω
1075,werfen::V,гадрун,ρίχνω
1076,fangen::V,кьун,πιάνω
1077,packen::V,кьун,τσακώνω
1078,verstecken::V,кӏевун,κρύβω
1079,teilen::V,паюн,μερίζω
1080,schicken::V,ракъурун,στέλνω
1081,bringen::V,гъун,φέρνω
1082,hinzufügen::V,алава авун,προσθέτω
1083,bekommen::V,къачун,προσκομίζω
1084,bekommen::V,жугъурун,προσκομίζω
1085,erhalten::V,къачун,παίρνω
1086,erhalten::V,къачун,λαμβάνω
1087,nehmen::V,къачун,πιάνω
1088,nehmen::V,къачун,παίρνω
1089,wählen::V,хкягъун,εκλέγω
1090,auswählen::V,хкягъун,διαλέγω
1091,bewahren::V,хуьн,διατηρώ
1092,behindern::V,манийвал авун,εμποδίζω
1093,verderben::V,чӏурун,χαλώ
1094,beschädigen::V,нукьсанвал гун,ζημιώνω
1095,zerbrechen::V,хун,σπάζω
1096,zerreißen::V,къазунун,σχίζω
1097,zerstören::V,чӏурун,καταστρέφω
1098,zerstören::V,барбатӏун,καταστρέφω
1099,verbrennen::V,ккун,καίω
1100,geben::V,гун,δίνω
1101,reichen::V,вугун,δίνω
1102,reichen::V,гун,δίνω
1103,schenken::V,пишкеш авун,χαρίζω
1104,versprechen::V,гаф гун,υπόσχομαι
1105,wünschen::V,дуьа авун,εύχομαι
1106,loben::V,тариф авун,επαινώ
1107,küssen::V,темен гун,φιλώ
1108,wiegen::V,эчӏягъун,κουνώ
1109,wiegen::V,эчӏягъун,νανουρίζω
1110,zudecken::V,гьалдун,σκεπάζω
1111,wecken::V,ахварай авудун,ξυπνώ
1112,zeigen::V,къалурун,δείχνω
1113,führen::V,тухун,οδηγώ
1114,lehren::V,кӏелиз тун,διδάσκω
1115,unterrichten::V,тарс гун,διδάσκω
1116,aufziehen::V,тербия гун,ανατρέφω
1117,aufziehen::V,тербияламишун,ανατρέφω
1118,leiten::V,идара авун,ηγούμαι
1119,leiten::V,идара авун,διευθύνω
1120,antreiben::V,тади кутун,σπρώχνω
1121,antreiben::V,тади кутун,παρακινώ
1122,einladen::V,теклиф авун,προσκαλώ
1123,vereinigen::V,сад авун,ενώνω
1124,besuchen::V,кьилив атун,επισκέπτομαι
1125,treffen::V,гьалтун,συναντώ
1126,sich versammeln::V,алтӏушун,μαζεύομαι
1127,spielen::V,къугъун,παίζω
1128,singen::V,лугьун,τραγουδώ
1129,singen::V,мани лугьун,τραγουδώ
1130,tanzen::V,кьуьл авун,χορεύω
1131,sich trennen::V,къакъатун,αποχωρίζομαι
1132,verlassen::V,гъил къачун,εγκαταλείπω
1133,retten::V,къутармишун,σώζω
1134,bewachen::V,хуьн,φρουρώ
1135,schützen::V,хуьн,προστατεύω
1136,verteidigen::V,хуьн,υπερασπίζω
1137,sich schlagen::V,кукӏун,χτυπιέμαι
1138,schießen::V,акъатун,πυροβολώ
1139,siegen::V,гъалиб хьун,νικώ
1140,ärgern::V,хъел гъун,τσαντίζω
1141,ärgern::V,хъел кутун,τσαντίζω
1142,schlagen::V,ягъун,χτυπώ
1143,schlagen::V,галукьарун,χτυπώ
1144,treten::V,кьуьл къекъягъун,κλοτσώ
1145,treten::V,кьуьл эцягъун,κλοτσώ
1146,stechen::V,акьадарун,τρυπώ
1147,stoßen::V,эцягъун,ωθώ
1148,stoßen::V,эцягъун,σπρώχνω
1149,stehlen::V,чуьнуьхун,κλέβω
1150,stören::V,хкуьрун,διαταράσσω
1151,belästigen::V,хкуьрун,ενοχλώ
1152,belästigen::V,азият гун,ενοχλώ
1153,verbergen::V,далдаламишун,κρύβω
1154,täuschen::V,алцурарун,παραπλανώ
1155,täuschen::V,алцуррун,παραπλανώ
1156,betrügen::V,алцурарун,απατώ
1157,betrügen::V,гьарамзадавал авун,απατώ
1158,töten::V,яна кьин,σκοτώνω
1159,töten::V,яна кьин,θανατώνω
1160,wohnen::V,дуланмиш хьун,μένω
1161,wohnen::V,дуланмиш хьун,κατοικώ
1162,arbeiten::V,кӏвалахун,δουλεύω
1163,arbeiten::V,кӏвалахун,εργάζομαι
1164,arbeiten::V,кӏвалах авун,δουλεύω
1165,arbeiten::V,кӏвалах авун,εργάζομαι
1166,sammeln::V,кӏватӏун,μαζεύω
1167,sammeln::V,кӏватӏун,συλλέγω
1168,pflücken::V,атӏун,κόβω
1169,jagen::V,гъуьрч авун,κυνηγώ
1170,fischen::V,гъетер кьун,ψαρεύω
1171,fassen::V,кьун,πιάνω
1172,hüten::V,чӏура хуьн,φυλάγω
1173,hüten::V,чӏура хуьн,προσέχω
1174,treiben::V,гьалун,οδηγώ
1175,anbinden::V,акалун,δένω
1176,füttern::V,ем гун,ταΐζω
1177,melken::V,ацун,αρμέγω
1178,hacken::V,куьткуьнун,κόβω
1179,gießen::V,яд гун,ποτίζω
1180,reifen::V,чурун,ωριμάζω
1181,reifen::V,агакьун,ωριμάζω
1182,zubereiten::V,гьазурун,ετοιμάζω
1183,kochen::V,ругун,βράζω
1184,backen::V,чурун,ψήνω
1185,braten::V,чурун,τηγανίζω
1186,umrühren::V,какадарун,ανακατεύω
1187,stricken::V,хурун,πλέκω
1188,nähen::V,цун,ράβω
1189,färben::V,шир ягъун,βάφω
1190,färben::V,шир ягъун,χρωματίζω
1191,reinigen::V,михьун,καθαρίζω
1192,waschen::V,чуьхуьн,πλένω
1193,abwischen::V,гуьцӏун,σφουγγίζω
1194,spülen::V,экъуьрун,ξεπλένω
1195,fegen::V,шуткун,σκουπίζω
1196,kehren::V,кул алтадун,σκουπίζω
1197,baden::V,эхъуьн,κάνω μπάνιο
1198,sich waschen::V,жендек чуьхуьн,πλένομαι
1199,ausziehen::V,хутӏунун,βγάζω
1200,ausziehen::V,галудун,βγάζω
1201,anziehen::V,алукӏун,φορώ
1202,sich anziehen::V,алукӏун,ντύνομαι
1203,sich anziehen::V,парталар алукӏун,ντύνομαι
1204,kämmen::V,эвягъун,χτενίζω
1205,schmücken::V,безетмишун,στολίζω
1206,schmücken::V,гуьрчегарун,στολίζω
1207,sagen::V,лугьун,λέω
1208,sprechen::V,рахун,μιλώ
1209,reden::V,рахун,μιλώ
1210,reden::V,рахун,κουβεντιάζω
1211,sich unterhalten::V,ихтилат авун,συνομιλώ
1212,sich unterhalten::V,ихтилат авун,κουβεντιάζω
1213,fragen::V,жузун,ρωτώ
1214,bitten::V,тӏалабун,ζητώ
1215,bitten::V,тӏалабун,παρακαλώ
1216,erzählen::V,ахъаюн,διηγούμαι
1217,mitteilen::V,хабар гун,πληροφορώ
1218,nennen::V,тӏвар гун,ονομάζω
1219,rufen::V,эверун,φωνάζω
1220,prahlen::V,яцӏу гафар авун,καυχιέμαι
1221,übersetzen::V,таржума авун,μεταφράζω
1222,übersetzen::V,гафладун,μεταφράζω
1223,denken::V,фикир авун,σκέφτομαι
1224,glauben::V,агъун,πιστεύω
1225,bemerken::V,фикир гун,παρατηρώ
1226,begreifen::V,гъавурда акьун,καταλαβαίνω
1227,lernen::V,кӏелун,μαθαίνω
1228,wissen::V,чир хьун,ξέρω
1229,wissen::V,чирхьун,ξέρω
1230,sich erinnern an::V,рикӏел хуьн,θυμάμαι
1231,vergessen::V,рикӏелай фин,ξεχνώ
1232,vergessen::V,рикӏелай алатун,ξεχνώ
1233,messen::V,алцумун,μετρώ
1234,zählen::V,гьисабун,μετρώ
1235,rechnen::V,гьисабун,λογαριάζω
1236,lesen::V,кӏелун,διαβάζω
1237,malen::V,кхьин,ζωγραφίζω
1238,malen::V,шикилар чӏугун,ζωγραφίζω
1239,zeichnen::V,чӏугун,σχεδιάζω
1240,schreiben::V,кхьин,γράφω
1241,besitzen::V,иеси хьун,κατέχω
1242,kaufen::V,къачун,αγοράζω
1243,kaufen::V,маса къачун,αγοράζω
1244,verkaufen::V,гун,πουλώ
1245,verkaufen::V,маса гун,πουλώ
1246,bezahlen::V,къимет гун,πληρώνω
1247,bezahlen::V,эвезда авун,πληρώνω
1248,bezahlen::V,гьакъи агакьрун,πληρώνω
1249,zahlen::V,къимет гун,πληρώνω
1250,zahlen::V,эвезда авун,πληρώνω
1251,zahlen::V,гьакъи агакьрун,πληρώνω
1252,beherrschen::V,иеси хьун,κυριαρχώ
1253,ertragen::V,таб гун,βαστώ
1254,ertragen::V,таб гун,αντέχω
1255,Oberschenkel::N,,μηρός
1256,Strömung::N,,ρεύμα
1257,Moor::N,,έλος
1258,Gedächtnis::N,,μνήμη
1259,Ski::N,,σκι
1260,Platte::N,,πλάκα
1261,Leine::N,,σχοινί
1262,Geschäft::N,,συναλλαγή
1263,dick[Gegenstand]::A,,παχύς
1264,dick[Gegenstand]::A,,χοντρός
1265,auf einmal::ADV,,εφάπαξ
1266,zurück::ADV,,πίσω
1267,wieder::ADV,,ξανά
1268,wehen::V,,φυσώ
1269,rauchen::V,,καπνίζω
1270,schaukeln::V,,κουνιέμαι
1271,rühren::V,,συγκινώ
1272,scheinen::V,,φαίνομαι
1273,zu sehen sein::V,,φαίνομαι
1274,vernehmen::V,,ακούω
1275,vernehmen::V,,μαθαίνω
1276,wenden::V,,γυρίζω
1277,binden::V,,δένω
1278,lassen::V,,αφήνω
1279,erkennen::V,,αναγνωρίζω
1280,verstehen::V,,ακούω
