,Concept_ID,sv,cs
216,Pilz::N,svamp,houba
217,Zwiebel::N,lök,cibule
218,Saat::N,sådd,osivo
219,Korn::N,korn,zrno
220,Heu::N,hö,seno
221,Schale::N,skal,slupka
222,Schale::N,skal,skořápka
223,Grube::N,grop,jáma
224,Falle::N,fälla,past
225,Falle::N,fälla,léčka
226,Schlinge::N,snara,smyčka
227,Spur::N,spår,stopa
228,Asche::N,aska,popel
229,Dreck::N,lort,špína
230,Eisen::N,järn,železo
231,Gold::N,guld,zlato
232,Silber::N,silver,stříbro
233,Kohle::N,kol,uhlí
234,Glas::N,glas,sklo
235,Lehm::N,lera,jíl
236,Lehm::N,lera,hlína
237,Sand::N,sand,písek
238,Mensch::N,människa,člověk
239,Mann::N,man,muž
240,Frau::N,kvinna,žena
241,Kind::N,barn,dítě
242,Junge::N,pojke,hoch
243,Junge::N,pojke,chlapec
244,Mädchen::N,flicka,děvče
245,Familie::N,familj,rodina
246,Großvater::N,morfar,děd
247,Großvater::N,morfar,dědeček
248,Großmutter::N,farmor,babička
249,Eltern::N,föräldrar,rodiče
250,Vater::N,far,otec
251,Mutter::N,mor,matka
252,Sohn::N,son,syn
253,Tochter::N,dotter,dcera
254,Bruder::N,bror,bratr
255,Schwester::N,syster,sestra
256,Onkel::N,morbror,strýc
257,Tante::N,tant,teta
258,Ehemann::N,äkta man,choť
259,Ehemann::N,äkta man,manžel
260,Ehefrau::N,hustru,choť
261,Ehefrau::N,hustru,manželka
262,Freude::N,fröjd,radost
263,Freude::N,glädje,radost
264,Gelächter::N,åtlöje,smích
265,Glück::N,lycka,štěstí
266,Kummer::N,sorg,žal
267,Kummer::N,sorg,trápení
268,Wunsch::N,önskan,přání
269,Lust::N,lust,chuť
270,Geist::N,ande,duch
271,Gedanke::N,tanke,myšlenka
272,Gedächtnis::N,minne,paměť
273,Verstand::N,förstånd,rozum
274,Sinn::N,mening,smysl
275,Sinn::N,betydelse,smysl
276,Grund::N,skäl,důvod
277,Grund::N,grund,důvod
278,Wahrheit::N,sanning,pravda
279,Gespräch::N,samtal,rozhovor
280,Märchen::N,saga,pohádka
281,Erzählung::N,berättelse,povídka
282,Nachricht::N,meddelande,zpráva
283,Neuigkeit::N,nyhet,novina
284,Neuigkeit::N,nyhet,novinka
285,Name::N,namn,jméno
286,Rätsel::N,gåta,hádanka
287,Rede::N,tal,řeč
288,Rede::N,tal,proslov
289,Sprache::N,språk,řeč
290,Sprache::N,språk,jazyk
291,Stimme::N,stämma,hlas
292,Wort::N,ord,slovo
293,Zeichen::N,tecken,znamení
294,Ruf::N,rop,zavolání
295,Lärm::N,bråk,hluk
296,Lärm::N,oväsen,hluk
297,Laut::N,ljud,zvuk
298,Ton::N,ton,tón
299,Lied::N,sång,píseň
300,Ruhe::N,ro,klid
301,Ruhe::N,ro,pokoj
302,Ruhe::N,lugn,klid
303,Ruhe::N,lugn,pokoj
304,Leute::N,folk,lidé
305,Volk::N,folk,národ
306,Arbeit::N,arbete,práce
307,Gast::N,gäst,host
308,Geschenk::N,gåva,dar
309,Geschenk::N,present,dar
310,Spiel::N,lek,hra
311,Spiel::N,spel,hra
312,Gesellschaft::N,sällskap,společnost
313,Hilfe::N,hjälp,pomoc
314,Freund::N,vän,přítel
315,Kamerad::N,kamrat,kamarád
316,Angelegenheit::N,ärende,záležitost
317,Angelegenheit::N,angelägenhet,záležitost
318,Anzahl::N,antal,počet
319,Art::N,art,druh
320,Art::N,slag,druh
321,Stück::N,stycke,kus
322,Stück::N,stycke,kousek
323,Teil::N,del,díl
324,Teil::N,del,část
325,Hälfte::N,halva,půl
326,Kreis::N,krets,kruh
327,Kreis::N,cirkel,kruh
328,Kreuz::N,kors,kříž
329,Kreuz::N,kryss,kříž
330,Linie::N,linje,linka
331,Strich::N,streck,čára
332,Strich::N,streck,čárka
333,Abstand::N,avstånd,vzdálenost
334,Entfernung::N,avstånd,vzdálenost
335,Gegend::N,trakt,krajina
336,Platz::N,plats,prostor
337,Ort::N,plats,místo
338,Ort::N,ställe,místo
339,Seite::N,sida,strana
340,Mitte::N,mitt,střed
341,Mitte::N,mitt,prostředek
342,Gegenstand::N,föremål,předmět
343,Sache::N,sak,věc
344,Rand::N,rand,kraj
345,Rand::N,rand,okraj
346,Kante::N,kant,hrana
347,Ecke::N,vrå,roh
348,Ecke::N,hörn,roh
349,Spitze::N,spets,hrot
350,Spitze::N,spets,špička
351,Ende::N,ända,konec
352,Loch::N,hål,díra
353,Winkel::N,vinkel,kout
354,Muster::N,mönster,vzor
355,Größe::N,storlek,velikost
356,Länge::N,längd,délka
357,Höhe::N,höjd,výška
358,Gewicht::N,tyngd,váha
359,Menge::N,mängd,množství
360,Haufen::N,hög,kupa
361,Haufen::N,hög,hromada
362,Reihe::N,rad,řada
363,Reihe::N,rad,řádek
364,Boot::N,båt,člun
365,Ruder::N,åra,veslo
366,Schlitten::N,släde,sáně
367,Ski::N,skida,lyže
368,Lagerfeuer::N,lägereld,táborák
369,Last::N,last,náklad
370,Last::N,last,břemeno
371,Last::N,börda,náklad
372,Last::N,börda,břemeno
373,Gang::N,gång,chůze
374,Gang::N,gång,chodba
375,Schritt::N,steg,krok
376,Norden::N,norr,sever
377,Süden::N,söder,jih
378,Westen::N,väster,západ
379,Osten::N,öster,východ
380,Holz::N,trä,dřevo
381,Brett::N,bräda,prkno
382,Platte::N,platta,deska
383,Stütze::N,stöd,opěra
384,Stütze::N,stötta,opěra
385,Stange::N,stång,tyč
386,Stange::N,stång,tyčka
387,Stock::N,käpp,hůlka
388,Stock::N,pinne,hůlka
389,Stab::N,stav,hůl
390,Rohr::N,rör,trubka
391,Haus::N,hus,dům
392,Heim::N,hem,domov
393,Ofen::N,ugn,kamna
394,Fußboden::N,golv,podlaha
395,Tisch::N,bord,stůl
396,Stuhl::N,stol,židle
397,Wiege::N,vagga,kolébka
398,Bett::N,säng,postel
399,Regal::N,hylla,regál
400,Regal::N,hylla,police
401,Kiste::N,låda,bedna
402,Fenster::N,fönster,okno
403,Tür::N,dörr,dveře
404,Tor::N,port,vrata
405,Zaun::N,staket,plot
406,Zaun::N,stängsel,plot
407,Dach::N,tak,střecha
408,Leiter::N,stege,žebřík
409,Besen::N,kvast,koště
410,Besen::N,kvast,smeták
411,Spaten::N,spade,rýč
412,Schaufel::N,skovel,lopata
413,Schaufel::N,skyffel,lopata
414,Gabel::N,gaffel,vidlička
415,Löffel::N,sked,lžíce
416,Messer::N,kniv,nůž
417,Nagel::N,spik,hřebík
418,Netz::N,nät,síť
419,Haken::N,krok,hák
420,Griff::N,tag,držadlo
421,Griff::N,handtag,držadlo
422,Schloss::N,las,zámek
423,Bild::N,bild,obraz
424,Figur::N,figur,figura
425,Puppe::N,docka,panenka
426,Beutel::N,påse,pytlík
427,Bündel::N,bunt,svazek
428,Bündel::N,knippa,svazek
429,Tasche::N,väska,taška
430,Tasche::N,väska,brašna
431,Eimer::N,hink,kýbl
432,Eimer::N,hink,vědro
433,Eimer::N,ämbar,kýbl
434,Eimer::N,ämbar,vědro
435,Deckel::N,lock,víko
436,Deckel::N,lock,příklop
437,Geschirr::N,servis,nádobí
438,Geschirr::N,porslin,nádobí
439,Sack::N,säck,pytel
440,Tasse::N,kopp,šálek
441,Topf::N,gryta,hrnec
442,Topf::N,kastrull,hrnec
443,Kessel::N,kittel,kotel
444,Essen::N,mål,jídlo
445,Nahrung::N,näring,strava
446,Nahrung::N,näring,potrava
447,Speise::N,maträtt,jídlo
448,Fleisch::N,kött,maso
449,Getreide::N,säd,obilí
450,Getreide::N,spannmål,obilí
451,Brei::N,gröt,kaše
452,Brot::N,bröd,chléb
453,Scheibe::N,skiva,krajíc
454,Fett::N,fett,tuk
455,Fett::N,fett,omastek
456,Butter::N,smör,máslo
457,Öl::N,olja,olej
458,Salz::N,salt,sůl
459,Suppe::N,soppa,polévka
460,Honig::N,honung,med
461,Milch::N,mjölk,mléko
462,Tee::N,te,čaj
463,Leder::N,läder,kůže
464,Wolle::N,ull,vlna
465,Wolle::N,ylle,vlna
466,Stoff::N,tyg,látka
467,Stoff::N,stoff,látka
468,Nadel::N,nål,jehla
469,Faden::N,tråd,nit
470,Knopf::N,knapp,knoflík
471,Knoten::N,knut,uzel
472,Farbe::N,färg,barva
473,Kleidung::N,klädsel,šaty
474,Kleidung::N,klädsel,šatstvo
475,Hemd::N,skjorta,košile
476,Kragen::N,krage,límec
477,Ärmel::N,ärm,rukáv
478,Hose::N,byxor,kalhoty
479,Gürtel::N,bälte,pás
480,Gürtel::N,bälte,opasek
481,Mütze::N,mössa,čepice
482,Schuh::N,sko,bota
483,Stiefel::N,stövel,holínka
484,Ring::N,ring,prsten
485,Band::N,band,pásek
486,Kamm::N,kam,hřeben
487,Spiegel::N,spegel,zrcadlo
488,Riemen::N,rem,řemen
489,Schnur::N,snöre,šňůra
490,Leine::N,lina,vodítko
491,Decke::N,täcke,pokrývka
492,Decke::N,täcke,přikrývka
493,Kissen::N,dyna,polštář
494,Kissen::N,kudde,polštář
495,Tuch::N,sjal,šátek
496,Handtuch::N,handduk,ručník
497,Kraft::N,kraft,síla
498,Stärke::N,styrka,síla
499,Gesundheit::N,hälsa,zdraví
500,Krankheit::N,sjukdom,nemoc
501,Krankheit::N,sjukdom,choroba
502,Schmerz::N,smärta,bolest
503,Wunde::N,sår,rána
504,Fieber::N,feber,horečka
505,Arznei::N,medicin,lék
506,Arznei::N,läkemedel,lék
507,Brücke::N,bro,most
508,Brunnen::N,brunn,studna
509,Weide::N,bete,pastva
510,Weide::N,bete,pastvina
511,Pfad::N,stig,pěšina
512,Weg::N,väg,cesta
513,Straße::N,gata,silnice
514,Dorf::N,by,vesnice
515,Stadt::N,stad,město
516,Brief::N,brev,dopis
517,Buch::N,bok,kniha
518,Buchstabe::N,bokstav,písmeno
519,Zeitung::N,tidning,noviny
520,Leben::N,liv,život
521,Tod::N,död,smrt
522,Grab::N,grav,hrob
523,Kirche::N,kyrka,kostel
524,Sünde::N,synd,hřích
525,Gott::N,gud,bůh
526,Arbeiter::N,arbetare,dělník
527,Arbeiter::N,arbetare,pracovník
528,Chef::N,chef,šéf
529,Chef::N,chef,vedoucí
530,Meister::N,mästare,mistr
531,Arzt::N,läkare,lékař
532,Lehrer::N,lärare,učitel
533,Geld::N,pengar,peníze
534,Geschäft::N,rörelse,obchod
535,Laden::N,affär,krám
536,Preis::N,pris,cena
537,Ware::N,vara,zboží
538,Nutzen::N,gagn,užitek
539,Nutzen::N,nytta,užitek
540,Reichtum::N,rikedom,bohatství
541,Welt::N,värld,svět
542,Land::N,land,země
543,Staat::N,stat,stát
544,König::N,kung,král
545,König::N,konung,král
546,Macht::N,makt,moc
547,Macht::N,makt,mocnost
548,Grenze::N,gräns,hranice
549,Krieg::N,krig,válka
550,Feind::N,fiende,nepřítel
551,Gewalt::N,våld,násilí
552,Kampf::N,kamp,boj
553,Kampf::N,strid,boj
554,Bogen[Waffe]::N,båge,luk
555,Pfeil::N,pil,šíp
556,Gewehr::N,gevär,puška
557,Gewehr::N,gevär,ručnice
558,Fehler::N,fel,chyba
559,Lüge::N,lögn,lež
560,Schaden::N,skada,škoda
561,Unglück::N,otur,neštěstí
562,Unglück::N,olycka,neštěstí
563,Schuld::N,skuld,vina
564,Alter::N,ålder,věk
565,Schluss::N,slut,konec
566,Zeit::N,tid,čas
567,Tag::N,dag,den
568,Morgen::N,morgon,ráno
569,Morgen::N,morgon,jitro
570,Mittag::N,middag,poledne
571,Abend::N,kväll,večer
572,Nacht::N,natt,noc
573,Woche::N,vecka,týden
574,Monat::N,månad,měsíc
575,Jahr::N,år,rok
576,Frühling::N,vår,jaro
577,Sommer::N,sommar,léto
578,Herbst::N,höst,podzim
579,Winter::N,vinter,zima
580,Januar::N,januari,leden
581,Februar::N,februari,únor
582,März::N,mars,březen
583,April::N,april,duben
584,Mai::N,maj,květen
585,Juni::N,juni,červen
586,Juli::N,juli,červenec
587,August::N,augusti,srpen
588,September::N,september,září
589,Oktober::N,oktober,říjen
590,November::N,november,listopad
591,Dezember::N,december,prosinec
592,Montag::N,måndag,pondělí
593,Montag::N,måndag,pondělek
594,Dienstag::N,tisdag,úterý
595,Mittwoch::N,onsdag,středa
596,Donnerstag::N,torsdag,čtvrtek
597,Freitag::N,fredag,pátek
598,Samstag::N,lördag,sobota
599,Sonntag::N,söndag,neděle
600,groß::A,stor,velký
601,klein::A,liten,malý
602,lang::A,lång,dlouhý
603,kurz::A,kort,krátký
604,breit::A,bred,široký
605,schmal::A,smal,úzký
606,dicht::A,tät,hustý
607,dick[Gegenstand]::A,tjock,tlustý
608,dünn::A,tunn,tenký
609,fein::A,fin,jemný
610,fest::A,fast,pevný
611,flach::A,platt,plochý
612,flach::A,platt,placatý
613,glatt::A,glatt,hladký
614,hart::A,hård,tvrdý
615,weich::A,mjuk,měkký
616,rund::A,rund,kulatý
617,rund::A,rund,okrouhlý
618,spitz::A,toppig,špičatý
619,spitz::A,spetsig,špičatý
620,scharf::A,vass,ostrý
621,scharf::A,skarp,ostrý
622,stumpf::A,slö,tupý
623,schwer::A,tung,těžký
624,schön::A,skön,pěkný
625,schön::A,skön,krásný
626,schön::A,vacker,pěkný
627,schön::A,vacker,krásný
628,heiß::A,het,horký
629,warm::A,varm,teplý
630,kalt::A,kall,studený
631,kühl::A,sval,chladný
632,kühl::A,kylig,chladný
633,frisch::A,färsk,svěží
634,feucht::A,fuktig,vlhký
635,nass::A,våt,mokrý
636,trocken::A,torr,suchý
637,voll::A,full,plný
638,leer::A,tom,prázdný
639,offen::A,öppen,otevřený
640,geschlossen::A,stängd,zavřený
641,sauber::A,ren,čistý
642,schmutzig::A,snuskig,špinavý
643,roh::A,rå,syrový
644,reif::A,mogen,zralý
645,lecker::A,läcker,chutný
646,süß::A,söt,sladký
647,bitter::A,besk,hořký
648,bitter::A,bitter,hořký
649,sauer::A,sur,kyselý
650,hell::A,ljus,světlý
651,dunkel::A,mörk,temný
652,schwarz::A,svart,černý
653,weiß::A,vit,bílý
654,rot::A,röd,rudý
655,rot::A,röd,červený
656,gelb::A,gul,žlutý
657,blau::A,blå,modrý
658,grün::A,grön,zelený
659,grau::A,grå,šedý
660,grau::A,grå,šedivý
661,bunt::A,brokig,pestrý
662,billig::A,billig,levný
663,billig::A,billig,laciný
664,teuer::A,dyr,drahý
665,wertvoll::A,värdefull,cenný
666,blind::A,blind,slepý
667,taub::A,döv,hluchý
668,kräftig::A,kraftig,silný
669,stark::A,stark,silný
670,schwach::A,svag,slabý
671,fett::A,fet,tučný
672,fett::A,fet,tlustý
673,schlank::A,slank,štíhlý
674,hübsch::A,snygg,hezký
675,hübsch::A,vacker,hezký
676,böse::A,ond,zlý
677,böse::A,elak,zlý
678,dumm::A,dum,hloupý
679,faul::A,lat,líný
680,fleißig::A,flitig,pilný
681,geizig::A,snål,lakomý
682,geizig::A,girig,lakomý
683,klug::A,klok,chytrý
684,geschickt::A,händig,šikovný
685,geschickt::A,skicklig,šikovný
686,lieb::A,kär,milý
687,lieb::A,snäll,milý
688,lustig::A,rolig,veselý
689,lustig::A,lustig,veselý
690,sanft::A,mild,mírný
691,hungrig::A,hungrig,hladový
692,krank::A,sjuk,nemocný
693,nackt::A,naken,nahý
694,traurig::A,ledsen,smutný
695,traurig::A,ledsen,truchlivý
696,traurig::A,sorgsen,smutný
697,traurig::A,sorgsen,truchlivý
698,lebendig::A,levande,živý
699,gut::A,bra,dobrý
700,schlecht::A,dålig,špatný
701,richtig::A,riktig,pravý
702,richtig::A,riktig,správný
703,schlimm::A,illa,zlý
704,wahr::A,sann,pravdivý
705,alt::A,gammal,starý
706,neu::A,ny,nový
707,ehemalig::A,forn,bývalý
708,ehemalig::A,tidigare,bývalý
709,alt[Lebewesen]::A,gammal,starý
710,jung::A,ung,mladý
711,arm::A,fattig,chudý
712,reich::A,rik,bohatý
713,bekannt::A,känd,známý
714,berühmt::A,berömd,slavný
715,fremd::A,främmande,cizí
716,verschieden::A,åtskillig,různý
717,verschieden::A,åtskillig,rozličný
718,nah::A,nära,blízký
719,fern::A,fjärran,daleký
720,linker::A,vänster,levý
721,rechter::A,höger,pravý
722,anderer::A,annan,jiný
723,erster::A,första,první
724,zweiter::A,andra,druhý
725,dritter::A,tredje,třetí
726,letzter::A,sist,poslední
727,allein::ADV,allena,sám
728,auf einmal::ADV,på en gång,najednou
729,zusammen::ADV,tillsammans,spolu
730,zusammen::ADV,tillsammans,dohromady
731,lange::ADV,länge,dlouho
732,plötzlich::ADV,plötsligt,vtom
733,plötzlich::ADV,plötsligt,náhle
734,sofort::ADV,strax,hned
735,sofort::ADV,strax,ihned
736,sofort::ADV,genast,hned
737,sofort::ADV,genast,ihned
738,später::ADV,senare,později
739,jetzt::ADV,nu,teď
740,jetzt::ADV,nu,nyní
741,heute::ADV,i dag,dnes
742,heute::ADV,i dag,dneska
743,morgen::ADV,i morgon,zítra
744,bald::ADV,snart,brzo
745,dann::ADV,då,pak
746,dann::ADV,då,potom
747,gestern::ADV,i går,včera
748,einst::ADV,en gång,kdysi
749,damals::ADV,då,tehdy
750,damals::ADV,då,tenkrát
751,damals::ADV,den gången,tehdy
752,damals::ADV,den gången,tenkrát
753,danach::ADV,därefter,podle toho
754,vorher::ADV,före,dříve
755,vorher::ADV,före,napřed
756,vorher::ADV,förut,dříve
757,vorher::ADV,förut,napřed
758,zuerst::ADV,först,nejprve
759,zuerst::ADV,först,nejdříve
760,einmal::ADV,en gång,jednou
761,manchmal::ADV,ibland,někdy
762,oft::ADV,ofta,často
763,immer::ADV,alltid,vždy
764,immer::ADV,alltid,stále
765,niemals::ADV,aldrig,nikdy
766,hier::ADV,här,zde
767,hier::ADV,här,tady
768,hierhin::ADV,hit,sem
769,von hier::ADV,härifrån,odtud
770,dort::ADV,där,tam
771,dorthin::ADV,dit,tam
772,geradeaus::ADV,rätt fram,rovně
773,vorwärts::ADV,fram,kupředu
774,vorwärts::ADV,framåt,kupředu
775,rückwärts::ADV,baklänges,zpět
776,zurück::ADV,tillbaka,zpět
777,zurück::ADV,tillbaka,nazpět
778,unten::ADV,nere,dole
779,unten::ADV,nedanför,dole
780,hinab::ADV,ned,dolů
781,hinab::ADV,nedåt,dolů
782,oben::ADV,ovan,nahoře
783,oben::ADV,ovan,navrchu
784,oben::ADV,ovanpå,nahoře
785,oben::ADV,ovanpå,navrchu
786,hinauf::ADV,upp,nahoru
787,hinauf::ADV,uppåt,nahoru
788,überall::ADV,överallt,všude
789,nicht::ADV,ej,ne
790,nicht::ADV,inte,ne
791,ein wenig::ADV,litet,trochu
792,kaum::ADV,knappt,sotva
793,kaum::ADV,knappast,sotva
794,sehr::ADV,mycket,velmi
795,sehr::ADV,mycket,velice
796,so::ADV,så,tak
797,so::ADV,så,takto
798,noch::ADV,än,ještě
799,noch::ADV,ännu,ještě
800,nur::ADV,bara,jen
801,nur::ADV,bara,jenom
802,nur::ADV,endast,jen
803,nur::ADV,endast,jenom
804,schon::ADV,redan,už
805,schon::ADV,redan,již
806,wieder::ADV,åter,zase
807,vergebens::ADV,förgäves,marně
808,vor::PRP,utanför,před
809,hinter::PRP,bakom,za
810,unter::PRP,under,pod
811,durch::PRP,genom,skrz
812,durch::PRP,igenom,skrz
813,neben::PRP,bredvid,vedle
814,neben::PRP,vid sidan av,vedle
815,zwischen::PRP,mellan,mezi
816,wegen::PRP,på grund av,pro
817,dies::PRN,detta,toto
818,dies::PRN,detta,tohle
819,das::PRN,det,to
820,alles::PRN,allt,všechno
821,ich::PRN,jag,já
822,du::PRN,du,ty
823,er::PRN,han,on
824,wir::PRN,vi,my
825,ihr::PRN,ni,vy
826,sie::PRN,de,oni
827,was::FPRN,vad,co
828,wer::FPRN,vem,kdo
829,wo::FADV,var,kde
830,wohin::FADV,vart,kam
831,wie::FADV,hur,jak
832,warum::FADV,varför,proč
833,wieviel::FNUM,hur mycket,kolik
834,eins::NUM,en,jeden
835,eins::NUM,ett,jeden
836,zwei::NUM,två,dva
837,drei::NUM,tre,tři
838,vier::NUM,fyra,čtyři
839,fünf::NUM,fem,pět
840,sechs::NUM,sex,šest
841,sieben::NUM,sju,sedm
842,acht::NUM,åtta,osm
843,neun::NUM,nio,devět
844,zehn::NUM,tio,deset
845,elf::NUM,elva,jedenáct
846,zwölf::NUM,tolv,dvanáct
847,zwanzig::NUM,tjugo,dvacet
848,dreißig::NUM,trettio,třicet
849,vierzig::NUM,fyrtio,čtyřicet
850,fünfzig::NUM,femtio,padesát
851,sechzig::NUM,sextio,šedesát
852,siebzig::NUM,sjuttio,sedmdesát
853,achtzig::NUM,åttio,osmdesát
854,neunzig::NUM,nittio,devadesát
855,hundert::NUM,hundra,sto
