,Concept_ID,ml,ca
655,linker::A,അവശേഷിച്ച,esquerre
656,rechter::A,വലത്തേ,dret
657,anderer::A,മറ്റുള്ള,altre
658,erster::A,ആദ്യത്തെ,primer
659,zweiter::A,രണ്ടാം,segon
660,dritter::A,മൂന്നാമത്,tercer
661,letzter::A,അവസാനത്തെ,últim
662,allein::ADV,തനിച്ചുള്ള,sol
663,auf einmal::ADV,ഉടന്,d'una vegada
664,zusammen::ADV,ഒരുമിച്ച,junt
665,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,molt de temps
666,plötzlich::ADV,പെട്ടെന്ന്,de cop
667,plötzlich::ADV,പെട്ടെന്ന്,de sobte
668,sofort::ADV,തത്ക്ഷണം,de seguida
669,später::ADV,പിന്നീട്,més tard
670,jetzt::ADV,ഇപ്പോൾ,ara
671,heute::ADV,ഇന്ന്,avūi
672,morgen::ADV,നാളെ,demà
673,bald::ADV,ഉടനെ,aviāt
674,dann::ADV,അപ്പോൾ,després
675,gestern::ADV,ഇന്നലെ,ahir
676,einst::ADV,പണ്ടൊരിക്കല്,anteriorment
677,damals::ADV,അപ്പോൾ,llavōrs
678,damals::ADV,അപ്പോൾ,aleshores
679,danach::ADV,പിന്നീട്,després
680,vorher::ADV,മുൻപ്,abāns
681,zuerst::ADV,ആദ്യം,primer
682,einmal::ADV,ഒരിക്കൽ,una vegada
683,manchmal::ADV,ചിലപ്പോൾ,de vegades
684,oft::ADV,പലപ്പോഴും,sovint
685,immer::ADV,എപ്പോഴും,sempre
686,niemals::ADV,ഒരിക്കലും,no ... mai
687,hier::ADV,ഇവിടെ,aquí
688,hierhin::ADV,ഇവിടേക്ക്,per aquí
689,von hier::ADV,ഇവിടെനിന്ന്,des d'aquí
690,dort::ADV,അവിടെ,allí
691,dorthin::ADV,അവിടേക്ക്,hi
692,geradeaus::ADV,മുമ്പിൽ,tot dret
693,geradeaus::ADV,മുമന്നോട്ട്,tot dret
694,vorwärts::ADV,മുന്നോട്ട്,endavānt
695,rückwärts::ADV,തലതിരിച്ച്,endarrera
696,zurück::ADV,പുറകിലേക്ക്,darrere
697,unten::ADV,താഴെ,a baix
698,hinab::ADV,താഴേക്ക്,cap avall
699,oben::ADV,മുകളിൽ,dalt
700,hinauf::ADV,മുകളിൽ,cap amunt
701,überall::ADV,എല്ലായിടത്തും,pertot
702,überall::ADV,എല്ലായിടത്തും,per tot arreu
703,nicht::ADV,ഇല്ല,no
704,ein wenig::ADV,കുറച്ച്,una mica
705,kaum::ADV,കഷ്ടിച്ച്,a penes
706,sehr::ADV,വളരെ,molt
707,so::ADV,അങ്ങനെ,així
708,noch::ADV,ഇപ്പോഴും,encara
709,nur::ADV,മാത്രം,només
710,schon::ADV,നേരത്തേ തന്നെ,ja
711,wieder::ADV,വീണ്ടും,de nou
712,vergebens::ADV,വിഫല,en va
713,vor::PRP,മുമ്പിൽ,davānt
714,vor::PRP,മുമ്പിൽ,enfront de
715,hinter::PRP,പുറകിൽ,darrera
716,unter::PRP,കീഴിൽ,sota
717,durch::PRP,ഉള്ളിലൂടെ,per
718,neben::PRP,അടുത്ത്,al costāt de
719,zwischen::PRP,ഇടയ്ക്ക്,entre
720,wegen::PRP,നിമിത്തം,a causa de
721,dies::PRN,ഇത്,aquest
722,das::PRN,അത്,això
723,alles::PRN,എല്ലാം,tot
724,ich::PRN,ഞാൻ,jo
725,du::PRN,നിങ്ങൾ,tu
726,er::PRN,അദ്ദേഹം,ell
727,er::PRN,അയാൾ,ell
728,er::PRN,അവൻ,ell
729,er::PRN,അവർ,ell
730,er::PRN,അവൾ,ell
731,wir::PRN,നമ്മൾ,nosaltres
732,ihr::PRN,നിങ്ങൾ,vosaltres
733,sie::PRN,അവർ,ells
734,sie::PRN,അവർ,elles
735,was::FPRN,എന്ത്,què
736,wer::FPRN,ആര്,qui
737,wo::FADV,എവിടെ,on
738,wohin::FADV,എവിടേക്ക്,cap a on
739,wie::FADV,എങ്ങനെ,com
740,warum::FADV,എന്തുകൊണ്ട്,per què
741,wieviel::FNUM,എത്ര,quant
742,eins::NUM,ഒന്ന്,u
743,zwei::NUM,രണ്ട്,dos
744,drei::NUM,മൂന്ന്,tres
745,vier::NUM,നാല്,quatre
746,fünf::NUM,അഞ്ച്,cinc
747,sechs::NUM,ആറ്,sis
748,sieben::NUM,ഏഴ്,set
749,acht::NUM,എട്ട്,vuit
750,neun::NUM,ഒമ്പത്,nou
751,zehn::NUM,പത്ത്,deu
752,elf::NUM,പതിനൊന്ന്,onze
753,zwölf::NUM,പന്ത്രണ്ട്,dotze
754,zwanzig::NUM,ഇരുപത്,vint
755,dreißig::NUM,മുപ്പത്,trenta
756,vierzig::NUM,നാൽപ്പത്,quaranta
757,fünfzig::NUM,അൻപത്,cinquanta
758,sechzig::NUM,അറുപത്,seixanta
759,siebzig::NUM,എഴുപത്,setanta
760,achtzig::NUM,എൺപത്,vuitanta
761,neunzig::NUM,തൊണ്ണൂറ്,noranta
762,hundert::NUM,നൂറ്,cent
763,tausend::NUM,ആയിരം,mil
764,und::CNJ,ഉം,i
765,oder::CNJ,അഥവാ,o
766,stehen::V,നിൽക്കുക,estar de peu
767,sitzen::V,ഇരിക്കുക,seure
768,liegen::V,കിടക്കുക,jeure
769,hängen::V,തൂങ്ങുക,penjar
770,werden::V,ആയിത്തീരുക,fer-se
771,werden::V,ആയിത്തീരുക,posar-se
772,passieren::V,സംഭവിക്കുക,succeir
773,beginnen::V,ആരംഭിക്കുക,iniciar-se
774,enden::V,അവസാനിപ്പിക്കുക,acabar-se
775,enden::V,അവസാനിപ്പിക്കുക,terminar-se
776,wechseln::V,മാറ്റുക,canviar
777,aufgehen[Sonne]::V,ഉയരുക,sortir
778,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,posar-se
779,scheinen[Sonne]::V,പ്രകാശിക്കുക,brillar
780,donnern::V,ഇടിവെട്ടുക,tronar
781,wehen::V,വീശുക,bufar
782,strömen::V,ഒഴുകുക,afluir
783,fließen::V,ഒഴുകുക,fluir
784,sich drehen::V,ചുറ്റുക,girar
785,sich drehen::V,കറക്കുക,girar
786,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,vacil·lar
787,schwingen::V,ആടുക,oscil·lar
788,fallen::V,വീഴുക,caure
789,fallen::V,വീഴുക,tombar
790,brennen::V,കത്തുക,cremar
791,rauchen::V,പുകയുക,fumejar
792,regnen::V,മഴ_പെയ്യുക,ploure
793,gefrieren::V,തണത്ത്_മരവിക്കുക,gelar-se
794,tauen::V,അലിയുക,fondre's
795,schmelzen::V,ഉരുകുക,fondre's
796,trocknen::V,വരളുക,assecar-se
797,sieden::V,തിളപ്പിക്കുക,bullir
798,faulen::V,ചീയുക,podrir-se
799,verfaulen::V,അഴുകുക,podrir-se
800,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,trencar-se
801,versinken::V,മുക്കുക,enfonsar-se
802,vergehen::V,കടന്നുപോകുക,passar
803,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,aparèixer
804,verschwinden::V,അദൃശ്യമാകുക,desaparèixer
805,sinken::V,താഴുക,baixar
806,sinken::V,താഴുക,descendir
807,abnehmen::V,കുറിയുക,decréixer
808,zunehmen::V,വർദ്ധിക്കുക,augmentar
809,steigen::V,ഉയരുക,pujar
810,wachsen::V,വളരുക,créixer
811,glänzen::V,മിന്നുക,brillar
812,glänzen::V,മിന്നുക,resplendir
813,funkeln::V,തിളങ്ങുക,espurnejar
814,lärmen::V,ശബ്ദമുണ്ടാക്കുക,fer soroll
815,läuten::V,മണിമുഴങ്ങുക,sonar
816,klingeln::V,ചിലമ്പുക,trucar
817,klirren::V,കിലുക്കുക,dringar
818,brausen::V,മുഴങ്ങുക,rugir
819,rauschen::V,അനങ്ങുക,murmurar
820,klingen::V,മുഴക്കുക,sonar
821,bellen::V,കുരയ്ക്കുക,lladrar
822,heulen::V,ഓരിയിടുക,udolar
823,blasen::V,ഊതുക,bufar
824,pfeifen::V,വിസിലടിക്കുക,xiular
825,schreien::V,ആക്രോശിക്കുക,cridar
826,stöhnen::V,അരക്കം,gemegar
827,stöhnen::V,ആർത്തനാദം,gemegar
828,zittern::V,വിറയ്ക്കുക,tremolar
829,leben::V,താമസിക്കുക,vīure
830,geboren werden::V,ജനിക്കുക,néixer
831,atmen::V,ശ്വസിക്കുക,respirar
832,trinken::V,കുടിക്കുക,beure
833,essen::V,കഴിക്കുക,menjar
834,schlucken::V,വിഴുങ്ങുക,empassar-se
835,müde werden::V,ക്ഷീണിക്കുക,cansar-se
836,einschlafen::V,നിദ്രിക്കുക,adormir-se
837,schlafen::V,ഉറങ്ങുക,dormir
838,aufwachen::V,ഉണരുക,despertar-se
839,aufstehen::V,എഴുന്നേൽക്കുക,llevar-se
840,sich erholen::V,വിശ്രമിക്കുക,descansar
841,krank werden::V,ദീനംപിടിക്കുക,posar-se malalt
842,krank sein::V,രോഗികളാകുക,estar malalt
843,schmerzen::V,വേദനിക്കുക,doldre
844,husten::V,ചുമയ്ക്കുക,tossir
845,genesen::V,സുഖപ്പെടുക,recuperar-se
846,sterben::V,മരിക്കുക,morir
847,umkommen::V,മരിക്കുക,perir
848,sich bewegen::V,സ്ഥലം_മാറുക,moure's
849,sich rühren::V,ചലിക്കുക,moure's
850,sich erheben::V,നിൽക്കുക,aixecar-se
851,sich setzen::V,ഇരിക്കുക,asseure's
852,hinfallen::V,വീഴുക,caure's
853,laufen::V,നടക്കുക,caminar
854,schreiten::V,നടക്കുക,procedir
855,spazierengehen::V,ഉലാത്തുക,passejar
856,eilen::V,പാഞ്ഞെത്തുക,anar corrent
857,sich beeilen::V,തിരിക്കുകൂട്ടുക,afanyar-se
858,sich beeilen::V,തിടുക്കം_കാട്ടുക,afanyar-se
859,sausen::V,കുതിക്കുക,córrer
860,rennen::V,ഓടുക,córrer
861,springen::V,ചാടുക,saltar
862,klettern::V,കയറുക,escalar
863,schaukeln::V,ഇളകുക,gronxar-se
864,schaukeln::V,ഇളകുക,balancejar-se
865,kriechen::V,പതുങ്ങികയറുക,reptar
866,kriechen::V,പതുങ്ങികയറുക,arrossegar-se
867,schwimmen::V,നീന്തുക,nadar
868,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,bussejar
869,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,submergir-se
870,rudern::V,തുഴയുക,remar
871,fahren::V,വാഹനം ഓടിക്കുക,anar
872,fliegen::V,പറക്കുക,volar
873,gehen::V,പോകുക,caminar
874,weggehen::V,വിടുക,anar-se'n
875,abfahren::V,പുറപ്പെടുക,partir
876,anhalten::V,നിർത്തുക,aturar-se
877,hineingehen::V,പ്രവേശിക്കുക,entrar
878,eintreten::V,പ്രവേശിക്കുക,entrar
879,kommen::V,വരുക,venir
880,ankommen::V,എത്തിച്ചേരുക,arribar
881,zurückkommen::V,തിരിച്ചു വരുക,tornar
882,bleiben::V,തുടരുക,quedar-se
883,warten::V,കാത്തിരിക്കുക,esperar
884,erwarten::V,പ്രതീക്ഷിക്കുക,esperar
885,suchen::V,തിരയുക,buscar
886,finden::V,കണ്ടെത്തുക,trobar
887,versuchen::V,ശ്രമിക്കുക,intentar
888,vorbereiten::V,തയ്യാറെടുക്കുക,preparar
889,lieben::V,സ്നേഹിക്കുക,estimar
890,mögen::V,ഇഷ്ടപ്പെടുക,agradar a
891,lachen::V,ചിരിക്കുക,riure
892,rühren::V,ഹൃദയം സ്പർശിക്കുക,commoure
893,rühren::V,ഹൃദയം സ്പർശിക്കുക,emocionar
894,weinen::V,തേങ്ങുക,plorar
895,schimpfen::V,പിറുപിറുക്കുക,renyar
896,sich ärgern::V,കോപിക്കുക,enfadar-se
897,sich fürchten::V,പേടിക്കുക,tenir por
898,fürchten::V,പേടിക്കുക,témer
899,fliehen::V,രക്ഷപ്പെടുക,fugir
900,flüchten::V,രക്ഷപ്പെടുക,refugiar-se
901,sehen::V,കാണുക,veure
902,anschauen::V,നോക്കുക,mirar
903,ansehen::V,നോക്കുക,mirar
904,hören::V,കേൾക്കുക,oir
905,zuhören::V,ശ്രദ്ധിക്കുക,escoltar
906,probieren::V,രുചിയുള്ളതായി_തോന്നുക,provar
907,riechen::V,മണത്തു_നോക്കുക,olorar
908,fühlen::V,സ്പർശിച്ചറിയുക,sentīr
909,scheinen::V,കാണപ്പെടുക,semblar
910,zu sehen sein::V,വെളിച്ചപ്പെടുക,poder-se veure
911,vernehmen::V,കേൾക്കുക,percebre
912,frieren::V,വിറയ്ക്കുക,tenir fred
913,tun::V,ചെയ്യുക,fer
914,können::V,കഴിയുക,poder
915,wollen::V,വേണുക,voler
916,anfangen::V,തുടങ്ങുക,iniciar
917,beenden::V,പൂർത്തിയാക്കുക,acabar
918,aufhören::V,നിർത്തുക,deixar
919,gelingen::V,വിജയിക്കുക,sortir bé
920,geraten::V,പരിണമിക്കുക,sortir
921,öffnen::V,തുറക്കുക,obrir
922,schließen::V,അടയ്ക്കുക,tancar
923,stellen::V,വയ്ക്കുക,posar
924,stellen::V,വയ്ക്കുക,col·locar
925,setzen::V,വയ്ക്കുക,assentar
926,legen::V,ഇടുക,posar
927,berühren::V,തൊടുക,tocar
928,verbinden::V,ഘടിപ്പിക്കുക,unir
929,verbinden::V,ഘടിപ്പിക്കുക,connectar
930,bedecken::V,മുടുക,tapar
931,bedecken::V,മുടുക,cobrir
932,aufhängen::V,കെട്ടിതൂക്കുക,penjar
933,anzünden::V,കത്തിക്കുക,encendre
934,aufheben::V,പെറുക്കിയെടുക്കുക,aixecar
935,zurücklassen::V,വച്ചുപോരുക,deixar
936,verlieren::V,നഷ്ടപ്പെടുക,pērdre
937,fallen lassen::V,വീഴ്ത്തുക,deixar caure
938,machen::V,ഉണ്ടാക്കുക,fer
939,herstellen::V,ഉൽപാദിപ്പിക്കുക,producir
940,bauen::V,നിർമ്മിക്കുക,construir
941,reparieren::V,നന്നാക്കുക,reparar
942,verbessern::V,മെച്ചപ്പെടുക,millorar
943,ändern::V,മാറ്റംവരുത്തുക,canviar
944,graben::V,കുഴിക്കുക,cavar
945,beugen::V,വണങ്ങുക,doblegar
946,biegen::V,കുനിയുക,corbar
947,biegen::V,കുനിയുക,arquejar
948,drehen::V,തിരിക്കുക,girar
949,wenden::V,തിരിയുക,girar
950,umdrehen::V,തിരിയുക,voltar
951,heben::V,ഉയർത്തുക,pujar
952,heben::V,ഉയർത്തുക,aixecar
953,hochheben::V,ഉയർത്തുക,aixecar
954,ergreifen::V,ബലമായി_പിടിക്കുക,agafar
955,halten::V,പിടിക്കുക,mantenir
956,drücken::V,അമർത്തുക,prémer
957,drücken::V,അമർത്തുക,estrènyer
958,schieben::V,തള്ളുക,empènyer
959,kratzen::V,ചുരണ്ടുക,raspar
960,lecken::V,നക്കുക,llepar
961,beißen::V,കടിക്കുക,mossegar
962,abreißen::V,കീറിക്കളയുക,arrencar
963,abschneiden::V,മുറിച്ചുമാറ്റുക,tallar
964,binden::V,കെട്ടുക,lligar
965,stecken::V,തുളയ്ക്കുക,ficar
966,brechen::V,ഉടയുക,trencar
967,klopfen::V,തട്ടുക,trucar
968,hauen::V,അടിക്കുക,picar
969,hauen::V,അടിക്കുക,colpejar
970,kleben::V,ഒട്ടിക്കുക,enganxar
971,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,fregar
972,streichen::V,പടർത്തുക,untar
973,schleifen::V,പൊടിക്കുക,afilar
974,schleifen::V,പൊടിക്കുക,esmolar
975,schneiden::V,മുറിക്കുക,tallar
976,rütteln::V,മുട്ടുക,sacsejar
977,schütteln::V,കുലുക്കുക,agitar
978,schütteln::V,കുലുക്കുക,sacsejar
979,schwenken::V,ആടുക,agitar
980,schütten::V,ഒഴിക്കുക,abocar
981,füllen::V,നിറയ്ക്കുക,omplir
982,einwickeln::V,പൊതിയുക,embolicar
983,tragen::V,വഹിക്കുക,dur
984,tragen::V,വഹിക്കുക,portar
985,schleppen::V,വലിച്ചിഴയ്ക്കുക,arrossegar
986,ziehen::V,വലിക്കുക,tirar
987,ziehen::V,വലിക്കുക,estirar
988,aufbewahren::V,വയ്ക്കുക,conservar
989,werfen::V,എറിയുക,llançar
990,fangen::V,പിടിക്കുക,agafar
991,fangen::V,പിടിക്കുക,atrapar
992,packen::V,തട്ടിപ്പറിക്കുക,engrapar
993,verstecken::V,മറയ്ക്കുക,amagar
994,teilen::V,വിഭജിക്കുക,dividir
995,schicken::V,അയയ്ക്കുക,enviar
996,bringen::V,കൊണ്ടുവരുക,portar
997,hinzufügen::V,കൂട്ടുക,afegir
998,bekommen::V,കിട്ടുക,obtenir
999,erhalten::V,സ്വീകരിക്കുക,rebre
1000,nehmen::V,എടുക്കുക,prendre
1001,wählen::V,തിരഞ്ഞെടുക്കുക,triar
1002,wählen::V,തിരഞ്ഞെടുക്കുക,elegir
1003,auswählen::V,തിരഞ്ഞെടുക്കുക,escollir
1004,auswählen::V,തിരഞ്ഞെടുക്കുക,seleccionar
1005,bewahren::V,പുലർത്തുക,conservar
1006,behindern::V,തടയിടുക,impedir
1007,behindern::V,തടയിടുക,obstaculitzar
1008,verderben::V,നശിപ്പിക്കുക,espatllar
1009,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,danyar
1010,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,destrossar
1011,zerbrechen::V,ഉടയുക,trencar
1012,zerreißen::V,കീറുക,estripar
1013,zerstören::V,നശിപ്പിക്കുക,destruir
1014,verbrennen::V,കത്തിനശിക്കുക,cremar
1015,verbrennen::V,കത്തിച്ചുകളയുക,cremar
1016,geben::V,കൊടുക്കുക,donar
1017,geben::V,തരുക,donar
1018,reichen::V,കൈമാറുക,passar
1019,schenken::V,സമ്മാനം കൊടുക്കുക,regalar
1020,versprechen::V,വാഗ്ദാനം_നൽകുക,prometre
1021,wünschen::V,ആഗ്രഹിക്കുക,desitjar
1022,loben::V,പുകഴ്ത്തുക,elogiar
1023,küssen::V,ഉമ്മവയ്ക്കുക,fer un petó a
1024,wiegen::V,ഇളകുക,bressolar
1025,zudecken::V,മുടുക,tapar
1026,zudecken::V,മുടുക,cobrir
1027,wecken::V,ഉണർത്തുക,despertar
1028,zeigen::V,കാണിക്കുക,mostrar
1029,zeigen::V,കാണിക്കുക,ensenyar
1030,führen::V,നടത്തുക,guiar
1031,führen::V,നടത്തുക,conduir
1032,lehren::V,പഠിപ്പിക്കുക,ensenyar
1033,unterrichten::V,പരിശീലിപ്പിക്കുക,ensenyar
1034,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,criar
1035,leiten::V,നയിക്കുക,dirigir
1036,antreiben::V,പ്രേരിപ്പിക്കുക,impel·lir
1037,lassen::V,അനുവദിക്കുക,fer
1038,einladen::V,ക്ഷണിക്കുക,invitar
1039,einladen::V,ക്ഷണിക്കുക,convidar
1040,vereinigen::V,കൂടിച്ചേരുക,unir
1041,besuchen::V,സന്ദർശിക്കുക,visitar
1042,besuchen::V,സന്ദർശിക്കുക,anar a veure
1043,treffen::V,തമ്മിൽ കാണുക,trobar
1044,sich versammeln::V,സംയോജിപ്പിക്കുക,reunir-se
1045,spielen::V,കളിക്കുക,jugar
1046,singen::V,പാടുക,cantār
1047,tanzen::V,നൃത്തം ചെയ്യുക,ballar
1048,sich trennen::V,നേർപെടുത്തുക,separar-se
1049,verlassen::V,പിൻവാങ്ങുക,deixar
1050,verlassen::V,പിൻവാങ്ങുക,abandonar
1051,retten::V,രക്ഷിക്കുക,salvar
1052,bewachen::V,കാവൽനിൽക്കുക,vigilar
1053,schützen::V,പരിരക്ഷിക്കുക,protegir
1054,verteidigen::V,പ്രതിരോധിക്കുക,defensar
1055,sich schlagen::V,കലഹിക്കുക,barallar-se
1056,schießen::V,വെടിവെക്കുക,tirar
1057,schießen::V,വെടിവെക്കുക,disparar
1058,siegen::V,വിജയിക്കുക,vèncer
1059,ärgern::V,വിഷമിപ്പിക്കുക,enfadar
1060,schlagen::V,അടിക്കുക,pegar
1061,schlagen::V,അടിക്കുക,colpejar
1062,treten::V,തൊഴിക്കുക,donar un cop de peu a
1063,stechen::V,കുത്തുക,punxar
1064,stechen::V,കുത്തുക,apunyalar
1065,stoßen::V,തള്ളുക,empènyer
1066,stehlen::V,മോഷ്ടിക്കുക,robar
1067,stören::V,ശല്യപ്പെടുത്തുക,molestar
1068,belästigen::V,മെനക്കെടുക,importunar
1069,verbergen::V,മറയ്ക്കുക,amagar
1070,verbergen::V,മറയ്ക്കുക,ocultar
1071,verbergen::V,ഒളിക്കുക,amagar
1072,verbergen::V,ഒളിക്കുക,ocultar
1073,täuschen::V,കബളിപ്പിക്കുക,enganyar
1074,betrügen::V,ചതിക്കുക,estafar
1075,töten::V,കൊല്ലുക,matar
1076,wohnen::V,താമസിക്കുക,vīure
1077,wohnen::V,താമസിക്കുക,habitar
1078,arbeiten::V,ജോലിചെയ്യുക,treballar
1079,sammeln::V,സഞ്ചയിക്കുക,col·leccionar
1080,pflücken::V,പറിച്ചെടുക്കുക,collir
1081,jagen::V,വേട്ടയാടുക,caçar
1082,fischen::V,മീൻ പിടിക്കുക,pescar
1083,fassen::V,പിടിക്കുക,atrapar
1084,hüten::V,ചേർക്കുക,pasturar
1085,treiben::V,വാഹനം_ഓടിക്കുക,arriar
1086,anbinden::V,കെട്ടിയിടുക,lligar
1087,füttern::V,തീറ്റുക,donar menjar a
1088,melken::V,പാലുകറക്കുക,munyir
1089,hacken::V,വെട്ടിമുറിക്കുക,picar
1090,hacken::V,വെട്ടിമുറിക്കുക,tallar
1091,gießen::V,നനയ്ക്കുക,regar
1092,reifen::V,പാകമാകുക,madurar
1093,zubereiten::V,പാചകം_ചെയ്യുക,preparar
1094,kochen::V,വേവിക്കുക,coure
1095,backen::V,ബേക്ക് ചെയ്യുക,coure al forn
1096,braten::V,പോരിക്കുക,rostir
1097,umrühren::V,ഇളക്കുക,remenar
1098,stricken::V,മെടയുക,tricotar
1099,stricken::V,മെടയുക,fer punt de mitja
1100,nähen::V,തുന്നുക,cosir
1101,färben::V,ചായം പൂശുക,tenyir
1102,reinigen::V,വൃത്തിയാക്കുക,netejar
1103,waschen::V,കഴുകുക,rentār
1104,abwischen::V,തുടയ്ക്കുക,eixugar
1105,spülen::V,കഴുകുക,esbandir
1106,fegen::V,അടിച്ചുവാരുക,escombrar
1107,kehren::V,അടിച്ചുവാരുക,escombrar
1108,baden::V,നീന്തിത്തുടിക്കുക,banyar-se
1109,sich waschen::V,കഴുകുക,rentār-se
1110,ausziehen::V,ഇഴുക്കുക,treure's
1111,anziehen::V,ഉടുക്കുക,posar-se
1112,sich anziehen::V,ധരിച്ച നേടുകയുക,vestir-se
1113,kämmen::V,മുടിചീകുക,pentinar
1114,schmücken::V,അലങ്കരിക്കുക,adornar
1115,sagen::V,പറയുക,dir
1116,sprechen::V,സംസാരിക്കുക,parlar
1117,reden::V,സംസാരിക്കുക,parlar
1118,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,conversar
1119,fragen::V,ചോദിക്കുക,preguntar
1120,bitten::V,അപേക്ഷിക്കുക,demanar
1121,erzählen::V,പറയുക,contar
1122,erzählen::V,പറയുക,explicar
1123,mitteilen::V,അറിയിക്കുക,comunicar
1124,nennen::V,പേരിടുക,nomenar
1125,rufen::V,വിളിക്കുക,cridar
1126,prahlen::V,പൊങ്ങച്ചം പറയുക,lloar-se
1127,prahlen::V,പൊങ്ങച്ചം പറയുക,jactar-se
1128,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,traduir
1129,denken::V,ചിന്തിക്കുക,pensar
1130,glauben::V,വിശ്വസിക്കുക,creure
1131,bemerken::V,ശ്രദ്ധിക്കുക,notar
1132,erkennen::V,തിരിചറിയുക,reconèixer
1133,begreifen::V,കൈപ്പിടിയിലാക്കുക,comprendre
1134,verstehen::V,മനസ്സിലാക്കുക,entendre
1135,lernen::V,പഠിക്കുക,aprendre
1136,wissen::V,അറിയുക,saber
1137,sich erinnern an::V,ഓർമിക്കുക,recordar
1138,vergessen::V,മറക്കുക,oblidar
1139,messen::V,അളക്കുക,mesurar
1140,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,comptar
1141,rechnen::V,ഗണിക്കുക,calcular
1142,lesen::V,വായിക്കുക,llegir
1143,malen::V,ചിത്രം വരയ്ക്കുക,pintar
1144,zeichnen::V,വരയ്ക്കുക,dibuixar
1145,schreiben::V,എഴുതുക,escrīure
1146,besitzen::V,സ്വന്തമാക്കുക,posseir
1147,kaufen::V,വാങ്ങുക,comprar
1148,verkaufen::V,വിൽക്കുക,vendre
1149,bezahlen::V,പരിഹാരം ചെയ്യുക,pagar
1150,zahlen::V,പണം അടയ്ക്കുക,pagar per
1151,beherrschen::V,ഭരിക്കുക,dominar
1152,ertragen::V,താങ്ങുക,aguantar
