,Concept_ID,ro,la
235,Kohle::N,cărbune,carbo
236,Glas::N,sticlă,vitrum
237,Lehm::N,lut,lutum
238,Lehm::N,humă,lutum
239,Sand::N,nisip,arena
240,Mensch::N,om,homo
241,Mensch::N,persoană,homo
242,Mann::N,om,vir
243,Mann::N,bărbat,vir
244,Frau::N,femeie,mulier
245,Kind::N,copil,puer
246,Kind::N,copil,infans
247,Junge::N,băiat,puer
248,Junge::N,flăcău,puer
249,Mädchen::N,fată,puella
250,Familie::N,familie,familia
251,Großvater::N,bunic,avus
252,Großvater::N,tată mare,avus
253,Großmutter::N,bunică,avia
254,Großmutter::N,mamă mare,avia
255,Eltern::N,părinți,parentes
256,Vater::N,tată,pater
257,Vater::N,părinte,pater
258,Mutter::N,mamă,mater
259,Sohn::N,fiu,filius
260,Sohn::N,fecior,filius
261,Tochter::N,fiică,filia
262,Bruder::N,frate,frater
263,Schwester::N,soră,soror
264,Onkel::N,unchi,patruus
265,Onkel::N,unchi,avunculus
266,Tante::N,mătușă,amita
267,Ehemann::N,soț,maritus
268,Ehemann::N,bărbat,maritus
269,Ehefrau::N,soție,uxor
270,Freude::N,bucurie,gaudium
271,Freude::N,bucurie,laetitia
272,Gelächter::N,râset,risus
273,Glück::N,fericire,felicitas
274,Kummer::N,mâhnire,aegritudo
275,Wunsch::N,dorință,voluntas
276,Wunsch::N,dorință,desiderium
277,Wunsch::N,deziderat,voluntas
278,Wunsch::N,deziderat,desiderium
279,Lust::N,poftă,libido
280,Lust::N,poftă,voluptas
281,Lust::N,înclinare,libido
282,Lust::N,înclinare,voluptas
283,Geist::N,duh,mens
284,Geist::N,duh,animus
285,Geist::N,minte,mens
286,Geist::N,minte,animus
287,Geist::N,suflet,mens
288,Geist::N,suflet,animus
289,Gedanke::N,gând,sententia
290,Gedanke::N,cuget,sententia
291,Gedächtnis::N,memorie,memoria
292,Verstand::N,minte,ratio
293,Verstand::N,minte,ingenium
294,Verstand::N,intelect,ratio
295,Verstand::N,intelect,ingenium
296,Sinn::N,sens,sensus
297,Sinn::N,înțeles,sensus
298,Grund::N,cauză,causa
299,Grund::N,pricină,causa
300,Wahrheit::N,adevăr,veritas
301,Gespräch::N,convorbire,sermo
302,Gespräch::N,conversație,sermo
303,Märchen::N,basm,fabula
304,Märchen::N,poveste,fabula
305,Erzählung::N,poveste,fabula
306,Erzählung::N,poveste,narratio
307,Nachricht::N,veste,nuntius
308,Neuigkeit::N,noutate,novitas
309,Neuigkeit::N,actualitate,novitas
310,Name::N,nume,nomen
311,Rätsel::N,ghicitoare,aenigma
312,Rede::N,discurs,oratio
313,Sprache::N,limbă,lingua
314,Sprache::N,limbaj,lingua
315,Stimme::N,glas,vox
316,Wort::N,cuvânt,verbum
317,Wort::N,cuvânt,vocabulum
318,Zeichen::N,semn,signum
319,Zeichen::N,semnal,signum
320,Ruf::N,chemare,clamor
321,Lärm::N,zgomot,strepitus
322,Lärm::N,tărăboi,strepitus
323,Laut::N,sunet,sonus
324,Ton::N,ton,sonus
325,Lied::N,cântec,carmen
326,Ruhe::N,odihnă,quies
327,Ruhe::N,liniște,quies
328,Leute::N,lume,homines
329,Leute::N,oameni,homines
330,Volk::N,popor,populus
331,Volk::N,națiune,populus
332,Arbeit::N,lucru,labor
333,Gast::N,musafir,hospes
334,Gast::N,musafir,conviva
335,Geschenk::N,dar,munus
336,Geschenk::N,cadou,munus
337,Spiel::N,joc,ludus
338,Gesellschaft::N,societate,societas
339,Hilfe::N,ajutor,auxilium
340,Hilfe::N,ajutor,subsidium
341,Freund::N,amic,amicus
342,Freund::N,prieten,amicus
343,Kamerad::N,tovarăș,socius
344,Angelegenheit::N,afacere,res
345,Anzahl::N,număr,numerus
346,Anzahl::N,cantitate,numerus
347,Art::N,fel,genus
348,Art::N,specie,genus
349,Stück::N,bucată,frustum
350,Stück::N,bucată,fragmentum
351,Teil::N,parte,pars
352,Teil::N,porție,pars
353,Hälfte::N,jumătate,dimidium
354,Kreis::N,cerc,orbis
355,Kreis::N,cerc,circus
356,Kreuz::N,cruce,crux
357,Linie::N,linie,linea
358,Strich::N,linie,lineamentum
359,Strich::N,trăsătură,lineamentum
360,Abstand::N,distanță,intervallum
361,Abstand::N,depărtare,intervallum
362,Entfernung::N,distanță,spatium
363,Entfernung::N,depărtare,spatium
364,Gegend::N,regiune,loca
365,Gegend::N,regiune,regio
366,Platz::N,loc,locus
367,Ort::N,loc,locus
368,Seite::N,latură,latus
369,Mitte::N,centru,medium
370,Gegenstand::N,obiect,res
371,Sache::N,lucru,res
372,Sache::N,chestie,res
373,Rand::N,bordură,margo
374,Kante::N,muchie,angulus
375,Kante::N,bordură,angulus
376,Ecke::N,colț,angulus
377,Spitze::N,vârf,cacumen
378,Spitze::N,creștet,cacumen
379,Ende::N,capăt,caput
380,Loch::N,gaură,foramen
381,Winkel::N,colț,angulus
382,Muster::N,desen,exemplum
383,Größe::N,mărime,magnitudo
384,Länge::N,lungime,longitudo
385,Höhe::N,înălțime,altitudo
386,Gewicht::N,greutate,pondus
387,Menge::N,cantitate,copia
388,Haufen::N,grămadă,acervus
389,Reihe::N,șir,ordo
390,Reihe::N,rând,ordo
391,Boot::N,barcă,navicula
392,Boot::N,luntre,navicula
393,Ruder::N,vâslă,remus
394,Ruder::N,lopată,remus
395,Schlitten::N,sanie,sclodia
396,Ski::N,schi,narta
397,Lagerfeuer::N,foc de tabără,ignis
398,Last::N,povară,onus
399,Last::N,sarcină,onus
400,Gang::N,mers,cursus
401,Gang::N,umblet,cursus
402,Schritt::N,pas,gradus
403,Norden::N,nord,septentriones
404,Norden::N,miazănoapte,septentriones
405,Süden::N,sud,meridies
406,Süden::N,miazăzi,meridies
407,Westen::N,apus,occidens
408,Osten::N,est,oriens
409,Osten::N,răsărit,oriens
410,Holz::N,lemn,lignum
411,Brett::N,scândură,tabula
412,Platte::N,placă,lamina
413,Stütze::N,proptea,adminiculum
414,Stange::N,bară,pertica
415,Stange::N,prăjină,pertica
416,Stock::N,băț,baculum
417,Stock::N,baston,baculum
418,Stab::N,baston,scipio
419,Stab::N,prăjină,scipio
420,Rohr::N,tub,tubus
421,Rohr::N,țeavă,tubus
422,Haus::N,casă,aedes
423,Heim::N,casă,domicilium
424,Heim::N,cămin,domicilium
425,Ofen::N,sobă,fornax
426,Fußboden::N,podea,solum
427,Fußboden::N,dușumea,solum
428,Tisch::N,masă,mensa
429,Stuhl::N,scaun,sella
430,Wiege::N,leagăn,cunae
431,Bett::N,pat,lectus
432,Regal::N,rafturi,foruli
433,Kiste::N,ladă,cista
434,Kiste::N,cutie,cista
435,Fenster::N,fereastră,fenestra
436,Tür::N,ușă,ianua
437,Tor::N,poartă,porta
438,Zaun::N,gard,saepes
439,Dach::N,acoperiș,tectum
440,Leiter::N,scară,scalae
441,Besen::N,mătură,scopae
442,Spaten::N,cazma,pala
443,Spaten::N,hârleț,pala
444,Schaufel::N,lopată,pala
445,Gabel::N,furculiță,fuscinula
446,Löffel::N,lingură,coclear
447,Messer::N,cuțit,culter
448,Nagel::N,cui,clavus
449,Netz::N,plasă,rete
450,Haken::N,cârlig,hamus
451,Griff::N,mâner,manubrium
452,Schloss::N,lacăt,claustra
453,Bild::N,tablou,tabula
454,Bild::N,tablou,pictura
455,Bild::N,imagine,tabula
456,Bild::N,imagine,pictura
457,Figur::N,chip,statunculum
458,Figur::N,figură,statunculum
459,Puppe::N,păpușă,pupa
460,Beutel::N,pungă,sacculus
461,Beutel::N,săculeț,sacculus
462,Bündel::N,mănunchi,fascis
463,Tasche::N,geantă,sacculus
464,Eimer::N,găleată,situla
465,Deckel::N,capac,operculum
466,Geschirr::N,vase,vasa
467,Geschirr::N,tacâmuri,vasa
468,Sack::N,sac,saccus
469,Tasse::N,ceașcă,pocillum
470,Topf::N,oală,olla
471,Kessel::N,cazan,aenum
472,Kessel::N,căldare,aenum
473,Essen::N,mâncare,cena
474,Nahrung::N,hrană,cibus
475,Nahrung::N,hrană,alimenta
476,Nahrung::N,aliment,cibus
477,Nahrung::N,aliment,alimenta
478,Speise::N,bucate,cibus
479,Speise::N,fel de bucate,cibus
480,Fleisch::N,carne,caro
481,Getreide::N,cereale,frumentum
482,Brei::N,pireu,puls
483,Brot::N,pâine,panis
484,Scheibe::N,felie,frustum
485,Scheibe::N,bucată,frustum
486,Fett::N,untură,pingue
487,Fett::N,grăsime,pingue
488,Butter::N,unt,butȳrum
489,Öl::N,ulei,oleum
490,Salz::N,sare,sal
491,Suppe::N,supă,ius
492,Suppe::N,ciorbă,ius
493,Honig::N,miere,mel
494,Milch::N,lapte,lac
495,Tee::N,ceai,thea
496,Leder::N,piele,corium
497,Wolle::N,lână,lana
498,Stoff::N,stofă,textum
499,Nadel::N,ac,acus
500,Faden::N,ață,filum
501,Knopf::N,buton,bulla
502,Knoten::N,nod,nodus
503,Farbe::N,vopsea,pigmentum
504,Kleidung::N,haine,vestimenta
505,Kleidung::N,îmbrăcăminte,vestimenta
506,Hemd::N,cămașă,tunica
507,Kragen::N,guler,collare
508,Ärmel::N,mânecă,manica
509,Hose::N,pantaloni,bracae
510,Gürtel::N,cordon,cingulum
511,Mütze::N,șapcă,pilleus
512,Schuh::N,gheată,calceus
513,Stiefel::N,cizmă,pero
514,Stiefel::N,cizmă,caliga
515,Ring::N,inel,anulus
516,Ring::N,verigă,anulus
517,Band::N,panglică,redimiculum
518,Band::N,șiret,redimiculum
519,Kamm::N,pieptene,pecten
520,Spiegel::N,oglindă,speculum
521,Riemen::N,curea,lorum
522,Schnur::N,funie,linum
523,Schnur::N,sfoară,linum
524,Leine::N,lesă,retinaculum
525,Leine::N,curea,retinaculum
526,Decke::N,pătură,lodix
527,Kissen::N,pernă,pulvinus
528,Tuch::N,batic,velum
529,Handtuch::N,prosop,mantele
530,Handtuch::N,ștergar,mantele
531,Kraft::N,forță,vis
532,Kraft::N,putere,vis
533,Stärke::N,tărie,robur
534,Stärke::N,vigoare,robur
535,Gesundheit::N,sănătate,valetudo
536,Krankheit::N,boală,morbus
537,Krankheit::N,maladie,morbus
538,Schmerz::N,durere,dolor
539,Wunde::N,rană,vulnus
540,Fieber::N,febră,febris
541,Arznei::N,leac,remedium
542,Arznei::N,medicament,remedium
543,Brücke::N,pod,pons
544,Brücke::N,punte,pons
545,Brunnen::N,puț,puteus
546,Weide::N,izlaz,pascua
547,Weide::N,pășune,pascua
548,Pfad::N,cărare,semita
549,Weg::N,drum,iter
550,Straße::N,cale,via
551,Straße::N,stradă,via
552,Dorf::N,sat,vicus
553,Stadt::N,oraș,urbs
554,Stadt::N,oraș,oppidum
555,Brief::N,scrisoare,epistula
556,Buch::N,carte,liber
557,Buchstabe::N,literă,littera
558,Buchstabe::N,caracter,littera
559,Zeitung::N,ziar,diurnum
560,Zeitung::N,gazetă,diurnum
561,Leben::N,viață,vita
562,Tod::N,moarte,mors
563,Grab::N,groapă,sepulcrum
564,Grab::N,mormânt,sepulcrum
565,Kirche::N,biserică,ecclesia
566,Sünde::N,păcat,peccatum
567,Gott::N,zeu,deus
568,Arbeiter::N,muncitor,operarius
569,Chef::N,șef,praefectus
570,Meister::N,meșter,magister
571,Meister::N,maestru,magister
572,Arzt::N,medic,medicus
573,Arzt::N,doctor,medicus
574,Lehrer::N,profesor,magister
575,Lehrer::N,învățător,magister
576,Geld::N,bani,aes
577,Geld::N,bani,pecunia
578,Geld::N,parale,aes
579,Geld::N,parale,pecunia
580,Geschäft::N,treabă,negotium
581,Geschäft::N,afacere,negotium
582,Laden::N,magazin,taberna
583,Laden::N,prăvălie,taberna
584,Preis::N,preț,pretium
585,Ware::N,marfă,merx
586,Nutzen::N,folos,utilitas
587,Nutzen::N,profit,utilitas
588,Reichtum::N,avuție,opes
589,Reichtum::N,avuție,divitiae
590,Reichtum::N,bogăție,opes
591,Reichtum::N,bogăție,divitiae
592,Welt::N,lume,mundus
593,Land::N,țară,terra
594,Staat::N,stat,res publica
595,König::N,rege,rex
596,Macht::N,putere,potestas
597,Macht::N,putință,potestas
598,Grenze::N,hotar,limes
599,Grenze::N,graniță,limes
600,Grenze::N,frontieră,limes
601,Krieg::N,război,bellum
602,Feind::N,dușman,inimicus
603,Gewalt::N,violență,vis
604,Kampf::N,luptă,pugna
605,Bogen[Waffe]::N,arc,arcus
606,Pfeil::N,săgeată,sagitta
607,Gewehr::N,armă,sclopetum
608,Gewehr::N,pușcă,sclopetum
609,Fehler::N,eroare,error
610,Fehler::N,greșeală,error
611,Lüge::N,minciună,mendacium
612,Schaden::N,daună,damnum
613,Schaden::N,daună,detrimentum
614,Schaden::N,pagubă,damnum
615,Schaden::N,pagubă,detrimentum
616,Unglück::N,nenorocire,miseria
617,Unglück::N,nenorocire,calamitas
618,Schuld::N,vină,culpa
619,Alter::N,etate,aetas
620,Alter::N,vârstă,aetas
621,Schluss::N,sfârșit,finis
622,Zeit::N,timp,tempus
623,Zeit::N,vreme,tempus
624,Tag::N,zi,dies
625,Morgen::N,dimineață,mane
626,Mittag::N,prânz,meridies
627,Mittag::N,amiază,meridies
628,Abend::N,seară,vesper
629,Nacht::N,noapte,nox
630,Woche::N,săptămână,septimana
631,Monat::N,lună,mensis
632,Jahr::N,an,annus
633,Frühling::N,primăvară,ver
634,Sommer::N,vară,aestas
635,Herbst::N,toamnă,autumnus
636,Winter::N,iarnă,hiems
637,Januar::N,ianuarie,Ianuarius
638,Februar::N,februarie,Februarius
639,März::N,martie,Martius
640,April::N,aprilie,Aprilis
641,Mai::N,mai,Maius
642,Juni::N,iunie,Iunius
643,Juli::N,iulie,Iulius
644,August::N,august,Augustus
645,September::N,septembrie,September
646,Oktober::N,octombrie,Octobris
647,November::N,noiembrie,Novembris
648,Dezember::N,decembrie,December
649,Montag::N,luni,dies lunae
650,Dienstag::N,marți,dies Martis 
651,Mittwoch::N,miercuri,dies Mercurii
652,Donnerstag::N,joi,dies Iovis
653,Freitag::N,vineri,dies Veneris
654,Samstag::N,sâmbătă,dies Saturni
655,Sonntag::N,duminică,dominicus
656,Sonntag::N,duminică,dies solis
657,groß::A,mare,magnus
658,klein::A,mic,parvus
659,lang::A,lung,longus
660,kurz::A,scurt,brevis
661,breit::A,lat,latus
662,breit::A,larg,latus
663,schmal::A,strâmt,angustus
664,dicht::A,des,densus
665,dick[Gegenstand]::A,gros,crassus
666,dünn::A,subțire,tenuis
667,fein::A,fin,subtilis
668,fein::A,subțire,subtilis
669,fest::A,tare,solidus
670,fest::A,tare,stabilis
671,fest::A,solid,solidus
672,fest::A,solid,stabilis
673,flach::A,șes,planus
674,flach::A,plan,planus
675,glatt::A,lins,levis
676,hart::A,dur,durus
677,weich::A,moale,mollis
678,rund::A,rotund,rotundus
679,rund::A,circular,rotundus
680,spitz::A,ascuțit,acutus
681,scharf::A,tăios,acer
682,scharf::A,ascuțit,acer
683,stumpf::A,tocit,hebes
684,schwer::A,greu,gravis
685,schön::A,frumos,pulcher
686,schön::A,frumos,formosus
687,heiß::A,cald,fervidus
688,heiß::A,fierbinte,fervidus
689,warm::A,cald,calidus
690,warm::A,fierbinte,calidus
691,kalt::A,rece,frigidus
692,kühl::A,rece,frigidus
693,kühl::A,răcoros,frigidus
694,frisch::A,răcoros,recens
695,frisch::A,proaspăt,recens
696,feucht::A,umed,umidus
697,feucht::A,jilav,umidus
698,nass::A,ud,madidus
699,trocken::A,sec,aridus
700,trocken::A,uscat,aridus
701,voll::A,plin,plenus
702,leer::A,gol,vacuus
703,offen::A,deschis,apertus
704,geschlossen::A,închis,clausus
705,sauber::A,curat,lautus
706,schmutzig::A,murdar,sordidus
707,roh::A,crud,crudus
708,reif::A,copt,maturus
709,lecker::A,gustos,delicatus
710,süß::A,dulce,dulcis
711,bitter::A,amar,amarus
712,bitter::A,amar,acerbus
713,sauer::A,acru,acidus
714,hell::A,clar,clarus
715,hell::A,luminos,clarus
716,dunkel::A,obscur,obscurus
717,dunkel::A,întunecos,obscurus
718,schwarz::A,negru,niger
719,weiß::A,alb,albus
720,rot::A,roșu,ruber
721,gelb::A,galben,flavus
722,blau::A,albastru,caeruleus
723,grün::A,verde,viridis
724,grau::A,gri,canus
725,grau::A,cenușiu,canus
726,bunt::A,colorat,varius
727,billig::A,ieftin,vilis
728,teuer::A,scump,carus
729,wertvoll::A,prețios,pretiosus
730,blind::A,orb,caecus
731,taub::A,surd,surdus
732,kräftig::A,tare,robustus
733,kräftig::A,forte,robustus
734,kräftig::A,robust,robustus
735,stark::A,viguros,firmus
736,stark::A,viguros,validus
737,stark::A,puternic,firmus
738,stark::A,puternic,validus
739,schwach::A,slab,debilis
740,schwach::A,slab,infirmus
741,schwach::A,debil,debilis
742,schwach::A,debil,infirmus
743,fett::A,gras,crassus
744,schlank::A,zvelt,procerus
745,hübsch::A,drăguț,pulcher
746,böse::A,rău,improbus
747,böse::A,răutăcios,improbus
748,dumm::A,nerod,stultus
749,dumm::A,nerod,stupidus
750,dumm::A,tâmpit,stultus
751,dumm::A,tâmpit,stupidus
752,faul::A,leneș,piger
753,fleißig::A,harnic,sedulus
754,fleißig::A,sârguincios,sedulus
755,geizig::A,calic,avarus
756,geizig::A,zgârcit,avarus
757,klug::A,isteț,prudens
758,klug::A,deștept,prudens
759,geschickt::A,dibaci,sollers
760,lieb::A,drag,carus
761,lieb::A,iubit,carus
762,lustig::A,vesel,iocosus
763,sanft::A,blând,clemens
764,sanft::A,blajin,clemens
765,hungrig::A,flămând,impastus
766,krank::A,bolnav,aeger
767,nackt::A,gol,nudus
768,traurig::A,trist,maestus
769,traurig::A,mâhnit,maestus
770,lebendig::A,viu,vivus
771,gut::A,bun,bonus
772,schlecht::A,rău,malus
773,schlecht::A,prost,malus
774,richtig::A,drept,rectus
775,richtig::A,corect,rectus
776,schlimm::A,rău,malus
777,wahr::A,adevărat,verus
778,alt::A,uzat,antiquus
779,alt::A,vechi,antiquus
780,neu::A,nou,novus
781,ehemalig::A,fost,pristinus
782,ehemalig::A,anterior,pristinus
783,alt[Lebewesen]::A,bătrîn,vetus
784,jung::A,tânăr,iuvenis
785,arm::A,sărac,pauper
786,arm::A,sărman,pauper
787,reich::A,avut,dives
788,reich::A,bogat,dives
789,bekannt::A,cunoscut,notus
790,berühmt::A,renumit,celeber
791,berühmt::A,renumit,illustris
792,fremd::A,străin,peregrinus
793,verschieden::A,diferit,varius
794,verschieden::A,deosebit,varius
795,nah::A,apropiat,propinquus
796,fern::A,departe,longinquus
797,linker::A,stâng,sinister
798,rechter::A,drept,dexter
799,anderer::A,alt,alius
800,erster::A,prim,primus
801,zweiter::A,al doilea,secundus
802,dritter::A,treilea,tertius
803,letzter::A,final,ultimus
804,allein::ADV,singur,solum
805,auf einmal::ADV,dintrodată,simul
806,zusammen::ADV,împreună,una
807,lange::ADV,îndelung,diu
808,lange::ADV,mult timp,diu
809,plötzlich::ADV,deodată,subito
810,plötzlich::ADV,deodată,repente
811,plötzlich::ADV,pe neașteptate,subito
812,plötzlich::ADV,pe neașteptate,repente
813,sofort::ADV,imediat,statim
814,sofort::ADV,numaidecît,statim
815,später::ADV,mai apoi,postea
816,später::ADV,mai târziu,postea
817,jetzt::ADV,acum,nunc
818,heute::ADV,azi,hodie
819,heute::ADV,astăzi,hodie
820,morgen::ADV,mâine,cras
821,bald::ADV,curând,mox
822,dann::ADV,apoi,deinde
823,gestern::ADV,ieri,heri
824,einst::ADV,odată,olim
825,einst::ADV,odinioară,olim
826,damals::ADV,atunci,tum
827,damals::ADV,pe atunci,tum
828,danach::ADV,după aceasta,postea
829,vorher::ADV,mai întâi,antea
830,vorher::ADV,în prealabil,antea
831,zuerst::ADV,întâi,primo
832,zuerst::ADV,în primul rând,primo
833,einmal::ADV,odată,semel
834,manchmal::ADV,uneori,interdum
835,manchmal::ADV,câteodată,interdum
836,oft::ADV,des,saepe
837,oft::ADV,deseori,saepe
838,immer::ADV,mereu,semper
839,immer::ADV,întotdeauna,semper
840,niemals::ADV,niciodată,numquam
841,hier::ADV,aci,hic
842,hier::ADV,aici,hic
