,Concept_ID,ta,lv
188,Raureif::N,உறைபனி வெண்திரை,sarma
189,Regenbogen::N,வானவில்,ӧшкамӧшка
190,Regenbogen::N,வானவில்,varavīksne
191,Donner::N,இடி,гым
192,Donner::N,இடி,pērkons
193,Strömung::N,நீரோட்டம்,ва ныр
194,Strömung::N,நீரோட்டம்,визувтӧм
195,Strömung::N,நீரோட்டம்,straume
196,Strömung::N,நீரோட்டம்,strāvojums
197,Tropfen::N,துளி,войт
198,Tropfen::N,துளி,lāse
199,Schaum::N,நுரை,быг
200,Schaum::N,நுரை,быгзьӧм
201,Schaum::N,நுரை,putas
202,Schmutz::N,அழுக்கு,няйт
203,Schmutz::N,அழுக்கு,dubļi
204,See::N,ஏரி,ты
205,See::N,ஏரி,ezers
206,Sumpf::N,சதுப்பு நிலம்,гыбад
207,Sumpf::N,சதுப்பு நிலம்,кад
208,Sumpf::N,சதுப்பு நிலம்,dumbrājs
209,Sumpf::N,சதுப்பு நிலம்,staignājs
210,Moor::N,முட்புதற்காடு,нюр
211,Moor::N,முட்புதற்காடு,purvs
212,Moor::N,முட்புதற்காடு,muklājs
213,Wiese::N,பசும் புல்தரை,видз
214,Wiese::N,பசும் புல்தரை,pļava
215,Wald::N,காடு,вӧр
216,Wald::N,காடு,mežs
217,Hügel::N,குன்று,дзиб
218,Hügel::N,குன்று,мыльк
219,Hügel::N,குன்று,нӧрыс
220,Hügel::N,குன்று,paugurs
221,Anhöhe::N,பதுக்கை,мыльк
222,Anhöhe::N,பதுக்கை,нӧрыс
223,Anhöhe::N,பதுக்கை,paugurs
224,Berg::N,மலை,чой
225,Berg::N,மலை,керӧс
226,Berg::N,மலை,kalns
227,Gipfel::N,உச்சி மாநாடு,чук
228,Gipfel::N,உச்சி மாநாடு,virsotne
229,Höhle::N,குகை,рудӧг
230,Höhle::N,குகை,ala
231,Abhang::N,சரிவு,ньывк
232,Abhang::N,சரிவு,бокша
233,Abhang::N,சரிவு,nogāze
234,Quelle::N,மூலம்,ӧшмӧс
235,Quelle::N,மூலம்,avots
236,Bach::N,ஓடை,шор
237,Bach::N,ஓடை,urga
238,Bach::N,ஓடை,strauts
239,Fluss::N,ஆறு,ю
240,Fluss::N,ஆறு,upe
241,Ufer::N,நீர்க்கரை,вадор
242,Ufer::N,நீர்க்கரை,krasts
243,Küste::N,கடற்கரை,вадор
244,Küste::N,கடற்கரை,piekraste
245,Festland::N,நிலம்,му
246,Festland::N,நிலம்,sauszeme
247,Meer::N,கடல்,саридз
248,Meer::N,கடல்,jūra
249,Bucht::N,சிறுகுடா,куръя
250,Bucht::N,சிறுகுடா,līcis
251,Insel::N,தீவு,ді
252,Insel::N,தீவு,sala
253,Blume::N,பூ,дзоридз
254,Blume::N,பூ,puķe
255,Blume::N,பூ,zieds
256,Gras::N,புல்தரை,турун
257,Gras::N,புல்தரை,zāle
258,Wurzel::N,வேர்,вуж
259,Wurzel::N,வேர்,sakne
260,Baum::N,மரம்,пу
261,Baum::N,மரம்,koks
262,Stamm::N,அடிமரம்,пучер
263,Stamm::N,அடிமரம்,stumbrs
264,Rinde::N,பட்டை,кырсь
265,Rinde::N,பட்டை,miza
266,Rinde::N,மரப்பட்டை,кырсь
267,Rinde::N,மரப்பட்டை,miza
268,Ast::N,கினை,ув
269,Ast::N,கினை,zars
270,Zweig::N,குச்சி,вож
271,Zweig::N,குச்சி,nozare
272,Blatt::N,இலை,кор
273,Blatt::N,இலை,lapa
274,Birke::N,பிர்ச் மரம்,кыдз
275,Birke::N,பிர்ச் மரம்,bērzs
276,Kiefer[Baum]::N,தேவதாரு மரம்,пожӧм
277,Kiefer[Baum]::N,தேவதாரு மரம்,priede
278,Weide[Baum]::N,மர வகைகளுள் ஒன்று,бадь
279,Weide[Baum]::N,மர வகைகளுள் ஒன்று,kārkls
280,Tanne::N,சாதிக்கய்,коз
281,Tanne::N,சாதிக்கய்,egle
282,Horn::N,கொம்பு,сюр
283,Horn::N,கொம்பு,rags
284,Feder::N,இறகு,гӧн
285,Feder::N,இறகு,тывборд
286,Feder::N,இறகு,spalva
287,Fell::N,மென்முடி,ку
288,Fell::N,மென்முடி,āda
289,Flügel::N,இறக்கை,борд
290,Flügel::N,இறக்கை,spārns
291,Klaue::N,நகம்,гыж
292,Klaue::N,நகம்,nags
293,Kralle::N,நகம்,гыж
294,Kralle::N,நகம்,nags
295,Schwanz::N,வால்,бӧж
296,Schwanz::N,வால்,ļipa
297,Ei::N,முட்டை,кольк
298,Ei::N,முட்டை,ola
299,Nest::N,கூடு,поз
300,Nest::N,கூடு,ligzda
301,Bau::N,குகை,горс
302,Bau::N,குகை,пырмӧс
303,Bau::N,குகை,гу
304,Bau::N,குகை,ala
305,Tier::N,விலங்கு,пемӧс
306,Tier::N,விலங்கு,dzīvnieks
307,Herde::N,கூட்டம்,стада
308,Herde::N,கூட்டம்,кельӧб
309,Herde::N,கூட்டம்,ganāmpulks
310,Kuh::N,பசு,мӧс
311,Kuh::N,பசு,govs
312,Bulle::N,காளை,ӧш
313,Bulle::N,காளை,bullis
314,Pferd::N,குதிரை,вӧв
315,Pferd::N,குதிரை,zirgs
316,Schaf::N,செம்மறிஆடு,ыж
317,Schaf::N,செம்மறிஆடு,aita
318,Schwein::N,பன்றி,порсь
319,Schwein::N,பன்றி,cūka
320,Hund::N,நாய்,пон
321,Hund::N,நாய்,suns
322,Katze::N,பூனை,кань
323,Katze::N,பூனை,kaķis
324,Bär::N,கரடி,ош
325,Bär::N,கரடி,lācis
326,Eichhörnchen::N,அணில்,ур
327,Eichhörnchen::N,அணில்,vāvere
328,Elch::N,கடம்பை,йӧра
329,Elch::N,கடம்பை,alnis
330,Fuchs::N,நரி,руч
331,Fuchs::N,நரி,lapsa
332,Hase::N,முயல்,кӧч
333,Hase::N,முயல்,zaķis
334,Maus::N,எலி,шыр
335,Maus::N,எலி,pele
336,Wolf::N,ஓநாய்,кӧин
337,Wolf::N,ஓநாய்,vilks
338,Vogel::N,பறவை,кай
339,Vogel::N,பறவை,лэбач
340,Vogel::N,பறவை,putns
341,Schwarm::N,தொகுதி,чукӧр
342,Schwarm::N,தொகுதி,spiets
343,Huhn::N,கோழிக்குஞசு,курӧг
344,Huhn::N,கோழிக்குஞசு,vista
345,Hahn::N,சேவல்,петук
346,Hahn::N,சேவல்,gailis
347,Gans::N,பெண் வாத்து,дзодзӧг
348,Gans::N,பெண் வாத்து,zoss
349,Adler::N,பருநது,кутш
350,Adler::N,பருநது,ērglis
351,Ente::N,வாத்து,утка
352,Ente::N,வாத்து,pīle
353,Eule::N,ஆந்தை,сюзь
354,Eule::N,ஆந்தை,pūce
355,Kranich::N,நாரை,тури
356,Kranich::N,நாரை,dzērve
357,Krähe::N,காகம்,рака
358,Krähe::N,காகம்,vārna
359,Kuckuck::N,குயில்,кӧк
360,Kuckuck::N,குயில்,dzeguze
361,Schwan::N,அன்னம்,юсь
362,Schwan::N,அன்னம்,gulbis
363,Fisch::N,மீன்,чери
364,Fisch::N,மீன்,zivs
365,Barsch::N,பேர்ச்,ёкыш
366,Barsch::N,பேர்ச்,asaris
367,Hecht::N,கோலாச்சி மீன்,сир
368,Hecht::N,கோலாச்சி மீன்,līdaka
369,Schlange[Tier]::N,பாம்பு,кый
370,Schlange[Tier]::N,பாம்பு,čūska
371,Wurm::N,புழு,номыр
372,Wurm::N,புழு,tārps
373,Spinne::N,சிலந்தி,черань
374,Spinne::N,சிலந்தி,zirneklis
375,Ameise::N,எறும்பு,кодзувкот
376,Ameise::N,எறும்பு,skudra
377,Laus::N,பேன்,той
378,Laus::N,பேன்,uts
379,Mücke::N,கொசுவினப்பூச்சி,ном
380,Mücke::N,கொசுவினப்பூச்சி,ods
381,Fliege::N,ஈ,гут
382,Fliege::N,ஈ,muša
383,Schmetterling::N,வண்ணத்துப்பூச்சி,бобув
384,Schmetterling::N,வண்ணத்துப்பூச்சி,tauriņš
385,Beere::N,சதைப்பழம்,тусь
386,Beere::N,சதைப்பழம்,вотӧс
387,Beere::N,சதைப்பழம்,oga
388,Apfel::N,ஆப்பிள பழம்,яблӧг
389,Apfel::N,ஆப்பிள பழம்,ābols
390,Pilz::N,காளான்,тшак
391,Pilz::N,காளான்,sēne
392,Zwiebel::N,வெங்காயம்,луккок
393,Zwiebel::N,வெங்காயம்,йӧнгыль
394,Zwiebel::N,வெங்காயம்,sīpols
395,Saat::N,விதை,тусь
396,Saat::N,விதை,кӧйдыс
397,Saat::N,விதை,sēkla
398,Korn::N,தானியம்,тусь
399,Korn::N,தானியம்,grauds
400,Heu::N,வைக்கோல்,турун
401,Heu::N,வைக்கோல்,siens
402,Schale::N,தோல்,кор
403,Schale::N,தோல்,čaula
404,Schale::N,தோல்,čaumala
405,Grube::N,குழி,гу
406,Grube::N,குழி,bedre
407,Falle::N,பொறி,лэч
408,Falle::N,பொறி,slazds
409,Falle::N,பொறி,lamatas
410,Schlinge::N,கண்ணி,лэч
411,Schlinge::N,கண்ணி,cilpa
412,Spur::N,சுவடு,туй
413,Spur::N,சுவடு,pēda
414,Asche::N,சாம்பல்,пӧм
415,Asche::N,சாம்பல்,pelni
416,Dreck::N,அழுக்கு,няйт
417,Dreck::N,அழுக்கு,dubļi
418,Eisen::N,இரும்பு,кӧрт
419,Eisen::N,இரும்பு,dzelzs
420,Gold::N,தங்கம்,зарни
421,Gold::N,தங்கம்,zelts
422,Silber::N,வெள்ளி,эзысь
423,Silber::N,வெள்ளி,sudrabs
424,Kohle::N,நிலக்கரி,шом
425,Kohle::N,நிலக்கரி,ogle
426,Glas::N,கண்ணாடி,стеклӧ
427,Glas::N,கண்ணாடி,stikls
428,Lehm::N,களிமண்,сёй
429,Lehm::N,களிமண்,māls
430,Sand::N,மணல்,лыа
431,Sand::N,மணல்,smiltis
432,Mensch::N,மனிதர்கள்,морт
433,Mensch::N,மனிதர்கள்,cilvēks
434,Mann::N,மனிதன்,аймӧрт
435,Mann::N,மனிதன்,мужичӧй
436,Mann::N,மனிதன்,vīrietis
437,Frau::N,பெண்,ань
438,Frau::N,பெண்,нывбаба
439,Frau::N,பெண்,sieviete
440,Kind::N,குழந்தை,кага
441,Kind::N,குழந்தை,bērns
442,Junge::N,பையன்,пи
443,Junge::N,பையன்,zēns
444,Junge::N,பையன்,puika
445,Junge::N,பையன்,puisis
446,Mädchen::N,சிறுமி,ныв
447,Mädchen::N,சிறுமி,meiča
448,Mädchen::N,சிறுமி,skuķis
449,Mädchen::N,சிறுமி,meitene
450,Familie::N,குடும்பம்,семья
451,Familie::N,குடும்பம்,ģimene
452,Großvater::N,தாத்தா,пӧль
453,Großvater::N,தாத்தா,vecaistēvs
454,Großmutter::N,பாட்டி,баб
455,Großmutter::N,பாட்டி,vecāmāte
456,Eltern::N,பெற்றோர்,ай-мам
457,Eltern::N,பெற்றோர்,бать-мам
458,Eltern::N,பெற்றோர்,vecāki
459,Vater::N,தந்தை,бать
460,Vater::N,தந்தை,ай
461,Vater::N,தந்தை,tēvs
462,Mutter::N,தாய்,мам
463,Mutter::N,தாய்,māte
464,Sohn::N,மகன்,пи
465,Sohn::N,மகன்,dēls
466,Tochter::N,மகள்,ныв
467,Tochter::N,மகள்,meita
468,Bruder::N,சகோதரன்,вок
469,Bruder::N,சகோதரன்,brālis
470,Schwester::N,அக்கா,чой
471,Schwester::N,அக்கா,māsa
472,Onkel::N,தாய் மாமன்,дядь
473,Onkel::N,தாய் மாமன்,tēvocis
474,Tante::N,அத்தை,тьӧт
475,Tante::N,அத்தை,tante
476,Ehemann::N,கணவன்,верӧс
477,Ehemann::N,கணவன்,vīrs
478,Ehefrau::N,மனைவி,гӧтыр
479,Ehefrau::N,மனைவி,sieva
480,Freude::N,கொண்டாட்டம்,радлун
481,Freude::N,கொண்டாட்டம்,prieks
482,Gelächter::N,சிரிப்பு,серам
483,Gelächter::N,சிரிப்பு,smiekli
484,Glück::N,மகிழ்ச்சி,шуд
485,Glück::N,மகிழ்ச்சி,laime
486,Kummer::N,துயரம்,шог
487,Kummer::N,துயரம்,bēdas
488,Kummer::N,துயரம்,raizes
489,Wunsch::N,விருப்பம்,кӧсйӧм
490,Wunsch::N,விருப்பம்,vēlme
491,Wunsch::N,விருப்பம்,vēlējums
492,Lust::N,விருப்பம்,кыскӧм
493,Lust::N,விருப்பம்,радейтӧм
494,Lust::N,விருப்பம்,kāre
495,Geist::N,ஆன்மா,лов
496,Geist::N,ஆன்மா,gars
497,Gedanke::N,எண்ணம்,мӧвп
498,Gedanke::N,எண்ணம்,doma
499,Gedächtnis::N,ஞாபகம்,паметь
500,Gedächtnis::N,ஞாபகம்,atmiņa
501,Verstand::N,மனம்,вежӧр
502,Verstand::N,மனம்,prāts
503,Sinn::N,அர்த்தம்,мог
504,Sinn::N,அர்த்தம்,вежӧртас
505,Sinn::N,அர்த்தம்,nozīme
506,Grund::N,காரணம்,помка
507,Grund::N,காரணம்,pamats
508,Grund::N,காரணம்,iemesls
509,Wahrheit::N,உண்நை,збыль
510,Wahrheit::N,உண்நை,збыльтор
511,Wahrheit::N,உண்நை,taisnība
512,Wahrheit::N,உண்நை,patiesība
513,Gespräch::N,பெசு,сёрни
514,Gespräch::N,பெசு,saruna
515,Märchen::N,நம்பத்தகாத கதை,мойд
516,Märchen::N,நம்பத்தகாத கதை,pasaka
517,Erzählung::N,கதை,висьт
518,Erzählung::N,கதை,stāsts
519,Erzählung::N,கதை,nostāsts
520,Nachricht::N,செய்தி,юӧртӧм
521,Nachricht::N,செய்தி,ziņa
522,Neuigkeit::N,செய்தி,выльтор
523,Neuigkeit::N,செய்தி,jaunums
524,Name::N,பெயர்,ним
525,Name::N,பெயர்,vārds
526,Rätsel::N,புதிர்,нӧдкыв
527,Rätsel::N,புதிர்,mīkla
528,Rede::N,பேச்சு,сёрни
529,Rede::N,பேச்சு,runa
530,Sprache::N,மொழி,кыв
531,Sprache::N,மொழி,valoda
532,Stimme::N,குரல்,гӧлӧс
533,Stimme::N,குரல்,вом шы
534,Stimme::N,குரல்,balss
535,Wort::N,வார்த்தை,кыв
536,Wort::N,வார்த்தை,vārds
537,Zeichen::N,குறி,пас
538,Zeichen::N,குறி,zīme
539,Ruf::N,அழைப்பு,чукӧстчӧм
540,Ruf::N,அழைப்பு,корӧм
541,Ruf::N,அழைப்பு,sauciens
542,Lärm::N,சத்தம்,шы
543,Lärm::N,சத்தம்,зык
544,Lärm::N,சத்தம்,зычитӧм
545,Lärm::N,சத்தம்,troksnis
546,Laut::N,ஒலி,шы
547,Laut::N,ஒலி,skaņa
548,Ton::N,குரல்,шы
549,Ton::N,குரல்,tonis
550,Lied::N,பாட்டு,сьылан
551,Lied::N,பாட்டு,сьыланкыв
552,Lied::N,பாட்டு,dziesma
553,Ruhe::N,அமைதி,чӧв
554,Ruhe::N,அமைதி,miers
555,Leute::N,மக்கள்,йӧз
556,Leute::N,மக்கள்,войтыр
557,Leute::N,மக்கள்,ļaudis
558,Leute::N,மக்கள்,cilvēki
559,Volk::N,மக்கள்,йӧз
560,Volk::N,மக்கள்,войтыр
561,Volk::N,மக்கள்,tauta
562,Arbeit::N,வேலை,удж
563,Arbeit::N,வேலை,darbs
564,Gast::N,விருந்தாளி,гӧсть
565,Gast::N,விருந்தாளி,viešņa
566,Gast::N,விருந்தாளி,ciemiņš
567,Geschenk::N,பரிசுப் பொருள்,козин
568,Geschenk::N,பரிசுப் பொருள்,dāvana
569,Spiel::N,விளையாட்டு,ворсан
570,Spiel::N,விளையாட்டு,rotaļa
571,Gesellschaft::N,சமுதாயம்,котыр
572,Gesellschaft::N,சமுதாயம்,biedrība
573,Gesellschaft::N,சமுதாயம்,kompānija
574,Hilfe::N,உதவி,отсӧг
575,Hilfe::N,உதவி,palīdzība
576,Freund::N,நண்பன்,ёрт
577,Freund::N,நண்பன்,draugs
578,Kamerad::N,உடனிருப்பவன்,ёрт
579,Kamerad::N,உடனிருப்பவன்,biedrs
580,Angelegenheit::N,செய்தி,мог
581,Angelegenheit::N,செய்தி,делӧ
582,Angelegenheit::N,செய்தி,darīšana
583,Anzahl::N,எண்ணிக்கை,лыд
584,Anzahl::N,எண்ணிக்கை,тшӧт
585,Anzahl::N,எண்ணிக்கை,skaits
586,Anzahl::N,எண்ணிக்கை,daudzums
587,Art::N,வகை,сикас
588,Art::N,வகை,suga
589,Art::N,வகை,šķira
590,Stück::N,துண்டம்,тор
591,Stück::N,துண்டம்,gabals
592,Teil::N,பகுதி,юкӧн
593,Teil::N,பகுதி,daļa
594,Hälfte::N,பாதி,пӧв
595,Hälfte::N,பாதி,джын
596,Hälfte::N,பாதி,puse
597,Kreis::N,வட்டம்,кытш
598,Kreis::N,வட்டம்,aplis
599,Kreis::N,வட்டம்,riņķis
600,Kreuz::N,சிலுவை,перна
601,Kreuz::N,சிலுவை,крест
602,Kreuz::N,சிலுவை,krusts
603,Linie::N,கோடு,визь
604,Linie::N,கோடு,līnija
605,Strich::N,வாத நோய்,визь
606,Strich::N,வாத நோய்,svītra
607,Abstand::N,இடைவெளி,кост
608,Abstand::N,இடைவெளி,коласт
609,Abstand::N,இடைவெளி,atstarpe
610,Entfernung::N,தூரம்,ылна
611,Entfernung::N,தூரம்,attālums
612,Entfernung::N,தூரம்,atstatums
613,Gegend::N,வட்டாரம்,му-ва
614,Gegend::N,வட்டாரம்,apvidus
615,Gegend::N,வட்டாரம்,apgabals
616,Platz::N,வெற்றிடம்,ылдӧс
617,Platz::N,வெற்றிடம்,йир
618,Platz::N,வெற்றிடம்,гӧгӧртас
619,Platz::N,வெற்றிடம்,vieta
620,Ort::N,இடம்,ин
621,Ort::N,இடம்,места
622,Ort::N,இடம்,vieta
623,Seite::N,பக்கம்,бок
624,Seite::N,பக்கம்,ӧтарладор
625,Seite::N,பக்கம்,sāns
626,Mitte::N,இடைப்பகுதி,шӧр
627,Mitte::N,இடைப்பகுதி,vidus
628,Gegenstand::N,உருப்படி,кӧлуй
629,Gegenstand::N,உருப்படி,priekšmets
630,Sache::N,பொருள்,добра
631,Sache::N,பொருள்,lieta
632,Rand::N,தொங்கு,дор
633,Rand::N,தொங்கு,mala
634,Rand::N,தொங்கு,apmale
635,Kante::N,விளிம்பு,дор
636,Kante::N,விளிம்பு,šķautne
637,Ecke::N,மூலை,пельӧс
638,Ecke::N,மூலை,kakts
639,Ecke::N,மூலை,stūris
640,Spitze::N,முனை,йыв
641,Spitze::N,முனை,smaile
642,Spitze::N,முனை,galotne
643,Ende::N,முடிவு,пом
644,Ende::N,முடிவு,gals
645,Ende::N,முடிவு,uzgalis
646,Loch::N,துளை,розь
647,Loch::N,துளை,caurums
648,Winkel::N,கோணம்,пельӧс
649,Winkel::N,கோணம்,leņķis
650,Muster::N,பாங்கு,сер
651,Muster::N,பாங்கு,piemērs
652,Größe::N,அளவு,ыджда
653,Größe::N,அளவு,lielums
654,Länge::N,நீளம்,кузьта
655,Länge::N,நீளம்,garums
656,Höhe::N,உயரம்,джуджда
657,Höhe::N,உயரம்,augstums
658,Gewicht::N,எடை,сьӧкта
659,Gewicht::N,எடை,сьӧкталун
660,Gewicht::N,எடை,svars
661,Gewicht::N,எடை,smagums
662,Menge::N,தொகை,лун
663,Menge::N,தொகை,числӧ
664,Menge::N,தொகை,masa
665,Menge::N,தொகை,daudzums
666,Haufen::N,குவியல்,чукӧр
667,Haufen::N,குவியல்,čupa
668,Haufen::N,குவியல்,grēda
669,Haufen::N,குவியல்,kaudze
670,Reihe::N,வரிசை,рад
671,Reihe::N,வரிசை,rinda
672,Reihe::N,வரிசை,virkne
673,Boot::N,படகு,пыж
674,Boot::N,படகு,laiva
675,Ruder::N,துடுப்பு,пелыс
676,Ruder::N,துடுப்பு,ӧпаснӧй
677,Ruder::N,துடுப்பு,airis
678,Ruder::N,துடுப்பு,irklis
679,Schlitten::N,சகடையிலா வண்டி,дадь
680,Schlitten::N,சகடையிலா வண்டி,ragavas
681,Ski::N,பனிச் சறுக்கல்,лызь
682,Ski::N,பனிச் சறுக்கல்,slēpe
683,Lagerfeuer::N,மூட்டம்,бипур
684,Lagerfeuer::N,மூட்டம்,ugunskurs
685,Last::N,பாரம்,сьӧкыдтор
686,Last::N,பாரம்,krava
687,Gang::N,நடை,мунӧм
688,Gang::N,நடை,ветлӧм
689,Gang::N,நடை,eja
690,Gang::N,நடை,gājums
