,Concept_ID,fa,el
269,Tochter::N,دختر,κόρη
270,Bruder::N,برادر,αδελφός
271,Schwester::N,خواهر,αδελφή
272,Onkel::N,عمو,θείος
273,Onkel::N,دایی,θείος
274,Tante::N,عمه,θεία
275,Tante::N,خاله,θεία
276,Ehemann::N,همسر,σύζυγος
277,Ehefrau::N,همسر,σύζυγος
278,Freude::N,شادی,χαρά
279,Gelächter::N,خنده,γέλια
280,Gelächter::N,قاه‌قاه,γέλια
281,Glück::N,اقبال,ευτυχία
282,Kummer::N,غم,έγνοια
283,Kummer::N,غصه,έγνοια
284,Wunsch::N,آرزو,επιθυμία
285,Lust::N,هوس,όρεξη
286,Geist::N,روح,πνέυμα
287,Gedanke::N,فکر,σκέψη
288,Gedächtnis::N,حافظه,μνήμη
289,Verstand::N,هوش,νους
290,Sinn::N,معنا,νόημα
291,Sinn::N,مفهوم,νόημα
292,Grund::N,سبب,λόγος
293,Grund::N,دلیل,λόγος
294,Wahrheit::N,حقیقت,αλήθεια
295,Gespräch::N,صحبت,συνομιλία
296,Gespräch::N,گفتگو,συνομιλία
297,Märchen::N,قصه,παραμύθι
298,Märchen::N,افسانه,παραμύθι
299,Erzählung::N,داستان,διήγημα
300,Nachricht::N,خبر,είδηση
301,Neuigkeit::N,خبر تازه,νέο
302,Name::N,اسم,όνομα
303,Rätsel::N,معما,αίνιγμα
304,Rede::N,سخن,λόγος
305,Rede::N,سخن,ομιλία
306,Sprache::N,زبان,γλώσσα
307,Stimme::N,صدا,φωνή
308,Wort::N,کلمه,λέξη
309,Zeichen::N,نشان,σημείο
310,Zeichen::N,علامت,σημείο
311,Ruf::N,صدا,κραυγή
312,Lärm::N,هیاهو,θόρυβος
313,Laut::N,صدا,ήχος
314,Ton::N,آهنگ,ήχος
315,Ton::N,آهنگ,τόνος
316,Lied::N,آواز,τραγούδι
317,Lied::N,ترانه,τραγούδι
318,Ruhe::N,آرامش,ησυχία
319,Leute::N,مردم,κόσμος
320,Leute::N,مردم,άνθρωποι
321,Volk::N,خلق,λαός
322,Arbeit::N,کار,εργασία
323,Gast::N,مهمان,επισκέπτης
324,Geschenk::N,هدیه,δώρο
325,Spiel::N,بازی,παιχνίδι
326,Gesellschaft::N,جمعیت,κοινωνία
327,Hilfe::N,کمک,βοήθεια
328,Freund::N,دوست,φίλος
329,Kamerad::N,رفیق,σύντροφος
330,Angelegenheit::N,امر,υπόθεση
331,Angelegenheit::N,قضیه,υπόθεση
332,Anzahl::N,عده,αριθμός
333,Anzahl::N,شمار,αριθμός
334,Art::N,نوع,είδος
335,Stück::N,تکه,κομμάτι
336,Stück::N,قطعه,κομμάτι
337,Teil::N,بخش,μέρος
338,Teil::N,قسمت,μέρος
339,Hälfte::N,نیم,μισό
340,Kreis::N,حلقه,κύκλος
341,Kreis::N,دایره,κύκλος
342,Kreuz::N,صلیب,σταυρός
343,Linie::N,خط,γραμμή
344,Linie::N,سطر,γραμμή
345,Strich::N,خط,γραμμή
346,Abstand::N,فاصله,απόσταση
347,Entfernung::N,مسافت,απόσταση
348,Gegend::N,منطقه,περιοχή
349,Gegend::N,منطقه,τοποθεσία
350,Platz::N,گنجایش,χώρος
351,Ort::N,جا,τόπος
352,Ort::N,محل,τόπος
353,Ort::N,مکان,τόπος
354,Seite::N,طرف,πλευρά
355,Mitte::N,وسط,μέση
356,Mitte::N,میان,μέση
357,Gegenstand::N,چیز,αντικείμενο
358,Sache::N,چیز,πράγμα
359,Rand::N,کنار,άκρη
360,Rand::N,کنار,χείλος
361,Rand::N,حاشیه,άκρη
362,Rand::N,حاشیه,χείλος
363,Kante::N,لبه,άκρη
364,Ecke::N,گوشه,γωνιά
365,Spitze::N,سر,μύτη
366,Spitze::N,نوک,μύτη
367,Ende::N,ته,άκρη
368,Ende::N,آخر,άκρη
369,Loch::N,سوراخ,τρύπα
370,Winkel::N,کنج,γωνία
371,Muster::N,نقش,σχέδιο
372,Größe::N,قد,μέγεθος
373,Größe::N,بزرگی,μέγεθος
374,Länge::N,طول,μήκος
375,Höhe::N,بلندی,ύψος
376,Gewicht::N,وزن,βάρος
377,Menge::N,مقدار,ποσότητα
378,Menge::N,اندازه,ποσότητα
379,Haufen::N,توده,σωρός
380,Reihe::N,ردیف,αράδα
381,Boot::N,قایق,βάρκα
382,Ruder::N,پارو,κουπί
383,Schlitten::N,سورتمه,έλκηθρο
384,Ski::N,اسکی,σκι
385,Lagerfeuer::N,آتش,φωτιά
386,Last::N,بار,φορτίο
387,Last::N,سنگینی,φορτίο
388,Gang::N,راه رفتن,δρόμος
389,Schritt::N,قدم,βήμα
390,Norden::N,شمال,βορράς
391,Süden::N,جنوب,νότος
392,Westen::N,غرب,δύση
393,Osten::N,شرق,ανατολή
394,Holz::N,چوب,ξύλο
395,Brett::N,تخته,σανίδι
396,Platte::N,صفحه,πλάκα
397,Stütze::N,تکیه,στήριγμα
398,Stange::N,میله,ραβδί
399,Stange::N,میله,κοντός
400,Stock::N,چوب,ξύλο
401,Stock::N,چوب,μπαστούνι
402,Stab::N,عصا,ραβδί
403,Rohr::N,لوله,σωλήνας
404,Haus::N,منزل,σπίτι
405,Heim::N,خانه,σπίτι
406,Heim::N,کاشانه,σπίτι
407,Ofen::N,بخاری,σόμπα
408,Ofen::N,بخاری,θερμάστρα
409,Fußboden::N,کف اتاق,πάτωμα
410,Tisch::N,میز,τραπέζι
411,Stuhl::N,صندلی,καρέκλα
412,Wiege::N,گهواره,κούνια
413,Bett::N,تختخواب,κρεβάτι
414,Regal::N,قفسه,ράφι
415,Kiste::N,صندوق,κιβώτιο
416,Fenster::N,پنجره,παράθυρο
417,Tür::N,در,πόρτα
418,Tür::N,درب,πόρτα
419,Tor::N,دروازه,πύλη
420,Zaun::N,حصار,φράχτης
421,Dach::N,بام,στέγη
422,Leiter::N,نردبان,σκάλα
423,Leiter::N,نردبان,κλίμακα
424,Besen::N,جارو,σκούπα
425,Spaten::N,بیل,φτυάρι
426,Schaufel::N,بیل,φτυάρι
427,Schaufel::N,پارو,φτυάρι
428,Gabel::N,چنگال,πιρούνι
429,Löffel::N,قاشق,κουτάλι
430,Messer::N,کارد,μαχαίρι
431,Nagel::N,میخ,καρφί
432,Netz::N,تور,δίχτυ
433,Netz::N,شبکه,δίχτυ
434,Haken::N,قلاب,γάντζος
435,Haken::N,قلاب,αγκίστρι
436,Griff::N,دسته,λαβή
437,Schloss::N,قفل,κλειδαριά
438,Bild::N,عکس,εικόνα
439,Bild::N,تصویر,εικόνα
440,Figur::N,تندیس,ανάστημα
441,Puppe::N,عروسک,κούκλα
442,Beutel::N,کیسه,πουγγί
443,Bündel::N,بسته,δεμάτι
444,Tasche::N,کیف,τσάντα
445,Eimer::N,سطل,κουβάς
446,Deckel::N,در,καπάκι
447,Geschirr::N,ظرف,σκεύη
448,Sack::N,گونی,σάκος
449,Tasse::N,فنجان,φλιτζάνι
450,Topf::N,دیگ,χύτρα
451,Topf::N,قابلمه,χύτρα
452,Kessel::N,دیگ,καζάνι
453,Essen::N,خوراک,φαγητό
454,Nahrung::N,غذا,τροφή
455,Speise::N,خوراک,φαγητό
456,Fleisch::N,گوشت,κρέας
457,Getreide::N,غله,σιτάρι
458,Brei::N,فرنی,χυλός
459,Brei::N,حریره,χυλός
460,Brot::N,نان,ψωμί
461,Brot::N,نان,άρτος
462,Scheibe::N,قاچ,φέτα
463,Scheibe::N,لزگه,φέτα
464,Fett::N,چربی,πάχος
465,Butter::N,کره,βούτυρο
466,Öl::N,روغن,λάδι
467,Salz::N,نمک,αλάτι
468,Suppe::N,آش,σούπα
469,Suppe::N,سوپ,σούπα
470,Honig::N,عسل,μέλι
471,Milch::N,شیر,γάλα
472,Tee::N,چای,τσάι
473,Leder::N,چرم,πετσί
474,Wolle::N,پشم,μαλλί
475,Stoff::N,پارچه,ύφασμα
476,Nadel::N,سوزن,βελόνα
477,Faden::N,نخ,κλωστή
478,Knopf::N,دکمه,κουμπί
479,Knoten::N,گره,κόμπος
480,Farbe::N,رنگ,μπογιά
481,Kleidung::N,لباس,ρούχα
482,Kleidung::N,لباس,ενδυμασία
483,Kleidung::N,پوشاک,ρούχα
484,Kleidung::N,پوشاک,ενδυμασία
485,Hemd::N,پیراهن,πουκάμισο
486,Kragen::N,یقه,κολάρο
487,Ärmel::N,آستین,μανίκι
488,Hose::N,شلوار,πανταλόνι
489,Gürtel::N,کمر‌بند,ζώνη
490,Mütze::N,کلاه,σκούφος
491,Schuh::N,کفش,παπούτσι
492,Stiefel::N,چکمه,μπότα
493,Ring::N,حلقه,δαχτυλίδι
494,Ring::N,انگشتر,δαχτυλίδι
495,Band::N,نوار,κορδέλα
496,Band::N,روبان,κορδέλα
497,Kamm::N,شانه,χτένα
498,Spiegel::N,آینه,καθρέφτης
499,Riemen::N,تسمه,λουρί
500,Schnur::N,ریسمان,κορδόνι
501,Leine::N,قلاده,σχοινί
502,Decke::N,پتو,κουβέρτα
503,Kissen::N,بالش,μαξιλάρι
504,Tuch::N,شال,πανί
505,Tuch::N,شال,μαντήλι
506,Handtuch::N,حوله,πετσέτα
507,Kraft::N,نیرو,δύναμη
508,Stärke::N,زور,ισχύς
509,Stärke::N,زور,δύναμη
510,Gesundheit::N,سلامتی,υγεία
511,Gesundheit::N,تندرستی,υγεία
512,Krankheit::N,بیماری,αρρώστια
513,Schmerz::N,درد,πόνος
514,Wunde::N,زخم,πληγή
515,Fieber::N,تب,πυρετός
516,Arznei::N,دارو,φάρμακο
517,Brücke::N,پل,γέφυρα
518,Brunnen::N,چاه,πηγάδι
519,Weide::N,چراگاه,βοσκή
520,Pfad::N,راه,μονοπάτι
521,Weg::N,راه,δρόμος
522,Weg::N,طریق,δρόμος
523,Straße::N,راه,οδός
524,Straße::N,راه,δρόμος
525,Straße::N,جاده,οδός
526,Straße::N,جاده,δρόμος
527,Dorf::N,ده,χωριό
528,Dorf::N,روستا,χωριό
529,Stadt::N,شهر,πόλη
530,Brief::N,نامه,γράμμα
531,Brief::N,نامه,επιστολή
532,Buch::N,کتاب,βιβλίο
533,Buchstabe::N,حرف,γράμμα
534,Zeitung::N,روزنامه,εφημερίδα
535,Leben::N,عمر,ζωή
536,Leben::N,عمر,βίος
537,Leben::N,زندگی,ζωή
538,Leben::N,زندگی,βίος
539,Tod::N,مرگ,θάνατος
540,Grab::N,گور,τάφος
541,Grab::N,مزار,τάφος
542,Kirche::N,کلیسا,εκκλησία
543,Sünde::N,بزه,αμαρτία
544,Sünde::N,گناه,αμαρτία
545,Gott::N,خدا,θεός
546,Arbeiter::N,کارگر,εργάτης
547,Chef::N,رئیس,προϊστάμενος
548,Meister::N,استاد,μάστορας
549,Meister::N,استاد,αρχιτεχνίτης
550,Arzt::N,پزشک,γιατρός
551,Lehrer::N,معلم,δάσκαλος
552,Lehrer::N,آموزگار,δάσκαλος
553,Geld::N,پول,λεφτά
554,Geld::N,پول,χρήματα
555,Geschäft::N,کار,συναλλαγή
556,Geschäft::N,بیزنس,συναλλαγή
557,Laden::N,دکان,μαγαζί
558,Laden::N,دکان,κατάστημα
559,Laden::N,مغازه,μαγαζί
560,Laden::N,مغازه,κατάστημα
561,Preis::N,بها,τιμή
562,Preis::N,قیمت,τιμή
563,Ware::N,جنس,εμπόρευμα
564,Ware::N,کالا,εμπόρευμα
565,Nutzen::N,مزیت,όφελος
566,Nutzen::N,امتیاز,όφελος
567,Reichtum::N,مال,πλούτος
568,Reichtum::N,ثروت,πλούτος
569,Welt::N,دنیا,κόσμος
570,Land::N,کشور,χώρα
571,Land::N,مملکت,χώρα
572,Staat::N,دولت,κράτος
573,Staat::N,دولت,πολιτεία
574,König::N,شاه,βασιλιάς
575,König::N,پادشاه,βασιλιάς
576,Macht::N,قدرت,εξουσία
577,Macht::N,اختیار,εξουσία
578,Grenze::N,مرز,σύνορα
579,Krieg::N,جنگ,πόλεμος
580,Feind::N,دشمن,εχθρός
581,Gewalt::N,زور,βία
582,Gewalt::N,خشونت,βία
583,Kampf::N,نبرد,αγώνας
584,Kampf::N,مبارزه,αγώνας
585,Bogen[Waffe]::N,کمان,τόξο
586,Pfeil::N,تیر,σαΐτα
587,Gewehr::N,تفنگ,τουφέκι
588,Fehler::N,غلط,λάθος
589,Fehler::N,غلط,σφάλμα
590,Fehler::N,اشتباه,λάθος
591,Fehler::N,اشتباه,σφάλμα
592,Lüge::N,دروغ,ψέμα
593,Lüge::N,دروغ,ψεύδος
594,Schaden::N,آسیب,ζημία
595,Schaden::N,خسارت,ζημία
596,Unglück::N,بلا,δυστυχία
597,Schuld::N,گناه,ενοχή
598,Schuld::N,گناه,φταίξιμο
599,Schuld::N,تقصیر,ενοχή
600,Schuld::N,تقصیر,φταίξιμο
601,Alter::N,سن,ηλικία
602,Alter::N,عمر,ηλικία
603,Schluss::N,انتها,τέλος
604,Zeit::N,وقت,χρόνος
605,Zeit::N,زمان,χρόνος
606,Tag::N,روز,μέρα
607,Tag::N,روز,ημέρα
608,Morgen::N,صبح,πρωί
609,Mittag::N,ظهر,μεσημέρι
610,Abend::N,شب,βράδυ
611,Abend::N,عصر,βράδυ
612,Nacht::N,شب,νύχτα
613,Woche::N,هفته,εβδομάδα
614,Monat::N,ماه,μήνας
615,Jahr::N,سال,έτος
616,Jahr::N,سال,χρόνος
617,Frühling::N,بهار,άνοιξη
618,Sommer::N,تابستان,καλοκαίρι
619,Herbst::N,پاییز,φθινόπωρο
620,Winter::N,زمستان,χειμώνας
621,Januar::N,ژانویه,Ιανουάριος
622,Februar::N,فوریه,Φεβρουάριος
623,März::N,مارس,Μάρτιος
624,April::N,آوریل,Απρίλιος
625,Mai::N,مه,Μάιος
626,Juni::N,ژوئن,Ιούνιος
627,Juli::N,ژویه,Ιούλιος
628,August::N,اوت,Αύγουστος
629,September::N,سپتامبر,Σεπτέμβριος
630,Oktober::N,اکتبر,Οκτώβριος
631,November::N,نوامبر,Νοέμβριος
632,Dezember::N,دسامبر,Δεκέμβριος
633,Montag::N,دو‌شنبه,Δευτέρα
634,Dienstag::N,سه‌شنبه,Τρίτη
635,Mittwoch::N,چهار‌شنبه,Τετάρτη
636,Donnerstag::N,پنج شنبه,Πέμπτη
637,Freitag::N,جمعه,Παρασκευή
638,Samstag::N,شنبه,Σάββατο
639,Sonntag::N,یکشنبه,Κυριακή
640,groß::A,بزرگ,μεγάλος
641,klein::A,کوچک,μικρός
642,lang::A,بلند,μακρύς
643,kurz::A,کوتاه,κοντός
644,breit::A,پهن,φαρδύς
645,schmal::A,تنگ,στενός
646,schmal::A,نازک,στενός
647,dicht::A,چگال,πυκνός
648,dicht::A,انبوه,πυκνός
649,dick[Gegenstand]::A,ضخیم,παχύς
650,dick[Gegenstand]::A,ضخیم,χοντρός
651,dünn::A,نازک,ψιλός
652,dünn::A,نازک,λεπτός
653,fein::A,ریز,ψιλός
654,fein::A,باریک,ψιλός
655,fest::A,محکم,στερεός
656,flach::A,صاف,επίπεδος
657,flach::A,مسطح,επίπεδος
658,glatt::A,لیز,λείος
659,glatt::A,لیز,ομαλός
660,hart::A,سفت,σκληρός
661,weich::A,نرم,μαλακός
662,weich::A,ملایم,μαλακός
663,rund::A,گرد,στρογγυλός
664,spitz::A,تیز,μυτερός
665,spitz::A,نوک‌تیز,μυτερός
666,scharf::A,تیز,κοφτερός
667,scharf::A,برنده,κοφτερός
668,stumpf::A,کند,αμβλύς
669,schwer::A,سنگین,βαρύς
670,schön::A,زیبا,ωραίος
671,schön::A,زیبا,όμορφος
672,heiß::A,داغ,ζεστός
673,warm::A,گرم,θερμός
674,kalt::A,سرد,κρύος
675,kalt::A,سرد,ψυχρός
676,kühl::A,خنک,δροσερός
677,frisch::A,تازه,νωπός
678,frisch::A,تازه,φρέσκος
679,feucht::A,مرطوب,υγρός
680,nass::A,تر,βρεγμένος
681,nass::A,خیش,βρεγμένος
682,trocken::A,خشک,ξηρός
683,trocken::A,خشک,στεγνός
684,voll::A,پر,γεμάτος
685,leer::A,خالی,άδειος
686,offen::A,باز,ανοιχτός
687,geschlossen::A,بسته,κλειστός
688,sauber::A,پاک,καθαρός
689,sauber::A,تمیز,καθαρός
690,schmutzig::A,کثیف,βρώμικος
691,schmutzig::A,کثیف,λερωμένος
692,schmutzig::A,آلوده,βρώμικος
693,schmutzig::A,آلوده,λερωμένος
694,roh::A,خام,ωμός
695,reif::A,رسیده,ώριμος
696,lecker::A,لذیذ,νόστιμος
697,lecker::A,خوشمزه,νόστιμος
698,süß::A,شیرین,γλυκός
699,bitter::A,تلخ,πικρός
700,sauer::A,ترش,ξινός
701,hell::A,روشن,φωτεινός
702,dunkel::A,تاریک,σκοτεινός
703,schwarz::A,سیاه,μαύρος
704,schwarz::A,سیاه,μελανός
705,weiß::A,سفید,άσπρος
706,rot::A,سرخ,κόκκινος
707,rot::A,قرمز,κόκκινος
708,gelb::A,زرد,κίτρινος
709,blau::A,آبی,μπλε
710,blau::A,آبی,γαλανός
711,grün::A,سبز,πράσινος
712,grau::A,طوسی,γκρίζος
713,grau::A,خاکستری,γκρίζος
714,bunt::A,رنگارنگ,ποικιλόχρωπος
715,billig::A,ارزان,φτηνός
716,teuer::A,گران,ακριβός
717,wertvoll::A,قیمتی,πολύτιμος
718,wertvoll::A,گرانبها,πολύτιμος
719,blind::A,کور,τυφλός
720,blind::A,نابینا,τυφλός
721,taub::A,کر,κουφός
722,taub::A,ناشنوا,κουφός
723,kräftig::A,قوی,δυνατός
724,stark::A,قوی,γερός
