,Concept_ID,fr,mdf
292,Nachricht::N,message,куля́
293,Neuigkeit::N,nouvelle,куля́
294,Name::N,nom,лем
295,Rätsel::N,énigme,со́дама ёфкс
296,Rätsel::N,devinette,со́дама ёфкс
297,Rede::N,parole,вал
298,Rede::N,parole,корхтама
299,Rede::N,discours,вал
300,Rede::N,discours,корхтама
301,Sprache::N,langue,кяль
302,Sprache::N,langage,кяль
303,Stimme::N,voix,вайгяль
304,Wort::N,mot,вал
305,Zeichen::N,signe,тя́ште
306,Zeichen::N,signe,тя́штькс
307,Ruf::N,cri,тердема
308,Ruf::N,appel,тердема
309,Lärm::N,bruit,гайф
310,Lärm::N,bruit,жалакодома
311,Laut::N,son,вайгяль
312,Ton::N,ton,вайгяль
313,Lied::N,chant,мора
314,Lied::N,chanson,мора
315,Ruhe::N,calme,сетьме
316,Ruhe::N,tranquillité,сетьме
317,Leute::N,gens,ломатть
318,Volk::N,peuple,наро́д
319,Arbeit::N,travail,тев
320,Gast::N,hôte,и́нжи
321,Gast::N,hôte,ко́нак
322,Gast::N,invité,и́нжи
323,Gast::N,invité,ко́нак
324,Geschenk::N,cadeau,казне
325,Geschenk::N,présent,казне
326,Spiel::N,jeu,налхкома
327,Spiel::N,jeu,налхксема
328,Gesellschaft::N,compagnie,кружок
329,Hilfe::N,aide,лездома
330,Hilfe::N,secours,лездома
331,Freund::N,ami,я́лга
332,Kamerad::N,copain,я́лга
333,Kamerad::N,camarade,я́лга
334,Angelegenheit::N,affaire,тев
335,Anzahl::N,nombre,лувкс
336,Art::N,sorte,вид
337,Art::N,espèce,вид
338,Stück::N,morceau,пакш
339,Teil::N,part,часть
340,Teil::N,part,пялькс
341,Teil::N,partie,часть
342,Teil::N,partie,пялькс
343,Hälfte::N,moitié,пяле
344,Kreis::N,cercle,шаркс
345,Kreuz::N,croix,крёз
346,Linie::N,ligne,межа
347,Linie::N,ligne,китькс
348,Strich::N,trait,межа
349,Abstand::N,écart,ётка
350,Entfernung::N,distance,ётка
351,Gegend::N,région,ва́ста
352,Gegend::N,région,перьфпя́ль
353,Gegend::N,contrée,ва́ста
354,Gegend::N,contrée,перьфпя́ль
355,Platz::N,place,ва́ста
356,Ort::N,lieu,ва́ста
357,Ort::N,endroit,ва́ста
358,Seite::N,côté,пяле
359,Mitte::N,milieu,кучка́
360,Gegenstand::N,objet,веща
361,Sache::N,chose,тев
362,Sache::N,chose,веща
363,Rand::N,bord,пе
364,Kante::N,arête,и́рдез
365,Ecke::N,coin,ужа
366,Ecke::N,tournant,ужа
367,Spitze::N,cime,пря
368,Spitze::N,pointe,пря
369,Ende::N,bout,пе
370,Loch::N,trou,варя
371,Winkel::N,coin,ужа
372,Winkel::N,réduit,ужа
373,Muster::N,dessin,сёрма
374,Größe::N,grandeur,серь
375,Länge::N,longueur,кува́лма
376,Höhe::N,hauteur,серь
377,Höhe::N,altitude,серь
378,Gewicht::N,poids,сталма
379,Menge::N,quantité,лувкс
380,Haufen::N,tas,мар
381,Reihe::N,file,ряд
382,Reihe::N,rangée,ряд
383,Boot::N,canot,венеж
384,Boot::N,bateau,венеж
385,Ruder::N,rame,миле
386,Ruder::N,aviron,миле
387,Schlitten::N,traîneau,ну́рда
388,Ski::N,ski,сокс
389,Lagerfeuer::N,feu de camp,то́лмар
390,Last::N,charge,канкс
391,Last::N,charge,сталма
392,Last::N,fardeau,канкс
393,Last::N,fardeau,сталма
394,Gang::N,tour,молема
395,Gang::N,marche,молема
396,Schritt::N,pas,аськолкс
397,Norden::N,nord,якшама шире
398,Süden::N,sud,ля́мбе ши́ре
399,Westen::N,ouest,ши валгома шире
400,Westen::N,occident,ши валгома шире
401,Osten::N,est,шинь стяма шире
402,Osten::N,orient,шинь стяма шире
403,Holz::N,bois,вирь
404,Holz::N,bois,шуфта
405,Brett::N,planche,лавця
406,Platte::N,plaque,плита́
407,Stütze::N,appui,неже
408,Stütze::N,soutien,неже
409,Stange::N,barre,олга
410,Stange::N,perche,олга
411,Stock::N,canne,байдек
412,Stab::N,bâton,олгоня
413,Rohr::N,tube,турама
414,Rohr::N,tuyau,турама
415,Haus::N,maison,куд
416,Heim::N,maison,куд
417,Ofen::N,poêle,пянакуд
418,Fußboden::N,plancher,кия́кс
419,Tisch::N,table,шра
420,Tisch::N,table,моркш
421,Stuhl::N,chaise,стул
422,Wiege::N,berceau,нюря́м
423,Bett::N,lit,ацам
424,Regal::N,étagère,лавцяланга
425,Kiste::N,caisse,парга
426,Fenster::N,fenêtre,валмья
427,Tür::N,porte,кенкш
428,Tor::N,porte,ортат
429,Tor::N,portail,ортат
430,Zaun::N,clôture,перяфкс
431,Dach::N,toit,кудпря
432,Leiter::N,échelle,куцема
433,Besen::N,balai,тяльме
434,Spaten::N,bêche,ка́йме
435,Schaufel::N,pelle,ко́поня
436,Schaufel::N,pelle,ця́рдом
437,Gabel::N,fourchette,ця́нгоня
438,Löffel::N,cuiller,куцю
439,Messer::N,couteau,пеель
440,Nagel::N,clou,эска
441,Netz::N,filet,
442,Haken::N,croc,кя́чказ
443,Haken::N,crochet,кя́чказ
444,Griff::N,prise,недь
445,Griff::N,prise,кунда́мка
446,Griff::N,manche,недь
447,Griff::N,manche,кунда́мка
448,Schloss::N,serrure,замо́к
449,Bild::N,image,карти́на
450,Bild::N,tableau,карти́на
451,Figur::N,figure,ронга-понда
452,Puppe::N,poupée,ня́ка
453,Beutel::N,sac,кяскав
454,Beutel::N,petit sac,кяскав
455,Bündel::N,paquet,кярьме
456,Bündel::N,faisceau,кярьме
457,Tasche::N,sac,кошяльня
458,Eimer::N,seau,ве́дарка
459,Deckel::N,couvercle,тавадкс
460,Deckel::N,couvercle,вельхкс
461,Geschirr::N,vaisselle,кядьге
462,Sack::N,sac,кяскав
463,Tasse::N,tasse,ша́ваня
464,Topf::N,pot,кавозь
465,Topf::N,marmite,кавозь
466,Kessel::N,chaudron,сргавозь
467,Essen::N,repas,ярхцама
468,Essen::N,manger,ярхцама
469,Nahrung::N,nourriture,ярхцампяль
470,Speise::N,plat,ярхцама
471,Fleisch::N,viande,пал
472,Fleisch::N,viande,сиволь
473,Getreide::N,blé,сёра
474,Getreide::N,céréales,сёра
475,Brei::N,purée,ям
476,Brei::N,bouillie,ям
477,Brot::N,pain,кши
478,Scheibe::N,tranche,кочам
479,Fett::N,graisse,куя́
480,Butter::N,beurre,вай
481,Öl::N,huile,вай
482,Salz::N,sel,сал
483,Suppe::N,soupe,шонгарям
484,Suppe::N,soupe,коршампяль
485,Suppe::N,potage,шонгарям
486,Suppe::N,potage,коршампяль
487,Honig::N,miel,медь
488,Milch::N,lait,лофца
489,Tee::N,thé,чай
490,Leder::N,cuir,кедь
491,Wolle::N,laine,пона
492,Stoff::N,tissu,котф
493,Stoff::N,étoffe,котф
494,Nadel::N,aiguille,салмокс
495,Faden::N,fil,сюре
496,Knopf::N,bouton,пуня
497,Knoten::N,nœud,сюлма
498,Farbe::N,peinture,архтомбяль
499,Kleidung::N,vêtements,щам
500,Kleidung::N,habillement,щам
501,Hemd::N,chemise,па́нар
502,Kragen::N,col,сиве
503,Ärmel::N,manche,ожа
504,Hose::N,pantalon,понкст
505,Gürtel::N,ceinture,каркс
506,Mütze::N,bonnet,вазь
507,Mütze::N,casquette,вазь
508,Schuh::N,soulier,башма́к
509,Schuh::N,chaussure,башма́к
510,Stiefel::N,botte,кя́ме
511,Ring::N,bague,суркс
512,Band::N,ruban,керькс
513,Band::N,ruban,лента
514,Kamm::N,peigne,сюрьхцем
515,Spiegel::N,glace,ванома
516,Spiegel::N,miroir,ванома
517,Riemen::N,lanière,шнань каркс
518,Riemen::N,courroie,шнань каркс
519,Schnur::N,corde,пикс
520,Schnur::N,corde,карькскя
521,Schnur::N,ficelle,пикс
522,Schnur::N,ficelle,карькскя
523,Leine::N,laisse,вядьме
524,Decke::N,couverture,вельхкс
525,Kissen::N,oreiller,тоду
526,Tuch::N,drap,руця́
527,Tuch::N,fichu,руця́
528,Handtuch::N,serviette,на́рдама
529,Handtuch::N,essuie-mains,на́рдама
530,Kraft::N,force,вий
531,Stärke::N,vigueur,вииши
532,Gesundheit::N,santé,шумбраши́
533,Krankheit::N,maladie,урма́
534,Krankheit::N,maladie,сярядема
535,Schmerz::N,douleur,маряма
536,Wunde::N,plaie,керф
537,Wunde::N,blessure,керф
538,Fieber::N,fièvre,маштыкс
539,Arznei::N,remède,надо́бья
540,Arznei::N,remède,пъчка́фтома
541,Arznei::N,médecine,надо́бья
542,Arznei::N,médecine,пъчка́фтома
543,Brücke::N,pont,седь
544,Brunnen::N,puits,эши
545,Weide::N,pâturage,ванома васта
546,Pfad::N,sentier,ян
547,Pfad::N,sentier,киня́
548,Weg::N,voie,ки
549,Weg::N,chemin,ки
550,Straße::N,route,ки
551,Dorf::N,village,веле
552,Stadt::N,cité,ош
553,Stadt::N,ville,ош
554,Brief::N,lettre,сёрма
555,Buch::N,livre,книга
556,Buchstabe::N,lettre,бу́ква
557,Buchstabe::N,caractère,бу́ква
558,Zeitung::N,journal,газе́та
559,Leben::N,vie,эряф
560,Leben::N,vie,эряма
561,Tod::N,mort,кулома́
562,Grab::N,tombe,калма
563,Kirche::N,église,це́рькав
564,Sünde::N,péché,пежеть
565,Sünde::N,péché,муворкс
566,Gott::N,dieu,шкай
567,Arbeiter::N,ouvrier,трудендай
568,Arbeiter::N,ouvrier,работник
569,Arbeiter::N,travailleur,трудендай
570,Arbeiter::N,travailleur,работник
571,Chef::N,chef,азор
572,Chef::N,chef,оцюня
573,Chef::N,patron,азор
574,Chef::N,patron,оцюня
575,Meister::N,maître,мастяр
576,Arzt::N,médecin,врач
577,Arzt::N,médecin,доктор
578,Lehrer::N,professeur,учи́тель
579,Lehrer::N,instituteur,учи́тель
580,Geld::N,argent,ярмакт
581,Geschäft::N,affaire,ладяфкс
582,Geschäft::N,affaire,ладяф тев
583,Geschäft::N,commerce,ладяфкс
584,Geschäft::N,commerce,ладяф тев
585,Laden::N,magasin,ла́вка
586,Laden::N,boutique,ла́вка
587,Preis::N,prix,питне
588,Ware::N,marchandise,миф
589,Ware::N,marchandise,ра́маф
590,Nutzen::N,profit,пара
591,Nutzen::N,profit,лезкс
592,Reichtum::N,richesse,ко́зяши
593,Welt::N,monde,свет
594,Land::N,pays,мастор
595,Staat::N,État,государства
596,König::N,roi,король
597,Macht::N,pouvoir,азорондама
598,Macht::N,pouvoir,азорксши
599,Macht::N,puissance,азорондама
600,Macht::N,puissance,азорксши
601,Grenze::N,frontière,ёткаян
602,Krieg::N,guerre,война́
603,Feind::N,ennemi,душман
604,Feind::N,ennemi,каршек тюри
605,Gewalt::N,violence,наругама
606,Kampf::N,lutte,тюрема́
607,Kampf::N,combat,тюрема́
608,Bogen[Waffe]::N,arc,нал
609,Pfeil::N,flèche,нал
610,Gewehr::N,fusil,винто́вка
611,Fehler::N,faute,эльбядькс
612,Fehler::N,erreur,эльбядькс
613,Lüge::N,mensonge,васькафнема
614,Schaden::N,dégât,зия́н
615,Schaden::N,dommage,зия́н
616,Unglück::N,malheur,зия́н
617,Schuld::N,faute,муворши
618,Schuld::N,culpabilité,муворши
619,Alter::N,âge,эряф кизот
620,Alter::N,âge,эряфонь пинге
621,Schluss::N,fin,пе
622,Zeit::N,temps,пинге
623,Tag::N,jour,ши
624,Tag::N,journée,ши
625,Morgen::N,matin,шобдава
626,Morgen::N,matinée,шобдава
627,Mittag::N,midi,шикучка
628,Abend::N,soir,иля́дь
629,Abend::N,soirée,иля́дь
630,Nacht::N,nuit,ве
631,Woche::N,semaine,недя́ля
632,Monat::N,mois,ков
633,Jahr::N,an,киза
634,Jahr::N,année,киза
635,Frühling::N,printemps,тунда́
636,Sommer::N,été,киза
637,Herbst::N,automne,сёксе
638,Winter::N,hiver,тяла
639,Januar::N,janvier,кельмеков
640,Februar::N,février,уфайков
641,März::N,mars,марайков
642,April::N,avril,шудиков
643,Mai::N,mai,панжиков
644,Juni::N,juin,лямбеков
645,Juli::N,juillet,псиков
646,August::N,août,сёроньков
647,September::N,septembre,тюжягов
648,Oktober::N,octobre,кельмазаков
649,November::N,novembre,эйндамков
650,Dezember::N,décembre,кучкаков
651,Montag::N,lundi,одговши
652,Dienstag::N,mardi,ша́вши
653,Mittwoch::N,mercredi,вержи
654,Donnerstag::N,jeudi,шува́ланя
655,Freitag::N,vendredi,пя́денця
656,Samstag::N,samedi,ёткши
657,Sonntag::N,dimanche,таргоши
658,groß::A,grand,оцю
659,klein::A,petit,ёмла
660,lang::A,long,кува́ка
661,kurz::A,court,нюрьхкя́ня
662,breit::A,large,кели
663,schmal::A,étroit,тяйня
664,dicht::A,dense,сиде
665,dicht::A,dense,туста
666,dick[Gegenstand]::A,épais,эчке
667,dünn::A,mince,шува́ня
668,fein::A,fin,шува́ня
669,fein::A,menu,шува́ня
670,fest::A,ferme,кеме
671,fest::A,solide,кеме
672,flach::A,plat,лапш
673,glatt::A,poli,вадяв
674,glatt::A,poli,такор
675,glatt::A,lisse,вадяв
676,glatt::A,lisse,такор
677,hart::A,dur,калгода
678,weich::A,mou,ляпе
679,rund::A,rond,кру́глай
680,spitz::A,aigu,ботаз
681,spitz::A,aigu,оржа
682,spitz::A,pointu,ботаз
683,spitz::A,pointu,оржа
684,scharf::A,tranchant,оржа
685,stumpf::A,mousse,ношка
686,stumpf::A,émoussé,ношка
687,schwer::A,lourd,стака
688,schwer::A,pesant,стака
689,schön::A,beau,мазы
690,heiß::A,chaud,пси
691,heiß::A,très chaud,пси
692,warm::A,chaud,лямбе
693,kalt::A,froid,кельме
694,kühl::A,frais,эше
695,frisch::A,frais,свежай
696,feucht::A,humide,летьке
697,nass::A,mouillé,начка
698,trocken::A,sec,коське
699,voll::A,plein,пяшксе
700,voll::A,rempli,пяшксе
701,leer::A,vide,шава
702,offen::A,ouvert,панжада
703,offen::A,ouvert,виде
704,geschlossen::A,clos,пякстаф
705,geschlossen::A,clos,сёлгф
706,geschlossen::A,fermé,пякстаф
707,geschlossen::A,fermé,сёлгф
708,sauber::A,net,ару
709,sauber::A,propre,ару
710,schmutzig::A,sale,рда́зу
711,schmutzig::A,sale,пя́ндра
712,schmutzig::A,crasseux,рда́зу
713,schmutzig::A,crasseux,пя́ндра
714,roh::A,cru,верок
715,roh::A,brut,верок
716,reif::A,mûr,ке́нерьф
717,lecker::A,délicieux,танцти
718,lecker::A,appétissant,танцти
719,süß::A,doux,ламбама
720,bitter::A,amer,сяпи
721,sauer::A,aigre,шапама
722,hell::A,clair,валда
723,dunkel::A,sombre,шобда
724,schwarz::A,noir,равжа
725,weiß::A,blanc,акша
726,rot::A,rouge,якстерь
727,gelb::A,jaune,тюжя́
728,blau::A,bleu,сенем
729,grün::A,vert,пиже
730,grün::A,vert,сянгяря
731,grau::A,gris,уле
732,bunt::A,multicolore,сёрмав
733,billig::A,bon marché,у́цез
734,billig::A,bon marché,аф пи́тни
735,teuer::A,cher,пи́тни
736,wertvoll::A,précieux,питни
737,blind::A,aveugle,сокор
738,taub::A,sourd,пярав
739,kräftig::A,fort,пяк вии
740,kräftig::A,vigoureux,пяк вии
741,stark::A,fort,вии
742,stark::A,puissant,вии
743,schwach::A,faible,лафча
744,fett::A,gras,куя́
745,schlank::A,svelte,виде ронга
746,hübsch::A,joli,мазы
747,böse::A,mauvais,кяжи
748,dumm::A,sot,аф ёню
749,dumm::A,sot,шава пря
750,dumm::A,bête,аф ёню
751,dumm::A,bête,шава пря
752,faul::A,fainéant,нола
753,faul::A,paresseux,нола
754,fleißig::A,appliqué,ку́лхцонды
755,geizig::A,avare,кирьжя
756,geizig::A,avare,жаднай
757,klug::A,intelligent,ёню
758,klug::A,intelligent,пря́ви
759,geschickt::A,habile,маштозь тиф
760,lieb::A,cher,цебярь
761,lieb::A,gentil,цебярь
762,lustig::A,gai,ра́хси
763,lustig::A,joyeux,ра́хси
764,sanft::A,doux,сетьме
765,hungrig::A,affamé,вача
766,hungrig::A,affamé,вачеда
767,krank::A,malade,сяряди
768,nackt::A,nu,штада
769,nackt::A,nu,кърхтапа
770,traurig::A,triste,ла́жнай
771,lebendig::A,vivant,эряй
772,gut::A,bon,пара
773,gut::A,bon,цебярь
774,schlecht::A,mauvais,кальдяв
775,richtig::A,juste,виде
776,richtig::A,correct,виде
777,schlimm::A,grave,кальдяв
778,schlimm::A,mauvais,кальдяв
779,wahr::A,vrai,афкуксонь
780,wahr::A,véritable,афкуксонь
781,alt::A,vieux,ташта
782,neu::A,neuf,од
783,neu::A,nouveau,од
784,ehemalig::A,ancien,и́нгольдень
785,alt[Lebewesen]::A,âgé,сире
786,alt[Lebewesen]::A,vieux,сире
787,jung::A,jeune,од
788,arm::A,pauvre,а́шу
789,reich::A,riche,козя
790,bekannt::A,connu,содаф
791,berühmt::A,fameux,содавикс
792,berühmt::A,célèbre,содавикс
793,fremd::A,étranger,лия
794,fremd::A,étranger,аф содаф
795,verschieden::A,différent,аф фкя ла́цонь
796,nah::A,lié,мала
797,nah::A,lié,аф ичкоздень
798,nah::A,proche,мала
799,nah::A,proche,аф ичкоздень
800,fern::A,éloigné,и́чкоздень
801,fern::A,éloigné,куна́рдонь
802,fern::A,lointain,и́чкоздень
803,fern::A,lointain,куна́рдонь
804,linker::A,gauche,кержи
805,rechter::A,droit,види
806,anderer::A,autre,лия
807,erster::A,premier,васенце
808,zweiter::A,second,омбоце
809,zweiter::A,deuxième,омбоце
810,dritter::A,troisième,колмоце
811,letzter::A,dernier,ме́кольце
812,allein::ADV,seul,ськамонза
813,auf einmal::ADV,à la fois,вихцок
814,zusammen::ADV,ensemble,марс
815,zusammen::ADV,ensemble,ма́рса
816,lange::ADV,longtemps,кува́тьс
817,plötzlich::ADV,tout à coup,а́пак учт
818,sofort::ADV,immédiatement,тяникиге
819,später::ADV,plus tard,ме́ле
