,Concept_ID,he,sah
759,neun::NUM,תשעה,тоҕус
760,zehn::NUM,עשרה,уон
761,elf::NUM,אחת עשרה,уон биир
762,zwölf::NUM,שתים עשרה,уон икки
763,zwanzig::NUM,עשרים,сүүрбэ
764,dreißig::NUM,שלושים,отут
765,vierzig::NUM,ארבעים,түөрт уон
766,fünfzig::NUM,חמשים,биэс уон
767,sechzig::NUM,ששים,алта уон
768,siebzig::NUM,שבעים,сэттэ уон
769,achtzig::NUM,שמונים,аҕыс уон
770,neunzig::NUM,תשעים,тоҕус уонус
771,hundert::NUM,מאה,сүүс
772,tausend::NUM,אלף,тыһыынча
773,und::CNJ,ו,да
774,und::CNJ,ו,уонна
775,und::CNJ,ו,итиэннэ
776,oder::CNJ,או,эбэтэр
777,stehen::V,עמד,тур
778,sitzen::V,ישב,олор
779,liegen::V,שכב,сыт
780,hängen::V,היה תלוי,санньылый
781,werden::V,הפך ל,буол
782,passieren::V,קרה,буол
783,beginnen::V,התחיל,саҕалан
784,enden::V,הסתים,бүт
785,wechseln::V,השתנה,уларый
786,aufgehen[Sonne]::V,זרח,ой
787,untergehen[Sonne]::V,שקע,киир
788,scheinen[Sonne]::V,בהק,сырдат
789,donnern::V,רעם,эт
790,wehen::V,נשב,үр
791,strömen::V,זרם,кутулун
792,fließen::V,זרם,сүүр
793,sich drehen::V,הסתובב,эргий
794,schwanken::V,התנודד,биэтэҥнээ
795,schwingen::V,התנענע,эйэҥнээ
796,fallen::V,נפל,оҕут
797,brennen::V,בער,умай
798,rauchen::V,עשן,буруолаа
799,regnen::V,ירד גשם,самыырдаа
800,gefrieren::V,קפא,тоҥ
801,tauen::V,נמס,ир
802,schmelzen::V,התיך,уулун
803,trocknen::V,התיבש,куур
804,sieden::V,רתח,оргуй
805,faulen::V,רקב,сытый
806,verfaulen::V,רקב,сытыйан_хаал
807,reißen::V,נקרע,хайыт
808,reißen::V,נקרע,быһытталан
809,versinken::V,טבע,тимир
810,versinken::V,טבע,батылын
811,vergehen::V,עבר,дьай
812,erscheinen::V,נגלה,көһүн
813,erscheinen::V,הופיע,көһүн
814,verschwinden::V,נעלם,сүт
815,sinken::V,ירד,намтаа
816,abnehmen::V,הפחית,аччаа
817,zunehmen::V,רבה,элбээ
818,steigen::V,עלה,үрдээ
819,wachsen::V,גדל,үүн
820,glänzen::V,נצץ,кылбай
821,glänzen::V,בהק,кылбай
822,funkeln::V,נצנץ,күлүмнээ
823,funkeln::V,נצנץ,күлүмүрдээ
824,lärmen::V,רעש,тыаһаа
825,läuten::V,צלצל,собуоннаа
826,klingeln::V,צלצל,линкинээ
827,klirren::V,קרקש,айгырат
828,brausen::V,געש,сирилээ
829,rauschen::V,רשרש,суугунаа
830,klingen::V,נשמע,доргуй
831,bellen::V,נבח,үр
832,heulen::V,ילל,улуй
833,blasen::V,נשף,үр
834,pfeifen::V,שרק,иһиир
835,schreien::V,צעק,кылан
836,schreien::V,צעק,хаһыытаа
837,stöhnen::V,נאנק,ынчыктаа
838,zittern::V,רעד,титирээ
839,zittern::V,רעד,дьигиһий
840,leben::V,חי,олор
841,geboren werden::V,נולד,төрөө
842,atmen::V,נשם,тыын
843,trinken::V,שתה,ис
844,essen::V,אכל,аһаа
845,schlucken::V,בלע,ыйыһын
846,müde werden::V,התעיף,сылай
847,einschlafen::V,נרדם,утуйан хаал
848,schlafen::V,ישן,утуй
849,schlafen::V,ישן,утуйа сыт
850,aufwachen::V,התעורר,уһугун
851,aufstehen::V,קם,тур
852,sich erholen::V,נפש,сынньан
853,krank werden::V,חלה,ыарый
854,krank sein::V,היה חולה,ыарый
855,krank sein::V,היה חולה,ыарыт
856,schmerzen::V,כאב,ыарыт
857,husten::V,השתעל,сөтөлүн
858,genesen::V,הבריא,көн
859,sterben::V,מת,өл
860,umkommen::V,נספה,өл
861,umkommen::V,נספה,оҕут
862,sich bewegen::V,נע,хамсаа
863,sich rühren::V,זז,хамсаа
864,sich erheben::V,קם,тур
865,sich setzen::V,התישב,олор
866,hinfallen::V,נפל,оҕут
867,laufen::V,הלך ברגל,хаам
868,schreiten::V,פסע,атыллаа
869,spazierengehen::V,טיל,дьаарбай
870,eilen::V,אץ,тиэтэй
871,eilen::V,מהר,тиэтэй
872,sich beeilen::V,מהר,ыксаа
873,sausen::V,אץ,элээр
874,rennen::V,רץ,сүүрэкэлээ
875,springen::V,קפץ,ой
876,springen::V,קפץ,ыстан
877,klettern::V,טפס,ытын
878,schaukeln::V,התנדנד,эйэҥнээ
879,schaukeln::V,התנדנד,биэрэҥнээ
880,kriechen::V,זחל,сыыл
881,schwimmen::V,שחה,уһун
882,schwimmen::V,שחה,харбаа
883,tauchen::V,צלל,умус
884,rudern::V,חתר,эрт
885,fahren::V,נסע,айаннаа
886,fliegen::V,עף,көт
887,gehen::V,הלך,бар
888,weggehen::V,עזב,бар
889,abfahren::V,יצא,бар
890,anhalten::V,עצר,тохтоо
891,hineingehen::V,נכנס,киир
892,eintreten::V,נכנס,киир
893,kommen::V,בא,кэл
894,ankommen::V,הגיע,кэл
895,ankommen::V,הגיע,тиий
896,zurückkommen::V,שב,төнүн
897,zurückkommen::V,חזר,төнүн
898,bleiben::V,נשאר,хаал
899,warten::V,חכה,көһүт
900,warten::V,המתין,көһүт
901,erwarten::V,צפה,күүт
902,erwarten::V,צפה,көһүт
903,suchen::V,חפש,ирдээ
904,suchen::V,חפש,көрдөө
905,finden::V,מצא,бул
906,versuchen::V,נסה,сорун
907,vorbereiten::V,הכין,бэлэмнээ
908,lieben::V,אהב,таптаа
909,mögen::V,אהב,сөбүл
910,lachen::V,צחק,күл
911,rühren::V,נגע ללב,долгут
912,weinen::V,בכה,ытаа
913,schimpfen::V,גער,үөҕүс
914,sich ärgern::V,זעם,кыыһыр
915,sich ärgern::V,זעם,кыйахан
916,sich ärgern::V,כעס,кыыһыр
917,sich ärgern::V,כעס,кыйахан
918,sich fürchten::V,פחד,куттан
919,sich fürchten::V,פחד,дьиксин
920,sich fürchten::V,חשש,куттан
921,sich fürchten::V,חשש,дьиксин
922,fürchten::V,פחד מ,дьиксин
923,fürchten::V,פחד מ,куттан
924,fürchten::V,חשש מ,дьиксин
925,fürchten::V,חשש מ,куттан
926,fliehen::V,ברח,күрээ
927,flüchten::V,נמלט,күрээ
928,sehen::V,ראה,көр
929,anschauen::V,הביט,көр
930,ansehen::V,התבונן,көр
931,hören::V,שמע,бил
932,hören::V,שמע,иһит
933,zuhören::V,הקשיב,иһит
934,probieren::V,נסה,боруобалаан көр
935,probieren::V,נסה,амсайан көр
936,riechen::V,הריח,сытырҕаа
937,fühlen::V,חש,бил
938,scheinen::V,נדמה,көһүн
939,zu sehen sein::V,נראה,көһүн
940,vernehmen::V,נודע ל,иһит
941,frieren::V,קר ל,тоҥ
942,frieren::V,קר ל,үлүй
943,tun::V,פעל,гын
944,können::V,יכל,кыай
945,wollen::V,רצה,баҕар
946,anfangen::V,התחיל,саҕалаа
947,beenden::V,גמר,бүтэр
948,aufhören::V,סים,уурай
949,gelingen::V,הצליח,сатан
950,geraten::V,עלה,баар буолан биэр
951,geraten::V,עלה,баар буола тус
952,geraten::V,עלה,буолан таҕыс
953,öffnen::V,פתח,ас
954,schließen::V,סגר,сап
955,schließen::V,סגר,хатаа
956,stellen::V,העמיד,уур
957,stellen::V,העמיד,туруор
958,setzen::V,הושיב,туруор
959,setzen::V,הושיב,уур
960,legen::V,שם,уур
961,berühren::V,נגע,тыыт
962,berühren::V,נגע,таарый
963,verbinden::V,קשר,кэлгий
964,bedecken::V,כסה,бүрүй
965,aufhängen::V,תלה,ыйаа
966,anzünden::V,הצית,умат
967,aufheben::V,אסף,өрө тарт
968,zurücklassen::V,השאיר,бырах
969,verlieren::V,אבד,сүтэр
970,fallen lassen::V,שמט,түһэр
971,fallen lassen::V,שמט,мүлчү тут
972,fallen lassen::V,הפיל,түһэр
973,fallen lassen::V,הפיל,мүлчү тут
974,machen::V,עשה,оҥор
975,machen::V,עשה,оҥоһун
976,herstellen::V,יצר,оҥор
977,bauen::V,בנה,тут
978,reparieren::V,תקן,абырахтаа
979,verbessern::V,שפר,тупсар
980,ändern::V,שנה,уларыт
981,graben::V,חפר,хас
982,beugen::V,כפף,бокут
983,beugen::V,כפף,токурут
984,beugen::V,כפף,бүк баттаа
985,biegen::V,כופף,иэх
986,biegen::V,כופף,өҕүлүннэр
987,drehen::V,סובב,эргит
988,drehen::V,סובב,эргичит
989,wenden::V,הפך,эргилин
990,umdrehen::V,סובב,түҥнэр
991,heben::V,הרים,көтөх
992,hochheben::V,הרים,таһаар
993,ergreifen::V,אחז,тут
994,halten::V,החזיק,тут
995,drücken::V,לחץ,ык
996,schieben::V,הזיז,ас
997,kratzen::V,שרט,кыһыы
998,kratzen::V,שפשף,кыһыы
999,lecken::V,לקק,салаа
1000,beißen::V,נשך,ытыр
1001,abreißen::V,קרע,быһа тарт
1002,abreißen::V,קרע,туура тарт
1003,abschneiden::V,חתך,быс
1004,abschneiden::V,חתך,быһан ыл
1005,abschneiden::V,חתך,быһа баттаа
1006,binden::V,קשר,кэлгий
1007,stecken::V,תקע,батары ас
1008,brechen::V,שבר,тоһут
1009,klopfen::V,נקש,тоҥсуй
1010,hauen::V,הכה,оҕус
1011,kleben::V,הדביק,силимнээ
1012,reiben::V,שפשף,аал
1013,streichen::V,מרח,сыбаа
1014,schleifen::V,השחיז,чочуй
1015,schneiden::V,גזר,быс
1016,rütteln::V,נענע,иэҕэҥнэт
1017,schütteln::V,נער,сахсый
1018,schwenken::V,נופף,дайбаа
1019,schwenken::V,טלטל,дайбаа
1020,schütten::V,שפך,кут
1021,füllen::V,מלא,толор
1022,einwickeln::V,עטף,суулаа
1023,tragen::V,נשא,ит
1024,schleppen::V,סחב,сос
1025,ziehen::V,משך,тарт
1026,aufbewahren::V,שמר,уур
1027,aufbewahren::V,שמר,харай
1028,werfen::V,זרק,бырах
1029,fangen::V,תפס,хап
1030,packen::V,אחז,тут
1031,verstecken::V,החביא,саһыар
1032,teilen::V,חלק,үллэр
1033,schicken::V,שלח,ыыт
1034,bringen::V,הביא,аҕал
1035,hinzufügen::V,הוסיף,эп
1036,bekommen::V,תפס,ыл
1037,bekommen::V,תפס,булун
1038,erhalten::V,קבל,ыл
1039,nehmen::V,אחז,ыл
1040,wählen::V,בחר,быыбардаа
1041,auswählen::V,בחר ב,тал
1042,bewahren::V,קים,харай
1043,behindern::V,מנע,мэһэйдээ
1044,verderben::V,מנע,буорту гын
1045,beschädigen::V,הזיק,алдьат
1046,zerbrechen::V,נשבר,үлтүрүт
1047,zerreißen::V,קרע,хайыта тарт
1048,zerstören::V,הרס,алдьат
1049,zerstören::V,השמיד,алдьат
1050,verbrennen::V,שרף,уоттаа
1051,geben::V,נתן,биэр
1052,reichen::V,העביר,аҕал
1053,schenken::V,נתן במתנה,бэлэхтээ
1054,versprechen::V,הבטיח,эрэннэр
1055,wünschen::V,אחל,баҕар
1056,loben::V,שבח,хайҕаа
1057,küssen::V,נשק,уураа
1058,wiegen::V,נדנד,бигээ
1059,zudecken::V,כסה,сап
1060,zudecken::V,כסה,бүрүй
1061,wecken::V,עורר,уһугуннар
1062,zeigen::V,הראה,көрдөр
1063,führen::V,הביא,салай
1064,führen::V,הוביל,салай
1065,lehren::V,למד,үөрэт
1066,unterrichten::V,למד,үөрэт
1067,aufziehen::V,רומם,иит
1068,leiten::V,נהל,салай
1069,antreiben::V,המרץ,кыһай
1070,lassen::V,נתן,күһэй
1071,einladen::V,הזמין,ыҥыр
1072,vereinigen::V,אחד,холбоо
1073,vereinigen::V,אחד,түм
1074,vereinigen::V,לכד,холбоо
1075,vereinigen::V,לכד,түм
1076,besuchen::V,בקר,сырыт
1077,besuchen::V,בקר,билсэ сырыт
1078,treffen::V,פגש,көрүс
1079,sich versammeln::V,התאסף,мүһүн
1080,sich versammeln::V,התאסף,түмүс
1081,spielen::V,שחק,оонньоо
1082,singen::V,שר,ыллаа
1083,tanzen::V,רקד,үҥкүүлээ
1084,sich trennen::V,נפרד,араҕыс
1085,verlassen::V,עזב,хааллар
1086,retten::V,הציל,өрүһүй
1087,bewachen::V,שמר,араҥаччылаа
1088,schützen::V,אבטח,көмүскээ
1089,verteidigen::V,הגן,көмүскээ
1090,sich schlagen::V,התכתש,охсус
1091,schießen::V,ירה,ытыалаа
1092,siegen::V,גבר,хот
1093,siegen::V,גבר,кыай
1094,siegen::V,נצח,хот
1095,siegen::V,נצח,кыай
1096,ärgern::V,עצבן,кыыһырт
1097,schlagen::V,הכה,оҕус
1098,schlagen::V,הלקה,оҕус
1099,treten::V,בעט,тэп
1100,stechen::V,דקר,кэй
1101,stoßen::V,דחק,кэп
1102,stoßen::V,דחק,үтүрүй
1103,stehlen::V,גנב,уор
1104,stören::V,קטע,мэһэйдээ
1105,stören::V,הפריע,мэһэйдээ
1106,belästigen::V,הציק,батар
1107,belästigen::V,הטריד,батар
1108,verbergen::V,הצניע,кистээ
1109,täuschen::V,שגע,албыннаа
1110,betrügen::V,הונה,албыннаа
1111,töten::V,הרג,өлөр
1112,wohnen::V,גר,олор
1113,arbeiten::V,עבד,үлэлээ
1114,sammeln::V,אסף,мус
1115,sammeln::V,אסף,хомуй
1116,pflücken::V,קטף,үргээ
1117,jagen::V,צד,бултаа
1118,fischen::V,דג,балыктаа
1119,fassen::V,תפס,тут
1120,hüten::V,רעה,манаа
1121,treiben::V,הוציא,үүр
1122,anbinden::V,קשר,баай
1123,füttern::V,הלעיט,аһат
1124,melken::V,חלב,ыа
1125,hacken::V,קצץ,кэрт
1126,gießen::V,השקה,сиигирт
1127,reifen::V,בשל,бус
1128,zubereiten::V,הכין,бэлэмнээ
1129,kochen::V,בשל,буһар
1130,backen::V,אפה,буһар
1131,braten::V,צלה,хооруй
1132,braten::V,צלה,ыһаарылаа
1133,braten::V,צלה,соркуойдаа
1134,braten::V,טגן,хооруй
1135,braten::V,טגן,ыһаарылаа
1136,braten::V,טגן,соркуойдаа
1137,umrühren::V,ערבב,былаа
1138,stricken::V,סרג,өр
1139,nähen::V,תפר,иистэн
1140,färben::V,צבע,кырааскалаа
1141,reinigen::V,נקה,ыраастаа
1142,waschen::V,רחץ,сууй
1143,waschen::V,כבס,сууй
1144,abwischen::V,נגב,сот
1145,spülen::V,שטף,сайҕаа
1146,fegen::V,טאטא,сиппий
1147,kehren::V,טאטא,харбаа
1148,baden::V,טבל,сөтүөлээ
1149,baden::V,שחה,сөтүөлээ
1150,sich waschen::V,התרחץ,суун
1151,ausziehen::V,הוריד,уһул
1152,anziehen::V,לבש,кэтэрт
1153,sich anziehen::V,התלבש,таҥын
1154,kämmen::V,סרק,тараа
1155,schmücken::V,קשט,симээ
1156,sagen::V,אמר,диэ
1157,sprechen::V,דבר,эт
1158,sprechen::V,דבר,саҥар
1159,reden::V,דבר,кэпсэт
1160,sich unterhalten::V,שוחח,кэпсэт
1161,fragen::V,שאל,ыйыт
1162,bitten::V,בקש,көрдөс
1163,erzählen::V,ספר,кэпсээ
1164,erzählen::V,ספר,сэһэргээ
1165,mitteilen::V,מסר,биллэр
1166,mitteilen::V,הודיע,биллэр
1167,nennen::V,קרא בשם,ааттаа
1168,rufen::V,גיס,ыҥыр
1169,rufen::V,הזמין לבוא,ыҥыр
1170,prahlen::V,התרברב,чабылан
1171,prahlen::V,התרברב,киһиргээ
1172,übersetzen::V,תרגם,тылбаастаа
1173,denken::V,חשב,санаа
1174,denken::V,חשב,толкуйдаа
1175,glauben::V,האמין,итэҕэй
1176,bemerken::V,הבחין,бэлиэтээ
1177,erkennen::V,זהה,бил
1178,begreifen::V,קלט,өйдөө
1179,begreifen::V,הבין,өйдөө
1180,verstehen::V,הבין,өйдөө
1181,lernen::V,למד,үөрэн
1182,wissen::V,ידע,бил
1183,sich erinnern an::V,זכר,аҕын
1184,vergessen::V,שכח,умун
1185,messen::V,מדד,кэмнээ
1186,messen::V,מדד,кээмэйдээ
1187,zählen::V,ספר,аах
1188,rechnen::V,חשב,аах
1189,lesen::V,קרא,аах
1190,malen::V,ציר,уруһуйдаа
1191,zeichnen::V,שרטט,уруһуйдаа
1192,schreiben::V,כתב,суруй
1193,besitzen::V,היה בעל של,баһылаа
1194,kaufen::V,קנה,атыылас
1195,kaufen::V,רכש,атыылас
1196,verkaufen::V,מכר,атыылаа
1197,bezahlen::V,שלם,төлөө
1198,zahlen::V,שלם,төлөө
1199,beherrschen::V,שלט,баһылаа
1200,ertragen::V,סבל,тулуй
