,Concept_ID,ro,ps
273,Mutter::N,mamă,مور
274,Sohn::N,fiu,زوی
275,Sohn::N,fecior,زوی
276,Tochter::N,fiică,لور
277,Bruder::N,frate,ورور
278,Schwester::N,soră,خور
279,Onkel::N,unchi,تره
280,Onkel::N,unchi,ماما
281,Tante::N,mătușă,خاله
282,Ehemann::N,soț,مېړه
283,Ehemann::N,bărbat,مېړه
284,Ehefrau::N,soție,مېرمن
285,Freude::N,bucurie,خوشحالي
286,Gelächter::N,râset,خندا
287,Glück::N,fericire,بخت
288,Kummer::N,mâhnire,غم
289,Wunsch::N,dorință,هيله
290,Wunsch::N,dorință,غوښتنه
291,Wunsch::N,deziderat,هيله
292,Wunsch::N,deziderat,غوښتنه
293,Lust::N,poftă,شوق
294,Lust::N,poftă,مینه
295,Lust::N,înclinare,شوق
296,Lust::N,înclinare,مینه
297,Geist::N,duh,روح
298,Geist::N,minte,روح
299,Geist::N,suflet,روح
300,Gedanke::N,gând,فکر
301,Gedanke::N,cuget,فکر
302,Gedächtnis::N,memorie,یاد
303,Gedächtnis::N,memorie,حافظه
304,Verstand::N,minte,عقل
305,Verstand::N,minte,شعور
306,Verstand::N,intelect,عقل
307,Verstand::N,intelect,شعور
308,Sinn::N,sens,معنی
309,Sinn::N,înțeles,معنی
310,Grund::N,cauză,علت
311,Grund::N,cauză,اساس
312,Grund::N,pricină,علت
313,Grund::N,pricină,اساس
314,Wahrheit::N,adevăr,حقیقت
315,Gespräch::N,convorbire,مرکه
316,Gespräch::N,convorbire,خبرې اترې
317,Gespräch::N,conversație,مرکه
318,Gespräch::N,conversație,خبرې اترې
319,Märchen::N,basm,افسانه
320,Märchen::N,poveste,افسانه
321,Erzählung::N,poveste,قصه
322,Erzählung::N,poveste,کیسه
323,Nachricht::N,veste,خبر
324,Neuigkeit::N,noutate,نوی خبر
325,Neuigkeit::N,actualitate,نوی خبر
326,Name::N,nume,نوم
327,Rätsel::N,ghicitoare,کیسۍ
328,Rätsel::N,ghicitoare,چیستان
329,Rede::N,discurs,وینا
330,Sprache::N,limbă,ژبه
331,Sprache::N,limbaj,ژبه
332,Stimme::N,glas,غږ
333,Stimme::N,glas,اواز
334,Wort::N,cuvânt,لغت
335,Wort::N,cuvânt,کلمه
336,Zeichen::N,semn,نښه
337,Zeichen::N,semn,اشاره
338,Zeichen::N,semnal,نښه
339,Zeichen::N,semnal,اشاره
340,Ruf::N,chemare,ږغ
341,Ruf::N,chemare,بلنه
342,Lärm::N,zgomot,غالمغال
343,Lärm::N,tărăboi,غالمغال
344,Laut::N,sunet,ږغ
345,Ton::N,ton,اواز
346,Lied::N,cântec,غزله
347,Lied::N,cântec,سندره
348,Ruhe::N,odihnă,ارامي
349,Ruhe::N,liniște,ارامي
350,Leute::N,lume,خلک
351,Leute::N,oameni,خلک
352,Volk::N,popor,ولس
353,Volk::N,națiune,ولس
354,Arbeit::N,lucru,کار
355,Gast::N,musafir,مېلمه
356,Geschenk::N,dar,تحفه
357,Geschenk::N,dar,سوغات
358,Geschenk::N,cadou,تحفه
359,Geschenk::N,cadou,سوغات
360,Spiel::N,joc,لوبه
361,Gesellschaft::N,societate,ډله
362,Hilfe::N,ajutor,کومک
363,Hilfe::N,ajutor,مرسته
364,Freund::N,amic,ملګری
365,Freund::N,prieten,ملګری
366,Kamerad::N,tovarăș,انډيوال
367,Angelegenheit::N,afacere,موضوع
368,Anzahl::N,număr,شمېر
369,Anzahl::N,număr,تعداد
370,Anzahl::N,cantitate,شمېر
371,Anzahl::N,cantitate,تعداد
372,Art::N,fel,ډول
373,Art::N,specie,ډول
374,Stück::N,bucată,ټوټه
375,Teil::N,parte,برخه
376,Teil::N,porție,برخه
377,Hälfte::N,jumătate,نیم
378,Kreis::N,cerc,دایره
379,Kreuz::N,cruce,صلیب
380,Linie::N,linie,خط
381,Linie::N,linie,لیکه
382,Strich::N,linie,کرښه
383,Strich::N,trăsătură,کرښه
384,Abstand::N,distanță,فاصله
385,Abstand::N,depărtare,فاصله
386,Entfernung::N,distanță,واټن
387,Entfernung::N,depărtare,واټن
388,Gegend::N,regiune,سیمه
389,Gegend::N,regiune,منطقه
390,Platz::N,loc,ځای
391,Ort::N,loc,ځای
392,Seite::N,latură,مخ
393,Seite::N,latură,اړخ
394,Mitte::N,centru,وسط
395,Mitte::N,centru,مینځ
396,Gegenstand::N,obiect,شی
397,Sache::N,lucru,شی
398,Sache::N,lucru,څيز
399,Sache::N,chestie,شی
400,Sache::N,chestie,څيز
401,Rand::N,bordură,څنډه
402,Rand::N,bordură,کناره
403,Kante::N,muchie,اړخ
404,Kante::N,bordură,اړخ
405,Ecke::N,colț,ګوټ
406,Spitze::N,vârf,څوکه
407,Spitze::N,creștet,څوکه
408,Ende::N,capăt,څوکه
409,Loch::N,gaură,سوری
410,Winkel::N,colț,کنج
411,Winkel::N,colț,کوتی
412,Muster::N,desen,نمونه
413,Größe::N,mărime,قد
414,Größe::N,mărime,لويوالی
415,Länge::N,lungime,طول
416,Länge::N,lungime,اوږد والی
417,Höhe::N,înălțime,جګوالی
418,Gewicht::N,greutate,وزن
419,Menge::N,cantitate,اندازه
420,Haufen::N,grămadă,کوټه
421,Reihe::N,șir,صف
422,Reihe::N,șir,کتار
423,Reihe::N,rând,صف
424,Reihe::N,rând,کتار
425,Boot::N,barcă,قايق
426,Boot::N,luntre,قايق
427,Ruder::N,vâslă,چپه
428,Ruder::N,lopată,چپه
429,Schlitten::N,sanie,ښویېدونی
430,Ski::N,schi,سکي
431,Lagerfeuer::N,foc de tabără,اور
432,Last::N,povară,بار
433,Last::N,povară,پېټی
434,Last::N,sarcină,بار
435,Last::N,sarcină,پېټی
436,Gang::N,mers,تګ
437,Gang::N,umblet,تګ
438,Schritt::N,pas,ګام
439,Norden::N,nord,شمال
440,Norden::N,miazănoapte,شمال
441,Süden::N,sud,سوېل
442,Süden::N,miazăzi,سوېل
443,Westen::N,apus,لوېدېځ
444,Osten::N,est,شرق
445,Osten::N,est,ختیځ
446,Osten::N,răsărit,شرق
447,Osten::N,răsărit,ختیځ
448,Holz::N,lemn,لرګی
449,Brett::N,scândură,تخته
450,Platte::N,placă,تخته
451,Stütze::N,proptea,تکیوان
452,Stange::N,bară,ډاګه
453,Stange::N,prăjină,ډاګه
454,Stock::N,băț,لرګی
455,Stock::N,baston,لرګی
456,Stab::N,baston,چيخله
457,Stab::N,prăjină,چيخله
458,Rohr::N,tub,نل
459,Rohr::N,țeavă,نل
460,Haus::N,casă,کور
461,Heim::N,casă,کور
462,Heim::N,cămin,کور
463,Ofen::N,sobă,تودنۍ
464,Fußboden::N,podea,غولی
465,Fußboden::N,dușumea,غولی
466,Tisch::N,masă,مېز
467,Stuhl::N,scaun,چوکۍ
468,Wiege::N,leagăn,زانګو
469,Bett::N,pat,کټ
470,Bett::N,pat,چپرکټ
471,Regal::N,rafturi,تاخچۍ
472,Kiste::N,ladă,صندوق
473,Kiste::N,cutie,صندوق
474,Fenster::N,fereastră,کړکۍ
475,Tür::N,ușă,دروازه
476,Tor::N,poartă,دروازه
477,Zaun::N,gard,کټاره
478,Dach::N,acoperiș,بام
479,Leiter::N,scară,زينه
480,Besen::N,mătură,جارو
481,Spaten::N,cazma,یوم
482,Spaten::N,hârleț,یوم
483,Schaufel::N,lopată,بېلچه
484,Gabel::N,furculiță,پنجه
485,Löffel::N,lingură,کاشوغه
486,Messer::N,cuțit,چاقو
487,Nagel::N,cui,ميخ
488,Netz::N,plasă,جال
489,Haken::N,cârlig,څنګک
490,Griff::N,mâner,لاستی
491,Schloss::N,lacăt,کلپ
492,Bild::N,tablou,رسم
493,Bild::N,imagine,رسم
494,Figur::N,chip,قدوقامت
495,Figur::N,figură,قدوقامت
496,Puppe::N,păpușă,ګوډۍ
497,Beutel::N,pungă,کڅوړه
498,Beutel::N,săculeț,کڅوړه
499,Bündel::N,mănunchi,دسته
500,Tasche::N,geantă,بکس
501,Tasche::N,geantă,توبره
502,Eimer::N,găleată,سطل
503,Deckel::N,capac,سرپوښ
504,Geschirr::N,vase,لوښی
505,Geschirr::N,tacâmuri,لوښی
506,Sack::N,sac,جوال
507,Tasse::N,ceașcă,پیاله
508,Topf::N,oală,دېګی
509,Kessel::N,cazan,دېګ
510,Kessel::N,căldare,دېګ
511,Essen::N,mâncare,خوراک
512,Nahrung::N,hrană,خوراک
513,Nahrung::N,aliment,خوراک
514,Speise::N,bucate,خواړه
515,Speise::N,fel de bucate,خواړه
516,Fleisch::N,carne,غوښه
517,Getreide::N,cereale,غله
518,Brei::N,pireu,اوګره
519,Brot::N,pâine,ډوډۍ
520,Scheibe::N,felie,مړۍ
521,Scheibe::N,bucată,مړۍ
522,Fett::N,untură,غوړي
523,Fett::N,grăsime,غوړي
524,Butter::N,unt,کوچ
525,Öl::N,ulei,تېل
526,Salz::N,sare,مالګه
527,Suppe::N,supă,شوربا
528,Suppe::N,ciorbă,شوربا
529,Honig::N,miere,شات
530,Milch::N,lapte,شوده
531,Tee::N,ceai,چای
532,Leder::N,piele,څرمن
533,Wolle::N,lână,پشم
534,Stoff::N,stofă,ټوټه
535,Nadel::N,ac,ستن
536,Faden::N,ață,تار
537,Knopf::N,buton,تڼۍ
538,Knopf::N,buton,تکمه
539,Knoten::N,nod,غوټه
540,Farbe::N,vopsea,رنګ
541,Kleidung::N,haine,کالي
542,Kleidung::N,îmbrăcăminte,کالي
543,Hemd::N,cămașă,کميس
544,Kragen::N,guler,غاړه
545,Ärmel::N,mânecă,لستوڼی
546,Hose::N,pantaloni,پطلون
547,Gürtel::N,cordon,کمربند
548,Mütze::N,șapcă,خولۍ
549,Schuh::N,gheată,بوټ
550,Stiefel::N,cizmă,موزه
551,Ring::N,inel,ګوته
552,Ring::N,verigă,ګوته
553,Band::N,panglică,فيته
554,Band::N,șiret,فيته
555,Kamm::N,pieptene,ګمنځ
556,Spiegel::N,oglindă,ایینه
557,Spiegel::N,oglindă,هنداره
558,Riemen::N,curea,تسمه
559,Schnur::N,funie,مزی
560,Schnur::N,sfoară,مزی
561,Leine::N,lesă,رسۍ
562,Leine::N,curea,رسۍ
563,Decke::N,pătură,بړستن
564,Kissen::N,pernă,بالښت
565,Tuch::N,batic,ټیکری
566,Handtuch::N,prosop,دسمال
567,Handtuch::N,ștergar,دسمال
568,Kraft::N,forță,زور
569,Kraft::N,forță,توان
570,Kraft::N,putere,زور
571,Kraft::N,putere,توان
572,Stärke::N,tărie,قوت
573,Stärke::N,vigoare,قوت
574,Gesundheit::N,sănătate,صحت
575,Gesundheit::N,sănătate,روغتیا
576,Krankheit::N,boală,مرض
577,Krankheit::N,boală,ناروغي
578,Krankheit::N,maladie,مرض
579,Krankheit::N,maladie,ناروغي
580,Schmerz::N,durere,درد
581,Wunde::N,rană,ټپ
582,Wunde::N,rană,زخم
583,Fieber::N,febră,تبه
584,Arznei::N,leac,دوا
585,Arznei::N,leac,دارو
586,Arznei::N,medicament,دوا
587,Arznei::N,medicament,دارو
588,Brücke::N,pod,پول
589,Brücke::N,punte,پول
590,Brunnen::N,puț,څاه
591,Brunnen::N,puț,کوهی
592,Weide::N,izlaz,وله
593,Weide::N,pășune,وله
594,Pfad::N,cărare,تړه
595,Weg::N,drum,لیار
596,Straße::N,cale,سړک
597,Straße::N,stradă,سړک
598,Dorf::N,sat,کلی
599,Stadt::N,oraș,ښار
600,Brief::N,scrisoare,لیک
601,Brief::N,scrisoare,مکتوب
602,Buch::N,carte,کتاب
603,Buchstabe::N,literă,حرف
604,Buchstabe::N,literă,توری
605,Buchstabe::N,caracter,حرف
606,Buchstabe::N,caracter,توری
607,Zeitung::N,ziar,اخبار
608,Zeitung::N,gazetă,اخبار
609,Leben::N,viață,ژوند
610,Tod::N,moarte,مرګ
611,Tod::N,moarte,مړینه
612,Grab::N,groapă,قبر
613,Grab::N,groapă,ډورۍ
614,Grab::N,mormânt,قبر
615,Grab::N,mormânt,ډورۍ
616,Kirche::N,biserică,کلیسا
617,Sünde::N,păcat,ګناه
618,Gott::N,zeu,خدای
619,Arbeiter::N,muncitor,کاریګر
620,Chef::N,șef,آمر
621,Meister::N,meșter,استاد
622,Meister::N,maestru,استاد
623,Arzt::N,medic,طبیب
624,Arzt::N,medic,ډاکټر
625,Arzt::N,doctor,طبیب
626,Arzt::N,doctor,ډاکټر
627,Lehrer::N,profesor,معلم
628,Lehrer::N,profesor,ښوونکی
629,Lehrer::N,învățător,معلم
630,Lehrer::N,învățător,ښوونکی
631,Geld::N,bani,پیسې
632,Geld::N,parale,پیسې
633,Geschäft::N,treabă,سوداګري
634,Geschäft::N,afacere,سوداګري
635,Laden::N,magazin,دکان
636,Laden::N,magazin,مغازه
637,Laden::N,prăvălie,دکان
638,Laden::N,prăvălie,مغازه
639,Preis::N,preț,بیه
640,Ware::N,marfă,مال
641,Nutzen::N,folos,ګټه
642,Nutzen::N,profit,ګټه
643,Reichtum::N,avuție,شتمني
644,Reichtum::N,bogăție,شتمني
645,Welt::N,lume,نړۍ
646,Welt::N,lume,دنیا
647,Land::N,țară,هېواد
648,Staat::N,stat,دولت
649,König::N,rege,باچا
650,König::N,rege,پادشاه
651,Macht::N,putere,قدرت
652,Macht::N,putință,قدرت
653,Grenze::N,hotar,حد
654,Grenze::N,hotar,سرحد
655,Grenze::N,graniță,حد
656,Grenze::N,graniță,سرحد
657,Grenze::N,frontieră,حد
658,Grenze::N,frontieră,سرحد
659,Krieg::N,război,جګړه
660,Feind::N,dușman,دښمن
661,Gewalt::N,violență,زور
662,Gewalt::N,violență,تشدد
663,Kampf::N,luptă,جنګ
664,Kampf::N,luptă,مبارزه
665,Bogen[Waffe]::N,arc,لیندۍ
666,Pfeil::N,săgeată,غشی
667,Gewehr::N,armă,ټوپک
668,Gewehr::N,pușcă,ټوپک
669,Fehler::N,eroare,خطا
670,Fehler::N,eroare,غلطي
671,Fehler::N,greșeală,خطا
672,Fehler::N,greșeală,غلطي
673,Lüge::N,minciună,دروغ
674,Schaden::N,daună,زیان
675,Schaden::N,daună,تاوان
676,Schaden::N,pagubă,زیان
677,Schaden::N,pagubă,تاوان
678,Unglück::N,nenorocire,بدبختي
679,Schuld::N,vină,ګناه
680,Alter::N,etate,منګ
681,Alter::N,vârstă,منګ
682,Schluss::N,sfârșit,اخر
683,Zeit::N,timp,وخت
684,Zeit::N,vreme,وخت
685,Tag::N,zi,ورځ
686,Morgen::N,dimineață,سبا
687,Morgen::N,dimineață,سهار
688,Mittag::N,prânz,غرمه
689,Mittag::N,amiază,غرمه
690,Abend::N,seară,ماښام
691,Nacht::N,noapte,شپه
692,Woche::N,săptămână,اونۍ
693,Monat::N,lună,مياشت
694,Jahr::N,an,کال
695,Frühling::N,primăvară,پسرلی
696,Sommer::N,vară,دوبی
697,Herbst::N,toamnă,منی
698,Herbst::N,toamnă,خزان
699,Winter::N,iarnă,ژمی
700,Januar::N,ianuarie,جنوري
701,Februar::N,februarie,فبروري
702,März::N,martie,مارچ
703,April::N,aprilie,اپریل
704,Mai::N,mai,مې
705,Juni::N,iunie,جون
706,Juli::N,iulie,جولای
707,August::N,august,اګست
708,September::N,septembrie,سپټامبر
709,Oktober::N,octombrie,اکتوبر
710,November::N,noiembrie,نومبر
711,Dezember::N,decembrie,دسمبر
712,Montag::N,luni,دوشنبه
713,Dienstag::N,marți,سه شنبه
714,Mittwoch::N,miercuri,چارشنبه
715,Donnerstag::N,joi,پنجشنبه
716,Freitag::N,vineri,جمعه
717,Samstag::N,sâmbătă,خالي
718,Sonntag::N,duminică,یکشنبه
719,groß::A,mare,لوی
720,klein::A,mic,وړوکی
721,lang::A,lung,اوړد
722,kurz::A,scurt,لنډ
723,breit::A,lat,پراخه
724,breit::A,larg,پراخه
725,schmal::A,strâmt,تنګ
726,dicht::A,des,ګڼ
727,dick[Gegenstand]::A,gros,پنډ
728,dünn::A,subțire,نری
729,fein::A,fin,نازک
730,fein::A,subțire,نازک
731,fest::A,tare,کلک
732,fest::A,tare,ټینګ
733,fest::A,solid,کلک
734,fest::A,solid,ټینګ
735,flach::A,șes,هوار
736,flach::A,plan,هوار
737,glatt::A,lins,ښوی
738,hart::A,dur,کلک
739,weich::A,moale,نرم
740,weich::A,moale,پوست
741,rund::A,rotund,ګرد
742,rund::A,circular,ګرد
743,spitz::A,ascuțit,تېره
744,scharf::A,tăios,تېز
745,scharf::A,tăios,تېره
746,scharf::A,ascuțit,تېز
747,scharf::A,ascuțit,تېره
748,stumpf::A,tocit,پڅ
749,schwer::A,greu,دروند
750,schön::A,frumos,ښکلی
751,heiß::A,cald,تود
752,heiß::A,fierbinte,تود
753,warm::A,cald,تود
754,warm::A,fierbinte,تود
755,kalt::A,rece,ېخ
756,kalt::A,rece,سوړ
757,kühl::A,rece,ېخ
758,kühl::A,rece,سوړ
759,kühl::A,răcoros,ېخ
760,kühl::A,răcoros,سوړ
761,frisch::A,răcoros,تازه
762,frisch::A,proaspăt,تازه
763,feucht::A,umed,مرطوب
764,feucht::A,jilav,مرطوب
765,nass::A,ud,لوند
766,trocken::A,sec,وچ
767,trocken::A,uscat,وچ
768,voll::A,plin,ډک
769,leer::A,gol,خالی
770,offen::A,deschis,خلاص
771,offen::A,deschis,پرانیستی
772,geschlossen::A,închis,تړلی
773,sauber::A,curat,پاک
774,schmutzig::A,murdar,چټل
775,roh::A,crud,خام
776,reif::A,copt,پوخ
777,reif::A,copt,رسېدلی
778,lecker::A,gustos,خوندور
779,lecker::A,gustos,مزه دار
780,süß::A,dulce,خوږ
781,süß::A,dulce,شیرین
782,bitter::A,amar,تریخ
783,sauer::A,acru,ټاک
784,sauer::A,acru,تريو
785,hell::A,clar,روڼ
786,hell::A,clar,روښان
787,hell::A,luminos,روڼ
788,hell::A,luminos,روښان
789,dunkel::A,obscur,تیاره
790,dunkel::A,întunecos,تیاره
791,schwarz::A,negru,تور
792,weiß::A,alb,سپين
793,rot::A,roșu,سور
794,gelb::A,galben,زېړ
795,blau::A,albastru,شین
796,blau::A,albastru,اسماني رنګه
797,grün::A,verde,زرغون
798,grau::A,gri,خړ
799,grau::A,cenușiu,خړ
800,bunt::A,colorat,رنګارنګ
801,billig::A,ieftin,ارزان
802,teuer::A,scump,ګران
803,wertvoll::A,prețios,قیمتي
804,blind::A,orb,ړوند
