,Concept_ID,pt,pl
837,hinab::ADV,para baixo,w_dół
838,oben::ADV,em cima,w górze
839,oben::ADV,em cima,na górze
840,hinauf::ADV,para cima,w górę
841,hinauf::ADV,para cima,na górę
842,überall::ADV,em toda parte,wszędzie
843,nicht::ADV,não,nie
844,ein wenig::ADV,um pouco,trochę
845,ein wenig::ADV,um bocado,trochę
846,kaum::ADV,apenas,ledwie
847,kaum::ADV,apenas,prawie nie
848,sehr::ADV,muito,bardzo
849,so::ADV,tão,tak
850,so::ADV,assim,tak
851,noch::ADV,ainda,jeszcze
852,nur::ADV,só,tylko
853,nur::ADV,apenas,tylko
854,nur::ADV,somente,tylko
855,schon::ADV,já,już
856,wieder::ADV,outra vez,znów
857,wieder::ADV,outra vez,znowu
858,vergebens::ADV,em vão,na próżno
859,vor::PRP,diante de,przed
860,hinter::PRP,atrás de,za
861,unter::PRP,sob,pod
862,unter::PRP,debaixo de,pod
863,durch::PRP,por,przez
864,durch::PRP,através de,przez
865,neben::PRP,junto de,obok
866,neben::PRP,ao lado de,obok
867,zwischen::PRP,entre,między
868,wegen::PRP,por,z powodu
869,wegen::PRP,por causa de,z powodu
870,dies::PRN,isto,to
871,das::PRN,isso,to
872,das::PRN,aquilo,to
873,alles::PRN,todo,wszystko
874,ich::PRN,eu,ja
875,du::PRN,tu,ty
876,er::PRN,ele,on
877,wir::PRN,nós,my
878,ihr::PRN,vós,wy
879,ihr::PRN,vocês,wy
880,sie::PRN,eles,oni
881,was::FPRN,quê,co
882,wer::FPRN,quem,kto
883,wo::FADV,onde,gdzie
884,wohin::FADV,aonde,dokąd
885,wohin::FADV,para onde,dokąd
886,wie::FADV,como,jak
887,warum::FADV,porquê,dlaczego
888,warum::FADV,por que,dlaczego
889,wieviel::FNUM,quanto,ile
890,eins::NUM,um,jeden
891,zwei::NUM,dois,dwa
892,drei::NUM,três,trzy
893,vier::NUM,quatro,cztery
894,fünf::NUM,cinco,pięć
895,sechs::NUM,seis,sześć
896,sieben::NUM,sete,siedem
897,acht::NUM,oito,osiem
898,neun::NUM,nove,dziewięć
899,zehn::NUM,dez,dziesięć
900,elf::NUM,onze,jedenaście
901,zwölf::NUM,doze,dwanaście
902,zwanzig::NUM,vinte,dwadzieścia
903,dreißig::NUM,trinta,trzydzieści
904,vierzig::NUM,quarenta,czterdzieści
905,fünfzig::NUM,cinquenta,pięćdziesiąt
906,sechzig::NUM,sessenta,sześćdziesiąt
907,siebzig::NUM,setenta,siedemdziesiąt
908,achtzig::NUM,oitenta,osiemdziesiąt
909,neunzig::NUM,noventa,dziewięćdziesiąt
910,hundert::NUM,cem,sto
911,hundert::NUM,cento,sto
912,tausend::NUM,mil,tysiąc
913,und::CNJ,e,i
914,oder::CNJ,ou,lub
915,oder::CNJ,ou,albo
916,stehen::V,estar em pé,stać
917,sitzen::V,estar sentado,siedzieć
918,liegen::V,jazer,leżeć
919,liegen::V,estar deitado,leżeć
920,hängen::V,pender,wisieć
921,hängen::V,estar pendurado,wisieć
922,werden::V,tornar-se,zostać
923,werden::V,tornar-se,stać się
924,passieren::V,acontecer,dziać się
925,passieren::V,acontecer,zdarzyć się
926,beginnen::V,começar,zacząć się
927,enden::V,acabar,kończyć się
928,enden::V,terminar,kończyć się
929,wechseln::V,variar,zmienić się
930,wechseln::V,alternar,zmienić się
931,aufgehen[Sonne]::V,nascer,wzejść
932,untergehen[Sonne]::V,pôr-se,zajść
933,scheinen[Sonne]::V,brilhar,świecić
934,donnern::V,trovejar,grzmieć
935,wehen::V,soprar,wiać
936,strömen::V,correr,płynąć
937,strömen::V,correr,lać się
938,fließen::V,fluir,ciec
939,fließen::V,fluir,płynąć
940,sich drehen::V,girar,obracać się
941,schwanken::V,oscilar,chwiać się
942,schwingen::V,vibrar,wahać się
943,fallen::V,cair,padać
944,brennen::V,arder,palić się
945,rauchen::V,fumegar,dymić
946,rauchen::V,fumegar,dymić się
947,regnen::V,chover,padać
948,gefrieren::V,gelar,zamarznąć
949,gefrieren::V,congelar,zamarznąć
950,tauen::V,derreter,tajać
951,tauen::V,descongelar,tajać
952,schmelzen::V,fundir-se,topnieć
953,trocknen::V,secar,schnąć
954,sieden::V,ferver,wrzeć
955,sieden::V,ferver,kipieć
956,faulen::V,estragar-se,gnić
957,verfaulen::V,apodrecer,zgnić
958,reißen::V,romper-se,urywać się
959,versinken::V,afundar-se,tonąć
960,vergehen::V,passar,przechodzić
961,erscheinen::V,aparecer,zjawiać się
962,verschwinden::V,desaparecer,zniknąć
963,sinken::V,descer,spadać
964,abnehmen::V,diminuir,spadać
965,abnehmen::V,decrescer,spadać
966,zunehmen::V,crescer,wzrosnąć
967,zunehmen::V,aumentar,wzrosnąć
968,steigen::V,subir,wzrastać
969,wachsen::V,crescer,rosnąć
970,glänzen::V,brilhar,błyszczeć
971,funkeln::V,cintilar,zabłyszczeć
972,lärmen::V,fazer barulho,hałasować
973,läuten::V,chocalhar,dzwonić
974,klingeln::V,tocar,dzwonić
975,klirren::V,tinir,brzęczeć
976,brausen::V,bramar,huczeć
977,rauschen::V,murmurar,szumieć
978,rauschen::V,murmurar,szeleścić
979,rauschen::V,rumorejar,szumieć
980,rauschen::V,rumorejar,szeleścić
981,klingen::V,soar,brzmieć
982,klingen::V,soar,dźwięczeć
983,bellen::V,ladrar,szczekać
984,heulen::V,uivar,wyć
985,blasen::V,soprar,dmuchnąć
986,pfeifen::V,assobiar,gwizdać
987,schreien::V,gritar,krzyczeć
988,stöhnen::V,gemer,stękać
989,zittern::V,tremer,drżeć
990,leben::V,viver,żyć
991,geboren werden::V,nascer,urodzić się
992,atmen::V,respirar,oddychać
993,trinken::V,beber,pić
994,essen::V,comer,jeść
995,schlucken::V,engolir,połknąć
996,müde werden::V,cansar-se,zmęczyć się
997,einschlafen::V,adormecer,zasnąć
998,schlafen::V,dormir,spać
999,aufwachen::V,acordar,obudzić się
1000,aufstehen::V,levantar-se,wstać
1001,sich erholen::V,descansar,wypoczywać
1002,krank werden::V,adoecer,zachorować
1003,krank werden::V,ficar doente,zachorować
1004,krank sein::V,estar doente,chorować
1005,schmerzen::V,doer,boleć
1006,husten::V,tossir,kaszlać
1007,genesen::V,convalescer,wyzdrowieć
1008,sterben::V,morrer,umrzeć
1009,umkommen::V,perecer,zginąć
1010,sich bewegen::V,mover-se,poruszać się
1011,sich rühren::V,mexer-se,ruszyć się
1012,sich erheben::V,levantar-se,podnieść się
1013,sich setzen::V,sentar-se,usiąść
1014,hinfallen::V,cair,upaść
1015,laufen::V,andar,chodzić
1016,laufen::V,caminhar,chodzić
1017,schreiten::V,andar,kroczyć
1018,schreiten::V,caminhar,kroczyć
1019,spazierengehen::V,passear,iść na spacer
1020,eilen::V,apressar-se,pospieszać
1021,sich beeilen::V,apressar-se,pospieszyć się
1022,sich beeilen::V,despachar-se,pospieszyć się
1023,sausen::V,correr,pędzić
1024,rennen::V,correr,biec
1025,rennen::V,correr,biegać
1026,springen::V,saltar,skakać
1027,klettern::V,trepar,wspinać się
1028,schaukeln::V,baloiçar,huśtać
1029,schaukeln::V,baloiçar,kołysać
1030,kriechen::V,rastejar,pełzać
1031,kriechen::V,rastejar,czołgać się
1032,kriechen::V,arrastar-se,pełzać
1033,kriechen::V,arrastar-se,czołgać się
1034,schwimmen::V,nadar,pływać
1035,tauchen::V,mergulhar,zanurzać się
1036,rudern::V,remar,wiosłować
1037,fahren::V,ir,jechać
1038,fliegen::V,voar,latać
1039,fliegen::V,voar,lecieć
1040,gehen::V,ir,iść
1041,gehen::V,andar,iść
1042,weggehen::V,partir,odejść
1043,weggehen::V,ir-se embora,odejść
1044,abfahren::V,sair,odjechać
1045,abfahren::V,partir,odjechać
1046,anhalten::V,parar,zatrzymać się
1047,hineingehen::V,entrar,wchodzić
1048,eintreten::V,entrar,wejść
1049,eintreten::V,entrar,nastąpić
1050,kommen::V,vir,przyjść
1051,ankommen::V,chegar,przybyć
1052,zurückkommen::V,voltar,wrócić
1053,zurückkommen::V,regressar,wrócić
1054,bleiben::V,ficar,zostać
1055,bleiben::V,permanecer,zostać
1056,warten::V,esperar,czekać
1057,erwarten::V,esperar,oczekiwać
1058,erwarten::V,aguardar,oczekiwać
1059,suchen::V,buscar,szukać
1060,suchen::V,procurar,szukać
1061,finden::V,achar,znaleźć
1062,finden::V,encontrar,znaleźć
1063,versuchen::V,tentar,próbować
1064,vorbereiten::V,preparar,przygotować
1065,lieben::V,amar,kochać
1066,lieben::V,querer,kochać
1067,mögen::V,gostar de,lubić
1068,lachen::V,rir,śmiać się
1069,lachen::V,rir-se,śmiać się
1070,rühren::V,comover,wzruszyć
1071,weinen::V,chorar,płakać
1072,schimpfen::V,ralhar,kląć
1073,sich ärgern::V,zangar-se,gniewać się
1074,sich fürchten::V,ter medo de,bać się
1075,sich fürchten::V,ter receio de,bać się
1076,fürchten::V,temer,bać się
1077,fürchten::V,recear,bać się
1078,fliehen::V,fugir,uciekać
1079,flüchten::V,refugiar-se,uciec
1080,sehen::V,ver,widzieć
1081,sehen::V,ver,zobaczyć
1082,anschauen::V,olhar,oglądać
1083,ansehen::V,mirar,popatrzeć na
1084,hören::V,ouvir,słyszeć
1085,zuhören::V,escutar,słuchać
1086,probieren::V,provar,kosztować
1087,probieren::V,saborear,kosztować
1088,riechen::V,cheirar,wąchać
1089,fühlen::V,sentir,czuć
1090,fühlen::V,sentir,odczuwać
1091,scheinen::V,parecer,wydawać się
1092,zu sehen sein::V,estar à vista,widnieć
1093,vernehmen::V,ouvir,usłyszeć
1094,frieren::V,ter frio,marznąć
1095,tun::V,fazer,czynić
1096,können::V,saber,móc
1097,können::V,saber,umieć
1098,wollen::V,querer,chcieć
1099,anfangen::V,iniciar,zacząć
1100,beenden::V,acabar,zakończyć
1101,beenden::V,terminar,zakończyć
1102,aufhören::V,cessar,przestać
1103,aufhören::V,desistir,przestać
1104,gelingen::V,sair bem,udać się
1105,gelingen::V,dar bom resultado,udać się
1106,geraten::V,sair,udać się
1107,geraten::V,dar resultado,udać się
1108,öffnen::V,abrir,otworzyć
1109,schließen::V,fechar,zamknąć
1110,stellen::V,pôr,postawić
1111,stellen::V,colocar,postawić
1112,setzen::V,pôr,posadzić
1113,setzen::V,meter,posadzić
1114,legen::V,pôr,kłaść
1115,legen::V,meter,kłaść
1116,berühren::V,tocar,dotykać
1117,verbinden::V,unir,łączyć
1118,verbinden::V,ligar,łączyć
1119,bedecken::V,cobrir,przykryć
1120,aufhängen::V,pendurar,powiesić
1121,anzünden::V,acender,zapalić
1122,aufheben::V,apanhar,podnieść
1123,aufheben::V,levantar,podnieść
1124,zurücklassen::V,deixar,zostawić
1125,verlieren::V,perder,zgubić
1126,fallen lassen::V,deixar cair,upuścić
1127,machen::V,fazer,zrobić
1128,herstellen::V,produzir,wytworzyć
1129,bauen::V,edificar,budować
1130,bauen::V,construir,budować
1131,reparieren::V,reparar,naprawiać
1132,reparieren::V,consertar,naprawiać
1133,verbessern::V,melhorar,ulepszyć
1134,ändern::V,mudar,zmienić
1135,ändern::V,alterar,zmienić
1136,graben::V,cavar,kopać
1137,beugen::V,curvar,zagiąć
1138,biegen::V,vergar,zgiąć
1139,drehen::V,girar,obracać
1140,wenden::V,virar,obrocić
1141,wenden::V,voltar,obrocić
1142,umdrehen::V,virar,obrocić
1143,umdrehen::V,revolver,obrocić
1144,heben::V,levantar,podnosić
1145,hochheben::V,erguer,podnieść
1146,hochheben::V,levantar,podnieść
1147,ergreifen::V,apanhar,chwycić
1148,halten::V,segurar,trzymać
1149,drücken::V,apertar,naciskać
1150,schieben::V,empurrar,pchać
1151,schieben::V,empurrar,posuwać
1152,kratzen::V,raspar,drapać
1153,lecken::V,lamber,lizać
1154,beißen::V,morder,kąsać
1155,abreißen::V,arrancar,oderwać
1156,abschneiden::V,talhar,odciąć
1157,binden::V,ligar,wiązać
1158,stecken::V,meter,wetknąć
1159,stecken::V,enfiar,wetknąć
1160,brechen::V,romper,złamać
1161,brechen::V,quebrar,złamać
1162,klopfen::V,bater,pukać
1163,klopfen::V,bater,stukać
1164,hauen::V,bater,bić
1165,kleben::V,colar,kleić
1166,reiben::V,esfregar,trzeć
1167,streichen::V,barrar,smarować
1168,schleifen::V,afiar,ostrzyć
1169,schneiden::V,cortar,ciąć
1170,schneiden::V,cortar,krajać
1171,rütteln::V,sacudir,trząść
1172,schütteln::V,abanar,trząść
1173,schütteln::V,sacudir,trząść
1174,schwenken::V,agitar,machać
1175,schütten::V,deitar,nasypać
1176,füllen::V,encher,napełnić
1177,einwickeln::V,envolver,zawinąć
1178,einwickeln::V,embrulhar,zawinąć
1179,tragen::V,levar,nieść
1180,tragen::V,trazer,nieść
1181,schleppen::V,arrastar,wlec
1182,ziehen::V,puxar,ciągnąć
1183,aufbewahren::V,guardar,przechowywać
1184,aufbewahren::V,conservar,przechowywać
1185,werfen::V,lançar,rzucać
1186,fangen::V,apanhar,łowić
1187,packen::V,agarrar,chwycić
1188,verstecken::V,esconder,ukryć
1189,verstecken::V,esconder,schować
1190,teilen::V,partir,podzielić
1191,teilen::V,dividir,podzielić
1192,schicken::V,enviar,posyłać
1193,bringen::V,trazer,przynieść
1194,hinzufügen::V,acrescentar,dodać
1195,bekommen::V,obter,dostać
1196,erhalten::V,receber,otrzymać
1197,nehmen::V,tomar,wziąć
1198,wählen::V,eleger,wybrać
1199,wählen::V,escolher,wybrać
1200,auswählen::V,escolher,wybrać
1201,auswählen::V,seleccionar,wybrać
1202,bewahren::V,guardar,zachować
1203,bewahren::V,conservar,zachować
1204,behindern::V,impedir,utrudnić
1205,behindern::V,impedir,przeszkadzać
1206,verderben::V,estragar,zepsuć
1207,verderben::V,corromper,zepsuć
1208,beschädigen::V,danificar,uszkodzić
1209,zerbrechen::V,romper,złamać
1210,zerbrechen::V,quebrar,złamać
1211,zerreißen::V,rasgar,drzeć
1212,zerreißen::V,rasgar,rozdzierać
1213,zerstören::V,destruir,zniszczyć
1214,verbrennen::V,queimar,spalić
1215,geben::V,dar,dać
1216,reichen::V,passar,podać
1217,schenken::V,oferecer,darować
1218,versprechen::V,prometer,obiecać
1219,wünschen::V,desejar,życzyć
1220,loben::V,louvar,chwalić
1221,küssen::V,beijar,całować
1222,wiegen::V,embalar,kołysać
1223,zudecken::V,tapar,przykryć
1224,zudecken::V,cobrir,przykryć
1225,wecken::V,acordar,zbudzić
1226,wecken::V,despertar,zbudzić
1227,zeigen::V,mostrar,pokazać
1228,führen::V,guiar,wieść
1229,führen::V,guiar,prowadzić
1230,führen::V,conduzir,wieść
1231,führen::V,conduzir,prowadzić
1232,lehren::V,ensinar,uczyć
1233,unterrichten::V,instruir,nauczać
1234,aufziehen::V,criar,wychować
1235,leiten::V,dirigir,kierować
1236,leiten::V,conduzir,kierować
1237,antreiben::V,impelir,popędzić
1238,lassen::V,fazer,zostawić
1239,einladen::V,convidar,zaprosić
1240,vereinigen::V,unir,zjednoczyć
1241,vereinigen::V,reunir,zjednoczyć
1242,besuchen::V,ir ver,odwiedzić
1243,besuchen::V,visitar,odwiedzić
1244,treffen::V,encontrar,trafić
1245,treffen::V,encontrar,spotkać
1246,sich versammeln::V,reunir-se,zebrać się
1247,sich versammeln::V,reunir-se,zgromadzić się
1248,spielen::V,jogar,grać
1249,spielen::V,jogar,bawić się
1250,spielen::V,brincar,grać
1251,spielen::V,brincar,bawić się
1252,singen::V,cantar,śpiewać
1253,tanzen::V,bailar,pląsać
1254,tanzen::V,bailar,tańczyć
1255,sich trennen::V,apartar-se,rozstać się
1256,verlassen::V,deixar,opuścić
1257,verlassen::V,abandonar,opuścić
1258,retten::V,salvar,ocalić
1259,retten::V,salvar,uratować
1260,bewachen::V,vigiar,pilnować
1261,bewachen::V,guardar,pilnować
1262,schützen::V,proteger,ochronić
1263,verteidigen::V,defender,bronić
1264,sich schlagen::V,brigar,pobić się
1265,sich schlagen::V,bater-se,pobić się
1266,schießen::V,disparar,strzelać
1267,siegen::V,vencer,zwycziężyć
1268,ärgern::V,irritar,gniewać
1269,ärgern::V,aborrecer,gniewać
1270,schlagen::V,bater,bić
1271,schlagen::V,bater,uderzyć
1272,treten::V,pisar,kopnąć
1273,stechen::V,picar,ukłuć
1274,stoßen::V,empurrar,popchnąć
1275,stehlen::V,furtar,ukraść
1276,stören::V,perturbar,zakłócić
1277,stören::V,perturbar,przeszkodzić
1278,belästigen::V,incomodar,dokuczać
1279,belästigen::V,importunar,dokuczać
1280,verbergen::V,ocultar,ukryć
1281,verbergen::V,esconder,ukryć
1282,täuschen::V,iludir,łudzić
1283,täuschen::V,enganar,łudzić
1284,betrügen::V,burlar,oszukać
1285,betrügen::V,enganar,oszukać
1286,töten::V,matar,zabić
1287,wohnen::V,morar,mieszkać
1288,arbeiten::V,trabalhar,pracować
1289,sammeln::V,recolher,zebrać
1290,sammeln::V,coleccionar,zebrać
1291,pflücken::V,colher,zerwać
1292,jagen::V,caçar,polować
1293,fischen::V,pescar,łowić ryby
1294,fassen::V,apanhar,złapać
1295,hüten::V,guardar,paść
1296,treiben::V,conduzir,pędzić
1297,anbinden::V,atar,przywiązać
1298,füttern::V,dar de comer a,karmić
1299,melken::V,ordenhar,doić
1300,hacken::V,rachar,rąbać
1301,gießen::V,regar,lać
1302,gießen::V,regar,podlać
1303,reifen::V,amadurecer,dojrzeć
1304,zubereiten::V,preparar,przyrządzić
1305,kochen::V,cozer,gotować
1306,backen::V,cozer,piec
1307,braten::V,assar,piec
1308,braten::V,assar,smażyć
1309,braten::V,fritar,piec
1310,braten::V,fritar,smażyć
1311,umrühren::V,remexer,przemieszać
1312,stricken::V,tricotar,dziać
1313,stricken::V,fazer malha,dziać
1314,nähen::V,coser,szyć
1315,nähen::V,costurar,szyć
1316,färben::V,tingir,pofarbować
1317,färben::V,colorir,pofarbować
1318,reinigen::V,limpar,oczyścić
1319,reinigen::V,purificar,oczyścić
1320,waschen::V,lavar,prać
1321,abwischen::V,limpar,obetrzeć
1322,abwischen::V,esfregar,obetrzeć
1323,spülen::V,lavar,płukać
1324,spülen::V,enxaguar,płukać
1325,fegen::V,varrer,zamiatać
1326,kehren::V,varrer,zamieść
1327,baden::V,banhar,kąpać się
1328,baden::V,tomar banho,kąpać się
1329,sich waschen::V,lavar-se,myć się
1330,ausziehen::V,despir,zdjąć
1331,anziehen::V,vestir,włożyć
1332,sich anziehen::V,vestir-se,ubrać się
1333,kämmen::V,pentear,uczesać
1334,schmücken::V,adornar,ozdabiać
1335,sagen::V,dizer,powiedzieć
1336,sprechen::V,falar,mówić
1337,reden::V,falar,mówić
1338,sich unterhalten::V,conversar,rozmawiać
1339,fragen::V,perguntar,zapytać
1340,bitten::V,pedir,prosić
1341,erzählen::V,contar,opowiedzieć
1342,mitteilen::V,comunicar,zawiadomić o
1343,mitteilen::V,participar,zawiadomić o
1344,nennen::V,nomear,nazwać
1345,nennen::V,apelidar,nazwać
1346,rufen::V,chamar,wołać
1347,prahlen::V,gabar-se,chełpić się
1348,prahlen::V,vangloriar-se,chełpić się
1349,übersetzen::V,traduzir,tłumaczyć
1350,denken::V,pensar,myśleć
1351,glauben::V,crer,sądzić
1352,glauben::V,crer,wierzyć
1353,bemerken::V,notar,zauważyć
1354,bemerken::V,observar,zauważyć
1355,erkennen::V,reconhecer,poznać
1356,begreifen::V,apreender,zrozumieć
1357,begreifen::V,compreender,zrozumieć
1358,verstehen::V,entender,rozumieć
1359,verstehen::V,entender,dosłyszeć
1360,verstehen::V,compreender,rozumieć
1361,verstehen::V,compreender,dosłyszeć
1362,lernen::V,aprender,uczyć się
1363,wissen::V,saber,wiedzieć
1364,sich erinnern an::V,lembrar-se de,przypomnieć sobie
1365,sich erinnern an::V,recordar-se de,przypomnieć sobie
1366,vergessen::V,esquecer,zapomnieć
1367,messen::V,medir,mierzyć
1368,zählen::V,contar,liczyć
1369,rechnen::V,calcular,rachować
1370,lesen::V,ler,czytać
1371,malen::V,pintar,malować
1372,zeichnen::V,desenhar,rysować
1373,schreiben::V,escrever,pisać
1374,besitzen::V,possuir,posiadać
1375,kaufen::V,comprar,kupić
1376,verkaufen::V,vender,sprzedać
1377,bezahlen::V,pagar,zapłacić
1378,zahlen::V,pagar,płacić
1379,beherrschen::V,imperar,opanować
1380,ertragen::V,suportar,znieść
