,Concept_ID,tt,uz
784,rauchen::V,төтенләү,tutamoq
785,regnen::V,яву,yomg'ir yog'moq
786,gefrieren::V,кату,muzlamoq
787,tauen::V,эрү,ärimoq
788,tauen::V,эретү,ärimoq
789,schmelzen::V,эрү,ärimoq
790,schmelzen::V,эретү,ärimoq
791,trocknen::V,кибү,qurimoq
792,sieden::V,ургылу,qaynamoq
793,faulen::V,черү,chirimoq
794,verfaulen::V,черү,chirimoq
795,reißen::V,өзелү,qayt qilmoq
796,versinken::V,бату,g'arq bo'lmoq
797,vergehen::V,авышу,o'tmoq
798,erscheinen::V,пәйда булу,zuhur ätmoq
799,verschwinden::V,югалу,yo'qolmoq
800,verschwinden::V,юк булу,yo'qolmoq
801,sinken::V,кимү,pasaymoq
802,sinken::V,кайту,pasaymoq
803,abnehmen::V,азаю,kamaymoq
804,zunehmen::V,арту,urchimoq
805,zunehmen::V,күбәю,urchimoq
806,zunehmen::V,ишәю,urchimoq
807,steigen::V,үсү,oshmoq
808,wachsen::V,үсү,o'smoq
809,glänzen::V,ялкылдау,porlamoq
810,funkeln::V,ялтырау,yalt ätmoq
811,lärmen::V,шаулау,taraq ätmoq
812,läuten::V,шалтырату,jiringlamoq
813,klingeln::V,шалтырату,jiringlamoq
814,klirren::V,чылтырау,sharaqlamoq
815,brausen::V,давыллау,vag'illamoq
816,brausen::V,дулау,vag'illamoq
817,rauschen::V,кыштырдау,shitirlamoq
818,klingen::V,ишетелү,yangramoq
819,bellen::V,өрү,hurmoq
820,heulen::V,улау,uvlamoq
821,blasen::V,өрү,puflamoq
822,pfeifen::V,сызгырту,xushtak chalmoq 
823,schreien::V,кычкыру,qiyqirmoq
824,stöhnen::V,ыңгырашу,nola qilmoq
825,zittern::V,калтырау,titramoq
826,zittern::V,калтырану,titramoq
827,leben::V,яшәү,yashamoq
828,leben::V,гомер итү,yashamoq
829,geboren werden::V,туу,tug'ilmoq
830,atmen::V,сулау,nafas chiqarmoq
831,trinken::V,эчү,ichmoq
832,essen::V,ашау,emoq
833,schlucken::V,йоту,yutmoq
834,müde werden::V,ялыгу,horimoq
835,müde werden::V,йөгенү,horimoq
836,einschlafen::V,йокыга китү,uxlab qolmoq
837,schlafen::V,йоклау,uxlamoq
838,aufwachen::V,уяну,uyg'onmoq
839,aufstehen::V,тору,qo'pmoq
840,sich erholen::V,ял алу,dam olmoq
841,sich erholen::V,истирахәт итү,dam olmoq
842,krank werden::V,чирләү,kasallanmoq
843,krank sein::V,чирләү,betob yotmoq
844,schmerzen::V,авырту,og'rimoq
845,husten::V,ютәлләү,yo'talmoq
846,genesen::V,савыгу,tuzalmoq
847,genesen::V,сәламәтләнү,tuzalmoq
848,sterben::V,үлү,o'lmoq
849,sterben::V,дөнья кую,o'lmoq
850,sterben::V,вафат булу,o'lmoq
851,umkommen::V,үлү,halok bo'lmoq
852,sich bewegen::V,йөрү,harakat qilmoq
853,sich rühren::V,кыймылдау,qimirlamoq
854,sich erheben::V,басу,qo'pmoq
855,sich setzen::V,утыру,o'tirmoq
856,hinfallen::V,егылу,yiqilmoq
857,laufen::V,җәяүләү,yurmoq
858,schreiten::V,атлау,yurmoq
859,spazierengehen::V,йөрү,sayr ätmoq
860,spazierengehen::V,йөргенү,sayr ätmoq
861,eilen::V,ашыгу,tezlamoq
862,sich beeilen::V,ашыгу,shoshmoq
863,sich beeilen::V,кызулау,shoshmoq
864,sausen::V,җилдерү,chopqillamoq
865,rennen::V,йөгерү,yugurmoq
866,springen::V,сикерү,sakramoq
867,klettern::V,үрмәләү,yuqorilamoq
868,schaukeln::V,атыну,irg'amoq
869,kriechen::V,шуышу,ämaklamoq
870,kriechen::V,үрмәләү,ämaklamoq
871,schwimmen::V,йөзү,suzmoq
872,tauchen::V,чуму,chu'mmoq
873,rudern::V,ишү,eshkak eshmoq
874,fahren::V,бару,haydamoq
875,fliegen::V,очу,uchmoq
876,gehen::V,йөрү,bormoq
877,weggehen::V,китү,ketoq
878,abfahren::V,кузгалу,jo'namoq
879,anhalten::V,тукталу,to'xtamoq
880,hineingehen::V,инү,kirmoq
881,eintreten::V,инү,kirmoq
882,kommen::V,килү,kelmoq
883,ankommen::V,бару,etib kelmoq
884,zurückkommen::V,кире кайту,qaytib kelmoq
885,bleiben::V,калу,qolmoq
886,warten::V,көтү,poylamoq
887,erwarten::V,көтү,kutmoq
888,suchen::V,эзләү,izlamoq
889,finden::V,табу,topmoq
890,versuchen::V,маташу,chalishmoq
891,vorbereiten::V,хәзерләү,hozirlamoq
892,lieben::V,сөю,sevmoq
893,lieben::V,ярату,sevmoq
894,mögen::V,өнәү,ardoqlamoq
895,lachen::V,көлү,kulmoq
896,rühren::V,дулкынландыру,ta'sirlantirmoq
897,weinen::V,елау,yig'lamoq
898,schimpfen::V,сүгү,koyinmoq
899,schimpfen::V,сүгенү,koyinmoq
900,sich ärgern::V,ачулану,g'azab qilmoq
901,sich fürchten::V,курку,hurkmoq
902,fürchten::V,калтырау,qo'rqmoq
903,fürchten::V,калтырану,qo'rqmoq
904,fliehen::V,арка бирү,qochmoq
905,flüchten::V,качу,qochmoq
906,sehen::V,күрү,ko'rmoq
907,anschauen::V,карау,razm solmoq
908,ansehen::V,карау,razm qilmoq
909,ansehen::V,күзәтү,razm qilmoq
910,hören::V,ишетү,äshitmoq
911,zuhören::V,тыңлау,tinglamoq
912,probieren::V,тату,tatib ko'rmoq
913,riechen::V,иснәү,iskamoq
914,fühlen::V,тою,sezmoq
915,fühlen::V,сизү,sezmoq
916,scheinen::V,күренү,tuyilmoq
917,zu sehen sein::V,күренү,ko'rinmoq
918,vernehmen::V,ишетү,äshitmoq
919,frieren::V,өшү,sovuq qotmoq
920,frieren::V,күшегү,sovuq qotmoq
921,tun::V,итү,ätmoq
922,können::V,алу,-a olmoq
923,können::V,алу,-y olmoq
924,wollen::V,теләү,istamoq
925,anfangen::V,керешү,boshlamoq
926,beenden::V,бетерү,bitirmoq
927,beenden::V,тәмамлау,bitirmoq
928,aufhören::V,бетү,tinmoq
929,gelingen::V,уңу,muvaffaqiyat qozonmoq
930,geraten::V,сабышу,bo'lmoq
931,öffnen::V,ачу,ochmoq
932,schließen::V,ябу,yopmoq
933,stellen::V,кую,qo'ymoq
934,setzen::V,утырту,o'tqazmoq
935,legen::V,яткыру,yotqizmoq
936,berühren::V,тию,tegmoq
937,verbinden::V,ялгау,ulamoq
938,bedecken::V,өрту,bekitmoq
939,bedecken::V,каплау,bekitmoq
940,bedecken::V,томалау,bekitmoq
941,aufhängen::V,асу,ildirmoq
942,anzünden::V,кабызу,yondirmoq
943,aufheben::V,күтәрү,ko'tarmoq
944,zurücklassen::V,калдыру,ayrilmoq
945,verlieren::V,югалту,yo'qotmoq
946,fallen lassen::V,төшерү,tushirmoq
947,machen::V,ясау,qilmoq
948,machen::V,эшләү,qilmoq
949,herstellen::V,ясау,chiqarmoq
950,bauen::V,кору,solmoq
951,reparieren::V,төзәтү,tuzatmoq
952,verbessern::V,яхшырту,isloh qilmoq
953,ändern::V,үзгәртү,o'zgartirmoq
954,graben::V,казу,qazimoq
955,beugen::V,ию,bukmoq
956,biegen::V,бөгү,bukmoq
957,drehen::V,бору,aylantirmoq
958,drehen::V,бөтерү,aylantirmoq
959,wenden::V,бору,burmoq
960,umdrehen::V,түнтәрү,ag'darmoq
961,heben::V,күтәрү,yuksaltirmoq
962,hochheben::V,күтәрү,ko'tarmoq
963,ergreifen::V,эләктерү,tutamlamoq
964,halten::V,тоту,tutmoq
965,drücken::V,кысу,bosmoq
966,schieben::V,кузгату,surmoq
967,kratzen::V,тырнау,qashimoq
968,lecken::V,ялау,mijimoq
969,beißen::V,тешләү,tishlamoq
970,abreißen::V,өзү,emirmoq
971,abschneiden::V,кыю,cho'rt kesmoq
972,abschneiden::V,кисү,cho'rt kesmoq
973,binden::V,бәйләү,bog'lamoq
974,stecken::V,төртү,suqmoq
975,stecken::V,тыгу,suqmoq
976,brechen::V,сындыру,sindirmoq
977,klopfen::V,шаку,dukurlamoq
978,klopfen::V,шакылдау,dukurlamoq
979,hauen::V,кыйнау,urmoq
980,kleben::V,ябыштыру,yopishtirmoq
981,reiben::V,ышку,surkamoq
982,streichen::V,ягу,surkamoq
983,schleifen::V,кайрау,qayramoq
984,schneiden::V,кисү,kesmoq
985,rütteln::V,селкетү,chayqamoq
986,schütteln::V,селкетү,chayqamoq
987,schwenken::V,болгау,chayqatmoq
988,schütten::V,кою,quymoq
989,füllen::V,тутыру,to'ldirmoq
990,einwickeln::V,төрү,chulg'amoq
991,tragen::V,ташу,tashimoq
992,schleppen::V,сөйрәү,sudramoq
993,schleppen::V,өстерәү,sudramoq
994,ziehen::V,тарту,tortmoq
995,aufbewahren::V,саклау,tutmoq
996,werfen::V,ыргыту,tashlamoq
997,fangen::V,тоту,tutmoq
998,packen::V,эләктерү,opqochmoq
999,verstecken::V,яшерү,yashirmoq
1000,teilen::V,бүлү,bo'lmoq
1001,schicken::V,җибәрү,yubormoq
1002,bringen::V,китерү,keltirmoq
1003,hinzufügen::V,өстәү,tirkamoq
1004,bekommen::V,алу,olmoq
1005,erhalten::V,алу,olmoq
1006,nehmen::V,алу,olmoq
1007,wählen::V,сайлау,saylamoq
1008,auswählen::V,сайлау,saylamoq
1009,bewahren::V,саклау,saqlamoq
1010,behindern::V,комачаулау,xalal bermoq
1011,verderben::V,бозу,xazon qilmoq
1012,beschädigen::V,бозу,buzmoq
1013,zerbrechen::V,вату,sindirmoq
1014,zerreißen::V,өзү,yirtmoq
1015,zerreißen::V,ерту,yirtmoq
1016,zerstören::V,җимерү,vayron qilmoq
1017,verbrennen::V,яндыру,kuydirmoq
1018,verbrennen::V,көйдерү,kuydirmoq
1019,geben::V,бирү,bermoq
1020,reichen::V,тапшыру,bermoq
1021,schenken::V,бүләкләү,sovg'a qilmoq
1022,versprechen::V,вәгъдә бирү,va'da bermoq
1023,wünschen::V,котлау,orziqmoq
1024,loben::V,мактау,maqtamoq
1025,küssen::V,үбү,o'pmoq
1026,wiegen::V,тирбәтү,tebratmoq
1027,zudecken::V,ябу,yopmoq
1028,zudecken::V,бөркәү,yopmoq
1029,wecken::V,уяту,uyg'otmoq
1030,zeigen::V,күрсәтү,ko'rsatmoq
1031,führen::V,йөртү,boshlik bo'lmoq
1032,lehren::V,өйрәтү,o'rgatmoq
1033,unterrichten::V,укыту,dars bermoq
1034,aufziehen::V,асрау,o'stirmoq
1035,leiten::V,җитәкләү,boshqarmoq
1036,antreiben::V,куалау,shoshiltirmoq
1037,antreiben::V,әйдәләү,shoshiltirmoq
1038,antreiben::V,ашыктыру,shoshiltirmoq
1039,lassen::V,мәҗбүр итү,ruxsat bermoq
1040,einladen::V,чакыру,taklif kilmoq
1041,vereinigen::V,берләштерү,qo'shmoq
1042,besuchen::V,керешү,mehmonga bormoq
1043,treffen::V,очрату,duchor bo'lmoq
1044,sich versammeln::V,җыелышу,to'planmoq
1045,spielen::V,уйнау,o'ynamoq
1046,singen::V,җырлау,yalla qilmoq
1047,tanzen::V,бию,raqs qilmoq
1048,sich trennen::V,аерылу,yakkalanmoq
1049,sich trennen::V,ташлашу,yakkalanmoq
1050,verlassen::V,ташлау,qoldirmoq
1051,verlassen::V,калдыру,qoldirmoq
1052,retten::V,коткару,qutqazmoq
1053,bewachen::V,каравыллау,qo'rimoq
1054,schützen::V,ышыклау,yoniga olmoq
1055,verteidigen::V,яклау,yoqlamoq
1056,verteidigen::V,саклау,yoqlamoq
1057,sich schlagen::V,сугышу,yoqalashmoq
1058,schießen::V,ату,otmoq
1059,siegen::V,җиңү,engmoq
1060,ärgern::V,ачуландыру,jahl chiqarmoq
1061,schlagen::V,ору,urmoq
1062,schlagen::V,бәрү,urmoq
1063,schlagen::V,тукмау,urmoq
1064,treten::V,тибү,tepmoq
1065,stechen::V,кадау,qadamoq
1066,stoßen::V,этү,turtmoq
1067,stehlen::V,урлау,o'g'rilamoq
1068,stören::V,комачаулау,tebratmoq
1069,belästigen::V,борчу,g'ashini keltirmoq
1070,belästigen::V,билмазалау,g'ashini keltirmoq
1071,verbergen::V,яшерү,berkitmoq
1072,täuschen::V,алдату,aldamoq
1073,betrügen::V,хәрәмләшү,tirriq qilmoq
1074,töten::V,үтерү,o'ldirmoq
1075,wohnen::V,яшәү,istiqomat qilmoq
1076,arbeiten::V,эшләү,ishlamoq
1077,sammeln::V,туплау,yig'moq
1078,pflücken::V,өзү,termoq
1079,jagen::V,аулау,ov qilmoq
1080,fischen::V,балык тоту,baliq ovlamoq
1081,fassen::V,тоту,ilinmoq
1082,hüten::V,көтү,boqtirmoq
1083,treiben::V,куалау,haydamoq
1084,anbinden::V,бәйләү,bog'lamoq
1085,füttern::V,туйдыру,edirmoq
1086,melken::V,саву,sog'moq
1087,hacken::V,чабу,chopmoq
1088,gießen::V,сугару,oqizmoq
1089,reifen::V,җитешү,qizarmoq
1090,zubereiten::V,пешеренү,pishirmoq
1091,kochen::V,пешерү,qaynatmoq
1092,kochen::V,кайнату,qaynatmoq
1093,backen::V,пешерү,yopmoq
1094,braten::V,куыру,qovurmoq
1095,braten::V,кыздыру,qovurmoq
1096,umrühren::V,бутау,atalamoq
1097,umrühren::V,болгату,atalamoq
1098,stricken::V,бәйләү,to'qimoq
1099,nähen::V,тегү,tikmoq
1100,färben::V,ману,bo'yoqlamoq
1101,reinigen::V,чистарту,tozalamoq
1102,waschen::V,юу,yuvmoq
1103,abwischen::V,сөртү,surkamoq
1104,spülen::V,чайкау,chaymoq
1105,fegen::V,себерү,cho'tkalamoq
1106,kehren::V,себерү,supurmoq
1107,baden::V,коену,cho'milmoq
1108,sich waschen::V,юыну,yuvinmoq
1109,ausziehen::V,чишенү,echintirmoq
1110,anziehen::V,кию,kiymoq
1111,sich anziehen::V,киенү,kiyinmoq
1112,kämmen::V,тарау,taramoq
1113,schmücken::V,бизәү,yasatmoq
1114,schmücken::V,бизәкләү,yasatmoq
1115,sagen::V,дию,aytmoq
1116,sagen::V,әйтү,aytmoq
1117,sprechen::V,сөйләү,so'zlamoq
1118,sprechen::V,сөйләшү,so'zlamoq
1119,reden::V,сөйләү,gapirmoq
1120,sich unterhalten::V,сөйләшү,suhbatlashmoq
1121,fragen::V,сорау,so'ramoq
1122,fragen::V,сорашу,so'ramoq
1123,bitten::V,үтенү,iltimos qilmoq
1124,erzählen::V,сөйләү,aytib bermoq
1125,mitteilen::V,белдерү,bildirmoq
1126,nennen::V,дию,atamoq
1127,rufen::V,дәшү,chaqirmoq
1128,prahlen::V,мактану,gerdaymoq
1129,prahlen::V,шапырыну,gerdaymoq
1130,übersetzen::V,күчерү,tarjima qilmoq
1131,denken::V,уйлау,o'ylamoq
1132,glauben::V,инану,ishonmoq
1133,bemerken::V,искәрү,payqamoq
1134,erkennen::V,тану,tanimoq
1135,begreifen::V,аңлау,tushunmoq
1136,begreifen::V,төшенү,tushunmoq
1137,verstehen::V,аңлау,anglamoq
1138,verstehen::V,төшенү,anglamoq
1139,lernen::V,уку,o'qimoq
1140,lernen::V,өйрәнү,o'qimoq
1141,wissen::V,белү,bilmoq
1142,sich erinnern an::V,хәтерләү,äsni tanimoq
1143,vergessen::V,оныту,unutmoq
1144,messen::V,үлчәү,o'lchamoq
1145,zählen::V,санау,raqamlamoq
1146,rechnen::V,исәпләү,cho'tlamoq
1147,lesen::V,уку,o'qimoq
1148,malen::V,рәсем ясау,rasm solmoq
1149,malen::V,сурәт ясау,rasm solmoq
1150,malen::V,сурәтләү,rasm solmoq
1151,zeichnen::V,язу-сызу,chizmoq
1152,zeichnen::V,сурәт ясау,chizmoq
1153,schreiben::V,язу,yozmoq
1154,besitzen::V,биләү,ägalamoq
1155,kaufen::V,алу,olmoq
1156,verkaufen::V,сату,sotmoq
1157,bezahlen::V,түләү,to'lamoq
1158,zahlen::V,түләү,to'lamoq
1159,beherrschen::V,ия булу,ägalamoq
1160,ertragen::V,чыдау,chidamoq
