,Concept_ID,kk,mn
774,glatt::A,типыл,цагаан
775,hart::A,қатты,хатуу
776,weich::A,жұмсақ,зөөлөн
777,rund::A,домалақ,дугуй
778,rund::A,домалақ,дугариг
779,spitz::A,үшкір,шовх
780,spitz::A,үшкір,шовгор
781,scharf::A,сүйрік,хурц
782,scharf::A,сүйрік,иртэй
783,stumpf::A,доғал,мохоо
784,stumpf::A,өтпейтін,мохоо
785,schwer::A,салмақты,хүнд
786,schön::A,сұлу,гуа
787,schön::A,сұлу,сайхан
788,heiß::A,ыссы,халуун
789,warm::A,жылы,дулаан
790,kalt::A,аязды,хүйтэн
791,kühl::A,салқын,сэрүүн
792,frisch::A,таза,эрүүл
793,frisch::A,таза,жихүүн
794,frisch::A,жаңа,эрүүл
795,frisch::A,жаңа,жихүүн
796,feucht::A,нам,чийгтэй
797,feucht::A,дымқылды,чийгтэй
798,nass::A,сулы,нойтон
799,trocken::A,құрғақ,хатсан
800,voll::A,толы,дүүрэн
801,leer::A,бос,хоосон
802,offen::A,ашып қойылған,онгорхой
803,geschlossen::A,жабулы,битүү
804,geschlossen::A,жабулы,хаалтай
805,sauber::A,дақсыз,цэвэр
806,sauber::A,дақсыз,хиргүй
807,sauber::A,мұнтаздай,цэвэр
808,sauber::A,мұнтаздай,хиргүй
809,schmutzig::A,айғыз,бохир
810,schmutzig::A,айғыз,хиртэй
811,schmutzig::A,сатпақ,бохир
812,schmutzig::A,сатпақ,хиртэй
813,schmutzig::A,сатал-сатал,бохир
814,schmutzig::A,сатал-сатал,хиртэй
815,roh::A,шикі,түүхий
816,reif::A,піскен,болсон
817,lecker::A,дәмді,амттай
818,süß::A,тәтті,амттай
819,süß::A,тәтті,чихэрлэг
820,bitter::A,ащы,гашуун
821,sauer::A,қышқыл,эсгэлэн
822,hell::A,жарық,гэгээн
823,hell::A,жарық,гэрэлтэй
824,hell::A,жарқын,гэгээн
825,hell::A,жарқын,гэрэлтэй
826,dunkel::A,қараңғы,бараан
827,dunkel::A,қараңғы,харанхуй
828,schwarz::A,қара,хар
829,weiß::A,ақ,цагаан
830,rot::A,қызыл,улаан
831,gelb::A,сары,шар
832,blau::A,көк,хөх
833,blau::A,көк,цэнхэр
834,grün::A,жасыл,ногоон
835,grau::A,бозамық,орог
836,grau::A,бозамық,саарал
837,bunt::A,алабажак,эрээн
838,billig::A,арзан,хямд
839,teuer::A,бағалы,үнэтэй
840,wertvoll::A,құнды,үнэт
841,wertvoll::A,қымбат,үнэт
842,blind::A,көзсіз,сохор
843,blind::A,көр,сохор
844,blind::A,көр_соқыр,сохор
845,taub::A,керең,чих хатуу
846,taub::A,саңырау,чих хатуу
847,kräftig::A,қуатты,чийрэг
848,kräftig::A,қарымды,чийрэг
849,stark::A,білекті,хүчтэй
850,stark::A,білекті,чадалтай
851,schwach::A,әлсіз,сул
852,schwach::A,күшсіз,сул
853,schwach::A,қайратсыз,сул
854,fett::A,семіз,тарган
855,fett::A,семіз,голигор
856,schlank::A,ашаң,голшиг
857,hübsch::A,ажарлы,сайхан
858,hübsch::A,ажарлы,хөөрхөн
859,hübsch::A,шырайлы,сайхан
860,hübsch::A,шырайлы,хөөрхөн
861,böse::A,өш,муу
862,böse::A,өш,хортой
863,böse::A,сұм,муу
864,böse::A,сұм,хортой
865,böse::A,жауыз,муу
866,böse::A,жауыз,хортой
867,dumm::A,көкми,тэнэг
868,dumm::A,ақымақ,тэнэг
869,dumm::A,миы жоқ,тэнэг
870,faul::A,жалқау,залхуу
871,faul::A,еріншек,залхуу
872,fleißig::A,ұқыпты,чармайлтгай
873,geizig::A,сараң,харамч
874,klug::A,жетік,цэцэн
875,klug::A,ақылды,цэцэн
876,geschickt::A,шебер,дүйтэй
877,lieb::A,абзал,хайрт
878,lieb::A,айналайын,хайрт
879,lustig::A,көңілді,цэнгэлтэй
880,sanft::A,жуас,наалинхай
881,hungrig::A,аш,өлөн
882,hungrig::A,аш,өлссөн
883,krank::A,кеселді,өвчтэй
884,nackt::A,жалаңаш,нүцгэн
885,traurig::A,қапа,гунигт
886,lebendig::A,тірі,амьд
887,lebendig::A,тірі,амьтай
888,lebendig::A,жанды,амьд
889,lebendig::A,жанды,амьтай
890,gut::A,жақсы,сайн
891,schlecht::A,жаман,муу
892,schlecht::A,жаман,өөдгүй
893,richtig::A,дұрыс,зөв
894,richtig::A,дұрыс,зүйтэй
895,schlimm::A,жаман,муухай
896,wahr::A,нағыз,үнэн
897,wahr::A,нағыз,жинхэнэ
898,alt::A,ескі,хуучин
899,neu::A,жаңа,шинэ
900,ehemalig::A,өткен,агсан
901,ehemalig::A,өткен,байсан
902,ehemalig::A,бұрынғы,агсан
903,ehemalig::A,бұрынғы,байсан
904,alt[Lebewesen]::A,кексе,өвгөн
905,alt[Lebewesen]::A,кексе,хижээл
906,jung::A,науша,залуу
907,arm::A,кедей,ядуу
908,arm::A,дәулетсіз,ядуу
909,reich::A,малды,баян
910,reich::A,малды,баялаг
911,bekannt::A,таныс,танил
912,bekannt::A,көзтаныс,танил
913,berühmt::A,атақты,цуутай
914,berühmt::A,атақты,алдартай
915,fremd::A,бөтен,харь
916,fremd::A,бөтен,гадаад
917,verschieden::A,түрлі,ондоо
918,verschieden::A,түрлі,янз янзын
919,nah::A,жуық,ойрын
920,nah::A,жуық,дөтийн
921,nah::A,етене,ойрын
922,nah::A,етене,дөтийн
923,fern::A,алыс,холын
924,fern::A,алыстағы,холын
925,linker::A,сол,буруу
926,linker::A,солшыл,буруу
927,rechter::A,оң,баруун
928,anderer::A,өзге,өөр
929,anderer::A,өзге,нөгөө
930,anderer::A,былайғы,өөр
931,anderer::A,былайғы,нөгөө
932,erster::A,алғашқы,нэгдэх
933,erster::A,алғашқы,нэгдүгээр
934,zweiter::A,екінші,хоёрдугаар
935,dritter::A,үшінші,гуравдугаар
936,letzter::A,артқы,сүүлийн
937,letzter::A,кейінгі,сүүлийн
938,allein::ADV,серіксіз,ганцаараа
939,auf einmal::ADV,бірден,нэгмөсөн
940,zusammen::ADV,бірлесіп,цуг
941,zusammen::ADV,бірлесіп,хамт
942,lange::ADV,ұзақ,удаан
943,plötzlich::ADV,кенет,гэнэт
944,sofort::ADV,әне-міне дегенше,дороо
945,später::ADV,артынан,дараа
946,jetzt::ADV,енді,өнөө
947,jetzt::ADV,қазір,өнөө
948,heute::ADV,бүгін,өнөө
949,heute::ADV,бүгін,өнөөдөр
950,morgen::ADV,ертең,маргааш
951,morgen::ADV,ертең,маргаадар
952,bald::ADV,тез,түргэн
953,bald::ADV,тез,удахгүй
954,dann::ADV,онан соң,хожим
955,dann::ADV,онан соң,тэгээд
956,dann::ADV,сонан соң,хожим
957,dann::ADV,сонан соң,тэгээд
958,gestern::ADV,кеше,өчигдөр
959,einst::ADV,бірде,нэг
960,einst::ADV,бір кезде,нэг
961,damals::ADV,анада,тэгэхэд
962,danach::ADV,онан соң,тэгээд
963,danach::ADV,онан соң,дараа нь
964,danach::ADV,сонан соң,тэгээд
965,danach::ADV,сонан соң,дараа нь
966,vorher::ADV,бұрын,урьд
967,zuerst::ADV,әуелі,анх
968,zuerst::ADV,әуелі,эхлээд
969,zuerst::ADV,алдымен,анх
970,zuerst::ADV,алдымен,эхлээд
971,einmal::ADV,бір жолы,нэг удаа
972,manchmal::ADV,кейде,хааяа
973,manchmal::ADV,кейде,заримдаа
974,oft::ADV,ылғи,олонтоо
975,immer::ADV,өнебойы,байнга
976,niemals::ADV,ешуақытта,хэзээ ч
977,niemals::ADV,ешуақытта,хэдийд ч
978,hier::ADV,бұнда,энд
979,hier::ADV,осында,энд
980,hierhin::ADV,бермен,нааш
981,von hier::ADV,бер жақтан,эндээс
982,dort::ADV,анда,тэнд
983,dorthin::ADV,әрі,тийш
984,geradeaus::ADV,тура,шулуун
985,vorwärts::ADV,ілгері,урагшаа
986,rückwärts::ADV,артқа,буцаан
987,rückwärts::ADV,артқа,сөөргөө
988,zurück::ADV,кейін қарай,буцаж
989,zurück::ADV,кейін қарай,гэдрэг
990,unten::ADV,төменде,дор
991,hinab::ADV,астына,уруу
992,hinab::ADV,төмен,уруу
993,oben::ADV,жоғарыда,дээр
994,hinauf::ADV,өрге,өөд
995,hinauf::ADV,өрге,дээш
996,überall::ADV,әрқайда,хааяагүй
997,überall::ADV,әрқайда,энд тэндгүй
998,nicht::ADV,емес,эс
999,nicht::ADV,емес,-гүй
1000,ein wenig::ADV,азырақ,жаахан
1001,ein wenig::ADV,аздаған,жаахан
1002,ein wenig::ADV,азғантай,жаахан
1003,kaum::ADV,зорға,арай
1004,kaum::ADV,зорға,арай гэж
1005,sehr::ADV,орасан,тун
1006,so::ADV,бұлай,тэгж
1007,so::ADV,бұлай,ингээд
1008,so::ADV,былайша,тэгж
1009,so::ADV,былайша,ингээд
1010,noch::ADV,әлі,дахин
1011,noch::ADV,әлі,дахиад
1012,nur::ADV,ғана,зөвхөн
1013,nur::ADV,ғана,гагцхүү
1014,schon::ADV,түге,нэгэнт
1015,wieder::ADV,жаңа,дахин
1016,wieder::ADV,жаңа,дахиад
1017,wieder::ADV,қайта,дахин
1018,wieder::ADV,қайта,дахиад
1019,wieder::ADV,жаңадан,дахин
1020,wieder::ADV,жаңадан,дахиад
1021,vergebens::ADV,бекер,хий
1022,vor::PRP,алды,өмнө
1023,hinter::PRP,артынан,ард
1024,unter::PRP,түп,доор
1025,unter::PRP,маңында,доор
1026,durch::PRP,арқылы,дундуур
1027,neben::PRP,іргеде,хажууд
1028,neben::PRP,жанында,хажууд
1029,zwischen::PRP,арада,завсар
1030,zwischen::PRP,арада,хооронд
1031,wegen::PRP,үшін,төлөө
1032,wegen::PRP,үшін,дээрээс
1033,dies::PRN,бұ,энэ
1034,dies::PRN,осы,энэ
1035,das::PRN,сол,тэр
1036,alles::PRN,дүйім,цөм
1037,alles::PRN,дүйім,бүгд
1038,alles::PRN,күллі,цөм
1039,alles::PRN,күллі,бүгд
1040,ich::PRN,мен,би
1041,du::PRN,сен,чи
1042,er::PRN,ол,тэр
1043,er::PRN,ол,тэр хүн
1044,wir::PRN,біз,бид
1045,ihr::PRN,сіз,та нар
1046,sie::PRN,олар,тэд
1047,was::FPRN,не,юу
1048,wer::FPRN,кім,хэн
1049,wo::FADV,кәні,хаа
1050,wo::FADV,кәні,хаана
1051,wo::FADV,қайда,хаа
1052,wo::FADV,қайда,хаана
1053,wohin::FADV,қайда,хааш
1054,wohin::FADV,қайда,хаана
1055,wie::FADV,калай,яаж
1056,wie::FADV,калай,хэрхэн
1057,warum::FADV,неғып,юунд
1058,warum::FADV,неғып,яагаад
1059,wieviel::FNUM,неше,хэдий
1060,wieviel::FNUM,неше,хэд
1061,wieviel::FNUM,қанша,хэдий
1062,wieviel::FNUM,қанша,хэд
1063,eins::NUM,бір,нэг
1064,zwei::NUM,екі,хоёр
1065,drei::NUM,үш,гурав
1066,vier::NUM,төрт,дөрөв
1067,fünf::NUM,бес,тав
1068,sechs::NUM,алты,зургаа
1069,sieben::NUM,жеті,долоо
1070,acht::NUM,сегіз,найм
1071,neun::NUM,тоғыз,ес
1072,zehn::NUM,он,арав
1073,elf::NUM,он бір,арван нэг
1074,zwölf::NUM,он екі,арван хоёр
1075,zwanzig::NUM,жиырма,хорь
1076,dreißig::NUM,отыз,гуч
1077,vierzig::NUM,қырық,дөч
1078,fünfzig::NUM,елу,тавь
1079,sechzig::NUM,алпыс,жар
1080,siebzig::NUM,жетпіс,дал
1081,achtzig::NUM,сексен,ная
1082,neunzig::NUM,тоқсан,ер
1083,hundert::NUM,жүз,зуу
1084,tausend::NUM,мың,мянга
1085,und::CNJ,та,ч
1086,und::CNJ,та,болон
1087,oder::CNJ,әлде,буюу
1088,oder::CNJ,немесе,буюу
1089,stehen::V,тұру,зогсох
1090,sitzen::V,отыру,суух
1091,liegen::V,жату,хэвтэх
1092,hängen::V,ілу,өлгөөтэй байх
1093,hängen::V,ілу,дүүжлээтэй байх
1094,werden::V,болу,болох
1095,werden::V,түрегелу,болох
1096,passieren::V,болу,тохиох
1097,beginnen::V,басталу,эхлэх
1098,enden::V,ада болу,дүүрэх
1099,wechseln::V,құбылу,хувирах
1100,wechseln::V,өзгеру,хувирах
1101,aufgehen[Sonne]::V,шығу,мандах
1102,untergehen[Sonne]::V,батыру,жаргах
1103,scheinen[Sonne]::V,жылтырау,гэрэлтэх
1104,donnern::V,күркіреу,дуугарах
1105,wehen::V,огып тур,салхилах
1106,wehen::V,огып тур,хөөрөгдөх
1107,strömen::V,сорғалау,гүйх
1108,strömen::V,сорғалау,урсах
1109,fließen::V,ағу,урсах
1110,sich drehen::V,айналу,эргэлдэх
1111,schwanken::V,толықсу,хэлбэлзэх
1112,schwingen::V,тербелу,ганхах
1113,schwingen::V,тербелу,хэлбэлзэх
1114,fallen::V,құлау,унах
1115,fallen::V,жығылу,унах
1116,fallen::V,төмендеу,унах
1117,brennen::V,жану,шатах
1118,rauchen::V,түтету,баагих
1119,regnen::V,жауу,бороо орно
1120,gefrieren::V,мұздай қату,хөлдөх
1121,gefrieren::V,мұз боп қату,хөлдөх
1122,tauen::V,жібу,хайлах
1123,schmelzen::V,еру,уярах
1124,trocknen::V,курау,хатах
1125,sieden::V,қайнау,буцлах
1126,sieden::V,қайнау,даргилах
1127,faulen::V,иістену,үжрэх
1128,faulen::V,иістену,өмхийрөх
1129,verfaulen::V,шіру,бээх
1130,verfaulen::V,шіру,өгрөх
1131,reißen::V,жыртылу,цуурах
1132,versinken::V,малтығу,живэх
1133,vergehen::V,өту,нөгчих
1134,vergehen::V,өту,өнгөрөх
1135,erscheinen::V,көріну,гарах
1136,erscheinen::V,көріну,бултайх
1137,erscheinen::V,көрініп қалу,гарах
1138,erscheinen::V,көрініп қалу,бултайх
1139,verschwinden::V,ғайып_болу,далд орох
1140,verschwinden::V,ғайып_болу,алга болох
1141,sinken::V,ылдилау,татрах
1142,sinken::V,ылдилау,доошлох
1143,sinken::V,төмендеу,татрах
1144,sinken::V,төмендеу,доошлох
1145,abnehmen::V,кемітілу,багасах
1146,abnehmen::V,кемітілу,хорогдох
1147,zunehmen::V,көбею,ихсэх
1148,steigen::V,қобу,нэмэгдэх
1149,steigen::V,көтерілу,нэмэгдэх
1150,steigen::V,жоғарылау,нэмэгдэх
1151,wachsen::V,өсу,өсөх
1152,wachsen::V,өсу,ургах
1153,glänzen::V,жалтырау,гилгэнэх
1154,glänzen::V,жалтырау,гилбэгнэх
1155,funkeln::V,жарқырау,гялжах
1156,funkeln::V,жарқырау,гялалзах
1157,funkeln::V,нұрлану,гялжах
1158,funkeln::V,нұрлану,гялалзах
1159,funkeln::V,жылтылдау,гялжах
1160,funkeln::V,жылтылдау,гялалзах
1161,lärmen::V,шулау,шуугих
1162,lärmen::V,шуылдау,шуугих
1163,läuten::V,қоңыраулату,цохих
1164,klingeln::V,дыңғырлау,хонхдох
1165,klingeln::V,дыңғырлау,дуугарах
1166,klirren::V,дыңылдату,хангир жингэр хийх
1167,brausen::V,тасу,бургилах
1168,rauschen::V,сусылдау,сэржигнэх
1169,rauschen::V,сыбдырлау,сэржигнэх
1170,klingen::V,дыбыс шығару,хангинах
1171,bellen::V,үру,хуцах
1172,heulen::V,ұлу,улих
1173,blasen::V,үру,үлзэх
1174,pfeifen::V,ысқыру,исгэрэх
1175,schreien::V,шыңғыру,хашгирах
1176,schreien::V,айғайлау,хашгирах
1177,schreien::V,байбайлау,хашгирах
1178,schreien::V,бажалақтау,хашгирах
1179,stöhnen::V,ыңырсу,ёолох
1180,stöhnen::V,ыңырсу,гэнгэнэх
1181,stöhnen::V,ыңкылдау,ёолох
1182,stöhnen::V,ыңкылдау,гэнгэнэх
1183,zittern::V,қалш,дагжих
1184,zittern::V,қалшылдату,дагжих
1185,leben::V,жасау,амьдрах
1186,leben::V,күнелту,амьдрах
1187,leben::V,күн көру,амьдрах
1188,leben::V,тіршілік ету,амьдрах
1189,geboren werden::V,туу,төрөх
1190,atmen::V,дем алу,амьсгалах
1191,atmen::V,ауа жұту,амьсгалах
1192,trinken::V,ішу,уух
1193,trinken::V,ұрттау,уух
1194,essen::V,жеу,идэх
1195,essen::V,тамақтану,идэх
1196,schlucken::V,жұту,залгих
1197,müde werden::V,болдыру,ядрах
1198,einschlafen::V,үйыктап калу,унтчих
1199,schlafen::V,ұйықтау,унтах
1200,aufwachen::V,ояну,сэрэх
1201,aufstehen::V,ояну,босох
1202,sich erholen::V,тынығу,амрах
1203,krank werden::V,кеселдену,өвдөж эхлэх
1204,krank werden::V,сырқаттану,өвдөж эхлэх
1205,krank werden::V,ауырып қалу,өвдөж эхлэх
1206,krank werden::V,ауыра бастау,өвдөж эхлэх
1207,krank werden::V,кеселге ұшырау,өвдөж эхлэх
1208,krank werden::V,сырқаттанып қалу,өвдөж эхлэх
1209,krank sein::V,ауыру,өвдөх
1210,krank sein::V,сырқаттану,өвдөх
1211,schmerzen::V,ауырады,өвдөх
1212,schmerzen::V,ауырады,шархирах
1213,husten::V,жөтелу,ханиах
1214,genesen::V,айығу,засрах
1215,sterben::V,өлу,үхэх
1216,sterben::V,өлу,нас барах
1217,sterben::V,қайтыс,үхэх
1218,sterben::V,қайтыс,нас барах
1219,sterben::V,жантапсыру,үхэх
1220,sterben::V,жантапсыру,нас барах
1221,umkommen::V,өлу,үхэх
1222,umkommen::V,қаза табу,үхэх
1223,sich bewegen::V,жылжу,хөдлөх
1224,sich rühren::V,қыбырлау,хөдлөх
1225,sich erheben::V,тұру,босох
1226,sich setzen::V,отыру,суух
1227,hinfallen::V,жығылу,ойчих
1228,laufen::V,жояу жүру,явган явах
1229,schreiten::V,кадамдау,алхах
1230,spazierengehen::V,қыдыру,зугаалах
1231,eilen::V,асығу,хурдлах
1232,eilen::V,жеделдену,хурдлах
1233,eilen::V,жедепдеу,хурдлах
1234,sich beeilen::V,асығу,яарах
1235,sich beeilen::V,асығу,шамдах
1236,sich beeilen::V,жеделдену,яарах
1237,sich beeilen::V,жеделдену,шамдах
1238,sausen::V,заулау,давхих
1239,rennen::V,жүгіру,гүйх
1240,springen::V,секіру,харайх
1241,springen::V,секіру,дэвхрэх
1242,klettern::V,өрмелеп шығу,авирах
1243,schaukeln::V,тербелу,ганхалзах
1244,kriechen::V,еңбектеу,мөлхөх
1245,schwimmen::V,жүзу,сэлэх
1246,schwimmen::V,малту,сэлэх
1247,schwimmen::V,қалықтау,сэлэх
1248,tauchen::V,сүңгу,шунгах
1249,rudern::V,есу,сэлүүрдэх
1250,fahren::V,бару,явах
1251,fliegen::V,ұшу,нисэх
1252,gehen::V,бару,явах
1253,weggehen::V,кету,явах
1254,abfahren::V,жөнелу,одох
1255,abfahren::V,жөнелу,хөдлөх
1256,anhalten::V,тоқтау,зогсох
1257,hineingehen::V,кіру,орох
1258,eintreten::V,ену,орох
1259,kommen::V,жету,ирэх
1260,ankommen::V,келу,хүрэх
1261,zurückkommen::V,қайту,харих
1262,zurückkommen::V,қайту,буцаж ирэх
1263,bleiben::V,қалу,үлдэх
1264,warten::V,тосу,хүлээх
1265,erwarten::V,күту,хүлээх
1266,suchen::V,іздеу,эрэх
1267,suchen::V,іздеу,бэдрэх
1268,finden::V,табу,олох
1269,versuchen::V,талпыну,оролдох
1270,vorbereiten::V,әзірлеу,бэлтгэх
1271,lieben::V,сүю,янаглах
1272,mögen::V,жарату,таалах
1273,mögen::V,жақсы_көру,таалах
1274,lachen::V,күлу,инээх
1275,lachen::V,күлісу,инээх
1276,rühren::V,көңілін бұзу,сэтгэл уяруулах
1277,weinen::V,жылау,уйлах
1278,schimpfen::V,ақырып-бақыру,хараах
1279,sich ärgern::V,ашулану,уурлах
1280,sich fürchten::V,сескену,айх
1281,fürchten::V,қауіптену,айх
1282,fürchten::V,сақсыну,айх
1283,fliehen::V,қашу,зугтах
1284,fliehen::V,қашу,гүйж очих
1285,fliehen::V,қашып кету,зугтах
1286,fliehen::V,қашып кету,гүйж очих
1287,flüchten::V,қашу,оргох
1288,flüchten::V,қашып кету,оргох
1289,sehen::V,көру,үзэх
1290,anschauen::V,назар салу,харах
1291,ansehen::V,тамашалау,харах
1292,hören::V,есту,дуулах
1293,zuhören::V,тыңдау,чагнах
1294,zuhören::V,құлақ қою,чагнах
1295,probieren::V,тату,амсаж үзэх
1296,probieren::V,дәм тату,амсаж үзэх
1297,riechen::V,иіскеу,үнэрлэх
1298,fühlen::V,сезу,мэдрэх
1299,fühlen::V,сезіну,мэдрэх
1300,scheinen::V,болып көріну,шиг үзэгдэх
1301,zu sehen sein::V,көріну,үзэгдэх
1302,zu sehen sein::V,көріну,харагдах
1303,vernehmen::V,есту,дуулах
1304,vernehmen::V,есітіп қалу,дуулах
1305,frieren::V,тоңу,даарах
1306,frieren::V,жаурау,даарах
1307,tun::V,ету,хийх
1308,tun::V,ету,үйлдэх
1309,tun::V,істеу,хийх
1310,tun::V,істеу,үйлдэх
1311,können::V,білу,болох
1312,wollen::V,қалау,хүсэх
1313,anfangen::V,бастау,эхлэх
1314,beenden::V,бітіру,дуусгах
1315,beenden::V,адақтау,дуусгах
1316,beenden::V,тамамдау,дуусгах
1317,beenden::V,аяқтап шығу,дуусгах
1318,aufhören::V,доғару,болих
1319,aufhören::V,доғару,зогсох
1320,gelingen::V,жолы түсу,бүтэх
1321,geraten::V,калу,илрэх
1322,öffnen::V,ашу,нээх
1323,öffnen::V,ашу,тайлах
1324,öffnen::V,ашып қою,нээх
1325,öffnen::V,ашып қою,тайлах
1326,schließen::V,жабу,хаах
1327,stellen::V,қою,тавих
1328,stellen::V,қою,босгох
1329,stellen::V,қойдыру,тавих
1330,stellen::V,қойдыру,босгох
1331,setzen::V,отырғызу,суулгах
1332,legen::V,салу,хийх
1333,legen::V,салу,тавих
1334,legen::V,калау,хийх
1335,legen::V,калау,тавих
1336,berühren::V,тию,шүргэх
1337,verbinden::V,байлап алу,залгах
1338,verbinden::V,сабақтастыру,залгах
1339,bedecken::V,бүркеу,бүрэх
1340,aufhängen::V,ілу,өлгөх
1341,aufhängen::V,ілу,дүүжлэх
1342,aufhängen::V,асып қою,өлгөх
1343,aufhängen::V,асып қою,дүүжлэх
1344,anzünden::V,тұтату,асаах
1345,anzünden::V,тұтату,ноцоох
1346,aufheben::V,көтеру,өргөх
1347,zurücklassen::V,қалдыру,орхих
1348,zurücklassen::V,қалдыру,үлдээх
1349,verlieren::V,жоғалту,гээх
1350,fallen lassen::V,құлатып алу,унагах
1351,fallen lassen::V,қолдан түсіріп алу,унагах
1352,machen::V,ету,хийх
1353,machen::V,ету,гаргах
1354,machen::V,жасау,хийх
1355,machen::V,жасау,гаргах
1356,machen::V,жасап шығару,хийх
1357,machen::V,жасап шығару,гаргах
1358,herstellen::V,жасап шығару,бүтээх
1359,bauen::V,тұрғызу,барих
1360,reparieren::V,оңдау,засах
1361,reparieren::V,оңдау,сэлбэх
1362,verbessern::V,дұрыстау,засах
1363,verbessern::V,дұрыстау,сайжруулах
1364,ändern::V,өзгерту,өөрчлөх
1365,graben::V,үңгу,малтах
1366,beugen::V,буғу,бөгтийлгөх
1367,biegen::V,ию,матах
1368,biegen::V,ию,муруйлгах
1369,biegen::V,майыстыру,матах
1370,biegen::V,майыстыру,муруйлгах
1371,drehen::V,айналдыру,эргүүлэх
1372,wenden::V,екінші жағын айналдыру,эргүүлэх
1373,umdrehen::V,бұру,хөрвүүлэх
1374,heben::V,көтеру,өргөх
1375,hochheben::V,жоғарылату,өргөх
1376,hochheben::V,көтеру,өргөх
1377,ergreifen::V,бас_салу,атгах
1378,ergreifen::V,шап_беріп_ұстап_алу,атгах
1379,ergreifen::V,шап_беру,атгах
1380,ergreifen::V,шап_ете_түсу,атгах
1381,halten::V,тұту,барих
1382,halten::V,ұстау,барих
1383,drücken::V,басу,дарах
1384,schieben::V,итеру,түлхэх
1385,kratzen::V,қыру,хусах
1386,kratzen::V,қыру,маажих
1387,lecken::V,жалау,долоох
1388,beißen::V,қабу,зуух
1389,beißen::V,қабу,хазах
1390,beißen::V,тістеу,зуух
1391,beißen::V,тістеу,хазах
1392,beißen::V,қауып алу,зуух
1393,beißen::V,қауып алу,хазах
1394,abreißen::V,үзу,таслах
1395,abschneiden::V,қырқу,тайрах
1396,binden::V,байланыстыру,боох
1397,binden::V,байланыстыру,хүлэх
1398,binden::V,байлап_алу,боох
1399,binden::V,байлап_алу,хүлэх
1400,binden::V,байластыру,боох
1401,binden::V,байластыру,хүлэх
1402,binden::V,байлау,боох
1403,binden::V,байлау,хүлэх
1404,binden::V,буу,боох
1405,binden::V,буу,хүлэх
1406,binden::V,матау,боох
1407,binden::V,матау,хүлэх
1408,binden::V,сабақтастыру,боох
1409,binden::V,сабақтастыру,хүлэх
1410,binden::V,ұштастыру,боох
1411,binden::V,ұштастыру,хүлэх
1412,stecken::V,сұғу,шаах
1413,stecken::V,сұғу,шигтгэх
1414,brechen::V,сындыру,хугалах
1415,klopfen::V,қағу,цохих
1416,klopfen::V,қағу,тогших
1417,hauen::V,соғу,дэлдэх
1418,kleben::V,желімдеу,наах
1419,reiben::V,үйкеу,нухах
1420,reiben::V,үйкеу,нидчих
1421,streichen::V,сүйкеу,нялах
1422,streichen::V,сүйкеу,түрхэх
1423,schleifen::V,егеу,билүүдэх
1424,schleifen::V,егеу,гуранздах
1425,schleifen::V,қайрау,билүүдэх
1426,schleifen::V,қайрау,гуранздах
1427,schleifen::V,егеулеу,билүүдэх
1428,schleifen::V,егеулеу,гуранздах
1429,schneiden::V,кесу,огтлох
1430,rütteln::V,қозғау,холхнулах
1431,rütteln::V,жұлмалау,холхнулах
1432,schütteln::V,дірілдету,сэгсрэх
1433,schütteln::V,селкілдету,сэгсрэх
1434,schwenken::V,бұлғау,дэвэх
1435,schwenken::V,бұлғау,даллах
1436,schwenken::V,сермеу,дэвэх
1437,schwenken::V,сермеу,даллах
1438,schütten::V,құю,цутгах
1439,schütten::V,құю,аягалах
1440,füllen::V,толтыру,дүүргэх
1441,einwickeln::V,орау,боох
1442,einwickeln::V,орау,ороох
1443,tragen::V,алып жүру,авчрах
1444,schleppen::V,тарту,чирэх
1445,ziehen::V,тарту,татах
1446,aufbewahren::V,сақтау,хадгалах
1447,werfen::V,лақтыру,хаях
1448,werfen::V,лақтыру,шидэх
1449,fangen::V,қармау,барих
1450,fangen::V,қағып алу,барих
1451,packen::V,шап беру,шүүрэх
1452,packen::V,шап ете түсу,шүүрэх
1453,packen::V,шап беріп ұстап алу,шүүрэх
1454,verstecken::V,тығу,нуух
1455,verstecken::V,жасыру,нуух
1456,teilen::V,бөлу,хуваах
1457,schicken::V,жіберу,илгээх
1458,schicken::V,жіберу,явуулах
1459,bringen::V,әкелу,авчрах
1460,bringen::V,әкелу,аваачих
1461,bringen::V,алып келу,авчрах
1462,bringen::V,алып келу,аваачих
1463,hinzufügen::V,қосу,нэмэх
1464,hinzufügen::V,үстеу,нэмэх
1465,bekommen::V,алу,хүлээн авах
1466,erhalten::V,алмақ,хүлээн авах
1467,nehmen::V,алу,авах
1468,nehmen::V,алмақ,авах
1469,wählen::V,таңдау,сонгох
1470,auswählen::V,екшеу,шилэх
1471,auswählen::V,саралау,шилэх
1472,auswählen::V,сұрыптау,шилэх
1473,auswählen::V,сайлап алу,шилэх
1474,bewahren::V,сақтау,гамнах
1475,behindern::V,оралғы болу,саад хийх
1476,behindern::V,оралғы болу,тотгор болох
1477,verderben::V,бүлдіру,эвдэх
1478,beschädigen::V,бұзу,гэмтээх
1479,zerbrechen::V,уату,хагалах
1480,zerbrechen::V,уату,хага цохих
1481,zerreißen::V,жырту,урах
1482,zerstören::V,қирату,эвдэх
1483,zerstören::V,қирату,сүйтгэх
1484,zerstören::V,талқандау,эвдэх
1485,zerstören::V,талқандау,сүйтгэх
