,Concept_ID,tr,uk
833,noch::ADV,hâlâ,ще
834,noch::ADV,henüz,ще
835,nur::ADV,ancak,лише
836,nur::ADV,ancak,тільки
837,nur::ADV,yalnız,лише
838,nur::ADV,yalnız,тільки
839,schon::ADV,çoktan,вже
840,wieder::ADV,tekrar,знову
841,wieder::ADV,yeniden,знову
842,vergebens::ADV,boşuna,дарма
843,vor::PRP,önünde,перед
844,hinter::PRP,arkasında,ззаду
845,hinter::PRP,arkasında,позаду
846,unter::PRP,altında,під
847,durch::PRP,sayesinde,крізь
848,durch::PRP,ortasından,крізь
849,neben::PRP,yanında,біля
850,zwischen::PRP,arasında,між
851,wegen::PRP,dolayı,з-за
852,wegen::PRP,dolayı,через
853,dies::PRN,bu,це
854,das::PRN,o,то
855,das::PRN,şu,то
856,alles::PRN,hepsi,все
857,alles::PRN,her şey,все
858,ich::PRN,ben,я
859,du::PRN,sen,ти
860,er::PRN,o,він
861,wir::PRN,biz,ми
862,ihr::PRN,siz,ви
863,sie::PRN,onlar,вони
864,was::FPRN,ne,що
865,wer::FPRN,kim,хто
866,wo::FADV,nerede,де
867,wohin::FADV,nereye,куди
868,wie::FADV,nasıl,як
869,warum::FADV,neden,чому
870,wieviel::FNUM,kaç,скільки
871,wieviel::FNUM,ne kadar,скільки
872,eins::NUM,bir,один
873,zwei::NUM,iki,два
874,drei::NUM,üç,три
875,vier::NUM,dört,чотири
876,fünf::NUM,beş,п’ять
877,sechs::NUM,altı,шість
878,sieben::NUM,yedi,сім
879,acht::NUM,sekiz,вісім
880,neun::NUM,dokuz,дев’ять
881,zehn::NUM,on,десять
882,elf::NUM,on bir,одинадцять
883,zwölf::NUM,on iki,дванадцять
884,zwanzig::NUM,yirmi,двадцять
885,dreißig::NUM,otuz,тридцять
886,vierzig::NUM,kırk,сорок
887,fünfzig::NUM,elli,п’ятдесят
888,sechzig::NUM,altmış,шістдесят
889,siebzig::NUM,yetmiş,сімдесят
890,achtzig::NUM,seksen,вісімдесят
891,neunzig::NUM,doksan,дев’яносто
892,hundert::NUM,yüz,сто
893,tausend::NUM,bin,тисяча
894,und::CNJ,ve,і
895,und::CNJ,ile,і
896,oder::CNJ,ya,або
897,oder::CNJ,yahut,або
898,stehen::V,durmak,стояти
899,sitzen::V,oturmak,сидіти
900,liegen::V,yatmak,лежати
901,hängen::V,asılı olmak,висіти
902,werden::V,olmak,стати
903,werden::V,olmak,робитися
904,werden::V,olunmak,стати
905,werden::V,olunmak,робитися
906,passieren::V,olmak,трапитися
907,beginnen::V,başlamak,початися
908,enden::V,bitmek,кінчитися
909,enden::V,sona ermek,кінчитися
910,wechseln::V,değişmek,мінятися
911,aufgehen[Sonne]::V,doğmak,зійти
912,untergehen[Sonne]::V,batmak,зайти
913,scheinen[Sonne]::V,parlamak,світити
914,donnern::V,gök gürlemek,гриміти
915,wehen::V,esmek,віяти
916,strömen::V,akmak,литися
917,fließen::V,akmak,текти
918,sich drehen::V,dönmek,обертатися
919,schwanken::V,sallanmak,коливатися
920,schwingen::V,titremek,хитатися
921,schwingen::V,titremek,гойдатися
922,fallen::V,düşmek,падати
923,brennen::V,yanmak,горіти
924,rauchen::V,tütmek,диміти
925,regnen::V,yağmak,дощити
926,gefrieren::V,donmak,змерзнути
927,tauen::V,erimek,танути
928,schmelzen::V,erimek,плавитися
929,trocknen::V,kurumak,сохнути
930,sieden::V,kaynamak,кипіти
931,faulen::V,çürümek,гнити
932,verfaulen::V,çürümek,згнити
933,reißen::V,yırtılmak,рватися
934,versinken::V,batmak,тонути
935,vergehen::V,geçmek,проходити
936,erscheinen::V,görünmek,з’явитися
937,verschwinden::V,kaybolmak,щезнути
938,verschwinden::V,kaybolmak,зникнути
939,sinken::V,inmek,спадати
940,abnehmen::V,azalmak,поменшитися
941,zunehmen::V,artmak,збільшуватися
942,zunehmen::V,çoğalmak,збільшуватися
943,steigen::V,artmak,підніматися
944,steigen::V,yükselmek,підніматися
945,wachsen::V,büyümek,рости
946,wachsen::V,gelişmek,рости
947,glänzen::V,parlamak,блищати
948,funkeln::V,parıldamak,блискати
949,lärmen::V,gürültü yapmak,шуміти
950,läuten::V,çalmak,дзвонити
951,klingeln::V,zil çalmak,дзвонити
952,klirren::V,şakırdamak,дзвякати
953,klirren::V,zangırdamak,дзвякати
954,brausen::V,köpürmek,бушувати
955,brausen::V,kükremek,бушувати
956,rauschen::V,fışırdamak,шелестіти
957,klingen::V,tınlamak,лунати
958,klingen::V,tınlamak,звучати
959,bellen::V,havlamak,гавкати
960,heulen::V,ulumak,вити
961,blasen::V,üflemek,дунути
962,pfeifen::V,düdük çalmak,свистіти
963,schreien::V,bağırmak,кричати
964,schreien::V,haykırmak,кричати
965,stöhnen::V,inlemek,стогнати
966,zittern::V,titremek,тремтіти
967,leben::V,yaşamak,жити
968,leben::V,hayatta olmak,жити
969,geboren werden::V,doğmak,народитися
970,atmen::V,solunmak,дихати
971,atmen::V,nefes almak,дихати
972,trinken::V,içmek,пити
973,essen::V,yemek,їсти
974,schlucken::V,yutmak,ковтати
975,müde werden::V,yorulmak,втомитися
976,einschlafen::V,uykuya dalmak,заснути
977,schlafen::V,uyumak,спати
978,aufwachen::V,uyanmak,прокинутися
979,aufstehen::V,kalkmak,встати
980,aufstehen::V,yataktan kalkmak,встати
981,sich erholen::V,dinlenmek,відпочивати
982,krank werden::V,hastalanmak,захворіти
983,krank sein::V,hasta olmak,хворіти
984,schmerzen::V,ağrımak,боліти
985,husten::V,öksürmek,кашляти
986,genesen::V,şifa bulmak,одужати
987,genesen::V,şifa bulmak,видужати
988,sterben::V,ölmek,померти
989,sterben::V,vefat etmek,померти
990,umkommen::V,ölmek,згинути
991,sich bewegen::V,hareket etmek,рухатися
992,sich rühren::V,kımıldanmak,ворушитися
993,sich erheben::V,kalkmak,встати
994,sich erheben::V,ayağa kalkmak,встати
995,sich setzen::V,oturmak,сісти
996,hinfallen::V,yere düşmek,упасти
997,laufen::V,yürümek,ходити
998,schreiten::V,yürümek,крокувати
999,schreiten::V,adım atmak,крокувати
1000,spazierengehen::V,gezmek,гуляти
1001,spazierengehen::V,dolaşmak,гуляти
1002,eilen::V,seğirtmek,спішити
1003,sich beeilen::V,acele etmek,поспішати
1004,sausen::V,hızla gitmek,мчатися
1005,rennen::V,koşmak,бігати
1006,springen::V,atlamak,скакати
1007,springen::V,atlamak,стрибати
1008,springen::V,sıçramak,скакати
1009,springen::V,sıçramak,стрибати
1010,klettern::V,tırmanmak,лазити
1011,schaukeln::V,sallanmak,гойдатися
1012,kriechen::V,sürünmek,повзати
1013,schwimmen::V,yüzmek,пливти
1014,schwimmen::V,yüzmek,плавати
1015,tauchen::V,dalmak,пірнати
1016,rudern::V,kürek çekmek,гребти
1017,rudern::V,kürek çekmek,веслувати
1018,fahren::V,gitmek,їхати
1019,fliegen::V,uçmak,літати
1020,gehen::V,gitmek,іти
1021,weggehen::V,gitmek,піти
1022,abfahren::V,kalkmak,від’їхати
1023,abfahren::V,kalkmak,відправитися
1024,anhalten::V,durmak,зупинитися
1025,hineingehen::V,içeri girmek,входити
1026,eintreten::V,girmek,увійти
1027,kommen::V,gelmek,прийти
1028,ankommen::V,varmak,прибути
1029,zurückkommen::V,dönmek,повернутися
1030,bleiben::V,kalmak,залишитися
1031,warten::V,beklemek,чекати
1032,erwarten::V,beklemek,чекати
1033,suchen::V,aramak,шукати
1034,finden::V,bulmak,знайти
1035,versuchen::V,denemek,випробовувати
1036,vorbereiten::V,hazırlamak,підготувати
1037,lieben::V,sevmek,любити
1038,mögen::V,beğenmek,любити
1039,mögen::V,beğenmek,подобатися
1040,lachen::V,gülmek,сміятися
1041,rühren::V,dokunmak,розчулити
1042,rühren::V,duygulandırmak,розчулити
1043,weinen::V,ağlamak,плакати
1044,schimpfen::V,küfretmek,лаятися
1045,sich ärgern::V,kızmak,сердитися
1046,sich fürchten::V,korkmak,боятися
1047,fürchten::V,korkmak,боятися
1048,fliehen::V,kaçmak,тікати
1049,flüchten::V,kaçmak,утекти
1050,sehen::V,görmek,бачити
1051,anschauen::V,seyretmek,поглянути
1052,ansehen::V,bakmak,дивитися на
1053,hören::V,duymak,чути
1054,hören::V,işitmek,чути
1055,zuhören::V,dinlemek,слухати
1056,probieren::V,denemek,покуштувати
1057,probieren::V,tadına bakmak,покуштувати
1058,riechen::V,kokusunu almak,нюхати
1059,fühlen::V,duymak,відчувати
1060,fühlen::V,hissetmek,відчувати
1061,scheinen::V,görünmek,здаватися
1062,zu sehen sein::V,görünmek,виднітися
1063,vernehmen::V,haber almak,почути
1064,frieren::V,üşümek,мерзнути
1065,tun::V,etmek,робити
1066,tun::V,yapmak,робити
1067,können::V,bilmek,могти
1068,wollen::V,istemek,хотіти
1069,anfangen::V,başlamak,почати
1070,beenden::V,bitirmek,закінчити
1071,aufhören::V,bitmek,перестати
1072,gelingen::V,başarmak,вдатися
1073,geraten::V,düşmek,опинитися
1074,öffnen::V,açmak,відкрити
1075,schließen::V,kapamak,закрити
1076,stellen::V,koymak,поставити
1077,setzen::V,koymak,посадити
1078,setzen::V,oturtmak,посадити
1079,legen::V,koymak,класти
1080,legen::V,yatırmak,класти
1081,berühren::V,dokunmak,чіпати
1082,verbinden::V,bağlamak,зв’язати
1083,verbinden::V,birleştirmek,зв’язати
1084,bedecken::V,örtmek,покрити
1085,bedecken::V,kaplamak,покрити
1086,aufhängen::V,asmak,повісити
1087,anzünden::V,yakmak,запалити
1088,anzünden::V,ateşlemek,запалити
1089,aufheben::V,kaldırmak,підняти
1090,zurücklassen::V,geride bırakmak,залишити
1091,verlieren::V,yitirmek,загубити
1092,verlieren::V,kaybetmek,загубити
1093,fallen lassen::V,düşürmek,упустити
1094,machen::V,yapmak,зробити
1095,herstellen::V,yapmak,виготовити
1096,herstellen::V,imal etmek,виготовити
1097,bauen::V,kurmak,будувати
1098,bauen::V,inşa etmek,будувати
1099,reparieren::V,onarmak,лагодити
1100,reparieren::V,tamir etmek,лагодити
1101,verbessern::V,düzeltmek,поліпшити
1102,ändern::V,değiştirmek,змінити
1103,graben::V,kazmak,копати
1104,beugen::V,eğmek,зігнути
1105,biegen::V,bükmek,погнути
1106,drehen::V,çevirmek,вертіти
1107,drehen::V,döndürmek,вертіти
1108,wenden::V,çevirmek,повернути
1109,umdrehen::V,çevirmek,перевернути
1110,heben::V,kaldırmak,піднімати
1111,hochheben::V,yukarı kaldırmak,підняти
1112,ergreifen::V,tutmak,схопити
1113,ergreifen::V,yakalamak,схопити
1114,halten::V,tutmak,тримати
1115,drücken::V,sıkmak,натискати
1116,schieben::V,itmek,пхати
1117,schieben::V,itmek,штовхати
1118,schieben::V,sürmek,пхати
1119,schieben::V,sürmek,штовхати
1120,kratzen::V,kaşımak,шкребти
1121,lecken::V,yalamak,лизати
1122,beißen::V,ısırmak,кусати
1123,abreißen::V,koparmak,відірвати
1124,abschneiden::V,keserek ayırmak,відрізати
1125,binden::V,bağlamak,в’язати
1126,stecken::V,sokmak,увіткнути
1127,brechen::V,kırmak,зламати
1128,klopfen::V,çalmak,стукати
1129,hauen::V,vurmak,бити
1130,kleben::V,yapıştırmak,клеїти
1131,reiben::V,ovmak,терти
1132,reiben::V,sürtmek,терти
1133,streichen::V,sürmek,намазати
1134,schleifen::V,bilemek,точити
1135,schneiden::V,kesmek,різати
1136,rütteln::V,sallamak,хитати
1137,schütteln::V,sarsmak,трясти
1138,schütteln::V,çalkamak,трясти
1139,schwenken::V,sallamak,махати
1140,schütten::V,dökmek,налити
1141,schütten::V,akıtmak,налити
1142,füllen::V,doldurmak,наповнити
1143,einwickeln::V,sarmak,загорнути
1144,tragen::V,taşımak,нести
1145,schleppen::V,sürüklemek,тягти
1146,ziehen::V,çekmek,тягнути
1147,aufbewahren::V,saklamak,зберігати
1148,werfen::V,atmak,кидати
1149,fangen::V,tutmak,ловити
1150,fangen::V,yakalamak,ловити
1151,packen::V,tutmak,схопити
1152,packen::V,yakalamak,схопити
1153,verstecken::V,saklamak,сховати
1154,teilen::V,bölmek,розділити
1155,teilen::V,ayırmak,розділити
1156,schicken::V,yollamak,посилати
1157,schicken::V,göndermek,посилати
1158,bringen::V,getirmek,принести
1159,hinzufügen::V,katmak,додати
1160,hinzufügen::V,eklemek,додати
1161,bekommen::V,almak,дістати
1162,bekommen::V,eline geçmek,дістати
1163,erhalten::V,almak,одержати
1164,nehmen::V,almak,взяти
1165,wählen::V,seçmek,вибрати
1166,auswählen::V,seçmek,відібрати
1167,auswählen::V,ayırmak,відібрати
1168,bewahren::V,korumak,зберегти
1169,behindern::V,engellemek,перешкоджати
1170,verderben::V,bozmak,зіпсувати
1171,beschädigen::V,zedelemek,зашкодити
1172,beschädigen::V,ziyan vermek,зашкодити
1173,zerbrechen::V,kırmak,розбити
1174,zerreißen::V,yırtmak,розірвати
1175,zerstören::V,yıkmak,зруйнувати
1176,zerstören::V,tahrip etmek,зруйнувати
1177,verbrennen::V,yakmak,спалити
1178,geben::V,vermek,дати
1179,reichen::V,uzatmak,передати
1180,schenken::V,hediye etmek,дарувати
1181,versprechen::V,vaat etmek,обіцяти
1182,wünschen::V,kutlamak,бажати
1183,loben::V,övmek,хвалити
1184,küssen::V,öpmek,цілувати
1185,wiegen::V,sallamak,качати
1186,zudecken::V,örtmek,накрити
1187,wecken::V,uyandırmak,розбудити
1188,zeigen::V,göstermek,показати
1189,führen::V,gezdirmek,вести
1190,führen::V,yol göstermek,вести
1191,lehren::V,okutmak,вчити
1192,lehren::V,öğretmek,вчити
1193,unterrichten::V,öğretmek,викладати
1194,aufziehen::V,yetiştirmek,виховати
1195,leiten::V,yönetmek,керувати
1196,leiten::V,idare etmek,керувати
1197,antreiben::V,teşvik etmek,підганяти
1198,lassen::V,-tırmak,змусити
1199,einladen::V,davet etmek,запросити
1200,vereinigen::V,birleştirmek,об’єднати
1201,besuchen::V,uğramak,завітати
1202,besuchen::V,uğramak,відвідати
1203,besuchen::V,ziyaret etmek,завітати
1204,besuchen::V,ziyaret etmek,відвідати
1205,besuchen::V,görmeye gitmek,завітати
1206,besuchen::V,görmeye gitmek,відвідати
1207,treffen::V,rastlamak,зустріти
1208,treffen::V,isabet etmek,зустріти
1209,sich versammeln::V,toplanmak,зібратися
1210,spielen::V,oynamak,грати
1211,singen::V,söylemek,співати
1212,singen::V,şarkı söylemek,співати
1213,tanzen::V,oynamak,танцювати
1214,tanzen::V,dans etmek,танцювати
1215,sich trennen::V,ayrılmak,розлучитися
1216,verlassen::V,bırakmak,покинути
1217,verlassen::V,terk etmek,покинути
1218,retten::V,kurtarmak,врятувати
1219,bewachen::V,gözetmek,охороняти
1220,schützen::V,korumak,уберігати
1221,verteidigen::V,savunmak,захистити
1222,sich schlagen::V,dövüşmek,битися
1223,sich schlagen::V,dövüşmek,дратися
1224,schießen::V,ateş etmek,стріляти
1225,siegen::V,yenmek,перемогти
1226,ärgern::V,kızdırmak,сердити
1227,schlagen::V,dövmek,ударити
1228,treten::V,tepmek,штовхати
1229,stechen::V,sokmak,вколоти
1230,stechen::V,batırmak,вколоти
1231,stoßen::V,itmek,штовхнути
1232,stehlen::V,çalmak,украсти
1233,stören::V,bozmak,перешкодити
1234,stören::V,etkilemek,перешкодити
1235,belästigen::V,rahatsız etmek,докучати
1236,verbergen::V,saklamak,сховати
1237,täuschen::V,aldatmak,обдурити
1238,betrügen::V,aldatmak,зшахраювати
1239,betrügen::V,dolandırmak,зшахраювати
1240,töten::V,öldürmek,убити
1241,wohnen::V,oturmak,жити
1242,wohnen::V,oturmak,мешкати
1243,arbeiten::V,çalışmak,працювати
1244,sammeln::V,toplamak,зібрати
1245,pflücken::V,koparmak,зривати
1246,jagen::V,avlanmak,полювати
1247,fischen::V,balık tutmak,рибалити
1248,fassen::V,tutmak,піймати
1249,fassen::V,yakalamak,піймати
1250,hüten::V,otlatmak,пасти
1251,treiben::V,gütmek,гнати
1252,anbinden::V,bağlamak,прив’язати
1253,füttern::V,beslemek,годувати
1254,füttern::V,beslemek,харчувати
1255,melken::V,sağmak,доїти
1256,hacken::V,yarmak,рубати
1257,gießen::V,sulamak,полити
1258,reifen::V,olgunlaşmak,дозріти
1259,zubereiten::V,hazırlamak,зготовити
1260,zubereiten::V,hazırlamak,приготувати
1261,kochen::V,pişirmek,варити
1262,kochen::V,pişirmek,готувати
1263,kochen::V,kaynatmak,варити
1264,kochen::V,kaynatmak,готувати
1265,backen::V,pişirmek,пекти
1266,backen::V,fırında pişirmek,пекти
1267,braten::V,kızartmak,смажити
1268,umrühren::V,karıştırmak,переміщати
1269,stricken::V,örmek,в’язати
1270,nähen::V,dikmek,шити
1271,färben::V,boyamak,пофарбувати
1272,reinigen::V,temizlemek,очистити
1273,waschen::V,yıkamak,мити
1274,abwischen::V,silmek,витерти
1275,spülen::V,çalkamak,полоскати
1276,fegen::V,süpürmek,підмітати
1277,kehren::V,süpürmek,мести
1278,baden::V,yıkanmak,купатися
1279,baden::V,banyo yapmak,купатися
1280,sich waschen::V,yıkanmak,митися
1281,ausziehen::V,çıkarmak,зняти
1282,anziehen::V,giymek,надіти
1283,sich anziehen::V,giyinmek,одягтися
1284,sich anziehen::V,giyinmek,одягнутися
1285,kämmen::V,taramak,зачесати
1286,schmücken::V,süslemek,оздобити
1287,sagen::V,demek,сказати
1288,sagen::V,söylemek,сказати
1289,sprechen::V,konuşmak,говорити
1290,reden::V,konuşmak,розмовляти
1291,sich unterhalten::V,sohbet etmek,бесідувати
1292,fragen::V,sormak,запитати
1293,bitten::V,dilemek,просити
1294,bitten::V,rica etmek,просити
1295,erzählen::V,bahsetmek,розповісти
1296,erzählen::V,hikâye etmek,розповісти
1297,mitteilen::V,bildirmek,повідомити
1298,nennen::V,adlandırmak,назвати
1299,rufen::V,çağırmak,кликати
1300,prahlen::V,övünmek,хвалитися
1301,übersetzen::V,çevirmek,перекласти
1302,übersetzen::V,tercüme etmek,перекласти
1303,denken::V,düşünmek,думати
1304,denken::V,düşünmek,мислити
1305,glauben::V,inanmak,вірити
1306,glauben::V,zannetmek,вірити
1307,bemerken::V,farkına varmak,помітити
1308,erkennen::V,tanımak,пізнати
1309,begreifen::V,anlamak,осягнути
1310,begreifen::V,kavramak,осягнути
1311,verstehen::V,duymak,почути
1312,verstehen::V,anlamak,почути
1313,lernen::V,öğrenmek,навчатися
1314,wissen::V,bilmek,знати
1315,sich erinnern an::V,hatırlamak,пам’ятати
1316,vergessen::V,unutmak,забути
1317,messen::V,ölçmek,міряти
1318,zählen::V,saymak,лічити
1319,rechnen::V,hesap etmek,рахувати
1320,lesen::V,okumak,читати
1321,malen::V,resmini yapmak,малювати
1322,zeichnen::V,çizmek,рисувати
1323,schreiben::V,yazmak,писати
1324,besitzen::V,haiz olmak,мати
1325,besitzen::V,sahip olmak,мати
1326,kaufen::V,almak,купити
1327,verkaufen::V,satmak,продати
1328,bezahlen::V,ödemek,заплатити
1329,zahlen::V,ödemek,платити
1330,beherrschen::V,hâkim olmak,володіти
1331,ertragen::V,dayanmak,витерпіти
1332,ertragen::V,katlanmak,витерпіти
