,Concept_ID,os,et
764,erster::A,фыццӕгӕм,esimene
765,zweiter::A,дыккаг,teine
766,zweiter::A,дыккæгæм,teine
767,dritter::A,æртыккаг,kolmas
768,dritter::A,æртыккæгæм,kolmas
769,letzter::A,фӕстаг,viimane
770,allein::ADV,иунæг,üksi
771,auf einmal::ADV,уайтагъд,korraga
772,auf einmal::ADV,уайтагъд,ühekorraga
773,auf einmal::ADV,æвиппайды,korraga
774,auf einmal::ADV,æвиппайды,ühekorraga
775,auf einmal::ADV,æваст,korraga
776,auf einmal::ADV,æваст,ühekorraga
777,zusammen::ADV,иумӕ,koos
778,zusammen::ADV,иумӕ,üheskoos
779,lange::ADV,бирæ рæстæг,kaua
780,plötzlich::ADV,æвиппайды,äkki
781,plötzlich::ADV,æвиппайды,järsku
782,plötzlich::ADV,æваст,äkki
783,plötzlich::ADV,æваст,järsku
784,sofort::ADV,уыцы сахат,kohe
785,sofort::ADV,уайтагъд,kohe
786,später::ADV,фæстæдæр,hiljem
787,jetzt::ADV,ныр,nüüd
788,heute::ADV,абон,täna
789,morgen::ADV,райсом,homme
790,bald::ADV,тагъд,pea
791,bald::ADV,тагъд,varsti
792,bald::ADV,рæхджы,pea
793,bald::ADV,рæхджы,varsti
794,dann::ADV,стæй,siis
795,gestern::ADV,знон,eile
796,einst::ADV,кӕддӕр,vanasti
797,damals::ADV,уæд,tookord
798,danach::ADV,стæй,seejärel
799,danach::ADV,уый фæстæ,seejärel
800,vorher::ADV,раздæр,enne
801,zuerst::ADV,фыццаг,enne
802,zuerst::ADV,фыццаг,esmalt
803,einmal::ADV,иу хатт,kord
804,einmal::ADV,иу хатт,üks kord
805,manchmal::ADV,хатт,mõnikord
806,oft::ADV,арæх,tihti
807,oft::ADV,арæх,sageli
808,immer::ADV,ӕдзух,ikka
809,immer::ADV,ӕдзух,alati
810,niemals::ADV,никуы,mitte kunagi
811,niemals::ADV,никæд,mitte kunagi
812,hier::ADV,ам,siin
813,hierhin::ADV,ардӕм,siia
814,von hier::ADV,ардыгæй,siit
815,dort::ADV,уым,seal
816,dorthin::ADV,уырдӕм,sinna
817,geradeaus::ADV,æргом,otse edasi
818,vorwärts::ADV,размӕ,edasi
819,rückwärts::ADV,фӕстӕмӕ,tagurpidi
820,zurück::ADV,фӕстӕмӕ,tagasi
821,unten::ADV,дæлæ,all
822,unten::ADV,дæлæ,allpool
823,unten::ADV,дæлейы,all
824,unten::ADV,дæлейы,allpool
825,unten::ADV,бынæй,all
826,unten::ADV,бынæй,allpool
827,hinab::ADV,дӕлӕмӕ,alla
828,hinab::ADV,уырдыгмӕ,alla
829,oben::ADV,уӕле,ülal
830,hinauf::ADV,уӕлӕмӕ,üles
831,überall::ADV,алыран,kõikjal
832,überall::ADV,алкæм,kõikjal
833,überall::ADV,кæмдæриддæр,kõikjal
834,nicht::ADV,нӕ,ei
835,nicht::ADV,нӕ,mitte
836,ein wenig::ADV,чысыл,veidi
837,ein wenig::ADV,чысыл,natuke
838,kaum::ADV,цъус,vaevalt
839,sehr::ADV,тынг,väga
840,sehr::ADV,иттӕг,väga
841,so::ADV,афтӕ,nii
842,noch::ADV,ма,veel
843,nur::ADV,канд,ainult
844,nur::ADV,ӕрмӕст,ainult
845,schon::ADV,нырид,juba
846,wieder::ADV,ногӕй,jälle
847,vergebens::ADV,дзæгъæлы,asjata
848,vergebens::ADV,уæгъды,asjata
849,vergebens::ADV,æнæхъуаджы,asjata
850,vor::PRP,разы,ees
851,hinter::PRP,фӕстӕ,taha
852,unter::PRP,бын,all
853,durch::PRP,æхсæнты,läbi
854,durch::PRP,æхсæнты,kaudu
855,neben::PRP,цур,kõrval
856,zwischen::PRP,астӕу,vahel
857,wegen::PRP,тыххай,tõttu
858,wegen::PRP,тыххай,pärast
859,dies::PRN,ай,see
860,das::PRN,уый,see
861,alles::PRN,алцы,kõik
862,alles::PRN,æппæтдæр,kõik
863,alles::PRN,иууылдӕр,kõik
864,ich::PRN,æз,mina
865,du::PRN,ды,sina
866,er::PRN,уый,tema
867,wir::PRN,мах,me
868,ihr::PRN,сымах,te
869,sie::PRN,уыдон,nad
870,was::FPRN,цы,mis
871,wer::FPRN,чи,kes
872,wo::FADV,кӕм,kus
873,wohin::FADV,кӕдӕм,kuhu
874,wie::FADV,куыд,kuidas
875,warum::FADV,цӕмӕн,miks
876,wieviel::FNUM,цал,mitu
877,wieviel::FNUM,цал,kui palju
878,eins::NUM,иу,üks
879,zwei::NUM,дыууӕ,kaks
880,drei::NUM,ӕртӕ,kolm
881,vier::NUM,цыппар,neli
882,fünf::NUM,фондз,viis
883,sechs::NUM,ӕхсӕз,kuus
884,sieben::NUM,авд,seitse
885,acht::NUM,аст,kaheksa
886,neun::NUM,фараст,üheksa
887,zehn::NUM,дӕс,kümme
888,elf::NUM,иуæндæс,üksteist
889,zwölf::NUM,дыууадæс,kaksteist
890,zwanzig::NUM,дыууын,kakskümmend
891,dreißig::NUM,æртын,kolmkümmend
892,dreißig::NUM,дæсæмæссæдз,kolmkümmend
893,vierzig::NUM,цыппор,nelikümmend
894,vierzig::NUM,цыппур,nelikümmend
895,vierzig::NUM,дыууиссæдзы,nelikümmend
896,fünfzig::NUM,фӕндзай,viiskümmend
897,sechzig::NUM,æхсай,kuuskümmend
898,sechzig::NUM,æртиссæдзы,kuuskümmend
899,siebzig::NUM,æвдай,seitsekümmend
900,siebzig::NUM,дæс æмæ æртиссæдзы,seitsekümmend
901,achtzig::NUM,цыппарыссæдзы,kaheksakümmend
902,achtzig::NUM,æстай,kaheksakümmend
903,neunzig::NUM,нæуæдз,üheksakümmend
904,neunzig::NUM,дæс æмæ цыппарыссæдзы,üheksakümmend
905,hundert::NUM,сӕдӕ,sada
906,tausend::NUM,мин,tuhat
907,und::CNJ,ӕмӕ,ja
908,oder::CNJ,кӕнӕ,või
909,stehen::V,лӕууын,seisma
910,sitzen::V,бадын,istuma
911,liegen::V,хуыссын,lamama
912,hängen::V,ауыгъд уын,rippuma
913,werden::V,суӕвын,saama
914,werden::V,суӕвын,hakkama
915,passieren::V,æрцæуын,juhtuma
916,beginnen::V,райдайын,algama
917,beginnen::V,райдайын,hakkama
918,enden::V,фæуын,lõppema
919,wechseln::V,ивын,vahelduma
920,aufgehen[Sonne]::V,скæсын,tõusma
921,untergehen[Sonne]::V, аныгуылын,loojuma
922,scheinen[Sonne]::V,рухс кӕнын,paistma
923,donnern::V,нæрын,kõmisema
924,wehen::V,дымын,puhuma
925,strömen::V,кӕлын,voolama
926,fließen::V,цæуын,voolama
927,fließen::V,уайын,voolama
928,fließen::V,кæлын,voolama
929,sich drehen::V,зилын,pöörduma
930,schwanken::V,æнкъуысын,kõikuma
931,schwingen::V,æнкъуысын,võnkuma
932,schwingen::V,змæлын,võnkuma
933,fallen::V,хауын,langema
934,brennen::V,судзын,põlema
935,rauchen::V,фæздæг кæнын,suitsema
936,regnen::V,уарын,sadama
937,gefrieren::V,сӕлын,kinni külmuma
938,tauen::V,стайын,sulama
939,schmelzen::V,тайын,sulama
940,trocknen::V,хус кæнын,kuivama
941,sieden::V,фыцын,keema
942,faulen::V,ӕмбийын,mädanema
943,verfaulen::V,бамбийын,mädanema
944,reißen::V,скъуийын,rebenema
945,versinken::V,дӕлдон_кӕнын,uppuma
946,vergehen::V,аивгъуийын,mööduma
947,erscheinen::V,разынын,ilmuma
948,verschwinden::V,фæтары уын,kaduma
949,verschwinden::V,фæдæлдзæх уын,kaduma
950,verschwinden::V,фесæфын,kaduma
951,verschwinden::V,æрбайсæфын,kaduma
952,sinken::V,дæлæмæ æрхауын,vajuma
953,sinken::V,дæлæмæ æрхауын,langema
954,abnehmen::V,фæкъаддæр уын,vähenema
955,abnehmen::V,фæкъаддæр уын,kahenema
956,abnehmen::V,фæцух уын,vähenema
957,abnehmen::V,фæцух уын,kahenema
958,zunehmen::V,фæфылдæр уын,kasvama
959,zunehmen::V,сбирæ уын,kasvama
960,zunehmen::V,сахадын,kasvama
961,steigen::V,сыстын,tõusma
962,steigen::V,сыстын,üles minema
963,wachsen::V,рӕзын,kasvama
964,glänzen::V,ӕрттивын,läikimä
965,funkeln::V,тыбар-тыбур_кӕнын,sädelema
966,lärmen::V,хъæлæба кæнын,lärmama
967,läuten::V,цæгъдын,helisema
968,klingeln::V,цæгъдын,helisema
969,klirren::V,дзыгъал-мыгъул кæнын,kõlisema
970,klirren::V,дзæгъ-дзæгъ кæнын,kõlisema
971,brausen::V,абухын,kohisema
972,klingen::V,зæлын,kõlama
973,klingen::V,азæлын,kõlama
974,klingen::V,хъуысын,kõlama
975,bellen::V,рæйын,haukuma
976,heulen::V,ниуын,uluma
977,blasen::V,фу кӕнын,puhuma
978,pfeifen::V,æхситт кæнын,vilistama
979,pfeifen::V,къуыззитт кæнын,vilistama
980,schreien::V,хъӕр кӕнын,karjuma
981,stöhnen::V,хъæрзын,oigama
982,stöhnen::V,дзыназын,oigama
983,zittern::V,ризын,värisema
984,leben::V,цӕрын,elama
985,leben::V,цӕрын,elus olema
986,geboren werden::V,райгуырын,sündima
987,atmen::V,улӕфын,hingama
988,trinken::V,нуазын,jooma
989,essen::V,хӕрын,sööma
990,schlucken::V,ныхъуырын,neelama
991,müde werden::V,бафæллайын,väsima
992,müde werden::V,бафæлмæцын,väsima
993,müde werden::V,сфæлмæцын,väsima
994,einschlafen::V,бафынæй уын,uinuma
995,schlafen::V,хуыссын,magama
996,schlafen::V,фынӕй кӕнын,magama
997,aufwachen::V,райхъал уын,ärkama
998,aufstehen::V,стын,ärkama
999,aufstehen::V,стын,üles tõusma
1000,sich erholen::V,фæллад уадзын,puhkama
1001,sich erholen::V,улæфын,puhkama
1002,krank werden::V,фӕрынчын уын,haigestuma
1003,krank werden::V,фӕрынчын уын,haigeks jääma
1004,krank sein::V,сӕйын,haige olema
1005,schmerzen::V,риссын,valutama
1006,husten::V,хуыфын,köhima
1007,genesen::V,сдзæбæх уын,toibuma
1008,genesen::V,рандидзын,toibuma
1009,genesen::V,сæндидзын,toibuma
1010,sterben::V,мӕлын,surema
1011,umkommen::V,фесæфын,surma saama
1012,umkommen::V,байсæфын,surma saama
1013,umkommen::V,бабын уын,surma saama
1014,umkommen::V,мард фæуын,surma saama
1015,sich bewegen::V,тæлфын,liikuma
1016,sich bewegen::V,цæуын,liikuma
1017,sich rühren::V,змӕлын,liikuma
1018,sich erheben::V,стын,kerkima
1019,sich setzen::V,сбадын,istet võtma
1020,hinfallen::V,ӕрхауын,kukkuma
1021,hinfallen::V,ӕрхауын,maha kukkuma
1022,laufen::V,цӕуын,kõndima
1023,laufen::V,рацу-бацу_кӕнын,kõndima
1024,schreiten::V,къахдзæф кæнын,astuma
1025,schreiten::V,санчъех кæнын,astuma
1026,schreiten::V,цæуын,astuma
1027,spazierengehen::V,озер кæнын,jalutama
1028,spazierengehen::V,тезгъо кæнын,jalutama
1029,eilen::V,тагъд кæнын,ruttama
1030,eilen::V,тагъд кæнын,kiirustama
1031,eilen::V,тындзын,ruttama
1032,eilen::V,тындзын,kiirustama
1033,sich beeilen::V,тагъд кæнын,ruttama
1034,sich beeilen::V,тагъд кæнын,kiirustama
1035,sich beeilen::V,тындзын,ruttama
1036,sich beeilen::V,тындзын,kiirustama
1037,sausen::V,уайын,kihutama
1038,sausen::V,уайын,tormama
1039,sausen::V,тæхын,kihutama
1040,sausen::V,тæхын,tormama
1041,rennen::V,згъорын,jooksma
1042,rennen::V,згъорын,kihutama
1043,springen::V,гæпп кæнын,hüppama
1044,springen::V,сæррæтт кæнын,hüppama
1045,springen::V,лиуырын,hüppama
1046,klettern::V,хилын,ronima
1047,schaukeln::V,хецъро кæнын,kiikuma
1048,schaukeln::V,херыйыл бадын,kiikuma
1049,kriechen::V,бырын,roomama
1050,schwimmen::V,ленк кӕнын,ujuma
1051,tauchen::V,ныгъуылын,sukelduma
1052,rudern::V,бæлæгъ тæрын,sõudma
1053,rudern::V,чема тæрын,sõudma
1054,fahren::V,цӕуын,sõitma
1055,fliegen::V,тӕхын,lendama
1056,gehen::V,цӕуын,käima
1057,gehen::V,цӕуын,minema
1058,weggehen::V,ацӕуын,ära minema
1059,weggehen::V,ацӕуын,välja minema
1060,abfahren::V,араст уын,väljuma
1061,abfahren::V,араст уын,ära sõitma
1062,anhalten::V,æрлæууын,peatuma
1063,hineingehen::V,мидæмæ цæуын,sisenema
1064,hineingehen::V,мидæмæ цæуын,sisse minema
1065,eintreten::V,бацӕуын,sisenema
1066,eintreten::V,бацӕуын,sisse astuma
1067,kommen::V,æрцæуын,tulema
1068,ankommen::V,æрцæуын,saabuma
1069,zurückkommen::V,раздæхын,tagasi tulema
1070,zurückkommen::V,фæстæмæ_раздæхын,tagasi tulema
1071,zurückkommen::V,æрбаздæхын,tagasi tulema
1072,zurückkommen::V,аздæхын,tagasi tulema
1073,bleiben::V,лӕууын,jääma
1074,warten::V,ӕнхъӕлмӕ кӕсын,ootama
1075,erwarten::V,ӕнхъӕлмӕ кӕсын,ootama
1076,erwarten::V,ӕнхъӕлмӕ кӕсын,lootma
1077,suchen::V,агурын,otsima
1078,finden::V,ссарын,leidma
1079,versuchen::V,фӕлварын,püüdma
1080,versuchen::V,фӕлварын,üritama
1081,versuchen::V,фӕлварын,katsetama
1082,vorbereiten::V,бацаттæ кæнын,valmistama
1083,vorbereiten::V,æрæввонг кæнын,valmistama
1084,lieben::V,уарзын,armastama
1085,mögen::V,зæрдæмæ цæуын,sallima
1086,mögen::V,зæрдæмæ цæуын,meeldima
1087,lachen::V,худын,naerma
1088,rühren::V,зæрдæ суынгæг кæнын,liigutama
1089,rühren::V,зæрдæ суынгæг кæнын,heldima panema
1090,weinen::V,кӕуын,nutma
1091,schimpfen::V,æлгъитын,sõimama
1092,sich ärgern::V,мæсты кæнын,ärrituma
1093,sich ärgern::V,мæсты кæнын,vihastuma
1094,sich fürchten::V,тæрсын,kartma
1095,sich fürchten::V,тæрсын,hirmu tundma
1096,fürchten::V,тæрсын,kartma
1097,fliehen::V,лидзын,põgenema
1098,flüchten::V,алидзын,põgenema
1099,sehen::V,уынын,nägema
1100,anschauen::V,акӕсын,vaatama
1101,ansehen::V,кӕсын,vaatama
1102,hören::V,хъусын,kuulma
1103,zuhören::V,хъусын,kuulama
1104,probieren::V,уынын,proovima
1105,probieren::V,аходын,proovima
1106,riechen::V,смудын,nuusutama
1107,fühlen::V,ӕнкъарын,tundma
1108,scheinen::V,зынын,näida
1109,scheinen::V,зынын,ilmuda
1110,zu sehen sein::V,зынын,ilmuma
1111,vernehmen::V,фехъусын,üle kuulama
1112,frieren::V,сийын,külmetada
1113,tun::V,кӕнын,tegema
1114,können::V,фӕразын,võima
1115,können::V,фӕразын,oskama
1116,wollen::V,фӕндын,tahtma
1117,anfangen::V,райдайын,hakkama
1118,anfangen::V,райдайын,alustama
1119,beenden::V,фӕуын,lõpetama
1120,aufhören::V,банцайын,lakkama
1121,aufhören::V,фенцайын,lakkama
1122,gelingen::V,бантысын,õnnestuma
1123,geraten::V,разынын,jõudma
1124,öffnen::V,гом кӕнын,avama
1125,schließen::V,ӕхгӕнын,sulgema
1126,stellen::V,ӕвӕрын,panema
1127,stellen::V,ӕвӕрын,asetama
1128,setzen::V,сбадын кӕнын,panema
1129,legen::V,ӕрӕвӕрын,panema
1130,legen::V,ӕрӕвӕрын,asetama
1131,berühren::V,агайын,riivama
1132,berühren::V,агайын,puudutama
1133,verbinden::V,бӕттын,ühendama
1134,bedecken::V,ӕмбӕрзын,katma
1135,aufhängen::V,ауындзын,riputama
1136,anzünden::V,ссудзын,süütama
1137,aufheben::V,сисын,üles tõstma
1138,zurücklassen::V,ныууадзын,jätma
1139,verlieren::V,фесафын,kaotama
1140,fallen lassen::V,ӕрӕппарын,maha pillama
1141,fallen lassen::V,ӕрӕппарын,kukkuda laskma
1142,fallen lassen::V,къухтӕй феуӕгъд кӕнын,maha pillama
1143,fallen lassen::V,къухтӕй феуӕгъд кӕнын,kukkuda laskma
1144,machen::V,саразын,tegema
1145,herstellen::V,сцæттæ кæнын,valmistama
1146,herstellen::V,саразын,valmistama
1147,bauen::V,амайын,ehitama
1148,reparieren::V,æмпъузын,parandama
1149,reparieren::V,цалцæг кæнын,parandama
1150,verbessern::V,фæхуыздæр кæнын,parandama
1151,ändern::V,аивын,muutma
1152,ändern::V,аивын,ümber tegema
1153,graben::V,къахын,kaevama
1154,beugen::V,æркъæдз кæнын,painutama
1155,beugen::V,æртасын кæнын,painutama
1156,biegen::V,тасын кӕнын,painutama
1157,drehen::V,здухын,keerama
1158,wenden::V,афæлдахын,ümber pöörama
1159,wenden::V,рафæлдахын,ümber pöörama
1160,umdrehen::V,афæлдахын,ümber keerama
1161,heben::V,сдарын,tõstma
1162,heben::V,схæцын,tõstma
1163,hochheben::V,уæлæмæ хæцын,üles tõstma
1164,hochheben::V,уæлæмæ хæцын,kõrgele tõstma
1165,ergreifen::V,фӕлӕбурын,haarama
1166,halten::V,дарын,hoidma
1167,drücken::V,æлхъивын,pigistama
1168,drücken::V,хæцын,pigistama
1169,schieben::V,схойын,lükkama
1170,kratzen::V,хафын,kraapima
1171,lecken::V,сдæрын,lakkuma
1172,beißen::V,хæцын,purema
1173,beißen::V,хæцын,hammustama
1174,abreißen::V,ратонын,rebima
1175,abreißen::V,ратонын,ära rebima
1176,abschneiden::V,ралыг кӕнын,ära lõikama
1177,binden::V,бабӕттын,siduma
1178,stecken::V,ныссадзын,pistma
1179,brechen::V,асæттын,murdma
1180,brechen::V,басæттын,murdma
1181,brechen::V,ныссæттын,murdma
1182,klopfen::V,хойын,koputama
1183,klopfen::V,гуыпп-гуыпп кæнын,koputama
1184,klopfen::V,къуырцц-къуырцц кæнын,koputama
1185,hauen::V,цӕвын,lööma
1186,hauen::V,нӕмын,lööma
1187,kleben::V,ныхасын,kleepima
1188,kleben::V,æндадзын,kleepima
1189,reiben::V,сӕрфын,hõõruma
1190,reiben::V,хафын,hõõruma
1191,streichen::V,байсæрдын,silitama
1192,streichen::V,сахорын,silitama
1193,schleifen::V,ссын,lihvima
1194,schleifen::V,ссын,teritama
1195,schleifen::V,цыргъ кӕнын,lihvima
1196,schleifen::V,цыргъ кӕнын,teritama
1197,schneiden::V,кӕрдын,lõikama
1198,rütteln::V,æнкъусын,raputama
1199,schütteln::V,уигъын,raputama
1200,schütteln::V,уигъын,loksutama
1201,schwenken::V,тилын,vehkima
1202,schwenken::V,тилын,lehvitama
1203,schwenken::V,уигъын,vehkima
1204,schwenken::V,уигъын,lehvitama
1205,schütten::V,ныккӕнын,kallama
1206,füllen::V,байдзаг кæнын,täitma
1207,einwickeln::V,батухын,sisse mähkima
1208,tragen::V,хӕссын,kandma
1209,schleppen::V,ласын,tassima
1210,schleppen::V,ласын,lohistama
1211,ziehen::V,ласын,vedama
1212,ziehen::V,ласын,tõmbama
1213,aufbewahren::V,æвæрын,säilitama
1214,aufbewahren::V,æвæрын,alal hoidma
1215,werfen::V,зыввытт кӕнын,viskama
1216,fangen::V,ӕрцахсын,püüdma
1217,packen::V,рацахсын,kinni haarama
1218,packen::V,рацахсын,kinni võtma
1219,verstecken::V,æмбæхсын,peitma
1220,verstecken::V,нымæхсын,peitma
1221,teilen::V,уарын,jagama
1222,teilen::V,уарын,jaotama
1223,schicken::V,ӕрвитын,saatma
1224,bringen::V,æрхæссын,viima
1225,bringen::V,æрбахæссын,viima
1226,hinzufügen::V,ӕфтауын,lisama
1227,bekommen::V,ссарын,saama
1228,bekommen::V,сфæрæз кæнын,saama
1229,bekommen::V,самал кæнын,saama
1230,erhalten::V,райсын,saama
1231,nehmen::V,райсын,võtma
1232,wählen::V,равзарын,valima
1233,auswählen::V,авзарын,valima
1234,bewahren::V,бавæрын,hoidma
1235,bewahren::V,нывæрын,hoidma
1236,behindern::V,цæлхдур æвæрын,takistama
1237,behindern::V,ныхдур æвæрын,takistama
1238,behindern::V,къуылымпы кæнын,takistama
1239,behindern::V,хъыг дарын,takistama
1240,verderben::V,фесафын,rikkuma
1241,beschädigen::V,халын,rikkuma
1242,zerbrechen::V,асӕттын,katki tegema
1243,zerreißen::V,аскъуынын,katki rebima
1244,zerstören::V,фехалын,purustama
1245,verbrennen::V,басудзын,põletama
1246,geben::V,дӕттын,andma
1247,reichen::V,адæттын,andma
1248,reichen::V,адæттын,ulatama
1249,schenken::V,лæвар кæнын,kinkima
1250,versprechen::V,дзырд раттын,lubama
1251,versprechen::V,дзырд раттын,tõotama
1252,versprechen::V,зӕрдӕ бавӕрын,lubama
1253,versprechen::V,зӕрдӕ бавӕрын,tõotama
1254,wünschen::V,зæрдæ зæгъы,soovima
1255,loben::V,раппӕлын,kiitma
1256,küssen::V,пъа кæнын,suudlema
1257,küssen::V,ба кæнын,suudlema
1258,wiegen::V,узын,hällitama
1259,zudecken::V,бамбӕрзын,kaanetama
1260,zudecken::V,бамбӕрзын,kinni katma
1261,wecken::V,райхъал кӕнын,äratama
1262,zeigen::V,амонын,näitama
1263,führen::V,кӕнын,juhatama
1264,führen::V,фæкæнын,juhatama
1265,lehren::V,ахуыр кæнын,õpetama
1266,unterrichten::V,ахуыр кæнын,õpetama
1267,aufziehen::V,хъомыл кӕнын,üles kasvatama
1268,leiten::V,разамынд дӕттын,juhtima
1269,antreiben::V,тагъд кæнын,ergutama
1270,antreiben::V,рог кæнын,ergutama
1271,lassen::V,кæнын,laskma
1272,einladen::V,ӕрхонын,kutsuma
1273,einladen::V,ӕрбахонын,kutsuma
1274,vereinigen::V,баиу кӕнын,ühendama
1275,besuchen::V,абæрæг кæнын,külastama
1276,besuchen::V,бабæрæг кæнын,külastama
1277,besuchen::V,бауайын,külastama
1278,treffen::V,фембæлын,kohtama
1279,sich versammeln::V,æрæмбырд уын,kogunema
1280,spielen::V,хъазын,mängima
1281,singen::V,зарын,laulma
1282,tanzen::V,кафын,tantsima
1283,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,lahku minema
1284,verlassen::V,ныууадзын,maha jätma
1285,retten::V,фервӕзын кӕнын,päästma
1286,bewachen::V,хъахъхъӕнын,valvama
1287,schützen::V,хъахъхъӕнын,kaitsma
1288,verteidigen::V,бахизын,kaitsma
1289,sich schlagen::V,хыл кæнын,kaklema
1290,schießen::V,ӕхсын,tulistama
1291,siegen::V,басӕттын,võitma
1292,siegen::V,фӕуӕлахиз уӕвын,võitma
1293,ärgern::V,мӕсты кӕнын,ärritama
1294,ärgern::V,мӕсты кӕнын,vihastama
1295,schlagen::V,ныццæвын,lööma
1296,stechen::V,фæрæхойын,pistma
1297,stechen::V,фæрæхойын,torkama
1298,stoßen::V,риуыгъын,tõukama
1299,stehlen::V,давын,varastama
1300,stören::V,хъыгдарын,segama
1301,stören::V,хъыгдарын,häirima
1302,belästigen::V,хъыгдарын,ahistama
1303,verbergen::V,бамбӕхсын,peitma
1304,verbergen::V,бамбӕхсын,varjama
1305,verbergen::V,басусӕг кӕнын,peitma
1306,verbergen::V,басусӕг кӕнын,varjama
1307,täuschen::V,фӕливын,petma
1308,täuschen::V,фӕливын,tüssama
1309,täuschen::V,асайын,petma
1310,täuschen::V,асайын,tüssama
1311,betrügen::V,асайын,petma
1312,betrügen::V,асайын,tüssama
1313,betrügen::V,асайын,truudust murtma
1314,töten::V,амарын,tapma
1315,töten::V,амарын,surmama
1316,wohnen::V,цӕрын,elama
1317,arbeiten::V,кусын,töötama
1318,sammeln::V,æртонын,koguma
1319,sammeln::V,æртонын,korjama
1320,pflücken::V,тонын,noppima
1321,jagen::V,цуан кæнын,jahtima
1322,fischen::V,кæсаг ахсын æнгуырæй,kalastama
1323,fischen::V,кæсаг ахсын æнгуырæй,kala püüdma
1324,fischen::V,æнгуыр дарын,kalastama
1325,fischen::V,æнгуыр дарын,kala püüdma
1326,fassen::V,ӕрцахсын,püüdma
1327,hüten::V,хизын,karjatama
1328,treiben::V,скъӕрын,ajama
1329,anbinden::V,бабæттын,kinni siduma
1330,anbinden::V,æрбæттын,kinni siduma
1331,füttern::V,холлаг дæттын,söötma
1332,füttern::V,холлаг æвæрын,söötma
1333,füttern::V,дарын,söötma
1334,melken::V,дуцын,lüpsma
1335,hacken::V,кæрдын,raiuma
1336,hacken::V,кæрдын,lõhkuma
1337,hacken::V,лыгтæ кæнын,raiuma
1338,hacken::V,лыгтæ кæнын,lõhkuma
1339,gießen::V,бакалын,kastma
1340,reifen::V,срæгъæд уын,valmima
1341,reifen::V,сцæттæ уын,valmima
1342,zubereiten::V,сцӕттӕ кӕнын,valmistama
1343,kochen::V,фыцын,keetma
1344,backen::V,фыцын,küpsetama
1345,braten::V,цурын,praadima
1346,umrühren::V,ахæццæ кæнын,segama
1347,umrühren::V,азмæнтын,segama
1348,umrühren::V,астауын,segama
1349,stricken::V,кæнын,kuduma
1350,stricken::V,бийын,kuduma
1351,nähen::V,хуыйын,õmblema
1352,färben::V,ахорын,värvima
1353,reinigen::V,ссыгъдæг кæнын,puhastama
1354,reinigen::V,ныссыгъдæг кæнын,puhastama
1355,reinigen::V,ныссæрфын,puhastama
1356,waschen::V,ӕхсын,pesema
1357,abwischen::V,сӕрфын,puhtaks pühkima
1358,spülen::V,æнхъæвзын,uhtma
1359,fegen::V,мӕрзын,pühkima
1360,kehren::V,мӕрзын,pühkima
1361,baden::V,хи найын,suplema
1362,baden::V,хи найын,kümblema
1363,sich waschen::V,хи æхсын,end pesema
1364,ausziehen::V,ласын,käest võtma
1365,ausziehen::V,ласын,jalast võtma
1366,ausziehen::V,ласын,seljast võtma
1367,anziehen::V,скæнын,jalga panema
1368,sich anziehen::V,дзаума скæнын,riietuma
1369,sich anziehen::V,дарæс скæнын,riietuma
1370,kämmen::V,ныффасын,kammima
1371,kämmen::V,æрфасын,kammima
1372,schmücken::V,фӕлындын,kaunistama
1373,sagen::V,зæгъын,ütlema
1374,sprechen::V,дзурын,rääkima
1375,sprechen::V,дзурын,kõnelema
1376,reden::V,ныхас кӕнын,kõnelema
1377,sich unterhalten::V,ныхас кæнын,vestlema
1378,fragen::V,фӕрсын,küsima
1379,bitten::V,курын,paluma
1380,erzählen::V,радзурын,jutustama
1381,erzählen::V,ратаурæгъ кæнын,jutustama
1382,mitteilen::V,фехъусын кæнын,teatama
1383,mitteilen::V,фехъусын кæнын,teada andma
1384,nennen::V,хонын,nimetama
1385,rufen::V,сидын,kutsuma
1386,prahlen::V,ӕппӕлын,hooplema
1387,übersetzen::V,ратæлмац кæнын,tõlkima
1388,denken::V,ӕнхъӕлын,mõtlema
1389,denken::V,хъуыды кӕнын,mõtlema
1390,glauben::V,уырнын,uskuma
1391,bemerken::V,фенын,märkama
1392,erkennen::V,базонын,ära tundma
1393,begreifen::V,ӕмбарын,aru saama
1394,begreifen::V,бамбарын,aru saama
1395,lernen::V,ахуыр кӕнын,õppima
1396,wissen::V,зонын,teadma
1397,sich erinnern an::V,зæрдыл æрлæууын,mäletama
1398,sich erinnern an::V,æрымысын,mäletama
1399,sich erinnern an::V,æрбаймысын,mäletama
1400,sich erinnern an::V,æрхъуыды кæнын,mäletama
1401,vergessen::V,ферох кæнын,unustama
1402,vergessen::V,айрох кæнын,unustama
1403,messen::V,барын,mõõtma
1404,zählen::V,нымайын,loendama
1405,rechnen::V,хынцын,arvutama
1406,lesen::V,кӕсын,lugema
1407,lesen::V,фӕрсын,lugema
1408,malen::V,ныв кӕнын,maalima
1409,zeichnen::V,ныв кӕнын,joonistama
1410,schreiben::V,фыссын,kirjutama
1411,besitzen::V,хицау уын,omama
1412,kaufen::V,балхӕнын,ostma
1413,verkaufen::V,уӕй кӕнын,müüma
1414,bezahlen::V,бафидын,tasuma
1415,zahlen::V,фидын,maksma
1416,beherrschen::V,æлдариуæг кæнын,valitsema
1417,ertragen::V,бавзарын,taluma
