,Concept_ID,fi,cs
822,hinab::ADV,alas,dolů
823,oben::ADV,ylhäällä,nahoře
824,oben::ADV,ylhäällä,navrchu
825,hinauf::ADV,ylös,nahoru
826,überall::ADV,kaikkialla,všude
827,nicht::ADV,ei,ne
828,ein wenig::ADV,vähän,trochu
829,kaum::ADV,tuskin,sotva
830,sehr::ADV,kovin,velmi
831,sehr::ADV,kovin,velice
832,sehr::ADV,oikein,velmi
833,sehr::ADV,oikein,velice
834,so::ADV,näin,tak
835,so::ADV,näin,takto
836,noch::ADV,vielä,ještě
837,nur::ADV,vain,jen
838,nur::ADV,vain,jenom
839,nur::ADV,ainoastaan,jen
840,nur::ADV,ainoastaan,jenom
841,schon::ADV,jo,už
842,schon::ADV,jo,již
843,wieder::ADV,taas,zase
844,wieder::ADV,jälleen,zase
845,vergebens::ADV,turhaan,marně
846,vor::PRP,edessä,před
847,hinter::PRP,takana,za
848,unter::PRP,alla,pod
849,durch::PRP,läpi,skrz
850,durch::PRP,kautta,skrz
851,neben::PRP,vieressä,vedle
852,zwischen::PRP,välillä,mezi
853,wegen::PRP,takia,pro
854,wegen::PRP,vuoksi,pro
855,dies::PRN,tämä,toto
856,dies::PRN,tämä,tohle
857,das::PRN,se,to
858,alles::PRN,kaikki,všechno
859,ich::PRN,minä,já
860,du::PRN,sinä,ty
861,er::PRN,hän,on
862,wir::PRN,me,my
863,ihr::PRN,te,vy
864,sie::PRN,he,oni
865,was::FPRN,mikä,co
866,wer::FPRN,ken,kdo
867,wer::FPRN,kuka,kdo
868,wo::FADV,missä,kde
869,wohin::FADV,mihin,kam
870,wie::FADV,miten,jak
871,wie::FADV,kuinka,jak
872,warum::FADV,miksi,proč
873,wieviel::FNUM,paljonko,kolik
874,wieviel::FNUM,kuinka paljon,kolik
875,eins::NUM,yksi,jeden
876,zwei::NUM,kaksi,dva
877,drei::NUM,kolme,tři
878,vier::NUM,neljä,čtyři
879,fünf::NUM,viisi,pět
880,sechs::NUM,kuusi,šest
881,sieben::NUM,seitsemän,sedm
882,acht::NUM,kahdeksan,osm
883,neun::NUM,yhdeksän,devět
884,zehn::NUM,kymmenen,deset
885,elf::NUM,yksitoista,jedenáct
886,zwölf::NUM,kaksitoista,dvanáct
887,zwanzig::NUM,kaksikymmentä,dvacet
888,dreißig::NUM,kolmekymmentä,třicet
889,vierzig::NUM,neljäkymmentä,čtyřicet
890,fünfzig::NUM,viisikymmentä,padesát
891,sechzig::NUM,kuusikymmentä,šedesát
892,siebzig::NUM,seitsemänkymmentä,sedmdesát
893,achtzig::NUM,kahdeksankymmentä,osmdesát
894,neunzig::NUM,yhdeksänkymmentä,devadesát
895,hundert::NUM,sata,sto
896,tausend::NUM,tuhat,tisíc
897,und::CNJ,ja,a
898,oder::CNJ,tai,nebo
899,stehen::V,seisoa,stát
900,sitzen::V,istua,sedět
901,liegen::V,maata,ležet
902,hängen::V,riippua,viset
903,werden::V,tulla,stát se
904,werden::V,joutua,stát se
905,passieren::V,sattua,stát se
906,passieren::V,tapahtua,stát se
907,beginnen::V,alkaa,počít
908,enden::V,loppua,končit
909,enden::V,loppua,skončit
910,enden::V,päättyä,končit
911,enden::V,päättyä,skončit
912,wechseln::V,vaihtua,měnit se
913,wechseln::V,vaihdella,měnit se
914,aufgehen[Sonne]::V,nousta,vyjít
915,untergehen[Sonne]::V,laskea,zapadnout
916,scheinen[Sonne]::V,paistaa,svítit
917,donnern::V,jyristä,hřmět
918,wehen::V,tuulla,vát
919,wehen::V,tuulla,vanout
920,wehen::V,puhaltaa,vát
921,wehen::V,puhaltaa,vanout
922,strömen::V,virrata,proudit
923,fließen::V,valua,téct
924,fließen::V,juosta,téct
925,sich drehen::V,pyöriä,točit se
926,schwanken::V,horjua,kolísat
927,schwanken::V,horjua,houpat se
928,schwingen::V,heilua,kývat se
929,schwingen::V,värähdellä,kývat se
930,fallen::V,pudota,padat
931,fallen::V,langeta,padat
932,brennen::V,palaa,hořet
933,rauchen::V,savuta,kouřit
934,regnen::V,sataa,pršet
935,gefrieren::V,jäätyä,zamrznout
936,tauen::V,sulaa,tát
937,schmelzen::V,sulaa,tavit
938,trocknen::V,kuivua,schnout
939,sieden::V,kiehua,vřít
940,faulen::V,mädätä,hnít
941,verfaulen::V,mädätä,shnít
942,verfaulen::V,mädäntyä,shnít
943,reißen::V,revetä,roztrhat se
944,versinken::V,upota,topit se
945,versinken::V,upota,ponořit se
946,versinken::V,vajota,topit se
947,versinken::V,vajota,ponořit se
948,vergehen::V,kulua,plynout
949,erscheinen::V,ilmestyä,objevit se
950,verschwinden::V,kadota,zmizet
951,sinken::V,vajota,klesat
952,abnehmen::V,vähetä,ubýt
953,zunehmen::V,kasvaa,přibýt
954,zunehmen::V,lisääntyä,přibýt
955,steigen::V,nousta,stoupat
956,wachsen::V,kasvaa,růst
957,glänzen::V,kiiltää,lesknout se
958,funkeln::V,kipinöidä,jiskřit se
959,lärmen::V,meluta,dělat hluk
960,läuten::V,soida,zvonit
961,klingeln::V,soida,zvonit
962,klirren::V,kalista,řinčet
963,brausen::V,kohista,hučet
964,rauschen::V,kohista,šumět
965,klingen::V,soida,znít
966,bellen::V,haukkua,štěkat
967,heulen::V,ulvoa,výt
968,blasen::V,puhaltaa,foukat
969,pfeifen::V,viheltää,pískat
970,schreien::V,kirkua,křičet
971,stöhnen::V,voihkia,sténat
972,zittern::V,vapista,třást se
973,leben::V,elää,žít
974,geboren werden::V,syntyä,rodit se
975,atmen::V,hengittää,dýchat
976,trinken::V,juoda,pít
977,essen::V,syödä,jíst
978,schlucken::V,niellä,polykat
979,müde werden::V,uupua,unavit se
980,einschlafen::V,uinahtaa,usnout
981,schlafen::V,maata,spát
982,schlafen::V,nukkua,spát
983,aufwachen::V,herätä,probudit se
984,aufstehen::V,nousta,vstát
985,aufstehen::V,nousta ylös,vstát
986,sich erholen::V,levätä,zotavovat se
987,krank werden::V,sairastua,onemocnět
988,krank sein::V,potea,být nemocný
989,krank sein::V,sairastaa,být nemocný
990,schmerzen::V,särkeä,bolet
991,schmerzen::V,kivistää,bolet
992,husten::V,yskiä,kašlat
993,genesen::V,toipua,uzdravit se
994,sterben::V,kuolla,umřít
995,umkommen::V,saada surmansa,zahynout
996,umkommen::V,kuolla,zahynout
997,sich bewegen::V,liikkua,pohnout se
998,sich rühren::V,liikahtaa,hnout se
999,sich erheben::V,nousta,zdvihnout se
1000,sich setzen::V,istuutua,posadit se
1001,hinfallen::V,kaatua,upadnout
1002,laufen::V,kävellä,běžet
1003,schreiten::V,astua,kráčet
1004,schreiten::V,astella,kráčet
1005,spazierengehen::V,kävellä,procházet se
1006,eilen::V,kiirehtiä,spěchat
1007,sich beeilen::V,kiirehtiä,pospíšit si
1008,sich beeilen::V,olla kiireissään,pospíšit si
1009,sausen::V,rynnätä,fičet
1010,sausen::V,viilettää,fičet
1011,rennen::V,juosta,pádit
1012,springen::V,hypätä,skákat
1013,klettern::V,kiivetä,lézt
1014,klettern::V,kiivetä,šplhat
1015,schaukeln::V,kiikkua,houpat
1016,kriechen::V,ryömiä,lézt
1017,kriechen::V,ryömiä,plazit se
1018,schwimmen::V,uida,plavat
1019,tauchen::V,sukeltaa,nořit se
1020,rudern::V,soutaa,veslovat
1021,fahren::V,ajaa,jet
1022,fahren::V,ajaa,jezdit
1023,fahren::V,kulkea,jet
1024,fahren::V,kulkea,jezdit
1025,fliegen::V,lentää,létat
1026,gehen::V,käydä,jít
1027,weggehen::V,lähteä,odejít
1028,weggehen::V,poistua,odejít
1029,abfahren::V,lähteä,odjet
1030,anhalten::V,pysähtyä,zastavit se
1031,anhalten::V,seisahtua,zastavit se
1032,hineingehen::V,mennä sisään,vcházet se
1033,eintreten::V,astua sisään,vstoupit
1034,kommen::V,tulla,přijít
1035,ankommen::V,saapua,dojít
1036,zurückkommen::V,palata,vrátit se
1037,bleiben::V,jäädä,zůstat
1038,bleiben::V,viipyä,zůstat
1039,warten::V,odottaa,čekat
1040,erwarten::V,odottaa,čekat na
1041,suchen::V,etsiä,hledat
1042,finden::V,löytää,najít
1043,versuchen::V,yrittää,zkoušet
1044,vorbereiten::V,valmistaa,připravit
1045,lieben::V,pitää,milovat
1046,lieben::V,rakastaa,milovat
1047,mögen::V,pitää,mít rád
1048,mögen::V,tykätä,mít rád
1049,lachen::V,nauraa,smát se
1050,rühren::V,liikuttaa,dojmout
1051,weinen::V,itkeä,plakat
1052,schimpfen::V,haukkua,nadávat
1053,sich ärgern::V,suuttua,pohoršit se
1054,sich fürchten::V,pelätä,bát se
1055,fürchten::V,pelätä,bát se
1056,fliehen::V,paeta,utéct
1057,flüchten::V,paeta,prchnout
1058,sehen::V,nähdä,vidět
1059,anschauen::V,katsoa,podívat se na
1060,ansehen::V,katsoa,sledovat
1061,hören::V,kuulla,slyšet
1062,zuhören::V,kuunnella,poslouchat
1063,probieren::V,maistaa,ochutnávat
1064,riechen::V,haistaa,cítit
1065,fühlen::V,tuntea,cítit
1066,scheinen::V,tuntua,zdát se
1067,zu sehen sein::V,näkyä,moci být viděn
1068,vernehmen::V,kuulla,uslyšet
1069,frieren::V,palella,mrznout
1070,tun::V,tehdä,dělat
1071,können::V,osata,moct
1072,wollen::V,tahtoa,chtít
1073,anfangen::V,ruveta,začít
1074,anfangen::V,aloittaa,začít
1075,beenden::V,lopettaa,ukončit
1076,aufhören::V,loppua,přestat
1077,gelingen::V,onnistua,podařit se
1078,geraten::V,sujua,dařit se
1079,geraten::V,joutua,dařit se
1080,öffnen::V,avata,otevřít
1081,öffnen::V,aukaista,otevřít
1082,schließen::V,sulkea,zavřít
1083,stellen::V,panna,postavit
1084,stellen::V,asettaa,postavit
1085,setzen::V,panna,posadit
1086,setzen::V,istuttaa,posadit
1087,legen::V,panna,klást
1088,legen::V,panna,položit
1089,legen::V,asettaa,klást
1090,legen::V,asettaa,položit
1091,berühren::V,koskea,dotýkat se
1092,berühren::V,koskettaa,dotýkat se
1093,verbinden::V,liittää,spojit
1094,verbinden::V,yhdistää,spojit
1095,bedecken::V,kattaa,pokrýt
1096,bedecken::V,peittää,pokrýt
1097,aufhängen::V,ripustaa,oběsit
1098,aufhängen::V,ripustaa,pověsit
1099,anzünden::V,sytyttää,zapálit
1100,anzünden::V,sytyttää,podpálit
1101,aufheben::V,ylös nostaa,zvednout
1102,aufheben::V,ylös nostaa,zdvihnout
1103,aufheben::V,nostaa,zvednout
1104,aufheben::V,nostaa,zdvihnout
1105,zurücklassen::V,jättää,zanechat
1106,verlieren::V,kadottaa,ztratit
1107,fallen lassen::V,pudottaa,upustit
1108,machen::V,tehdä,udělat
1109,herstellen::V,tuottaa,vyrobit
1110,herstellen::V,valmistaa,vyrobit
1111,bauen::V,rakentaa,stavět
1112,bauen::V,rakentaa,budovat
1113,reparieren::V,korjata,opravit
1114,verbessern::V,parantaa,zlepšit
1115,ändern::V,muuttaa,změnit
1116,graben::V,kaivaa,rýt
1117,graben::V,kaivaa,kopat
1118,beugen::V,taivuttaa,ohnout
1119,biegen::V,taivuttaa,ohnout
1120,drehen::V,kääntää,točit
1121,wenden::V,kääntää,obrátit
1122,umdrehen::V,kääntää,obrátit
1123,heben::V,nostaa,zdvihnout
1124,heben::V,kohottaa,zdvihnout
1125,hochheben::V,nostaa,zvednout
1126,ergreifen::V,tarttua,chopit se
1127,halten::V,pitää,držet
1128,drücken::V,painaa,stisknout
1129,drücken::V,puristaa,stisknout
1130,schieben::V,työntää,posouvat
1131,kratzen::V,raapia,škrábat
1132,lecken::V,nuolla,lízat
1133,beißen::V,purra,kousat
1134,abreißen::V,repiä,utrhat
1135,abreißen::V,repiä,odtrhat
1136,abschneiden::V,leikata poikki,uřezat
1137,abschneiden::V,leikata poikki,ukrojit
1138,abschneiden::V,leikata,uřezat
1139,abschneiden::V,leikata,ukrojit
1140,binden::V,sitoa,přivázat
1141,stecken::V,pistää,strčit
1142,brechen::V,murtaa,lomit
1143,klopfen::V,koputtaa,ťukat
1144,klopfen::V,koputtaa,klepat
1145,klopfen::V,kolkuttaa,ťukat
1146,klopfen::V,kolkuttaa,klepat
1147,hauen::V,lyödä,bít
1148,kleben::V,liimata,lepit
1149,reiben::V,hieroa,třít
1150,reiben::V,hangata,třít
1151,streichen::V,sivellä,mazat
1152,schleifen::V,hioa,brousit
1153,schneiden::V,leikata,řezat
1154,schneiden::V,leikata,střihat
1155,rütteln::V,ravistaa,třást
1156,rütteln::V,ravistaa,otřást
1157,schütteln::V,pudistaa,třást
1158,schütteln::V,pudistaa,zatřást
1159,schwenken::V,heiluttaa,mávat
1160,schütten::V,kaataa,nasypat
1161,füllen::V,täyttää,naplnit
1162,einwickeln::V,kääriä,zavinout
1163,tragen::V,kantaa,nést
1164,schleppen::V,raahata,vléct
1165,ziehen::V,vetää,tahat
1166,ziehen::V,vetää,táhnout
1167,aufbewahren::V,säilyttää,schovat
1168,werfen::V,viskata,házet
1169,fangen::V,napata,chytat
1170,fangen::V,ottaa kiinni,chytat
1171,packen::V,tarttua,uchvátit
1172,verstecken::V,kätkeä,schovat
1173,verstecken::V,piilottaa,schovat
1174,teilen::V,jakaa,rozdělit
1175,schicken::V,lähettää,posílat
1176,bringen::V,viedä,přinést
1177,hinzufügen::V,lisätä,připojit
1178,bekommen::V,saada,dostat
1179,erhalten::V,saada,uchovat
1180,nehmen::V,ottaa,vzít
1181,wählen::V,valita,zvolit
1182,auswählen::V,valikoida,vybrat
1183,bewahren::V,säilyttää,uchránit
1184,behindern::V,estää,překážet
1185,verderben::V,pilata,zkazit
1186,verderben::V,turmella,zkazit
1187,beschädigen::V,vioittaa,porušit
1188,beschädigen::V,vioittaa,poškodit
1189,beschädigen::V,vahingoittaa,porušit
1190,beschädigen::V,vahingoittaa,poškodit
1191,zerbrechen::V,rikkoa,rozlámat
1192,zerreißen::V,repiä rikki,roztrhnout
1193,zerreißen::V,repiä palasiksi,roztrhnout
1194,zerstören::V,hävittää,zničit
1195,verbrennen::V,polttaa,spálit
1196,geben::V,antaa,dát
1197,reichen::V,ojentaa,podat
1198,schenken::V,lahjoittaa,darovat
1199,versprechen::V,luvata,slíbit
1200,wünschen::V,toivottaa,přát
1201,loben::V,ylistää,chválit
1202,küssen::V,suudella,líbat
1203,wiegen::V,tuudittaa,chovat
1204,wiegen::V,tuudittaa,kolébat
1205,wiegen::V,keinuttaa,chovat
1206,wiegen::V,keinuttaa,kolébat
1207,zudecken::V,peittää,přikrýt
1208,zudecken::V,peittää,přiklopit
1209,wecken::V,herättää,vzbudit
1210,zeigen::V,näyttää,ukázat
1211,zeigen::V,osoittaa,ukázat
1212,führen::V,johdattaa,vést
1213,lehren::V,opettaa,učit
1214,unterrichten::V,opettaa,vyučovat
1215,aufziehen::V,kasvattaa,vychovat
1216,leiten::V,johtaa,vodit
1217,antreiben::V,hoputtaa,nutit
1218,lassen::V,antaa,dát
1219,einladen::V,kutsua,pozvat
1220,vereinigen::V,yhdistää,spojit
1221,besuchen::V,vierailla,návštívit
1222,treffen::V,tavata,potkat
1223,sich versammeln::V,kokoontua,shromáždit se
1224,spielen::V,pelata,hrát
1225,spielen::V,leikkiä,hrát
1226,singen::V,laulaa,zpívat
1227,tanzen::V,tanssia,tančit
1228,sich trennen::V,erota,rozejít se
1229,verlassen::V,jättää,opustit
1230,retten::V,pelastaa,zachránit
1231,bewachen::V,vartioida,hlídat
1232,schützen::V,suojella,chránit
1233,verteidigen::V,puolustaa,obhájit
1234,sich schlagen::V,tapella,bít se
1235,schießen::V,ampua,střílet
1236,siegen::V,voittaa,zvítězit
1237,ärgern::V,ärsyttää,zlobit
1238,ärgern::V,ärsyttää,pohoršit
1239,schlagen::V,lyödä,udeřit
1240,schlagen::V,lyödä,praštit
1241,treten::V,potkaista,kopnout
1242,stechen::V,pistää,bodnout
1243,stechen::V,pistää,píchnout
1244,stoßen::V,sysätä,strčit
1245,stoßen::V,työntää,strčit
1246,stehlen::V,varastaa,ukrást
1247,stören::V,häiritä,vyrušit
1248,belästigen::V,häiritä,obtěžovat
1249,verbergen::V,kätkeä,skrýt
1250,täuschen::V,harhauttaa,klamat
1251,betrügen::V,pettää,podvést
1252,betrügen::V,petkuttaa,podvést
1253,töten::V,tappaa,zabít
1254,wohnen::V,asua,bydlit
1255,arbeiten::V,tehdä työtä,pracovat
1256,arbeiten::V,työskennellä,pracovat
1257,sammeln::V,koota,sebrat
1258,sammeln::V,kerätä,sebrat
1259,pflücken::V,poimia,česat
1260,jagen::V,metsästää,uhonit
1261,fischen::V,kalastaa,chytat ryby
1262,fassen::V,pyydystää,ulovit
1263,fassen::V,saalistaa,ulovit
1264,hüten::V,paimentaa,pást
1265,treiben::V,ajaa,hnát
1266,anbinden::V,kytkeä,přivázat
1267,füttern::V,ruokkia,krmit
1268,melken::V,lypsää,dojit
1269,hacken::V,hakata,seknout
1270,gießen::V,kastella,zalít
1271,reifen::V,kypsyä,uzrát
1272,zubereiten::V,valmistaa,připravit
1273,kochen::V,keittää,vařit
1274,backen::V,leipoa,péct
1275,braten::V,paistaa,smažit
1276,umrühren::V,hämmentää,zamíchat
1277,stricken::V,kutoa,plést
1278,stricken::V,neuloa,plést
1279,nähen::V,ommella,šít
1280,färben::V,värjätä,nabarvit
1281,färben::V,värittää,nabarvit
1282,reinigen::V,puhdistaa,očistit
1283,waschen::V,pestä,mýt
1284,abwischen::V,pyyhkiä,utřít
1285,spülen::V,huuhtoa,spláchnout
1286,fegen::V,pyyhkäistä,zamést
1287,kehren::V,lakaista,mést
1288,baden::V,kylpeä,koupat se
1289,sich waschen::V,peseytyä,mýt se
1290,ausziehen::V,riisua,svléct
1291,anziehen::V,pukea ylleen,obléct
1292,sich anziehen::V,pukeutua,oblékat se
1293,kämmen::V,kammata,učesat
1294,schmücken::V,koristaa,ozdobit
1295,schmücken::V,kaunistaa,ozdobit
1296,sagen::V,sanoa,říct
1297,sprechen::V,puhua,mluvit
1298,reden::V,keskustella,hovořit
1299,sich unterhalten::V,jutella,povídat se
1300,fragen::V,kysyä,zeptat se
1301,bitten::V,pyytää,prosit
1302,erzählen::V,kertoa,povídat
1303,mitteilen::V,ilmoittaa,sdělit
1304,mitteilen::V,ilmoittaa,oznámit
1305,nennen::V,kutsua,nazvat
1306,nennen::V,nimittää,nazvat
1307,rufen::V,kutsua,volat
1308,rufen::V,kutsua,zavolat
1309,prahlen::V,kerskailla,chlubit se
1310,übersetzen::V,kääntää,přeložit
1311,denken::V,miettiä,myslit
1312,denken::V,ajatella,myslit
1313,glauben::V,uskoa,věřit
1314,bemerken::V,huomata,zpozorovat
1315,erkennen::V,tunnistaa,poznat
1316,begreifen::V,ymmärtää,pochopit
1317,verstehen::V,ymmärtää,porozumět
1318,lernen::V,oppia,učit se
1319,wissen::V,tietää,vědět
1320,sich erinnern an::V,muistaa,vzpomínat si na
1321,vergessen::V,unohtaa,zapomínat
1322,messen::V,mitata,měřit
1323,zählen::V,laskea,spočítat
1324,rechnen::V,laskea,počítat
1325,lesen::V,lukea,číst
1326,malen::V,maalata,malovat
1327,zeichnen::V,piirtää,rýsovat
1328,zeichnen::V,piirustaa,rýsovat
1329,schreiben::V,kirjoittaa,psát
1330,besitzen::V,omistaa,mít
1331,besitzen::V,omistaa,vlastnit
1332,kaufen::V,ostaa,koupit
1333,verkaufen::V,myydä,prodat
1334,bezahlen::V,maksaa,zaplatit
1335,zahlen::V,maksaa,platit
1336,beherrschen::V,hallita,ovládat
1337,ertragen::V,kestää,snést
