,Concept_ID,lez,fa
781,damals::ADV,а чӏавуз,آنوقت
782,damals::ADV,а чӏавуз,آنزمان
783,danach::ADV,ахпа,بعد
784,vorher::ADV,вилик,قبلاً
785,zuerst::ADV,сифте,اول
786,zuerst::ADV,сифте,ابتداء
787,einmal::ADV,садра,یکدفعه
788,manchmal::ADV,гагь-гагь,گاهی
789,manchmal::ADV,гагь-гагь,بعضی اوقات
790,oft::ADV,гзаф вахтара,اغلب
791,immer::ADV,гьамиша,همیشه
792,niemals::ADV,са чӏавузни,هرگز
793,niemals::ADV,са вахтундани,هرگز
794,hier::ADV,ина,اینجا
795,hierhin::ADV,иниз,به اینجا
796,von hier::ADV,инай,از اینجا
797,dort::ADV,ана,آنجا
798,dorthin::ADV,аниз,به آنجا
799,geradeaus::ADV,дуьз,راست
800,vorwärts::ADV,вилик,جلو
801,vorwärts::ADV,вилик,به پیش
802,vorwärts::ADV,виликди,جلو
803,vorwärts::ADV,виликди,به پیش
804,rückwärts::ADV,кьулухъ,عقب
805,unten::ADV,агъада,زیر
806,unten::ADV,агъада,پایین
807,hinab::ADV,агъуз,به پایین
808,oben::ADV,винел,بالا
809,hinauf::ADV,виниз,به بالا
810,überall::ADV,вирина,همه‌جا
811,nicht::ADV,ваъ,نه
812,ein wenig::ADV,са тӏимил,کمی
813,kaum::ADV,жизви,به سختی
814,sehr::ADV,лап,خیلی
815,sehr::ADV,лап,بسیار
816,so::ADV,икӏ,چنین
817,so::ADV,икӏ,اینطور
818,noch::ADV,гьеле,هنوز
819,nur::ADV,анжах,فقط
820,nur::ADV,анжах,تنها
821,schon::ADV,хъувуна,قبلاً
822,schon::ADV,хъувуна,به این زودی
823,schon::ADV,мадни дардиз,قبلاً
824,schon::ADV,мадни дардиз,به این زودی
825,schon::ADV,мадни гуьтӏуьз,قبلاً
826,schon::ADV,мадни гуьтӏуьз,به این زودی
827,schon::ADV,мадни гуьтӏуь я,قبلاً
828,schon::ADV,мадни гуьтӏуь я,به این زودی
829,vergebens::ADV,нагьакь,بیهوده
830,vergebens::ADV,нагьакьа,بیهوده
831,vor::PRP,вилик,در جلوی
832,hinter::PRP,кьулухъ,پشت
833,unter::PRP,кӏаник,تحت
834,durch::PRP,арадай,از وسط
835,durch::PRP,арадай,از ميان
836,durch::PRP,-кай хкатна,از وسط
837,durch::PRP,-кай хкатна,از ميان
838,neben::PRP,патав,کنار
839,neben::PRP,патав,پهلوی
840,neben::PRP,мукьув,کنار
841,neben::PRP,мукьув,پهلوی
842,zwischen::PRP,ара,بین
843,zwischen::PRP,ара,میان
844,zwischen::PRP,арада,بین
845,zwischen::PRP,арада,میان
846,wegen::PRP,гъиляй,برای
847,wegen::PRP,гъиляй,بخاطر
848,dies::PRN,и,این
849,dies::PRN,им,این
850,das::PRN,а,آن
851,das::PRN,ам,آن
852,alles::PRN,вири,تمام
853,alles::PRN,вири,همه‌چیر
854,alles::PRN,михьиз,تمام
855,alles::PRN,михьиз,همه‌چیر
856,ich::PRN,за,من
857,ich::PRN,зун,من
858,du::PRN,вун,تو
859,er::PRN,ам,او
860,er::PRN,гьа,او
861,wir::PRN,чун,ما
862,ihr::PRN,куьн,شما
863,sie::PRN,абур,آنها
864,was::FPRN,вуч,چه
865,wer::FPRN,вуж,کی
866,wo::FADV,гьина,کجا
867,wohin::FADV,гьиниз,بکجا
868,wie::FADV,гьикӏ,چطور
869,wie::FADV,гьикӏ,چگونه
870,warum::FADV,вучиз,چرا
871,warum::FADV,вучиз,برای چه
872,wieviel::FNUM,шумуд,چند
873,wieviel::FNUM,шумуд,چقدر
874,eins::NUM,са,یک
875,zwei::NUM,кьвед,دو
876,drei::NUM,пуд,سه
877,vier::NUM,кьуд,چهار
878,fünf::NUM,вад,پنج
879,sechs::NUM,ругуд,شش
880,sieben::NUM,ирид,هفت
881,acht::NUM,муьжуьд,هشت
882,neun::NUM,кӏуьд,نه
883,zehn::NUM,цӏуд,ده
884,elf::NUM,цӏусад,یازده
885,zwölf::NUM,цӏикьвед,دوازده
886,zwanzig::NUM,къад,بیست
887,dreißig::NUM,къанницӏуд,سی
888,vierzig::NUM,яхцӏур,چهل
889,fünfzig::NUM,яхцӏурни цӏуд,پنجاه
890,sechzig::NUM,пудкъад,شصت
891,siebzig::NUM,пудкъанни цӏуд,هفتاد
892,achtzig::NUM,кьудкъад,هشتاد
893,neunzig::NUM,кьудкъанни цӏуд,نود
894,hundert::NUM,виш,صد
895,tausend::NUM,агъзур,هزار
896,und::CNJ,ва,و
897,oder::CNJ,я,یا
898,stehen::V,акъвазун,ایستادن
899,sitzen::V,ацукьун,نشستن
900,liegen::V,къаткун,خوابیدن
901,liegen::V,къаткун,دراز کشیدن
902,hängen::V,куьрс хьун,آویزان بودن
903,werden::V,хьун,شدن
904,passieren::V,хьун,گذشتن
905,passieren::V,хьун,اتفاق افتادن
906,beginnen::V,башламиш хьун,شروع شدن
907,enden::V,куьтягь хьун,تمام شدن
908,wechseln::V,дегиш хьун,عوض شدن
909,aufgehen[Sonne]::V,экъечӏун,برآمدن
910,aufgehen[Sonne]::V,экъечӏун,طلوع کردن
911,untergehen[Sonne]::V,акӏун,غروب کردن
912,scheinen[Sonne]::V,ишигь гун,تابیدن
913,donnern::V,къукърумар авун,رعد زدن
914,strömen::V,авахьун,روان شدن
915,fließen::V,авахьун,روان شدن
916,sich drehen::V,элкъуьн,چرخیدن
917,schwanken::V,юзун,خم و راست شدن
918,schwingen::V,галтад хьун,تاب خوردن
919,schwingen::V,галтад хьун,نوسان کردن
920,fallen::V,аватун,افتادن
921,fallen::V,аватун,سقوط کردن
922,brennen::V,кун,سوزاندن
923,brennen::V,ккун,سوزاندن
924,regnen::V,къун,باران آمدن
925,gefrieren::V,муркӏади кьун,یخ بستن
926,tauen::V,цӏурун,آب شدن
927,schmelzen::V,цӏурун,آب شدن
928,trocknen::V,кьурун,خشک شدن
929,sieden::V,ругун,جوشیدن
930,faulen::V,кутӏун,فاسد شدن
931,verfaulen::V,чуьруьтмиш хьун,پوسیدن
932,verfaulen::V,кутӏун,پوسیدن
933,reißen::V,атӏун,پاره شدن
934,reißen::V,къазунун,پاره شدن
935,versinken::V,батмиш хьун,غرق شدن
936,vergehen::V,алатун,گذشتن
937,erscheinen::V,майдандиз акъатун,ظاهر شدن
938,verschwinden::V,квахьун,گم شدن
939,verschwinden::V,квахьун,از بین رفتن
940,sinken::V,элекьун,پایین آمدن
941,abnehmen::V,тӏимил хьун,کم شدن
942,abnehmen::V,гъвечӏи хьун,کم شدن
943,zunehmen::V,артух хьун,زیاد شدن
944,steigen::V,хкаж хьун,بالا رفتن
945,wachsen::V,экъечӏун,قد کشیدن
946,glänzen::V,цӏарцӏар гун,برق زدن
947,funkeln::V,нур гун,جرقه زدن
948,lärmen::V,ван авун,شلوغ کردن
949,läuten::V,зенг ягъун,زنگ زدن
950,klingeln::V,зенг ягъун,زنگ زدن
951,klirren::V,зигринг авун,جرنگ جرنگ صدا کردن
952,brausen::V,къати хьун,طوفانی بودن
953,rauschen::V,вишриш авун,خش‌خش کردن
954,klingen::V,ван авун,صدا دادن
955,bellen::V,элуькьун,عوعو کردن
956,heulen::V,къув ягъун,زوزه کشیدن
957,blasen::V,уф гун,فوت کردن
958,pfeifen::V,уьфт ягъун,سوت زدن
959,schreien::V,гьараюн,فریاد زدن
960,stöhnen::V,суза авун,نالیدن
961,zittern::V,зурзун,لرزیدن
962,leben::V,яшамиш хьун,زیستن
963,leben::V,яшамиш хьун,زندگی کردن
964,geboren werden::V,хьун,متولد شدن
965,atmen::V,нефес чӏугун,تنفس کردن
966,trinken::V,хъун,نوشیدن
967,essen::V,тӏуьн,خوردن
968,schlucken::V,туькьуьнун,بلعیدن
969,schlucken::V,туькьуьнун,قورت دادن
970,müde werden::V,галатун,خسته شدن
971,müde werden::V,юргъун хьун,خسته شدن
972,einschlafen::V,ксун,خواب رفتن
973,schlafen::V,ксун,خوابیدن
974,aufwachen::V,ахварай аватун,از خواب بیدار شدن
975,aufstehen::V,къарагъун,بیدار شدن
976,sich erholen::V,ял ягъун,استراحت کردن
977,krank werden::V,кефсуз хьун,مریض شدن
978,krank sein::V,тӏа хьун,بیمار بودن
979,schmerzen::V,тӏа хьун,درد کردن
980,husten::V,уьгьуь ягъун,سرفه کردن
981,genesen::V,сагъ хъхьун,بهبود یافتن
982,sterben::V,кьин,مردن
983,umkommen::V,терг хьун,کشته شدن
984,sich bewegen::V,юзун,حرکت کردن
985,sich rühren::V,юзун,تکان خوردن
986,sich erheben::V,къарагъун,برخواستن
987,sich setzen::V,ацукьун,نشستن
988,hinfallen::V,алукьун,زمین خوردن
989,laufen::V,къекъуьн,پیاده رفتن
990,schreiten::V,ккамар къачун,قدم زدن
991,spazierengehen::V,сейр авун,گردش رفتن
992,eilen::V,тади авун,شتاب کردن
993,sich beeilen::V,гьерекатун,عجله کردن
994,sausen::V,чкурун,صفیر کشیدن
995,rennen::V,катун,دویدن
996,rennen::V,зверун,دویدن
997,springen::V,хкадарун,پریدن
998,klettern::V,акьахун,بالا رفتن
999,kriechen::V,капаралди фин,خزیدن
1000,schwimmen::V,сирнав авун,شنا کردن
1001,tauchen::V,кьилихъди циз вегьин,غواصی کردن
1002,rudern::V,кьусуйралди лодка гьалун,پارو زدن
1003,rudern::V,цуьруьгъуьлдалди кӏватӏун,پارو زدن
1004,fahren::V,фин,سواره رفتن
1005,fliegen::V,лув гун,پریدن
1006,fliegen::V,цавай фин,پریدن
1007,gehen::V,фин,رفتن
1008,weggehen::V,хъфин,رفتن
1009,abfahren::V,фин,حرکت کردن
1010,abfahren::V,рекье гьатун,حرکت کردن
1011,anhalten::V,акъвазун,ایست کردن
1012,hineingehen::V,гьахьун,داخل شدن
1013,eintreten::V,гьахьун,وارد شدن
1014,kommen::V,атун,آمدن
1015,ankommen::V,атун,رسیدن
1016,zurückkommen::V,хтун,برگشتن
1017,bleiben::V,амукьун,ماندن
1018,warten::V,гуьзлемишун,منتظر بودن
1019,erwarten::V,вил алаз акъвазун,انتظار داشتن
1020,suchen::V,къекъуьн,جستجو کردن
1021,finden::V,жугъун,یافتن
1022,finden::V,жугъун,پیدا کردن
1023,versuchen::V,алахъун,سعی کردن
1024,versuchen::V,алахъун,کوشش کردن
1025,vorbereiten::V,гьазурун,آماده کردن
1026,lieben::V,кӏан хьун,عاشق بودن
1027,mögen::V,рикӏ ацукьун,میل داشتن
1028,mögen::V,рикӏ ацукьун,دوست داشتن
1029,lachen::V,хъуьруьн,خندیدن
1030,weinen::V,шехьун,گریه کردن
1031,schimpfen::V,сеперар гун,فحاشی کردن
1032,schimpfen::V,экъуьгъунар авун,فحاشی کردن
1033,sich ärgern::V,хъел акатун,ناراحت شدن
1034,sich fürchten::V,кичӏе хьун,واهمه کردن
1035,fürchten::V,къурхутмиш хьун,ترسیدن
1036,fliehen::V,катун,گریختن
1037,flüchten::V,катун,فرار کردن
1038,sehen::V,акун,دیدن
1039,anschauen::V,вил вегьин,نگاه کردن
1040,ansehen::V,килигун,تماشا کردن
1041,hören::V,ван хьун,شنیدن
1042,zuhören::V,яб гун,گوش دادن
1043,probieren::V,дад акун,چشیدن
1044,riechen::V,ни чӏугун,بوییدن
1045,riechen::V,ни чӏугун,بو کردن
1046,fühlen::V,гьисс авун,احساس کردن
1047,frieren::V,кьун,سرد بودن
1048,frieren::V,мекьи хьун,سرد بودن
1049,tun::V,авун,کردن
1050,können::V,хьун,توانستن
1051,können::V,акъакьун,توانستن
1052,wollen::V,кӏан хьун,خواستن
1053,anfangen::V,башламишун,شروع کردن
1054,beenden::V,куьтягьун,تمام کردن
1055,beenden::V,куьтягьун,پایان دادن
1056,aufhören::V,акъвазун,دست کشیدن
1057,gelingen::V,арадал атун,موفق شدن
1058,geraten::V,акъатун,نتیجه دادن
1059,öffnen::V,ахъаюн,گشودن
1060,öffnen::V,ахъаюн,باز کردن
1061,schließen::V,акьалун,بستن
1062,schließen::V,акьалун,قفل کردن
1063,stellen::V,эцигун,گذاردن
1064,setzen::V,ацукьарун,نشاندن
1065,legen::V,эцигун,گذاشتن
1066,berühren::V,хкӏурун,دست زدن
1067,berühren::V,хкӏурун,لمس کردن
1068,verbinden::V,гилигун,وصل کردن
1069,bedecken::V,кӏевун,پوشاندن
1070,aufhängen::V,куьрсарун,آویختن
1071,anzünden::V,куькӏуьрун,سوزاندن
1072,aufheben::V,хкажун,برداشتن
1073,aufheben::V,хкажун,بلند کردن
1074,zurücklassen::V,тун,گذاشتن
1075,verlieren::V,квадарун,گم کردن
1076,fallen lassen::V,авадрун,انداختن
1077,machen::V,авун,کردن
1078,machen::V,авун,ساختن
1079,machen::V,кар авун,کردن
1080,machen::V,кар авун,ساختن
1081,herstellen::V,расун,ساختن
1082,herstellen::V,расун,تولید کردن
1083,bauen::V,туькӏуьрун,ساختن
1084,bauen::V,туькӏуьрун,بنا کردن
1085,reparieren::V,расун,درست کردن
1086,reparieren::V,расун,تعمیر کردن
1087,verbessern::V,хъсанрун,بهتر کردن
1088,ändern::V,табдил авун,تغییر دادن
1089,graben::V,эгъуьнун,کندن
1090,graben::V,эгъуьнун,گود کردن
1091,beugen::V,акӏажарун,کج کردن
1092,beugen::V,кангур авун,کج کردن
1093,biegen::V,патахъарун,خم کردن
1094,drehen::V,алчударун,چرخاندن
1095,umdrehen::V,элкъуьрун,برگرداندن
1096,heben::V,хкажун,برداشتن
1097,hochheben::V,хкажун,برآوردن
1098,hochheben::V,хкажун,بلند کردن
1099,ergreifen::V,агалчна кьун,گرفتن
1100,halten::V,кьун,نگاه داشتن
1101,drücken::V,чуькьуьн,فشار دادن
1102,drücken::V,чуькьуьн,فشار آوردن
1103,schieben::V,хуртӏ гун,هل دادن
1104,kratzen::V,къадгъунун,خاریدن
1105,lecken::V,мез гун,لیسیدن
1106,beißen::V,кӏасун,گاز زدن
1107,abreißen::V,галудун,پاره کردن
1108,abschneiden::V,атӏун,بریدن
1109,abschneiden::V,атӏун,قطع کردن
1110,stecken::V,сухун,فرو کردن
1111,brechen::V,хун,شکستن
1112,brechen::V,кукӏварун,شکستن
1113,klopfen::V,тахъ-тахъ авун,کوبیدن
1114,hauen::V,ягъун,زدن
1115,kleben::V,алкӏурун,چسباندن
1116,kleben::V,кукӏурун,چسباندن
1117,reiben::V,тӏушунун,مالش دادن
1118,streichen::V,алтадун,مالیدن
1119,schleifen::V,кӏвенкӏв авун,تیز کردن
1120,schneiden::V,атӏун,چیدن
1121,schneiden::V,атӏун,بریدن
1122,rütteln::V,къарсурун,لرزاندن
1123,rütteln::V,къарсурун,تکان دادن
1124,schütteln::V,къарсурун,تکان دادن
1125,schwenken::V,элягъун,تاب دادن
1126,schwenken::V,галтадун,تاب دادن
1127,schütten::V,цун,ریختن
1128,füllen::V,ацӏурун,پر کردن
1129,einwickeln::V,кутун,پیچیدن
1130,einwickeln::V,элкъуьрун,پیچیدن
1131,tragen::V,тухун,بردن
1132,tragen::V,тухун,حمل کردن
1133,schleppen::V,галчӏурун,کشیدن
1134,ziehen::V,ялун,کشیدن
1135,ziehen::V,чӏугун,کشیدن
1136,aufbewahren::V,хуьн,نگهداری کردن
1137,werfen::V,гадрун,انداختن
1138,werfen::V,гадрун,پرتاب کردن
1139,fangen::V,кьун,گرفتن
1140,packen::V,кьун,گرفتن
1141,verstecken::V,кӏевун,قایم کردن
1142,verstecken::V,кӏевун,پنهان کردن
1143,teilen::V,паюн,قسمت کردن
1144,teilen::V,паюн,تقسیم کردن
1145,schicken::V,ракъурун,فرستادن
1146,schicken::V,ракъурун,ارسال کردن
1147,bringen::V,гъун,آوردن
1148,hinzufügen::V,алава авун,افزودن
1149,hinzufügen::V,алава авун,اضافه کردن
1150,bekommen::V,къачун,گرفتن
1151,bekommen::V,жугъурун,گرفتن
1152,erhalten::V,къачун,دریافت کردن
1153,nehmen::V,къачун,گرفتن
1154,nehmen::V,къачун,برداشتن
1155,wählen::V,хкягъун,انتخاب کردن
1156,auswählen::V,хкягъун,برگزیدن
1157,bewahren::V,хуьн,حفظ کردن
1158,bewahren::V,хуьн,حفاظت کردن
1159,behindern::V,манийвал авун,مانع بودن
1160,verderben::V,чӏурун,از بین بردن
1161,beschädigen::V,нукьсанвал гун,صدمه زدن
1162,zerbrechen::V,хун,شکستن
1163,zerreißen::V,къазунун,دریدن
1164,zerreißen::V,къазунун,پاره کردن
1165,zerstören::V,чӏурун,خراب کردن
1166,zerstören::V,чӏурун,ویران کردن
1167,zerstören::V,барбатӏун,خراب کردن
1168,zerstören::V,барбатӏун,ویران کردن
1169,verbrennen::V,ккун,سوزاندن
1170,geben::V,гун,دادن
1171,reichen::V,вугун,دادن
1172,reichen::V,гун,دادن
1173,schenken::V,пишкеш авун,هدیه دادن
1174,versprechen::V,гаф гун,قول دادن
1175,versprechen::V,гаф гун,وعده دادن
1176,wünschen::V,дуьа авун,آرزو کردن
1177,loben::V,тариф авун,ستایش کردن
1178,küssen::V,темен гун,بوسیدن
1179,wiegen::V,эчӏягъун,نوسان کردن
1180,zudecken::V,гьалдун,پوشاندن
1181,wecken::V,ахварай авудун,بیدار کردن
1182,zeigen::V,къалурун,نشان دادن
1183,führen::V,тухун,رهنمائی کردن
1184,lehren::V,кӏелиз тун,آموختن
1185,lehren::V,кӏелиз тун,یاد دادن
1186,unterrichten::V,тарс гун,درس دادن
1187,unterrichten::V,тарс гун,تدریس کردن
1188,aufziehen::V,тербия гун,تربیت کردن
1189,aufziehen::V,тербияламишун,تربیت کردن
1190,leiten::V,идара авун,اداره کردن
1191,antreiben::V,тади кутун,عجله دادن
1192,einladen::V,теклиф авун,دعوت کردن
1193,einladen::V,теклиф авун,مهمان کردن
1194,vereinigen::V,сад авун,یکی کردن
1195,vereinigen::V,сад авун,متحد کردن
1196,besuchen::V,кьилив атун,دیدار کردن
1197,treffen::V,гьалтун,ملاقات کردن
1198,sich versammeln::V,алтӏушун,جمع شدن
1199,spielen::V,къугъун,بازی کردن
1200,singen::V,лугьун,آواز خواندن
1201,singen::V,мани лугьун,آواز خواندن
1202,tanzen::V,кьуьл авун,رقصیدن
1203,sich trennen::V,къакъатун,جدا شدن
1204,verlassen::V,гъил къачун,ترک کردن
1205,retten::V,къутармишун,نجات دادن
1206,bewachen::V,хуьн,حراست کردن
1207,schützen::V,хуьн,حفظ کردن
1208,verteidigen::V,хуьн,دفاع کردن
1209,sich schlagen::V,кукӏун,کتک‌کاری کردن
1210,schießen::V,акъатун,تیر زدن
1211,siegen::V,гъалиб хьун,پیروز شدن
1212,ärgern::V,хъел гъун,ناراحت کردن
1213,ärgern::V,хъел кутун,ناراحت کردن
1214,schlagen::V,ягъун,زدن
1215,schlagen::V,ягъун,کوبیدن
1216,schlagen::V,галукьарун,زدن
1217,schlagen::V,галукьарун,کوبیدن
1218,treten::V,кьуьл къекъягъун,لگد زدن
1219,treten::V,кьуьл эцягъун,لگد زدن
1220,stechen::V,акьадарун,چاقو زدن
1221,stoßen::V,эцягъун,هل دادن
1222,stehlen::V,чуьнуьхун,دزدیدن
1223,stören::V,хкуьрун,مزاحم شدن
1224,belästigen::V,хкуьрун,زحمت دادن
1225,belästigen::V,азият гун,زحمت دادن
1226,verbergen::V,далдаламишун,پنهان کردن
1227,täuschen::V,алцурарун,گول زدن
1228,täuschen::V,алцурарун,فریب دادن
1229,täuschen::V,алцуррун,گول زدن
1230,täuschen::V,алцуррун,فریب دادن
1231,betrügen::V,алцурарун,گول زدن
1232,betrügen::V,алцурарун,فریب دادن
1233,betrügen::V,гьарамзадавал авун,گول زدن
1234,betrügen::V,гьарамзадавал авун,فریب دادن
1235,töten::V,яна кьин,کشتن
1236,wohnen::V,дуланмиш хьун,منزل داشتن
1237,wohnen::V,дуланмиш хьун,سکونت داشتن
1238,arbeiten::V,кӏвалахун,کار کردن
1239,arbeiten::V,кӏвалах авун,کار کردن
1240,sammeln::V,кӏватӏун,جمع کردن
1241,pflücken::V,атӏун,چیدن
1242,jagen::V,гъуьрч авун,شکار کردن
1243,fischen::V,гъетер кьун,صید کردن
1244,fischen::V,гъетер кьун,ماهی‌گیری کردن
1245,fassen::V,кьун,گرفتن
1246,hüten::V,чӏура хуьн,چراندن
1247,hüten::V,чӏура хуьн,مراقبت کردن
1248,treiben::V,гьалун,راندن
1249,anbinden::V,акалун,متصل کردن
1250,füttern::V,ем гун,غذا دادن
1251,melken::V,ацун,دوشیدن
1252,hacken::V,куьткуьнун,خرد کردن
1253,gießen::V,яд гун,ریختن
1254,reifen::V,чурун,رسیدن
1255,reifen::V,агакьун,رسیدن
1256,zubereiten::V,гьазурун,طبخ کردن
1257,zubereiten::V,гьазурун,آماده کردن
1258,kochen::V,ругун,پختن
1259,kochen::V,ругун,آشپزی کردن
1260,backen::V,чурун,پختن
1261,braten::V,чурун,سرخ کردن
1262,umrühren::V,какадарун,هم زدن
1263,stricken::V,хурун,بافتن
1264,nähen::V,цун,دوختن
1265,färben::V,шир ягъун,رنگ زدن
1266,reinigen::V,михьун,پاک کردن
1267,reinigen::V,михьун,تمیز کردن
1268,waschen::V,чуьхуьн,شستن
1269,abwischen::V,гуьцӏун,زدودن
1270,spülen::V,экъуьрун,شستن
1271,fegen::V,шуткун,جارو کردن
1272,kehren::V,кул алтадун,جارو کردن
1273,baden::V,эхъуьн,شنا کردن
1274,baden::V,эхъуьн,حمام کردن
1275,sich waschen::V,жендек чуьхуьн,شستشو کردن
1276,ausziehen::V,хутӏунун,درآوردن
1277,ausziehen::V,галудун,درآوردن
1278,anziehen::V,алукӏун,پوشیدن
1279,sich anziehen::V,алукӏун,لباس پوشیدن
1280,sich anziehen::V,парталар алукӏун,لباس پوشیدن
1281,kämmen::V,эвягъун,شانه زدن
1282,schmücken::V,безетмишун,زینت دادن
1283,schmücken::V,гуьрчегарун,زینت دادن
1284,sagen::V,лугьун,گفتن
1285,sprechen::V,рахун,حرف زدن
1286,sprechen::V,рахун,صحبت کردن
1287,reden::V,рахун,حرف زدن
1288,reden::V,рахун,صحبت کردن
1289,sich unterhalten::V,ихтилат авун,گپ زدن
1290,fragen::V,жузун,پرسیدن
1291,fragen::V,жузун,سؤال کردن
1292,bitten::V,тӏалабун,خواهش کردن
1293,bitten::V,тӏалабун,درخواست کردن
1294,erzählen::V,ахъаюн,نقل کردن
1295,erzählen::V,ахъаюн,حکایت کردن
1296,mitteilen::V,хабар гун,خبر دادن
1297,nennen::V,тӏвар гун,نامیدن
1298,rufen::V,эверун,صدا کردن
1299,prahlen::V,яцӏу гафар авун,پز آمدن
1300,übersetzen::V,таржума авун,ترجمه کردن
1301,übersetzen::V,гафладун,ترجمه کردن
1302,denken::V,фикир авун,فکر کردن
1303,glauben::V,агъун,باور کردن
1304,glauben::V,агъун,عقیده داشتن
1305,bemerken::V,фикир гун,متوجه شدن
1306,begreifen::V,гъавурда акьун,فهمیدن
1307,begreifen::V,гъавурда акьун,درک کردن
1308,lernen::V,кӏелун,آموختن
1309,lernen::V,кӏелун,یاد گرفتن
1310,wissen::V,чир хьун,دانستن
1311,wissen::V,чирхьун,دانستن
1312,sich erinnern an::V,рикӏел хуьн,به یاد آوردن
1313,vergessen::V,рикӏелай фин,فراموش کردن
1314,vergessen::V,рикӏелай алатун,فراموش کردن
1315,messen::V,алцумун,اندازه گرفتن
1316,zählen::V,гьисабун,شمردن
1317,rechnen::V,гьисабун,حساب کردن
1318,lesen::V,кӏелун,خواندن
1319,malen::V,кхьин,نقاشی کردن
1320,malen::V,шикилар чӏугун,نقاشی کردن
1321,zeichnen::V,чӏугун,کشیدن
1322,zeichnen::V,чӏугун,رسم کردن
1323,schreiben::V,кхьин,نوشتن
1324,besitzen::V,иеси хьун,داشتن
1325,kaufen::V,къачун,خریدن
1326,kaufen::V,къачун,خرید کردن
1327,kaufen::V,маса къачун,خریدن
1328,kaufen::V,маса къачун,خرید کردن
1329,verkaufen::V,гун,فروختن
1330,verkaufen::V,маса гун,فروختن
1331,bezahlen::V,къимет гун,پرداختن
1332,bezahlen::V,эвезда авун,پرداختن
1333,bezahlen::V,гьакъи агакьрун,پرداختن
1334,zahlen::V,къимет гун,پرداخت کردن
1335,zahlen::V,эвезда авун,پرداخت کردن
1336,zahlen::V,гьакъи агакьрун,پرداخت کردن
1337,beherrschen::V,иеси хьун,مسلط بودن
1338,ertragen::V,таб гун,تحمل کردن
1339,Oberschenkel::N,,ران
1340,Strömung::N,,جریان
1341,Moor::N,,باتلاق
1342,Gedächtnis::N,,حافظه
1343,Ski::N,,اسکی
1344,Platte::N,,صفحه
1345,Leine::N,,قلاده
1346,Geschäft::N,,کار
1347,Geschäft::N,,بیزنس
1348,dick[Gegenstand]::A,,ضخیم
1349,auf einmal::ADV,,همزمان
1350,zurück::ADV,,پس
1351,zurück::ADV,,عقب
1352,zurück::ADV,,بالعکس
1353,wieder::ADV,,باز
1354,wieder::ADV,,دوباره
1355,wehen::V,,دمیدن
1356,rauchen::V,,دود کردن
1357,schaukeln::V,,تاب خوردن
1358,rühren::V,,به رقت آوردن
1359,scheinen::V,,بنظر آمدن
1360,zu sehen sein::V,,دیده شدن
1361,vernehmen::V,,شنیدن
1362,wenden::V,,برگرداندن
1363,binden::V,,بستن
1364,lassen::V,,وادار کردن
1365,erkennen::V,,شناختن
1366,erkennen::V,,تشخیص دادن
1367,verstehen::V,,فهمیدن
