,Concept_ID,es,kv
814,neun::NUM,nueve,ӧкмыс
815,zehn::NUM,diez,дас
816,elf::NUM,once,дасотік
817,zwölf::NUM,doce,даскык
818,zwanzig::NUM,veinte,кыкдас
819,dreißig::NUM,treinta,куимдас
820,vierzig::NUM,cuarenta,нёльдас
821,fünfzig::NUM,cincuenta,витдас
822,sechzig::NUM,sesenta,кватьдас
823,siebzig::NUM,setenta,сизимдас
824,achtzig::NUM,ochenta,кыкьямысдас
825,neunzig::NUM,noventa,ӧкмысдас
826,hundert::NUM,cien,сто
827,hundert::NUM,ciento,сто
828,tausend::NUM,mil,тысяча
829,und::CNJ,y,и
830,und::CNJ,y,да
831,oder::CNJ,o,или
832,stehen::V,estar de pie,сулавны
833,sitzen::V,estar sentado,пукавны
834,liegen::V,yacer,куйлыны
835,liegen::V,estar acostado,куйлыны
836,hängen::V,pender,ӧшавны
837,werden::V,hacerse,лоны
838,passieren::V,suceder,аркмыны
839,beginnen::V,iniciarse,петны
840,beginnen::V,principiar,петны
841,enden::V,acabar,-сь
842,enden::V,acabar,бырны
843,enden::V,terminar,-сь
844,enden::V,terminar,бырны
845,wechseln::V,variar,вежсьыны
846,wechseln::V,alternar,вежсьыны
847,aufgehen[Sonne]::V,salir,петавны
848,untergehen[Sonne]::V,ponerse,пуксьыны
849,untergehen[Sonne]::V,descender,пуксьыны
850,scheinen[Sonne]::V,brillar,югьявны
851,donnern::V,tronar,гымавны
852,wehen::V,soplar,пӧлявны
853,strömen::V,afluir,киссьыны
854,fließen::V,fluir,визывтны
855,fließen::V,correr,визывтны
856,sich drehen::V,girar,бергавны
857,schwanken::V,vacilar,кӧвьясьны
858,schwingen::V,oscilar,дюттясьны
859,fallen::V,caer,усьны
860,brennen::V,arder,сотчыны
861,brennen::V,quemar,сотчыны
862,rauchen::V,humear,тшынасьны
863,rauchen::V,echar humo,тшынасьны
864,regnen::V,llover,зэрны
865,gefrieren::V,helarse,гегдыны
866,tauen::V,deshelarse,сывны
867,schmelzen::V,fundirse,сывны
868,schmelzen::V,derretirse,сывны
869,trocknen::V,secarse,косьмыны
870,sieden::V,hervir,пизьны
871,faulen::V,pudrirse,нёльзьыны
872,verfaulen::V,pudrirse,тӧрмыны
873,verfaulen::V,pudrirse,сiсьмыны
874,reißen::V,romperse,косясьны
875,versinken::V,hundirse,вӧйны
876,vergehen::V,pasar,мунны
877,erscheinen::V,aparecer,мыччисьны
878,verschwinden::V,desaparecer,ӧшны
879,sinken::V,bajar,ямны
880,abnehmen::V,decrecer,ямны
881,abnehmen::V,disminuir,ямны
882,zunehmen::V,crecer,паськавны
883,zunehmen::V,aumentar,паськавны
884,steigen::V,subir,лэбтiсьны
885,steigen::V,ascender,лэбтiсьны
886,wachsen::V,crecer,быдмыны
887,glänzen::V,brillar,свиттявны
888,glänzen::V,resplandecer,свиттявны
889,funkeln::V,chispear,югйовтлыны
890,funkeln::V,chispear,югйӧв-керны
891,lärmen::V,hacer ruido,чавзыны
892,läuten::V,sonar,диньгыны
893,läuten::V,repicar,диньгыны
894,klingeln::V,tocar el timbre,силькӧтны
895,klirren::V,tintinear,жольӧтны
896,brausen::V,zumbar,гуасьны
897,rauschen::V,murmurar,кышӧтны
898,klingen::V,sonar,горавны
899,bellen::V,ladrar,увтны
900,bellen::V,ladrar,вувтны
901,heulen::V,ulular,уннявны
902,blasen::V,soplar,пӧлявны
903,pfeifen::V,silbar,пиксыны
904,schreien::V,gritar,айзыны
905,stöhnen::V,gemir,ойзыны
906,stöhnen::V,gemir,ружтыны
907,zittern::V,temblar,легьявны
908,leben::V,vivir,овны
909,geboren werden::V,nacer,шогмыны
910,atmen::V,respirar,лолавны
911,trinken::V,beber,юны
912,essen::V,comer,сёйны
913,schlucken::V,tragar,ньылавны
914,müde werden::V,cansarse,мыдзны
915,müde werden::V,fatigarse,мыдзны
916,einschlafen::V,dormirse,ланьтны
917,schlafen::V,dormir,узьны
918,aufwachen::V,despertarse,саймыны
919,aufwachen::V,despertarse,пальмыны
920,aufstehen::V,levantarse,сувтны
921,sich erholen::V,reposar,шоччисьлыны
922,sich erholen::V,descansar,шоччисьлыны
923,krank werden::V,caer enfermo,моржитны
924,krank sein::V,estar enfermo,шогавны
925,krank sein::V,estar enfermo,визьӧтны
926,schmerzen::V,doler,висьны
927,husten::V,toser,кашляйтны
928,genesen::V,convalecer,бурдны
929,genesen::V,restablecerse,бурдны
930,sterben::V,morir,кувны
931,umkommen::V,perecer,вийсьыны
932,sich bewegen::V,moverse,локны
933,sich bewegen::V,moverse,ветлӧтны
934,sich rühren::V,rebullir,вӧрзьӧтчыны
935,sich erheben::V,levantarse,сувтны
936,sich setzen::V,sentarse,пуксьыны
937,hinfallen::V,caerse,пӧрласьны
938,laufen::V,andar,мунны
939,schreiten::V,proceder,тальччавны
940,spazierengehen::V,pasear,котрасьны
941,spazierengehen::V,pasearse,котрасьны
942,eilen::V,correr prisa,тэрмасьны
943,sich beeilen::V,darse prisa,тэрмасьны
944,sausen::V,correr,вирдавны-котӧртны
945,rennen::V,correr,
946,springen::V,saltar,чеччавны
947,klettern::V,trepar,кышасьны
948,klettern::V,escalar,кышасьны
949,schaukeln::V,bambolearse,чурликасьны
950,kriechen::V,reptar,кыскасьны-мунны
951,kriechen::V,arrastrarse,кыскасьны-мунны
952,schwimmen::V,nadar,вартчыны
953,tauchen::V,bucear,сунгисьны ваӧ
954,tauchen::V,sumergirse,сунгисьны ваӧ
955,rudern::V,remar,сынны
956,fahren::V,ir,мунны
957,fliegen::V,volar,лэбавны
958,gehen::V,ir,мунны
959,gehen::V,andar,мунны
960,weggehen::V,irse,мунны
961,weggehen::V,marcharse,мунны
962,abfahren::V,salir,иньдӧтчыны
963,abfahren::V,salir,мунны
964,abfahren::V,partir,иньдӧтчыны
965,abfahren::V,partir,мунны
966,anhalten::V,parar,сувтны
967,anhalten::V,pararse,сувтны
968,hineingehen::V,entrar,пырны
969,eintreten::V,entrar,пырны
970,kommen::V,venir,локны
971,ankommen::V,llegar,локны
972,zurückkommen::V,volver,бертны
973,zurückkommen::V,volver,панӧвтсьыны
974,zurückkommen::V,regresar,бертны
975,zurückkommen::V,regresar,панӧвтсьыны
976,bleiben::V,quedarse,кольччыны
977,warten::V,esperar,видзчисьны
978,erwarten::V,esperar,видзчисьны
979,suchen::V,buscar,кошшыны
980,finden::V,hallar,адззыны
981,finden::V,encontrar,адззыны
982,versuchen::V,intentar,пондыны
983,versuchen::V,intentar,пондӧтны
984,vorbereiten::V,preparar,лӧсьӧтны
985,lieben::V,amar,милуйтны
986,lieben::V,querer,милуйтны
987,mögen::V,querer,радейтны
988,lachen::V,reír,серавны
989,rühren::V,conmover,сьӧлӧм вӧрзьӧтны
990,weinen::V,llorar,горзыны
991,schimpfen::V,regañar,видчыны
992,sich ärgern::V,enfadarse,лёкавны
993,sich fürchten::V,tener miedo,повны
994,fürchten::V,temer,повны
995,fürchten::V,tener miedo a,повны
996,fliehen::V,huir,пышшыны
997,flüchten::V,escaparse,пышшыны
998,sehen::V,ver,адззыны
999,anschauen::V,mirar,видзӧтны
1000,ansehen::V,mirar,видзӧтны
1001,hören::V,oír,кывны
1002,zuhören::V,escuchar,кывзыны
1003,probieren::V,probar,пешлыны
1004,probieren::V,degustar,пешлыны
1005,riechen::V,oler,дукавны
1006,fühlen::V,sentir,кывны
1007,scheinen::V,parecer,декуйтчыны
1008,zu sehen sein::V,poder verse,тыдавны
1009,vernehmen::V,oír,тӧдмавны
1010,vernehmen::V,percibir,тӧдмавны
1011,frieren::V,tener frío,гегдыны
1012,tun::V,hacer,керны
1013,können::V,poder,вермыны
1014,wollen::V,querer,мӧдны
1015,anfangen::V,iniciar,петны
1016,beenden::V,acabar,ештӧтны
1017,beenden::V,acabar,керыштны
1018,beenden::V,terminar,ештӧтны
1019,beenden::V,terminar,керыштны
1020,aufhören::V,cesar,дугдыны
1021,gelingen::V,salir bien,шогмыны
1022,geraten::V,salir,мыччисьны
1023,geraten::V,dar resultado,мыччисьны
1024,öffnen::V,abrir,осьтны
1025,schließen::V,cerrar,пӧднавны
1026,stellen::V,poner,сувтӧтны
1027,stellen::V,colocar,сувтӧтны
1028,setzen::V,poner,пуксьӧтны
1029,setzen::V,colocar,пуксьӧтны
1030,legen::V,poner,пуктыны
1031,berühren::V,tocar,вӧрзьӧтны
1032,verbinden::V,unir,йитны
1033,verbinden::V,juntar,йитны
1034,bedecken::V,tapar,вевттьыны
1035,bedecken::V,cubrir,вевттьыны
1036,aufhängen::V,colgar,ӧшӧтны
1037,anzünden::V,encender,ӧзтыны
1038,aufheben::V,recoger,лэбтыны
1039,zurücklassen::V,dejar,кольны
1040,verlieren::V,perder,ӧштыны
1041,fallen lassen::V,dejar caer,уськӧтны
1042,machen::V,hacer,керны
1043,herstellen::V,fabricar,вӧчны
1044,bauen::V,construir,строитны
1045,reparieren::V,reparar,вочны
1046,verbessern::V,mejorar,бурсьӧтны
1047,ändern::V,mudar,вежны
1048,ändern::V,modificar,вежны
1049,graben::V,cavar,гарйыны
1050,beugen::V,doblar,кусіньтны
1051,beugen::V,inclinar,кусіньтны
1052,biegen::V,doblar,чукыльтыштны
1053,drehen::V,volver,бергӧтны
1054,drehen::V,hacer girar,бергӧтны
1055,wenden::V,volver,бергӧтны
1056,umdrehen::V,revolver,бергӧтны
1057,heben::V,levantar,лэбтыны
1058,hochheben::V,alzar,лэбтыны
1059,ergreifen::V,coger,кватитны
1060,halten::V,tener,видзны
1061,drücken::V,apretar,личкыны
1062,schieben::V,empujar,тойлавны
1063,kratzen::V,rascar,шаркӧтны
1064,lecken::V,lamer,нювны
1065,beißen::V,morder,йирны
1066,abreißen::V,arrancar,орӧтны
1067,abschneiden::V,cortar,шӧрыштны
1068,abschneiden::V,cortar,вундыштны
1069,binden::V,atar,гӧрдззыны
1070,stecken::V,meter,мӧртны
1071,brechen::V,romper,жугдыны
1072,brechen::V,quebrar,жугдыны
1073,klopfen::V,golpear,зукӧтны
1074,hauen::V,pegar,желльыны
1075,kleben::V,pegar,лякӧтны
1076,kleben::V,encolar,лякӧтны
1077,reiben::V,frotar,зыртны
1078,streichen::V,untar,мавтны
1079,streichen::V,recubrir,мавтны
1080,schleifen::V,afilar,кыскыны
1081,schneiden::V,cortar,вундавны
1082,rütteln::V,agitar,шатлавны
1083,schütteln::V,agitar,зыбӧтны
1084,schütteln::V,sacudir,зыбӧтны
1085,schwenken::V,menear,ӧвтны
1086,schwenken::V,menear,макайтны
1087,schütten::V,verter,кисьтны
1088,füllen::V,llenar,тыртны
1089,füllen::V,llenar,тырсьӧтны
1090,einwickeln::V,envolver,тубны
1091,tragen::V,llevar,новйӧтны
1092,schleppen::V,arrastrar,кыскыны
1093,ziehen::V,tirar,кыскыны
1094,aufbewahren::V,conservar,видзны
1095,werfen::V,echar,шентывлыны
1096,werfen::V,lanzar,шентывлыны
1097,fangen::V,coger,кутны
1098,packen::V,agarrar,кутасьны
1099,packen::V,agarrar,кватитны
1100,verstecken::V,esconder,дзебны
1101,teilen::V,partir,торйӧтны
1102,teilen::V,dividir,торйӧтны
1103,schicken::V,enviar,иньдыны
1104,bringen::V,traer,вайны
1105,hinzufügen::V,añadir,содтыны
1106,bekommen::V,obtener,получитны
1107,bekommen::V,conseguir,получитны
1108,erhalten::V,recibir,получитны
1109,nehmen::V,tomar,босьтны
1110,wählen::V,elegir,бӧрйыны
1111,auswählen::V,escoger,бӧрйыны
1112,auswählen::V,seleccionar,бӧрйыны
1113,bewahren::V,guardar,видзны
1114,bewahren::V,preservar,видзны
1115,behindern::V,estorbar,падтыны
1116,behindern::V,obstaculizar,падтыны
1117,verderben::V,estropear,изводавны
1118,beschädigen::V,deteriorar,паздыны
1119,zerbrechen::V,romper,паздыны
1120,zerbrechen::V,quebrar,паздыны
1121,zerreißen::V,desgarrar,косявны
1122,zerreißen::V,despedazar,косявны
1123,zerstören::V,destruir,паздыны
1124,zerstören::V,destrozar,паздыны
1125,verbrennen::V,quemar,сотны
1126,geben::V,dar,сетны
1127,reichen::V,pasar,сетны
1128,schenken::V,regalar,козьнавны
1129,versprechen::V,prometer,кӧсйыны
1130,wünschen::V,desear,бурсьыны
1131,loben::V,alabar,ошкыны
1132,küssen::V,besar,окавны
1133,wiegen::V,mecer,тюттьӧтны
1134,zudecken::V,tapar,вевттьыны
1135,zudecken::V,cubrir,вевттьыны
1136,wecken::V,despertar,саймӧтны
1137,zeigen::V,mostrar,мыччавны
1138,führen::V,guiar,нуӧтны
1139,führen::V,conducir,нуӧтны
1140,lehren::V,enseñar,велӧтны
1141,lehren::V,instruir,велӧтны
1142,unterrichten::V,enseñar,велӧтны
1143,aufziehen::V,criar,быдтыны
1144,leiten::V,guiar,юравны
1145,leiten::V,guiar,веськӧтлыны
1146,leiten::V,dirigir,юравны
1147,leiten::V,dirigir,веськӧтлыны
1148,antreiben::V,impeler,тэрмӧтны
1149,antreiben::V,impulsar,тэрмӧтны
1150,lassen::V,hacer,-ӧтыны
1151,einladen::V,invitar,корны
1152,vereinigen::V,unir,ӧтувтны
1153,vereinigen::V,unir,ӧтлаавны
1154,besuchen::V,visitar,пыравлыны
1155,besuchen::V,ir a ver,пыравлыны
1156,treffen::V,encontrar,пантавны
1157,sich versammeln::V,reunirse,ӧксьыны
1158,sich versammeln::V,congregarse,ӧксьыны
1159,spielen::V,jugar,орсны
1160,singen::V,cantar,сьывны
1161,tanzen::V,bailar,йӧктыны
1162,sich trennen::V,separarse,торьясьны
1163,verlassen::V,dejar,кольны
1164,verlassen::V,abandonar,кольны
1165,retten::V,salvar,мынтны
1166,bewachen::V,vigilar,смекайтны
1167,schützen::V,proteger,дорйыны
1168,verteidigen::V,defender,дорйыны
1169,sich schlagen::V,batirse,тышкасьны
1170,schießen::V,tirar,лыйны
1171,schießen::V,disparar,лыйны
1172,siegen::V,vencer,вермыны
1173,ärgern::V,enojar,лӧгӧтны
1174,ärgern::V,enfadar,лӧгӧтны
1175,schlagen::V,pegar,базнитны
1176,schlagen::V,golpear,базнитны
1177,treten::V,dar una patada a,чужьявны
1178,stechen::V,pinchar,бытшкыны
1179,stoßen::V,empujar,тапкыны
1180,stoßen::V,empujar,тойыштны
1181,stehlen::V,robar,гусявны
1182,stehlen::V,hurtar,гусявны
1183,stören::V,molestar,костіавны
1184,belästigen::V,molestar,назыляйтны
1185,belästigen::V,importunar,назыляйтны
1186,verbergen::V,ocultar,дзебны
1187,verbergen::V,esconder,дзебны
1188,täuschen::V,engañar,бӧбӧтны
1189,täuschen::V,engañar,пӧрьявны
1190,betrügen::V,engañar,муклачитны
1191,töten::V,matar,вийны
1192,wohnen::V,vivir,овны
1193,wohnen::V,habitar,овны
1194,arbeiten::V,trabajar,уджавны
1195,sammeln::V,recoger,ӧктыны
1196,sammeln::V,coleccionar,ӧктыны
1197,pflücken::V,coger,судзлавны
1198,jagen::V,cazar,вӧравны
1199,fischen::V,pescar,чериавны
1200,fassen::V,atrapar,кутны
1201,fassen::V,capturar,кутны
1202,hüten::V,guardar,вердны
1203,hüten::V,guardar,йирсьӧтны
1204,treiben::V,aballar,вашӧтны
1205,anbinden::V,atar,кӧртавны
1206,füttern::V,echar de comer,вердны
1207,melken::V,ordeñar,высьтыны
1208,melken::V,ordeñar,чилькӧтны
1209,hacken::V,picar,керавны
1210,hacken::V,cortar,керавны
1211,gießen::V,regar,киськавны
1212,reifen::V,madurar,кисьмыны
1213,zubereiten::V,preparar,лӧсьӧтны
1214,kochen::V,cocer,пуны
1215,kochen::V,guisar,пуны
1216,backen::V,hornear,пӧжавны
1217,backen::V,cocer al horno,пӧжавны
1218,braten::V,asar,жаритны
1219,braten::V,freír,жаритны
1220,umrühren::V,remover,соравны
1221,stricken::V,hacer punto,домавны
1222,stricken::V,hacer calceta,домавны
1223,nähen::V,coser,вурны
1224,färben::V,teñir,краситны
1225,färben::V,colorear,краситны
1226,reinigen::V,limpiar,весӧтны
1227,waschen::V,lavar,пеславны
1228,abwischen::V,fregar,чышкыны
1229,abwischen::V,limpiar,чышкыны
1230,spülen::V,aclarar,гывьявны
1231,spülen::V,enjuagar,гывьявны
1232,fegen::V,barrer,чышкыны
1233,fegen::V,pasar la escoba,чышкыны
1234,kehren::V,barrer,чышкыны
1235,baden::V,bañarse,купайтчыны 
1236,sich waschen::V,lavarse,миссьыны
1237,ausziehen::V,quitar,гыжтӧтны
1238,ausziehen::V,quitar,пӧрччавны
1239,ausziehen::V,quitarse,гыжтӧтны
1240,ausziehen::V,quitarse,пӧрччавны
1241,anziehen::V,ponerse,пасьтавны
1242,sich anziehen::V,vestirse,пасьтасьны
1243,kämmen::V,peinar,сынавны
1244,schmücken::V,adornar,баситны
1245,sagen::V,decir,висьтавны
1246,sprechen::V,hablar,шуны
1247,reden::V,hablar,баитны
1248,reden::V,conversar,баитны
1249,sich unterhalten::V,charlar,сёрнитны
1250,sich unterhalten::V,conversar,сёрнитны
1251,fragen::V,preguntar,юавны
1252,bitten::V,rogar,корны
1253,erzählen::V,contar,висьтавны
1254,mitteilen::V,comunicar,висьтавны
1255,mitteilen::V,participar,висьтавны
1256,nennen::V,llamar,нимтны
1257,nennen::V,nombrar,нимтны
1258,rufen::V,llamar,китсавны
1259,rufen::V,llamar,корны
1260,rufen::V,llamar,чукӧстны
1261,prahlen::V,jactarse,ошшасьны
1262,übersetzen::V,traducir,вуджӧтны
1263,denken::V,pensar,чайтны
1264,glauben::V,creer,веритны
1265,bemerken::V,notar,казявны
1266,erkennen::V,reconocer,тӧдсавны
1267,begreifen::V,concebir,вежӧртны
1268,verstehen::V,entender,кывны
1269,verstehen::V,comprender,кывны
1270,lernen::V,aprender,велӧтчыны
1271,wissen::V,saber,тӧдны
1272,sich erinnern an::V,recordar,касьтывны
1273,sich erinnern an::V,acordarse de,касьтывны
1274,vergessen::V,olvidar,вунӧтны
1275,messen::V,medir,меряйтны
1276,zählen::V,contar,лыддьыны
1277,rechnen::V,contar,лыддьыны
1278,rechnen::V,calcular,лыддьыны
1279,lesen::V,leer,лыддьӧтны
1280,malen::V,pintar,
1281,zeichnen::V,dibujar,гижмавны
1282,schreiben::V,escribir,гижны
1283,besitzen::V,poseer,лоны
1284,kaufen::V,comprar,небны
1285,verkaufen::V,vender,вузавны
1286,bezahlen::V,pagar,вештыны
1287,zahlen::V,pagar,вештыны
1288,beherrschen::V,dominar,
1289,ertragen::V,soportar,терпитны
