,Concept_ID,cs,sv
113,Wald::N,les,skog
114,Hügel::N,kopec,höjd
115,Hügel::N,kopec,kulle
116,Anhöhe::N,pahorek,höjd
117,Anhöhe::N,pahorek,backe
118,Berg::N,hora,berg
119,Berg::N,hora,fjäll
120,Gipfel::N,vrchol,topp
121,Höhle::N,jeskyně,håla
122,Höhle::N,jeskyně,grotta
123,Abhang::N,svah,slänt
124,Abhang::N,svah,sluttning
125,Abhang::N,stráň,slänt
126,Abhang::N,stráň,sluttning
127,Quelle::N,pramen,källa
128,Bach::N,potok,bäck
129,Fluss::N,řeka,älv
130,Fluss::N,řeka,flod
131,Ufer::N,břeh,strand
132,Küste::N,pobřeží,kust
133,Festland::N,souš,fastland
134,Festland::N,pevnina,fastland
135,Meer::N,moře,hav
136,Bucht::N,záliv,vik
137,Bucht::N,záliv,bukt
138,Bucht::N,zátoka,vik
139,Bucht::N,zátoka,bukt
140,Insel::N,ostrov,ö
141,Blume::N,květina,blomma
142,Blume::N,květina,blomster
143,Gras::N,tráva,gräs
144,Wurzel::N,kořen,rot
145,Baum::N,strom,träd
146,Stamm::N,kmen,stam
147,Rinde::N,kůra,bark
148,Ast::N,větev,gren
149,Zweig::N,větev,kvist
150,Blatt::N,lupen,löv
151,Blatt::N,lupen,blad
152,Birke::N,bříza,björk
153,Kiefer[Baum]::N,sosna,tall
154,Kiefer[Baum]::N,borovice,tall
155,Weide[Baum]::N,vrba,pil
156,Weide[Baum]::N,vrba,vide
157,Tanne::N,jedle,gran
158,Horn::N,roh,horn
159,Feder::N,pero,fjäder
160,Fell::N,srst,fäll
161,Fell::N,srst,skinn
162,Flügel::N,křídlo,vinge
163,Klaue::N,dráp,klöv
164,Klaue::N,pazneht,klöv
165,Kralle::N,dráp,klo
166,Schwanz::N,ocas,svans
167,Schwanz::N,ocas,stjärt
168,Ei::N,vejce,ägg
169,Nest::N,hnízdo,rede
170,Nest::N,hnízdo,näste
171,Bau::N,nora,bo
172,Tier::N,zvíře,djur
173,Herde::N,stádo,flock
174,Kuh::N,kráva,ko
175,Bulle::N,býk,tjur
176,Pferd::N,kůň,häst
177,Schaf::N,ovce,får
178,Schwein::N,vepř,svin
179,Schwein::N,prase,svin
180,Hund::N,pes,hund
181,Katze::N,kočka,katt
182,Bär::N,medvěd,björn
183,Eichhörnchen::N,veverka,ekorre
184,Elch::N,los,älg
185,Fuchs::N,liška,räv
186,Hase::N,zajíc,hare
187,Maus::N,myš,mus
188,Wolf::N,vlk,varg
189,Vogel::N,pták,fågel
190,Schwarm::N,roj,svärm
191,Schwarm::N,hejno,svärm
192,Huhn::N,kuře,höns
193,Huhn::N,slepice,höns
194,Hahn::N,kohout,tupp
195,Gans::N,husa,gås
196,Adler::N,orel,örn
197,Ente::N,kachna,anka
198,Eule::N,sova,uggla
199,Kranich::N,jeřáb,trana
200,Krähe::N,vrána,kråka
201,Kuckuck::N,kukačka,gök
202,Schwan::N,labuť,svan
203,Fisch::N,ryba,fisk
204,Barsch::N,okoun,abborre
205,Hecht::N,štika,gädda
206,Schlange[Tier]::N,had,orm
207,Wurm::N,červ,mask
208,Spinne::N,pavouk,spindel
209,Ameise::N,mravenec,myra
210,Laus::N,veš,lus
211,Mücke::N,komár,mygga
212,Fliege::N,moucha,fluga
213,Schmetterling::N,motýl,fjäril
214,Beere::N,bobule,bär
215,Apfel::N,jablko,äpple
216,Pilz::N,houba,svamp
217,Zwiebel::N,cibule,lök
218,Saat::N,osivo,sådd
219,Korn::N,zrno,korn
220,Heu::N,seno,hö
221,Schale::N,slupka,skal
222,Schale::N,skořápka,skal
223,Grube::N,jáma,grop
224,Falle::N,past,fälla
225,Falle::N,léčka,fälla
226,Schlinge::N,smyčka,snara
227,Spur::N,stopa,spår
228,Asche::N,popel,aska
229,Dreck::N,špína,lort
230,Eisen::N,železo,järn
231,Gold::N,zlato,guld
232,Silber::N,stříbro,silver
233,Kohle::N,uhlí,kol
234,Glas::N,sklo,glas
235,Lehm::N,jíl,lera
236,Lehm::N,hlína,lera
237,Sand::N,písek,sand
238,Mensch::N,člověk,människa
239,Mann::N,muž,man
240,Frau::N,žena,kvinna
241,Kind::N,dítě,barn
242,Junge::N,hoch,pojke
243,Junge::N,chlapec,pojke
244,Mädchen::N,děvče,flicka
245,Familie::N,rodina,familj
246,Großvater::N,děd,morfar
247,Großvater::N,dědeček,morfar
248,Großmutter::N,babička,farmor
249,Eltern::N,rodiče,föräldrar
250,Vater::N,otec,far
251,Mutter::N,matka,mor
252,Sohn::N,syn,son
253,Tochter::N,dcera,dotter
254,Bruder::N,bratr,bror
255,Schwester::N,sestra,syster
256,Onkel::N,strýc,morbror
257,Tante::N,teta,tant
258,Ehemann::N,choť,äkta man
259,Ehemann::N,manžel,äkta man
260,Ehefrau::N,choť,hustru
261,Ehefrau::N,manželka,hustru
262,Freude::N,radost,fröjd
263,Freude::N,radost,glädje
264,Gelächter::N,smích,åtlöje
265,Glück::N,štěstí,lycka
266,Kummer::N,žal,sorg
267,Kummer::N,trápení,sorg
268,Wunsch::N,přání,önskan
269,Lust::N,chuť,lust
270,Geist::N,duch,ande
271,Gedanke::N,myšlenka,tanke
272,Gedächtnis::N,paměť,minne
273,Verstand::N,rozum,förstånd
274,Sinn::N,smysl,mening
275,Sinn::N,smysl,betydelse
276,Grund::N,důvod,skäl
277,Grund::N,důvod,grund
278,Wahrheit::N,pravda,sanning
279,Gespräch::N,rozhovor,samtal
280,Märchen::N,pohádka,saga
281,Erzählung::N,povídka,berättelse
282,Nachricht::N,zpráva,meddelande
283,Neuigkeit::N,novina,nyhet
284,Neuigkeit::N,novinka,nyhet
285,Name::N,jméno,namn
286,Rätsel::N,hádanka,gåta
287,Rede::N,řeč,tal
288,Rede::N,proslov,tal
289,Sprache::N,řeč,språk
290,Sprache::N,jazyk,språk
291,Stimme::N,hlas,stämma
292,Wort::N,slovo,ord
293,Zeichen::N,znamení,tecken
294,Ruf::N,zavolání,rop
295,Lärm::N,hluk,bråk
296,Lärm::N,hluk,oväsen
297,Laut::N,zvuk,ljud
298,Ton::N,tón,ton
299,Lied::N,píseň,sång
300,Ruhe::N,klid,ro
301,Ruhe::N,klid,lugn
302,Ruhe::N,pokoj,ro
303,Ruhe::N,pokoj,lugn
304,Leute::N,lidé,folk
305,Volk::N,národ,folk
306,Arbeit::N,práce,arbete
307,Gast::N,host,gäst
308,Geschenk::N,dar,gåva
309,Geschenk::N,dar,present
310,Spiel::N,hra,lek
311,Spiel::N,hra,spel
312,Gesellschaft::N,společnost,sällskap
313,Hilfe::N,pomoc,hjälp
314,Freund::N,přítel,vän
315,Kamerad::N,kamarád,kamrat
316,Angelegenheit::N,záležitost,ärende
317,Angelegenheit::N,záležitost,angelägenhet
318,Anzahl::N,počet,antal
319,Art::N,druh,art
320,Art::N,druh,slag
321,Stück::N,kus,stycke
322,Stück::N,kousek,stycke
323,Teil::N,díl,del
324,Teil::N,část,del
325,Hälfte::N,půl,halva
326,Kreis::N,kruh,krets
327,Kreis::N,kruh,cirkel
328,Kreuz::N,kříž,kors
329,Kreuz::N,kříž,kryss
330,Linie::N,linka,linje
331,Strich::N,čára,streck
332,Strich::N,čárka,streck
333,Abstand::N,vzdálenost,avstånd
334,Entfernung::N,vzdálenost,avstånd
335,Gegend::N,krajina,trakt
336,Platz::N,prostor,plats
337,Ort::N,místo,plats
338,Ort::N,místo,ställe
339,Seite::N,strana,sida
340,Mitte::N,střed,mitt
341,Mitte::N,prostředek,mitt
342,Gegenstand::N,předmět,föremål
343,Sache::N,věc,sak
344,Rand::N,kraj,rand
345,Rand::N,okraj,rand
346,Kante::N,hrana,kant
347,Ecke::N,roh,vrå
348,Ecke::N,roh,hörn
349,Spitze::N,hrot,spets
350,Spitze::N,špička,spets
351,Ende::N,konec,ända
352,Loch::N,díra,hål
353,Winkel::N,kout,vinkel
354,Muster::N,vzor,mönster
355,Größe::N,velikost,storlek
356,Länge::N,délka,längd
357,Höhe::N,výška,höjd
358,Gewicht::N,váha,tyngd
359,Menge::N,množství,mängd
360,Haufen::N,kupa,hög
361,Haufen::N,hromada,hög
362,Reihe::N,řada,rad
363,Reihe::N,řádek,rad
364,Boot::N,člun,båt
365,Ruder::N,veslo,åra
366,Schlitten::N,sáně,släde
367,Ski::N,lyže,skida
368,Lagerfeuer::N,táborák,lägereld
369,Last::N,náklad,last
370,Last::N,náklad,börda
371,Last::N,břemeno,last
372,Last::N,břemeno,börda
373,Gang::N,chůze,gång
374,Gang::N,chodba,gång
375,Schritt::N,krok,steg
376,Norden::N,sever,norr
377,Süden::N,jih,söder
378,Westen::N,západ,väster
379,Osten::N,východ,öster
380,Holz::N,dřevo,trä
381,Brett::N,prkno,bräda
382,Platte::N,deska,platta
383,Stütze::N,opěra,stöd
384,Stütze::N,opěra,stötta
385,Stange::N,tyč,stång
386,Stange::N,tyčka,stång
387,Stock::N,hůlka,käpp
388,Stock::N,hůlka,pinne
389,Stab::N,hůl,stav
390,Rohr::N,trubka,rör
391,Haus::N,dům,hus
392,Heim::N,domov,hem
393,Ofen::N,kamna,ugn
394,Fußboden::N,podlaha,golv
395,Tisch::N,stůl,bord
396,Stuhl::N,židle,stol
397,Wiege::N,kolébka,vagga
398,Bett::N,postel,säng
399,Regal::N,regál,hylla
400,Regal::N,police,hylla
401,Kiste::N,bedna,låda
402,Fenster::N,okno,fönster
403,Tür::N,dveře,dörr
404,Tor::N,vrata,port
405,Zaun::N,plot,staket
406,Zaun::N,plot,stängsel
407,Dach::N,střecha,tak
408,Leiter::N,žebřík,stege
409,Besen::N,koště,kvast
410,Besen::N,smeták,kvast
411,Spaten::N,rýč,spade
412,Schaufel::N,lopata,skovel
413,Schaufel::N,lopata,skyffel
414,Gabel::N,vidlička,gaffel
415,Löffel::N,lžíce,sked
416,Messer::N,nůž,kniv
417,Nagel::N,hřebík,spik
418,Netz::N,síť,nät
419,Haken::N,hák,krok
420,Griff::N,držadlo,tag
421,Griff::N,držadlo,handtag
422,Schloss::N,zámek,las
423,Bild::N,obraz,bild
424,Figur::N,figura,figur
425,Puppe::N,panenka,docka
426,Beutel::N,pytlík,påse
427,Bündel::N,svazek,bunt
428,Bündel::N,svazek,knippa
429,Tasche::N,taška,väska
430,Tasche::N,brašna,väska
431,Eimer::N,kýbl,hink
432,Eimer::N,kýbl,ämbar
433,Eimer::N,vědro,hink
434,Eimer::N,vědro,ämbar
435,Deckel::N,víko,lock
436,Deckel::N,příklop,lock
437,Geschirr::N,nádobí,servis
438,Geschirr::N,nádobí,porslin
439,Sack::N,pytel,säck
440,Tasse::N,šálek,kopp
441,Topf::N,hrnec,gryta
442,Topf::N,hrnec,kastrull
443,Kessel::N,kotel,kittel
444,Essen::N,jídlo,mål
445,Nahrung::N,strava,näring
446,Nahrung::N,potrava,näring
447,Speise::N,jídlo,maträtt
448,Fleisch::N,maso,kött
449,Getreide::N,obilí,säd
450,Getreide::N,obilí,spannmål
451,Brei::N,kaše,gröt
452,Brot::N,chléb,bröd
453,Scheibe::N,krajíc,skiva
454,Fett::N,tuk,fett
455,Fett::N,omastek,fett
456,Butter::N,máslo,smör
457,Öl::N,olej,olja
458,Salz::N,sůl,salt
459,Suppe::N,polévka,soppa
460,Honig::N,med,honung
461,Milch::N,mléko,mjölk
462,Tee::N,čaj,te
463,Leder::N,kůže,läder
464,Wolle::N,vlna,ull
465,Wolle::N,vlna,ylle
466,Stoff::N,látka,tyg
467,Stoff::N,látka,stoff
468,Nadel::N,jehla,nål
469,Faden::N,nit,tråd
470,Knopf::N,knoflík,knapp
471,Knoten::N,uzel,knut
472,Farbe::N,barva,färg
473,Kleidung::N,šaty,klädsel
474,Kleidung::N,šatstvo,klädsel
475,Hemd::N,košile,skjorta
476,Kragen::N,límec,krage
477,Ärmel::N,rukáv,ärm
478,Hose::N,kalhoty,byxor
479,Gürtel::N,pás,bälte
480,Gürtel::N,opasek,bälte
481,Mütze::N,čepice,mössa
482,Schuh::N,bota,sko
483,Stiefel::N,holínka,stövel
484,Ring::N,prsten,ring
485,Band::N,pásek,band
486,Kamm::N,hřeben,kam
487,Spiegel::N,zrcadlo,spegel
488,Riemen::N,řemen,rem
489,Schnur::N,šňůra,snöre
490,Leine::N,vodítko,lina
491,Decke::N,pokrývka,täcke
492,Decke::N,přikrývka,täcke
493,Kissen::N,polštář,dyna
494,Kissen::N,polštář,kudde
495,Tuch::N,šátek,sjal
496,Handtuch::N,ručník,handduk
497,Kraft::N,síla,kraft
498,Stärke::N,síla,styrka
499,Gesundheit::N,zdraví,hälsa
500,Krankheit::N,nemoc,sjukdom
501,Krankheit::N,choroba,sjukdom
502,Schmerz::N,bolest,smärta
503,Wunde::N,rána,sår
504,Fieber::N,horečka,feber
505,Arznei::N,lék,medicin
506,Arznei::N,lék,läkemedel
507,Brücke::N,most,bro
508,Brunnen::N,studna,brunn
509,Weide::N,pastva,bete
510,Weide::N,pastvina,bete
511,Pfad::N,pěšina,stig
512,Weg::N,cesta,väg
513,Straße::N,silnice,gata
514,Dorf::N,vesnice,by
515,Stadt::N,město,stad
516,Brief::N,dopis,brev
517,Buch::N,kniha,bok
518,Buchstabe::N,písmeno,bokstav
519,Zeitung::N,noviny,tidning
520,Leben::N,život,liv
521,Tod::N,smrt,död
522,Grab::N,hrob,grav
523,Kirche::N,kostel,kyrka
524,Sünde::N,hřích,synd
525,Gott::N,bůh,gud
526,Arbeiter::N,dělník,arbetare
527,Arbeiter::N,pracovník,arbetare
528,Chef::N,šéf,chef
529,Chef::N,vedoucí,chef
530,Meister::N,mistr,mästare
531,Arzt::N,lékař,läkare
532,Lehrer::N,učitel,lärare
533,Geld::N,peníze,pengar
534,Geschäft::N,obchod,rörelse
535,Laden::N,krám,affär
536,Preis::N,cena,pris
537,Ware::N,zboží,vara
538,Nutzen::N,užitek,gagn
539,Nutzen::N,užitek,nytta
540,Reichtum::N,bohatství,rikedom
541,Welt::N,svět,värld
542,Land::N,země,land
543,Staat::N,stát,stat
544,König::N,král,kung
545,König::N,král,konung
546,Macht::N,moc,makt
547,Macht::N,mocnost,makt
548,Grenze::N,hranice,gräns
549,Krieg::N,válka,krig
550,Feind::N,nepřítel,fiende
551,Gewalt::N,násilí,våld
552,Kampf::N,boj,kamp
553,Kampf::N,boj,strid
554,Bogen[Waffe]::N,luk,båge
555,Pfeil::N,šíp,pil
556,Gewehr::N,puška,gevär
557,Gewehr::N,ručnice,gevär
558,Fehler::N,chyba,fel
559,Lüge::N,lež,lögn
560,Schaden::N,škoda,skada
561,Unglück::N,neštěstí,otur
562,Unglück::N,neštěstí,olycka
563,Schuld::N,vina,skuld
564,Alter::N,věk,ålder
565,Schluss::N,konec,slut
566,Zeit::N,čas,tid
567,Tag::N,den,dag
568,Morgen::N,ráno,morgon
569,Morgen::N,jitro,morgon
570,Mittag::N,poledne,middag
571,Abend::N,večer,kväll
572,Nacht::N,noc,natt
573,Woche::N,týden,vecka
574,Monat::N,měsíc,månad
575,Jahr::N,rok,år
576,Frühling::N,jaro,vår
577,Sommer::N,léto,sommar
578,Herbst::N,podzim,höst
579,Winter::N,zima,vinter
580,Januar::N,leden,januari
581,Februar::N,únor,februari
582,März::N,březen,mars
583,April::N,duben,april
584,Mai::N,květen,maj
585,Juni::N,červen,juni
586,Juli::N,červenec,juli
587,August::N,srpen,augusti
588,September::N,září,september
589,Oktober::N,říjen,oktober
590,November::N,listopad,november
591,Dezember::N,prosinec,december
592,Montag::N,pondělí,måndag
593,Montag::N,pondělek,måndag
594,Dienstag::N,úterý,tisdag
595,Mittwoch::N,středa,onsdag
596,Donnerstag::N,čtvrtek,torsdag
597,Freitag::N,pátek,fredag
598,Samstag::N,sobota,lördag
599,Sonntag::N,neděle,söndag
600,groß::A,velký,stor
601,klein::A,malý,liten
602,lang::A,dlouhý,lång
603,kurz::A,krátký,kort
604,breit::A,široký,bred
605,schmal::A,úzký,smal
606,dicht::A,hustý,tät
607,dick[Gegenstand]::A,tlustý,tjock
608,dünn::A,tenký,tunn
609,fein::A,jemný,fin
610,fest::A,pevný,fast
611,flach::A,plochý,platt
612,flach::A,placatý,platt
613,glatt::A,hladký,glatt
614,hart::A,tvrdý,hård
615,weich::A,měkký,mjuk
616,rund::A,kulatý,rund
617,rund::A,okrouhlý,rund
618,spitz::A,špičatý,toppig
619,spitz::A,špičatý,spetsig
620,scharf::A,ostrý,vass
621,scharf::A,ostrý,skarp
622,stumpf::A,tupý,slö
623,schwer::A,těžký,tung
624,schön::A,pěkný,skön
625,schön::A,pěkný,vacker
626,schön::A,krásný,skön
627,schön::A,krásný,vacker
628,heiß::A,horký,het
629,warm::A,teplý,varm
630,kalt::A,studený,kall
631,kühl::A,chladný,sval
632,kühl::A,chladný,kylig
633,frisch::A,svěží,färsk
634,feucht::A,vlhký,fuktig
635,nass::A,mokrý,våt
636,trocken::A,suchý,torr
637,voll::A,plný,full
638,leer::A,prázdný,tom
639,offen::A,otevřený,öppen
640,geschlossen::A,zavřený,stängd
641,sauber::A,čistý,ren
642,schmutzig::A,špinavý,snuskig
643,roh::A,syrový,rå
644,reif::A,zralý,mogen
645,lecker::A,chutný,läcker
646,süß::A,sladký,söt
647,bitter::A,hořký,besk
648,bitter::A,hořký,bitter
649,sauer::A,kyselý,sur
650,hell::A,světlý,ljus
651,dunkel::A,temný,mörk
652,schwarz::A,černý,svart
653,weiß::A,bílý,vit
654,rot::A,rudý,röd
655,rot::A,červený,röd
656,gelb::A,žlutý,gul
657,blau::A,modrý,blå
658,grün::A,zelený,grön
659,grau::A,šedý,grå
660,grau::A,šedivý,grå
661,bunt::A,pestrý,brokig
662,billig::A,levný,billig
663,billig::A,laciný,billig
664,teuer::A,drahý,dyr
665,wertvoll::A,cenný,värdefull
666,blind::A,slepý,blind
667,taub::A,hluchý,döv
668,kräftig::A,silný,kraftig
669,stark::A,silný,stark
670,schwach::A,slabý,svag
671,fett::A,tučný,fet
672,fett::A,tlustý,fet
673,schlank::A,štíhlý,slank
674,hübsch::A,hezký,snygg
675,hübsch::A,hezký,vacker
676,böse::A,zlý,ond
677,böse::A,zlý,elak
678,dumm::A,hloupý,dum
679,faul::A,líný,lat
680,fleißig::A,pilný,flitig
681,geizig::A,lakomý,snål
682,geizig::A,lakomý,girig
683,klug::A,chytrý,klok
684,geschickt::A,šikovný,händig
685,geschickt::A,šikovný,skicklig
686,lieb::A,milý,kär
687,lieb::A,milý,snäll
688,lustig::A,veselý,rolig
689,lustig::A,veselý,lustig
690,sanft::A,mírný,mild
691,hungrig::A,hladový,hungrig
692,krank::A,nemocný,sjuk
693,nackt::A,nahý,naken
694,traurig::A,smutný,ledsen
695,traurig::A,smutný,sorgsen
696,traurig::A,truchlivý,ledsen
697,traurig::A,truchlivý,sorgsen
698,lebendig::A,živý,levande
699,gut::A,dobrý,bra
700,schlecht::A,špatný,dålig
701,richtig::A,pravý,riktig
702,richtig::A,správný,riktig
703,schlimm::A,zlý,illa
704,wahr::A,pravdivý,sann
705,alt::A,starý,gammal
706,neu::A,nový,ny
707,ehemalig::A,bývalý,forn
708,ehemalig::A,bývalý,tidigare
709,alt[Lebewesen]::A,starý,gammal
710,jung::A,mladý,ung
711,arm::A,chudý,fattig
712,reich::A,bohatý,rik
713,bekannt::A,známý,känd
714,berühmt::A,slavný,berömd
715,fremd::A,cizí,främmande
716,verschieden::A,různý,åtskillig
717,verschieden::A,rozličný,åtskillig
718,nah::A,blízký,nära
719,fern::A,daleký,fjärran
720,linker::A,levý,vänster
721,rechter::A,pravý,höger
722,anderer::A,jiný,annan
723,erster::A,první,första
724,zweiter::A,druhý,andra
725,dritter::A,třetí,tredje
726,letzter::A,poslední,sist
727,allein::ADV,sám,allena
728,auf einmal::ADV,najednou,på en gång
729,zusammen::ADV,spolu,tillsammans
730,zusammen::ADV,dohromady,tillsammans
731,lange::ADV,dlouho,länge
732,plötzlich::ADV,vtom,plötsligt
733,plötzlich::ADV,náhle,plötsligt
734,sofort::ADV,hned,strax
735,sofort::ADV,hned,genast
736,sofort::ADV,ihned,strax
737,sofort::ADV,ihned,genast
738,später::ADV,později,senare
739,jetzt::ADV,teď,nu
740,jetzt::ADV,nyní,nu
741,heute::ADV,dnes,i dag
742,heute::ADV,dneska,i dag
743,morgen::ADV,zítra,i morgon
744,bald::ADV,brzo,snart
745,dann::ADV,pak,då
746,dann::ADV,potom,då
747,gestern::ADV,včera,i går
748,einst::ADV,kdysi,en gång
749,damals::ADV,tehdy,då
750,damals::ADV,tehdy,den gången
751,damals::ADV,tenkrát,då
752,damals::ADV,tenkrát,den gången
753,danach::ADV,podle toho,därefter
754,vorher::ADV,dříve,före
755,vorher::ADV,dříve,förut
756,vorher::ADV,napřed,före
757,vorher::ADV,napřed,förut
758,zuerst::ADV,nejprve,först
759,zuerst::ADV,nejdříve,först
760,einmal::ADV,jednou,en gång
761,manchmal::ADV,někdy,ibland
762,oft::ADV,často,ofta
763,immer::ADV,vždy,alltid
764,immer::ADV,stále,alltid
765,niemals::ADV,nikdy,aldrig
766,hier::ADV,zde,här
767,hier::ADV,tady,här
768,hierhin::ADV,sem,hit
769,von hier::ADV,odtud,härifrån
770,dort::ADV,tam,där
771,dorthin::ADV,tam,dit
772,geradeaus::ADV,rovně,rätt fram
773,vorwärts::ADV,kupředu,fram
774,vorwärts::ADV,kupředu,framåt
775,rückwärts::ADV,zpět,baklänges
776,zurück::ADV,zpět,tillbaka
777,zurück::ADV,nazpět,tillbaka
778,unten::ADV,dole,nere
779,unten::ADV,dole,nedanför
780,hinab::ADV,dolů,ned
781,hinab::ADV,dolů,nedåt
782,oben::ADV,nahoře,ovan
783,oben::ADV,nahoře,ovanpå
784,oben::ADV,navrchu,ovan
785,oben::ADV,navrchu,ovanpå
786,hinauf::ADV,nahoru,upp
787,hinauf::ADV,nahoru,uppåt
788,überall::ADV,všude,överallt
789,nicht::ADV,ne,ej
790,nicht::ADV,ne,inte
791,ein wenig::ADV,trochu,litet
792,kaum::ADV,sotva,knappt
793,kaum::ADV,sotva,knappast
794,sehr::ADV,velmi,mycket
795,sehr::ADV,velice,mycket
796,so::ADV,tak,så
797,so::ADV,takto,så
798,noch::ADV,ještě,än
799,noch::ADV,ještě,ännu
800,nur::ADV,jen,bara
801,nur::ADV,jen,endast
802,nur::ADV,jenom,bara
803,nur::ADV,jenom,endast
804,schon::ADV,už,redan
805,schon::ADV,již,redan
806,wieder::ADV,zase,åter
807,vergebens::ADV,marně,förgäves
808,vor::PRP,před,utanför
809,hinter::PRP,za,bakom
810,unter::PRP,pod,under
811,durch::PRP,skrz,genom
812,durch::PRP,skrz,igenom
813,neben::PRP,vedle,bredvid
814,neben::PRP,vedle,vid sidan av
815,zwischen::PRP,mezi,mellan
816,wegen::PRP,pro,på grund av
817,dies::PRN,toto,detta
818,dies::PRN,tohle,detta
819,das::PRN,to,det
820,alles::PRN,všechno,allt
821,ich::PRN,já,jag
822,du::PRN,ty,du
823,er::PRN,on,han
824,wir::PRN,my,vi
825,ihr::PRN,vy,ni
826,sie::PRN,oni,de
827,was::FPRN,co,vad
828,wer::FPRN,kdo,vem
829,wo::FADV,kde,var
830,wohin::FADV,kam,vart
831,wie::FADV,jak,hur
832,warum::FADV,proč,varför
833,wieviel::FNUM,kolik,hur mycket
834,eins::NUM,jeden,en
835,eins::NUM,jeden,ett
836,zwei::NUM,dva,två
837,drei::NUM,tři,tre
838,vier::NUM,čtyři,fyra
839,fünf::NUM,pět,fem
840,sechs::NUM,šest,sex
841,sieben::NUM,sedm,sju
842,acht::NUM,osm,åtta
843,neun::NUM,devět,nio
844,zehn::NUM,deset,tio
845,elf::NUM,jedenáct,elva
846,zwölf::NUM,dvanáct,tolv
847,zwanzig::NUM,dvacet,tjugo
848,dreißig::NUM,třicet,trettio
849,vierzig::NUM,čtyřicet,fyrtio
850,fünfzig::NUM,padesát,femtio
851,sechzig::NUM,šedesát,sextio
852,siebzig::NUM,sedmdesát,sjuttio
853,achtzig::NUM,osmdesát,åttio
854,neunzig::NUM,devadesát,nittio
855,hundert::NUM,sto,hundra
