,Concept_ID,mhr,he
730,zurück::ADV,мӧҥге́ш,בחזרה
731,zurück::ADV,мӧҥге́ш,אחורנית
732,unten::ADV,ӱ́лнӧ,למטה
733,unten::ADV,йыма́лне,למטה
734,hinab::ADV,йыма́к,למטה
735,oben::ADV,кӱ́шнӧ,מעל
736,oben::ADV,кӱ́шнӧ,למעלה
737,oben::ADV,ӱмба́лне,מעל
738,oben::ADV,ӱмба́лне,למעלה
739,hinauf::ADV,кӱ́ш,למעלה
740,hinauf::ADV,кӱ́шкӧ,למעלה
741,überall::ADV,чыла́ вере́,בכל מקום
742,nicht::ADV,ок,לא
743,nicht::ADV,о́геш,לא
744,ein wenig::ADV,изи́ш,קצת
745,kaum::ADV,пыкше́,בקשי
746,sehr::ADV,чот,מאוד
747,so::ADV,тыге́,כך
748,so::ADV,тыге́,ככה
749,noch::ADV,а́ле,עוד
750,noch::ADV,а́ле,עדין
751,nur::ADV,гына́,רק
752,schon::ADV,ы́нде,כבר
753,wieder::ADV,ада́к,שוב
754,vergebens::ADV,ара́м,לריק
755,vergebens::ADV,ара́м,לשוא
756,vor::PRP,о́нчыч,מול
757,hinter::PRP,шеҥге́лне,מאחורי
758,unter::PRP,йыма́лне,מתחת
759,durch::PRP,вошт,דרך
760,neben::PRP,вокте́н,ליד
761,neben::PRP,вокте́н,על-יד
762,zwischen::PRP,кокла́ште,בין
763,wegen::PRP,верч,בשל
764,wegen::PRP,верч,בגלל
765,dies::PRN,ти́де,זה
766,das::PRN,са́де,זה
767,alles::PRN,чыла́,הכל
768,ich::PRN,мый,אני
769,du::PRN,тый,את
770,du::PRN,тый,אתה
771,er::PRN,ту́до,הוא
772,wir::PRN,ме,אנחנו
773,ihr::PRN,те,לה
774,sie::PRN,ну́но,הם
775,was::FPRN,мо,מה
776,wer::FPRN,кӧ,מי
777,wo::FADV,куша́н,איפה
778,wohin::FADV,куш,לאן
779,wohin::FADV,ку́шко,לאן
780,wie::FADV,кузе́,איך
781,warum::FADV,мо,למה
782,warum::FADV,мола́н,למה
783,wieviel::FNUM,куна́р,כמה
784,eins::NUM,ик,אחד
785,zwei::NUM,ко́кыт,שתים
786,drei::NUM,кум,שלושה
787,vier::NUM,ныл,ארבעה
788,fünf::NUM,вич,חמשה
789,sechs::NUM,куд,ששה
790,sieben::NUM,шым,שבעה
791,acht::NUM,канда́ш,שמונה
792,neun::NUM,инде́ш,תשעה
793,zehn::NUM,лу,עשרה
794,elf::NUM,лати́к,אחת עשרה
795,zwölf::NUM,латко́к,שתים עשרה
796,zwanzig::NUM,ко́ло,עשרים
797,dreißig::NUM,ку́мло,שלושים
798,vierzig::NUM,ны́лле,ארבעים
799,fünfzig::NUM,ви́тле,חמשים
800,sechzig::NUM,ку́дло,ששים
801,siebzig::NUM,шы́мле,שבעים
802,achtzig::NUM,канда́шле,שמונים
803,neunzig::NUM,инде́шле,תשעים
804,hundert::NUM,шӱ́дӧ,מאה
805,tausend::NUM,тӱже́м,אלף
806,und::CNJ,да,ו
807,und::CNJ,ден,ו
808,oder::CNJ,я,או
809,oder::CNJ,а́ле,או
810,stehen::V,шога́ш,עמד
811,sitzen::V,шинча́ш,ישב
812,liegen::V,кия́ш,שכב
813,hängen::V,кеча́ш,היה תלוי
814,werden::V,лия́ш,הפך ל
815,passieren::V,лия́ш,קרה
816,beginnen::V,тӱҥгала́ш,התחיל
817,enden::V,пыта́ш,הסתים
818,wechseln::V,вашталта́ш,השתנה
819,aufgehen[Sonne]::V,лекта́ш,זרח
820,untergehen[Sonne]::V,шинча́ш,שקע
821,scheinen[Sonne]::V,волгалта́ш,בהק
822,donnern::V,кӱдырта́ш,רעם
823,donnern::V,сургалта́ш,רעם
824,wehen::V,пуа́ш,נשב
825,strömen::V,шийалтара́ш,זרם
826,fließen::V,йога́ш,זרם
827,sich drehen::V,пӧрда́ш,הסתובב
828,schwanken::V,лӱҥга́ш,התנודד
829,schwanken::V,тайныла́ш,התנודד
830,schwingen::V,рӱпшалта́ш,התנענע
831,fallen::V,воза́ш,נפל
832,fallen::V,йӧрла́ш,נפל
833,brennen::V,йӱла́ш,בער
834,rauchen::V,шикша́ш,עשן
835,regnen::V,йӱра́ш,ירד גשם
836,gefrieren::V,кылма́ш,קפא
837,gefrieren::V,ияҥа́ш,קפא
838,tauen::V,шула́ш,נמס
839,schmelzen::V,лева́ш,התיך
840,trocknen::V,кошка́ш,התיבש
841,sieden::V,шола́ш,רתח
842,faulen::V,шӱя́ш,רקב
843,verfaulen::V,шӱйы́н шуа́ш,רקב
844,reißen::V,кӱрла́ш,נקרע
845,versinken::V,пуре́н кая́ш,טבע
846,vergehen::V,эрте́н кая́ш,עבר
847,erscheinen::V,толы́н лекта́ш,נגלה
848,erscheinen::V,толы́н лекта́ш,הופיע
849,verschwinden::V,йома́ш,נעלם
850,sinken::V,пуча́ш,ירד
851,abnehmen::V,пуча́ш,הפחית
852,zunehmen::V,шукема́ш,רבה
853,steigen::V,нӧлталта́ш,עלה
854,wachsen::V,кушка́ш,גדל
855,glänzen::V,йылгыжа́ш,נצץ
856,glänzen::V,йылгыжа́ш,בהק
857,funkeln::V,чолга́ш,נצנץ
858,lärmen::V,рӱшка́ш,רעש
859,läuten::V,мура́ш,צלצל
860,klingeln::V,йыҥгырта́ш,צלצל
861,klirren::V,чылдыртата́ш,קרקש
862,brausen::V,лӱшка́ш,געש
863,rauschen::V,лыжга́ш,רשרש
864,klingen::V,йоҥга́ш,נשמע
865,bellen::V,опта́ш,נבח
866,heulen::V,урмыжа́ш,ילל
867,blasen::V,пуала́ш,נשף
868,pfeifen::V,шӱ́шкаш,שרק
869,schreien::V,кычкыра́ш,צעק
870,stöhnen::V,йыҥыса́ш,נאנק
871,zittern::V,чытыра́ш,רעד
872,leben::V,ила́ш,חי
873,geboren werden::V,шоча́ш,נולד
874,atmen::V,шӱла́ш,נשם
875,trinken::V,йӱа́ш,שתה
876,essen::V,кочка́ш,אכל
877,schlucken::V,нела́ш,בלע
878,müde werden::V,ноя́ш,התעיף
879,einschlafen::V,мале́н колта́ш,נרדם
880,schlafen::V,мала́ш,ישן
881,aufwachen::V,помыжалта́ш,התעורר
882,aufstehen::V,кынела́ш,קם
883,sich erholen::V,кана́ш,נפש
884,krank werden::V,черлане́н воза́ш,חלה
885,krank sein::V,черлане́н кия́ш,היה חולה
886,schmerzen::V,коршта́ш,כאב
887,husten::V,кокыра́ш,השתעל
888,genesen::V,тӱрла́ш,הבריא
889,genesen::V,тазаҥа́ш,הבריא
890,sterben::V,кола́ш,מת
891,umkommen::V,вуй йома́ш,נספה
892,sich bewegen::V,кошта́ш,נע
893,sich rühren::V,тарвана́ш,זז
894,sich erheben::V,кынела́ш,קם
895,sich setzen::V,шинча́ш,התישב
896,hinfallen::V,йӧрла́ш,נפל
897,laufen::V,кошта́ш,הלך ברגל
898,schreiten::V,ошкыла́ш,פסע
899,spazierengehen::V,гуля́яш,טיל
900,eilen::V,вашка́ш,אץ
901,eilen::V,вашка́ш,מהר
902,sich beeilen::V,вашкешта́ш,מהר
903,sausen::V,юлтка́ш,אץ
904,rennen::V,куржтала́ш,רץ
905,springen::V,тӧршта́ш,קפץ
906,klettern::V,кӱза́ш,טפס
907,schaukeln::V,лӱҥгалта́ш,התנדנד
908,kriechen::V,нушка́ш,זחל
909,schwimmen::V,ия́ш,שחה
910,tauchen::V,шуҥгалта́ш,צלל
911,rudern::V,удыра́ш,חתר
912,fahren::V,кудала́ш,נסע
913,fliegen::V,чоҥешта́ш,עף
914,gehen::V,кая́ш,הלך
915,weggehen::V,кораҥа́ш,עזב
916,abfahren::V,лекта́ш,יצא
917,anhalten::V,чарна́ш,עצר
918,hineingehen::V,пура́ш,נכנס
919,eintreten::V,пура́ш,נכנס
920,kommen::V,тола́ш,בא
921,ankommen::V,шуа́ш,הגיע
922,zurückkommen::V,пӧртыла́ш,שב
923,zurückkommen::V,пӧртыла́ш,חזר
924,bleiben::V,кода́ш,נשאר
925,warten::V,вуча́ш,חכה
926,warten::V,вуча́ш,המתין
927,erwarten::V,вуча́ш,צפה
928,suchen::V,кычала́ш,חפש
929,finden::V,муа́ш,מצא
930,versuchen::V,толаша́ш,נסה
931,vorbereiten::V,ямдыла́ш,הכין
932,lieben::V,йӧрата́ш,אהב
933,mögen::V,йӧрата́ш,אהב
934,lachen::V,воштыла́ш,צחק
935,rühren::V,ку́мыл тарвата́ш,נגע ללב
936,weinen::V,шорта́ш,בכה
937,schimpfen::V,каргаша́ш,גער
938,sich ärgern::V,сыра́ш,זעם
939,sich ärgern::V,сыра́ш,כעס
940,sich fürchten::V,лӱда́ш,פחד
941,sich fürchten::V,лӱда́ш,חשש
942,fürchten::V,лӱда́ш,פחד מ
943,fürchten::V,лӱда́ш,חשש מ
944,fliehen::V,куржа́ш,ברח
945,flüchten::V,куржа́ш,נמלט
946,sehen::V,ужа́ш,ראה
947,anschauen::V,онча́ш,הביט
948,ansehen::V,эскера́ш,התבונן
949,hören::V,кола́ш,שמע
950,zuhören::V,колышта́ш,הקשיב
951,probieren::V,тамла́ш,נסה
952,riechen::V,ӱпшынча́ш,הריח
953,fühlen::V,шижа́ш,חש
954,scheinen::V,чуча́ш,נדמה
955,zu sehen sein::V,коя́ш,נראה
956,vernehmen::V,кола́ш,נודע ל
957,frieren::V,кылма́ш,קר ל
958,tun::V,ышта́ш,פעל
959,können::V,мошта́ш,יכל
960,wollen::V,тӱна́ш,רצה
961,anfangen::V,тӱҥала́ш,התחיל
962,beenden::V,пытара́ш,גמר
963,aufhören::V,чарна́ш,סים
964,gelingen::V,сай лекта́ш,הצליח
965,geraten::V,лекта́ш,עלה
966,öffnen::V,поча́ш,פתח
967,schließen::V,петыра́ш,סגר
968,stellen::V,шында́ш,העמיד
969,setzen::V,шында́ш,הושיב
970,legen::V,опта́ш,שם
971,legen::V,пышта́ш,שם
972,berühren::V,тӱка́ш,נגע
973,verbinden::V,пида́ш,קשר
974,bedecken::V,леведа́ш,כסה
975,aufhängen::V,сака́ш,תלה
976,anzünden::V,чӱкта́ш,הצית
977,aufheben::V,нӧлтала́ш,אסף
978,zurücklassen::V,кода́ш,השאיר
979,verlieren::V,йомдара́ш,אבד
980,fallen lassen::V,воза́ш,שמט
981,fallen lassen::V,воза́ш,הפיל
982,machen::V,ышта́ш,עשה
983,herstellen::V,ямдыла́ш,יצר
984,bauen::V,чоҥа́ш,בנה
985,reparieren::V,ачала́ш,תקן
986,verbessern::V,саемда́ш,שפר
987,ändern::V,весемда́ш,שנה
988,graben::V,кӱнча́ш,חפר
989,beugen::V,пӱгырта́ш,כפף
990,biegen::V,лывырта́ш,כופף
991,drehen::V,пӱтыра́ш,סובב
992,wenden::V,ирала́ш,הפך
993,umdrehen::V,савырала́ш,סובב
994,heben::V,нӧлта́ш,הרים
995,hochheben::V,нӧлта́ш,הרים
996,ergreifen::V,руалта́ш,אחז
997,halten::V,куча́ш,החזיק
998,drücken::V,иша́ш,לחץ
999,drücken::V,темда́ш,לחץ
1000,schieben::V,шӱкала́ш,הזיז
1001,kratzen::V,удыра́ш,שרט
1002,kratzen::V,удыра́ш,שפשף
1003,lecken::V,нула́ш,לקק
1004,beißen::V,пура́ш,נשך
1005,abreißen::V,кӱрла́ш,קרע
1006,abschneiden::V,пӱчка́ш,חתך
1007,binden::V,кылда́ш,קשר
1008,stecken::V,шуралта́ш,תקע
1009,brechen::V,тодышта́ш,שבר
1010,klopfen::V,кыра́ш,נקש
1011,hauen::V,тӱя́ш,הכה
1012,kleben::V,клеитла́ш,הדביק
1013,reiben::V,йыга́ш,שפשף
1014,reiben::V,туржала́ш,שפשף
1015,streichen::V,шӱра́ш,מרח
1016,schleifen::V,шума́ш,השחיז
1017,schleifen::V,яна́ш,השחיז
1018,schneiden::V,пӱчка́ш,גזר
1019,rütteln::V,рӱза́ш,נענע
1020,schütteln::V,почка́ш,נער
1021,schwenken::V,рӱза́ш,נופף
1022,schwenken::V,рӱза́ш,טלטל
1023,schütten::V,опта́ш,שפך
1024,füllen::V,тема́ш,מלא
1025,einwickeln::V,вӱдыла́ш,עטף
1026,tragen::V,нумала́ш,נשא
1027,schleppen::V,шӱдыра́ш,סחב
1028,ziehen::V,шупша́ш,משך
1029,aufbewahren::V,арала́ш,שמר
1030,werfen::V,шуа́ш,זרק
1031,werfen::V,кышка́ш,זרק
1032,fangen::V,куча́ш,תפס
1033,packen::V,руалта́ш,אחז
1034,verstecken::V,тоя́ш,החביא
1035,teilen::V,пӧла́ш,חלק
1036,schicken::V,колта́ш,שלח
1037,bringen::V,конда́ш,הביא
1038,hinzufügen::V,ешара́ш,הוסיף
1039,bekommen::V,нала́ш,תפס
1040,erhalten::V,нала́ш,קבל
1041,nehmen::V,нала́ш,אחז
1042,wählen::V,сайла́ш,בחר
1043,auswählen::V,таҥгла́ш,בחר ב
1044,bewahren::V,сакла́ш,קים
1045,behindern::V,чаракла́ш,מנע
1046,verderben::V,пужа́ш,מנע
1047,beschädigen::V,пужа́ш,הזיק
1048,zerbrechen::V,пудырта́ш,נשבר
1049,zerreißen::V,кӱрла́ш,קרע
1050,zerstören::V,шалата́ш,הרס
1051,zerstören::V,шалата́ш,השמיד
1052,verbrennen::V,йӱлата́ш,שרף
1053,geben::V,пуа́ш,נתן
1054,reichen::V,пуа́ш,העביר
1055,schenken::V,пӧлекла́ш,נתן במתנה
1056,versprechen::V,сӧра́ш,הבטיח
1057,wünschen::V,тылана́ш,אחל
1058,loben::V,мокта́ш,שבח
1059,küssen::V,шупшала́ш,נשק
1060,wiegen::V,рӱпша́ш,נדנד
1061,zudecken::V,леведа́ш,כסה
1062,wecken::V,помыжалтара́ш,עורר
1063,zeigen::V,ончыкта́ш,הראה
1064,führen::V,вӱда́ш,הביא
1065,führen::V,вӱда́ш,הוביל
1066,lehren::V,туныкта́ш,למד
1067,unterrichten::V,туныкта́ш,למד
1068,aufziehen::V,орышта́ш,רומם
1069,leiten::V,вӱда́ш,נהל
1070,leiten::V,вуйлата́ш,נהל
1071,antreiben::V,поктыла́ш,המרץ
1072,lassen::V,-та́ш,נתן
1073,einladen::V,ӱжа́ш,הזמין
1074,vereinigen::V,иктешла́ш,אחד
1075,vereinigen::V,иктешла́ш,לכד
1076,besuchen::V,то́лын кая́ш,בקר
1077,treffen::V,вашлия́ш,פגש
1078,sich versammeln::V,погына́ш,התאסף
1079,sich versammeln::V,чумырга́ш,התאסף
1080,spielen::V,мода́ш,שחק
1081,singen::V,мура́ш,שר
1082,tanzen::V,кушта́ш,רקד
1083,sich trennen::V,ойырла́ш,נפרד
1084,verlassen::V,кудалта́ш,עזב
1085,retten::V,утара́ш,הציל
1086,bewachen::V,орола́ш,שמר
1087,schützen::V,арала́ш,אבטח
1088,verteidigen::V,арала́ш,הגן
1089,sich schlagen::V,кредала́ш,התכתש
1090,schießen::V,лӱя́ш,ירה
1091,siegen::V,сеҥа́ш,גבר
1092,siegen::V,сеҥа́ш,נצח
1093,ärgern::V,сырыкта́ш,עצבן
1094,schlagen::V,пера́ш,הכה
1095,schlagen::V,пера́ш,הלקה
1096,treten::V,тошка́ш,בעט
1097,stechen::V,кера́ш,דקר
1098,stoßen::V,шӱкала́ш,דחק
1099,stehlen::V,шолышта́ш,גנב
1100,stören::V,мешая́ш,קטע
1101,stören::V,мешая́ш,הפריע
1102,belästigen::V,толаштара́ш,הציק
1103,belästigen::V,толаштара́ш,הטריד
1104,verbergen::V,шылта́ш,הצניע
1105,täuschen::V,ондала́ш,שגע
1106,betrügen::V,ондала́ш,הונה
1107,töten::V,пушта́ш,הרג
1108,wohnen::V,ила́ш,גר
1109,arbeiten::V,пашалана́ш,עבד
1110,arbeiten::V,паша́м ышта́ш,עבד
1111,sammeln::V,пога́ш,אסף
1112,pflücken::V,кӱра́ш,קטף
1113,jagen::V,сонарла́ш,צד
1114,fischen::V,кол куча́ш,דג
1115,fassen::V,куча́ш,תפס
1116,hüten::V,кӱта́ш,רעה
1117,treiben::V,покта́ш,הוציא
1118,anbinden::V,йолышта́ш,קשר
1119,füttern::V,пукша́ш,הלעיט
1120,melken::V,лӱшта́ш,חלב
1121,hacken::V,руа́ш,קצץ
1122,gießen::V,шава́ш,השקה
1123,reifen::V,кӱа́ш,בשל
1124,zubereiten::V,ямдыла́ш,הכין
1125,kochen::V,шолта́ш,בשל
1126,backen::V,кӱкташ,אפה
1127,braten::V,пуштыла́ш,צלה
1128,braten::V,пуштыла́ш,טגן
1129,braten::V,жаритла́ш,צלה
1130,braten::V,жаритла́ш,טגן
1131,umrühren::V,луга́ш,ערבב
1132,stricken::V,пида́ш,סרג
1133,nähen::V,урга́ш,תפר
1134,färben::V,чиялта́ш,צבע
1135,reinigen::V,эрыкта́ш,נקה
1136,waschen::V,мушка́ш,רחץ
1137,waschen::V,мушка́ш,כבס
1138,abwischen::V,ӱшта́ш,נגב
1139,spülen::V,шӱалта́ш,שטף
1140,fegen::V,ӱшта́ш,טאטא
1141,kehren::V,ӱшта́ш,טאטא
1142,baden::V,йӱштыла́ш,טבל
1143,baden::V,йӱштыла́ш,שחה
1144,sich waschen::V,мушкылта́ш,התרחץ
1145,ausziehen::V,кудаша́ш,הוריד
1146,anziehen::V,чия́ш,לבש
1147,sich anziehen::V,чия́ш,התלבש
1148,kämmen::V,шера́ш,סרק
1149,schmücken::V,тӱзата́ш,קשט
1150,schmücken::V,чеверта́ш,קשט
1151,sagen::V,ойла́ш,אמר
1152,sagen::V,каласа́ш,אמר
1153,sprechen::V,кутыра́ш,דבר
1154,reden::V,мутлана́ш,דבר
1155,sich unterhalten::V,кутыра́ш,שוחח
1156,fragen::V,йода́ш,שאל
1157,bitten::V,йода́ш,בקש
1158,erzählen::V,ойла́ш,ספר
1159,mitteilen::V,увертара́ш,מסר
1160,mitteilen::V,увертара́ш,הודיע
1161,nennen::V,лӱмда́ш,קרא בשם
1162,rufen::V,ӱжа́ш,גיס
1163,rufen::V,ӱжа́ш,הזמין לבוא
1164,prahlen::V,моктана́ш,התרברב
1165,übersetzen::V,кусара́ш,תרגם
1166,denken::V,шона́ш,חשב
1167,glauben::V,ӱшана́ш,האמין
1168,bemerken::V,шижа́ш,הבחין
1169,erkennen::V,пала́ш,זהה
1170,begreifen::V,ыҥла́ш,קלט
1171,begreifen::V,ыҥла́ш,הבין
1172,verstehen::V,умыла́ш,הבין
1173,lernen::V,тунема́ш,למד
1174,wissen::V,шинча́ш,ידע
1175,sich erinnern an::V,шарна́ш,זכר
1176,vergessen::V,монда́ш,שכח
1177,messen::V,виса́ш,מדד
1178,zählen::V,шотла́ш,ספר
1179,rechnen::V,шотла́ш,חשב
1180,lesen::V,луда́ш,קרא
1181,malen::V,сӱретла́ш,ציר
1182,zeichnen::V,сӱретла́ш,שרטט
1183,schreiben::V,воза́ш,כתב
1184,besitzen::V,лия́ш,היה בעל של
1185,kaufen::V,нала́ш,קנה
1186,kaufen::V,нала́ш,רכש
1187,verkaufen::V,ужала́ш,מכר
1188,bezahlen::V,тӱла́ш,שלם
1189,zahlen::V,тӱла́ш,שלם
1190,beherrschen::V,куча́ш,שלט
1191,ertragen::V,турка́ш,סבל
