,Concept_ID,hy,fr
778,alt[Lebewesen]::A,պառավ,vieux
779,jung::A,մատաղ,jeune
780,arm::A,աղքատ,pauvre
781,reich::A,հարուստ,riche
782,bekannt::A,ծանոթ,connu
783,berühmt::A,հայտնի,fameux
784,berühmt::A,հայտնի,célèbre
785,berühmt::A,հռչակավոր,fameux
786,berühmt::A,հռչակավոր,célèbre
787,fremd::A,օտար,étranger
788,verschieden::A,տարբեր,différent
789,nah::A,մոտ,lié
790,nah::A,մոտ,proche
791,nah::A,մերձ,lié
792,nah::A,մերձ,proche
793,fern::A,հեռավոր,éloigné
794,fern::A,հեռավոր,lointain
795,linker::A,ձախ,gauche
796,rechter::A,աջ,droit
797,anderer::A,այլ,autre
798,anderer::A,ուրիշ,autre
799,erster::A,առաջին,premier
800,zweiter::A,երկրորդ,second
801,zweiter::A,երկրորդ,deuxième
802,dritter::A,երրորդ,troisième
803,letzter::A,վերջին,dernier
804,allein::ADV,միայնակ,seul
805,auf einmal::ADV,միասնաբար,à la fois
806,zusammen::ADV,միասին,ensemble
807,zusammen::ADV,իրար հետ,ensemble
808,lange::ADV,երկար ժամանակ,longtemps
809,plötzlich::ADV,հանկարծ,tout à coup
810,sofort::ADV,իսկույն,immédiatement
811,später::ADV,ավելի ուշ,plus tard
812,später::ADV,հետո,plus tard
813,jetzt::ADV,այժմ,maintenant
814,heute::ADV,այսօր,aujourd'hui
815,morgen::ADV,վաղը,demain
816,bald::ADV,շուտով,bientôt
817,dann::ADV,ապա,puis
818,dann::ADV,ապա,ensuite
819,dann::ADV,հետո,puis
820,dann::ADV,հետո,ensuite
821,gestern::ADV,երեկ,hier
822,einst::ADV,հին ատեն,jadis
823,einst::ADV,հին ատեն,autrefois
824,damals::ADV,ատէնին,alors
825,damals::ADV,ատէնին,à l'époque
826,danach::ADV,ապա,après
827,danach::ADV,ապա,ensuite
828,danach::ADV,այն ժամանակ,après
829,danach::ADV,այն ժամանակ,ensuite
830,vorher::ADV,առաջ,auparavant
831,zuerst::ADV,նախ,d'abord
832,zuerst::ADV,նախ,premièrement
833,einmal::ADV,մի անգամ,une fois
834,manchmal::ADV,երբեմն,parfois
835,manchmal::ADV,երբեմն,quelquefois
836,oft::ADV,հաճախ,souvent
837,immer::ADV,միշտ,toujours
838,niemals::ADV,երբեք,ne ... jamais
839,hier::ADV,այստեղ,ici
840,hierhin::ADV,այստեղ,par ici
841,von hier::ADV,այդտեղից,d'ici
842,dort::ADV,այնտեղ,là
843,dort::ADV,այնտեղ,là-bas
844,dorthin::ADV,այնտեղ,y
845,dorthin::ADV,այնտեղ,par là
846,geradeaus::ADV,ուղիղ,tout droit
847,vorwärts::ADV,առաջ,en avant
848,rückwärts::ADV,դեպի ետ,en arrière
849,zurück::ADV,ետ,de retour
850,unten::ADV,ներքեւում,en bas
851,unten::ADV,ներքեւում,au-dessous
852,hinab::ADV,ներքեւ,en bas
853,hinab::ADV,ներքեւ,vers le bas
854,oben::ADV,վերեւում,dessus
855,oben::ADV,վերեւում,en haut
856,hinauf::ADV,վերեւ,en haut
857,hinauf::ADV,վերեւ,vers le haut
858,überall::ADV,ամենուր,partout
859,nicht::ADV,չէ,ne ... pas
860,ein wenig::ADV,մի քիչ,un peu
861,kaum::ADV,հազիվ,à peine
862,sehr::ADV,շատ,très
863,so::ADV,այդպես,si
864,so::ADV,այդպես,ainsi
865,noch::ADV,դեռ,encore
866,nur::ADV,միայն,seulement
867,nur::ADV,միայն,ne ... que
868,schon::ADV,արդեն,déjà
869,wieder::ADV,նորից,de nouveau
870,wieder::ADV,դարձյալ,de nouveau
871,vergebens::ADV,իզուր,en vain
872,vor::PRP,դիմացը,devant
873,hinter::PRP,ետեւը,derrière
874,unter::PRP,տակ,sous
875,unter::PRP,տակ,au-dessous de
876,durch::PRP,միջով,par
877,durch::PRP,միջով,à travers
878,neben::PRP,քովը,à côté de
879,zwischen::PRP,միջեւ,entre
880,wegen::PRP,պատճառով,à cause de
881,wegen::PRP,շնորհից,à cause de
882,dies::PRN,սա,ceci
883,dies::PRN,այս,ceci
884,das::PRN,դա,ce
885,das::PRN,դա,cela
886,das::PRN,այդ,ce
887,das::PRN,այդ,cela
888,alles::PRN,ամեն ինչ,tout
889,ich::PRN,ես,je
890,ich::PRN,ես,moi
891,du::PRN,դու,tu
892,du::PRN,դու,toi
893,er::PRN,նա,il
894,er::PRN,նա,lui
895,wir::PRN,մենք,nous
896,ihr::PRN,դուք,vous
897,sie::PRN,նրանք,ils
898,sie::PRN,նրանք,elles
899,was::FPRN,ինչ,que
900,was::FPRN,ինչ,quoi
901,wer::FPRN,ով,qui
902,wo::FADV,ուր,où
903,wo::FADV,որտեղ,où
904,wohin::FADV,դեպի ուր,où
905,wie::FADV,ինչպես,comment
906,warum::FADV,ինչու,pourquoi
907,wieviel::FNUM,որչափ,combien
908,eins::NUM,մեկ,un
909,zwei::NUM,երկու,deux
910,drei::NUM,երեք,trois
911,vier::NUM,չորս,quatre
912,fünf::NUM,հինգ,cinq
913,sechs::NUM,վեց,six
914,sieben::NUM,յոթ,sept
915,acht::NUM,ութ,huit
916,neun::NUM,ինը,neuf
917,zehn::NUM,տասը,dix
918,elf::NUM,տասնմեկ,onze
919,zwölf::NUM,տասներկու,douze
920,zwanzig::NUM,քսան,vingt
921,dreißig::NUM,երեսուն,trente
922,vierzig::NUM,քառասուն,quarante
923,fünfzig::NUM,հիսուն,cinquante
924,sechzig::NUM,վաթսուն,soixante
925,siebzig::NUM,յոթանասուն,soixante-dix
926,achtzig::NUM,ութսուն,quatre-vingt
927,neunzig::NUM,իննսուն,quatre-vingt-dix
928,hundert::NUM,հարյուր,cent
929,tausend::NUM,հազար,mille
930,und::CNJ,ու,et
931,oder::CNJ,կամ,ou
932,stehen::V,կանգնել,être debout
933,sitzen::V,նստել,être assis
934,liegen::V,ստել,être couché
935,hängen::V,կախվել,pendre
936,werden::V,դառնալ,devenir
937,passieren::V,պատահել,se passer
938,beginnen::V,սկսվել,commencer
939,enden::V,վերջանալ,finir
940,enden::V,վերջանալ,se terminer
941,wechseln::V,փոխվել,changer
942,wechseln::V,փոխվել,alterner
943,aufgehen[Sonne]::V,բարձրանալ,se lever
944,aufgehen[Sonne]::V,ելնել ,se lever
945,untergehen[Sonne]::V,մտնել,se coucher
946,scheinen[Sonne]::V,շողալ,briller
947,scheinen[Sonne]::V,փայլել,briller
948,donnern::V,որոտալ,tonner
949,wehen::V,փչել,souffler
950,strömen::V,հոսել,affluer
951,fließen::V,հոսել,couler
952,sich drehen::V,պտտվել,tourner
953,schwanken::V,տատանվել,osciller
954,schwanken::V,տատանվել,chanceler
955,schwingen::V,ճոճվել,vibrer
956,schwingen::V,ճոճվել,osciller
957,fallen::V,ընկնել,tomber
958,brennen::V,այրվել,brûler
959,brennen::V,այրվել,flamber
960,rauchen::V,ծխել,fumer
961,regnen::V,անձրեւ գալ,pleuvoir
962,gefrieren::V,սառչել,geler
963,tauen::V,լկիլ,dégeler
964,schmelzen::V,հալիլ,fondre
965,trocknen::V,չորանալ,sécher
966,sieden::V,եռալ,bouillir
967,faulen::V,փտել,pourrir
968,faulen::V,փտել,se putréfier
969,verfaulen::V,նեխել,pourrir
970,reißen::V,պատռվել,rompre
971,reißen::V,պատռվել,se déchirer
972,reißen::V,ճղվել,rompre
973,reißen::V,ճղվել,se déchirer
974,versinken::V,սուզվել,s'enfoncer
975,vergehen::V,անցնել ,passer
976,erscheinen::V,հայտնվել,apparaître
977,erscheinen::V,երեւալ,apparaître
978,verschwinden::V,անհետանալ,disparaître
979,sinken::V,ընկնել,descendre
980,sinken::V,ընկնել,s'abaisser
981,abnehmen::V,փոքրանալ,diminuer
982,zunehmen::V,մեծանալ,augmenter
983,steigen::V,բարձրանալ,monter
984,wachsen::V,աճել,croître
985,glänzen::V,նշուլել,briller
986,glänzen::V,փայլիլ,briller
987,funkeln::V,փայլատակել,étinceler
988,lärmen::V,աղմուկ հանել,faire du bruit
989,läuten::V,զնգալ,sonner
990,klingeln::V,զնգալ,sonner
991,klirren::V,զնգզնգալ,cliqueter
992,brausen::V,մոլեգնել,mugir
993,rauschen::V,սոսափել,bruire
994,klingen::V,հնչել,sonner
995,bellen::V,հաչել,aboyer
996,heulen::V,ոռնալ ,hurler
997,blasen::V,փչել ,souffler
998,pfeifen::V,սուլել,siffler
999,schreien::V,գոռալ ,crier
1000,stöhnen::V,տնքալ,gémir
1001,zittern::V,դողալ,trembler
1002,leben::V,ապրել,vivre
1003,geboren werden::V,ծնվել,naître
1004,atmen::V,շնչել,respirer
1005,trinken::V,խմել,boire
1006,essen::V,ուտել,manger
1007,schlucken::V,կլանել,avaler
1008,schlucken::V,կուլ տալ,avaler
1009,müde werden::V,հոգնել,se lasser
1010,müde werden::V,հոգնել,se fatiguer
1011,einschlafen::V,քուն մտնել,s'endormir
1012,schlafen::V,քնել,dormir
1013,aufwachen::V,արթննալ,se réveiller
1014,aufstehen::V,ելլել,se lever
1015,sich erholen::V,հանգստանալ,se reposer
1016,sich erholen::V,հանգստանալ,se détendre
1017,krank werden::V,հիւանդանալ,tomber malade
1018,krank sein::V,հիվանդ լինել,être malade
1019,schmerzen::V,ցավել,faire mal
1020,husten::V,հազալ,tousser
1021,genesen::V,ապաքինվել,guérir
1022,genesen::V,ապաքինվել,se remettre
1023,sterben::V,մեռնել,mourir
1024,sterben::V,վախճանվել,mourir
1025,umkommen::V,կործանվել,périr
1026,sich bewegen::V,ընթանալ,bouger
1027,sich rühren::V,շարժվել,broncher
1028,sich erheben::V,կանգնել,se lever
1029,sich erheben::V,վեր կենալ,se lever
1030,sich setzen::V,նստել,s'asseoir
1031,hinfallen::V,ընկնել,tomber
1032,laufen::V,քայլել,marcher
1033,laufen::V,քայլել,aller à pied
1034,schreiten::V,ճեմել,marcher
1035,spazierengehen::V,շրջագայել,se promener
1036,eilen::V,շտապել,courir
1037,sich beeilen::V,շտապել ,se hâter
1038,sich beeilen::V,շտապել ,se dépêcher
1039,sausen::V,սլանալ,filer
1040,rennen::V,վազել,courir
1041,springen::V,ցատկել,sauter
1042,klettern::V,մագլցել,grimper
1043,schaukeln::V,ճոճվել,se balancer
1044,schaukeln::V,օրորվել,se balancer
1045,kriechen::V,սողալ,ramper
1046,schwimmen::V,լողալ,nager
1047,tauchen::V,սուզվել,plonger
1048,rudern::V,թիավարել,ramer
1049,fahren::V,ընթանալ,aller
1050,fahren::V,ընթանալ,rouler
1051,fliegen::V,թռչել,voler
1052,gehen::V,գնալ,aller
1053,weggehen::V,հեռանալ,s'en aller
1054,abfahren::V,ճանապարհվել,partir
1055,anhalten::V,կանգնել,s'arrêter
1056,hineingehen::V,մտնել,entrer
1057,eintreten::V,մտնել,entrer
1058,kommen::V,գալ,venir
1059,ankommen::V,ժամանել,arriver
1060,zurückkommen::V,վերադառնալ,revenir
1061,bleiben::V,մնալ,rester
1062,bleiben::V,մնալ,demeurer
1063,warten::V,սպասել,attendre
1064,erwarten::V,սպասել,attendre
1065,suchen::V,որոնել,chercher
1066,finden::V,գտնել,trouver
1067,versuchen::V,փորձել,essayer
1068,vorbereiten::V,պատրաստել,préparer
1069,lieben::V,սիրել,aimer
1070,mögen::V,հավանել,aimer
1071,mögen::V,հավանել,vouloir
1072,mögen::V,սիրել,aimer
1073,mögen::V,սիրել,vouloir
1074,lachen::V,ծիծաղել,rire
1075,rühren::V,հուզել,toucher
1076,rühren::V,հուզել,attendrir
1077,weinen::V,լալ,pleurer
1078,schimpfen::V,տրտնջալ,gronder
1079,schimpfen::V,քրթմնջել,gronder
1080,sich ärgern::V,զայրանալ,se fâcher
1081,sich fürchten::V,վախնալ,avoir peur
1082,fürchten::V,վախենալ,craindre
1083,fürchten::V,վախենալ,avoir peur de
1084,fliehen::V,փախչել,fuir
1085,flüchten::V,փախչել,s'enfuir
1086,sehen::V,տեսնել,voir
1087,anschauen::V,դիտել,regarder
1088,ansehen::V,նայել,regarder
1089,hören::V,լսել,entendre
1090,zuhören::V,ունկնդրել,écouter
1091,probieren::V,համը տեսել,goûter
1092,riechen::V,հոտ առնել,sentir
1093,fühlen::V,զգալ,sentir
1094,scheinen::V,երեւալ,sembler
1095,scheinen::V,երեւալ,paraître
1096,zu sehen sein::V,երեւալ,se voir
1097,zu sehen sein::V,երեւալ,être visible
1098,vernehmen::V,իմանալ ,entendre
1099,vernehmen::V,իմանալ ,percevoir
1100,frieren::V,մրսել,avoir froid
1101,tun::V,անել,faire
1102,können::V,կարողանալ,savoir
1103,können::V,կարողանալ,pouvoir
1104,wollen::V,ուզել,vouloir
1105,wollen::V,ցանկանալ,vouloir
1106,anfangen::V,սկսել,commencer
1107,beenden::V,վերջացնել,finir
1108,beenden::V,վերջացնել,terminer
1109,aufhören::V,դադարել,cesser
1110,aufhören::V,դադարել,arrêter
1111,gelingen::V,հաջողվել,réussir
1112,gelingen::V,գլուխ գալ,réussir
1113,geraten::V,ստացվել,réussir
1114,öffnen::V,բաց անել,ouvrir
1115,schließen::V,փակել ,fermer
1116,stellen::V,դնել,poser
1117,stellen::V,դնել,mettre
1118,setzen::V,նստեցնել,placer
1119,legen::V,դնել,placer
1120,berühren::V,դիպչել,toucher
1121,berühren::V,շոշափել,toucher
1122,verbinden::V,շաղկապել,lier
1123,bedecken::V,ծածկել,couvrir
1124,aufhängen::V,կախել,accrocher
1125,anzünden::V,վառել,allumer
1126,aufheben::V,վերցնել,ramasser
1127,zurücklassen::V,թողնել,laisser
1128,verlieren::V,կորցնել,perdre
1129,fallen lassen::V,գցել,lâcher
1130,fallen lassen::V,գցել,laisser tomber
1131,machen::V,անել,faire
1132,herstellen::V,արտադրել,produire
1133,herstellen::V,արտադրել,fabriquer
1134,bauen::V,կառուցել,bâtir
1135,bauen::V,կառուցել,construire
1136,reparieren::V,նորոգել,réparer
1137,verbessern::V,բարելավել,améliorer
1138,ändern::V,փոխել,changer
1139,ändern::V,փոխել,modifier
1140,graben::V,փորել,creuser
1141,beugen::V,ծռել,plier
1142,beugen::V,ծռել,ployer
1143,biegen::V,թեքել,courber
1144,drehen::V,ոլորել,tordre
1145,drehen::V,ոլորել,tourner
1146,wenden::V,պտտել,retourner
1147,umdrehen::V,շրջել,tourner
1148,heben::V,բարձրացնել,soulever
1149,hochheben::V,բարձրացնել,lever
1150,ergreifen::V,վարակվել,saisir
1151,ergreifen::V,վարակվել,prendre
1152,halten::V,բռնել,tenir
1153,drücken::V,ճնշել,presser
1154,schieben::V,հրել,pousser
1155,kratzen::V,քերել,gratter
1156,kratzen::V,քերել,égratigner
1157,lecken::V,լիզել,lécher
1158,beißen::V,կծել,mordre
1159,abreißen::V,պոկել,arracher
1160,abschneiden::V,կտրել ,couper
1161,binden::V,կապել,lier
1162,binden::V,կապել,attacher
1163,stecken::V,խրել,enfoncer
1164,brechen::V,կոտրել ,rompre
1165,klopfen::V,թակել,frapper
1166,hauen::V,ծեծել,frapper
1167,kleben::V,կպցնել,coller
1168,reiben::V,շփել,frotter
1169,streichen::V,վրան քսել,empâter
1170,schleifen::V,սրել ,affiler
1171,schleifen::V,սրել ,aiguiser
1172,schneiden::V,կտրել,couper
1173,schneiden::V,կտրել,trancher
1174,rütteln::V,ցնցել,cahoter
1175,schütteln::V,թափահարել,secouer
1176,schwenken::V,ճոճել,agiter
1177,schütten::V,լցնել,verser
1178,füllen::V,լիքը լցնել,remplir
1179,einwickeln::V,փաթաթել,envelopper
1180,tragen::V,կրել,porter
1181,tragen::V,տանել,porter
1182,schleppen::V,քաշել,traîner
1183,ziehen::V,ձգել,tirer
1184,ziehen::V,քաշել,tirer
1185,aufbewahren::V,պահել ,garder
1186,aufbewahren::V,պահել ,conserver
1187,werfen::V,նետել,jeter
1188,werfen::V,նետել,lancer
1189,packen::V,հափշտակել,agripper
1190,verstecken::V,ծածկել,cacher
1191,teilen::V,բաժանել,diviser
1192,schicken::V,ուղարկել,envoyer
1193,bringen::V,բերել,apporter
1194,hinzufügen::V,ավելացնել,ajouter
1195,bekommen::V,հայթայթել,obtenir
1196,erhalten::V,ստանալ,recevoir
1197,nehmen::V,վերցնել,prendre
1198,wählen::V,ընտրել,choisir
1199,auswählen::V,գերադասել,choisir
1200,auswählen::V,գերադասել,sélectionner
1201,bewahren::V,պահպանել,préserver
1202,behindern::V,խոչընդոտել,gêner
1203,verderben::V,փչացնել,gâter
1204,verderben::V,փչացնել,corrompre
1205,beschädigen::V,վնասել,endommager
1206,zerbrechen::V,ջարդել,casser
1207,zerbrechen::V,կոտրել,casser
1208,zerreißen::V,պատռել,déchirer
1209,zerstören::V,քանդել,détruire
1210,verbrennen::V,այրել,brûler
1211,geben::V,տալ,donner
1212,reichen::V,հանձնել,tendre
1213,schenken::V,նվիրել,offrir
1214,versprechen::V,խոստանալ,promettre
1215,wünschen::V,մաղթել,souhaiter
1216,loben::V,գովել,louer
1217,küssen::V,համբուրել,embrasser
1218,wiegen::V,օրորել,bercer
1219,zudecken::V,վրան գցել,couvrir
1220,wecken::V,զարթնեցնել,éveiller
1221,wecken::V,զարթնեցնել,réveiller
1222,zeigen::V,ցույց տալ,montrer
1223,zeigen::V,ցույց տալ,faire voir
1224,führen::V,ուղեկցել,guider
1225,lehren::V,սովորեցնել,apprendre
1226,unterrichten::V,ավանդել,instruire
1227,aufziehen::V,դաստիարակել,élever
1228,leiten::V,ղեկավարել,diriger
1229,leiten::V,ղեկավարել,conduire
1230,leiten::V,կառավարել,diriger
1231,leiten::V,կառավարել,conduire
1232,antreiben::V,շտապեցնել,pousser
1233,lassen::V,ստիպել,faire
1234,einladen::V,հրավիրել,inviter
1235,vereinigen::V,միացնել,unir
1236,vereinigen::V,միացնել,réunir
1237,besuchen::V,այցելել,visiter
1238,besuchen::V,այցելել,aller voir
1239,treffen::V,հանդիպել,rencontrer
1240,sich versammeln::V,հավաքվել,s'assembler
1241,spielen::V,խաղալ,jouer
1242,singen::V,երգել,chanter
1243,tanzen::V,պարել,danser
1244,sich trennen::V,ցրվել,se séparer
1245,verlassen::V,լքել,quitter
1246,retten::V,փրկել,sauver
1247,bewachen::V,պահել,garder
1248,schützen::V,պաշտպանել,protéger
1249,verteidigen::V,պաշտպանել,défendre
1250,sich schlagen::V,կռվել,se taper
1251,schießen::V,կրակել,tirer
1252,siegen::V,հաղթել,vaincre
1253,ärgern::V,ձանձրացնել,agacer
1254,schlagen::V,խփել,battre
1255,schlagen::V,խփել,frapper
1256,treten::V,քացի տալ,botter
1257,treten::V,քացի տալ,donner un coup de pied à
1258,stechen::V,խայթել,piquer
1259,stoßen::V,մղել,heurter
1260,stehlen::V,գողանալ,voler
1261,stören::V,խանգարել,gêner
1262,stören::V,խանգարել,déranger
1263,belästigen::V,անհանգստացնել,molester
1264,belästigen::V,անհանգստացնել,importuner
1265,verbergen::V,թաքցնել,cacher
1266,verbergen::V,թաքցնել,dissimuler
1267,täuschen::V,խաբել,abuser
1268,täuschen::V,խաբել,tromper
1269,betrügen::V,խաբել,duper
1270,betrügen::V,խաբել,frauder
1271,töten::V,սպանել ,tuer
1272,wohnen::V,բնակվել,habiter
1273,wohnen::V,բնակվել,demeurer
1274,arbeiten::V,աշխատել,travailler
1275,sammeln::V,հավաքել,collectionner
1276,pflücken::V,քաղել,cueillir
1277,jagen::V,որս անել,chasser
1278,fischen::V,ձուկ բռնել,pêcher
1279,fassen::V,բռնել,capturer
1280,hüten::V,արածեցնել,garder
1281,treiben::V,հովուել,mener
1282,anbinden::V,չուանել,attacher
1283,füttern::V,կերակրել,faire manger
1284,melken::V,կթել,traire
1285,hacken::V,կոտորել,fendre
1286,gießen::V,ջրել,arroser
1287,reifen::V,հասունանալ ,mûrir
1288,zubereiten::V,պատրաստել,préparer
1289,kochen::V,եփել,cuire
1290,backen::V,թխել,cuire
1291,braten::V,տապակել,rôtir
1292,umrühren::V,խառնել,remuer
1293,stricken::V,գործել,tricoter
1294,nähen::V,կարել,coudre
1295,färben::V,ներկել,teindre
1296,reinigen::V,մաքրել,nettoyer
1297,waschen::V,լվանալ,laver
1298,abwischen::V,սրբել,essuyer
1299,spülen::V,ողողել,rincer
1300,spülen::V,պարզաջրել,rincer
1301,fegen::V,ավլել,balayer
1302,kehren::V,ավլել,balayer
1303,baden::V,լողանալ,se baigner
1304,sich waschen::V,լվացվել,se laver
1305,ausziehen::V,հանել,ôter
1306,ausziehen::V,հանել,enlever
1307,anziehen::V,հագնել,mettre
1308,sich anziehen::V,հագնվել,s'habiller
1309,kämmen::V,սանրել,peigner
1310,schmücken::V,զարդարել,orner
1311,schmücken::V,զարդարել,décorer
1312,sagen::V,ասել,dire
1313,sprechen::V,խոսել,parler
1314,reden::V,զրուցել,parler
1315,sich unterhalten::V,խոսակցել,bavarder
1316,sich unterhalten::V,խոսակցել,s'entretenir
1317,fragen::V,հարցնել,demander
1318,bitten::V,խնդրել,prier
1319,erzählen::V,պատմել,raconter
1320,mitteilen::V,հաղորդել,communiquer
1321,nennen::V,անվանել,nommer
1322,nennen::V,անվանել,appeler
1323,rufen::V,կանչել,appeler
1324,prahlen::V,պարծենալ,se vanter
1325,übersetzen::V,թարգմանել,traduire
1326,denken::V,մտածել,penser
1327,glauben::V,հավատալ,croire
1328,bemerken::V,նկատել,remarquer
1329,bemerken::V,նկատել,apercevoir
1330,erkennen::V,ճանաչել,reconnaître
1331,begreifen::V,հասկանալ,concevoir
1332,verstehen::V,ըմբռնել,entendre
1333,verstehen::V,ըմբռնել,comprendre
1334,lernen::V,սովորել,apprendre
1335,wissen::V,իմանալ,savoir
1336,sich erinnern an::V,հիշել,se souvenir de
1337,sich erinnern an::V,մտաբերել,se souvenir de
1338,vergessen::V,մոռանալ,oublier
1339,messen::V,չափել,mesurer
1340,zählen::V,թվել,compter
1341,zählen::V,հաշվել,compter
1342,rechnen::V,հաշվել,calculer
1343,rechnen::V,հաշվարկել,calculer
1344,lesen::V,կարդալ,lire
1345,malen::V,նկարել,peindre
1346,zeichnen::V,գծել,dessiner
1347,schreiben::V,գրել,écrire
1348,besitzen::V,ունենալ,posséder
1349,besitzen::V,տեր լինել,posséder
1350,kaufen::V,գնել,acheter
1351,verkaufen::V,վաճառել,vendre
1352,bezahlen::V,վճարել,payer
1353,zahlen::V,վճարել,payer
1354,beherrschen::V,ղեկավարել,dominer
1355,beherrschen::V,ղեկավարել,maîtriser
1356,ertragen::V,դիմանալ,tolérer
1357,ertragen::V,դիմանալ,supporter
1358,Horn::N,,corne
1359,fangen::V,,attraper
