,Concept_ID,sq,tr
814,alt::A,vjetër,eski
815,neu::A,i ri,yeni
816,ehemalig::A,dikurshëm,önceki
817,alt[Lebewesen]::A,plak,yaşlı
818,jung::A,i ri,genç
819,arm::A,varfër,fakir
820,arm::A,vobektë,fakir
821,reich::A,pasur,zengin
822,bekannt::A,njohur,bilinen
823,berühmt::A,famshëm,ünlü
824,berühmt::A,famshëm,meşhur
825,fremd::A,huaj,yabancı
826,verschieden::A,ndryshëm,ayrı
827,verschieden::A,ndryshëm,farklı
828,nah::A,afërt,yakın
829,nah::A,afërt,bitişik
830,fern::A,largët,uzak
831,linker::A,majtë,sol
832,rechter::A,djathtë,sağ
833,anderer::A,tjetër,diğer
834,erster::A,parë,ilk
835,erster::A,parë,birinci
836,zweiter::A,dytë,ikinci
837,dritter::A,i tretë,üçüncü
838,letzter::A,fundit,son
839,letzter::A,fundit,sonuncu
840,allein::ADV,vetëm,yalnız
841,allein::ADV,vetëm,tek başına
842,auf einmal::ADV,njëkohësisht,birden
843,zusammen::ADV,bashkë,beraber
844,zusammen::ADV,bashkë,birlikte
845,zusammen::ADV,së bashku,beraber
846,zusammen::ADV,së bashku,birlikte
847,lange::ADV,për një kohë të gjatë,çok
848,lange::ADV,për një kohë të gjatë,uzun
849,plötzlich::ADV,befas,ansızın
850,plötzlich::ADV,befas,birdenbire
851,sofort::ADV,menjëherë,hemen
852,sofort::ADV,menjëherë,derhal
853,sofort::ADV,aty për aty,hemen
854,sofort::ADV,aty për aty,derhal
855,später::ADV,më vonë,daha sonra
856,jetzt::ADV,tash,şimdi
857,heute::ADV,sot,bugün
858,morgen::ADV,nesër,yarın
859,bald::ADV,shpejt,yakında
860,bald::ADV,së shpejti,yakında
861,dann::ADV,pastaj,sonra
862,gestern::ADV,dje,dün
863,einst::ADV,dikur,eskiden
864,damals::ADV,atëherë,o zamanlar
865,danach::ADV,mandej,sonradan
866,danach::ADV,mandej,ondan sonra
867,vorher::ADV,më parë,önce
868,vorher::ADV,më parë,önceden
869,zuerst::ADV,së pari,ilk önce
870,einmal::ADV,njëherë,bir defa
871,manchmal::ADV,nganjëherë,bazan
872,oft::ADV,shpesh,sık sık
873,oft::ADV,shpesh,çok defa
874,immer::ADV,përherë,daima
875,immer::ADV,përherë,her zaman
876,immer::ADV,gjithnjë,daima
877,immer::ADV,gjithnjë,her zaman
878,niemals::ADV,kurrë,asla değil
879,niemals::ADV,kurrë,hiçbir zaman
880,niemals::ADV,asnjëherë,asla değil
881,niemals::ADV,asnjëherë,hiçbir zaman
882,hier::ADV,këtu,burada
883,hierhin::ADV,knej,buraya
884,von hier::ADV,që këtej,buradan
885,von hier::ADV,prej këtej,buradan
886,dort::ADV,aty,orada
887,dort::ADV,aty,şurada
888,dort::ADV,atje,orada
889,dort::ADV,atje,şurada
890,dorthin::ADV,anej,oraya
891,dorthin::ADV,anej,şuraya
892,geradeaus::ADV,drejt,doğru
893,vorwärts::ADV,mbroth,ileri
894,vorwärts::ADV,përpara,ileri
895,rückwärts::ADV,mbrapsht,geri
896,zurück::ADV,prapa,geriye
897,zurück::ADV,mbrapsht,geriye
898,unten::ADV,poshtë,aşağıda
899,hinab::ADV,përposh,aşağıya
900,oben::ADV,lart,yukarıda
901,oben::ADV,sipër,yukarıda
902,hinauf::ADV,lart,yukarı
903,hinauf::ADV,lart,yukarıya
904,hinauf::ADV,përpjetë,yukarı
905,hinauf::ADV,përpjetë,yukarıya
906,überall::ADV,kudo,her yerde
907,nicht::ADV,s',-mi-
908,nicht::ADV,s',değil
909,nicht::ADV,nuk,-mi-
910,nicht::ADV,nuk,değil
911,ein wenig::ADV,një tis,biraz
912,kaum::ADV,mezi,dar
913,kaum::ADV,mezi,hemen hemen değil
914,sehr::ADV,fort,pek
915,sehr::ADV,fort,gayet
916,sehr::ADV,shumë,pek
917,sehr::ADV,shumë,gayet
918,so::ADV,ashtu,öyle
919,so::ADV,ashtu,böyle
920,so::ADV,kështu,öyle
921,so::ADV,kështu,böyle
922,noch::ADV,ende,hâlâ
923,noch::ADV,ende,henüz
924,noch::ADV,akoma,hâlâ
925,noch::ADV,akoma,henüz
926,nur::ADV,vetëm,ancak
927,nur::ADV,vetëm,yalnız
928,schon::ADV,tashmë,çoktan
929,wieder::ADV,përsëri,tekrar
930,wieder::ADV,përsëri,yeniden
931,vergebens::ADV,kot,boşuna
932,vor::PRP,para,önünde
933,hinter::PRP,prapa,arkasında
934,hinter::PRP,mbrapa,arkasında
935,unter::PRP,nën,altında
936,durch::PRP,nëpër,sayesinde
937,durch::PRP,nëpër,ortasından
938,neben::PRP,pranë,yanında
939,neben::PRP,përbri,yanında
940,zwischen::PRP,midis,arasında
941,zwischen::PRP,ndërmjet,arasında
942,wegen::PRP,për,dolayı
943,dies::PRN,ky,bu
944,das::PRN,ky,o
945,das::PRN,ky,şu
946,alles::PRN,gjithçka,hepsi
947,alles::PRN,gjithçka,her şey
948,ich::PRN,unë,ben
949,du::PRN,ti,sen
950,er::PRN,ai,o
951,wir::PRN,ne,biz
952,ihr::PRN,ju,siz
953,sie::PRN,ata,onlar
954,was::FPRN,ç',ne
955,was::FPRN,çfarë,ne
956,wer::FPRN,kush,kim
957,wo::FADV,ku,nerede
958,wohin::FADV,për ku,nereye
959,wie::FADV,si,nasıl
960,warum::FADV,pse,neden
961,warum::FADV,përse,neden
962,wieviel::FNUM,sa,kaç
963,wieviel::FNUM,sa,ne kadar
964,eins::NUM,një,bir
965,zwei::NUM,dy,iki
966,drei::NUM,tre,üç
967,vier::NUM,katër,dört
968,fünf::NUM,pesë,beş
969,sechs::NUM,gjashtë,altı
970,sieben::NUM,shtatë,yedi
971,acht::NUM,tetë,sekiz
972,neun::NUM,nëntë,dokuz
973,zehn::NUM,dhjetë,on
974,elf::NUM,njëmbëdhjetë,on bir
975,zwölf::NUM,dymbëdhjetë,on iki
976,zwanzig::NUM,njëzet,yirmi
977,dreißig::NUM,tridhjetë,otuz
978,vierzig::NUM,dyzet,kırk
979,fünfzig::NUM,pesëdhjetë,elli
980,sechzig::NUM,gjashtëdhjetë,altmış
981,siebzig::NUM,shtatëdhjetë,yetmiş
982,achtzig::NUM,tetëdhjetë,seksen
983,neunzig::NUM,nëntëdhjetë,doksan
984,hundert::NUM,qind,yüz
985,tausend::NUM,mijë,bin
986,und::CNJ,e,ve
987,und::CNJ,e,ile
988,und::CNJ,dhe,ve
989,und::CNJ,dhe,ile
990,oder::CNJ,a,ya
991,oder::CNJ,a,yahut
992,oder::CNJ,apo,ya
993,oder::CNJ,apo,yahut
994,stehen::V,rri,durmak
995,sitzen::V,rri,oturmak
996,liegen::V,rri shtrirë,yatmak
997,hängen::V,varem,asılı olmak
998,werden::V,bëhem,olmak
999,werden::V,bëhem,olunmak
1000,passieren::V,ndodh,olmak
1001,beginnen::V,filloj,başlamak
1002,enden::V,përfundoj,bitmek
1003,enden::V,përfundoj,sona ermek
1004,wechseln::V,ndërroj,değişmek
1005,aufgehen[Sonne]::V,hapem,doğmak
1006,untergehen[Sonne]::V,hyj,batmak
1007,untergehen[Sonne]::V,perëndoj,batmak
1008,scheinen[Sonne]::V,ndriçoj,parlamak
1009,donnern::V,gjëmoj,gök gürlemek
1010,donnern::V,bubulloj,gök gürlemek
1011,wehen::V,fryj,esmek
1012,strömen::V,derdh,akmak
1013,fließen::V,rrjedh,akmak
1014,sich drehen::V,rrotullohem,dönmek
1015,schwanken::V,dyzoj,sallanmak
1016,schwingen::V,dridhem,titremek
1017,fallen::V,bie,düşmek
1018,brennen::V,digjem,yanmak
1019,rauchen::V,nxjerr tym,tütmek
1020,regnen::V,bie shi,yağmak
1021,gefrieren::V,ngrij,donmak
1022,tauen::V,shkrij,erimek
1023,schmelzen::V,shkrij,erimek
1024,trocknen::V,thaj,kurumak
1025,sieden::V,ziej,kaynamak
1026,faulen::V,kalbem,çürümek
1027,faulen::V,prishem,çürümek
1028,verfaulen::V,kalbem,çürümek
1029,reißen::V,grisem,yırtılmak
1030,reißen::V,shqyhem,yırtılmak
1031,versinken::V,humboj,batmak
1032,vergehen::V,kaloj,geçmek
1033,erscheinen::V,dukem,görünmek
1034,verschwinden::V,zhdukem,kaybolmak
1035,sinken::V,ulem,inmek
1036,abnehmen::V,pakësohem,azalmak
1037,abnehmen::V,zvogëlohem,azalmak
1038,zunehmen::V,shtohem,artmak
1039,zunehmen::V,shtohem,çoğalmak
1040,steigen::V,rritem,artmak
1041,steigen::V,rritem,yükselmek
1042,wachsen::V,rritem,büyümek
1043,wachsen::V,rritem,gelişmek
1044,glänzen::V,vezulloj,parlamak
1045,funkeln::V,xixoj,parıldamak
1046,funkeln::V,xixëlloj,parıldamak
1047,lärmen::V,oshtij,gürültü yapmak
1048,lärmen::V,zhurmoj,gürültü yapmak
1049,läuten::V,bie,çalmak
1050,klingeln::V,i bie ziles,zil çalmak
1051,klirren::V,kërcëlloj,şakırdamak
1052,klirren::V,kërcëlloj,zangırdamak
1053,brausen::V,gjëmoj,köpürmek
1054,brausen::V,gjëmoj,kükremek
1055,rauschen::V,fëshfërij,fışırdamak
1056,klingen::V,tingëlloj,tınlamak
1057,bellen::V,leh,havlamak
1058,heulen::V,ulërij,ulumak
1059,blasen::V,fryj,üflemek
1060,pfeifen::V,fishkëllej,düdük çalmak
1061,schreien::V,bërtas,bağırmak
1062,schreien::V,bërtas,haykırmak
1063,stöhnen::V,rënkoj,inlemek
1064,zittern::V,trembem,titremek
1065,leben::V,rroj,yaşamak
1066,leben::V,rroj,hayatta olmak
1067,leben::V,jetoj,yaşamak
1068,leben::V,jetoj,hayatta olmak
1069,geboren werden::V,lind,doğmak
1070,atmen::V,marr frymë,solunmak
1071,atmen::V,marr frymë,nefes almak
1072,trinken::V,pi,içmek
1073,essen::V,ha,yemek
1074,schlucken::V,gëlltis,yutmak
1075,schlucken::V,kapërdij,yutmak
1076,müde werden::V,lodhem,yorulmak
1077,einschlafen::V,bie të fle,uykuya dalmak
1078,schlafen::V,fle,uyumak
1079,aufwachen::V,zgjohem,uyanmak
1080,aufstehen::V,çohem,kalkmak
1081,aufstehen::V,çohem,yataktan kalkmak
1082,aufstehen::V,ngrihem,kalkmak
1083,aufstehen::V,ngrihem,yataktan kalkmak
1084,sich erholen::V,qetësohem,dinlenmek
1085,sich erholen::V,shtendosem,dinlenmek
1086,krank werden::V,bie i sëmurë,hastalanmak
1087,krank sein::V,jam i sëmurë,hasta olmak
1088,schmerzen::V,dhemb,ağrımak
1089,husten::V,kollitem,öksürmek
1090,genesen::V,shërohem,şifa bulmak
1091,sterben::V,vdes,ölmek
1092,sterben::V,vdes,vefat etmek
1093,umkommen::V,vdes,ölmek
1094,umkommen::V,mbaroj,ölmek
1095,sich bewegen::V,shkundem,hareket etmek
1096,sich rühren::V,lëviz,kımıldanmak
1097,sich erheben::V,ngrihem,kalkmak
1098,sich erheben::V,ngrihem,ayağa kalkmak
1099,sich setzen::V,ulem,oturmak
1100,hinfallen::V,gremisem,yere düşmek
1101,laufen::V,eci,yürümek
1102,schreiten::V,çapem,yürümek
1103,schreiten::V,çapem,adım atmak
1104,spazierengehen::V,shëtis,gezmek
1105,spazierengehen::V,shëtis,dolaşmak
1106,eilen::V,ngas,seğirtmek
1107,sich beeilen::V,nxitoj,acele etmek
1108,sausen::V,eci shpejt,hızla gitmek
1109,rennen::V,vrapoj,koşmak
1110,springen::V,kërcej,atlamak
1111,springen::V,kërcej,sıçramak
1112,klettern::V,hipi,tırmanmak
1113,schaukeln::V,kolovitem,sallanmak
1114,kriechen::V,zvarritem,sürünmek
1115,schwimmen::V,notoj,yüzmek
1116,tauchen::V,zhytem,dalmak
1117,rudern::V,vozis,kürek çekmek
1118,fahren::V,shkoj,gitmek
1119,fliegen::V,fluturoj,uçmak
1120,gehen::V,eci,gitmek
1121,gehen::V,shkoj,gitmek
1122,weggehen::V,vete,gitmek
1123,abfahren::V,nisem,kalkmak
1124,anhalten::V,ndalem,durmak
1125,hineingehen::V,futem,içeri girmek
1126,eintreten::V,hyj,girmek
1127,kommen::V,vij,gelmek
1128,ankommen::V,arrij,varmak
1129,ankommen::V,mbërrij,varmak
1130,zurückkommen::V,kthehem,dönmek
1131,bleiben::V,mbetem,kalmak
1132,bleiben::V,qëndroj,kalmak
1133,warten::V,pres,beklemek
1134,erwarten::V,pres,beklemek
1135,suchen::V,kërkoj,aramak
1136,finden::V,gjej,bulmak
1137,versuchen::V,mundohem,denemek
1138,vorbereiten::V,përgatis,hazırlamak
1139,lieben::V,dashuroj,sevmek
1140,mögen::V,dua,beğenmek
1141,lachen::V,qesh,gülmek
1142,rühren::V,mallëngjej,dokunmak
1143,rühren::V,mallëngjej,duygulandırmak
1144,weinen::V,qaj,ağlamak
1145,schimpfen::V,shaj,küfretmek
1146,sich ärgern::V,bëhem verem,kızmak
1147,sich fürchten::V,kam frikë,korkmak
1148,sich fürchten::V,frikësohem,korkmak
1149,fürchten::V,kam frikë nga,korkmak
1150,fliehen::V,arratisem,kaçmak
1151,flüchten::V,iki,kaçmak
1152,sehen::V,shoh,görmek
1153,anschauen::V,shikoj,seyretmek
1154,ansehen::V,shikoj,bakmak
1155,hören::V,dëgjoj,duymak
1156,hören::V,dëgjoj,işitmek
1157,zuhören::V,veshtoj,dinlemek
1158,probieren::V,provoj,denemek
1159,probieren::V,provoj,tadına bakmak
1160,riechen::V,nuhas,kokusunu almak
1161,fühlen::V,ndiej,duymak
1162,fühlen::V,ndiej,hissetmek
1163,scheinen::V,ndriçoj,görünmek
1164,zu sehen sein::V,dukem,görünmek
1165,vernehmen::V,dëgjoj,haber almak
1166,frieren::V,mërdhij,üşümek
1167,tun::V,bëj,etmek
1168,tun::V,bëj,yapmak
1169,können::V,mund,bilmek
1170,wollen::V,dua,istemek
1171,wollen::V,dëshiroj,istemek
1172,anfangen::V,filloj,başlamak
1173,beenden::V,kryej,bitirmek
1174,beenden::V,mbaroj,bitirmek
1175,aufhören::V,pushoj,bitmek
1176,gelingen::V,më shkon mbarë,başarmak
1177,geraten::V,del,düşmek
1178,öffnen::V,hap,açmak
1179,schließen::V,mbyll,kapamak
1180,stellen::V,vë,koymak
1181,setzen::V,vë,koymak
1182,setzen::V,vë,oturtmak
1183,legen::V,vë,koymak
1184,legen::V,vë,yatırmak
1185,berühren::V,rrok,dokunmak
1186,verbinden::V,bashkoj,bağlamak
1187,verbinden::V,bashkoj,birleştirmek
1188,bedecken::V,mbuloj,örtmek
1189,bedecken::V,mbuloj,kaplamak
1190,aufhängen::V,var,asmak
1191,anzünden::V,ndez,yakmak
1192,anzünden::V,ndez,ateşlemek
1193,aufheben::V,ngre,kaldırmak
1194,zurücklassen::V,lë pas,geride bırakmak
1195,verlieren::V,humb,yitirmek
1196,verlieren::V,humb,kaybetmek
1197,fallen lassen::V,lëshoj,düşürmek
1198,machen::V,bëj,yapmak
1199,herstellen::V,prodhoj,yapmak
1200,herstellen::V,prodhoj,imal etmek
1201,bauen::V,ndërtoj,kurmak
1202,bauen::V,ndërtoj,inşa etmek
1203,reparieren::V,ndreq,onarmak
1204,reparieren::V,ndreq,tamir etmek
1205,reparieren::V,meremetoj,onarmak
1206,reparieren::V,meremetoj,tamir etmek
1207,verbessern::V,përmirësoj,düzeltmek
1208,ändern::V,ndërroj,değiştirmek
1209,graben::V,gërmoj,kazmak
1210,beugen::V,kërrus,eğmek
1211,biegen::V,përkul,bükmek
1212,drehen::V,dredh,çevirmek
1213,drehen::V,dredh,döndürmek
1214,drehen::V,rrotulloj,çevirmek
1215,drehen::V,rrotulloj,döndürmek
1216,wenden::V,kthej,çevirmek
1217,umdrehen::V,kthej,çevirmek
1218,heben::V,ngre,kaldırmak
1219,hochheben::V,ngre,yukarı kaldırmak
1220,ergreifen::V,rrëmbej,tutmak
1221,ergreifen::V,rrëmbej,yakalamak
1222,halten::V,mbaj,tutmak
1223,drücken::V,shtyp,sıkmak
1224,schieben::V,shtyj,itmek
1225,schieben::V,shtyj,sürmek
1226,kratzen::V,kruaj,kaşımak
1227,kratzen::V,gërvisht,kaşımak
1228,lecken::V,lëpij,yalamak
1229,beißen::V,kafshoj,ısırmak
1230,abreißen::V,shkëpus,koparmak
1231,abschneiden::V,cungoj,keserek ayırmak
1232,binden::V,lidh,bağlamak
1233,stecken::V,fus,sokmak
1234,stecken::V,ngul,sokmak
1235,brechen::V,thyej,kırmak
1236,klopfen::V,trokas,çalmak
1237,hauen::V,godas,vurmak
1238,kleben::V,ngjis,yapıştırmak
1239,reiben::V,fërkoj,ovmak
1240,reiben::V,fërkoj,sürtmek
1241,streichen::V,lyej,sürmek
1242,schleifen::V,mpreh,bilemek
1243,schneiden::V,pres,kesmek
1244,rütteln::V,shkund,sallamak
1245,schütteln::V,lëkund,sarsmak
1246,schütteln::V,lëkund,çalkamak
1247,schwenken::V,valëvit,sallamak
1248,schütten::V,mbush,dökmek
1249,schütten::V,mbush,akıtmak
1250,füllen::V,mbush,doldurmak
1251,einwickeln::V,mbështjell,sarmak
1252,tragen::V,mbaj,taşımak
1253,tragen::V,mbart,taşımak
1254,schleppen::V,heq,sürüklemek
1255,schleppen::V,zhgërryej,sürüklemek
1256,ziehen::V,tërheq,çekmek
1257,aufbewahren::V,ruaj,saklamak
1258,werfen::V,hedh,atmak
1259,fangen::V,kap,tutmak
1260,fangen::V,kap,yakalamak
1261,packen::V,rrëmbej,tutmak
1262,packen::V,rrëmbej,yakalamak
1263,verstecken::V,fsheh,saklamak
1264,teilen::V,ndaj,bölmek
1265,teilen::V,ndaj,ayırmak
1266,schicken::V,dërgoj,yollamak
1267,schicken::V,dërgoj,göndermek
1268,bringen::V,sjell,getirmek
1269,hinzufügen::V,shtoj,katmak
1270,hinzufügen::V,shtoj,eklemek
1271,bekommen::V,kap,almak
1272,bekommen::V,kap,eline geçmek
1273,erhalten::V,marr,almak
1274,nehmen::V,marr,almak
1275,wählen::V,zgjedh,seçmek
1276,auswählen::V,përzgjedh,seçmek
1277,auswählen::V,përzgjedh,ayırmak
1278,bewahren::V,ruaj,korumak
1279,behindern::V,pengoj,engellemek
1280,verderben::V,prish,bozmak
1281,beschädigen::V,dëmtoj,zedelemek
1282,beschädigen::V,dëmtoj,ziyan vermek
1283,zerbrechen::V,thyej,kırmak
1284,zerreißen::V,çjerr,yırtmak
1285,zerreißen::V,zheloj,yırtmak
1286,zerstören::V,prish,yıkmak
1287,zerstören::V,prish,tahrip etmek
1288,zerstören::V,shkatërroj,yıkmak
1289,zerstören::V,shkatërroj,tahrip etmek
1290,verbrennen::V,djeg,yakmak
1291,geben::V,jap,vermek
1292,reichen::V,jap,uzatmak
1293,schenken::V,fal,hediye etmek
1294,schenken::V,dhuroj,hediye etmek
1295,versprechen::V,premtoj,vaat etmek
1296,wünschen::V,uroj,kutlamak
1297,loben::V,lëvdoj,övmek
1298,loben::V,lavdëroj,övmek
1299,küssen::V,puth,öpmek
1300,wiegen::V,tund,sallamak
1301,zudecken::V,mbuloj,örtmek
1302,wecken::V,zgjoj,uyandırmak
1303,zeigen::V,dëftej,göstermek
1304,führen::V,çoj,gezdirmek
1305,führen::V,çoj,yol göstermek
1306,lehren::V,arsej,okutmak
1307,lehren::V,arsej,öğretmek
1308,unterrichten::V,arsimoj,öğretmek
1309,aufziehen::V,rris,yetiştirmek
1310,leiten::V,udhëheq,yönetmek
1311,leiten::V,udhëheq,idare etmek
1312,antreiben::V,nxis,teşvik etmek
1313,lassen::V,detyroj,-tırmak
1314,einladen::V,ftoj,davet etmek
1315,vereinigen::V,bashkoj,birleştirmek
1316,besuchen::V,vizitoj,uğramak
1317,besuchen::V,vizitoj,ziyaret etmek
1318,besuchen::V,vizitoj,görmeye gitmek
1319,treffen::V,ndesh,rastlamak
1320,treffen::V,ndesh,isabet etmek
1321,sich versammeln::V,tubohem,toplanmak
1322,spielen::V,loz,oynamak
1323,spielen::V,luaj,oynamak
1324,singen::V,këndoj,söylemek
1325,singen::V,këndoj,şarkı söylemek
1326,tanzen::V,kërcej,oynamak
1327,tanzen::V,kërcej,dans etmek
1328,tanzen::V,vallëzoj,oynamak
1329,tanzen::V,vallëzoj,dans etmek
1330,sich trennen::V,ndahem,ayrılmak
1331,verlassen::V,braktis,bırakmak
1332,verlassen::V,braktis,terk etmek
1333,retten::V,shpëtoj,kurtarmak
1334,bewachen::V,ruaj,gözetmek
1335,schützen::V,ruaj,korumak
1336,schützen::V,mbroj,korumak
1337,verteidigen::V,mbroj,savunmak
1338,sich schlagen::V,zihem,dövüşmek
1339,schießen::V,shtie,ateş etmek
1340,siegen::V,fitoj,yenmek
1341,siegen::V,ngadhënjej,yenmek
1342,ärgern::V,zemëroj,kızdırmak
1343,schlagen::V,rrah,dövmek
1344,schlagen::V,godas,dövmek
1345,treten::V,shtyj,tepmek
1346,treten::V,shtyj më këmbë,tepmek
1347,stechen::V,ther,sokmak
1348,stechen::V,ther,batırmak
1349,stechen::V,shpoj,sokmak
1350,stechen::V,shpoj,batırmak
1351,stoßen::V,shtyj,itmek
1352,stehlen::V,vjedh,çalmak
1353,stören::V,pengoj,bozmak
1354,stören::V,pengoj,etkilemek
1355,belästigen::V,bezdis,rahatsız etmek
1356,verbergen::V,fsheh,saklamak
1357,täuschen::V,mashtroj,aldatmak
1358,betrügen::V,kobis,aldatmak
1359,betrügen::V,kobis,dolandırmak
1360,töten::V,vras,öldürmek
1361,wohnen::V,banoj,oturmak
1362,arbeiten::V,punoj,çalışmak
1363,arbeiten::V,vardoj,çalışmak
1364,sammeln::V,mbledh,toplamak
1365,sammeln::V,grumbulloj,toplamak
1366,pflücken::V,vjel,koparmak
1367,pflücken::V,mbledh,koparmak
1368,jagen::V,gjuaj,avlanmak
1369,fischen::V,peshkoj,balık tutmak
1370,fischen::V,gjuaj peshk,balık tutmak
1371,fassen::V,zë,tutmak
1372,fassen::V,zë,yakalamak
1373,hüten::V,kullos,otlatmak
1374,treiben::V,vë përpara,gütmek
1375,anbinden::V,lidh,bağlamak
1376,füttern::V,grazhdoj,beslemek
1377,melken::V,mjel,sağmak
1378,hacken::V,grij,yarmak
1379,gießen::V,ujis,sulamak
1380,reifen::V,piqem,olgunlaşmak
1381,zubereiten::V,gatuaj,hazırlamak
1382,kochen::V,ziej,pişirmek
1383,kochen::V,ziej,kaynatmak
1384,backen::V,pjek,pişirmek
1385,backen::V,pjek,fırında pişirmek
1386,backen::V,furroj,pişirmek
1387,backen::V,furroj,fırında pişirmek
1388,braten::V,fërgoj,kızartmak
1389,braten::V,tiganis,kızartmak
1390,umrühren::V,trazoj,karıştırmak
1391,stricken::V,thur,örmek
1392,nähen::V,qep,dikmek
1393,färben::V,ngjyej,boyamak
1394,färben::V,bojatis,boyamak
1395,reinigen::V,qëroj,temizlemek
1396,reinigen::V,pastroj,temizlemek
1397,waschen::V,laj,yıkamak
1398,waschen::V,finjos,yıkamak
1399,abwischen::V,fshij,silmek
1400,spülen::V,kulloj,çalkamak
1401,fegen::V,fshij,süpürmek
1402,kehren::V,fshij,süpürmek
1403,baden::V,lahem,yıkanmak
1404,baden::V,lahem,banyo yapmak
1405,sich waschen::V,lahem,yıkanmak
1406,ausziehen::V,heq,çıkarmak
1407,ausziehen::V,zbath,çıkarmak
1408,anziehen::V,vesh,giymek
1409,anziehen::V,mbath,giymek
1410,sich anziehen::V,vishem,giyinmek
1411,kämmen::V,kreh,taramak
1412,schmücken::V,hijeshoj,süslemek
1413,sagen::V,them,demek
1414,sagen::V,them,söylemek
1415,sprechen::V,flas,konuşmak
1416,reden::V,fjalos,konuşmak
1417,reden::V,fjalëtoj,konuşmak
1418,sich unterhalten::V,bisedoj,sohbet etmek
1419,fragen::V,pyes,sormak
1420,bitten::V,lus,dilemek
1421,bitten::V,lus,rica etmek
1422,bitten::V,lutem,dilemek
1423,bitten::V,lutem,rica etmek
1424,erzählen::V,rrëfej,bahsetmek
1425,erzählen::V,rrëfej,hikâye etmek
1426,mitteilen::V,kumtoj,bildirmek
1427,nennen::V,quaj,adlandırmak
1428,rufen::V,thërras,çağırmak
1429,prahlen::V,mburrem,övünmek
1430,prahlen::V,kapardisem,övünmek
1431,übersetzen::V,përkthej,çevirmek
1432,übersetzen::V,përkthej,tercüme etmek
1433,denken::V,mendoj,düşünmek
1434,glauben::V,besoj,inanmak
1435,glauben::V,besoj,zannetmek
1436,bemerken::V,vërej,farkına varmak
1437,erkennen::V,njoh,tanımak
1438,erkennen::V,shquaj,tanımak
1439,begreifen::V,marr vesh,anlamak
1440,begreifen::V,marr vesh,kavramak
1441,verstehen::V,marr vesh,duymak
1442,verstehen::V,marr vesh,anlamak
1443,lernen::V,mësoj,öğrenmek
1444,wissen::V,di,bilmek
1445,sich erinnern an::V,kujtoj,hatırlamak
1446,vergessen::V,harroj,unutmak
1447,messen::V,mas,ölçmek
1448,zählen::V,njeh,saymak
1449,rechnen::V,llogaris,hesap etmek
1450,lesen::V,lexoj,okumak
1451,lesen::V,këndoj,okumak
1452,malen::V,lyej,resmini yapmak
1453,zeichnen::V,vizatoj,çizmek
1454,schreiben::V,shkruaj,yazmak
1455,besitzen::V,kam,haiz olmak
1456,besitzen::V,kam,sahip olmak
1457,kaufen::V,blej,almak
1458,verkaufen::V,shes,satmak
1459,bezahlen::V,paguaj,ödemek
1460,zahlen::V,paguaj,ödemek
1461,beherrschen::V,zotëroj,hâkim olmak
1462,ertragen::V,duroj,dayanmak
1463,ertragen::V,duroj,katlanmak
