,Concept_ID,se,kn
126,Rücken::N,seä´lǧǧ,ಬೆನ್ನು
127,Rücken::N,се̄лльк,ಬೆನ್ನು
128,Bauch::N,tjåejjie,ಹೊಟ್ಟೆ
129,Bauch::N,tjoajvve,ಹೊಟ್ಟೆ
130,Bauch::N,čoavji,ಹೊಟ್ಟೆ
131,Bauch::N,čuáv'ji,ಹೊಟ್ಟೆ
132,Bauch::N,čåu´jj,ಹೊಟ್ಟೆ
133,Bauch::N,чо̄ввьй,ಹೊಟ್ಟೆ
134,Nabel::N,naepie,ಹೊಕ್ಕುಳು
135,Nabel::N,náhpe,ಹೊಕ್ಕುಳು
136,Nabel::N,náhpi,ಹೊಕ್ಕುಳು
137,Nabel::N,nääpi,ಹೊಕ್ಕುಳು
138,Nabel::N,nää´pp,ಹೊಕ್ಕುಳು
139,Nabel::N,на̄бпь,ಹೊಕ್ಕುಳು
140,Busen::N,boenge,ಸ್ತನ
141,Busen::N,bållå,ಸ್ತನ
142,Busen::N,čižži,ಸ್ತನ
143,Busen::N,njamma,ಸ್ತನ
144,Busen::N,njižže,ಸ್ತನ
145,Busen::N,nje´ǯǯ,ಸ್ತನ
146,Busen::N,раннҍт,ಸ್ತನ
147,Brust::N,mïelke,ಎದೆ
148,Brust::N,radde,ಎದೆ
149,Brust::N,mielgga,ಎದೆ
150,Brust::N,raddi,ಎದೆ
151,Brust::N,radde,ಎದೆ
152,Brust::N,râ´dd,ಎದೆ
153,Brust::N,раннҍт,ಎದೆ
154,Schulter::N,åelkie,ಭುಜ
155,Schulter::N,oalgge,ಭುಜ
156,Schulter::N,hárdu,ಭುಜ
157,Schulter::N,ärdee,ಭುಜ
158,Schulter::N,uál'gi,ಭುಜ
159,Schulter::N,a´rddi,ಭುಜ
160,Schulter::N,vuä´lǧǧ,ಭುಜ
161,Schulter::N,вуэллык,ಭುಜ
162,Arm::N,gïete,ತೋಳು
163,Arm::N,giehta,ತೋಳು
164,Arm::N,giehta,ತೋಳು
165,Arm::N,kietâ,ತೋಳು
166,Arm::N,kie'tâkaaṿâ,ತೋಳು
167,Arm::N,ǩiõtt,ತೋಳು
168,Arm::N,кӣдт,ತೋಳು
169,Ellenbogen::N,gernjere,ಮೊಣಕೈ
170,Ellenbogen::N,garŋŋel,ಮೊಣಕೈ
171,Ellenbogen::N,gargŋil,ಮೊಣಕೈ
172,Ellenbogen::N,käŋŋir,ಮೊಣಕೈ
173,Ellenbogen::N,kõõnjâr,ಮೊಣಕೈ
174,Ellenbogen::N,карьнэль,ಮೊಣಕೈ
175,Hand::N,gïete,ಕೈ
176,Hand::N,giehta,ಕೈ
177,Hand::N,giehta,ಕೈ
178,Hand::N,kietâ,ಕೈ
179,Hand::N,ǩiõtt,ಕೈ
180,Hand::N,кӣдт,ಕೈ
181,Handfläche::N,gïeten-låapoe,ಅಂಗೈ
182,Handfläche::N,giehtavuodo,ಅಂಗೈ
183,Handfläche::N,tjårmmåvuodo,ಅಂಗೈ
184,Handfläche::N,giehtaloahpu,ಅಂಗೈ
185,Handfläche::N,kiämád,ಅಂಗೈ
186,Handfläche::N,kuámmir,ಅಂಗೈ
187,Handfläche::N,kuä´m'mer,ಅಂಗೈ
188,Handfläche::N,ǩiõttǩeä´m'men,ಅಂಗೈ
189,Handfläche::N,ко̄а̄ллдэгк,ಅಂಗೈ
190,Handfläche::N,кӣдткоалдэгк,ಅಂಗೈ
191,Finger::N,soerme,ಕೈಬೆರಳು
192,Finger::N,tjuvdde,ಕೈಬೆರಳು
193,Finger::N,suorbma,ಕೈಬೆರಳು
194,Finger::N,čuvde,ಕೈಬೆರಳು
195,Finger::N,suor'mâ,ಕೈಬೆರಳು
196,Finger::N,suõrmm,ಕೈಬೆರಳು
197,Finger::N,це̄ххп,ಕೈಬೆರಳು
198,Fingernagel::N,gadtse,ಉಗುರು
199,Fingernagel::N,guehpere,ಉಗುರು
200,Fingernagel::N,gadtsa,ಉಗುರು
201,Fingernagel::N,gazza,ಉಗುರು
202,Fingernagel::N,kozzâ,ಉಗುರು
203,Fingernagel::N,kõʒʒ,ಉಗುರು
204,Fingernagel::N,кэ̄ннц,ಉಗುರು
205,Nagel[Anatomie]::N,gadtse,ಉಗುರು
206,Nagel[Anatomie]::N,guehpere,ಉಗುರು
207,Nagel[Anatomie]::N,gadtsa,ಉಗುರು
208,Nagel[Anatomie]::N,gazza,ಉಗುರು
209,Nagel[Anatomie]::N,kozzâ,ಉಗುರು
210,Nagel[Anatomie]::N,kõʒʒ,ಉಗುರು
211,Nagel[Anatomie]::N,кэ̄ннц,ಉಗುರು
212,Zeh::N,tjiehtjere,ಕಾಲ್ಬೆರಳು
213,Zeh::N,juolggetjuvdde,ಕಾಲ್ಬೆರಳು
214,Zeh::N,juolgesuorbma,ಕಾಲ್ಬೆರಳು
215,Zeh::N,jyel'gisuor'mâ,ಕಾಲ್ಬೆರಳು
216,Zeh::N,jue´lǧǧsuõrmm,ಕಾಲ್ಬೆರಳು
217,Zeh::N,ю̄лльк-це̄һп,ಕಾಲ್ಬೆರಳು
218,Fuß::N,juelkie,ಪಾದ
219,Fuß::N,juolgge,ಪಾದ
220,Fuß::N,juolgi,ಪಾದ
221,Fuß::N,jyel'gi,ಪಾದ
222,Fuß::N,jue´lǧǧ,ಪಾದ
223,Fuß::N,ла̄бпь,ಪಾದ
224,Ferse::N,båetskie,ಹಿಮ್ಮಡಿ
225,Ferse::N,boasske,ಹಿಮ್ಮಡಿ
226,Ferse::N,šušmi,ಹಿಮ್ಮಡಿ
227,Ferse::N,šušme,ಹಿಮ್ಮಡಿ
228,Ferse::N,jue´lǧǧkädd,ಹಿಮ್ಮಡಿ
229,Ferse::N,ка̄ннт,ಹಿಮ್ಮಡಿ
230,Knie::N,boelve,ಮಂಡಿ
231,Knie::N,buolvva,ಮಂಡಿ
232,Knie::N,čibbi,ಮಂಡಿ
233,Knie::N,veaŋki,ಮಂಡಿ
234,Knie::N,iidâ,ಮಂಡಿ
235,Knie::N,puõlvv,ಮಂಡಿ
236,Knie::N,пуллв,ಮಂಡಿ
237,Oberschenkel::N,ruaksja,ತೊಡೆ
238,Oberschenkel::N,tjibbe,ತೊಡೆ
239,Oberschenkel::N,gassaváhkká,ತೊಡೆ
240,Oberschenkel::N,badjeváhkáa,ತೊಡೆ
241,Oberschenkel::N,čuár'bpeeḷi,ತೊಡೆ
242,Oberschenkel::N,če´bb,ತೊಡೆ
243,Oberschenkel::N,чуаррбе̄лль,ತೊಡೆ
244,Bein::N,juelkie,ಕಾಲು
245,Bein::N,juolgge,ಕಾಲು
246,Bein::N,juolgi,ಕಾಲು
247,Bein::N,jyel'gi,ಕಾಲು
248,Bein::N,jue´lǧǧ,ಕಾಲು
249,Bein::N,ю̄лльк,ಕಾಲು
250,Körper::N,kråahpe,ದೇಹ
251,Körper::N,rumáj,ದೇಹ
252,Körper::N,rumaš,ದೇಹ
253,Körper::N,ruumâš,ದೇಹ
254,Körper::N,rå´pp,ದೇಹ
255,Körper::N,лышшьк,ದೇಹ
256,Körper::N,роаӈӈьк,ದೇಹ
257,Haut::N,njaltja,ಚರ್ಮ
258,Haut::N,lijkke,ಚರ್ಮ
259,Haut::N,tjuobma,ಚರ್ಮ
260,Haut::N,liiki,ಚರ್ಮ
261,Haut::N,liške,ಚರ್ಮ
262,Haut::N,le´šǩǩ,ಚರ್ಮ
263,Haut::N,лышшьк,ಚರ್ಮ
264,Blut::N,vïrre,ರಕ್ತ
265,Blut::N,maelie,ರಕ್ತ
266,Blut::N,varra,ರಕ್ತ
267,Blut::N,varra,ರಕ್ತ
268,Blut::N,vorrâ,ರಕ್ತ
269,Blut::N,võrr,ರಕ್ತ
270,Blut::N,вэ̄рр,ರಕ್ತ
271,Ader::N,åerie,ನರ
272,Ader::N,aajroe,ನರ
273,Ader::N,suodna,ನರ
274,Ader::N,varrasuotna,ನರ
275,Ader::N,suoṇâ,ನರ
276,Ader::N,suõnn,ನರ
277,Ader::N,сӯнн,ನರ
278,Sehne::N,soene,ನರ
279,Sehne::N,gåårtenje,ನರ
280,Sehne::N,suodna,ನರ
281,Sehne::N,suotna,ನರ
282,Sehne::N,suoṇâ,ನರ
283,Sehne::N,suõnn,ನರ
284,Sehne::N,сӯнн,ನರ
285,Knochen::N,måara,ಮೂಳೆ
286,Knochen::N,måaroe,ಮೂಳೆ
287,Knochen::N,dákte,ಮೂಳೆ
288,Knochen::N,dákti,ಮೂಳೆ
289,Knochen::N,tähti,ಮೂಳೆ
290,Knochen::N,tä´htt,ಮೂಳೆ
291,Knochen::N,та̄ххт,ಮೂಳೆ
292,Knochen::N,та̄ффьт,ಮೂಳೆ
293,Gehirn::N,aajla,ಮಿದುಳು
294,Gehirn::N,vuojŋam,ಮಿದುಳು
295,Gehirn::N,vuoigŋašat,ಮಿದುಳು
296,Gehirn::N,vuoi'ŋâšeh,ಮಿದುಳು
297,Gehirn::N,vuo'ivâšneh,ಮಿದುಳು
298,Gehirn::N,vuõivâšn,ಮಿದುಳು
299,Gehirn::N,вуэййвэшна,ಮಿದುಳು
300,Herz::N,vaajmoe,ಹೃದಯ
301,Herz::N,tsåhke,ಹೃದಯ
302,Herz::N,váibmu,ಹೃದಯ
303,Herz::N,váimu,ಹೃದಯ
304,Herz::N,čââ´đ,ಹೃದಯ
305,Herz::N,кӯттҌк,ಹೃದಯ
306,Magen::N,tjåejjie,ಉದರ
307,Magen::N,tjoajvve,ಉದರ
308,Magen::N,čoavji,ಉದರ
309,Magen::N,čuáv'ji,ಉದರ
310,Magen::N,čåu´jj,ಉದರ
311,Magen::N,чо̄ввьй,ಉದರ
312,Leber::N,mueksie,ಯಕೃತ್ತು
313,Leber::N,librre,ಯಕೃತ್ತು
314,Leber::N,vuoivvas,ಯಕೃತ್ತು
315,Leber::N,vuoivâs,ಯಕೃತ್ತು
316,Leber::N,vuõivâs,ಯಕೃತ್ತು
317,Leber::N,вуйвас,ಯಕೃತ್ತು
318,Atem::N,voejngehtasse,ಉಸಿರು
319,Atem::N,båssånis,ಉಸಿರು
320,Atem::N,vuojŋadahka,ಉಸಿರು
321,Atem::N,vuoiŋŋahat,ಉಸಿರು
322,Atem::N,vuo'iŋâstim,ಉಸಿರು
323,Atem::N,jiõg'g,ಉಸಿರು
324,Atem::N,вӯйнас,ಉಸಿರು
325,Atem::N,вӯййнмушш,ಉಸಿರು
326,Hunger::N,nielkie,ಹಸಿವು
327,Hunger::N,nielgge,ಹಸಿವು
328,Hunger::N,nealgi,ಹಸಿವು
329,Hunger::N,nelgi,ಹಸಿವು
330,Hunger::N,neä´lǧǧ,ಹಸಿವು
331,Hunger::N,не̄лльк,ಹಸಿವು
332,Träne::N,gïknjele,ಕಣ್ಣೀರು
333,Träne::N,ganjál,ಕಣ್ಣೀರು
334,Träne::N,ganjal,ಕಣ್ಣೀರು
335,Träne::N,koonjâl,ಕಣ್ಣೀರು
336,Träne::N,kõõnjâl,ಕಣ್ಣೀರು
337,Träne::N,кэ̄нял,ಕಣ್ಣೀರು
338,Geschmack::N,aelmie,ರುಚಿ
339,Geschmack::N,muosse,ರುಚಿ
340,Geschmack::N,smáhkka,ರುಚಿ
341,Geschmack::N,máhku,ರುಚಿ
342,Geschmack::N,smáhkka,ರುಚಿ
343,Geschmack::N,mááhu,ರುಚಿ
344,Geschmack::N,smakkâ,ರುಚಿ
345,Geschmack::N,njõõd,ರುಚಿ
346,Geschmack::N,smääkk,ರುಚಿ
347,Geschmack::N,ня̄лльк,ರುಚಿ
348,Geruch::N,haaje,ವಾಸನೆ
349,Geruch::N,habjja,ವಾಸನೆ
350,Geruch::N,hádja,ವಾಸನೆ
351,Geruch::N,opsâ,ವಾಸನೆ
352,Geruch::N,haajâ,ವಾಸನೆ
353,Geruch::N,õpss,ವಾಸನೆ
354,Geruch::N,haajj,ವಾಸನೆ
355,Geruch::N,апс,ವಾಸನೆ
356,Geruch::N,лэ̄гк,ವಾಸನೆ
357,Schlaf::N,nahkerh,ನಿದ್ರೆ
358,Schlaf::N,nager,ನಿದ್ರೆ
359,Schlaf::N,oados,ನಿದ್ರೆ
360,Schlaf::N,nagir,ನಿದ್ರೆ
361,Schlaf::N,naṿer,ನಿದ್ರೆ
362,Schlaf::N,nââ´er,ನಿದ್ರೆ
363,Schlaf::N,нагерь,ನಿದ್ರೆ
364,Traum::N,nahkere,ಕನಸು
365,Traum::N,niehko,ಕನಸು
366,Traum::N,niehku,ಕನಸು
367,Traum::N,naṿer,ಕನಸು
368,Traum::N,nââ´er,ಕನಸು
369,Traum::N,нагерь,ಕನಸು
370,Himmel::N,elmie,ಬಾನು
371,Himmel::N,almme,ಬಾನು
372,Himmel::N,albmi,ಬಾನು
373,Himmel::N,alme,ಬಾನು
374,Himmel::N,â´lmm,ಬಾನು
375,Himmel::N,алльм,ಬಾನು
376,Sonne::N,biejjie,ಸೂರ್ಯ
377,Sonne::N,bæjvásj,ಸೂರ್ಯ
378,Sonne::N,beaivváš,ಸೂರ್ಯ
379,Sonne::N,peivi,ಸೂರ್ಯ
380,Sonne::N,piäiváš,ಸೂರ್ಯ
381,Sonne::N,pei´vv,ಸೂರ್ಯ
382,Sonne::N,пе̄ййв,ಸೂರ್ಯ
383,Mond::N,aske,ಚಂದ್ರ
384,Mond::N,mánno,ಚಂದ್ರ
385,Mond::N,mánnu,ಚಂದ್ರ
386,Mond::N,máánu,ಚಂದ್ರ
387,Mond::N,mään,ಚಂದ್ರ
388,Mond::N,ма̄нн,ಚಂದ್ರ
389,Stern::N,daasta,ಚುಕ್ಕಿ
390,Stern::N,naestie,ಚುಕ್ಕಿ
391,Stern::N,násste,ಚುಕ್ಕಿ
392,Stern::N,násti,ಚುಕ್ಕಿ
393,Stern::N,täsni,ಚುಕ್ಕಿ
394,Stern::N,tä´snn,ಚುಕ್ಕಿ
395,Stern::N,та̄ссьт,ಚುಕ್ಕಿ
396,Luft::N,elmie,ವಾಯು
397,Luft::N,ájmmo,ವಾಯು
398,Luft::N,áibmu,ವಾಯು
399,Luft::N,áimu,ವಾಯು
400,Luft::N,šõŋŋ,ವಾಯು
401,Luft::N,вӯйнас,ವಾಯು
402,Wind::N,bïegke,ಗಾಳಿ
403,Wind::N,biegga,ಗಾಳಿ
404,Wind::N,biegga,ಗಾಳಿ
405,Wind::N,pieg'gâ,ಗಾಳಿ
406,Wind::N,piõg'g,ಗಾಳಿ
407,Wind::N,пӣӈӈк,ಗಾಳಿ
408,Welle::N,baaroe,ಅಲೆ
409,Welle::N,bárro,ಅಲೆ
410,Welle::N,bárru,ಅಲೆ
411,Welle::N,pááṛu,ಅಲೆ
412,Welle::N,päärr,ಅಲೆ
413,Welle::N,нэ̄ммп,ಅಲೆ
414,Wasser::N,tjaetsie,ನೀರು
415,Wasser::N,tjáhtje,ನೀರು
416,Wasser::N,čáhci,ನೀರು
417,Wasser::N,čääci,ನೀರು
418,Wasser::N,čää´cc,ನೀರು
419,Wasser::N,ча̄дзь,ನೀರು
420,Stein::N,gierkie,ಕಲ್ಲು
421,Stein::N,giergge,ಕಲ್ಲು
422,Stein::N,geađgi,ಕಲ್ಲು
423,Stein::N,keđgi,ಕಲ್ಲು
424,Stein::N,ǩeä´dǧǧ,ಕಲ್ಲು
425,Stein::N,ке̄ддҌк,ಕಲ್ಲು
426,Boden::N,betnie,ನೆಲ
427,Boden::N,ednam,ನೆಲ
428,Boden::N,bodni,ನೆಲ
429,Boden::N,vuođđu,ನೆಲ
430,Boden::N,ponne,ನೆಲ
431,Boden::N,vuáđ̣u,ನೆಲ
432,Boden::N,vuâđđ,ನೆಲ
433,Boden::N,лаввьн,ನೆಲ
434,Boden::N,е̄ммьне,ನೆಲ
435,Erde::N,jåarta,ಭೂಮಿ
436,Erde::N,mueltie,ಭೂಮಿ
437,Erde::N,ednam,ಭೂಮಿ
438,Erde::N,mållde,ಭೂಮಿ
439,Erde::N,eana,ಭೂಮಿ
440,Erde::N,eennâm,ಭೂಮಿ
441,Erde::N,mädd,ಭೂಮಿ
442,Erde::N,jânnam,ಭೂಮಿ
443,Erde::N,е̄ммьне,ಭೂಮಿ
444,Staub::N,heblie,ದೂಳು
445,Staub::N,tsumhtsie,ದೂಳು
446,Staub::N,dubme,ದೂಳು
447,Staub::N,dopmu,ದೂಳು
448,Staub::N,kovjâ,ದೂಳು
449,Staub::N,põõ´l,ದೂಳು
450,Staub::N,кэ̄ббьй,ದೂಳು
451,Rauch::N,soeve,ಹೊಗೆ
452,Rauch::N,suovva,ಹೊಗೆ
453,Rauch::N,suovva,ಹೊಗೆ
454,Rauch::N,suoṿâ,ಹೊಗೆ
455,Rauch::N,suõvv,ಹೊಗೆ
456,Rauch::N,сӯвв,ಹೊಗೆ
457,Funke::N,naestie,ಕಿಡಿ
458,Funke::N,tjuonam,ಕಿಡಿ
459,Funke::N,čuotnan,ಕಿಡಿ
460,Funke::N,čuođâlm,ಕಿಡಿ
461,Funke::N,iiskâr,ಕಿಡಿ
462,Funke::N,čuõzzâm,ಕಿಡಿ
463,Funke::N,чӯссэм,ಕಿಡಿ
464,Feuer::N,dålle,ಬೆಂಕಿ
465,Feuer::N,dållå,ಬೆಂಕಿ
466,Feuer::N,dolla,ಬೆಂಕಿ
467,Feuer::N,tullâ,ಬೆಂಕಿ
468,Feuer::N,toll,ಬೆಂಕಿ
469,Feuer::N,то̄лл,ಬೆಂಕಿ
470,Licht::N,tjoevke,ಬೆಳಕು
471,Licht::N,tjuovgga,ಬೆಳಕು
472,Licht::N,čuovga,ಬೆಳಕು
473,Licht::N,čuovggas,ಬೆಳಕು
474,Licht::N,čuoṿâ,ಬೆಳಕು
475,Licht::N,toll,ಬೆಳಕು
476,Licht::N,čuõvv,ಬೆಳಕು
477,Licht::N,то̄лл,ಬೆಳಕು
478,Schatten::N,skugkie,ನೆರಳು
479,Schatten::N,soejvene,ನೆರಳು
480,Schatten::N,irkes,ನೆರಳು
481,Schatten::N,sieges,ನೆರಳು
482,Schatten::N,itku,ನೆರಳು
483,Schatten::N,suoivâ,ನೆರಳು
484,Schatten::N,õõtt,ನೆರಳು
485,Schatten::N,ǩeeu´niǩ,ನೆರಳು
486,Schatten::N,кывьнэхь,ನೆರಳು
487,Wetter::N,vïerhtse,ಹವ
488,Wetter::N,dálkke,ಹವ
489,Wetter::N,dálki,ಹವ
490,Wetter::N,šoŋŋâ,ಹವ
491,Wetter::N,šõŋŋ,ಹವ
492,Wetter::N,шэ̄ӈӈ,ಹವ
493,Nebel::N,såavla,ಮಂಜು
494,Nebel::N,mearhka,ಮಂಜು
495,Nebel::N,murkko,ಮಂಜು
496,Nebel::N,mierkká,ಮಂಜು
497,Nebel::N,mierká,ಮಂಜು
498,Nebel::N,miär'kká,ಮಂಜು
499,Nebel::N,oṃo,ಮಂಜು
500,Nebel::N,sue´lnn,ಮಂಜು
501,Nebel::N,цӣгк,ಮಂಜು
502,Nebel::N,сулльн,ಮಂಜು
503,Wolke::N,balve,ಮೋಡ
504,Wolke::N,balvva,ಮೋಡ
505,Wolke::N,balva,ಮೋಡ
506,Wolke::N,polvâ,ಮೋಡ
507,Wolke::N,põlvv,ಮೋಡ
508,Wolke::N,пэллв,ಮೋಡ
509,Regen::N,ebrie,ಮಳೆ
510,Regen::N,harvve,ಮಳೆ
511,Regen::N,arvi,ಮಳೆ
512,Regen::N,arve,ಮಳೆ
513,Regen::N,â´brr,ಮಳೆ
514,Regen::N,аббьр,ಮಳೆ
515,Schnee::N,lopme,ಹಿಮ
516,Schnee::N,moehtege,ಹಿಮ
517,Schnee::N,muohta,ಹಿಮ
518,Schnee::N,muohta,ಹಿಮ
519,Schnee::N,muotâ,ಹಿಮ
520,Schnee::N,muõtt,ಹಿಮ
521,Schnee::N,вэ̄дз,ಹಿಮ
522,Schnee::N,куэллт,ಹಿಮ
523,Eis::N,jïenge,ಮಂಜುಗಡ್ಡೆ
524,Eis::N,jiegŋa,ಮಂಜುಗಡ್ಡೆ
525,Eis::N,jiekŋa,ಮಂಜುಗಡ್ಡೆ
526,Eis::N,jieŋ̣â,ಮಂಜುಗಡ್ಡೆ
527,Eis::N,jiõŋŋ,ಮಂಜುಗಡ್ಡೆ
528,Eis::N,ӣӈӈ,ಮಂಜುಗಡ್ಡೆ
529,Frost::N,baajkoe,ಮಂಜು
530,Frost::N,tjoasskem,ಮಂಜು
531,Frost::N,buolaš,ಮಂಜು
532,Frost::N,puolâš,ಮಂಜು
533,Frost::N,puõlâš,ಮಂಜು
534,Frost::N,мӯнь,ಮಂಜು
535,Kälte::N,jueskie,ಹಿಮ
536,Kälte::N,tjåetskeme,ಹಿಮ
537,Kälte::N,tjoasskem,ಹಿಮ
538,Kälte::N,čoaskin,ಹಿಮ
539,Kälte::N,ko'lmâsvuotâ,ಹಿಮ
540,Kälte::N,ijss,ಹಿಮ
541,Kälte::N,čuä´cǩǩem,ಹಿಮ
542,Kälte::N,tuârggnjõs,ಹಿಮ
543,Kälte::N,кэ̄лмас,ಹಿಮ
544,Hitze::N,baahke,ಉಷ್ಣ
545,Hitze::N,báhkka,ಉಷ್ಣ
546,Hitze::N,báhkka,ಉಷ್ಣ
547,Hitze::N,pakkâ,ಉಷ್ಣ
548,Hitze::N,kuṃe,ಉಷ್ಣ
