,Concept_ID,mdf,ko
260,Verstand::N,прявий,분별
261,Verstand::N,прявий,지능
262,Sinn::N,ён,센스
263,Grund::N,туфта́л,까닭
264,Wahrheit::N,ви́де,참
265,Wahrheit::N,ви́де,진실
266,Wahrheit::N,видеши́,참
267,Wahrheit::N,видеши́,진실
268,Gespräch::N,корхтама,대화
269,Märchen::N,ёфкс,동화
270,Erzählung::N,азкс,이야기
271,Nachricht::N,куля́,
272,Neuigkeit::N,куля́,뉴스
273,Name::N,лем,이름
274,Rätsel::N,со́дама ёфкс,수수께끼
275,Rede::N,вал,연설
276,Rede::N,корхтама,연설
277,Sprache::N,кяль,말
278,Stimme::N,вайгяль,목소리
279,Wort::N,вал,낱말
280,Zeichen::N,тя́ште,신호
281,Zeichen::N,тя́штькс,신호
282,Ruf::N,тердема,부름
283,Lärm::N,гайф,소동
284,Lärm::N,жалакодома,소동
285,Laut::N,вайгяль,음성
286,Ton::N,вайгяль,목소리
287,Lied::N,мора,노래
288,Ruhe::N,сетьме,쉼
289,Leute::N,ломатть,사람들
290,Volk::N,наро́д,국중
291,Arbeit::N,тев,근로
292,Arbeit::N,тев,너무
293,Gast::N,и́нжи,손님
294,Gast::N,ко́нак,손님
295,Geschenk::N,казне,행하
296,Spiel::N,налхкома,무리
297,Spiel::N,налхксема,무리
298,Gesellschaft::N,кружок,교제
299,Hilfe::N,лездома,거들음
300,Hilfe::N,лездома,보좌
301,Freund::N,я́лга,친구
302,Kamerad::N,я́лга,동실자
303,Angelegenheit::N,тев,용무
304,Anzahl::N,лувкс,어떤
305,Anzahl::N,лувкс,수
306,Art::N,вид,정류
307,Stück::N,пакш,일부분
308,Teil::N,часть,몱
309,Teil::N,часть,구훠
310,Teil::N,пялькс,몱
311,Teil::N,пялькс,구훠
312,Hälfte::N,пяле,2분의
313,Kreis::N,шаркс,고리
314,Kreuz::N,крёз,열십자
315,Linie::N,межа,선
316,Linie::N,китькс,선
317,Strich::N,межа,스침
318,Abstand::N,ётка,거리
319,Entfernung::N,ётка,거리
320,Gegend::N,ва́ста,곳
321,Gegend::N,ва́ста,부금
322,Gegend::N,перьфпя́ль,곳
323,Gegend::N,перьфпя́ль,부금
324,Platz::N,ва́ста,장소
325,Ort::N,ва́ста,장소
326,Seite::N,пяле,옆면
327,Mitte::N,кучка́,궁간
328,Gegenstand::N,веща,항목
329,Sache::N,тев,뭉에
330,Sache::N,веща,뭉에
331,Rand::N,пе,가
332,Kante::N,и́рдез,귀퉁
333,Ecke::N,ужа,구석
334,Spitze::N,пря,끝
335,Spitze::N,пря,참단
336,Ende::N,пе,말당
337,Loch::N,варя,빙옷
338,Winkel::N,ужа,각도
339,Muster::N,сёрма,본
340,Muster::N,сёрма,견복
341,Größe::N,серь,신장
342,Länge::N,кува́лма,길이긺
343,Höhe::N,серь,높이
344,Gewicht::N,сталма,추
345,Menge::N,лувкс,수양
346,Haufen::N,мар,퇴적
347,Reihe::N,ряд,열
348,Boot::N,венеж,보트
349,Ruder::N,миле,노
350,Schlitten::N,ну́рда,썰매
351,Ski::N,сокс,스키
352,Lagerfeuer::N,то́лмар,캠프의 모닥불
353,Last::N,канкс,무거운짐
354,Last::N,сталма,무거운짐
355,Gang::N,молема,걸음
356,Schritt::N,аськолкс,보조
357,Norden::N,якшама шире,북쪽 
358,Süden::N,ля́мбе ши́ре,남쪽
359,Westen::N,ши валгома шире,서쪽
360,Osten::N,шинь стяма шире,동쪽
361,Holz::N,вирь,목재
362,Holz::N,шуфта,목재
363,Brett::N,лавця,마루널
364,Platte::N,плита́,탤
365,Platte::N,плита́,금속판
366,Stütze::N,неже,버팀목
367,Stange::N,олга,장대
368,Stock::N,байдек,막대기
369,Stab::N,олгоня,작대기
370,Rohr::N,турама,갈대
371,Haus::N,куд,집
372,Heim::N,куд,집
373,Ofen::N,пянакуд,아궁이
374,Fußboden::N,кия́кс,마루
375,Tisch::N,шра,탁자
376,Tisch::N,моркш,탁자
377,Stuhl::N,стул,의자
378,Wiege::N,нюря́м,발상지
379,Bett::N,ацам,침대
380,Regal::N,лавцяланга,서가
381,Kiste::N,парга,짐궤
382,Fenster::N,валмья,눔
383,Tür::N,кенкш,문
384,Tor::N,ортат,대문
385,Zaun::N,перяфкс,담장
386,Dach::N,кудпря,지붕
387,Leiter::N,куцема,사닥다리
388,Besen::N,тяльме,비
389,Spaten::N,ка́йме,가래
390,Schaufel::N,ко́поня,삽
391,Schaufel::N,ця́рдом,삽
392,Gabel::N,ця́нгоня,갈래
393,Löffel::N,куцю,숟가락
394,Messer::N,пеель,나이프
395,Nagel::N,эска,발툽
396,Haken::N,кя́чказ,갈고리
397,Griff::N,недь,움켜쥠
398,Griff::N,кунда́мка,움켜쥠
399,Schloss::N,замо́к,자물쇠
400,Bild::N,карти́на,그림
401,Figur::N,ронга-понда,몸메
402,Puppe::N,ня́ка,인형
403,Beutel::N,кяскав,클
404,Bündel::N,кярьме,자근다발
405,Tasche::N,кошяльня,가방
406,Eimer::N,ве́дарка,동이
407,Deckel::N,тавадкс,뚜껑
408,Deckel::N,вельхкс,뚜껑
409,Geschirr::N,кядьге,식시
410,Sack::N,кяскав,조갑
411,Tasse::N,ша́ваня,차잔
412,Topf::N,кавозь,단지
413,Kessel::N,сргавозь,주전자
414,Essen::N,ярхцама,먹기
415,Nahrung::N,ярхцампяль,식료
416,Speise::N,ярхцама,음식물
417,Fleisch::N,пал,고기
418,Fleisch::N,сиволь,고기
419,Getreide::N,сёра,곡물
420,Brei::N,ям,젤리
421,Brot::N,кши,빵
422,Scheibe::N,кочам,원반
423,Fett::N,куя́,기름
424,Butter::N,вай,버터
425,Öl::N,вай,올리브유
426,Salz::N,сал,소금
427,Suppe::N,шонгарям,국
428,Suppe::N,шонгарям,수프
429,Suppe::N,коршампяль,국
430,Suppe::N,коршампяль,수프
431,Honig::N,медь,감미
432,Milch::N,лофца,유즙
433,Tee::N,чай,차
434,Leder::N,кедь,가죽
435,Wolle::N,пона,양털
436,Stoff::N,котф,패료
437,Nadel::N,салмокс,바늘
438,Faden::N,сюре,콘실
439,Knopf::N,пуня,단추
440,Knoten::N,сюлма,곁절
441,Farbe::N,архтомбяль,색
442,Kleidung::N,щам,옷입기
443,Hemd::N,па́нар,속옷
444,Kragen::N,сиве,깃
445,Ärmel::N,ожа,소매
446,Hose::N,понкст,바지
447,Gürtel::N,каркс,밴드
448,Mütze::N,вазь,모자
449,Schuh::N,башма́к,구두
450,Stiefel::N,кя́ме,장화
451,Ring::N,суркс,고리
452,Band::N,керькс,리본
453,Band::N,лента,리본
454,Kamm::N,сюрьхцем,빗
455,Spiegel::N,ванома,거울
456,Riemen::N,шнань каркс,가죽끈
457,Schnur::N,пикс,밧줄
458,Schnur::N,карькскя,밧줄
459,Leine::N,вядьме,고삐줄
460,Decke::N,вельхкс,이부자리
461,Kissen::N,тоду,깔개
462,Tuch::N,руця́,천
463,Handtuch::N,на́рдама,수건
464,Kraft::N,вий,세력
465,Stärke::N,вииши,힘
466,Gesundheit::N,шумбраши́,위생
467,Krankheit::N,урма́,병
468,Krankheit::N,сярядема,병
469,Schmerz::N,маряма,아픔고통
470,Wunde::N,керф,상처
471,Fieber::N,маштыкс,열별
472,Arznei::N,надо́бья,약
473,Arznei::N,пъчка́фтома,약
474,Brücke::N,седь,교량
475,Brunnen::N,эши,원천
476,Weide::N,ванома васта,목장
477,Pfad::N,ян,좁은길
478,Pfad::N,киня́,좁은길
479,Weg::N,ки,길
480,Straße::N,ки,길
481,Dorf::N,веле,촌
482,Dorf::N,веле,촌락
483,Stadt::N,ош,도시
484,Brief::N,сёрма,서한
485,Buch::N,книга,책
486,Buchstabe::N,бу́ква,문자
487,Zeitung::N,газе́та,신문
488,Leben::N,эряф,삶
489,Leben::N,эряма,삶
490,Tod::N,кулома́,죽음
491,Grab::N,калма,무덤
492,Kirche::N,це́рькав,교회
493,Sünde::N,пежеть,부정
494,Sünde::N,муворкс,부정
495,Gott::N,шкай,하느님
496,Arbeiter::N,трудендай,일하는사람
497,Arbeiter::N,работник,일하는사람
498,Chef::N,азор,사장
499,Chef::N,оцюня,사장
500,Meister::N,мастяр,명인
501,Meister::N,мастяр,대가
502,Arzt::N,врач,의사
503,Arzt::N,доктор,의사
504,Lehrer::N,учи́тель,교사
505,Geld::N,ярмакт,돈
506,Geschäft::N,ладяфкс,일
507,Geschäft::N,ладяф тев,일
508,Laden::N,ла́вка,가게
509,Preis::N,питне,가격
510,Ware::N,миф,상품
511,Ware::N,ра́маф,상품
512,Nutzen::N,пара,이익
513,Nutzen::N,лезкс,이익
514,Reichtum::N,ко́зяши,많음
515,Welt::N,свет,세상
516,Land::N,мастор,지방
517,Staat::N,государства,국가
518,König::N,король,국왕
519,Macht::N,азорондама,힘
520,Macht::N,азорксши,힘
521,Grenze::N,ёткаян,국경
522,Krieg::N,война́,전쟁
523,Feind::N,душман,적
524,Feind::N,каршек тюри,적
525,Gewalt::N,наругама,권력
526,Kampf::N,тюрема́,전투
527,Bogen[Waffe]::N,нал,활
528,Pfeil::N,нал,화살
529,Gewehr::N,винто́вка,무기
530,Fehler::N,эльбядькс,오류
531,Lüge::N,васькафнема,거짓말
532,Schaden::N,зия́н,손상
533,Unglück::N,зия́н,불행
534,Schuld::N,муворши,부채
535,Alter::N,эряф кизот,연령
536,Alter::N,эряфонь пинге,연령
537,Schluss::N,пе,마감
538,Zeit::N,пинге,때
539,Zeit::N,пинге,시간
540,Tag::N,ши,하루
541,Morgen::N,шобдава,이침
542,Mittag::N,шикучка,대낮
543,Abend::N,иля́дь,저녁
544,Nacht::N,ве,밤
545,Woche::N,недя́ля,근무일
546,Monat::N,ков,달
547,Jahr::N,киза,해
548,Frühling::N,тунда́,봄
549,Sommer::N,киза,여름
550,Herbst::N,сёксе,가을
551,Winter::N,тяла,겨울
552,Januar::N,кельмеков,일월
553,Februar::N,уфайков,이월
554,März::N,марайков,삼월
555,April::N,шудиков,사월
556,Mai::N,панжиков,오월
557,Juni::N,лямбеков,유월
558,Juli::N,псиков,칠월
559,August::N,сёроньков,팔월
560,September::N,тюжягов,구월
561,Oktober::N,кельмазаков,시월
562,November::N,эйндамков,십일월
563,Dezember::N,кучкаков,십이월
564,Montag::N,одговши,월요일
565,Dienstag::N,ша́вши,화요일
566,Mittwoch::N,вержи,수요일
567,Donnerstag::N,шува́ланя,모교일
568,Freitag::N,пя́денця,그묘일
569,Samstag::N,ёткши,토요일
570,Sonntag::N,таргоши,일요일
571,groß::A,оцю,큰
572,klein::A,ёмла,자근
573,lang::A,кува́ка,긴
574,kurz::A,нюрьхкя́ня,짧은
575,breit::A,кели,넓은
576,schmal::A,тяйня,좁은
577,dicht::A,сиде,농밀한
578,dicht::A,туста,농밀한
579,dick[Gegenstand]::A,эчке,두꺼운
580,dünn::A,шува́ня,얇은
581,fein::A,шува́ня,미세한
582,fest::A,кеме,굳은
583,flach::A,лапш,얕은
584,glatt::A,вадяв,반들반들한
585,glatt::A,такор,반들반들한
586,hart::A,калгода,굳은
587,weich::A,ляпе,연한
588,rund::A,кру́глай,둥근
589,spitz::A,ботаз,뾰족한
590,spitz::A,оржа,뾰족한
591,scharf::A,оржа,날카로운
592,stumpf::A,ношка,무딘
593,schwer::A,стака,무거운
594,schön::A,мазы,멋진
595,heiß::A,пси,뜨거운
596,warm::A,лямбе,따뜻한
597,kalt::A,кельме,찬
598,kühl::A,эше,서늘한
599,frisch::A,свежай,신선한
600,feucht::A,летьке,축축한
601,nass::A,начка,젖은
602,trocken::A,коське,마른
603,voll::A,пяшксе,완전한
604,leer::A,шава,빈
605,offen::A,панжада,열린
606,offen::A,виде,열린
607,geschlossen::A,пякстаф,닫힌
608,geschlossen::A,сёлгф,닫힌
609,sauber::A,ару,깨끗한
610,schmutzig::A,рда́зу,더러운
611,schmutzig::A,пя́ндра,더러운
612,roh::A,верок,날게잇의
613,reif::A,ке́нерьф,이근
614,lecker::A,танцти,맛있는
615,süß::A,ламбама,단
616,bitter::A,сяпи,찌르는듯한
617,sauer::A,шапама,산성의
618,hell::A,валда,밝은
619,dunkel::A,шобда,어두운
620,schwarz::A,равжа,검은
621,weiß::A,акша,하얀
622,rot::A,якстерь,붉은
623,gelb::A,тюжя́,황색
624,blau::A,сенем,푸른
625,grün::A,пиже,녹색의
626,grün::A,сянгяря,녹색의
627,grau::A,уле,회색의
628,bunt::A,сёрмав,알록달록한
629,billig::A,у́цез,싼
630,billig::A,аф пи́тни,싼
631,teuer::A,пи́тни,값비산
632,wertvoll::A,питни,가치가많은
633,blind::A,сокор,눈먼
634,taub::A,пярав,무감간한
635,kräftig::A,пяк вии,강장한
636,stark::A,вии,강한
637,schwach::A,лафча,약한
638,fett::A,куя́,실찐
639,schlank::A,виде ронга,호리호리한
640,hübsch::A,мазы,예쁜
641,böse::A,кяжи,나쁜
642,dumm::A,аф ёню,어리석은
643,dumm::A,шава пря,어리석은
644,faul::A,нола,너덜너덜한
645,fleißig::A,ку́лхцонды,근면한
646,geizig::A,кирьжя,인색한
647,geizig::A,жаднай,인색한
648,klug::A,ёню,
649,klug::A,пря́ви,
650,geschickt::A,маштозь тиф,교묘한
651,lieb::A,цебярь,친애하는
652,lustig::A,ра́хси,유쾌한
653,sanft::A,сетьме,온화한
654,hungrig::A,вача,배고픈
655,hungrig::A,вачеда,배고픈
656,krank::A,сяряди,병든
657,nackt::A,штада,벌거벗은
658,nackt::A,кърхтапа,벌거벗은
659,traurig::A,ла́жнай,슬픈
660,lebendig::A,эряй,살아있는
661,gut::A,пара,좋은
662,gut::A,цебярь,좋은
663,schlecht::A,кальдяв,나쁜
664,richtig::A,виде,바른
665,schlimm::A,кальдяв,못된
666,wahr::A,афкуксонь,참된
667,alt::A,ташта,늙은
668,neu::A,од,새
669,ehemalig::A,и́нгольдень,전의
670,alt[Lebewesen]::A,сире,낡은
671,jung::A,од,젊은
672,arm::A,а́шу,가난한
673,reich::A,козя,풍부한
674,bekannt::A,содаф,저명한
675,berühmt::A,содавикс,유명한
676,fremd::A,лия,타처이
677,fremd::A,аф содаф,타처이
678,verschieden::A,аф фкя ла́цонь,따른
679,nah::A,мала,가까운
680,nah::A,аф ичкоздень,가까운
681,fern::A,и́чкоздень,먼
682,fern::A,куна́рдонь,먼
683,linker::A,кержи,왼쭉의
684,rechter::A,види,오른쪽의
685,anderer::A,лия,다른
686,erster::A,васенце,첫째
687,zweiter::A,омбоце,둘째
688,dritter::A,колмоце,셋째
689,letzter::A,ме́кольце,의후자의
690,allein::ADV,ськамонза,훌로
691,auf einmal::ADV,вихцок,갑자기
692,zusammen::ADV,марс,모아서
693,zusammen::ADV,ма́рса,모아서
694,lange::ADV,кува́тьс,오래
695,plötzlich::ADV,а́пак учт,둘연한
696,sofort::ADV,тяникиге,즉시
697,später::ADV,ме́ле,보다늦은
698,jetzt::ADV,тяни,목하
699,heute::ADV,тячи,오늘
700,morgen::ADV,ва́нды,내일
701,bald::ADV,курок,곱
702,dann::ADV,меле,그경우에
703,dann::ADV,сяда меле,그경우에
704,gestern::ADV,ися́к,어제
705,einst::ADV,весть,옛날에
706,einst::ADV,мзя́рда-бди,옛날에
707,damals::ADV,эста,그때에
708,danach::ADV,меле,그 뒤에
709,vorher::ADV,инголи,미리
710,zuerst::ADV,ва́сенда,최초로
711,einmal::ADV,весть,한번
712,manchmal::ADV,лия́ста,땓대로
713,manchmal::ADV,ко́ста-ко́ста,땓대로
714,oft::ADV,си́деста,땓대로
715,immer::ADV,фалу,늘
716,immer::ADV,най,늘
717,niemals::ADV,аф мзя́рдонга,결코...(하지)않다
718,hier::ADV,тяса,여기
719,hierhin::ADV,сей,여기로
720,hierhin::ADV,тяза,여기로
721,von hier::ADV,тя́ста,
722,dort::ADV,тоса,거기
723,dorthin::ADV,тов,저기예
724,dorthin::ADV,тоза,저기예
725,geradeaus::ADV,ви́деста,곧장
726,vorwärts::ADV,и́нголи,앞으로
727,rückwärts::ADV,ме́ки,뒤로
728,zurück::ADV,ме́ки,제자리로
729,unten::ADV,ала,아래에
730,hinab::ADV,алу,아래쪽으로
731,oben::ADV,вяре,위에
732,hinauf::ADV,вяри,위쪽으로
733,überall::ADV,се́мбе ва́стова,도처에
734,nicht::ADV,аф,안
735,ein wenig::ADV,аф лама,적음
736,kaum::ADV,а́ньцек,가의
737,sehr::ADV,пяк,자주
738,so::ADV,ста́не,그와같이
739,noch::ADV,нинге,아직
740,nur::ADV,аньцек,다만
741,schon::ADV,ни,이미
742,wieder::ADV,та́га,다시
743,vergebens::ADV,стак,헛되이
744,vor::PRP,инголе,앞에
745,hinter::PRP,фтала,뒤에
746,hinter::PRP,мельге,뒤에
747,unter::PRP,ала,잍에
748,durch::PRP,пачк,통고하여
749,neben::PRP,ваксса,와나란히
750,zwischen::PRP,ёткса,의사이로
751,wegen::PRP,сюнеда,때문에
752,dies::PRN,тя,이
753,das::PRN,ся,저
754,das::PRN,тона,저
755,alles::PRN,сембе,모든것
756,ich::PRN,мон,나
757,du::PRN,тон,너
758,er::PRN,сон,그
759,wir::PRN,минь,우리
760,ihr::PRN,тинь,너희들
761,sie::PRN,синь,그들
762,was::FPRN,мезе,뭣
763,wer::FPRN,кие,누구
764,wo::FADV,коса,어디
765,wohin::FADV,ков,어디로
766,wohin::FADV,коза,어디로
767,wie::FADV,ко́да,어떻게
768,warum::FADV,мес,왜
769,wieviel::FNUM,мзя́ра,얼마만큰
770,eins::NUM,фкя,하나
771,zwei::NUM,кафта,둘
772,drei::NUM,колма,셋
773,vier::NUM,ниле,넷
774,fünf::NUM,вете,다섯
775,sechs::NUM,кота,여섯
776,sieben::NUM,сисем,일곱
777,acht::NUM,кафкса,여덟
778,neun::NUM,ве́йхкса,아홉
779,zehn::NUM,кемонь,열
780,elf::NUM,кефкие,열하나
781,zwölf::NUM,кемгафтува,열둘
782,zwanzig::NUM,комсь,스물
783,dreißig::NUM,колмогемонь,서름
784,vierzig::NUM,нильге́монь,마흔
785,fünfzig::NUM,ве́дьгемонь,숸
786,sechzig::NUM,ко́дгемонь,에순
787,siebzig::NUM,сизьге́монь,일흔
788,achtzig::NUM,ка́фксогемонь,여든
789,neunzig::NUM,ве́йхксогемонь,아흔
790,hundert::NUM,сяда,백
791,tausend::NUM,тёжянь,천
792,und::CNJ,и,와
793,und::CNJ,дъ,와
794,oder::CNJ,или,아니면
795,oder::CNJ,али,아니면
796,stehen::V,а́щемс стя́да,서다
797,sitzen::V,ащемс озада,앉다
798,liegen::V,ма́дозь а́щемс,눕다
799,hängen::V,нюрьгомс,달다
800,werden::V,арамс,되다
801,werden::V,тиевомс,되다
802,passieren::V,лисэмс,지장옶다
803,passieren::V,эвондамс,지장옶다
804,beginnen::V,ушедомс,시작되다
805,enden::V,лоткамс,큳내다
806,wechseln::V,по́лафнемс,병경하다
807,aufgehen[Sonne]::V,стямс,뜨다
808,aufgehen[Sonne]::V,лисемс,뜨다
809,untergehen[Sonne]::V,валгомс,지다
810,scheinen[Sonne]::V,ва́лдоптомс,빛나다
