,Concept_ID,it,he
814,vergebens::ADV,invano,לריק
815,vergebens::ADV,invano,לשוא
816,vor::PRP,davanti a,מול
817,hinter::PRP,dietro,מאחורי
818,unter::PRP,sotto,מתחת
819,durch::PRP,per,דרך
820,durch::PRP,attraverso,דרך
821,neben::PRP,a accanto a,ליד
822,neben::PRP,a accanto a,על-יד
823,zwischen::PRP,fra,בין
824,wegen::PRP,a causa di,בשל
825,wegen::PRP,a causa di,בגלל
826,dies::PRN,ciò,זה
827,dies::PRN,questo,זה
828,das::PRN,ciò,זה
829,das::PRN,quello,זה
830,alles::PRN,tutto,הכל
831,ich::PRN,ìo,אני
832,du::PRN,tu,את
833,du::PRN,tu,אתה
834,er::PRN,lui,הוא
835,er::PRN,egli,הוא
836,wir::PRN,noi,אנחנו
837,ihr::PRN,voi,לה
838,sie::PRN,loro,הם
839,was::FPRN,che,מה
840,was::FPRN,che cosa,מה
841,wer::FPRN,chi,מי
842,wo::FADV,dove,איפה
843,wohin::FADV,dove,לאן
844,wie::FADV,come,איך
845,warum::FADV,perche,למה
846,wieviel::FNUM,quanto,כמה
847,eins::NUM,uno,אחד
848,zwei::NUM,due,שתים
849,drei::NUM,tre,שלושה
850,vier::NUM,quattro,ארבעה
851,fünf::NUM,cinque,חמשה
852,sechs::NUM,sei,ששה
853,sieben::NUM,sette,שבעה
854,acht::NUM,otto,שמונה
855,neun::NUM,nove,תשעה
856,zehn::NUM,dieci,עשרה
857,elf::NUM,ùndici,אחת עשרה
858,zwölf::NUM,dodici,שתים עשרה
859,zwanzig::NUM,venti,עשרים
860,dreißig::NUM,trenta,שלושים
861,vierzig::NUM,quaranta,ארבעים
862,fünfzig::NUM,cinquanta,חמשים
863,sechzig::NUM,sessanta,ששים
864,siebzig::NUM,settanta,שבעים
865,achtzig::NUM,ottanta,שמונים
866,neunzig::NUM,novanta,תשעים
867,hundert::NUM,cento,מאה
868,tausend::NUM,mille,אלף
869,und::CNJ,e,ו
870,oder::CNJ,o,או
871,stehen::V,stare in piedi,עמד
872,sitzen::V,sedere,ישב
873,sitzen::V,stare seduto,ישב
874,liegen::V,giacere,שכב
875,hängen::V,pèndere,היה תלוי
876,hängen::V,èssere appeso,היה תלוי
877,werden::V,farsi,הפך ל
878,werden::V,diventare,הפך ל
879,passieren::V,succèdere,קרה
880,beginnen::V,cominciare,התחיל
881,enden::V,finire,הסתים
882,enden::V,terminare,הסתים
883,wechseln::V,variare,השתנה
884,wechseln::V,cambiare,השתנה
885,aufgehen[Sonne]::V,sòrgere,זרח
886,aufgehen[Sonne]::V,spuntare,זרח
887,untergehen[Sonne]::V,tramontare,שקע
888,scheinen[Sonne]::V,splèndere,בהק
889,donnern::V,tonare,רעם
890,wehen::V,soffiare,נשב
891,strömen::V,fluire,זרם
892,fließen::V,fluire,זרם
893,fließen::V,scorrere,זרם
894,sich drehen::V,girarsi,הסתובב
895,schwanken::V,oscillare,התנודד
896,schwanken::V,barcollare,התנודד
897,schwingen::V,vibrare,התנענע
898,schwingen::V,oscillare,התנענע
899,fallen::V,cadere,נפל
900,brennen::V,àrdere,בער
901,brennen::V,bruciare,בער
902,rauchen::V,fumare,עשן
903,regnen::V,piòvere,ירד גשם
904,gefrieren::V,gelarsi,קפא
905,gefrieren::V,congelarsi,קפא
906,tauen::V,sciògliersi,נמס
907,schmelzen::V,fòndere,התיך
908,schmelzen::V,sciògliersi,התיך
909,trocknen::V,asciugarsi,התיבש
910,sieden::V,bollire,רתח
911,faulen::V,marcire,רקב
912,verfaulen::V,imputridire,רקב
913,reißen::V,strapparsi,נקרע
914,versinken::V,affondare,טבע
915,vergehen::V,passare,עבר
916,erscheinen::V,apparire,נגלה
917,erscheinen::V,apparire,הופיע
918,erscheinen::V,comparire,נגלה
919,erscheinen::V,comparire,הופיע
920,verschwinden::V,sparire,נעלם
921,verschwinden::V,scomparire,נעלם
922,sinken::V,calare,ירד
923,sinken::V,scendere,ירד
924,abnehmen::V,diminuire,הפחית
925,zunehmen::V,aumentare,רבה
926,steigen::V,salire,עלה
927,steigen::V,montare,עלה
928,wachsen::V,crescere,גדל
929,glänzen::V,splèndere,נצץ
930,glänzen::V,splèndere,בהק
931,funkeln::V,brillare,נצנץ
932,funkeln::V,scintillare,נצנץ
933,lärmen::V,strepitare,רעש
934,lärmen::V,fare chiasso,רעש
935,läuten::V,suonare,צלצל
936,klingeln::V,suonare,צלצל
937,klirren::V,tintinnare,קרקש
938,brausen::V,rombare,געש
939,brausen::V,rumoreggiare,געש
940,rauschen::V,frusciare,רשרש
941,klingen::V,suonare,נשמע
942,bellen::V,latrare,נבח
943,bellen::V,abbaiare,נבח
944,heulen::V,urlare,ילל
945,heulen::V,ululare,ילל
946,blasen::V,soffiare,נשף
947,pfeifen::V,fischiare,שרק
948,schreien::V,gridare,צעק
949,stöhnen::V,gèmere,נאנק
950,zittern::V,tremare,רעד
951,leben::V,vìvere,חי
952,geboren werden::V,nàscere,נולד
953,atmen::V,respirare,נשם
954,trinken::V,bere,שתה
955,essen::V,mangiare,אכל
956,schlucken::V,inghiottire,בלע
957,müde werden::V,stancarsi,התעיף
958,einschlafen::V,addormentarsi,נרדם
959,schlafen::V,dormire,ישן
960,aufwachen::V,svegliarsi,התעורר
961,aufstehen::V,levarsi,קם
962,sich erholen::V,riposarsi,נפש
963,krank werden::V,ammalarsi,חלה
964,krank sein::V,èssere malato,היה חולה
965,schmerzen::V,dolere,כאב
966,husten::V,tossire,השתעל
967,genesen::V,guarire,הבריא
968,sterben::V,morire,מת
969,umkommen::V,perire,נספה
970,sich bewegen::V,agitarsi,נע
971,sich rühren::V,muòversi,זז
972,sich erheben::V,alzarsi,קם
973,sich setzen::V,sedersi,התישב
974,hinfallen::V,cadere,נפל
975,laufen::V,camminare,הלך ברגל
976,laufen::V,andare a piedi,הלך ברגל
977,schreiten::V,andare,פסע
978,schreiten::V,procedere,פסע
979,spazierengehen::V,passeggiare,טיל
980,spazierengehen::V,andare a passeggio,טיל
981,eilen::V,andare in fretta,אץ
982,eilen::V,andare in fretta,מהר
983,sich beeilen::V,affrettarsi,מהר
984,sausen::V,volare,אץ
985,sausen::V,correre,אץ
986,rennen::V,correre,רץ
987,springen::V,saltare,קפץ
988,klettern::V,arrampicarsi,טפס
989,schaukeln::V,fare l'altalena,התנדנד
990,kriechen::V,strisciare,זחל
991,schwimmen::V,nuotare,שחה
992,tauchen::V,tuffarsi,צלל
993,tauchen::V,immèrgersi,צלל
994,rudern::V,remare,חתר
995,fahren::V,andare,נסע
996,fahren::V,viaggiare,נסע
997,fliegen::V,volare,עף
998,gehen::V,andare,הלך
999,weggehen::V,andàrsene,עזב
1000,weggehen::V,andare via,עזב
1001,abfahren::V,partire,יצא
1002,anhalten::V,fermarsi,עצר
1003,hineingehen::V,entrare,נכנס
1004,eintreten::V,entrare,נכנס
1005,kommen::V,venire,בא
1006,ankommen::V,arrivare,הגיע
1007,zurückkommen::V,ritornare,שב
1008,zurückkommen::V,ritornare,חזר
1009,bleiben::V,restare,נשאר
1010,bleiben::V,rimanere,נשאר
1011,warten::V,aspettare,חכה
1012,warten::V,aspettare,המתין
1013,erwarten::V,attèndere,צפה
1014,suchen::V,cercare,חפש
1015,finden::V,trovare,מצא
1016,versuchen::V,tentare,נסה
1017,vorbereiten::V,preparare,הכין
1018,lieben::V,amare,אהב
1019,mögen::V,piacere a,אהב
1020,mögen::V,volere bene a,אהב
1021,lachen::V,rìdere,צחק
1022,rühren::V,commuòvere,נגע ללב
1023,weinen::V,piàngere,בכה
1024,schimpfen::V,imprecare,גער
1025,sich ärgern::V,stizzirsi,זעם
1026,sich ärgern::V,stizzirsi,כעס
1027,sich ärgern::V,arrabbiarsi,זעם
1028,sich ärgern::V,arrabbiarsi,כעס
1029,sich fürchten::V,avere paura,פחד
1030,sich fürchten::V,avere paura,חשש
1031,fürchten::V,temere,פחד מ
1032,fürchten::V,temere,חשש מ
1033,fliehen::V,fuggire,ברח
1034,flüchten::V,sfuggire,נמלט
1035,sehen::V,vedere,ראה
1036,anschauen::V,guardare,הביט
1037,ansehen::V,guardare,התבונן
1038,hören::V,udire,שמע
1039,hören::V,sentire,שמע
1040,zuhören::V,ascoltare,הקשיב
1041,probieren::V,degustare,נסה
1042,probieren::V,assaggiare,נסה
1043,riechen::V,sentire,הריח
1044,fühlen::V,sentire,חש
1045,scheinen::V,parere,נדמה
1046,scheinen::V,sembrare,נדמה
1047,zu sehen sein::V,vedersi,נראה
1048,vernehmen::V,sentire,נודע ל
1049,vernehmen::V,percepire,נודע ל
1050,frieren::V,aver freddo,קר ל
1051,tun::V,fare,פעל
1052,können::V,sapere,יכל
1053,wollen::V,volere,רצה
1054,anfangen::V,iniziare,התחיל
1055,anfangen::V,cominciare,התחיל
1056,beenden::V,finire,גמר
1057,beenden::V,terminare,גמר
1058,aufhören::V,finire,סים
1059,aufhören::V,cessare,סים
1060,gelingen::V,riuscire,הצליח
1061,geraten::V,stare,עלה
1062,öffnen::V,aprire,פתח
1063,schließen::V,chiùdere,סגר
1064,stellen::V,porre,העמיד
1065,stellen::V,mettere,העמיד
1066,setzen::V,porre,הושיב
1067,setzen::V,mettere,הושיב
1068,legen::V,posare,שם
1069,legen::V,mettere,שם
1070,berühren::V,toccare,נגע
1071,verbinden::V,unire,קשר
1072,verbinden::V,congiùngere,קשר
1073,bedecken::V,coprire,כסה
1074,bedecken::V,ricoprire,כסה
1075,aufhängen::V,attaccare,תלה
1076,anzünden::V,accèndere,הצית
1077,anzünden::V,incendiare,הצית
1078,aufheben::V,raccògliere,אסף
1079,zurücklassen::V,lasciare,השאיר
1080,zurücklassen::V,lasciare indietro,השאיר
1081,verlieren::V,pèrdere,אבד
1082,fallen lassen::V,lasciare cadere,שמט
1083,fallen lassen::V,lasciare cadere,הפיל
1084,machen::V,fare,עשה
1085,herstellen::V,produrre,יצר
1086,herstellen::V,fabbricare,יצר
1087,bauen::V,costruire,בנה
1088,reparieren::V,riparare,תקן
1089,verbessern::V,migliorare,שפר
1090,ändern::V,mutare,שנה
1091,ändern::V,cambiare,שנה
1092,graben::V,scavare,חפר
1093,beugen::V,chinare,כפף
1094,beugen::V,flettere,כפף
1095,biegen::V,tòrcere,כופף
1096,drehen::V,girare,סובב
1097,wenden::V,girare,הפך
1098,wenden::V,voltare,הפך
1099,umdrehen::V,rivoltare,סובב
1100,heben::V,levare,הרים
1101,hochheben::V,levare,הרים
1102,hochheben::V,sollevare,הרים
1103,ergreifen::V,afferrare,אחז
1104,halten::V,tenere,החזיק
1105,drücken::V,premere,לחץ
1106,schieben::V,spìngere,הזיז
1107,kratzen::V,grattare,שרט
1108,kratzen::V,grattare,שפשף
1109,kratzen::V,graffiare,שרט
1110,kratzen::V,graffiare,שפשף
1111,lecken::V,leccare,לקק
1112,beißen::V,mòrdere,נשך
1113,abreißen::V,staccarsi,קרע
1114,abreißen::V,strapparsi,קרע
1115,abschneiden::V,tagliare,חתך
1116,binden::V,legare,קשר
1117,binden::V,bendare,קשר
1118,stecken::V,ficcare,תקע
1119,brechen::V,rompere,שבר
1120,klopfen::V,bàttere,נקש
1121,hauen::V,picchiare,הכה
1122,kleben::V,incollare,הדביק
1123,reiben::V,fregare,שפשף
1124,streichen::V,spalmare,מרח
1125,schleifen::V,arrotare,השחיז
1126,schneiden::V,tagliare,גזר
1127,rütteln::V,scuòtere,נענע
1128,schütteln::V,agitare,נער
1129,schütteln::V,scuòtere,נער
1130,schwenken::V,agitare,נופף
1131,schwenken::V,agitare,טלטל
1132,schwenken::V,sventolare,נופף
1133,schwenken::V,sventolare,טלטל
1134,schütten::V,versare,שפך
1135,füllen::V,riempire,מלא
1136,einwickeln::V,involtare,עטף
1137,tragen::V,portare,נשא
1138,schleppen::V,trainare,סחב
1139,schleppen::V,trascinare,סחב
1140,ziehen::V,tirare,משך
1141,aufbewahren::V,custodire,שמר
1142,aufbewahren::V,conservare,שמר
1143,werfen::V,gettare,זרק
1144,werfen::V,lanciare,זרק
1145,fangen::V,prèndere,תפס
1146,fangen::V,acchiappare,תפס
1147,packen::V,pigliare,אחז
1148,packen::V,afferrare,אחז
1149,verstecken::V,nascondere,החביא
1150,teilen::V,divìdere,חלק
1151,schicken::V,inviare,שלח
1152,bringen::V,portare,הביא
1153,bringen::V,apportare,הביא
1154,hinzufügen::V,aggiùngere,הוסיף
1155,bekommen::V,ricevere,תפס
1156,erhalten::V,ricevere,קבל
1157,nehmen::V,prèndere,אחז
1158,wählen::V,elèggere,בחר
1159,wählen::V,scegliere,בחר
1160,auswählen::V,scegliere,בחר ב
1161,bewahren::V,conservare,קים
1162,behindern::V,impedire,מנע
1163,verderben::V,guastare,מנע
1164,beschädigen::V,danneggiare,הזיק
1165,zerbrechen::V,rompere,נשבר
1166,zerbrechen::V,spezzare,נשבר
1167,zerreißen::V,stracciare,קרע
1168,zerstören::V,distrùggere,הרס
1169,zerstören::V,distrùggere,השמיד
1170,verbrennen::V,bruciare,שרף
1171,geben::V,dare,נתן
1172,reichen::V,pòrgere,העביר
1173,schenken::V,regalare,נתן במתנה
1174,versprechen::V,promettere,הבטיח
1175,wünschen::V,augurare,אחל
1176,loben::V,lodare,שבח
1177,küssen::V,baciare,נשק
1178,wiegen::V,cullare,נדנד
1179,wiegen::V,dondolare,נדנד
1180,zudecken::V,coprire,כסה
1181,wecken::V,svegliare,עורר
1182,zeigen::V,indicare,הראה
1183,führen::V,guidare,הביא
1184,führen::V,guidare,הוביל
1185,führen::V,condurre,הביא
1186,führen::V,condurre,הוביל
1187,lehren::V,insegnare,למד
1188,unterrichten::V,istruire,למד
1189,unterrichten::V,insegnare,למד
1190,aufziehen::V,allevare,רומם
1191,leiten::V,avviare,נהל
1192,leiten::V,dirìgere,נהל
1193,antreiben::V,incitare,המרץ
1194,lassen::V,fare,נתן
1195,einladen::V,invitare,הזמין
1196,vereinigen::V,unire,אחד
1197,vereinigen::V,unire,לכד
1198,besuchen::V,visitare,בקר
1199,besuchen::V,far vìsita a,בקר
1200,treffen::V,incontrare,פגש
1201,sich versammeln::V,rinunirsi,התאסף
1202,spielen::V,giocare,שחק
1203,singen::V,cantare,שר
1204,tanzen::V,danzare,רקד
1205,sich trennen::V,separarsi,נפרד
1206,verlassen::V,lasciare,עזב
1207,verlassen::V,abbandonare,עזב
1208,retten::V,salvare,הציל
1209,bewachen::V,custodire,שמר
1210,schützen::V,protèggere,אבטח
1211,verteidigen::V,difèndere,הגן
1212,sich schlagen::V,bàttersi,התכתש
1213,schießen::V,sparare,ירה
1214,siegen::V,vìncere,גבר
1215,siegen::V,vìncere,נצח
1216,ärgern::V,stizzire,עצבן
1217,schlagen::V,bàttere,הכה
1218,schlagen::V,bàttere,הלקה
1219,treten::V,calciare,בעט
1220,stechen::V,pùngere,דקר
1221,stoßen::V,urtare,דחק
1222,stoßen::V,spìngere,דחק
1223,stehlen::V,rubare,גנב
1224,stören::V,disturbare,קטע
1225,stören::V,disturbare,הפריע
1226,belästigen::V,molestare,הציק
1227,belästigen::V,molestare,הטריד
1228,belästigen::V,importunare,הציק
1229,belästigen::V,importunare,הטריד
1230,verbergen::V,celare,הצניע
1231,verbergen::V,nascondere,הצניע
1232,täuschen::V,ingannare,שגע
1233,betrügen::V,frodare,הונה
1234,betrügen::V,truffare,הונה
1235,töten::V,uccìdere,הרג
1236,wohnen::V,abitare,גר
1237,arbeiten::V,lavorare,עבד
1238,sammeln::V,raccògliere,אסף
1239,sammeln::V,collezionare,אסף
1240,pflücken::V,cògliere,קטף
1241,jagen::V,cacciare,צד
1242,fischen::V,pescare,דג
1243,fassen::V,catturare,תפס
1244,fassen::V,acchiappare,תפס
1245,hüten::V,pascolare,רעה
1246,treiben::V,spìngere,הוציא
1247,anbinden::V,legare,קשר
1248,anbinden::V,attaccare,קשר
1249,füttern::V,dar da mangiare a,הלעיט
1250,melken::V,mùngere,חלב
1251,hacken::V,tritare,קצץ
1252,hacken::V,spaccare,קצץ
1253,gießen::V,annaffiare,השקה
1254,reifen::V,maturare,בשל
1255,zubereiten::V,preparare,הכין
1256,kochen::V,cuòcere,בשל
1257,backen::V,cuòcere,אפה
1258,backen::V,cuòcere al forno,אפה
1259,braten::V,frìggere,צלה
1260,braten::V,frìggere,טגן
1261,braten::V,arrostire,צלה
1262,braten::V,arrostire,טגן
1263,umrühren::V,mescolare,ערבב
1264,stricken::V,llavorare a maglia,סרג
1265,nähen::V,cucire,תפר
1266,färben::V,tìngere,צבע
1267,reinigen::V,pulire,נקה
1268,reinigen::V,nettare,נקה
1269,waschen::V,lavare,רחץ
1270,waschen::V,lavare,כבס
1271,abwischen::V,asciugare,נגב
1272,spülen::V,lavare,שטף
1273,spülen::V,sciacquare,שטף
1274,fegen::V,spazzare,טאטא
1275,kehren::V,spazzare,טאטא
1276,baden::V,bagnarsi,טבל
1277,baden::V,bagnarsi,שחה
1278,baden::V,fare il bagno,טבל
1279,baden::V,fare il bagno,שחה
1280,sich waschen::V,lavarsi,התרחץ
1281,ausziehen::V,tògliersi,הוריד
1282,anziehen::V,mettersi,לבש
1283,anziehen::V,indossare,לבש
1284,sich anziehen::V,vestirsi,התלבש
1285,kämmen::V,pettinare,סרק
1286,schmücken::V,ornare,קשט
1287,schmücken::V,decorare,קשט
1288,sagen::V,dire,אמר
1289,sprechen::V,parlare,דבר
1290,reden::V,parlare,דבר
1291,sich unterhalten::V,conversare,שוחח
1292,fragen::V,chièdere,שאל
1293,fragen::V,domandare,שאל
1294,bitten::V,pregare,בקש
1295,erzählen::V,narrare,ספר
1296,erzählen::V,raccontare,ספר
1297,mitteilen::V,comunicare,מסר
1298,mitteilen::V,comunicare,הודיע
1299,nennen::V,nominare,קרא בשם
1300,rufen::V,chiamare,גיס
1301,rufen::V,chiamare,הזמין לבוא
1302,prahlen::V,vantarsi,התרברב
1303,übersetzen::V,tradurre,תרגם
1304,denken::V,pensare,חשב
1305,glauben::V,credere,האמין
1306,bemerken::V,notare,הבחין
1307,bemerken::V,osservare,הבחין
1308,erkennen::V,riconoscere,זהה
1309,begreifen::V,capire,קלט
1310,begreifen::V,capire,הבין
1311,begreifen::V,comprèndere,קלט
1312,begreifen::V,comprèndere,הבין
1313,verstehen::V,intèndere,הבין
1314,verstehen::V,comprèndere,הבין
1315,lernen::V,imparare,למד
1316,lernen::V,apprèndere,למד
1317,wissen::V,sapere,ידע
1318,sich erinnern an::V,ricordare,זכר
1319,sich erinnern an::V,ricordarsi di,זכר
1320,vergessen::V,dimenticare,שכח
1321,messen::V,misurare,מדד
1322,zählen::V,contare,ספר
1323,rechnen::V,contare,חשב
1324,rechnen::V,calcolare,חשב
1325,lesen::V,lèggere,קרא
1326,malen::V,dipìngere,ציר
1327,zeichnen::V,disegnare,שרטט
1328,schreiben::V,scrìvere,כתב
1329,besitzen::V,possedere,היה בעל של
1330,kaufen::V,comprare,קנה
1331,kaufen::V,comprare,רכש
1332,kaufen::V,acquistare,קנה
1333,kaufen::V,acquistare,רכש
1334,verkaufen::V,vendere,מכר
1335,bezahlen::V,pagare,שלם
1336,zahlen::V,pagare,שלם
1337,beherrschen::V,dominare,שלט
1338,ertragen::V,sopportare,סבל
