,Concept_ID,sk,de
664,alt[Lebewesen]::A,starý,alt
665,jung::A,mladý,jung
666,arm::A,chudobný,arm
667,reich::A,bohatý,reich
668,bekannt::A,známy,bekannt
669,berühmt::A,slávny,berühmt
670,berühmt::A,povestný,berühmt
671,fremd::A,cudzí,fremd
672,verschieden::A,rôzny,verschieden
673,verschieden::A,rozličný,verschieden
674,nah::A,blízky,nah
675,fern::A,ďaleký,fern
676,linker::A,ľavý,linker
677,rechter::A,pravý,rechter
678,anderer::A,iný,anderer
679,anderer::A,druhý,anderer
680,erster::A,prvý,erster
681,zweiter::A,druhý,zweiter
682,dritter::A,tretí,dritter
683,letzter::A,ostatný,letzter
684,letzter::A,posledný,letzter
685,allein::ADV,sám,allein
686,auf einmal::ADV,zároveň,auf einmal
687,zusammen::ADV,spolu,zusammen
688,zusammen::ADV,spoločne,zusammen
689,lange::ADV,dlho,lange
690,plötzlich::ADV,náhle,plötzlich
691,sofort::ADV,hneď,sofort
692,sofort::ADV,ihneď,sofort
693,später::ADV,neskoršie,später
694,jetzt::ADV,teraz,jetzt
695,heute::ADV,dnes,heute
696,morgen::ADV,zajtra,morgen
697,bald::ADV,skoro,bald
698,dann::ADV,nato,dann
699,dann::ADV,potom,dann
700,gestern::ADV,včera,gestern
701,einst::ADV,kedysi,einst
702,einst::ADV,niekedy,einst
703,damals::ADV,vtedy,damals
704,danach::ADV,potom,danach
705,danach::ADV,podľa toho,danach
706,vorher::ADV,napred,vorher
707,vorher::ADV,predtým,vorher
708,zuerst::ADV,najprv,zuerst
709,einmal::ADV,raz,einmal
710,einmal::ADV,jedenkrát,einmal
711,manchmal::ADV,občas,manchmal
712,manchmal::ADV,niekedy,manchmal
713,oft::ADV,často,oft
714,immer::ADV,vždy,immer
715,immer::ADV,ustavične,immer
716,niemals::ADV,nikdy,niemals
717,hier::ADV,tu,hier
718,hierhin::ADV,sem,hierhin
719,hierhin::ADV,tade,hierhin
720,von hier::ADV,odtiaľto,von hier
721,dort::ADV,tam,dort
722,dorthin::ADV,ta,dorthin
723,dorthin::ADV,tam,dorthin
724,geradeaus::ADV,rovno,geradeaus
725,geradeaus::ADV,priamo,geradeaus
726,vorwärts::ADV,napred,vorwärts
727,rückwärts::ADV,nazad,rückwärts
728,zurück::ADV,späť,zurück
729,zurück::ADV,naspäť,zurück
730,unten::ADV,dolu,unten
731,unten::ADV,naspodku,unten
732,hinab::ADV,dolu,hinab
733,oben::ADV,hore,oben
734,oben::ADV,navrchu,oben
735,hinauf::ADV,hore,hinauf
736,hinauf::ADV,navrch,hinauf
737,überall::ADV,všade,überall
738,nicht::ADV,nie,nicht
739,ein wenig::ADV,trocha,ein wenig
740,kaum::ADV,ledva,kaum
741,sehr::ADV,veľmi,sehr
742,so::ADV,tak,so
743,so::ADV,takto,so
744,noch::ADV,ešte,noch
745,nur::ADV,len,nur
746,schon::ADV,už,schon
747,wieder::ADV,zasa,wieder
748,vergebens::ADV,márne,vergebens
749,vergebens::ADV,nadarmo,vergebens
750,vor::PRP,pred,vor
751,hinter::PRP,za,hinter
752,unter::PRP,pod,unter
753,durch::PRP,cez,durch
754,neben::PRP,pri,neben
755,neben::PRP,vedľa,neben
756,zwischen::PRP,medzi,zwischen
757,wegen::PRP,pre,wegen
758,wegen::PRP,kvôli,wegen
759,dies::PRN,to,dies
760,dies::PRN,táto,dies
761,das::PRN,to,das
762,alles::PRN,všetko,alles
763,ich::PRN,ja,ich
764,du::PRN,ty,du
765,er::PRN,on,er
766,wir::PRN,my,wir
767,ihr::PRN,vy,ihr
768,sie::PRN,oni,sie
769,was::FPRN,čo,was
770,wer::FPRN,kto,wer
771,wo::FADV,kde,wo
772,wohin::FADV,kam,wohin
773,wie::FADV,ako,wie
774,warum::FADV,prečo,warum
775,wieviel::FNUM,koľko,wieviel
776,eins::NUM,jeden,eins
777,zwei::NUM,dva,zwei
778,drei::NUM,tri,drei
779,vier::NUM,štyri,vier
780,fünf::NUM,päť,fünf
781,sechs::NUM,šesť,sechs
782,sieben::NUM,sedem,sieben
783,acht::NUM,osem,acht
784,neun::NUM,deväť,neun
785,zehn::NUM,desať,zehn
786,elf::NUM,jedenásť,elf
787,zwölf::NUM,dvanásť,zwölf
788,zwanzig::NUM,dvadsať,zwanzig
789,dreißig::NUM,tridsať,dreißig
790,vierzig::NUM,štyridsať,vierzig
791,fünfzig::NUM,päťdesiat,fünfzig
792,sechzig::NUM,šesťdesiat,sechzig
793,siebzig::NUM,sedemdesiat,siebzig
794,achtzig::NUM,osemdesiat,achtzig
795,neunzig::NUM,deväťdesiat,neunzig
796,hundert::NUM,sto,hundert
797,tausend::NUM,tisíc,tausend
798,und::CNJ,i,und
799,oder::CNJ,alebo,oder
800,stehen::V,stáť,stehen
801,sitzen::V,sedieť,sitzen
