,Concept_ID,kv,ru
94,Schmutz::N,нять,грязь
95,See::N,ты,озеро
96,Sumpf::N,арай,топь
97,Moor::N,нюр,болото
98,Wiese::N,видз,луг
99,Wald::N,вӧр,лес
100,Hügel::N,мыльк,холм
101,Anhöhe::N,вывтас,возвышенность
102,Anhöhe::N,вылынін,возвышенность
103,Berg::N,керӧс,гора
104,Gipfel::N,йыв,вершина
105,Höhle::N,нора,пещера
106,Abhang::N,покат,склон
107,Quelle::N,больган,источник
108,Bach::N,шор,ручей
109,Fluss::N,ю,река
110,Ufer::N,берег,берег
111,Küste::N,берег,побережье
112,Festland::N,му,суша
113,Meer::N,море,море
114,Bucht::N,курья,бухта
115,Blume::N,цветок,цветок
116,Gras::N,турун,трава
117,Wurzel::N,вуж,корень
118,Baum::N,пу,дерево
119,Stamm::N,мыр,ствол
120,Stamm::N,кер,ствол
121,Rinde::N,кач,кора
122,Ast::N,ув,сук
123,Zweig::N,ув,ветвь
124,Blatt::N,лист,лист
125,Birke::N,кыдз,береза
126,Kiefer[Baum]::N,пожум,сосна
127,Weide[Baum]::N,бадь,ива
128,Tanne::N,кӧз,ель
129,Horn::N,сюр,рог
130,Feder::N,гӧн,перо
131,Fell::N,кучик,шкура
132,Flügel::N,борд,крыло
133,Klaue::N,гыж,коготь
134,Kralle::N,кабыр,лапа
135,Schwanz::N,бӧж,хвост
136,Ei::N,кольть,яйцо
137,Nest::N,поз,гнездо
138,Bau::N,осьта,нора
139,Bau::N,нора,нора
140,Tier::N,зверь,животное
141,Herde::N,гурт,стадо
142,Kuh::N,мӧс,корова
143,Bulle::N,ӧшка,бык
144,Pferd::N,вӧв,лошадь
145,Schaf::N,баля,овца
146,Schwein::N,порсь,свинья
147,Hund::N,пон,собака
148,Katze::N,кань,кошка
149,Bär::N,ош,медведь
150,Eichhörnchen::N,ур,белка
151,Elch::N,вӧр мӧс,лось
152,Fuchs::N,руч,лиса
153,Hase::N,кӧч,заяц
154,Maus::N,шыр,мышь
155,Wolf::N,кӧин,волк
156,Vogel::N,кай,птица
157,Schwarm::N,стая,стая
158,Schwarm::N,чукӧр,стая
159,Huhn::N,курӧг,курица
160,Hahn::N,петух,петух
161,Hahn::N,ай курӧг,петух
162,Gans::N,дзодзог,гусь
163,Adler::N,куч,орел
164,Adler::N,кутш,орел
165,Ente::N,утка,утка
166,Eule::N,тупка,сова
167,Kranich::N,тури,журавль
168,Krähe::N,рака,ворона
169,Kuckuck::N,кӧк,кукушка
170,Schwan::N,юсь,лебедь
171,Fisch::N,чери,рыба
172,Barsch::N,ёкыш,окунь
173,Hecht::N,сирпинь,щука
174,Schlange[Tier]::N,змей,змея
175,Wurm::N,номыр,червяк
176,Spinne::N,черань,паук
177,Ameise::N,кӧдзывкар,муравей
178,Laus::N,ляпа той,вошь
179,Mücke::N,ном,комар
180,Fliege::N,гут,муха
181,Schmetterling::N,бабыв,бабочка
182,Beere::N,ягӧд,ягода
183,Apfel::N,яблоко,яблоко
184,Pilz::N,тшак,гриб
185,Zwiebel::N,грез,луковица
186,Saat::N,кӧдзыс,семя
187,Korn::N,сю,зерно
188,Heu::N,турун,сено
189,Schale::N,кыш,шелуха
190,Schale::N,киль,шелуха
191,Grube::N,яма,яма
192,Falle::N,нальк,ловушка
193,Falle::N,кляпча,ловушка
194,Schlinge::N,лӧч,силок
195,Spur::N,туй,след
196,Asche::N,пӧим,зола
197,Asche::N,пӧим,пепел
198,Dreck::N,нять,грязь
199,Eisen::N,кӧрт,железо
200,Gold::N,зарни,золото
201,Silber::N,язісь,серебро
202,Kohle::N,шом,уголь
203,Kohle::N,уголь,уголь
204,Glas::N,стекло,стекло
205,Lehm::N,сёй,глина
206,Sand::N,лыа,песок
207,Mensch::N,морт,человек
208,Mann::N,мужик,мужчина
209,Frau::N,инька,женщина
210,Kind::N,кага,ребенок
211,Junge::N,зонка,мальчик
212,Mädchen::N,нывкаок,девочка
213,Familie::N,семья,семья
214,Großvater::N,дед,дедушка
215,Großmutter::N,баб,бабушка
216,Eltern::N,ай-мам,родители
217,Vater::N,ай,отец
218,Mutter::N,мам,мать
219,Sohn::N,зон,сын
220,Tochter::N,ныв,дочь
221,Bruder::N,вон,брат
222,Schwester::N,сой,сестра
223,Onkel::N,дядь,дядя
224,Tante::N,айӧлӧн сой,тетя
225,Tante::N,ичинь,тетя
226,Ehemann::N,жӧник,муж
227,Ehefrau::N,инь,жена
228,Freude::N,гаж,радость
229,Freude::N,радъялӧм,радость
230,Gelächter::N,сералӧм,смех
231,Glück::N,мичлун,счастье
232,Kummer::N,шог,горе
233,Wunsch::N,мӧдӧм,желание
234,Wunsch::N,охотитӧм,желание
235,Lust::N,охота,влечение
236,Geist::N,лов,дух
237,Gedanke::N,дума,мысль
238,Gedächtnis::N,тӧдвыв,память
239,Verstand::N,вежӧр,ум
240,Sinn::N,ылӧс,смысл
241,Grund::N,мог,повод
242,Wahrheit::N,правда,правда
243,Gespräch::N,сёрни,беседа
244,Märchen::N,сказка,сказка
245,Erzählung::N,висьт,рассказ
246,Nachricht::N,юӧр,сообщение
247,Nachricht::N,висьталӧм,сообщение
248,Neuigkeit::N,новость,новость
249,Name::N,ним,имя
250,Rätsel::N,загадка,загадка
251,Rede::N,сёрни,речь
252,Sprache::N,кыв,язык
253,Stimme::N,голос,голос
254,Wort::N,кыв,слово
255,Zeichen::N,пас,знак
256,Ruf::N,чуксӧм,зов
257,Ruf::N,чукӧстӧм,зов
258,Lärm::N,шум,шум
259,Laut::N,шы,звук
260,Ton::N,гор,звучание
261,Lied::N,сьыланкыв,песня
262,Ruhe::N,спокой,покой
263,Leute::N,йӧз,люди
264,Volk::N,йӧз,народ
265,Volk::N,народ,народ
266,Arbeit::N,удж,работа
267,Gast::N,гӧсь,гость
268,Geschenk::N,гӧснеч,подарок
269,Geschenk::N,подарок,подарок
270,Spiel::N,орсӧм,игра
271,Gesellschaft::N,компания,общество
272,Hilfe::N,отсӧт,помощь
273,Freund::N,модз,друг
274,Freund::N,дружок,друг
275,Kamerad::N,тӧдса,приятель
276,Angelegenheit::N,дело,дело
277,Anzahl::N,лыд,количество
278,Art::N,пӧлӧс,вид
279,Stück::N,тор,кусок
280,Teil::N,юкӧм,часть
281,Hälfte::N,джын,половина
282,Kreis::N,круг,круг
283,Kreuz::N,перна,крест
284,Linie::N,визь,линия
285,Strich::N,кырӧв,черта
286,Abstand::N,колас,промежуток
287,Entfernung::N,ылына,расстояние
288,Gegend::N,места,местность
289,Platz::N,места,пространство
290,Ort::N,места,место
291,Seite::N,ладор,сторона
292,Mitte::N,шӧр,середина
293,Gegenstand::N,тор,предмет
294,Sache::N,тор,вещь
295,Rand::N,дор,край
296,Kante::N,ордлы,ребро
297,Ecke::N,пельӧс,угол
298,Spitze::N,йыв,кончик
299,Ende::N,йыв,конец
300,Loch::N,осьта,дыра
301,Winkel::N,пельӧс,угол
302,Muster::N,сер,узор
303,Größe::N,ыжда,размер
304,Länge::N,кузя,длина
305,Höhe::N,сувда,высота
306,Höhe::N,вылына,высота
307,Gewicht::N,сьӧкта,вес
308,Haufen::N,куча,куча
309,Reihe::N,лёдз,ряд
310,Boot::N,пыж,лодка
311,Ruder::N,пелыс,весло
312,Schlitten::N,додь,сани
313,Ski::N,лямпа,лыжа
314,Lagerfeuer::N,бипур,костер
315,Last::N,тягота,тяжесть
316,Gang::N,мунӧм,ход
317,Schritt::N,вожмӧв,шаг
318,Norden::N,ой,север
319,Süden::N,лун,юг
320,Westen::N,рытвыв,запад
321,Osten::N,асыв,восток
322,Holz::N,пу,древесина
323,Brett::N,пӧв,доска
324,Platte::N,плита,плита
325,Stütze::N,пика,подпорка
326,Stange::N,зор,жердь
327,Stange::N,потш,жердь
328,Stock::N,бедь,палка
329,Stab::N,шест,шест
330,Rohr::N,труба,труба
331,Haus::N,керку,дом
332,Heim::N,керку,дом
333,Ofen::N,пӧжавны,печь
334,Fußboden::N,джодж,пол
335,Tisch::N,пызан,стол
336,Stuhl::N,стул,стул
337,Wiege::N,зыбка,колыбель
338,Bett::N,кровать,постель
339,Regal::N,джадж,полка
340,Kiste::N,ящик,ящик
341,Fenster::N,ӧшын,окно
342,Tür::N,ыбӧс,дверь
343,Tor::N,ворота,ворота
344,Zaun::N,забор,забор
345,Dach::N,крыша,крыша
346,Leiter::N,лиснич,лестница
347,Besen::N,рос,метла
348,Spaten::N,зыр,лопата
349,Schaufel::N,зыр,совок
350,Gabel::N,вила,вилка
351,Löffel::N,пань,ложка
352,Messer::N,пурт,нож
353,Nagel::N,кӧрттув,гвоздь
354,Netz::N,кыйӧт,сеть
355,Haken::N,ем,крюк
356,Griff::N,пу,ручка
357,Schloss::N,замок,замок
358,Bild::N,картина,картина
359,Figur::N,мыгӧр,фигура
360,Puppe::N,акань,кукла
361,Beutel::N,мешӧк,мешок
362,Bündel::N,нин,связка
363,Tasche::N,сумка,сумка
364,Eimer::N,ведра,ведро
365,Deckel::N,вевт,крышка
366,Geschirr::N,доз,посуда
367,Geschirr::N,бекӧрпань,посуда
368,Sack::N,мешӧк,мешок
369,Tasse::N,бекӧр,чашка
370,Topf::N,кастрюля,кастрюля
371,Kessel::N,пӧрт,котел
372,Essen::N,сёйӧм,еда
373,Nahrung::N,вердан,пища
374,Speise::N,сёян,блюдо
375,Speise::N,сёян,кушанье
376,Fleisch::N,яй,мясо
377,Getreide::N,сю,хлеб
378,Brei::N,каша,каша
379,Brot::N,нянь,хлеб
380,Scheibe::N,шӧрӧм,ломоть
381,Fett::N,гос,жир
382,Butter::N,ви,масло
383,Öl::N,ви,масло
384,Salz::N,сов,соль
385,Suppe::N,шыд,суп
386,Honig::N,ма,мед
387,Milch::N,йӧв,молоко
388,Tee::N,чай,чай
389,Leder::N,кучик,кожа
390,Wolle::N,гӧн,шерсть
391,Stoff::N,дӧра,ткань
392,Nadel::N,ем,игла
393,Faden::N,сунис,нитка
394,Knopf::N,кизь,пуговица
395,Knoten::N,узӧв,узел
396,Knoten::N,гӧрӧд,узел
397,Farbe::N,краска,краска
398,Kleidung::N,паськӧм,одежда
399,Hemd::N,йӧрнӧс,рубашка
400,Kragen::N,воротник,воротник
401,Ärmel::N,сос,рукав
402,Hose::N,вешьян,брюки
403,Gürtel::N,йи,пояс
404,Mütze::N,шапка,шапка
405,Schuh::N,ботинки,ботинок
406,Stiefel::N,сапог,сапог
407,Ring::N,чунькытш,кольцо
408,Band::N,ленточка,лента
409,Kamm::N,сынан,расческа
410,Spiegel::N,зеркало,зеркало
411,Riemen::N,ремень,ремень
412,Schnur::N,гез,веревка
413,Leine::N,повод,поводок
414,Decke::N,одеяло,одеяло
415,Kissen::N,подушка,подушка
416,Tuch::N,чышьян,платок
417,Handtuch::N,чышкӧт,полотенце
418,Kraft::N,прак,сила
419,Stärke::N,вын,крепость
420,Gesundheit::N,здоровье,здоровье
421,Krankheit::N,шог,болезнь
422,Schmerz::N,зубыт,боль
423,Wunde::N,рана,рана
424,Fieber::N,лёк тресся,лихорадка
425,Fieber::N,лёк тресся,температура
426,Fieber::N,кынтан шогӧт,лихорадка
427,Fieber::N,кынтан шогӧт,температура
428,Arznei::N,лекарство,лекарство
429,Brücke::N,пос,мост
430,Brunnen::N,колодец ,колодец
431,Weide::N,пода йирсян,пастбище
432,Pfad::N,туй,тропа
433,Weg::N,туй,путь
434,Weg::N,туй,дорога
435,Straße::N,туй,улица
436,Straße::N,туй,дорога
437,Dorf::N,деревня,деревня
438,Stadt::N,город,город
439,Brief::N,гижӧт,письмо
440,Buch::N,книга,книга
441,Buchstabe::N,буква,буква
442,Zeitung::N,газета,газета
443,Leben::N,олан,жизнь
444,Tod::N,кулӧм,смерть
445,Grab::N,гу,могила
446,Kirche::N,вичку,церковь
447,Sünde::N,грек,грех
448,Gott::N,ен,бог
449,Arbeiter::N,уджалiсь,рабочий
450,Chef::N,начальник,начальник
451,Meister::N,мастер,мастер
452,Arzt::N,врач,врач
453,Lehrer::N,велӧтісь,учитель
454,Geld::N,деньга,деньги
455,Geschäft::N,удж,занятие
456,Laden::N,магазин,магазин
457,Preis::N,дон,цена
458,Ware::N,товар,товар
459,Nutzen::N,путь,выгода
460,Reichtum::N,богатство,богатство
461,Welt::N,му,мир
462,Land::N,страна,страна
463,Staat::N,государство,государство
464,König::N,кан,король
465,Macht::N,власть,власть
466,Grenze::N,граница,граница
467,Krieg::N,война,война
468,Feind::N,враг,враг
469,Kampf::N,нярасьӧм,борьба
470,Kampf::N,вермасьӧм,борьба
471,Bogen[Waffe]::N,лук,лук
472,Pfeil::N,ньӧв,стрела
473,Gewehr::N,ружьё,ружье
474,Fehler::N,ошибка,ошибка
475,Lüge::N,ылӧтӧм,ложь
476,Lüge::N,пӧрьялӧм,ложь
477,Schaden::N,лёк,вред
478,Unglück::N,пик,беда
479,Unglück::N,оказзё,беда
480,Schuld::N,вина,вина
481,Schluss::N,ком,окончание
482,Zeit::N,кад,время
483,Tag::N,лун,день
484,Morgen::N,асыв,утро
485,Mittag::N,луншӧр кад,полдень
486,Abend::N,рыт,вечер
487,Nacht::N,ой,ночь
488,Woche::N,неделя,неделя
489,Monat::N,тӧлicь,месяц
490,Jahr::N,год,год
491,Frühling::N,тулыс,весна
492,Sommer::N,гожум,лето
493,Herbst::N,ар,осень
494,Winter::N,тӧв,зима
495,Januar::N,январ,январь
496,Februar::N,февраль,февраль
497,März::N,март,март
498,April::N,апрель,апрель
499,Mai::N,май,май
500,Juni::N,юнь,июнь
501,Juli::N,юль,июль
502,August::N,август,август
503,September::N,сентяб,сентябрь
504,Oktober::N,октяб,октябрь
505,November::N,нояб,ноябрь
506,Dezember::N,декаб,декабрь
507,Montag::N,вильлун,понедельник
508,Dienstag::N,мӧдӧдзлун,вторник
509,Mittwoch::N,шӧрлун,среда
510,Donnerstag::N,нёльӧдзлун,четверг
511,Freitag::N,витӧдзлун,пятница
512,Samstag::N,пывсянлун,суббота
513,Sonntag::N,кресення,воскресенье
514,groß::A,ыджыт,большой
515,klein::A,учӧтик,маленький
516,lang::A,кузь,длинный
517,kurz::A,дженыт,короткий
518,breit::A,ота,широкий
519,schmal::A,векнит,узкий
520,dicht::A,тшӧк,густой
521,dick[Gegenstand]::A,кыз,толстый
522,dünn::A,вӧснит,тонкий
523,fein::A,вӧснит,тонкий
524,fest::A,крепыт,крепкий
525,flach::A,лапкӧса,плоский
526,glatt::A,волькыт,гладкий
527,hart::A,чӧрыт,твердый
528,weich::A,небыт,мягкий
529,rund::A,гӧгрӧса,круглый
530,spitz::A,ёся,остроконечный
531,scharf::A,лэчыт,острый
532,stumpf::A,ныж,тупой
533,schwer::A,сьӧкыт,тяжелый
534,schön::A,басӧк,красивый
535,heiß::A,жар,жаркий
536,warm::A,шоныт,теплый
537,kalt::A,кӧдзыт,холодный
538,kühl::A,сайкыт,прохладный
539,frisch::A,виль,свежий
540,feucht::A,вакодь,влажный
541,nass::A,ва,мокрый
542,trocken::A,кӧс,сухой
543,voll::A,тыра,полный
544,voll::A,тыра,наполненный
545,leer::A,тыртӧм,пустой
546,offen::A,оссьӧм,открытый
547,geschlossen::A,игана,закрытый
548,geschlossen::A,пӧдана,закрытый
549,sauber::A,сӧдз,чистый
550,sauber::A,сӧстӧм,чистый
551,schmutzig::A,нятьӧсь,грязный
552,roh::A,путӧм,сырой
553,reif::A,кисьмалӧм,зрелый
554,lecker::A,кӧра ,вкусный
555,süß::A,чӧскыт,сладкий
556,bitter::A,курыт,горький
557,sauer::A,шӧма ,кислый
558,hell::A,югыт,светлый
559,dunkel::A,пемыт,темный
560,schwarz::A,сьӧд,черный
561,weiß::A,чочком,белый
562,rot::A,гӧрд,красный
563,gelb::A,веж,желтый
564,blau::A,лӧз,синий
565,grün::A,веж,зеленый
566,grau::A,руд,серый
567,grau::A,бусӧй,серый
568,bunt::A,быдрӧма,пестрый
569,billig::A,донтӧм,дешевый
570,teuer::A,дона,дорогой
571,wertvoll::A,дона,ценный
572,blind::A,синтӧм,слепой
573,taub::A,пельтӧм,глухой
574,kräftig::A,вына,могучий
575,stark::A,вына,сильный
576,schwach::A,некодя,слабый
577,fett::A,госа,жирный
578,schlank::A,статя,стройный
579,hübsch::A,басӧк,прелестный
580,böse::A,лёк,злой
581,dumm::A,бӧбӧв,глупый
582,dumm::A,вежӧртӧм,глупый
583,faul::A,дыш,ленивый
584,fleißig::A,уджалicь,прилежный
585,geizig::A,жикмӧра,жадный
586,geizig::A,горшаліcь,жадный
587,klug::A,авья,умный
588,klug::A,вежӧра,умный
589,geschickt::A,кипода,искусный
590,lieb::A,муса,милый
591,lieb::A,дзулиньӧй,милый
592,lustig::A,гажа,веселый
593,sanft::A,лебезнӧй,нежный
594,hungrig::A,тшыг,голодный
595,krank::A,шогалiсь,больной
596,nackt::A,куш,голый
597,traurig::A,жугыль,грустный
598,lebendig::A,ловья,живой
599,gut::A,бур,хороший
600,schlecht::A,умӧль,плохой
601,schlimm::A,нештӧм,отвратительный
602,schlimm::A,нештӧм,мерзкий
603,alt::A,важ,старый
604,neu::A,виль,новый
605,ehemalig::A,вӧвлӧм,бывший
606,alt[Lebewesen]::A,года,пожилой
607,alt[Lebewesen]::A,годдэза,пожилой
608,jung::A,том,молодой
609,arm::A,гов,бедный
610,arm::A,беднӧй,бедный
611,reich::A,эма,богатый
612,bekannt::A,тӧдса,знакомый
613,fremd::A,чужӧй,чужой
614,verschieden::A,быдкодь,разный
615,nah::A,матiсь,близкий
616,fern::A,ылicь,далекий
617,linker::A,шульга,левый
618,rechter::A,веськытланись,правый
619,anderer::A,мукӧд,другой
620,erster::A,медодзза,первый
621,zweiter::A,кыкӧт,второй
622,dritter::A,куимӧт,третий
623,dritter::A,куимӧдз,третий
624,letzter::A,бӧрья,последний
625,letzter::A,мёдбӧрья,последний
626,auf einmal::ADV,тшӧтш,сразу
627,zusammen::ADV,ӧтлаын,вместе
628,lange::ADV,дыр,долго
629,plötzlich::ADV,друг,вдруг
630,sofort::ADV,тшӧтш,тотчас
631,später::ADV,медбӧрын,позже
632,jetzt::ADV,ӧні,сейчас
633,heute::ADV,талун,сегодня
634,morgen::ADV,ашын,завтра
635,bald::ADV,чожа,скоро
636,dann::ADV,сыбӧрын,потом
637,gestern::ADV,тӧн,вчера
638,einst::ADV,ӧтпыр,однажды
639,damals::ADV,сэк,тогда
640,damals::ADV,сэки,тогда
641,danach::ADV,сэсся,затем
642,vorher::ADV,одзжык,раньше
643,zuerst::ADV,наперво,сперва
644,einmal::ADV,ӧтпыр,раз
645,manchmal::ADV,мукӧдпыр,иногда
646,oft::ADV,-лы-,часто
647,immer::ADV,быдпыр,всегда
648,immer::ADV,быдпырся,всегда
649,niemals::ADV,некӧр,никогда
650,hier::ADV,татӧн,здесь
651,hierhin::ADV,татчӧ,сюда
652,von hier::ADV,тасянь,отсюда
653,dort::ADV,сэтӧн,там
654,dorthin::ADV,сэтчин,туда
655,geradeaus::ADV,веськыта,прямо
656,vorwärts::ADV,одзӧ,вперед
657,rückwärts::ADV,бӧр,назад
658,zurück::ADV,бӧр,обратно
659,unten::ADV,увтын,внизу
660,hinab::ADV,увтас,вниз
661,oben::ADV,вевдӧрас,наверху
662,hinauf::ADV,вывлань,вверх
663,hinauf::ADV,вывланьӧ,вверх
664,überall::ADV,быдлан,везде
665,nicht::ADV,ог,не
666,ein wenig::ADV,-ышт,немного
667,ein wenig::ADV,невна,немного
668,kaum::ADV,ӧдва,едва
669,sehr::ADV,вывтi,очень
670,so::ADV,сiдз,так
671,noch::ADV,эшӧ,еще
672,nur::ADV,только,только
673,schon::ADV,ни,уже
674,wieder::ADV,бӧра,опять
675,vergebens::ADV,весись,напрасно
676,vor::PRP,одзас,перед
677,hinter::PRP,бӧрӧ,за
678,hinter::PRP,бӧрӧ,позади
679,unter::PRP,увтын,под
680,durch::PRP,пыр,сквозь
681,neben::PRP,бокам,возле
682,neben::PRP,боксиным,возле
683,zwischen::PRP,коласас,между
684,wegen::PRP,понда,из-за
685,dies::PRN,эта,это
686,das::PRN,сiя,то
687,alles::PRN,быдӧс,все
688,ich::PRN,ме,я
689,du::PRN,тэ,ты
690,er::PRN,сiя,он
691,wir::PRN,мийӧ,мы
692,ihr::PRN,ті,вы
693,sie::PRN,нія,они
694,was::FPRN,мый,что
695,wer::FPRN,кин,кто
696,wo::FADV,кытӧн,где
697,wohin::FADV,кытчӧ,куда
698,wie::FADV,дзик,как
699,warum::FADV,мыля,почему
700,warum::FADV,мыйсянь,почему
701,wieviel::FNUM,мымда,сколько
702,eins::NUM,ӧт,один
703,zwei::NUM,кык,два
704,drei::NUM,куим,три
705,vier::NUM,нёль,четыре
706,fünf::NUM,вит,пять
707,sechs::NUM,квать,шесть
708,sieben::NUM,сизим,семь
709,acht::NUM,кыкьямыс,восемь
710,neun::NUM,ӧкмыс,девять
711,zehn::NUM,дас,десять
712,elf::NUM,дасотік,одиннадцать
713,zwölf::NUM,даскык,двенадцать
714,zwanzig::NUM,кыкдас,двадцать
715,dreißig::NUM,куимдас,тридцать
716,vierzig::NUM,нёльдас,сорок
717,fünfzig::NUM,витдас,пятьдесят
718,sechzig::NUM,кватьдас,шестьдесят
719,siebzig::NUM,сизимдас,семьдесят
720,achtzig::NUM,кыкьямысдас,восемьдесят
721,neunzig::NUM,ӧкмысдас,девяносто
722,hundert::NUM,сто,сто
723,tausend::NUM,тысяча,тысяча
724,und::CNJ,и,и
725,und::CNJ,да,и
726,oder::CNJ,или,или
727,oder::CNJ,или,либо
728,stehen::V,сулавны,стоять
729,sitzen::V,пукавны,сидеть
730,liegen::V,куйлыны,лежать
731,hängen::V,ӧшавны,висеть
732,werden::V,лоны,стать
733,passieren::V,аркмыны,случиться
734,beginnen::V,петны,начаться
735,enden::V,-сь,кончиться
736,enden::V,бырны,кончиться
737,wechseln::V,вежсьыны,меняться
738,aufgehen[Sonne]::V,петавны,взойти
739,untergehen[Sonne]::V,пуксьыны,зайти
740,scheinen[Sonne]::V,югьявны,светить
741,donnern::V,гымавны,греметь
742,wehen::V,пӧлявны,дуть
743,strömen::V,киссьыны,литься
744,fließen::V,визывтны,течь
745,sich drehen::V,бергавны,вращаться
746,schwanken::V,кӧвьясьны,колебаться
747,schwingen::V,дюттясьны,качаться
748,fallen::V,усьны,падать
749,brennen::V,сотчыны,гореть
750,rauchen::V,тшынасьны,дымить
751,regnen::V,зэрны,дождить
752,gefrieren::V,гегдыны,замерзнуть
753,tauen::V,сывны,таять
754,schmelzen::V,сывны,плавиться
755,trocknen::V,косьмыны,сохнуть
756,sieden::V,пизьны,кипеть
757,faulen::V,нёльзьыны,гнить
758,verfaulen::V,тӧрмыны,сгнить
759,verfaulen::V,сiсьмыны,сгнить
760,reißen::V,косясьны,рваться
761,versinken::V,вӧйны,тонуть
762,vergehen::V,мунны,проходить
763,erscheinen::V,мыччисьны,появиться
764,verschwinden::V,ӧшны,исчезнуть
765,sinken::V,ямны,спадать
766,abnehmen::V,ямны,уменьшиться
767,zunehmen::V,паськавны,увеличиваться
768,steigen::V,лэбтiсьны,подниматься
769,wachsen::V,быдмыны,расти
770,glänzen::V,свиттявны,блестеть
771,funkeln::V,югйовтлыны,сверкать
772,funkeln::V,югйӧв-керны,сверкать
773,lärmen::V,чавзыны,шуметь
774,läuten::V,диньгыны,звонить
775,klingeln::V,силькӧтны,звонить
776,klirren::V,жольӧтны,звякать
777,brausen::V,гуасьны,бушевать
778,rauschen::V,кышӧтны,шелестеть
779,klingen::V,горавны,звучать
780,bellen::V,увтны,лаять
781,bellen::V,вувтны,лаять
782,heulen::V,уннявны,выть
783,blasen::V,пӧлявны,дунуть
784,pfeifen::V,пиксыны,свистеть
785,schreien::V,айзыны,кричать
786,stöhnen::V,ойзыны,стонать
787,stöhnen::V,ружтыны,стонать
788,zittern::V,легьявны,дрожать
789,leben::V,овны,жить
790,geboren werden::V,шогмыны,родиться
791,atmen::V,лолавны,дышать
792,trinken::V,юны,пить
793,essen::V,сёйны,есть
794,essen::V,сёйны,кушать
795,schlucken::V,ньылавны,глотать
796,müde werden::V,мыдзны,устать
797,einschlafen::V,ланьтны,заснуть
798,schlafen::V,узьны,спать
799,aufwachen::V,саймыны,проснуться
800,aufwachen::V,пальмыны,проснуться
801,aufstehen::V,сувтны,встать
802,sich erholen::V,шоччисьлыны,отдыхать
803,krank werden::V,моржитны,заболеть
804,krank sein::V,шогавны,болеть
805,krank sein::V,визьӧтны,болеть
806,schmerzen::V,висьны,болеть
807,husten::V,кашляйтны,кашлять
808,genesen::V,бурдны,поправиться
809,sterben::V,кувны,умереть
