,Concept_ID,zh,av
780,gefrieren::V,结冰,гӏу́низе
781,tauen::V,融化,биаризе
782,schmelzen::V,溶化,биине
783,trocknen::V,变干,бакъвазе
784,sieden::V,煮,гьалдезе
785,faulen::V,腐烂,махӏцине
786,verfaulen::V,腐烂,туризе
787,reißen::V,撕,бихъизе
788,versinken::V,下沉,гъанкъизе
789,vergehen::V,流逝,базе
790,vergehen::V,流逝,бахъизе
791,vergehen::V,流逝,ине
792,erscheinen::V,出现,баккизе
793,verschwinden::V,消失,къине
794,verschwinden::V,消失,билизе
795,sinken::V,下降,гӏодо́бе ккезе
796,abnehmen::V,减少,тӏаса камизе
797,zunehmen::V,增加,гӏемерлъизе
798,steigen::V,上升,бахине
799,wachsen::V,生长,кӏодолъизе
800,glänzen::V,发光,цӏвакизе
801,funkeln::V,闪烁,паркъезе
802,lärmen::V,吵闹,хъудизе
803,lärmen::V,吵闹,чӏиргъдизе
804,läuten::V,响,кьабизе
805,klingeln::V,按铃,кьабизе
806,brausen::V,疾驶,гьалаглъизе
807,klingen::V,听起来,бахъине
808,bellen::V,吠,гъанчдезе
809,heulen::V,嗥,рурудизе
810,blasen::V,吹,гьохьизе
811,pfeifen::V,吹口哨,гьещтӏезе
812,schreien::V,叫喊,ахӏизе
813,schreien::V,叫喊,ахӏдезе
814,stöhnen::V,呻吟,зигардизе
815,zittern::V,颤抖,дарран
816,zittern::V,颤抖,гьаргьадизе
817,leben::V,生存,бетӏербахъизе
818,geboren werden::V,出生,лъугьине
819,atmen::V,呼吸,хӏухьел биччазе
820,trinken::V,喝,гьекъезе
821,essen::V,吃,квине
822,essen::V,吃,кваназе
823,schlucken::V,咽,кӏкӏвине
824,schlucken::V,咽,къулчӏизе
825,müde werden::V,疲倦,сваказе
826,einschlafen::V,入睡,кьижизе
827,einschlafen::V,入睡,гъапуллъизе
828,schlafen::V,睡觉,кьижизе
829,aufwachen::V,睡醒,бигьине
830,aufstehen::V,起床,бахъине
831,aufstehen::V,起床,тӏадебахъине
832,sich erholen::V,休养,хьи бахъизе
833,sich erholen::V,休养,хӏалхьи гьабизе
834,krank werden::V,生病,унтизе
835,krank sein::V,生病,унтизе
836,schmerzen::V,疼痛,унтизе
837,husten::V,咳,хъегӏизе
838,genesen::V,痊愈,лъилъизе
839,sterben::V,死,хвезе
840,umkommen::V,丧命,гьалаглъизе
841,sich bewegen::V,移动,багъаризе
842,sich bewegen::V,移动,багъаргъизе
843,sich rühren::V,动弹,багъаризе
844,sich erheben::V,站起,тӏадебахъине
845,sich erheben::V,站起,бахъине
846,sich setzen::V,坐,гӏодов чӏезе
847,hinfallen::V,跌倒,щапизе
848,laufen::V,步行,хьвадизе
849,schreiten::V,迈步,чӏезе
850,spazierengehen::V,散步,тира-сверизе
851,eilen::V,急忙,ракӏхӏалакине
852,eilen::V,急忙,дуризе
853,sich beeilen::V,赶快,дуризе
854,sich beeilen::V,赶快,гӏедегӏизе
855,sausen::V,疾驰,тӏуризе
856,rennen::V,奔跑,бекеризе
857,springen::V,跳,кӏанцӏизе
858,klettern::V,攀缘,хархадизе
859,schaukeln::V,荡秋千,гьерщезе
860,kriechen::V,爬行,хъурщизе
861,schwimmen::V,游泳,лъедезе
862,tauchen::V,潜水,букъардизе
863,rudern::V,划船,хазе
864,fahren::V,行驶,ине
865,fliegen::V,飞,боржине
866,gehen::V,走,ине
867,weggehen::V,离去,ине
868,abfahren::V,出发,къокъине
869,anhalten::V,停住,чӏезе
870,anhalten::V,停住,тархъизе
871,anhalten::V,停住,лъалхъизе
872,hineingehen::V,进去,тӏаделъугьине
873,eintreten::V,进入,лъугьине
874,kommen::V,来,бачӏине
875,ankommen::V,到达,щвезе
876,ankommen::V,到达,тӏадебачӏине
877,zurückkommen::V,回来,тадбуссине
878,zurückkommen::V,回来,тӏадбуссине
879,bleiben::V,停留,чӏезе
880,bleiben::V,停留,хутӏизе
881,warten::V,等,чӏезе
882,erwarten::V,等候,балагьизе
883,suchen::V,找,балагьизе
884,finden::V,找到,батизе
885,versuchen::V,尝试,хӏалбихьизе
886,vorbereiten::V,预备,хӏадурлъизабизе
887,lieben::V,爱,балай бегьизе
888,mögen::V,喜欢,бокьизе
889,lachen::V,笑,белъизе
890,weinen::V,哭,гӏодизе
891,schimpfen::V,骂,гъанчдезе
892,sich ärgern::V,生气,вагъизе
893,sich ärgern::V,生气,ццида́хине
894,sich fürchten::V,害怕,хӏинкъизе
895,fürchten::V,害怕,беркъазе
896,fürchten::V,害怕,хӏинкъа-къазе
897,fliehen::V,逃走,лъутизе
898,flüchten::V,逃跑,лъутизе
899,sehen::V,看,бихьизе
900,anschauen::V,注视,бертӏамизе
901,anschauen::V,注视,балагьизе
902,ansehen::V,注视,бала-гъалагьизе
903,hören::V,听,рагӏизе
904,zuhören::V,倾听,гӏенеккизе
905,probieren::V,尝,кӏалдиб хъва́зе
906,probieren::V,尝,чӏамизе
907,riechen::V,闻,су́нтӏизе
908,fühlen::V,感到,чӏвазе
909,scheinen::V,照耀,
910,zu sehen sein::V,可以看到,бихьизе
911,vernehmen::V,审讯,рагӏизе
912,frieren::V,觉得冷,цӏорозе
913,tun::V,作,гьабизе
914,können::V,能,кӏвезе
915,können::V,能,лъазе
916,wollen::V,要,бокьизе
917,anfangen::V,开始,байбихьизе
918,beenden::V,结束,тӏубазабизе
919,beenden::V,结束,лъугӏизабизе
920,aufhören::V,停止,бахъизе
921,gelingen::V,成功,бахъизе
922,geraten::V,陷于,бахъизе
923,öffnen::V,打开,рагьизе
924,schließen::V,关,къазе
925,stellen::V,放,чӏвазе
926,setzen::V,放,рекӏинабизе
927,setzen::V,放,гӏодор чӏезаризе
928,legen::V,摆,лъезе
929,berühren::V,触,хъвазе
930,verbinden::V,联结,хьухьине
931,verbinden::V,联结,бухьине
932,bedecken::V,覆盖,кквезе
933,aufhängen::V,挂,базе
934,anzünden::V,点,бакизе
935,anzünden::V,点,рекӏинабизе
936,aufheben::V,拾起,
937,zurücklassen::V,遗留,тезе
938,verlieren::V,丧失,билизабизе
939,fallen lassen::V,让掉下,бортизабизе
940,machen::V,做,гьабизе
941,herstellen::V,生产,гьабизе
942,herstellen::V,生产,хӏадурлъизабизе
943,bauen::V,建造,базе
944,bauen::V,建造,гьабизе
945,reparieren::V,修理,къачӏазе
946,verbessern::V,改进,лъикӏлъизабизе
947,ändern::V,改变,хисизабизе
948,graben::V,挖,бухъизе
949,beugen::V,弯下,хьетӏизабизе
950,biegen::V,弯,гьетӏизабизе
951,drehen::V,转动,тиризабизе
952,drehen::V,转动,свердизабизе
953,wenden::V,转动,бегизе
954,umdrehen::V,转动,бегизе
955,umdrehen::V,转动,бега-битӏизе
956,heben::V,举起,борхизе
957,hochheben::V,抬高,борхалъизабизе
958,hochheben::V,抬高,борхизе
959,ergreifen::V,抓住,кквезе
960,halten::V,拿着,кквезе
961,drücken::V,压,къазе
962,drücken::V,压,къанцӏу́зе
963,drücken::V,压,къвал ба́зе
964,schieben::V,推,хъилдизе
965,kratzen::V,搔,хачазе
966,lecken::V,舔,чӏикӏизе
967,beißen::V,咬,хӏанчӏизе
968,beißen::V,咬,хӏанчӏизабизе
969,abreißen::V,撕下,тӏезе
970,abreißen::V,撕下,тӏезабизе
971,abschneiden::V,切断,къотӏизе
972,binden::V,捆,бухьине
973,stecken::V,插,къазабизе
974,brechen::V,断裂,бекизе
975,klopfen::V,敲,дванкезе
976,hauen::V,揍,базе
977,kleben::V,粘,бацӏцӏине
978,reiben::V,摩擦,хачазе
979,streichen::V,涂,бахине
980,streichen::V,涂,жужазе
981,schleifen::V,拖曳,лъухьизе
982,schneiden::V,切,къотӏизе
983,rütteln::V,颠簸,багъа-бачаризабизе
984,schütteln::V,摇动,кӏобокӏизе
985,schwenken::V,摇动,гьесадизе
986,schwenken::V,摇动,хьвагӏезабизе
987,schütten::V,倒,тӏезе
988,füllen::V,填满,цӏезабизе
989,einwickeln::V,包,жемизе
990,tragen::V,提,баччизе
991,schleppen::V,扛,бехъерхъизе
992,ziehen::V,拉,цӏазе
993,aufbewahren::V,保存,цӏунизе
994,werfen::V,扔,рехизе
995,fangen::V,捕捉,кквезе
996,packen::V,抓住,кквезе
997,verstecken::V,藏,бахчизе
998,teilen::V,分,бикьизе
999,schicken::V,派遣,битӏизе
1000,bringen::V,带来,баччизе
1001,hinzufügen::V,添加,жубазе
1002,bekommen::V,得到,щвезе
1003,erhalten::V,接到,щвезе
1004,erhalten::V,接到,босизе
1005,nehmen::V,拿,босизе
1006,wählen::V,挑选,бищизе
1007,auswählen::V,选择,тӏасабищизе
1008,bewahren::V,保持,цӏунизе
1009,behindern::V,防碍,квекӏен гьабизе
1010,verderben::V,败坏,хвезабизе
1011,beschädigen::V,损坏,галгъазабизе
1012,zerbrechen::V,破碎,щущазабизе
1013,zerreißen::V,撕碎,бихъизе
1014,zerstören::V,毁坏,биххизабизе
1015,verbrennen::V,燃烧,бухӏизе
1016,geben::V,给,кьезе
1017,reichen::V,递给,кьезе
1018,schenken::V,赠送,кьезе
1019,versprechen::V,许诺,назру гьабизе
1020,wünschen::V,祝,бокьизе
1021,loben::V,表扬,беццизе
1022,loben::V,表扬,бецца-бекъизе
1023,küssen::V,亲,баизе
1024,wiegen::V,轻摇,чӏучӏадизабизе
1025,zudecken::V,盖上,тӏадбигъине
1026,wecken::V,唤起,бигьинабизе
1027,zeigen::V,指,бихьизабизе
1028,führen::V,带领,бачине
1029,lehren::V,教,малъизе
1030,lehren::V,教,цӏализабизе
1031,unterrichten::V,讲课,цӏализабизе
1032,aufziehen::V,抚养,гӏезабизе
1033,leiten::V,领导,нухмалъи гьабизе
1034,antreiben::V,催促,гӏедегӏизабизе
1035,lassen::V,让,
1036,einladen::V,邀请,ахӏизе
1037,einladen::V,邀请,тӏадеахӏизе
1038,vereinigen::V,统一,цолъизабизе
1039,besuchen::V,参观,баккизе
1040,besuchen::V,参观,хьвадизе
1041,treffen::V,会面,дандчӏвазе
1042,sich versammeln::V,聚集,данделъизе
1043,sich versammeln::V,聚集,бакӏаризе
1044,spielen::V,玩,басандизе
1045,singen::V,唱歌,ахӏизе
1046,tanzen::V,跳舞,кьурдизе
1047,sich trennen::V,分别,батӏалъизе
1048,verlassen::V,离开,тезе
1049,verlassen::V,离开,рехунтезе
1050,retten::V,救,хвасар гьабизе
1051,retten::V,救,хвасарлъизабизе
1052,bewachen::V,守卫,цӏунизе
1053,schützen::V,保护,цӏунизе
1054,verteidigen::V,保卫,цӏунизе
1055,sich schlagen::V,打架,багъизе
1056,schießen::V,射击,речӏчӏизе
1057,siegen::V,获胜,бергьине
1058,ärgern::V,激怒,вагъизавизе
1059,schlagen::V,打,кьабизе
1060,treten::V,踢,мал тункизе
1061,stechen::V,刺,къазабизе
1062,stoßen::V,撞,тункизе
1063,stoßen::V,撞,хъилдизе
1064,stehlen::V,盗窃,щинкӏизабизе
1065,stören::V,干扰,квекӏен гьабизе
1066,stören::V,干扰,татубахъи гьабизе
1067,belästigen::V,打搅,рахӏатхвезабизе
1068,verbergen::V,隐藏,бахчизе
1069,verbergen::V,隐藏,балъго тезе
1070,täuschen::V,欺骗,божуда рекӏкӏ гьабизе
1071,täuschen::V,欺骗,гуккизе
1072,betrügen::V,欺骗,хӏилла гьабизе
1073,betrügen::V,欺骗,сандирахълъи гьабизе
1074,töten::V,杀,чӏвазе
1075,wohnen::V,居住,яшав гьабизе
1076,arbeiten::V,工作,хӏалтӏизе
1077,sammeln::V,收集,бакӏаризе
1078,pflücken::V,采,бетӏизе
1079,jagen::V,打猎,чан гьабизе
1080,fischen::V,捕鱼,ччугӏа кквезе
1081,fassen::V,捉住,кквезе
1082,hüten::V,守护,кваназабизе
1083,treiben::V,漂,гъезе
1084,anbinden::V,拴,бухьине
1085,füttern::V,喂,кваназабизе
1086,melken::V,挤奶,бечӏчӏизе
1087,hacken::V,剁细,чӏвазе
1088,gießen::V,浇,лъалъазе
1089,reifen::V,成熟,барщизе
1090,kochen::V,煮,белъине
1091,backen::V,烤,базе
1092,braten::V,煎,бежизе
1093,umrühren::V,搅拌,багъаризе
1094,stricken::V,织,хьухьине
1095,nähen::V,缝,букъизе
1096,färben::V,染色,кьер гьабизе
1097,reinigen::V,清洁,бацӏцӏине
1098,waschen::V,洗,чуризе
1099,abwischen::V,擦掉,бацӏцӏине
1100,spülen::V,清洗,хулизе
1101,fegen::V,扫,лъухьизе
1102,kehren::V,打扫,лъухьизе
1103,baden::V,给...洗澡,чордезе
1104,sich waschen::V,洗澡,
1105,ausziehen::V,脱,бахъизе
1106,anziehen::V,穿,ретӏине
1107,sich anziehen::V,穿衣,ретӏине
1108,kämmen::V,梳,хазе
1109,schmücken::V,装饰,чӏухӏизабизе
1110,sagen::V,说,бицине
1111,sprechen::V,说,бицине
1112,reden::V,讲,гаргадизе
1113,sich unterhalten::V,聊天,гаргадизе
1114,fragen::V,问,цӏехезе
1115,fragen::V,问,гьикъизе
1116,bitten::V,请,гьаризе
1117,erzählen::V,叙述,бицине
1118,mitteilen::V,通知,лъазабизе
1119,nennen::V,叫做,цӏар лъезе
1120,rufen::V,叫,ахӏизе
1121,prahlen::V,吹牛,беццаризе
1122,übersetzen::V,翻译,буссинабизе
1123,denken::V,想,ургъизе
1124,glauben::V,以为,божизе
1125,bemerken::V,发觉,берречӏчӏизе
1126,erkennen::V,识别,лъазе
1127,erkennen::V,识别,батӏаго бахъизе
1128,begreifen::V,理解,бичӏчӏизе
1129,verstehen::V,明白,
1130,lernen::V,学,цӏализе
1131,wissen::V,知道,лъазе
1132,sich erinnern an::V,回忆,ракӏалде щвезе
1133,vergessen::V,忘记,кӏочене
1134,messen::V,测量,борцине
1135,zählen::V,数,рикӏкӏине
1136,rechnen::V,计算,рикӏкӏине
1137,lesen::V,读,цӏализе
1138,malen::V,画,бахъизе
1139,zeichnen::V,绘制,бахъизе
1140,schreiben::V,写,хъвазе
1141,besitzen::V,占有,щвезе
1142,besitzen::V,占有,бу́кӏине
1143,kaufen::V,买,босизе
1144,verkaufen::V,卖,бичизе
1145,bezahlen::V,付钱,кьезе
1146,zahlen::V,支付,кьезе
1147,beherrschen::V,统治,
1148,ertragen::V,忍耐,баччизе
1149,vergebens::ADV,,чӏалгӏаде
1150,klirren::V,,зваргъизе
1151,rauschen::V,,шуршудизе
1152,zubereiten::V,,бежа-белъине
