,Concept_ID,sah,pl
106,Wiese::N,ходуһа,łąka
107,Wald::N,ойуур,las
108,Hügel::N,булгунньах,pagórek
109,Anhöhe::N,үрдэл,wzgórze
110,Berg::N,хайа,góra
111,Gipfel::N,чыпчаал,szczyt
112,Gipfel::N,чыпчаал,wierzchołek
113,Höhle::N,хайа_хаспаҕа,pieczara
114,Höhle::N,көҥүс,pieczara
115,Abhang::N,эниэ,stok
116,Abhang::N,эниэ,zbocze
117,Quelle::N,дьүүктэ,zdrój
118,Quelle::N,дьүүктэ,źródło
119,Bach::N,үрүйэ,potok
120,Bach::N,үрүйэ,strumień
121,Fluss::N,өрүс,rzeka
122,Ufer::N,биэрэк,brzeg
123,Küste::N,кытыл,wybrzeże
124,Festland::N,кураанах сир,ląd
125,Meer::N,муора,morze
126,Bucht::N,хомо,zatoka
127,Bucht::N,бухта,zatoka
128,Insel::N,арыы,wyspa
129,Blume::N,сибэкки,kwiat
130,Gras::N,от,trawa
131,Wurzel::N,силис,korzeń
132,Baum::N,мас,drzewo
133,Stamm::N,умнас,pień
134,Rinde::N,хатырык,kora
135,Ast::N,мутук,gałąź
136,Zweig::N,лабаа,gałąź
137,Blatt::N,сэбирдэх,liść
138,Birke::N,хатыҥ,brzoza
139,Kiefer[Baum]::N,бэс,sosna
140,Weide[Baum]::N,үөт,wierzba
141,Weide[Baum]::N,талах,wierzba
142,Tanne::N,харыйа,jodła
143,Horn::N,муос,róg
144,Feder::N,куорсун,pióro
145,Fell::N,тирии,futro
146,Flügel::N,кынат,skrzydło
147,Klaue::N,тыҥырах,szpon
148,Kralle::N,баппаҕай,pazur
149,Schwanz::N,кутурук,ogon
150,Ei::N,сымыыт,jajko
151,Nest::N,уйа,gniazdo
152,Bau::N,хороон,nora
153,Tier::N,кыыл,zwierzę
154,Tier::N,харамай,zwierzę
155,Herde::N,үөр,stado
156,Herde::N,үөр,trzoda
157,Kuh::N,ынах,krowa
158,Bulle::N,оҕус,byk
159,Pferd::N,сылгы,koń
160,Schaf::N,овца,owca
161,Schwein::N,сибиинньэ,świnia
162,Hund::N,ыт,pies
163,Katze::N,куоска,kot
164,Katze::N,куоска,kotka
165,Bär::N,эһэ,niedźwiedż
166,Eichhörnchen::N,тииҥ,wiewiórka
167,Elch::N,тайах,łóś
168,Fuchs::N,саһыл,lis
169,Hase::N,куобах,zając
170,Maus::N,кутуйах,mysz
171,Wolf::N,бөрө,wilk
172,Vogel::N,көтөр,ptak
173,Schwarm::N,бөлөх,stado
174,Huhn::N,куурусса,kura
175,Hahn::N,бөтүүк,kogut
176,Gans::N,хаас,gęś
177,Adler::N,хотой,orzeł
178,Ente::N,кус,kaczka
179,Eule::N,мэкчиргэ,sowa
180,Kranich::N,туруйа,żuraw
181,Krähe::N,тураах,wrona
182,Kuckuck::N,кэҕэ,kukułka
183,Schwan::N,куба,łabędż
184,Fisch::N,балык,ryba
185,Barsch::N,алыһар,okoń
186,Hecht::N,сордон,szczupak
187,Schlange[Tier]::N,моҕой,wąż
188,Schlange[Tier]::N,моҕой,żmija
189,Schlange[Tier]::N,эриэн үөн,wąż
190,Schlange[Tier]::N,эриэн үөн,żmija
191,Wurm::N,үөн,robak
192,Spinne::N,ооҕуй,pająk
193,Ameise::N,кымырдаҕас,mrówka
194,Laus::N,быт,wesz
195,Mücke::N,кумаар,komar
196,Fliege::N,сахсырҕа,mucha
197,Schmetterling::N,лыах,motyl
198,Schmetterling::N,үрүмэччи,motyl
199,Beere::N,отон,jagoda
200,Apfel::N,яблоко,jabłko
201,Pilz::N,тэллэй,grzyb
202,Zwiebel::N,луук,cebula
203,Saat::N,сиэмэ,siew
204,Korn::N,сиэмэ,ziarno
205,Heu::N,от,siano
206,Schale::N,хах,łupina
207,Grube::N,дьаама,dół
208,Grube::N,дьаама,jama
209,Falle::N,сохсо,pułapka
210,Schlinge::N,уктаа,sidła
211,Spur::N,суол,ślad
212,Asche::N,күл,popiół
213,Dreck::N,бадараан,brud
214,Eisen::N,тимир,żelazo
215,Gold::N,көмүс,złoto
216,Gold::N,кыһыл көмүс,złoto
217,Silber::N,көмүс,srebro
218,Silber::N,үрүҥ көмүс,srebro
219,Kohle::N,чох,węgiel
220,Glas::N,өстүөкүлэ,szkło
221,Lehm::N,туой,glina
222,Sand::N,кумах,piasek
223,Mensch::N,киһи,człowiek
224,Mann::N,эр,mężczyzna
225,Frau::N,дьахтар,kobieta
226,Kind::N,оҕо,dziecko
227,Junge::N,уол,chłopak
228,Junge::N,уол,chłopiec
229,Mädchen::N,кыыс оҕо,dziewczynka
230,Familie::N,кэргэн,rodzina
231,Großvater::N,эһэ,dziadek
232,Großmutter::N,эбэ,babka
233,Eltern::N,аҕа-ийэ,rodzice
234,Vater::N,аҕа,ojciec
235,Mutter::N,ийэ,matka
236,Sohn::N,уол,syn
237,Tochter::N,кыыс,córka
238,Bruder::N,убай,brat
239,Bruder::N,быраат,brat
240,Schwester::N,аҕас,siostra
241,Schwester::N,балыс,siostra
242,Onkel::N,таай,wuj
243,Onkel::N,таай,stryj
244,Onkel::N,абаҕа,wuj
245,Onkel::N,абаҕа,stryj
246,Tante::N,эдьиий,ciotka
247,Ehemann::N,эр,mąż
248,Ehefrau::N,ойох,żona
249,Freude::N,үөрүү,radość
250,Gelächter::N,күлүү,śmiech
251,Glück::N,дьол,szczęście
252,Glück::N,соргу,szczęście
253,Kummer::N,кутурҕан,zmartwienie
254,Wunsch::N,баҕарыы,życzenie
255,Lust::N,баҕа,chęć
256,Lust::N,баҕа,ochota
257,Geist::N,тыын,duch
258,Gedanke::N,санаа,myśl
259,Gedächtnis::N,өй,pamięć
260,Verstand::N,өй,rozum
261,Sinn::N,суолта,zmysł
262,Grund::N,төрүөт,powód
263,Wahrheit::N,кырдьык,prawda
264,Gespräch::N,бэсиэдэ,rozmowa
265,Gespräch::N,кэпсэтии,rozmowa
266,Märchen::N,остуоруйа,bajka
267,Erzählung::N,кэпсээн,opowiadanie
268,Nachricht::N,биллэриллии,wiadomość
269,Neuigkeit::N,сонун,nowina
270,Name::N,аат,imię
271,Rätsel::N,таабырын,zagadka
272,Rede::N,этии,mowa
273,Sprache::N,тыл,język
274,Stimme::N,куолас,głos
275,Wort::N,тыл,słowo
276,Zeichen::N,бэлиэ,znak
277,Ruf::N,ыҥырыы,wołanie
278,Lärm::N,айдаан,hałas
279,Lärm::N,айдаан,zgiełk
280,Laut::N,тыас,dźwięk
281,Ton::N,дорҕоон,ton
282,Ton::N,дорҕоон,dźwięk
283,Lied::N,ырыа,pieśń
284,Lied::N,ырыа,piosenka
285,Ruhe::N,уу чуумпу,spokój
286,Leute::N,дьон,ludzie
287,Volk::N,дьон,naród
288,Volk::N,норуот,naród
289,Arbeit::N,үлэ,praca
290,Arbeit::N,үлэ,robota
291,Gast::N,ыалдьыт,gość
292,Geschenk::N,бэлэх,prezent
293,Geschenk::N,бэлэх,podarunek
294,Spiel::N,оонньуу,gra
295,Spiel::N,оонньуу,zabawa
296,Gesellschaft::N,общество,towarzystwo
297,Hilfe::N,көмө,pomoc
298,Freund::N,доҕор,przyjaciel
299,Kamerad::N,атас,kolega
300,Angelegenheit::N,дьыала,sprawa
301,Anzahl::N,ахсаан,ilość
302,Art::N,биис,rodzaj
303,Stück::N,кырбас,kawałek
304,Teil::N,ирээт,część
305,Hälfte::N,аҥар,połowa
306,Kreis::N,төгүрүк,krąg
307,Kreis::N,төгүрүмтэ,krąg
308,Kreuz::N,кириэс,krzyż
309,Linie::N,сурааһын,linia
310,Strich::N,сурааһын,kreska
311,Abstand::N,арыт,odstęp
312,Entfernung::N,ыраах,odległość
313,Gegend::N,сир,okolica
314,Platz::N,арыт,miejsce
315,Ort::N,сир,miejsce
316,Seite::N,өрүт,bok
317,Seite::N,өрүт,strona
318,Seite::N,сирэй,bok
319,Seite::N,сирэй,strona
320,Mitte::N,орто,środek
321,Gegenstand::N,предмет,przedmiot
322,Sache::N,мал,rzecz
323,Rand::N,кытыы,skraj
324,Rand::N,кытыы,krawędź
325,Rand::N,ойоҕос,skraj
326,Rand::N,ойоҕос,krawędź
327,Kante::N,кырыы,kant
328,Kante::N,кырыы,krawędź
329,Ecke::N,муннук,róg
330,Spitze::N,чыпчаал,ostrze
331,Ende::N,төбө,koniec
332,Loch::N,тэһэҕэс,dziura
333,Loch::N,дьөлөҕөс,dziura
334,Winkel::N,муннук,kąt
335,Winkel::N,муннук,kącik
336,Muster::N,оһуор,wzór
337,Größe::N,кээмэй,rozmiar
338,Größe::N,кээмэй,wielkość
339,Länge::N,уста,długość
340,Höhe::N,үрдүк,wysokość
341,Gewicht::N,ыйааһын,ciężar
342,Menge::N,ахсаан,ilość
343,Haufen::N,чөмчөх,kupa
344,Reihe::N,кэккэ,rząd
345,Reihe::N,кэккэ,szereg
346,Boot::N,оҥочо,łódź
347,Boot::N,оҥочо,łódka
348,Ruder::N,эрдии,wiosło
349,Schlitten::N,сыарҕа,sanki
350,Ski::N,хайыһар,narta
351,Lagerfeuer::N,кутаа,ognisko
352,Last::N,ыарахан,ciężar
353,Last::N,ыарахан,brzemię
354,Gang::N,хаамыы,chód
355,Schritt::N,хардыы,krok
356,Norden::N,хоту,północ
357,Süden::N,соҕуруу,południe
358,Westen::N,арҕаа,zachód
359,Osten::N,илин,wschód
360,Holz::N,мас,drzewo
361,Brett::N,дуоска,deska
362,Brett::N,хаптаһын,deska
363,Platte::N,билиитэ,płyta
364,Stütze::N,тулааһын,podpora
365,Stange::N,ураҕас,drąg
366,Stange::N,ураҕас,żerdź
367,Stock::N,мас,kij
368,Stock::N,мас,laska
369,Stock::N,баалкы,kij
370,Stock::N,баалкы,laska
371,Stab::N,ураҕас,pręt
372,Rohr::N,турба,rura
373,Haus::N,дьиэ,dom
374,Heim::N,дьиэ,dom
375,Ofen::N,оһох,piec
376,Fußboden::N,муоста,podłoga
377,Tisch::N,остуол,stół
378,Stuhl::N,устуул,krzesło
379,Wiege::N,биһик,kołyska
380,Bett::N,кырабаат,łóżko
381,Bett::N,кырабаат,pościel
382,Regal::N,долбуур,regał
383,Kiste::N,дьааһык,skrzynia
384,Fenster::N,түннүк,okno
385,Tür::N,аан,drzwi
386,Tor::N,аан,brama
387,Zaun::N,соппулуот,płot
388,Zaun::N,соппулуот,parkan
389,Dach::N,кырыыса,dach
390,Leiter::N,кирилиэс,drabina
391,Besen::N,миинньик,miotła
392,Spaten::N,күрдьэх,rydel
393,Schaufel::N,күрдьэх,łopata
394,Gabel::N,биилкэ,widelec
395,Löffel::N,луоска,łyżka
396,Messer::N,быһах,nóż
397,Nagel::N,тоһоҕо,gwóźdź
398,Netz::N,илим,sieć
399,Haken::N,көхө,hak
400,Griff::N,ук,chwyt
401,Griff::N,тутаах,chwyt
402,Schloss::N,күлүүс,zamek
403,Bild::N,хартыына,obraz
404,Figur::N,фигура,figura
405,Puppe::N,куукула,lalka
406,Beutel::N,мөһөөччук,torba
407,Bündel::N,баайыы,wiązka
408,Tasche::N,суумка,torba
409,Eimer::N,биэдэрэ,kubeł
410,Eimer::N,биэдэрэ,wiadro
411,Deckel::N,хаппах,przykrywka
412,Geschirr::N,иһит,statki
413,Geschirr::N,иһит,naczynia
414,Sack::N,куул,worek
415,Tasse::N,сэлиэнэй,filiżanka
416,Topf::N,көстүрүүҥкэ,garnek
417,Kessel::N,хочуол,kocioł
418,Essen::N,аһылык,jedzenie
419,Nahrung::N,ас,pokarm
420,Nahrung::N,ас,pożywienie
421,Speise::N,аһылык,potrawa
422,Speise::N,аһылык,jedzenie
423,Fleisch::N,эт,mięso
424,Getreide::N,злактар,zboże
425,Brei::N,хааһы,kasza
426,Brot::N,килиэп,chleb
427,Scheibe::N,куһуок,kromka
428,Fett::N,сыа,tłuszcz
429,Butter::N,арыы,masło
430,Öl::N,арыы,olej
431,Salz::N,туус,sól
432,Suppe::N,мин,zupa
433,Honig::N,мүөт,miód
434,Milch::N,үүт,mleko
435,Tee::N,чэй,herbata
436,Leder::N,тирии,skóra
437,Wolle::N,түү,wełna
438,Stoff::N,таҥас,tkanina
439,Stoff::N,таҥас,materiał
440,Nadel::N,иннэ,igła
441,Faden::N,сап,nić
442,Faden::N,сап,nitka
443,Knopf::N,тимэх,guzik
444,Knoten::N,түмүк,węzeł
445,Farbe::N,кырааска,farba
446,Kleidung::N,таҥас,odzież
447,Hemd::N,ырбаахы,koszula
448,Kragen::N,саҕа,kołnierz
449,Ärmel::N,сиэх,rękaw
450,Hose::N,ыстаан,spodnie
451,Hose::N,бүрүүкэ,spodnie
452,Gürtel::N,кур,pasek
453,Mütze::N,бэргэһэ,czapka
454,Schuh::N,бачыыҥка,but
455,Schuh::N,бачыыҥка,bucik
456,Stiefel::N,саппыкы,but
457,Stiefel::N,саппыкы,kozak
458,Ring::N,биһилэх,pierścień
459,Band::N,лиэнтэ,wstęga
460,Kamm::N,тараах,grzebień
461,Spiegel::N,сиэркилэ,lustro
462,Riemen::N,кур,rzemień
463,Schnur::N,быа,sznur
464,Leine::N,тэһиин,smycz
465,Decke::N,суорҕан,kołdra
466,Kissen::N,сыттык,poduszka
467,Tuch::N,былаат,chustka
468,Handtuch::N,соттор,ręcznik
469,Kraft::N,сыра,moc
470,Kraft::N,сыра,siła
471,Stärke::N,күүс,moc
472,Stärke::N,күүс,siła
473,Gesundheit::N,доруобуйа,zdrowie
474,Krankheit::N,ыарыы,choroba
475,Schmerz::N,ыарыы,ból
476,Wunde::N,баас,rana
477,Fieber::N,түрүлгэн,gorączka
478,Fieber::N,лихорадка,gorączka
479,Fieber::N,температура,gorączka
480,Arznei::N,эмп,lekarstwo
481,Brücke::N,күргэ,most
482,Brunnen::N,холуодьас,studnia
483,Weide::N,мэччирэҥ,pastwisko
484,Pfad::N,ыллык,ścieżka
485,Weg::N,суол,droga
486,Straße::N,суол,ulica
487,Dorf::N,дэриэбинэ,wieś
488,Stadt::N,куорат,miasto
489,Brief::N,сурук,list
490,Buch::N,кинигэ,książka
491,Buchstabe::N,буква,litera
492,Zeitung::N,хаһыат,gazeta
493,Zeitung::N,хаһыат,dziennik
494,Leben::N,тыын,życie
495,Tod::N,өлүү,śmierć
496,Grab::N,иин,grób
497,Kirche::N,таҥара дьиэтэ,kościół
498,Sünde::N,айыы,grzech
499,Gott::N,тангара,bóg
500,Arbeiter::N,үлэһит,robotnik
501,Chef::N,баһылык,szef
502,Chef::N,начальник,szef
503,Meister::N,уус,mistrz
504,Meister::N,уус,majster
505,Meister::N,маастар,mistrz
506,Meister::N,маастар,majster
507,Arzt::N,врач,lekarz
508,Lehrer::N,учуутал,nauczyciel
509,Geld::N,харчы,pieniądze
510,Geschäft::N,идэ,sprawa
511,Geschäft::N,идэ,interes
512,Laden::N,маҕаһыын,sklep
513,Preis::N,сыана,cena
514,Ware::N,табаар,towar
515,Nutzen::N,туһа,pożytek
516,Reichtum::N,баай,bogactwo
517,Welt::N,аан дойду,świat
518,Land::N,дойду,kraj
519,Staat::N,государство,państwo
520,König::N,король,król
521,Macht::N,былаас,władza
522,Grenze::N,кыраныысса,granica
523,Krieg::N,сэрии,wojna
524,Feind::N,өстөөх,wróg
525,Gewalt::N,күүһүлээһин,władza
526,Kampf::N,охсуһуу,bój
527,Kampf::N,охсуһуу,walka
528,Bogen[Waffe]::N,ох,łuk
529,Pfeil::N,ох,strzała
530,Gewehr::N,саа,karabin
531,Fehler::N,сыыһа,błąd
532,Lüge::N,сымыйа,kłamstwo
533,Schaden::N,хоромньу,szkoda
534,Unglück::N,алдьархай,nieszczęście
535,Schuld::N,буруй,wina
536,Alter::N,саас,wiek
537,Schluss::N,тиһэх,koniec
538,Schluss::N,тиһэх,zakończenie
539,Zeit::N,бириэмэ,czas
540,Tag::N,күн,dzień
541,Morgen::N,сарсыарда,ranek
542,Morgen::N,сарсыарда,poranek
543,Mittag::N,күн ортото,południe
544,Abend::N,киэһэ,wieczór
545,Nacht::N,түүн,noc
546,Woche::N,нэдиэлэ,tydzień
547,Monat::N,ый,miesiąc
548,Jahr::N,сыл,rok
549,Jahr::N,дьыл,rok
550,Frühling::N,саас,wiosna
551,Sommer::N,сайын,lato
552,Herbst::N,күһүн,jesień
553,Winter::N,кыһын,zima
554,Januar::N,тохсунньу,styczeń
555,Februar::N,олунньу,luty
556,März::N,кулун тутар,marzec
557,April::N,муус устар ый,kwiecień
558,Mai::N,ыам ыйа,maj
559,Juni::N,бэс ыйа,czerwiec
560,Juli::N,от ыйа,lipiec
561,August::N,атырдьах ыйа,sierpień
562,September::N,балаҕан ыйа,wrzesień
563,Oktober::N,алтынньы,październik
564,November::N,сэтинньи,listopad
565,Dezember::N,ахсынньы,grudzień
566,Montag::N,бэнидиэнньик,poniedziałek
567,Dienstag::N,оптуорунньук,wtorek
568,Mittwoch::N,сэрэдэ,środa
569,Donnerstag::N,чэппиэр,czwartek
570,Freitag::N,бээтинсэ,piątek
571,Samstag::N,субуота,sobota
572,Sonntag::N,баскыһыанньа,niedziela
573,groß::A,бөдөҥ,duży
574,groß::A,бөдөҥ,wielki
575,groß::A,улахан,duży
576,groß::A,улахан,wielki
577,klein::A,кыр,mały
578,lang::A,уһун,długi
579,kurz::A,кылгас,krótki
580,breit::A,кэтит,szeroki
581,schmal::A,кыараҕас,wąski
582,dicht::A,хойуу,gęsty
583,dick[Gegenstand]::A,суон,gruby
584,dick[Gegenstand]::A,хойуу,gruby
585,dünn::A,чараас,cienki
586,fein::A,бытархай,drobny
587,fein::A,синньигес,drobny
588,fest::A,бөҕө,mocny
589,fest::A,бөҕө,twardy
590,fest::A,кытаанах,mocny
591,fest::A,кытаанах,twardy
592,flach::A,хаптаҕай,płaski
593,glatt::A,кылааккай,gładki
594,hart::A,хатан,twardy
595,hart::A,кытаанах,twardy
596,weich::A,сымнаҕас,miękki
597,rund::A,төгүрүк,okrągły
598,spitz::A,сытыы,spiczasty
599,spitz::A,уһуктаах,spiczasty
600,scharf::A,сытыы,ostry
601,stumpf::A,сыппах,tępy
602,schwer::A,ыарахан,ciężki
603,schön::A,кыраһыабай,ładny
604,schön::A,кыраһыабай,piękny
605,heiß::A,итии,gorący
606,warm::A,ичигэс,ciepły
607,kalt::A,тымныы,zimny
608,kühl::A,сөрүүн,chłodny
609,frisch::A,ыраас,świeży
610,frisch::A,сөрүүн,świeży
611,frisch::A,тымныы,świeży
612,feucht::A,сииктээх,wilgotny
613,nass::A,инчэҕэй,mokry
614,trocken::A,кураан,suchy
615,voll::A,толору,pełny
616,leer::A,иччитэх,pusty
617,leer::A,иччитэх,próżny
618,offen::A,аһаҕас,otwarty
619,geschlossen::A,бүтэй,zamknięty
620,sauber::A,сэбэр,czysty
621,schmutzig::A,кирдээх,brudny
622,roh::A,сиикэй,surowy
623,reif::A,буспут,dojrzały
624,reif::A,сиппит-хоппут,dojrzały
625,lecker::A,минньигэс,smaczny
626,süß::A,минньигэс,słodki
627,bitter::A,аһыы,gorzki
628,sauer::A,аһыы,kwaśny
629,hell::A,сырдык,jasny
630,dunkel::A,хараҥа,ciemny
631,schwarz::A,хара,czarny
632,weiß::A,үрүҥ,biały
633,weiß::A,маҥан,biały
634,rot::A,кыһыл,czerwony
635,gelb::A,саһархай,żółty
636,blau::A,күөх,błękitny
637,blau::A,күөх,niebieski
638,grün::A,күөх,zielony
639,grün::A,от күөҕэ,zielony
640,grau::A,сиэрэй,szary
641,bunt::A,эриэн,barwny
642,billig::A,чэпчэки,tani
643,teuer::A,сыаналаах,drogi
644,wertvoll::A,сыаналаах,cenny
645,blind::A,хараҕа суох,ślepy
646,taub::A,дьүлэй,głuchy
647,kräftig::A,модун,mocny
648,stark::A,күүстээх,silny
649,schwach::A,мөлтөх,słaby
650,fett::A,эмис,tłusty
651,schlank::A,дьылҕан,smukły
652,schlank::A,дьыпсаҕай,smukły
653,hübsch::A,олус кэрэ,ładny
654,hübsch::A,көрүөхтэн үчүгэй,ładny
655,böse::A,өһүөннээх,zły
656,dumm::A,акаары,głupi
657,faul::A,нэс,leniwy
658,fleißig::A,кыһамньылаах,pilny
659,geizig::A,иҥсэлээх,skąpy
660,klug::A,өйдөөх,mądry
661,geschickt::A,наһаа дьоҕурдаах,zręczny
662,lieb::A,тапталлаах,miły
663,lustig::A,көрдөөх,wesoły
664,sanft::A,намчы,łagodny
665,sanft::A,сымнаҕас,łagodny
666,hungrig::A,аччык,głodny
667,krank::A,ыалдьар,chory
668,nackt::A,сыгынньах,nagi
669,traurig::A,санаарҕабыллаах,smutny
670,lebendig::A,тыыннаах,żywy
671,gut::A,үтүө,dobry
672,gut::A,үчүгэй,dobry
673,schlecht::A,куһаҕан,zły
674,richtig::A,сөп,słuszny
675,richtig::A,сөп,właściwy
676,schlimm::A,сидьиҥ,zły
677,schlimm::A,быдьар,zły
678,wahr::A,кырдьык,prawdziwy
679,alt::A,былыргы,stary
680,neu::A,саҥа,nowy
681,ehemalig::A,урукку,były
682,alt[Lebewesen]::A,кырдьаҕас,stary
683,jung::A,эдэр,młody
684,arm::A,дьадаҥы,ubogi
685,arm::A,дьадаҥы,biedny
686,reich::A,баай,bogaty
687,bekannt::A,билэр,znany
688,berühmt::A,аатырбыт,słynny
689,fremd::A,атын,obcy
690,fremd::A,атын,cudzy
691,verschieden::A,араас,różny
692,nah::A,чугас,bliski
693,fern::A,ыраах,daleki
694,linker::A,хаҥас,lewy
695,rechter::A,уҥа,prawy
696,anderer::A,атын,inny
697,erster::A,маҥнайгы,pierwszy
698,zweiter::A,иккис,drugi
699,dritter::A,үһүс,trzeci
700,letzter::A,тиһэх,ostatni
701,allein::ADV,соҕотох,sam
702,auf einmal::ADV,биирдэ,naraz
703,zusammen::ADV,холбуу,razem
704,lange::ADV,уһуннук,długo
705,plötzlich::ADV,эмискэ,nagle
706,sofort::ADV,тута,natychmiast
707,später::ADV,хойут,później
708,jetzt::ADV,билигин,teraz
709,jetzt::ADV,билигин,obecnie
710,heute::ADV,бүгүн,dziś
711,heute::ADV,бүгүн,dzisiaj
712,morgen::ADV,сарсын,jutro
713,bald::ADV,өтөр,wkrótce
714,dann::ADV,кэнна,potem
715,gestern::ADV,бэҕэһээ,wczoraj
716,einst::ADV,биир төгүл,kiedyś
717,einst::ADV,биир төгүл,niegdyś
718,einst::ADV,арай биирдэ,kiedyś
719,einst::ADV,арай биирдэ,niegdyś
720,damals::ADV,оччоҕо,wtedy
721,damals::ADV,оччоҕо,wówczas
722,danach::ADV,аары,następnie
723,danach::ADV,ол кэнниттэн,następnie
724,vorher::ADV,урут,przedtem
725,zuerst::ADV,маҥнай,naprzód
726,zuerst::ADV,маҥнай,najpierw
727,einmal::ADV,биирдэ,raz
728,manchmal::ADV,арыт,czasem
729,oft::ADV,чаастатык,często
730,immer::ADV,мэлдьи,zawsze
731,niemals::ADV,хаһан да,nigdy
732,hier::ADV,маныаха,tu
733,hier::ADV,маныаха,tutaj
734,hierhin::ADV,бэттэх,tu
735,von hier::ADV,мантан,stąd
736,dort::ADV,онно,tam
737,dorthin::ADV,онно,tam
738,geradeaus::ADV,быһа,prosto
739,geradeaus::ADV,быһаччы,prosto
740,vorwärts::ADV,инники,naprzód
741,rückwärts::ADV,төттөру,wstecz
742,zurück::ADV,төттөрү,z powrotem
743,unten::ADV,аллара,u dołu
744,unten::ADV,аллара,na dole
745,hinab::ADV,аллара,na_dół
746,hinab::ADV,аллара,w_dół
747,oben::ADV,үөһэ,w górze
748,oben::ADV,үөһэ,na górze
749,hinauf::ADV,өрө,w górę
750,hinauf::ADV,өрө,na górę
751,hinauf::ADV,үөһэ,w górę
752,hinauf::ADV,үөһэ,na górę
753,überall::ADV,бэйдиэ,wszędzie
754,nicht::ADV,буолбатах,nie
755,ein wenig::ADV,кыратык,trochę
756,kaum::ADV,нэһиилэ,ledwie
757,kaum::ADV,нэһиилэ,prawie nie
758,sehr::ADV,бэрт,bardzo
759,sehr::ADV,наһаа,bardzo
760,so::ADV,оччо,tak
761,so::ADV,оннук,tak
762,noch::ADV,өссө,jeszcze
763,nur::ADV,эрэ,tylko
764,nur::ADV,сыччах,tylko
