,Concept_ID,av,mhr
689,schlimm::A,къабихӏаб,тыра́н
690,wahr::A,хӏакъаб,чы́нле
691,wahr::A,хӏакъаб,настоя́щий
692,wahr::A,битӏараб,чы́нле
693,wahr::A,битӏараб,настоя́щий
694,alt::A,басрияб,то́што
695,neu::A,цӏияб,у
696,ehemalig::A,цебе́госеб,о́нчычсо
697,ehemalig::A,цебе́госеб,онда́кысе
698,alt[Lebewesen]::A,хераб,шо́нто
699,jung::A,тӏинчӏаб,са́мырык
700,jung::A,гӏолохъанаб,са́мырык
701,arm::A,пакъираб,нужна́
702,reich::A,бечедаб,поя́н
703,bekannt::A,лъалеб,па́лыме
704,berühmt::A,машгьураб,лӱ́млӧ
705,fremd::A,чияр,йот
706,verschieden::A,батӏи-батӏияб,тӱ́рлӧ
707,nah::A,гӏагарда бугеб,ли́шыл
708,fern::A,рикӏкӏадаб,тора́
709,fern::A,рикӏкӏадаб,мӱ́ндыр
710,linker::A,квегӏаб,шола́
711,rechter::A,кваранаб,пурла́
712,anderer::A,батӏияб,вес
713,anderer::A,батӏияб,мо́ло
714,erster::A,тӏоцебесеб,и́кымше
715,zweiter::A,кӏиабилеб,ко́кымшо
716,dritter::A,лъабабилеб,ку́мшо
717,letzter::A,ахирисеб,пыта́ртыш
718,allein::ADV,ялгъузго,шкет
719,auf einmal::ADV,цихӏинтӏаго,икана́ште
720,zusammen::ADV,цойида,пырля́
721,plötzlich::ADV,цойидасанго,кенета́
722,sofort::ADV,гьебсагӏат,кызыта́к
723,jetzt::ADV,гьанже,ы́нде
724,jetzt::ADV,гьанже,кы́зыт
725,heute::ADV,жакъа,та́че
726,morgen::ADV,метер,эрла́
727,bald::ADV,гьабсагӏаталъ,вашке́
728,dann::ADV,цинги,вара́
729,gestern::ADV,сон,теҥге́че
730,einst::ADV,цин,икана́
731,damals::ADV,гьебмехалъ,туна́м
732,damals::ADV,гьебмехалда,туна́м
733,danach::ADV,цинги,вара́
734,danach::ADV,хадуса,вара́
735,vorher::ADV,цебе,о́нчыч
736,zuerst::ADV,тӏоцебе,онда́к
737,einmal::ADV,цинцӏул,икана́
738,einmal::ADV,цихӏин,икана́
739,einmal::ADV,цоцӏул,икана́
740,manchmal::ADV,олоцӏул,ка́шын
741,manchmal::ADV,олоцӏул,кокла́н
742,oft::ADV,гӏемерго,чӱ́чкыдын
743,immer::ADV,кидаго,эре́
744,immer::ADV,кидаго,ту́тыш
745,niemals::ADV,киданиги,ок нигуна́м
746,hier::ADV,аниб,ты́ште
747,hierhin::ADV,анибехун,ты́шке
748,hierhin::ADV,анибехун,тыш
749,von hier::ADV,гьаниса,тыше́ч
750,von hier::ADV,гьаниса,тыве́ч
751,dort::ADV,гьениб,ту́што
752,dorthin::ADV,гьадаба,туш
753,dorthin::ADV,гьадаба,ту́шко
754,geradeaus::ADV,битӏутӏа,вик
755,vorwärts::ADV,цебехун,о́нчыко
756,rückwärts::ADV,нахъ-нахъ,шеҥге́к
757,zurück::ADV,нахъе,мӧҥге́ш
758,unten::ADV,ахакь,ӱ́лнӧ
759,unten::ADV,ахакь,йыма́лне
760,unten::ADV,гъоркь,ӱ́лнӧ
761,unten::ADV,гъоркь,йыма́лне
762,hinab::ADV,эхебе,йыма́к
763,oben::ADV,тӏад,кӱ́шнӧ
764,oben::ADV,тӏад,ӱмба́лне
765,oben::ADV,тӏадехун,кӱ́шнӧ
766,oben::ADV,тӏадехун,ӱмба́лне
767,hinauf::ADV,эхеде,кӱ́ш
768,hinauf::ADV,эхеде,кӱ́шкӧ
769,überall::ADV,кибго,чыла́ вере́
770,ein wenig::ADV,дагьабго,изи́ш
771,kaum::ADV,хӏалалъ,пыкше́
772,sehr::ADV,кутакалда,чот
773,so::ADV,гьедин,тыге́
774,noch::ADV,жеги,а́ле
775,nur::ADV,гӏӣцӏго,гына́
776,wieder::ADV,на́хъеги,ада́к
777,vergebens::ADV,чӏалгӏаде,ара́м
778,vor::PRP,цебе,о́нчыч
779,hinter::PRP,хадуса,шеҥге́лне
780,unter::PRP,ахакь,йыма́лне
781,unter::PRP,гъоркь,йыма́лне
782,neben::PRP,аскӏо,вокте́н
783,zwischen::PRP,гьоркьоб,кокла́ште
784,wegen::PRP,гьелда,верч
785,dies::PRN,гьаб,ти́де
786,dies::PRN,гьеб,ти́де
787,das::PRN,доб,са́де
788,ich::PRN,дун,мый
789,du::PRN,дуца,тый
790,er::PRN,доб,ту́до
791,wir::PRN,ниж,ме
792,ihr::PRN,нуж,те
793,sie::PRN,дол,ну́но
794,sie::PRN,эл,ну́но
795,was::FPRN,щиб,мо
796,wer::FPRN,щиб,кӧ
797,wo::FADV,киб,куша́н
798,wo::FADV,кибехун,куша́н
799,wohin::FADV,кибехун,куш
800,wohin::FADV,кибехун,ку́шко
801,wie::FADV,кин,кузе́
802,warum::FADV,щай,мо
803,warum::FADV,щай,мола́н
804,wieviel::FNUM,кигӏан,куна́р
805,eins::NUM,цо,ик
806,zwei::NUM,кӏиго,ко́кыт
807,drei::NUM,лъабго,кум
808,vier::NUM,ункъо,ныл
809,fünf::NUM,щуго,вич
810,sechs::NUM,анлъго,куд
811,sieben::NUM,анкьго,шым
812,acht::NUM,микьго,канда́ш
813,neun::NUM,ичӏго,инде́ш
814,zehn::NUM,анцӏго,лу
815,elf::NUM,анцӏила цо,лати́к
816,zwölf::NUM,кӏиго-анцӏила,латко́к
817,zwanzig::NUM,къого,ко́ло
818,dreißig::NUM,лъеберго,ку́мло
819,vierzig::NUM,кӏикъого,ны́лле
820,fünfzig::NUM,кӏикъо́ялда анцӏго,ви́тле
821,sechzig::NUM,лъабкъого,ку́дло
822,siebzig::NUM,лъабкъо́ялда анцӏго,шы́мле
823,achtzig::NUM,ункъого,канда́шле
824,neunzig::NUM,ункъоялда а́нцӏила,инде́шле
825,hundert::NUM,нусго,шӱ́дӧ
826,tausend::NUM,азарго,тӱже́м
827,und::CNJ,ва,да
828,und::CNJ,ва,ден
829,und::CNJ,-ги,да
830,und::CNJ,-ги,ден
831,oder::CNJ,ялъуни,я
832,oder::CNJ,ялъуни,а́ле
833,stehen::V,бахъунчӏезе,шога́ш
834,sitzen::V,гӏодов чӏезе,шинча́ш
835,liegen::V,бегизе,кия́ш
836,hängen::V,базе,кеча́ш
837,werden::V,бахъине,лия́ш
838,passieren::V,лъугьине,лия́ш
839,passieren::V,лъугьа-бахъине,лия́ш
840,beginnen::V,байбихьизе,тӱҥгала́ш
841,enden::V,лъугӏизе,пыта́ш
842,wechseln::V,хиса-басизе,вашталта́ш
843,wechseln::V,хисизе,вашталта́ш
844,aufgehen[Sonne]::V,баккизе,лекта́ш
845,untergehen[Sonne]::V,щинкӏизе,шинча́ш
846,scheinen[Sonne]::V,къалъ-къалъизе,волгалта́ш
847,donnern::V,гъугъазе,кӱдырта́ш
848,donnern::V,гъугъазе,сургалта́ш
849,wehen::V,пуйзе,пуа́ш
850,strömen::V,чвахизе,шийалтара́ш
851,fließen::V,чвахизе,йога́ш
852,sich drehen::V,сверизе,пӧрда́ш
853,schwanken::V,хьвагӏезе,лӱҥга́ш
854,schwanken::V,хьвагӏезе,тайныла́ш
855,schwanken::V,багъа-бачаризе,лӱҥга́ш
856,schwanken::V,багъа-бачаризе,тайныла́ш
857,schwingen::V,щвартӏезе,рӱпшалта́ш
858,fallen::V,бортизе,воза́ш
859,fallen::V,бортизе,йӧрла́ш
860,brennen::V,рекӏине,йӱла́ш
861,rauchen::V,кӏкӏуй буризе,шикша́ш
862,regnen::V,базе,йӱра́ш
863,gefrieren::V,гӏу́низе,кылма́ш
864,gefrieren::V,гӏу́низе,ияҥа́ш
865,tauen::V,биаризе,шула́ш
866,schmelzen::V,биине,лева́ш
867,trocknen::V,бакъвазе,кошка́ш
868,sieden::V,гьалдезе,шола́ш
869,faulen::V,махӏцине,шӱя́ш
870,verfaulen::V,туризе,шӱйы́н шуа́ш
871,reißen::V,бихъизе,кӱрла́ш
872,versinken::V,гъанкъизе,пуре́н кая́ш
873,vergehen::V,базе,эрте́н кая́ш
874,vergehen::V,бахъизе,эрте́н кая́ш
875,vergehen::V,ине,эрте́н кая́ш
876,erscheinen::V,баккизе,толы́н лекта́ш
877,verschwinden::V,къине,йома́ш
878,verschwinden::V,билизе,йома́ш
879,sinken::V,гӏодо́бе ккезе,пуча́ш
880,abnehmen::V,тӏаса камизе,пуча́ш
881,zunehmen::V,гӏемерлъизе,шукема́ш
882,steigen::V,бахине,нӧлталта́ш
883,wachsen::V,кӏодолъизе,кушка́ш
884,glänzen::V,цӏвакизе,йылгыжа́ш
885,funkeln::V,паркъезе,чолга́ш
886,lärmen::V,хъудизе,рӱшка́ш
887,lärmen::V,чӏиргъдизе,рӱшка́ш
888,läuten::V,кьабизе,мура́ш
889,klingeln::V,кьабизе,йыҥгырта́ш
890,klirren::V,зваргъизе,чылдыртата́ш
891,brausen::V,гьалаглъизе,лӱшка́ш
892,rauschen::V,шуршудизе,лыжга́ш
893,klingen::V,бахъине,йоҥга́ш
894,bellen::V,гъанчдезе,опта́ш
895,heulen::V,рурудизе,урмыжа́ш
896,blasen::V,гьохьизе,пуала́ш
897,pfeifen::V,гьещтӏезе,шӱ́шкаш
898,schreien::V,ахӏизе,кычкыра́ш
899,schreien::V,ахӏдезе,кычкыра́ш
900,stöhnen::V,зигардизе,йыҥыса́ш
901,zittern::V,дарран,чытыра́ш
902,zittern::V,гьаргьадизе,чытыра́ш
903,leben::V,бетӏербахъизе,ила́ш
904,geboren werden::V,лъугьине,шоча́ш
905,atmen::V,хӏухьел биччазе,шӱла́ш
906,trinken::V,гьекъезе,йӱа́ш
907,essen::V,квине,кочка́ш
908,essen::V,кваназе,кочка́ш
909,schlucken::V,кӏкӏвине,нела́ш
910,schlucken::V,къулчӏизе,нела́ш
911,müde werden::V,сваказе,ноя́ш
912,einschlafen::V,кьижизе,мале́н колта́ш
913,einschlafen::V,гъапуллъизе,мале́н колта́ш
914,schlafen::V,кьижизе,мала́ш
915,aufwachen::V,бигьине,помыжалта́ш
916,aufstehen::V,бахъине,кынела́ш
917,aufstehen::V,тӏадебахъине,кынела́ш
918,sich erholen::V,хьи бахъизе,кана́ш
919,sich erholen::V,хӏалхьи гьабизе,кана́ш
920,krank werden::V,унтизе,черлане́н воза́ш
921,krank sein::V,унтизе,черлане́н кия́ш
922,schmerzen::V,унтизе,коршта́ш
923,husten::V,хъегӏизе,кокыра́ш
924,genesen::V,лъилъизе,тӱрла́ш
925,genesen::V,лъилъизе,тазаҥа́ш
926,sterben::V,хвезе,кола́ш
927,umkommen::V,гьалаглъизе,вуй йома́ш
928,sich bewegen::V,багъаризе,кошта́ш
929,sich bewegen::V,багъаргъизе,кошта́ш
930,sich rühren::V,багъаризе,тарвана́ш
931,sich erheben::V,тӏадебахъине,кынела́ш
932,sich erheben::V,бахъине,кынела́ш
933,sich setzen::V,гӏодов чӏезе,шинча́ш
934,hinfallen::V,щапизе,йӧрла́ш
935,laufen::V,хьвадизе,кошта́ш
936,schreiten::V,чӏезе,ошкыла́ш
937,spazierengehen::V,тира-сверизе,гуля́яш
938,eilen::V,ракӏхӏалакине,вашка́ш
939,eilen::V,дуризе,вашка́ш
940,sich beeilen::V,дуризе,вашкешта́ш
941,sich beeilen::V,гӏедегӏизе,вашкешта́ш
942,sausen::V,тӏуризе,юлтка́ш
943,rennen::V,бекеризе,куржтала́ш
944,springen::V,кӏанцӏизе,тӧршта́ш
945,klettern::V,хархадизе,кӱза́ш
946,schaukeln::V,гьерщезе,лӱҥгалта́ш
947,kriechen::V,хъурщизе,нушка́ш
948,schwimmen::V,лъедезе,ия́ш
949,tauchen::V,букъардизе,шуҥгалта́ш
950,rudern::V,хазе,удыра́ш
951,fahren::V,ине,кудала́ш
952,fliegen::V,боржине,чоҥешта́ш
953,gehen::V,ине,кая́ш
954,weggehen::V,ине,кораҥа́ш
955,abfahren::V,къокъине,лекта́ш
956,anhalten::V,чӏезе,чарна́ш
957,anhalten::V,тархъизе,чарна́ш
958,anhalten::V,лъалхъизе,чарна́ш
959,hineingehen::V,тӏаделъугьине,пура́ш
960,eintreten::V,лъугьине,пура́ш
961,kommen::V,бачӏине,тола́ш
962,ankommen::V,щвезе,шуа́ш
963,ankommen::V,тӏадебачӏине,шуа́ш
964,zurückkommen::V,тадбуссине,пӧртыла́ш
965,zurückkommen::V,тӏадбуссине,пӧртыла́ш
966,bleiben::V,чӏезе,кода́ш
967,bleiben::V,хутӏизе,кода́ш
968,warten::V,чӏезе,вуча́ш
969,erwarten::V,балагьизе,вуча́ш
970,suchen::V,балагьизе,кычала́ш
971,finden::V,батизе,муа́ш
972,versuchen::V,хӏалбихьизе,толаша́ш
973,vorbereiten::V,хӏадурлъизабизе,ямдыла́ш
974,lieben::V,балай бегьизе,йӧрата́ш
975,mögen::V,бокьизе,йӧрата́ш
976,lachen::V,белъизе,воштыла́ш
977,weinen::V,гӏодизе,шорта́ш
978,schimpfen::V,гъанчдезе,каргаша́ш
979,sich ärgern::V,вагъизе,сыра́ш
980,sich ärgern::V,ццида́хине,сыра́ш
981,sich fürchten::V,хӏинкъизе,лӱда́ш
982,fürchten::V,беркъазе,лӱда́ш
983,fürchten::V,хӏинкъа-къазе,лӱда́ш
984,fliehen::V,лъутизе,куржа́ш
985,flüchten::V,лъутизе,куржа́ш
986,sehen::V,бихьизе,ужа́ш
987,anschauen::V,бертӏамизе,онча́ш
988,anschauen::V,балагьизе,онча́ш
989,ansehen::V,бала-гъалагьизе,эскера́ш
990,hören::V,рагӏизе,кола́ш
991,zuhören::V,гӏенеккизе,колышта́ш
992,probieren::V,кӏалдиб хъва́зе,тамла́ш
993,probieren::V,чӏамизе,тамла́ш
994,riechen::V,су́нтӏизе,ӱпшынча́ш
995,fühlen::V,чӏвазе,шижа́ш
996,zu sehen sein::V,бихьизе,коя́ш
997,vernehmen::V,рагӏизе,кола́ш
998,frieren::V,цӏорозе,кылма́ш
999,tun::V,гьабизе,ышта́ш
1000,können::V,кӏвезе,мошта́ш
1001,können::V,лъазе,мошта́ш
1002,wollen::V,бокьизе,тӱна́ш
1003,anfangen::V,байбихьизе,тӱҥала́ш
1004,beenden::V,тӏубазабизе,пытара́ш
1005,beenden::V,лъугӏизабизе,пытара́ш
1006,aufhören::V,бахъизе,чарна́ш
1007,gelingen::V,бахъизе,сай лекта́ш
1008,geraten::V,бахъизе,лекта́ш
1009,öffnen::V,рагьизе,поча́ш
1010,schließen::V,къазе,петыра́ш
1011,stellen::V,чӏвазе,шында́ш
1012,setzen::V,рекӏинабизе,шында́ш
1013,setzen::V,гӏодор чӏезаризе,шында́ш
1014,legen::V,лъезе,опта́ш
1015,legen::V,лъезе,пышта́ш
1016,berühren::V,хъвазе,тӱка́ш
1017,verbinden::V,хьухьине,пида́ш
1018,verbinden::V,бухьине,пида́ш
1019,bedecken::V,кквезе,леведа́ш
1020,aufhängen::V,базе,сака́ш
1021,anzünden::V,бакизе,чӱкта́ш
1022,anzünden::V,рекӏинабизе,чӱкта́ш
1023,zurücklassen::V,тезе,кода́ш
1024,verlieren::V,билизабизе,йомдара́ш
1025,fallen lassen::V,бортизабизе,воза́ш
1026,machen::V,гьабизе,ышта́ш
1027,herstellen::V,гьабизе,ямдыла́ш
1028,herstellen::V,хӏадурлъизабизе,ямдыла́ш
1029,bauen::V,базе,чоҥа́ш
1030,bauen::V,гьабизе,чоҥа́ш
1031,reparieren::V,къачӏазе,ачала́ш
1032,verbessern::V,лъикӏлъизабизе,саемда́ш
1033,ändern::V,хисизабизе,весемда́ш
1034,graben::V,бухъизе,кӱнча́ш
1035,beugen::V,хьетӏизабизе,пӱгырта́ш
1036,biegen::V,гьетӏизабизе,лывырта́ш
1037,drehen::V,тиризабизе,пӱтыра́ш
1038,drehen::V,свердизабизе,пӱтыра́ш
1039,wenden::V,бегизе,ирала́ш
1040,umdrehen::V,бегизе,савырала́ш
1041,umdrehen::V,бега-битӏизе,савырала́ш
1042,heben::V,борхизе,нӧлта́ш
1043,hochheben::V,борхалъизабизе,нӧлта́ш
1044,hochheben::V,борхизе,нӧлта́ш
1045,ergreifen::V,кквезе,руалта́ш
1046,halten::V,кквезе,куча́ш
1047,drücken::V,къазе,иша́ш
1048,drücken::V,къазе,темда́ш
1049,drücken::V,къанцӏу́зе,иша́ш
1050,drücken::V,къанцӏу́зе,темда́ш
1051,drücken::V,къвал ба́зе,иша́ш
1052,drücken::V,къвал ба́зе,темда́ш
1053,schieben::V,хъилдизе,шӱкала́ш
1054,kratzen::V,хачазе,удыра́ш
1055,lecken::V,чӏикӏизе,нула́ш
1056,beißen::V,хӏанчӏизе,пура́ш
1057,beißen::V,хӏанчӏизабизе,пура́ш
1058,abreißen::V,тӏезе,кӱрла́ш
1059,abreißen::V,тӏезабизе,кӱрла́ш
1060,abschneiden::V,къотӏизе,пӱчка́ш
1061,binden::V,бухьине,кылда́ш
1062,stecken::V,къазабизе,шуралта́ш
1063,brechen::V,бекизе,тодышта́ш
1064,klopfen::V,дванкезе,кыра́ш
1065,hauen::V,базе,тӱя́ш
1066,kleben::V,бацӏцӏине,клеитла́ш
1067,reiben::V,хачазе,йыга́ш
1068,reiben::V,хачазе,туржала́ш
1069,streichen::V,бахине,шӱра́ш
1070,streichen::V,жужазе,шӱра́ш
1071,schleifen::V,лъухьизе,шума́ш
1072,schleifen::V,лъухьизе,яна́ш
1073,schneiden::V,къотӏизе,пӱчка́ш
1074,rütteln::V,багъа-бачаризабизе,рӱза́ш
1075,schütteln::V,кӏобокӏизе,почка́ш
1076,schwenken::V,гьесадизе,рӱза́ш
1077,schwenken::V,хьвагӏезабизе,рӱза́ш
1078,schütten::V,тӏезе,опта́ш
1079,füllen::V,цӏезабизе,тема́ш
1080,einwickeln::V,жемизе,вӱдыла́ш
1081,tragen::V,баччизе,нумала́ш
1082,schleppen::V,бехъерхъизе,шӱдыра́ш
1083,ziehen::V,цӏазе,шупша́ш
1084,aufbewahren::V,цӏунизе,арала́ш
1085,werfen::V,рехизе,шуа́ш
1086,werfen::V,рехизе,кышка́ш
1087,fangen::V,кквезе,куча́ш
1088,packen::V,кквезе,руалта́ш
1089,verstecken::V,бахчизе,тоя́ш
1090,teilen::V,бикьизе,пӧла́ш
1091,schicken::V,битӏизе,колта́ш
1092,bringen::V,баччизе,конда́ш
1093,hinzufügen::V,жубазе,ешара́ш
1094,bekommen::V,щвезе,нала́ш
1095,erhalten::V,щвезе,нала́ш
1096,erhalten::V,босизе,нала́ш
1097,nehmen::V,босизе,нала́ш
1098,wählen::V,бищизе,сайла́ш
1099,auswählen::V,тӏасабищизе,таҥгла́ш
1100,bewahren::V,цӏунизе,сакла́ш
1101,behindern::V,квекӏен гьабизе,чаракла́ш
1102,verderben::V,хвезабизе,пужа́ш
1103,beschädigen::V,галгъазабизе,пужа́ш
1104,zerbrechen::V,щущазабизе,пудырта́ш
1105,zerreißen::V,бихъизе,кӱрла́ш
1106,zerstören::V,биххизабизе,шалата́ш
1107,verbrennen::V,бухӏизе,йӱлата́ш
1108,geben::V,кьезе,пуа́ш
1109,reichen::V,кьезе,пуа́ш
1110,schenken::V,кьезе,пӧлекла́ш
1111,versprechen::V,назру гьабизе,сӧра́ш
1112,wünschen::V,бокьизе,тылана́ш
1113,loben::V,беццизе,мокта́ш
1114,loben::V,бецца-бекъизе,мокта́ш
1115,küssen::V,баизе,шупшала́ш
1116,wiegen::V,чӏучӏадизабизе,рӱпша́ш
1117,zudecken::V,тӏадбигъине,леведа́ш
1118,wecken::V,бигьинабизе,помыжалтара́ш
1119,zeigen::V,бихьизабизе,ончыкта́ш
1120,führen::V,бачине,вӱда́ш
1121,lehren::V,малъизе,туныкта́ш
1122,lehren::V,цӏализабизе,туныкта́ш
1123,unterrichten::V,цӏализабизе,туныкта́ш
1124,aufziehen::V,гӏезабизе,орышта́ш
1125,leiten::V,нухмалъи гьабизе,вӱда́ш
1126,leiten::V,нухмалъи гьабизе,вуйлата́ш
1127,antreiben::V,гӏедегӏизабизе,поктыла́ш
1128,einladen::V,ахӏизе,ӱжа́ш
1129,einladen::V,тӏадеахӏизе,ӱжа́ш
1130,vereinigen::V,цолъизабизе,иктешла́ш
1131,besuchen::V,баккизе,то́лын кая́ш
1132,besuchen::V,хьвадизе,то́лын кая́ш
1133,treffen::V,дандчӏвазе,вашлия́ш
1134,sich versammeln::V,данделъизе,погына́ш
1135,sich versammeln::V,данделъизе,чумырга́ш
1136,sich versammeln::V,бакӏаризе,погына́ш
1137,sich versammeln::V,бакӏаризе,чумырга́ш
1138,spielen::V,басандизе,мода́ш
1139,singen::V,ахӏизе,мура́ш
1140,tanzen::V,кьурдизе,кушта́ш
1141,sich trennen::V,батӏалъизе,ойырла́ш
1142,verlassen::V,тезе,кудалта́ш
1143,verlassen::V,рехунтезе,кудалта́ш
1144,retten::V,хвасар гьабизе,утара́ш
1145,retten::V,хвасарлъизабизе,утара́ш
1146,bewachen::V,цӏунизе,орола́ш
1147,schützen::V,цӏунизе,арала́ш
1148,verteidigen::V,цӏунизе,арала́ш
1149,sich schlagen::V,багъизе,кредала́ш
1150,schießen::V,речӏчӏизе,лӱя́ш
1151,siegen::V,бергьине,сеҥа́ш
1152,ärgern::V,вагъизавизе,сырыкта́ш
1153,schlagen::V,кьабизе,пера́ш
1154,treten::V,мал тункизе,тошка́ш
1155,stechen::V,къазабизе,кера́ш
1156,stoßen::V,тункизе,шӱкала́ш
1157,stoßen::V,хъилдизе,шӱкала́ш
1158,stehlen::V,щинкӏизабизе,шолышта́ш
1159,stören::V,квекӏен гьабизе,мешая́ш
1160,stören::V,татубахъи гьабизе,мешая́ш
1161,belästigen::V,рахӏатхвезабизе,толаштара́ш
1162,verbergen::V,бахчизе,шылта́ш
1163,verbergen::V,балъго тезе,шылта́ш
1164,täuschen::V,божуда рекӏкӏ гьабизе,ондала́ш
1165,täuschen::V,гуккизе,ондала́ш
1166,betrügen::V,хӏилла гьабизе,ондала́ш
1167,betrügen::V,сандирахълъи гьабизе,ондала́ш
1168,töten::V,чӏвазе,пушта́ш
1169,wohnen::V,яшав гьабизе,ила́ш
1170,arbeiten::V,хӏалтӏизе,пашалана́ш
1171,arbeiten::V,хӏалтӏизе,паша́м ышта́ш
1172,sammeln::V,бакӏаризе,пога́ш
1173,pflücken::V,бетӏизе,кӱра́ш
1174,jagen::V,чан гьабизе,сонарла́ш
1175,fischen::V,ччугӏа кквезе,кол куча́ш
1176,fassen::V,кквезе,куча́ш
1177,hüten::V,кваназабизе,кӱта́ш
1178,treiben::V,гъезе,покта́ш
1179,anbinden::V,бухьине,йолышта́ш
1180,füttern::V,кваназабизе,пукша́ш
1181,melken::V,бечӏчӏизе,лӱшта́ш
1182,hacken::V,чӏвазе,руа́ш
1183,gießen::V,лъалъазе,шава́ш
1184,reifen::V,барщизе,кӱа́ш
1185,zubereiten::V,бежа-белъине,ямдыла́ш
1186,kochen::V,белъине,шолта́ш
1187,backen::V,базе,кӱкташ
1188,braten::V,бежизе,пуштыла́ш
1189,braten::V,бежизе,жаритла́ш
1190,umrühren::V,багъаризе,луга́ш
1191,stricken::V,хьухьине,пида́ш
1192,nähen::V,букъизе,урга́ш
1193,färben::V,кьер гьабизе,чиялта́ш
1194,reinigen::V,бацӏцӏине,эрыкта́ш
1195,waschen::V,чуризе,мушка́ш
1196,abwischen::V,бацӏцӏине,ӱшта́ш
1197,spülen::V,хулизе,шӱалта́ш
1198,fegen::V,лъухьизе,ӱшта́ш
1199,kehren::V,лъухьизе,ӱшта́ш
1200,baden::V,чордезе,йӱштыла́ш
1201,ausziehen::V,бахъизе,кудаша́ш
1202,anziehen::V,ретӏине,чия́ш
1203,sich anziehen::V,ретӏине,чия́ш
1204,kämmen::V,хазе,шера́ш
1205,schmücken::V,чӏухӏизабизе,тӱзата́ш
1206,schmücken::V,чӏухӏизабизе,чеверта́ш
1207,sagen::V,бицине,ойла́ш
1208,sagen::V,бицине,каласа́ш
1209,sprechen::V,бицине,кутыра́ш
1210,reden::V,гаргадизе,мутлана́ш
1211,sich unterhalten::V,гаргадизе,кутыра́ш
1212,fragen::V,цӏехезе,йода́ш
1213,fragen::V,гьикъизе,йода́ш
1214,bitten::V,гьаризе,йода́ш
1215,erzählen::V,бицине,ойла́ш
1216,mitteilen::V,лъазабизе,увертара́ш
1217,nennen::V,цӏар лъезе,лӱмда́ш
1218,rufen::V,ахӏизе,ӱжа́ш
1219,prahlen::V,беццаризе,моктана́ш
1220,übersetzen::V,буссинабизе,кусара́ш
1221,denken::V,ургъизе,шона́ш
1222,glauben::V,божизе,ӱшана́ш
1223,bemerken::V,берречӏчӏизе,шижа́ш
1224,erkennen::V,лъазе,пала́ш
1225,erkennen::V,батӏаго бахъизе,пала́ш
1226,begreifen::V,бичӏчӏизе,ыҥла́ш
1227,lernen::V,цӏализе,тунема́ш
1228,wissen::V,лъазе,шинча́ш
1229,sich erinnern an::V,ракӏалде щвезе,шарна́ш
1230,vergessen::V,кӏочене,монда́ш
1231,messen::V,борцине,виса́ш
1232,zählen::V,рикӏкӏине,шотла́ш
1233,rechnen::V,рикӏкӏине,шотла́ш
1234,lesen::V,цӏализе,луда́ш
1235,malen::V,бахъизе,сӱретла́ш
1236,zeichnen::V,бахъизе,сӱретла́ш
1237,schreiben::V,хъвазе,воза́ш
1238,besitzen::V,щвезе,лия́ш
1239,besitzen::V,бу́кӏине,лия́ш
1240,kaufen::V,босизе,нала́ш
1241,verkaufen::V,бичизе,ужала́ш
1242,bezahlen::V,кьезе,тӱла́ш
1243,zahlen::V,кьезе,тӱла́ш
1244,ertragen::V,баччизе,турка́ш
1245,Auge::N,,шинча́
1246,Sehne::N,,шӧн
1247,Sehne::N,,кӱсе́н
1248,Funke::N,,сеске́м
1249,Funke::N,,тулйы́п
1250,Moor::N,,куп
1251,Elch::N,,шо́рдо
1252,Beere::N,,мӧр
1253,Gedächtnis::N,,шарныма́ш
1254,Ton::N,,йӱксе́м
1255,Winkel::N,,лук
1256,Menge::N,,чот
1257,Stütze::N,,чара́к
1258,Figur::N,,фигу́р
1259,Schuh::N,,боти́нке
1260,Schnur::N,,кере́м
1261,Schnur::N,,кандыра́
1262,Leine::N,,вӱра́ҥ
1263,Geschäft::N,,сатулыма́ш
1264,voll::A,,тич
1265,lange::ADV,,кужу́н
1266,später::ADV,,варара́к
1267,nicht::ADV,,ок
1268,nicht::ADV,,о́геш
1269,schon::ADV,,ы́нде
1270,durch::PRP,,вошт
1271,alles::PRN,,чыла́
1272,rühren::V,,ку́мыл тарвата́ш
1273,scheinen::V,,чуча́ш
1274,aufheben::V,,нӧлтала́ш
1275,lassen::V,,-та́ш
1276,sich waschen::V,,мушкылта́ш
1277,verstehen::V,,умыла́ш
1278,beherrschen::V,,куча́ш
