,Concept_ID,no,zh
875,hören::V,høre,听
876,zuhören::V,tilhøre,倾听
877,probieren::V,smake,尝
878,probieren::V,smake på,尝
879,riechen::V,lukte,闻
880,fühlen::V,føle,感到
881,scheinen::V,se ut,照耀
882,zu sehen sein::V,synes,可以看到
883,vernehmen::V,få vite,审讯
884,frieren::V,fryse,觉得冷
885,tun::V,gjøre,作
886,können::V,kunne,能
887,wollen::V,ville,要
888,anfangen::V,begynne,开始
889,beenden::V,avslutte,结束
890,aufhören::V,slutte,停止
891,aufhören::V,holde opp,停止
892,gelingen::V,lykkes,成功
893,geraten::V,bli,陷于
894,öffnen::V,åpne,打开
895,schließen::V,lukke,关
896,schließen::V,stenge,关
897,stellen::V,stille,放
898,setzen::V,sette,放
899,legen::V,legge,摆
900,berühren::V,berøre,触
901,verbinden::V,forbinde,联结
902,bedecken::V,dekke,覆盖
903,aufhängen::V,henge,挂
904,aufhängen::V,henge opp,挂
905,anzünden::V,tenne,点
906,anzünden::V,antenne,点
907,anzünden::V,tenne på,点
908,aufheben::V,løfte,拾起
909,aufheben::V,ta opp,拾起
910,zurücklassen::V,slippe tilbake,遗留
911,verlieren::V,miste,丧失
912,fallen lassen::V,droppe,让掉下
913,fallen lassen::V,la falle,让掉下
914,machen::V,lage,做
915,machen::V,gjøre,做
916,herstellen::V,fremstille,生产
917,bauen::V,bygge,建造
918,reparieren::V,reparere,修理
919,verbessern::V,rette,改进
920,verbessern::V,forbedre,改进
921,ändern::V,forandre,改变
922,graben::V,grave,挖
923,beugen::V,bøye,弯下
924,biegen::V,bøye,弯
925,drehen::V,dreie,转动
926,wenden::V,vende,转动
927,umdrehen::V,snu,转动
928,heben::V,heve,举起
929,hochheben::V,løfte,抬高
930,ergreifen::V,gripe,抓住
931,ergreifen::V,få tak i,抓住
932,halten::V,holde,拿着
933,drücken::V,trykke,压
934,schieben::V,skyve,推
935,kratzen::V,klø,搔
936,kratzen::V,klore,搔
937,lecken::V,slikke,舔
938,beißen::V,bite,咬
939,abreißen::V,rive av,撕下
940,abschneiden::V,skjære av,切断
941,binden::V,binde,捆
942,stecken::V,stikke,插
943,brechen::V,bryte,断裂
944,brechen::V,briste,断裂
945,klopfen::V,banke,敲
946,hauen::V,hogge,揍
947,kleben::V,klistre,粘
948,reiben::V,gni,摩擦
949,streichen::V,stryke,涂
950,schleifen::V,slipe,拖曳
951,schneiden::V,klippe,切
952,rütteln::V,ruske,颠簸
953,schütteln::V,riste,摇动
954,schwenken::V,svinge,摇动
955,schütten::V,helle,倒
956,füllen::V,fylle,填满
957,einwickeln::V,vikle inn,包
958,tragen::V,bære,提
959,schleppen::V,slepe,扛
960,ziehen::V,dra,拉
961,ziehen::V,trekke,拉
962,aufbewahren::V,oppbevare,保存
963,aufbewahren::V,ta vare på,保存
964,werfen::V,kaste,扔
965,fangen::V,fange,捕捉
966,packen::V,gripe,抓住
967,packen::V,gripe tak i,抓住
968,verstecken::V,gjemme,藏
969,teilen::V,dele,分
970,schicken::V,sende,派遣
971,bringen::V,bringe,带来
972,hinzufügen::V,tilføye,添加
973,bekommen::V,få,得到
974,erhalten::V,få,接到
975,nehmen::V,ta,拿
976,wählen::V,velge,挑选
977,auswählen::V,velge ut,选择
978,bewahren::V,bevare,保持
979,behindern::V,hindre,防碍
980,behindern::V,forhindre,防碍
981,verderben::V,ødelegge,败坏
982,beschädigen::V,skade,损坏
983,zerbrechen::V,brekke i stykker,破碎
984,zerreißen::V,rive i stykker,撕碎
985,zerstören::V,ødelegge,毁坏
986,verbrennen::V,brenne,燃烧
987,verbrennen::V,brenne opp,燃烧
988,geben::V,gi,给
989,reichen::V,rekke,递给
990,schenken::V,forære,赠送
991,schenken::V,skjenke,赠送
992,versprechen::V,love,许诺
993,wünschen::V,ønske,祝
994,loben::V,rose,表扬
995,küssen::V,kysse,亲
996,wiegen::V,vogge,轻摇
997,zudecken::V,dekke til,盖上
998,wecken::V,vekke,唤起
999,zeigen::V,vise,指
1000,führen::V,føre,带领
1001,lehren::V,lære,教
1002,unterrichten::V,undervise,讲课
1003,aufziehen::V,oppdra,抚养
1004,leiten::V,lede,领导
1005,antreiben::V,drive på,催促
1006,lassen::V,få til å,让
1007,einladen::V,be,邀请
1008,einladen::V,invitere,邀请
1009,vereinigen::V,forene,统一
1010,besuchen::V,besøke,参观
1011,treffen::V,møte,会面
1012,treffen::V,treffe,会面
1013,sich versammeln::V,forsamles,聚集
1014,spielen::V,leke,玩
1015,spielen::V,spille,玩
1016,singen::V,synge,唱歌
1017,tanzen::V,danse,跳舞
1018,sich trennen::V,skilles,分别
1019,verlassen::V,forlate,离开
1020,retten::V,redde,救
1021,bewachen::V,bevokte,守卫
1022,schützen::V,verne,保护
1023,schützen::V,beskytte,保护
1024,verteidigen::V,forsvare,保卫
1025,sich schlagen::V,slåss,打架
1026,schießen::V,skyte,射击
1027,siegen::V,seire,获胜
1028,ärgern::V,ergre,激怒
1029,treten::V,sparke,踢
1030,stechen::V,stikke,刺
1031,stoßen::V,støte,撞
1032,stehlen::V,stjele,盗窃
1033,stören::V,forstyrre,干扰
1034,belästigen::V,plage,打搅
1035,belästigen::V,sjenere,打搅
1036,verbergen::V,gjemme,隐藏
1037,täuschen::V,villede,欺骗
1038,betrügen::V,bedra,欺骗
1039,töten::V,drepe,杀
1040,wohnen::V,bo,居住
1041,arbeiten::V,arbeide,工作
1042,sammeln::V,samle,收集
1043,pflücken::V,plukke,采
1044,jagen::V,jage,打猎
1045,fischen::V,fiske,捕鱼
1046,fassen::V,fange,捉住
1047,hüten::V,vokte,守护
1048,treiben::V,drive,漂
1049,anbinden::V,feste,拴
1050,füttern::V,fore,喂
1051,melken::V,melke,挤奶
1052,hacken::V,hakke,剁细
1053,gießen::V,helle,浇
1054,reifen::V,modne,成熟
1055,zubereiten::V,lage,
1056,zubereiten::V,tilberede,
1057,kochen::V,koke,煮
1058,backen::V,bake,烤
1059,braten::V,steke,煎
1060,umrühren::V,røre om,搅拌
1061,stricken::V,strikke,织
1062,nähen::V,sy,缝
1063,färben::V,farge,染色
1064,reinigen::V,rense,清洁
1065,reinigen::V,gjøre ren,清洁
1066,waschen::V,vaske,洗
1067,abwischen::V,tørke av,擦掉
1068,spülen::V,spyle,清洗
1069,spülen::V,skylle,清洗
1070,fegen::V,feie,扫
1071,kehren::V,koste,打扫
1072,baden::V,bade,给...洗澡
1073,sich waschen::V,vaske seg,洗澡
1074,ausziehen::V,ta av,脱
1075,anziehen::V,ta på,穿
1076,sich anziehen::V,kle på seg,穿衣
1077,kämmen::V,gre,梳
1078,kämmen::V,kjemme,梳
1079,schmücken::V,pynte,装饰
1080,schmücken::V,smykke,装饰
1081,sagen::V,si,说
1082,sprechen::V,snakke,说
1083,reden::V,tale,讲
1084,reden::V,snakke,讲
1085,sich unterhalten::V,samtale,聊天
1086,fragen::V,spørre,问
1087,bitten::V,be,请
1088,erzählen::V,fortelle,叙述
1089,mitteilen::V,meddele,通知
1090,nennen::V,kalle,叫做
1091,rufen::V,rope,叫
1092,prahlen::V,skryte,吹牛
1093,übersetzen::V,oversette,翻译
1094,denken::V,tenke,想
1095,glauben::V,tro,以为
1096,bemerken::V,bemerke,发觉
1097,bemerken::V,legge merke til,发觉
1098,erkennen::V,gjenkjenne,识别
1099,begreifen::V,begripe,理解
1100,verstehen::V,forstå,明白
1101,verstehen::V,skjønne,明白
1102,lernen::V,lære,学
1103,wissen::V,vite,知道
1104,sich erinnern an::V,huske på,回忆
1105,vergessen::V,glemme,忘记
1106,messen::V,måle,测量
1107,zählen::V,telle,数
1108,rechnen::V,regne,计算
1109,lesen::V,lese,读
1110,malen::V,male,画
1111,zeichnen::V,tegne,绘制
1112,schreiben::V,skrive,写
1113,besitzen::V,eie,占有
1114,besitzen::V,inneha,占有
1115,kaufen::V,kjøpe,买
1116,verkaufen::V,selge,卖
1117,bezahlen::V,betale,付钱
1118,zahlen::V,betale,支付
1119,beherrschen::V,beherske,统治
1120,ertragen::V,orke,忍耐
1121,schlagen::V,,打
