,Concept_ID,hr,ml
657,schmutzig::A,nečist,അഴുക്കുനിറഞ്ഞ
658,schmutzig::A,blatan,അഴുക്കുനിറഞ്ഞ
659,roh::A,sirov,അസംസ്കൃതമായ
660,reif::A,zreo,പഴുത്ത
661,lecker::A,tečan,രുചികരമായ
662,lecker::A,ukusan,രുചികരമായ
663,süß::A,sladak,മധുരമുള്ള
664,bitter::A,gorak,കടുത്ത
665,sauer::A,kiseo,പുളിപ്പുള്ള
666,hell::A,vedar,ജ്വലിക്കുന്ന
667,hell::A,svijetao,ജ്വലിക്കുന്ന
668,dunkel::A,taman,ഇരുണ്ട
669,schwarz::A,crn,കറുത്ത
670,weiß::A,bio,വെളുത്ത
671,weiß::A,bijel,വെളുത്ത
672,rot::A,crven,ചുവന്ന
673,gelb::A,žut,മഞ്ഞനിറമായ
674,blau::A,plav,നീലനിറമുള്ള
675,blau::A,modar,നീലനിറമുള്ള
676,grün::A,zelen,പച്ചനിറമുള്ള
677,grau::A,siv,ചാരനിറത്തിലുള്ള
678,bunt::A,šaren,വർണ്ണശബളമായ
679,billig::A,jeftin,വിലകുറഞ്ഞ
680,teuer::A,skup,ചെലവേറിയ
681,wertvoll::A,vrijedan,വിലപിടിപ്പുള്ള
682,wertvoll::A,dragocjen,വിലപിടിപ്പുള്ള
683,blind::A,slijep,അന്ധനായ
684,taub::A,gluh,കേൾവിക്കുറവുള്ള
685,kräftig::A,snažan,ശക്തിയുള്ള
686,stark::A,jak,ബലമുള്ള
687,stark::A,snažan,ബലമുള്ള
688,schwach::A,slab,ക്ഷീണിച്ച
689,fett::A,pretio,കൊഴുപ്പുള്ള
690,schlank::A,vitak,മെലിഞ്ഞ
691,hübsch::A,zgodan,മനോഹരമായ
692,böse::A,zao,പാപിയായ
693,böse::A,opak,പാപിയായ
694,dumm::A,glup,വിവരംകെട്ട
695,faul::A,lijen,അലസനായ
696,fleißig::A,radin,അദ്ധ്വാനശീലമുള്ള
697,fleißig::A,marljiv,അദ്ധ്വാനശീലമുള്ള
698,geizig::A,škrt,പിശുക്കനായ
699,klug::A,razborit,ബുദ്ധിസാമർഥ്യമുള്ള
700,geschickt::A,vješt,പ്രതിഭാശാലി
701,lieb::A,drag,പ്രിയപ്പെട്ട
702,lustig::A,veseo,ആനന്ദകരമായ
703,sanft::A,blag,സൌമ്യമായ
704,hungrig::A,gladan,വിശപ്പുള്ള
705,krank::A,bolestan,അസുഖമുള്ള
706,nackt::A,nag,നഡമായ
707,traurig::A,tužan,വിഷമമുള്ള
708,traurig::A,žalostan,വിഷമമുള്ള
709,lebendig::A,živ,ഉപജീവനം
710,gut::A,dobar,നല്ല
711,schlecht::A,loš,മോശമായ
712,schlecht::A,rđav,മോശമായ
713,richtig::A,tačan,ശരിയായ
714,richtig::A,ispravan,ശരിയായ
715,schlimm::A,zao,വൃത്തികെട്ട
716,schlimm::A,zločest,വൃത്തികെട്ട
717,wahr::A,istinit,ശരിയായ
718,alt::A,star,പഴയ
719,neu::A,nov,പുതിയ
720,ehemalig::A,bivši,മുൻ
721,alt[Lebewesen]::A,star,വയസ്സുള്ള
722,jung::A,mlad,കൌമാരമായ
723,arm::A,ubog,പാവപ്പെട്ട
724,arm::A,siromašan,പാവപ്പെട്ട
725,reich::A,bogat,സമ്പന്നമായ
726,bekannt::A,poznat,പരിചിതമായ
727,berühmt::A,čuven,പ്രശസ്തനായ
728,berühmt::A,slavan,പ്രശസ്തനായ
729,fremd::A,tuđ,വൈദേശികമായ
730,fremd::A,stran,വൈദേശികമായ
731,verschieden::A,razan,വ്യത്യസ്തമായ
732,verschieden::A,različan,വ്യത്യസ്തമായ
733,nah::A,blizak,അരികത്തുള്ള
734,fern::A,dalek,അകലെയുള്ള
735,fern::A,daljnji,അകലെയുള്ള
736,linker::A,lijevi,അവശേഷിച്ച
737,rechter::A,desni,വലത്തേ
738,anderer::A,drugi,മറ്റുള്ള
739,anderer::A,drugačiji,മറ്റുള്ള
740,erster::A,prvi,ആദ്യത്തെ
741,zweiter::A,drugi,രണ്ടാം
742,dritter::A,treći,മൂന്നാമത്
743,letzter::A,zadnji,അവസാനത്തെ
744,allein::ADV,sam,തനിച്ചുള്ള
745,auf einmal::ADV,istodobno,ഉടന്
746,zusammen::ADV,skupa,ഒരുമിച്ച
747,zusammen::ADV,zajedno,ഒരുമിച്ച
748,lange::ADV,dugo,നീണ്ട_കാലത്തേയ്ക്ക്
749,plötzlich::ADV,naglo,പെട്ടെന്ന്
750,plötzlich::ADV,iznenada,പെട്ടെന്ന്
751,sofort::ADV,odmah,തത്ക്ഷണം
752,später::ADV,kasnije,പിന്നീട്
753,jetzt::ADV,sad,ഇപ്പോൾ
754,jetzt::ADV,sada,ഇപ്പോൾ
755,heute::ADV,danas,ഇന്ന്
756,morgen::ADV,sutra,നാളെ
757,bald::ADV,skoro,ഉടനെ
758,bald::ADV,doskora,ഉടനെ
759,dann::ADV,zatim,അപ്പോൾ
760,gestern::ADV,juče,ഇന്നലെ
761,gestern::ADV,jučer,ഇന്നലെ
762,einst::ADV,negda,പണ്ടൊരിക്കല്
763,einst::ADV,nekada,പണ്ടൊരിക്കല്
764,damals::ADV,tada,അപ്പോൾ
765,damals::ADV,onda,അപ്പോൾ
766,danach::ADV,poslije,പിന്നീട്
767,danach::ADV,nakon toga,പിന്നീട്
768,vorher::ADV,prije,മുൻപ്
769,vorher::ADV,prije toga,മുൻപ്
770,zuerst::ADV,prvo,ആദ്യം
771,zuerst::ADV,najprije,ആദ്യം
772,einmal::ADV,jednom,ഒരിക്കൽ
773,einmal::ADV,jedanput,ഒരിക്കൽ
774,manchmal::ADV,katkad,ചിലപ്പോൾ
775,manchmal::ADV,katkada,ചിലപ്പോൾ
776,oft::ADV,često,പലപ്പോഴും
777,immer::ADV,vazda,എപ്പോഴും
778,immer::ADV,uvijek,എപ്പോഴും
779,niemals::ADV,nikad,ഒരിക്കലും
780,niemals::ADV,nikada,ഒരിക്കലും
781,hier::ADV,tu,ഇവിടെ
782,hier::ADV,ovdje,ഇവിടെ
783,hierhin::ADV,amo,ഇവിടേക്ക്
784,hierhin::ADV,ovamo,ഇവിടേക്ക്
785,von hier::ADV,odavde,ഇവിടെനിന്ന്
786,dort::ADV,ondje,അവിടെ
787,dorthin::ADV,onamo,അവിടേക്ക്
788,geradeaus::ADV,ravno,മുമ്പിൽ
789,geradeaus::ADV,ravno,മുമന്നോട്ട്
790,vorwärts::ADV,naprijed,മുന്നോട്ട്
791,rückwärts::ADV,natrag,തലതിരിച്ച്
792,zurück::ADV,nazad,പുറകിലേക്ക്
793,zurück::ADV,natrag,പുറകിലേക്ക്
794,unten::ADV,dolje,താഴെ
795,hinab::ADV,nizbrdo,താഴേക്ക്
796,oben::ADV,gore,മുകളിൽ
797,hinauf::ADV,uzbrdo,മുകളിൽ
798,überall::ADV,svuda,എല്ലായിടത്തും
799,überall::ADV,svagdje,എല്ലായിടത്തും
800,nicht::ADV,ne,ഇല്ല
801,ein wenig::ADV,malo,കുറച്ച്
802,kaum::ADV,tek,കഷ്ടിച്ച്
803,kaum::ADV,jedva,കഷ്ടിച്ച്
804,sehr::ADV,jako,വളരെ
805,sehr::ADV,veoma,വളരെ
806,so::ADV,tako,അങ്ങനെ
807,so::ADV,ovako,അങ്ങനെ
808,noch::ADV,još,ഇപ്പോഴും
809,nur::ADV,samo,മാത്രം
810,schon::ADV,već,നേരത്തേ തന്നെ
811,wieder::ADV,opet,വീണ്ടും
812,wieder::ADV,ponovo,വീണ്ടും
813,vergebens::ADV,uzalud,വിഫല
814,vergebens::ADV,zabadava,വിഫല
815,vor::PRP,pred,മുമ്പിൽ
816,vor::PRP,ispred,മുമ്പിൽ
817,hinter::PRP,za,പുറകിൽ
818,hinter::PRP,iza,പുറകിൽ
819,unter::PRP,pod,കീഴിൽ
820,unter::PRP,ispod,കീഴിൽ
821,durch::PRP,po,ഉള്ളിലൂടെ
822,durch::PRP,kroz,ഉള്ളിലൂടെ
823,neben::PRP,kraj,അടുത്ത്
824,neben::PRP,pored,അടുത്ത്
825,neben::PRP,pokraj,അടുത്ത്
826,zwischen::PRP,među,ഇടയ്ക്ക്
827,zwischen::PRP,između,ഇടയ്ക്ക്
828,wegen::PRP,radi,നിമിത്തം
829,wegen::PRP,zbog,നിമിത്തം
830,dies::PRN,ovo,ഇത്
831,das::PRN,to,അത്
832,das::PRN,ono,അത്
833,alles::PRN,sve,എല്ലാം
834,ich::PRN,ja,ഞാൻ
835,du::PRN,ti,നിങ്ങൾ
836,er::PRN,on,അദ്ദേഹം
837,er::PRN,on,അയാൾ
838,er::PRN,on,അവൻ
839,er::PRN,on,അവർ
840,er::PRN,on,അവൾ
841,wir::PRN,mi,നമ്മൾ
842,ihr::PRN,vi,നിങ്ങൾ
843,sie::PRN,oni,അവർ
844,was::FPRN,što,എന്ത്
845,wer::FPRN,tko,ആര്
846,wo::FADV,gdje,എവിടെ
847,wohin::FADV,kuda,എവിടേക്ക്
848,wohin::FADV,kamo,എവിടേക്ക്
849,wie::FADV,kako,എങ്ങനെ
850,warum::FADV,zašto,എന്തുകൊണ്ട്
851,wieviel::FNUM,koliko,എത്ര
852,eins::NUM,jedan,ഒന്ന്
853,zwei::NUM,dva,രണ്ട്
854,drei::NUM,tri,മൂന്ന്
855,vier::NUM,četiri,നാല്
856,fünf::NUM,pet,അഞ്ച്
857,sechs::NUM,šest,ആറ്
858,sieben::NUM,sedam,ഏഴ്
859,acht::NUM,osam,എട്ട്
860,neun::NUM,devet,ഒമ്പത്
861,zehn::NUM,deset,പത്ത്
862,elf::NUM,jedanaest,പതിനൊന്ന്
863,zwölf::NUM,dvanaest,പന്ത്രണ്ട്
864,zwanzig::NUM,dvadeset,ഇരുപത്
865,dreißig::NUM,trideset,മുപ്പത്
866,vierzig::NUM,četrdeset,നാൽപ്പത്
867,fünfzig::NUM,pedeset,അൻപത്
868,sechzig::NUM,šezdeset,അറുപത്
869,siebzig::NUM,sedamdeset,എഴുപത്
870,achtzig::NUM,osamdeset,എൺപത്
871,neunzig::NUM,devetdeset,തൊണ്ണൂറ്
872,hundert::NUM,sto,നൂറ്
873,tausend::NUM,tisuća,ആയിരം
874,und::CNJ,i,ഉം
875,und::CNJ,te,ഉം
876,oder::CNJ,ili,അഥവാ
877,stehen::V,stajati,നിൽക്കുക
878,sitzen::V,sjediti,ഇരിക്കുക
879,liegen::V,ležati,കിടക്കുക
880,hängen::V,visiti,തൂങ്ങുക
881,werden::V,postati,ആയിത്തീരുക
882,werden::V,činiti se,ആയിത്തീരുക
883,passieren::V,desiti se,സംഭവിക്കുക
884,passieren::V,dogoditi se,സംഭവിക്കുക
885,beginnen::V,početi,ആരംഭിക്കുക
886,enden::V,prestati,അവസാനിപ്പിക്കുക
887,enden::V,svršiti se,അവസാനിപ്പിക്കുക
888,wechseln::V,mijenjati se,മാറ്റുക
889,aufgehen[Sonne]::V,izići,ഉയരുക
890,untergehen[Sonne]::V,zaći,അടുക്കി_വയ്ക്കുക
891,scheinen[Sonne]::V,sijati,പ്രകാശിക്കുക
892,donnern::V,grmjeti,ഇടിവെട്ടുക
893,wehen::V,duhati,വീശുക
894,strömen::V,strujati,ഒഴുകുക
895,fließen::V,teći,ഒഴുകുക
896,sich drehen::V,obrtati se,ചുറ്റുക
897,sich drehen::V,obrtati se,കറക്കുക
898,sich drehen::V,vrtjeti se,ചുറ്റുക
899,sich drehen::V,vrtjeti se,കറക്കുക
900,schwanken::V,teturati,ഇരുവശത്തേയ്ക്കും_ആടുക
901,schwanken::V,kolebati se,ഇരുവശത്തേയ്ക്കും_ആടുക
902,schwingen::V,njihati,ആടുക
903,schwingen::V,titrati,ആടുക
904,fallen::V,padati,വീഴുക
905,brennen::V,gorjeti,കത്തുക
906,rauchen::V,dimiti se,പുകയുക
907,regnen::V,kišiti,മഴ_പെയ്യുക
908,regnen::V,daždjeti,മഴ_പെയ്യുക
909,gefrieren::V,smrznuti se,തണത്ത്_മരവിക്കുക
910,tauen::V,kopnjeti,അലിയുക
911,tauen::V,kraviti se,അലിയുക
912,schmelzen::V,topiti se,ഉരുകുക
913,trocknen::V,sušiti se,വരളുക
914,sieden::V,kipjeti,തിളപ്പിക്കുക
915,sieden::V,ključati,തിളപ്പിക്കുക
916,faulen::V,gnjiti,ചീയുക
917,verfaulen::V,sagnjiti,അഴുകുക
918,reißen::V,otrgnuti se,ശബ്ദത്തോടെ_മുറിയുക
919,versinken::V,tonuti,മുക്കുക
920,versinken::V,propasti,മുക്കുക
921,vergehen::V,prolaziti,കടന്നുപോകുക
922,erscheinen::V,pojaviti se,പ്രത്യക്ഷപ്പെടുക
923,verschwinden::V,nestati,അദൃശ്യമാകുക
924,verschwinden::V,izgubiti se,അദൃശ്യമാകുക
925,sinken::V,trgnuti,താഴുക
926,sinken::V,spustiti se,താഴുക
927,abnehmen::V,opasti,കുറിയുക
928,zunehmen::V,povećati se,വർദ്ധിക്കുക
929,steigen::V,uzići,ഉയരുക
930,steigen::V,nadoći,ഉയരുക
931,wachsen::V,rasti,വളരുക
932,glänzen::V,blistati,മിന്നുക
933,glänzen::V,sjati se,മിന്നുക
934,funkeln::V,svjetlucati,തിളങ്ങുക
935,lärmen::V,bučati,ശബ്ദമുണ്ടാക്കുക
936,lärmen::V,galamiti,ശബ്ദമുണ്ടാക്കുക
937,läuten::V,zvoniti,മണിമുഴങ്ങുക
938,klingeln::V,zvoniti,ചിലമ്പുക
939,klirren::V,zvečati,കിലുക്കുക
940,brausen::V,hujati,മുഴങ്ങുക
941,rauschen::V,šumiti,അനങ്ങുക
942,rauschen::V,šuškati,അനങ്ങുക
943,klingen::V,zvučati,മുഴക്കുക
944,bellen::V,lajati,കുരയ്ക്കുക
945,heulen::V,zavijati,ഓരിയിടുക
946,blasen::V,puhati,ഊതുക
947,pfeifen::V,fućkati,വിസിലടിക്കുക
948,schreien::V,vikati,ആക്രോശിക്കുക
949,schreien::V,kričati,ആക്രോശിക്കുക
950,stöhnen::V,stenjati,അരക്കം
951,stöhnen::V,stenjati,ആർത്തനാദം
952,zittern::V,drhtati,വിറയ്ക്കുക
953,zittern::V,trepetati,വിറയ്ക്കുക
954,leben::V,živjeti,താമസിക്കുക
955,geboren werden::V,roditi se,ജനിക്കുക
956,atmen::V,disati,ശ്വസിക്കുക
957,trinken::V,piti,കുടിക്കുക
958,essen::V,jesti,കഴിക്കുക
959,schlucken::V,gutati,വിഴുങ്ങുക
960,müde werden::V,umoriti se,ക്ഷീണിക്കുക
961,einschlafen::V,usnuti,നിദ്രിക്കുക
962,einschlafen::V,zaspati,നിദ്രിക്കുക
963,schlafen::V,spati,ഉറങ്ങുക
964,aufwachen::V,probuditi se,ഉണരുക
965,aufstehen::V,ustati,എഴുന്നേൽക്കുക
966,sich erholen::V,odmoriti se,വിശ്രമിക്കുക
967,krank werden::V,oboljeti se,ദീനംപിടിക്കുക
968,krank werden::V,razboljeti se,ദീനംപിടിക്കുക
969,krank sein::V,bolovati,രോഗികളാകുക
970,schmerzen::V,boljeti,വേദനിക്കുക
971,husten::V,kašljati,ചുമയ്ക്കുക
972,genesen::V,ozdraviti,സുഖപ്പെടുക
973,genesen::V,oporaviti se,സുഖപ്പെടുക
974,sterben::V,umrijeti,മരിക്കുക
975,umkommen::V,skapati,മരിക്കുക
976,sich bewegen::V,gibati se,സ്ഥലം_മാറുക
977,sich bewegen::V,kretati se,സ്ഥലം_മാറുക
978,sich rühren::V,maknuti se,ചലിക്കുക
979,sich erheben::V,dići se,നിൽക്കുക
980,sich setzen::V,sjesti,ഇരിക്കുക
981,hinfallen::V,pasti,വീഴുക
982,laufen::V,hodati,നടക്കുക
983,schreiten::V,stupati,നടക്കുക
984,spazierengehen::V,šetati se,ഉലാത്തുക
985,eilen::V,hitati,പാഞ്ഞെത്തുക
986,sich beeilen::V,požuriti se,തിരിക്കുകൂട്ടുക
987,sich beeilen::V,požuriti se,തിടുക്കം_കാട്ടുക
988,sausen::V,juriti,കുതിക്കുക
989,rennen::V,trčati,ഓടുക
990,springen::V,skakati,ചാടുക
991,klettern::V,popeti se,കയറുക
992,klettern::V,penjati se,കയറുക
993,schaukeln::V,ljuljati se,ഇളകുക
994,kriechen::V,puzati,പതുങ്ങികയറുക
995,kriechen::V,gmizati,പതുങ്ങികയറുക
996,schwimmen::V,plivati,നീന്തുക
997,tauchen::V,roniti,വെള്ളത്തിലേക്ക് ചാടുക
998,tauchen::V,gnjuriti,വെള്ളത്തിലേക്ക് ചാടുക
999,rudern::V,veslati,തുഴയുക
1000,fahren::V,voziti se,വാഹനം ഓടിക്കുക
1001,fliegen::V,letjeti,പറക്കുക
1002,fliegen::V,lijetati,പറക്കുക
1003,gehen::V,ići,പോകുക
1004,weggehen::V,otići,വിടുക
1005,abfahren::V,krenuti,പുറപ്പെടുക
1006,abfahren::V,otputovati,പുറപ്പെടുക
1007,anhalten::V,stati,നിർത്തുക
1008,anhalten::V,zaustaviti,നിർത്തുക
1009,hineingehen::V,ulaziti,പ്രവേശിക്കുക
1010,eintreten::V,ući,പ്രവേശിക്കുക
1011,kommen::V,doći,വരുക
1012,ankommen::V,stići,എത്തിച്ചേരുക
1013,zurückkommen::V,vratiti se,തിരിച്ചു വരുക
1014,zurückkommen::V,povratiti se,തിരിച്ചു വരുക
1015,bleiben::V,ostati,തുടരുക
1016,warten::V,čekati,കാത്തിരിക്കുക
1017,erwarten::V,očekivati,പ്രതീക്ഷിക്കുക
1018,suchen::V,tražiti,തിരയുക
1019,finden::V,naći,കണ്ടെത്തുക
1020,versuchen::V,pokušati,ശ്രമിക്കുക
1021,vorbereiten::V,spremiti,തയ്യാറെടുക്കുക
1022,vorbereiten::V,pripremiti,തയ്യാറെടുക്കുക
1023,lieben::V,voljeti,സ്നേഹിക്കുക
1024,mögen::V,voljeti,ഇഷ്ടപ്പെടുക
1025,lachen::V,smijati se,ചിരിക്കുക
1026,rühren::V,taknuti,ഹൃദയം സ്പർശിക്കുക
1027,weinen::V,plakati,തേങ്ങുക
1028,schimpfen::V,psovati,പിറുപിറുക്കുക
1029,sich ärgern::V,ljutiti se,കോപിക്കുക
1030,sich fürchten::V,bojati se,പേടിക്കുക
1031,fürchten::V,bojati se,പേടിക്കുക
1032,fliehen::V,pobjeći,രക്ഷപ്പെടുക
1033,flüchten::V,utjeći,രക്ഷപ്പെടുക
1034,sehen::V,vidjeti,കാണുക
1035,anschauen::V,ogledati,നോക്കുക
1036,ansehen::V,gledati,നോക്കുക
1037,hören::V,čuti,കേൾക്കുക
1038,zuhören::V,slušati,ശ്രദ്ധിക്കുക
1039,probieren::V,probati,രുചിയുള്ളതായി_തോന്നുക
1040,riechen::V,osjećati miris,മണത്തു_നോക്കുക
1041,fühlen::V,osjećati,സ്പർശിച്ചറിയുക
1042,scheinen::V,činiti se,കാണപ്പെടുക
1043,zu sehen sein::V,biti vidljiv,വെളിച്ചപ്പെടുക
1044,vernehmen::V,saznati,കേൾക്കുക
1045,frieren::V,zima je,വിറയ്ക്കുക
1046,tun::V,raditi,ചെയ്യുക
1047,können::V,moći,കഴിയുക
1048,wollen::V,htjeti,വേണുക
1049,anfangen::V,početi,തുടങ്ങുക
1050,beenden::V,svršiti,പൂർത്തിയാക്കുക
1051,beenden::V,dovršiti,പൂർത്തിയാക്കുക
1052,aufhören::V,prestati,നിർത്തുക
1053,gelingen::V,uspjeti,വിജയിക്കുക
1054,geraten::V,desiti se,പരിണമിക്കുക
1055,öffnen::V,otvoriti,തുറക്കുക
1056,schließen::V,zatvoriti,അടയ്ക്കുക
1057,stellen::V,metnuti,വയ്ക്കുക
1058,stellen::V,postaviti,വയ്ക്കുക
1059,setzen::V,posaditi,വയ്ക്കുക
1060,legen::V,polagati,ഇടുക
1061,berühren::V,doticati,തൊടുക
1062,berühren::V,dodirivati,തൊടുക
1063,verbinden::V,spojiti,ഘടിപ്പിക്കുക
1064,verbinden::V,zavezati,ഘടിപ്പിക്കുക
1065,bedecken::V,pokriti,മുടുക
1066,aufhängen::V,objesiti,കെട്ടിതൂക്കുക
1067,anzünden::V,upaliti,കത്തിക്കുക
1068,anzünden::V,zapaliti,കത്തിക്കുക
1069,aufheben::V,podići,പെറുക്കിയെടുക്കുക
1070,aufheben::V,podignuti,പെറുക്കിയെടുക്കുക
1071,zurücklassen::V,ostaviti,വച്ചുപോരുക
1072,zurücklassen::V,pustiti natrag,വച്ചുപോരുക
1073,verlieren::V,izgubiti,നഷ്ടപ്പെടുക
1074,fallen lassen::V,ispustiti,വീഴ്ത്തുക
1075,machen::V,uraditi,ഉണ്ടാക്കുക
1076,machen::V,načiniti,ഉണ്ടാക്കുക
1077,machen::V,napraviti,ഉണ്ടാക്കുക
1078,herstellen::V,proizvesti,ഉൽപാദിപ്പിക്കുക
1079,bauen::V,graditi,നിർമ്മിക്കുക
1080,reparieren::V,popraviti,നന്നാക്കുക
1081,verbessern::V,poboljšati,മെച്ചപ്പെടുക
1082,ändern::V,promijeniti,മാറ്റംവരുത്തുക
1083,graben::V,kopati,കുഴിക്കുക
1084,graben::V,kopkati,കുഴിക്കുക
1085,beugen::V,saviti,വണങ്ങുക
1086,biegen::V,saviti,കുനിയുക
1087,biegen::V,sagnuti,കുനിയുക
1088,drehen::V,vrtjeti,തിരിക്കുക
1089,wenden::V,obrnuti,തിരിയുക
1090,umdrehen::V,okrenuti,തിരിയുക
1091,umdrehen::V,prevŕnuti,തിരിയുക
1092,heben::V,dizati,ഉയർത്തുക
1093,hochheben::V,dignuti,ഉയർത്തുക
1094,ergreifen::V,uhvatiti,ബലമായി_പിടിക്കുക
1095,ergreifen::V,prihvatiti,ബലമായി_പിടിക്കുക
1096,halten::V,držati,പിടിക്കുക
1097,drücken::V,pritiskivati,അമർത്തുക
1098,schieben::V,gurati,തള്ളുക
1099,kratzen::V,česati,ചുരണ്ടുക
1100,kratzen::V,grepsti,ചുരണ്ടുക
1101,lecken::V,lizati,നക്കുക
1102,beißen::V,ujesti,കടിക്കുക
1103,beißen::V,gristi,കടിക്കുക
1104,abreißen::V,otkinuti,കീറിക്കളയുക
1105,abschneiden::V,odrezati,മുറിച്ചുമാറ്റുക
1106,binden::V,vezati,കെട്ടുക
1107,stecken::V,turiti,തുളയ്ക്കുക
1108,brechen::V,slomiti,ഉടയുക
1109,klopfen::V,lupati,തട്ടുക
1110,klopfen::V,kucati,തട്ടുക
1111,hauen::V,tući,അടിക്കുക
1112,hauen::V,udarati,അടിക്കുക
1113,kleben::V,lijepiti,ഒട്ടിക്കുക
1114,reiben::V,trti,തിരുമ്മിത്തുടയ്ക്കുക
1115,streichen::V,namazati,പടർത്തുക
1116,schleifen::V,brusiti,പൊടിക്കുക
1117,schneiden::V,rezati,മുറിക്കുക
1118,rütteln::V,drmati,മുട്ടുക
1119,schütteln::V,tresti,കുലുക്കുക
1120,schwenken::V,mahati,ആടുക
1121,schütten::V,sipati,ഒഴിക്കുക
1122,schütten::V,lijevati,ഒഴിക്കുക
1123,füllen::V,napuniti,നിറയ്ക്കുക
1124,einwickeln::V,umotati,പൊതിയുക
1125,einwickeln::V,zamotati,പൊതിയുക
1126,tragen::V,nositi,വഹിക്കുക
1127,schleppen::V,tegliti,വലിച്ചിഴയ്ക്കുക
1128,ziehen::V,vući,വലിക്കുക
1129,aufbewahren::V,čuvati,വയ്ക്കുക
1130,werfen::V,bacati,എറിയുക
1131,fangen::V,loviti,പിടിക്കുക
1132,fangen::V,hvatati,പിടിക്കുക
1133,packen::V,ščepati,തട്ടിപ്പറിക്കുക
1134,packen::V,zgrabiti,തട്ടിപ്പറിക്കുക
1135,verstecken::V,sakriti,മറയ്ക്കുക
1136,teilen::V,podijeliti,വിഭജിക്കുക
1137,schicken::V,slati,അയയ്ക്കുക
1138,bringen::V,donijeti,കൊണ്ടുവരുക
1139,hinzufügen::V,dodati,കൂട്ടുക
1140,hinzufügen::V,pridati,കൂട്ടുക
1141,bekommen::V,dobiti,കിട്ടുക
1142,erhalten::V,primiti,സ്വീകരിക്കുക
1143,nehmen::V,uzeti,എടുക്കുക
1144,wählen::V,izabrati,തിരഞ്ഞെടുക്കുക
1145,auswählen::V,odabrati,തിരഞ്ഞെടുക്കുക
1146,bewahren::V,sačuvati,പുലർത്തുക
1147,behindern::V,smetati,തടയിടുക
1148,verderben::V,pokvariti,നശിപ്പിക്കുക
1149,beschädigen::V,oštetiti,ക്ഷതമേൽപ്പിക്കുക
1150,zerbrechen::V,razbiti,ഉടയുക
1151,zerbrechen::V,prelomiti,ഉടയുക
1152,zerreißen::V,poderati,കീറുക
1153,zerreißen::V,rastrgnuti,കീറുക
1154,zerstören::V,razoriti,നശിപ്പിക്കുക
1155,zerstören::V,razrušiti,നശിപ്പിക്കുക
1156,verbrennen::V,spaliti,കത്തിനശിക്കുക
1157,verbrennen::V,spaliti,കത്തിച്ചുകളയുക
1158,verbrennen::V,sagorjeti,കത്തിനശിക്കുക
1159,verbrennen::V,sagorjeti,കത്തിച്ചുകളയുക
1160,geben::V,dati,കൊടുക്കുക
1161,geben::V,dati,തരുക
1162,reichen::V,pružiti,കൈമാറുക
1163,schenken::V,darivati,സമ്മാനം കൊടുക്കുക
1164,versprechen::V,obećati,വാഗ്ദാനം_നൽകുക
1165,wünschen::V,željeti,ആഗ്രഹിക്കുക
1166,loben::V,hvaliti,പുകഴ്ത്തുക
1167,küssen::V,ljubiti,ഉമ്മവയ്ക്കുക
1168,wiegen::V,njihati,ഇളകുക
1169,wiegen::V,ljuljati,ഇളകുക
1170,zudecken::V,pokriti,മുടുക
1171,wecken::V,probuditi,ഉണർത്തുക
1172,zeigen::V,pokazati,കാണിക്കുക
1173,führen::V,voditi,നടത്തുക
1174,lehren::V,učiti,പഠിപ്പിക്കുക
1175,unterrichten::V,poučiti,പരിശീലിപ്പിക്കുക
1176,aufziehen::V,uzgajati,വളർത്തിക്കൊണ്ടുവരുക
1177,leiten::V,upravljati,നയിക്കുക
1178,antreiben::V,natjeravati,പ്രേരിപ്പിക്കുക
1179,lassen::V,dati,അനുവദിക്കുക
1180,einladen::V,pozvati,ക്ഷണിക്കുക
1181,vereinigen::V,ujediniti,കൂടിച്ചേരുക
1182,besuchen::V,posjetiti,സന്ദർശിക്കുക
1183,treffen::V,sresti,തമ്മിൽ കാണുക
1184,sich versammeln::V,okupiti se,സംയോജിപ്പിക്കുക
1185,spielen::V,igrati se,കളിക്കുക
1186,singen::V,pjevati,പാടുക
1187,tanzen::V,plesati,നൃത്തം ചെയ്യുക
1188,sich trennen::V,razići se,നേർപെടുത്തുക
1189,verlassen::V,ostaviti,പിൻവാങ്ങുക
1190,verlassen::V,napustiti,പിൻവാങ്ങുക
1191,retten::V,spasiti,രക്ഷിക്കുക
1192,bewachen::V,čuvati,കാവൽനിൽക്കുക
1193,bewachen::V,stražariti,കാവൽനിൽക്കുക
1194,schützen::V,čuvati,പരിരക്ഷിക്കുക
1195,verteidigen::V,obraniti,പ്രതിരോധിക്കുക
1196,sich schlagen::V,biti se,കലഹിക്കുക
1197,sich schlagen::V,udariti se,കലഹിക്കുക
1198,schießen::V,pucati,വെടിവെക്കുക
1199,schießen::V,strijeljati,വെടിവെക്കുക
1200,siegen::V,pobijediti,വിജയിക്കുക
1201,ärgern::V,ljutiti,വിഷമിപ്പിക്കുക
1202,schlagen::V,biti,അടിക്കുക
1203,schlagen::V,udariti,അടിക്കുക
1204,treten::V,šutnuti,തൊഴിക്കുക
1205,stechen::V,ubosti,കുത്തുക
1206,stoßen::V,gurnuti,തള്ളുക
1207,stehlen::V,ukrasti,മോഷ്ടിക്കുക
1208,stören::V,smetati,ശല്യപ്പെടുത്തുക
1209,belästigen::V,smetati,മെനക്കെടുക
1210,belästigen::V,dosaditi,മെനക്കെടുക
