,Concept_ID,fi,ga
104,Schnee::N,lumi,sneachta
105,Eis::N,jää,oighear
106,Frost::N,halla,sioc
107,Frost::N,pakkanen,sioc
108,Kälte::N,vilu,fuacht
109,Kälte::N,kylmyys,fuacht
110,Hitze::N,helle,teas
111,Hitze::N,helle,teocht
112,Hitze::N,kuumuus,teas
113,Hitze::N,kuumuus,teocht
114,Raureif::N,huurre,sioc bán
115,Regenbogen::N,sateenkaari,stua ceatha
116,Regenbogen::N,sateenkaari,bogha báistí
117,Donner::N,jyrinä,toirneach
118,Strömung::N,virtaus,sruth
119,Tropfen::N,tippa,deoir
120,Tropfen::N,pisara,deoir
121,Schaum::N,vaahto,cúr
122,Schmutz::N,loka,salachar
123,See::N,järvi,loch
124,Sumpf::N,suo,portach
125,Moor::N,räme,caorán
126,Moor::N,räme,móinteán
127,Wiese::N,niitty,cluain
128,Wiese::N,niitty,móinéar
129,Wald::N,metsä,coill
130,Wald::N,metsä,foraois
131,Hügel::N,mäki,ard
132,Hügel::N,kumpu,ard
133,Hügel::N,kukkula,ard
134,Anhöhe::N,mäki,ard
135,Anhöhe::N,mäki,ardán
136,Anhöhe::N,kumpare,ard
137,Anhöhe::N,kumpare,ardán
138,Berg::N,mäki,sliabh
139,Berg::N,vuori,sliabh
140,Gipfel::N,laki,barr
141,Gipfel::N,laki,mullach
142,Gipfel::N,huippu,barr
143,Gipfel::N,huippu,mullach
144,Höhle::N,luola,uaimh
145,Höhle::N,luola,pluais
146,Abhang::N,rinne,fána
147,Quelle::N,lähde,foinse
148,Bach::N,puro,sruthán
149,Fluss::N,joki,abhainn
150,Ufer::N,ranta,bruach
151,Küste::N,rannikko,cósta
152,Küste::N,rannikko,cladach
153,Festland::N,manner,míntír
154,Meer::N,meri,muir
155,Meer::N,meri,farraige
156,Bucht::N,lahti,bá
157,Bucht::N,lahti,cuan
158,Insel::N,saari,inis
159,Insel::N,saari,oileán
160,Blume::N,kukka,bláth
161,Gras::N,ruoho,féar
162,Wurzel::N,juuri,rúta
163,Wurzel::N,juuri,fréamh
164,Baum::N,puu,crann
165,Stamm::N,runko,stoc
166,Stamm::N,runko,tamhan
167,Rinde::N,kuori,coirt
168,Rinde::N,kuori,craiceann
169,Rinde::N,parkki,coirt
170,Rinde::N,parkki,craiceann
171,Ast::N,oksa,géag
172,Zweig::N,haara,géag
173,Zweig::N,haara,craobh
174,Blatt::N,lehti,duille
175,Blatt::N,lehti,duilleog
176,Birke::N,koivu,beith
177,Birke::N,koivu,crann beithe
178,Kiefer[Baum]::N,mänty,péine
179,Kiefer[Baum]::N,petäjä,péine
180,Weide[Baum]::N,paju,saileach
181,Tanne::N,kuusi,giúis
182,Horn::N,sarvi,adharc
183,Feder::N,sulka,cleite
184,Feder::N,höyhen,cleite
185,Fell::N,talja,clúmh
186,Flügel::N,siipi,eite
187,Flügel::N,siipi,sciathán
188,Klaue::N,kynsi,crúb
189,Klaue::N,kynsi,crobh
190,Kralle::N,kynsi,crobh
191,Schwanz::N,häntä,eireaball
192,Schwanz::N,pyrstö,eireaball
193,Ei::N,muna,ubh
194,Nest::N,pesä,nead
195,Bau::N,pesä,brocais
196,Tier::N,eläin,ainmhí
197,Tier::N,eläin,beithíoch
198,Herde::N,lauma,tréad
199,Kuh::N,lehmä,bó
200,Bulle::N,sonni,tarbh
201,Pferd::N,hevonen,each
202,Pferd::N,hevonen,capall
203,Schaf::N,lammas,caora
204,Schwein::N,sika,muc
205,Hund::N,koira,madra
206,Katze::N,kissa,cat
207,Bär::N,karhu,béar
208,Eichhörnchen::N,orava,iora
209,Elch::N,hirvi,eilc
210,Fuchs::N,kettu,sionnach
211,Fuchs::N,kettu,madra rua
212,Hase::N,jänis,giorria
213,Maus::N,hiiri,luch
214,Wolf::N,susi,mac tíre
215,Vogel::N,lintu,éan
216,Schwarm::N,parvi,saithe
217,Huhn::N,kana,cearc
218,Hahn::N,kukko,coileach
219,Gans::N,hanhi,gé
220,Adler::N,kotka,iolar
221,Ente::N,ankka,lacha
222,Eule::N,pöllö,ulchabhán
223,Kranich::N,kurki,grús
224,Krähe::N,varis,caróg
225,Krähe::N,varis,préachán
226,Kuckuck::N,käki,cuach
227,Schwan::N,joutsen,eala
228,Fisch::N,kala,iasc
229,Barsch::N,ahven,péirse
230,Hecht::N,hauki,liús
231,Schlange[Tier]::N,käärme,nathair
232,Wurm::N,mato,péist
233,Spinne::N,hämähäkki,damhán alla
234,Ameise::N,muurahainen,seangán
235,Laus::N,täi,míol
236,Mücke::N,sääski,muiscít
237,Mücke::N,sääski,corrmhíol
238,Mücke::N,hyttynen,muiscít
239,Mücke::N,hyttynen,corrmhíol
240,Fliege::N,kärpänen,cuil
241,Fliege::N,kärpänen,cuileog
242,Schmetterling::N,perhonen,féileacán
243,Beere::N,marja,caor
244,Apfel::N,omena,úll
245,Pilz::N,sieni,beacán
246,Pilz::N,sieni,muisiriún
247,Zwiebel::N,sipuli,oinniún
248,Saat::N,siemenet,síol
249,Korn::N,jyvä,gráinne
250,Korn::N,vilja,gráinne
251,Heu::N,heinä,féar
252,Schale::N,kuori,scaimh
253,Grube::N,kuoppa,poll
254,Falle::N,loukku,gaiste
255,Schlinge::N,ansa,sealán
256,Spur::N,jälki,rian
257,Asche::N,tuhka,luaith
258,Dreck::N,lika,salachar
259,Eisen::N,rauta,iarann
260,Gold::N,kulta,ór
261,Silber::N,hopea,airgead
262,Kohle::N,hiili,gual
263,Glas::N,lasi,gloine
264,Lehm::N,savi,cré
265,Sand::N,hiekka,gaineamh
266,Mensch::N,ihminen,duine
267,Mann::N,mies,fear
268,Frau::N,nainen,bean
269,Kind::N,lapsi,gasúr
270,Kind::N,lapsi,páiste
271,Junge::N,poika,buachaill
272,Mädchen::N,tyttö,cailín
273,Familie::N,perhe,teaghlach
274,Familie::N,perhe,comhluadar
275,Großvater::N,isoisä,seanathair
276,Großmutter::N,isoäiti,seanmháthair
277,Eltern::N,vanhemmat,tuismitheoirí
278,Vater::N,isä,athair
279,Mutter::N,äiti,máthair
280,Sohn::N,poika,mac
281,Tochter::N,tytär,iníon
282,Bruder::N,veli,deartháir
283,Schwester::N,sisko,deirfiúr
284,Onkel::N,eno,uncail
285,Onkel::N,setä,uncail
286,Tante::N,täti,aintín
287,Ehemann::N,mies,fear céile
288,Ehemann::N,aviomies,fear céile
289,Ehefrau::N,vaimo,bean chéile
290,Ehefrau::N,aviovaimo,bean chéile
291,Freude::N,ilo,áthas
292,Freude::N,riemu,áthas
293,Gelächter::N,nauru,gáire
294,Glück::N,onni,séan
295,Glück::N,onni,sonas
296,Kummer::N,suru,brón
297,Kummer::N,suru,buairt
298,Kummer::N,murhe,brón
299,Kummer::N,murhe,buairt
300,Wunsch::N,toive,guí
301,Wunsch::N,toive,achainí
302,Wunsch::N,toivomus,guí
303,Wunsch::N,toivomus,achainí
304,Lust::N,himo,fonn
305,Geist::N,henki,meon
306,Geist::N,henki,spiorad
307,Gedanke::N,aate,smaoineamh
308,Gedanke::N,ajatus,smaoineamh
309,Gedächtnis::N,muisti,cuimhne
310,Verstand::N,äly,ciall
311,Verstand::N,äly,intinn
312,Verstand::N,järki,ciall
313,Verstand::N,järki,intinn
314,Verstand::N,ymmärrys,ciall
315,Verstand::N,ymmärrys,intinn
316,Sinn::N,merkitys,brí
317,Sinn::N,merkitys,ciall
318,Grund::N,syy,fáth
319,Grund::N,peruste,fáth
320,Wahrheit::N,tosi,fírinne
321,Wahrheit::N,totuus,fírinne
322,Gespräch::N,puhelu,comhrá
323,Gespräch::N,keskustelu,comhrá
324,Märchen::N,satu,scéal
325,Erzählung::N,tarina,scéal
326,Erzählung::N,kertomus,scéal
327,Nachricht::N,tieto,teachtaireacht
328,Nachricht::N,ilmoitus,teachtaireacht
329,Neuigkeit::N,uutinen,scéala
330,Name::N,nimi,ainm
331,Rätsel::N,arvoitus,tomhas
332,Rede::N,puhe,óráid
333,Rede::N,puhe,aitheasc
334,Sprache::N,kieli,teanga
335,Stimme::N,ääni,guth
336,Wort::N,sana,focal
337,Zeichen::N,merkki,comhartha
338,Ruf::N,kutsu,glaoch
339,Lärm::N,melu,torann
340,Lärm::N,hälinä,torann
341,Laut::N,ääni,fuaim
342,Ton::N,sävel,ton
343,Lied::N,laulu,amhrán
344,Ruhe::N,lepo,suaimhneas
345,Ruhe::N,rauha,suaimhneas
346,Leute::N,väki,muintir
347,Leute::N,ihmiset,muintir
348,Volk::N,kansa,pobal
349,Arbeit::N,työ,obair
350,Gast::N,vieras,aoi
351,Geschenk::N,lahja,féirín
352,Geschenk::N,lahja,bronntanas
353,Spiel::N,peli,cluiche
354,Spiel::N,leikki,cluiche
355,Gesellschaft::N,seura,comhluadar
356,Hilfe::N,apu,cúnamh
357,Hilfe::N,apu,cabhair
358,Freund::N,ystävä,cara
359,Kamerad::N,toveri,comrádaí
360,Angelegenheit::N,asia,ábhar
361,Anzahl::N,lukumäärä,líon
362,Art::N,laji,sórt
363,Art::N,laji,saghas
364,Stück::N,pala,píosa
365,Stück::N,kappale,píosa
366,Teil::N,osa,cuid
367,Teil::N,osa,páirt
368,Hälfte::N,puoli,leath
369,Kreis::N,ympyrä,ciorcal
370,Kreuz::N,risti,cros
371,Linie::N,viiva,líne
372,Strich::N,piirto,stríoc
373,Abstand::N,väli,achar
374,Abstand::N,väljyys,achar
375,Entfernung::N,etäisyys,fad
376,Gegend::N,seutu,ceantar
377,Platz::N,tila,áit
378,Platz::N,tila,spás
379,Ort::N,kohta,áit
380,Ort::N,paikka,áit
381,Seite::N,sivu,taobh
382,Seite::N,kylki,taobh
383,Mitte::N,keskus,lár
384,Mitte::N,puoliväli,lár
385,Gegenstand::N,kalu,ball
386,Gegenstand::N,kalu,ábhar
387,Gegenstand::N,esine,ball
388,Gegenstand::N,esine,ábhar
389,Sache::N,asia,ní
390,Sache::N,asia,rud
391,Rand::N,ääri,imeall
392,Rand::N,ääri,ciumhais
393,Rand::N,syrjä,imeall
394,Rand::N,syrjä,ciumhais
395,Kante::N,särmä,corr
396,Kante::N,särmä,colbha
397,Ecke::N,nurkka,coirnéal
398,Spitze::N,terä,gob
399,Spitze::N,terä,barr
400,Spitze::N,kärki,gob
401,Spitze::N,kärki,barr
402,Ende::N,pää,ceann
403,Ende::N,pää,foirceann
404,Ende::N,perä,ceann
405,Ende::N,perä,foirceann
406,Loch::N,kolo,poll
407,Loch::N,reikä,poll
408,Winkel::N,kulma,cúinne
409,Winkel::N,kulma,uillinn
410,Muster::N,kuvio,patrún
411,Größe::N,koko,méid
412,Größe::N,koko,toise
413,Größe::N,suuruus,méid
414,Größe::N,suuruus,toise
415,Länge::N,pituus,fad
416,Höhe::N,korkeus,airde
417,Gewicht::N,paino,meáchan
418,Menge::N,määrä,méid
419,Haufen::N,kasa,cnap
420,Reihe::N,rivi,líne
421,Reihe::N,rivi,sraith
422,Boot::N,vene,bád
423,Ruder::N,airo,rámh
424,Ruder::N,airo,maide rámha
425,Schlitten::N,reki,carr sleamhnáin
426,Schlitten::N,kelkka,carr sleamhnáin
427,Ski::N,suksi,scí
428,Lagerfeuer::N,nuotio,tine champa
429,Last::N,kuorma,ualach
430,Gang::N,kulku,siúlóid
431,Gang::N,käynti,siúlóid
432,Schritt::N,askel,céim
433,Schritt::N,askel,coiscéim
434,Norden::N,pohjoinen,tuaisceart
435,Süden::N,etelä,deisceart
436,Westen::N,länsi,iarthar
437,Osten::N,itä,oirthear
438,Holz::N,puu,adhmad
439,Brett::N,lauta,clár
440,Platte::N,levy,leac
441,Stütze::N,noja,taca
442,Stange::N,tanko,polla
443,Stange::N,tanko,cuaille
444,Stock::N,keppi,bata
445,Stock::N,keppi,maide
446,Stab::N,sauva,maide
447,Stab::N,sauva,bachall
448,Stab::N,seiväs,maide
449,Stab::N,seiväs,bachall
450,Rohr::N,putki,píopa
451,Haus::N,talo,teach
452,Heim::N,koti,baile
453,Ofen::N,uuni,sornóg
454,Fußboden::N,lattia,urlár
455,Tisch::N,pöytä,bord
456,Tisch::N,pöytä,tábla
457,Stuhl::N,tuoli,cathaoir
458,Wiege::N,kehto,cliabhán
459,Bett::N,sänky,leaba
460,Regal::N,hylly,seilf
461,Kiste::N,arkku,bosca
462,Kiste::N,kirstu,bosca
463,Kiste::N,laatikko,bosca
464,Fenster::N,ikkuna,fuinneoig
465,Tür::N,ovi,doras
466,Tor::N,portti,geata
467,Zaun::N,aita,fál
468,Zaun::N,aita,claí
469,Dach::N,katto,díon
470,Leiter::N,tikkaat,dréimire
471,Leiter::N,tikapuut,dréimire
472,Besen::N,luuta,scuab
473,Spaten::N,lapio,spád
474,Spaten::N,lapio,rámhainn
475,Schaufel::N,lapio,sluasaid
476,Gabel::N,haarukka,forc
477,Gabel::N,haarukka,gabhlóg
478,Löffel::N,lusikka,spúnóg
479,Messer::N,veitsi,scian
480,Nagel::N,naula,tairne
481,Netz::N,verkko,líon
482,Netz::N,verkko,eangach
483,Haken::N,haka,croch
484,Haken::N,koukku,croch
485,Griff::N,ripa,cos
486,Griff::N,ripa,hanla
487,Griff::N,kahva,cos
488,Griff::N,kahva,hanla
489,Schloss::N,lukko,glas
490,Bild::N,kuva,pictiúr
491,Figur::N,kuvio,fíor
492,Puppe::N,nukke,bábóg
493,Beutel::N,pussi,mála
494,Beutel::N,pussi,mealbhóg
495,Bündel::N,nippu,beart
496,Bündel::N,kimppu,beart
497,Tasche::N,laukku,mála
498,Eimer::N,sanko,buicéad
499,Eimer::N,ämpäri,buicéad
500,Deckel::N,kansi,clár
501,Deckel::N,kansi,claibín
502,Geschirr::N,astia,soithí
503,Geschirr::N,astia,gréithe
504,Sack::N,säkki,sac
505,Sack::N,säkki,mála
506,Tasse::N,kuppi,cupán
507,Topf::N,pata,pota
508,Kessel::N,kattila,citeal
509,Essen::N,syönti,béile
510,Nahrung::N,ruoka,bia
511,Nahrung::N,ravinto,bia
512,Speise::N,ruoka,mias
513,Fleisch::N,liha,feoil
514,Getreide::N,vilja,grán
515,Getreide::N,vilja,arbhar
516,Brei::N,puuro,brúitín
517,Brot::N,leipä,arán
518,Scheibe::N,viipale,píosa
519,Scheibe::N,viipale,slisne
520,Fett::N,rasva,saill
521,Fett::N,rasva,méathras
522,Butter::N,voi,im
523,Öl::N,öljy,ola
524,Salz::N,suola,salann
525,Suppe::N,keitto,sú
526,Suppe::N,keitto,anraith
527,Honig::N,hunaja,mil
528,Milch::N,maito,bainne
529,Tee::N,tee,tae
530,Leder::N,nahka,leathar
531,Wolle::N,villa,olann
532,Stoff::N,kangas,éadach
533,Nadel::N,neula,snáthaid
534,Faden::N,lanka,snáth
535,Knopf::N,nappi,cnaipe
536,Knoten::N,solmu,snaidhm
537,Farbe::N,maali,péint
538,Kleidung::N,vaatteet,éadaí
539,Hemd::N,paita,léine
540,Kragen::N,kaulus,bóna
541,Ärmel::N,hiha,muinchille
542,Hose::N,housut,bríste
543,Hose::N,housut,treabhsar
544,Gürtel::N,vyö,crios
545,Mütze::N,lakki,caipín
546,Schuh::N,kenkä,bróg
547,Stiefel::N,saapas,buatais
548,Ring::N,sormus,fáinne
549,Band::N,nauha,ribín
550,Kamm::N,kampa,cíor
551,Spiegel::N,peili,scáthán
552,Riemen::N,hihna,iall
553,Riemen::N,hihna,strapa
554,Schnur::N,naru,téad
555,Schnur::N,naru,sreangán
556,Schnur::N,nuora,téad
557,Schnur::N,nuora,sreangán
558,Leine::N,talutushihna,iall
559,Decke::N,peite,pluid
560,Decke::N,peite,blaincéad
561,Kissen::N,tyyny,piliúr
562,Kissen::N,tyyny,adhartán
563,Kissen::N,pielus,piliúr
564,Kissen::N,pielus,adhartán
565,Tuch::N,huivi,scaif
566,Handtuch::N,pyyheliina,tuáille
567,Kraft::N,väki,fórsa
568,Kraft::N,voima,fórsa
569,Stärke::N,vahvuus,neart
570,Gesundheit::N,terveys,sláinte
571,Krankheit::N,tauti,tinneas
572,Krankheit::N,tauti,breoiteacht
573,Krankheit::N,sairaus,tinneas
574,Krankheit::N,sairaus,breoiteacht
575,Schmerz::N,kipu,pian
576,Schmerz::N,särky,pian
577,Wunde::N,haava,goin
578,Fieber::N,kuume,fiabhras
579,Arznei::N,lääke,cógas
580,Brücke::N,silta,droichead
581,Brunnen::N,kaivo,tobar
582,Weide::N,laidun,féarach
583,Pfad::N,polku,cosán
584,Pfad::N,polku,conair
585,Weg::N,tie,slí
586,Weg::N,tie,bealach
587,Straße::N,katu,bóthar
588,Dorf::N,kylä,sráidbhaile
589,Stadt::N,kaupunki,baile
590,Stadt::N,kaupunki,cathair
591,Brief::N,kirje,litir
592,Buch::N,kirja,cín
593,Buch::N,kirja,leabhar
594,Buchstabe::N,kirjain,litir
595,Zeitung::N,lehti,nuachtán
596,Zeitung::N,sanomalehti,nuachtán
597,Leben::N,elo,saol
598,Leben::N,elo,beatha
599,Leben::N,elämä,saol
600,Leben::N,elämä,beatha
601,Tod::N,kuolema,bás
602,Grab::N,hauta,uaigh
603,Kirche::N,kirkko,eaglais
604,Sünde::N,synti,peaca
605,Gott::N,jumala,dia
606,Arbeiter::N,työläinen,oibrí
607,Chef::N,päällikkö,saoiste
608,Chef::N,päällikkö,ceannasaí
609,Meister::N,mestari,máistir
610,Arzt::N,lääkäri,lia
611,Arzt::N,lääkäri,dochtúir
612,Lehrer::N,opettaja,oide
613,Lehrer::N,opettaja,múinteoir
614,Geld::N,raha,airgead
615,Geschäft::N,liike,gnó
616,Laden::N,puoti,siopa
617,Laden::N,kauppa,siopa
618,Preis::N,hinta,praghas
619,Ware::N,tavara,earra
620,Nutzen::N,hyöty,tairbhe
621,Reichtum::N,rikkaus,rachmas
622,Reichtum::N,rikkaus,saibhreas
623,Welt::N,maailma,domhan
624,Land::N,maa,tír
625,Staat::N,valtio,stát
626,König::N,kuningas,rí
627,Macht::N,mahti,cumhacht
628,Grenze::N,raja,críoch
629,Grenze::N,raja,teorainn
630,Krieg::N,sota,cogadh
631,Feind::N,vihollinen,namhaid
632,Gewalt::N,väkivalta,foréigean
633,Kampf::N,taistelu,troid
634,Bogen[Waffe]::N,jousi,bogha
635,Pfeil::N,nuoli,saighead
636,Gewehr::N,kivääri,gunna
637,Fehler::N,vika,botún
638,Fehler::N,vika,meancóg
639,Fehler::N,virhe,botún
640,Fehler::N,virhe,meancóg
641,Lüge::N,valhe,bréag
642,Lüge::N,valhe,éitheach
643,Schaden::N,vaurio,dochar
644,Schaden::N,vaurio,damáiste
645,Schaden::N,vahinko,dochar
646,Schaden::N,vahinko,damáiste
647,Unglück::N,vahinko,drochrath
648,Unglück::N,onnettomuus,drochrath
649,Schuld::N,syy,locht
650,Schuld::N,syy,milleán
651,Alter::N,ikä,aois
652,Schluss::N,loppu,deireadh
653,Zeit::N,aika,am
654,Zeit::N,aika,aimsir
655,Tag::N,päivä,lá
656,Morgen::N,aamu,maidin
657,Morgen::N,huomen,maidin
658,Mittag::N,keskipäivä,nóin
659,Abend::N,ilta,tráthnóna
660,Nacht::N,yö,oíche
661,Woche::N,viikko,seachtain
662,Monat::N,kuukausi,mí
663,Jahr::N,vuosi,bliain
664,Frühling::N,kevät,earrach
665,Sommer::N,kesä,samhradh
666,Herbst::N,syksy,fómhar
667,Winter::N,talvi,geimhreadh
668,Januar::N,tammikuu,Eanáir
669,Februar::N,helmikuu,Feabhra
670,März::N,maaliskuu,Márta
671,April::N,huhtikuu,Aibreán
672,Mai::N,toukokuu,Bealtaine
673,Juni::N,kesäkuu,Meitheamh
674,Juli::N,heinäkuu,Iúil
675,August::N,elokuu,Lúnasa
676,September::N,syyskuu,Meán Fómhair
677,Oktober::N,lokakuu,Deireadh Fómhair
678,November::N,marraskuu,Samhain
679,November::N,marraskuu,Mí na Samhna
680,Dezember::N,joulukuu,Mí na Nollag
681,Montag::N,maanantai,Luan
682,Montag::N,maanantai,Dé Luain
683,Dienstag::N,tiistai,Máirt
684,Dienstag::N,tiistai,Dé Máirt
685,Mittwoch::N,keskiviikko,Céadaoin
686,Mittwoch::N,keskiviikko,Dé Céadaoin
687,Donnerstag::N,torstai,Déardaoin
688,Freitag::N,perjantai,Aoine
689,Freitag::N,perjantai,Dé hAoine
690,Samstag::N,lauantai,Satharn
691,Samstag::N,lauantai,Dé Sathairn
692,Sonntag::N,sunnuntai,Domhnach
693,Sonntag::N,sunnuntai,Dé Domhnaigh
694,groß::A,iso,mór
695,groß::A,suuri,mór
696,klein::A,pieni,beag
697,lang::A,pitkä,fada
698,kurz::A,lyhyt,gearr
699,kurz::A,lyhyt,gairid
700,breit::A,leveä,leathan
701,breit::A,leveä,fairsing
702,schmal::A,kapea,cúng
703,dicht::A,taaja,dlúth
704,dick[Gegenstand]::A,paksu,tiubh
705,dünn::A,ohut,caol
706,dünn::A,ohut,tanaí
707,fein::A,hieno,scáinte
708,fein::A,hieno,fíneálta
709,fest::A,luja,daingean
710,flach::A,litteä,cothrom
711,flach::A,tasainen,cothrom
712,glatt::A,sileä,mín
713,glatt::A,sileä,sleamhain
714,glatt::A,siloinen,mín
715,glatt::A,siloinen,sleamhain
716,hart::A,kova,crua
717,weich::A,pehmeä,bog
718,rund::A,pyöreä,cruinn
719,spitz::A,terävä,gobach
720,spitz::A,terävä,biorach
721,scharf::A,terävä,géar
722,scharf::A,terävä,faobhrach
723,stumpf::A,tylsä,maol
724,schwer::A,raskas,trom
725,schwer::A,painava,trom
726,schön::A,kaunis,álainn
727,heiß::A,kuuma,te
728,warm::A,lämmin,te
729,kalt::A,kylmä,fuar
730,kalt::A,viluinen,fuar
731,kühl::A,viileä,fionnuar
732,frisch::A,tuore,úr
733,frisch::A,tuore,friseáilte
734,feucht::A,kostea,tais
735,nass::A,märkä,fliuch
736,trocken::A,kuiva,tirim
737,voll::A,täysi,lán
738,leer::A,tyhjä,folamh
739,offen::A,avonainen,oscailte
740,geschlossen::A,suljettu,dúnta
741,geschlossen::A,suljettu,druidte
742,sauber::A,puhdas,glan
743,schmutzig::A,likainen,salach
744,roh::A,raaka,amh
745,reif::A,kypsä,aibí
746,lecker::A,herkullinen,blasta
747,süß::A,makea,milis
748,bitter::A,karvas,searbh
749,bitter::A,kitkerä,searbh
750,sauer::A,hapan,géar
751,sauer::A,hapan,searbh
752,hell::A,kirkas,geal
753,hell::A,kirkas,soilseach
754,hell::A,valoisa,geal
755,hell::A,valoisa,soilseach
756,dunkel::A,pimeä,dorcha
757,schwarz::A,musta,dubh
758,weiß::A,valkea,bán
759,rot::A,punainen,dearg
760,gelb::A,keltainen,buí
761,blau::A,sininen,gorm
762,grün::A,vihreä,glas
763,grün::A,vihreä,uaine
764,grau::A,harmaa,liath
765,bunt::A,kirjava,ildathach
766,bunt::A,kirjava,dathannach
767,billig::A,halpa,saor
768,billig::A,huokea,saor
769,teuer::A,kallis,daor
770,teuer::A,kallis,costasach
771,wertvoll::A,arvokas,luachmhar
772,blind::A,sokea,dall
773,blind::A,sokea,caoch
774,taub::A,kuuro,bodhar
775,kräftig::A,väkevä,cumhachtach
776,kräftig::A,voimakas,cumhachtach
777,stark::A,vahva,tréan
778,stark::A,vahva,láidir
779,schwach::A,heikko,lag
780,schwach::A,heikko,fann
781,fett::A,lihava,ramhar
782,schlank::A,hoikka,caol
783,schlank::A,hoikka,seang
784,schlank::A,solakka,caol
785,schlank::A,solakka,seang
786,hübsch::A,soma,álainn
787,hübsch::A,soma,dathúil
788,hübsch::A,sievä,álainn
789,hübsch::A,sievä,dathúil
790,böse::A,paha,olc
791,böse::A,häijy,olc
792,dumm::A,tyhmä,dúr
793,dumm::A,tyhmä,amaideach
794,dumm::A,typerä,dúr
795,dumm::A,typerä,amaideach
796,faul::A,laiska,falsa
797,faul::A,laiska,leisciúil
798,fleißig::A,ahkera,dícheallach
799,geizig::A,saita,barainneach
800,geizig::A,saita,sprionlaithe
801,klug::A,älykäs,cliste
802,geschickt::A,taitava,oilte
803,geschickt::A,taitava,ealaíonta
804,lieb::A,rakas,dil
805,lieb::A,rakas,dílis
806,lustig::A,hauska,aerach
807,lustig::A,hauska,meidhreach
808,lustig::A,iloinen,aerach
809,lustig::A,iloinen,meidhreach
810,sanft::A,lauha,bog
811,sanft::A,lauha,séimh
812,sanft::A,lempeä,bog
813,sanft::A,lempeä,séimh
814,hungrig::A,nälkäinen,ocrach
