,Concept_ID,av,ga
154,Zweig::N,гӏаркьел,géag
155,Zweig::N,гӏаркьел,craobh
156,Blatt::N,тӏамах,duille
157,Blatt::N,тӏамах,duilleog
158,Birke::N,мах,beith
159,Birke::N,мах,crann beithe
160,Birke::N,махигъветӏ,beith
161,Birke::N,махигъветӏ,crann beithe
162,Kiefer[Baum]::N,накӏкӏигъветӏ,péine
163,Weide[Baum]::N,рицӏцӏ,saileach
164,Weide[Baum]::N,рицӏцӏигъветӏ,saileach
165,Tanne::N,ёлка,giúis
166,Horn::N,лълъар,adharc
167,Feder::N,хӏули,cleite
168,Fell::N,тӏом,clúmh
169,Fell::N,цӏоко,clúmh
170,Flügel::N,кваркьи,eite
171,Flügel::N,кваркьи,sciathán
172,Klaue::N,галъ,crúb
173,Klaue::N,галъ,crobh
174,Kralle::N,квачӏ,crobh
175,Kralle::N,катиквачӏ,crobh
176,Schwanz::N,рачӏ,eireaball
177,Ei::N,хоно,ubh
178,Nest::N,бусен,nead
179,Bau::N,каратӏ,brocais
180,Tier::N,хӏайван,ainmhí
181,Tier::N,хӏайван,beithíoch
182,Herde::N,рехъен,tréad
183,Herde::N,рехъед,tréad
184,Kuh::N,гӏака,bó
185,Bulle::N,оц,tarbh
186,Pferd::N,чу,each
187,Pferd::N,чу,capall
188,Schaf::N,чахъу,caora
189,Schwein::N,болъон,muc
190,Hund::N,гьой,madra
191,Katze::N,кету,cat
192,Bär::N,ци,béar
193,Eichhörnchen::N,гвангва,iora
194,Fuchs::N,цер,sionnach
195,Fuchs::N,цер,madra rua
196,Hase::N,гӏанкӏ,giorria
197,Maus::N,гӏункӏкӏ,luch
198,Wolf::N,бацӏ,mac tíre
199,Vogel::N,хӏинчӏ,éan
200,Schwarm::N,тӏел,saithe
201,Huhn::N,гӏанкӏу,cearc
202,Hahn::N,хӏелеко,coileach
203,Gans::N,хъаз,gé
204,Adler::N,цӏум,iolar
205,Ente::N,ордек,lacha
206,Eule::N,беццаруз,ulchabhán
207,Kranich::N,къункъра,grús
208,Krähe::N,гъеду,caróg
209,Krähe::N,гъеду,préachán
210,Kuckuck::N,гагу,cuach
211,Schwan::N,хӏанкъва,eala
212,Fisch::N,ччугӏа,iasc
213,Barsch::N,окунь,péirse
214,Hecht::N,щука,liús
215,Schlange[Tier]::N,борохь,nathair
216,Wurm::N,хӏапара,péist
217,Spinne::N,хъанхъра,damhán alla
218,Ameise::N,цӏунцӏра,seangán
219,Laus::N,нацӏ,míol
220,Mücke::N,кӏкӏара,muiscít
221,Mücke::N,кӏкӏара,corrmhíol
222,Fliege::N,тӏутӏ,cuil
223,Fliege::N,тӏутӏ,cuileog
224,Schmetterling::N,кӏалкӏучӏ,féileacán
225,Apfel::N,гӏеч,úll
226,Pilz::N,гӏурдахӏан,beacán
227,Pilz::N,гӏурдахӏан,muisiriún
228,Zwiebel::N,кӏочӏопер,oinniún
229,Saat::N,хьон,síol
230,Korn::N,мугь,gráinne
231,Heu::N,хер,féar
232,Schale::N,хъал,scaimh
233,Grube::N,гвенд,poll
234,Falle::N,къор,gaiste
235,Falle::N,къотен,gaiste
236,Schlinge::N,кӏичӏ,sealán
237,Spur::N,лъалкӏ,rian
238,Asche::N,рахъу,luaith
239,Dreck::N,гъиз,salachar
240,Dreck::N,хӏарщ,salachar
241,Eisen::N,махх,iarann
242,Gold::N,месед,ór
243,Silber::N,гӏарац,airgead
244,Kohle::N,тӏурччи,gual
245,Glas::N,цӏер,gloine
246,Lehm::N,хӏатӏ,cré
247,Sand::N,сали,gaineamh
248,Mensch::N,чи,duine
249,Mann::N,бихьинчи,fear
250,Frau::N,гӏадан,bean
251,Kind::N,лъимер,gasúr
252,Kind::N,лъимер,páiste
253,Junge::N,вас,buachaill
254,Mädchen::N,яс,cailín
255,Familie::N,хъизан,teaghlach
256,Familie::N,хъизан,comhluadar
257,Großvater::N,кӏудада,seanathair
258,Großmutter::N,кӏодо,seanmháthair
259,Eltern::N,эбел-эмен,tuismitheoirí
260,Vater::N,эмен,athair
261,Mutter::N,эбел,máthair
262,Sohn::N,вас,mac
263,Tochter::N,яс,iníon
264,Bruder::N,вац,deartháir
265,Schwester::N,яц,deirfiúr
266,Onkel::N,даци,uncail
267,Tante::N,ада,aintín
268,Ehemann::N,рос,fear céile
269,Ehefrau::N,чӏужу,bean chéile
270,Freude::N,ракӏбохи,áthas
271,Gelächter::N,релъи,gáire
272,Glück::N,талихӏ,séan
273,Glück::N,талихӏ,sonas
274,Glück::N,талихӏ-рохел,séan
275,Glück::N,талихӏ-рохел,sonas
276,Kummer::N,хӏалкъай,brón
277,Kummer::N,хӏалкъай,buairt
278,Wunsch::N,къасд,guí
279,Wunsch::N,къасд,achainí
280,Lust::N,гъира,fonn
281,Geist::N,чӏанкӏ,meon
282,Geist::N,чӏанкӏ,spiorad
283,Geist::N,рухӏ-жан,meon
284,Geist::N,рухӏ-жан,spiorad
285,Gedanke::N,пикру,smaoineamh
286,Verstand::N,лумалъи,ciall
287,Verstand::N,лумалъи,intinn
288,Verstand::N,цӏодорлъи,ciall
289,Verstand::N,цӏодорлъи,intinn
290,Sinn::N,магӏна,brí
291,Sinn::N,магӏна,ciall
292,Grund::N,багьана,fáth
293,Wahrheit::N,ритӏухълъи,fírinne
294,Gespräch::N,накъит,comhrá
295,Märchen::N,маргьа,scéal
296,Erzählung::N,къиса,scéal
297,Nachricht::N,хабар,teachtaireacht
298,Neuigkeit::N,хабар-гӏазаб,scéala
299,Name::N,цӏар,ainm
300,Rätsel::N,бицанкӏо,tomhas
301,Rede::N,речь,óráid
302,Rede::N,речь,aitheasc
303,Rede::N,калам,óráid
304,Rede::N,калам,aitheasc
305,Sprache::N,мацӏ,teanga
306,Stimme::N,гьаракь,guth
307,Wort::N,рагӏи,focal
308,Zeichen::N,ишара,comhartha
309,Zeichen::N,гӏаламат,comhartha
310,Ruf::N,ахӏи,glaoch
311,Lärm::N,хъуй,torann
312,Lärm::N,хъуди,torann
313,Laut::N,гьаракь,fuaim
314,Laut::N,сас,fuaim
315,Lied::N,кечӏ,amhrán
316,Ruhe::N,рахӏат,suaimhneas
317,Leute::N,гӏадамал,muintir
318,Volk::N,халкъ,pobal
319,Arbeit::N,хӏалтӏи,obair
320,Gast::N,гьобол,aoi
321,Geschenk::N,сайигъат,féirín
322,Geschenk::N,сайигъат,bronntanas
323,Spiel::N,хӏай,cluiche
324,Spiel::N,расанди,cluiche
325,Gesellschaft::N,жамагӏат,comhluadar
326,Hilfe::N,кумек,cúnamh
327,Hilfe::N,кумек,cabhair
328,Freund::N,гьудул,cara
329,Kamerad::N,гьалмагъ,comrádaí
330,Angelegenheit::N,къваригӏел,ábhar
331,Anzahl::N,рикӏкӏен,líon
332,Art::N,жинс,sórt
333,Art::N,жинс,saghas
334,Stück::N,кесек,píosa
335,Teil::N,пай,cuid
336,Teil::N,пай,páirt
337,Hälfte::N,бащдаб,leath
338,Kreis::N,гор,ciorcal
339,Kreuz::N,хъанч,cros
340,Linie::N,мухъ,líne
341,Strich::N,хӏучч,stríoc
342,Abstand::N,манзил,achar
343,Entfernung::N,манзил,fad
344,Gegend::N,рахъ,ceantar
345,Platz::N,бакӏ,áit
346,Platz::N,бакӏ,spás
347,Ort::N,бакӏ,áit
348,Seite::N,рахъ,taobh
349,Mitte::N,бакьулъбакӏ,lár
350,Gegenstand::N,жо,ball
351,Gegenstand::N,жо,ábhar
352,Sache::N,жо,ní
353,Sache::N,жо,rud
354,Rand::N,мицӏир,imeall
355,Rand::N,мицӏир,ciumhais
356,Kante::N,рагӏал,corr
357,Kante::N,рагӏал,colbha
358,Kante::N,рагӏа-ракьан,corr
359,Kante::N,рагӏа-ракьан,colbha
360,Ecke::N,цили,coirnéal
361,Spitze::N,тӏогь,gob
362,Spitze::N,тӏогь,barr
363,Ende::N,кӏал,ceann
364,Ende::N,кӏал,foirceann
365,Loch::N,каратӏ,poll
366,Muster::N,накъиш,patrún
367,Größe::N,кӏодо́лъи,méid
368,Größe::N,кӏодо́лъи,toise
369,Länge::N,халалъи,fad
370,Höhe::N,борхалъи,airde
371,Gewicht::N,бакӏлъи,meáchan
372,Haufen::N,гъуни,cnap
373,Reihe::N,ирга́,líne
374,Reihe::N,ирга́,sraith
375,Boot::N,раса,bád
376,Ruder::N,раххан,rámh
377,Ruder::N,раххан,maide rámha
378,Schlitten::N,чанагъ,carr sleamhnáin
379,Ski::N,лыжаби,scí
380,Lagerfeuer::N,цӏа,tine champa
381,Last::N,бакӏлъи,ualach
382,Gang::N,хьвади,siúlóid
383,Gang::N,хьвада-чӏвади,siúlóid
384,Schritt::N,гали,céim
385,Schritt::N,гали,coiscéim
386,Norden::N,шимал,tuaisceart
387,Süden::N,юг,deisceart
388,Süden::N,къибла,deisceart
389,Westen::N,гъарб,iarthar
390,Westen::N,магъриб,iarthar
391,Osten::N,шаркъ,oirthear
392,Osten::N,машрикъ,oirthear
393,Holz::N,цӏул,adhmad
394,Brett::N,хъарщи,clár
395,Platte::N,къоно,leac
396,Stange::N,гӏер,polla
397,Stange::N,гӏер,cuaille
398,Stock::N,тӏил,bata
399,Stock::N,тӏил,maide
400,Stab::N,гӏер,maide
401,Stab::N,гӏер,bachall
402,Rohr::N,турба,píopa
403,Haus::N,ригь,teach
404,Haus::N,рукъзал,teach
405,Heim::N,рукъ,baile
406,Ofen::N,печь,sornóg
407,Fußboden::N,чӏабар,urlár
408,Tisch::N,стол,bord
409,Tisch::N,стол,tábla
410,Stuhl::N,бакӏу,cathaoir
411,Wiege::N,кини,cliabhán
412,Bett::N,кровать,leaba
413,Regal::N,хъарщи,seilf
414,Kiste::N,ящик,bosca
415,Kiste::N,тӏалагъуд,bosca
416,Fenster::N,гордо,fuinneoig
417,Tür::N,нуцӏа,doras
418,Tor::N,каву,geata
419,Zaun::N,раци,fál
420,Zaun::N,раци,claí
421,Dach::N,тӏох,díon
422,Leiter::N,мали,dréimire
423,Besen::N,жул,scuab
424,Spaten::N,бел,spád
425,Spaten::N,бел,rámhainn
426,Schaufel::N,раххан,sluasaid
427,Gabel::N,гӏучӏ,forc
428,Gabel::N,гӏучӏ,gabhlóg
429,Löffel::N,гъуд,spúnóg
430,Messer::N,нус,scian
431,Nagel::N,магӏ,tairne
432,Netz::N,гьин,líon
433,Netz::N,гьин,eangach
434,Haken::N,гъанцӏа,croch
435,Griff::N,гӏоркь,cos
436,Griff::N,гӏоркь,hanla
437,Schloss::N,кӏулал,glas
438,Bild::N,сурат,pictiúr
439,Puppe::N,нани,bábóg
440,Beutel::N,таргьа,mála
441,Beutel::N,таргьа,mealbhóg
442,Bündel::N,къай,beart
443,Tasche::N,сумка,mála
444,Tasche::N,къвачӏа,mála
445,Eimer::N,ведро,buicéad
446,Deckel::N,тӏалъел,clár
447,Deckel::N,тӏалъел,claibín
448,Deckel::N,дадитӏалъел,clár
449,Deckel::N,дадитӏалъел,claibín
450,Geschirr::N,цӏарагӏ,soithí
451,Geschirr::N,цӏарагӏ,gréithe
452,Sack::N,хъап,sac
453,Sack::N,хъап,mála
454,Sack::N,къандалъо,sac
455,Sack::N,къандалъо,mála
456,Tasse::N,чашка,cupán
457,Topf::N,хьаг,pota
458,Kessel::N,хьаг,citeal
459,Kessel::N,гереги,citeal
460,Essen::N,тӏагӏам,béile
461,Nahrung::N,квен,bia
462,Speise::N,квен,mias
463,Fleisch::N,гьан,feoil
464,Getreide::N,бугӏа-ролъ,grán
465,Getreide::N,бугӏа-ролъ,arbhar
466,Getreide::N,могьолабл_культураби,grán
467,Getreide::N,могьолабл_культураби,arbhar
468,Brei::N,карщ,brúitín
469,Brot::N,чед,arán
470,Scheibe::N,мочӏу,píosa
471,Scheibe::N,мочӏу,slisne
472,Fett::N,беэнлъи,saill
473,Fett::N,беэнлъи,méathras
474,Butter::N,нах,im
475,Öl::N,нах,ola
476,Salz::N,цӏам,salann
477,Suppe::N,чурпа,sú
478,Suppe::N,чурпа,anraith
479,Honig::N,гьоцӏо,mil
480,Milch::N,рахь,bainne
481,Tee::N,чай,tae
482,Leder::N,тӏом,leathar
483,Wolle::N,квас,olann
484,Stoff::N,ххам,éadach
485,Nadel::N,рокӏкӏен,snáthaid
486,Faden::N,кун,snáth
487,Knopf::N,маргъал,cnaipe
488,Knoten::N,гарацӏ,snaidhm
489,Farbe::N,релъен,péint
490,Kleidung::N,ретӏел,éadaí
491,Hemd::N,гурде,léine
492,Kragen::N,габур,bóna
493,Ärmel::N,къвал,muinchille
494,Hose::N,тӏажу,bríste
495,Hose::N,тӏажу,treabhsar
496,Gürtel::N,рачел,crios
497,Mütze::N,тӏагъур,caipín
498,Stiefel::N,этек,buatais
499,Stiefel::N,чакма,buatais
500,Ring::N,баргъич,fáinne
501,Band::N,лента,ribín
502,Kamm::N,гьоркьо,cíor
503,Spiegel::N,матӏу,scáthán
504,Riemen::N,рижу,iall
505,Riemen::N,рижу,strapa
506,Decke::N,одея́ло,pluid
507,Decke::N,одея́ло,blaincéad
508,Kissen::N,къандалъо,piliúr
509,Kissen::N,къандалъо,adhartán
510,Tuch::N,квархьи,scaif
511,Handtuch::N,беркӏалрацӏцӏ,tuáille
512,Kraft::N,гуч,fórsa
513,Kraft::N,къуват,fórsa
514,Stärke::N,хӏалкӏвей,neart
515,Gesundheit::N,сахлъи́,sláinte
516,Krankheit::N,унти,tinneas
517,Krankheit::N,унти,breoiteacht
518,Krankheit::N,щокълъи,tinneas
519,Krankheit::N,щокълъи,breoiteacht
520,Schmerz::N,унти,pian
521,Wunde::N,ругъун,goin
522,Fieber::N,цӏа-кан,fiabhras
523,Arznei::N,дару,cógas
524,Brücke::N,кьо,droichead
525,Brunnen::N,гъуй,tobar
526,Weide::N,рицӏцӏ,féarach
527,Weide::N,лъичӏирма,féarach
528,Weide::N,гӏурдаллъи,féarach
529,Weide::N,ри́цӏигъветӏ,féarach
530,Weide::N,рицӏцӏигъветӏ,féarach
531,Pfad::N,сухъмахъ,cosán
532,Pfad::N,сухъмахъ,conair
533,Weg::N,нух,slí
534,Weg::N,нух,bealach
535,Straße::N,нух,bóthar
536,Dorf::N,росу,sráidbhaile
537,Stadt::N,шагьар,baile
538,Stadt::N,шагьар,cathair
539,Brief::N,кагъат,litir
540,Brief::N,рисалат,litir
541,Buch::N,тӏехь,cín
542,Buch::N,тӏехь,leabhar
543,Buchstabe::N,хӏарп,litir
544,Zeitung::N,газет,nuachtán
545,Leben::N,яшав,saol
546,Leben::N,яшав,beatha
547,Tod::N,хвел,bás
548,Grab::N,хоб,uaigh
549,Kirche::N,килиса,eaglais
550,Sünde::N,хӏакъ,peaca
551,Sünde::N,мунагь,peaca
552,Gott::N,бичас,dia
553,Gott::N,аллагь,dia
554,Arbeiter::N,хӏалтӏухъан,oibrí
555,Chef::N,хӏаким,saoiste
556,Chef::N,хӏаким,ceannasaí
557,Chef::N,начальник,saoiste
558,Chef::N,начальник,ceannasaí
559,Meister::N,устар,máistir
560,Meister::N,мастер,máistir
561,Meister::N,махщалилав,máistir
562,Arzt::N,жайрахӏ,lia
563,Arzt::N,жайрахӏ,dochtúir
564,Lehrer::N,мугӏалим,oide
565,Lehrer::N,мугӏалим,múinteoir
566,Geld::N,гӏарац,airgead
567,Laden::N,тукен,siopa
568,Preis::N,багьа,praghas
569,Ware::N,къайи,earra
570,Nutzen::N,мунпагӏат,tairbhe
571,Reichtum::N,бечелъи,rachmas
572,Reichtum::N,бечелъи,saibhreas
573,Welt::N,дуниял,domhan
574,Land::N,улка,tír
575,Land::N,икълим,tír
576,Staat::N,пачалихъ,stát
577,König::N,пача,rí
578,König::N,малик,rí
579,König::N,къирал,rí
580,König::N,падишагь,rí
581,Macht::N,кверщел,cumhacht
582,Grenze::N,гӏорхъи,críoch
583,Grenze::N,гӏорхъи,teorainn
584,Krieg::N,рагъ,cogadh
585,Feind::N,тушман,namhaid
586,Gewalt::N,зулму,foréigean
587,Kampf::N,къеркьей,troid
588,Bogen[Waffe]::N,газаргъо,bogha
589,Pfeil::N,чӏор,saighead
590,Gewehr::N,туманкӏ,gunna
591,Fehler::N,гъалатӏ,botún
592,Fehler::N,гъалатӏ,meancóg
593,Lüge::N,гьереси,bréag
594,Lüge::N,гьереси,éitheach
595,Schaden::N,зиян,dochar
596,Schaden::N,зиян,damáiste
597,Schaden::N,зарал,dochar
598,Schaden::N,зарал,damáiste
599,Unglück::N,балагь,drochrath
600,Schuld::N,гӏайиб,locht
601,Schuld::N,гӏайиб,milleán
602,Alter::N,гӏумру,aois
603,Schluss::N,ахир,deireadh
604,Zeit::N,заман,am
605,Zeit::N,заман,aimsir
606,Tag::N,къо,lá
607,Morgen::N,радалмех,maidin
608,Mittag::N,къадемех,nóin
609,Abend::N,релъедамех,tráthnóna
610,Nacht::N,сордо,oíche
611,Woche::N,анкь,seachtain
612,Monat::N,моцӏ,mí
613,Jahr::N,сон,bliain
614,Jahr::N,лъагӏел,bliain
615,Frühling::N,их,earrach
616,Sommer::N,рии,samhradh
617,Herbst::N,хасалихълъи,fómhar
618,Winter::N,кьин,geimhreadh
619,Januar::N,январь,Eanáir
620,Februar::N,февра́ль,Feabhra
621,März::N,март,Márta
622,April::N,апрель,Aibreán
623,Mai::N,май,Bealtaine
624,Juni::N,июнь,Meitheamh
625,Juli::N,июль,Iúil
626,August::N,август,Lúnasa
627,September::N,сентябрь,Meán Fómhair
628,Oktober::N,октябрь,Deireadh Fómhair
629,November::N,ноябрь,Samhain
630,November::N,ноябрь,Mí na Samhna
631,Dezember::N,декабрь,Mí na Nollag
632,Montag::N,итни,Luan
633,Montag::N,итни,Dé Luain
634,Dienstag::N,талат,Máirt
635,Dienstag::N,талат,Dé Máirt
636,Mittwoch::N,арбагӏ,Céadaoin
637,Mittwoch::N,арбагӏ,Dé Céadaoin
638,Donnerstag::N,хамиз,Déardaoin
639,Freitag::N,рузман,Aoine
640,Freitag::N,рузман,Dé hAoine
641,Samstag::N,щамат,Satharn
642,Samstag::N,щамат,Dé Sathairn
643,Sonntag::N,гьатӏан,Domhnach
644,Sonntag::N,гьатӏан,Dé Domhnaigh
645,groß::A,кӏудияб,mór
646,klein::A,гьитӏинаб,beag
647,lang::A,халатаб,fada
648,kurz::A,къокъаб,gearr
649,kurz::A,къокъаб,gairid
650,breit::A,гӏебаб,leathan
651,breit::A,гӏебаб,fairsing
652,schmal::A,къваридаб,cúng
653,dicht::A,ризаб,dlúth
654,dick[Gegenstand]::A,бицатаб,tiubh
655,dünn::A,тӏеренаб,caol
656,dünn::A,тӏеренаб,tanaí
657,fein::A,тӏеренаб,scáinte
658,fein::A,тӏеренаб,fíneálta
659,fest::A,къвакӏараб,daingean
660,flach::A,чӏепараб,cothrom
661,glatt::A,цӏвакараб,mín
662,glatt::A,цӏвакараб,sleamhain
663,hart::A,кьварараб,crua
664,weich::A,тамахаб,bog
665,rund::A,гургинаб,cruinn
666,spitz::A,бегӏераб,gobach
667,spitz::A,бегӏераб,biorach
668,scharf::A,рекӏараб,géar
669,scharf::A,рекӏараб,faobhrach
670,stumpf::A,тӏехӏараб,maol
671,stumpf::A,рекӏинчӏеб,maol
672,schwer::A,бакӏаб,trom
673,schön::A,берцинаб,álainn
674,heiß::A,лагьараб,te
675,warm::A,хинаб,te
676,kalt::A,квачараб,fuar
677,kühl::A,квачараб,fionnuar
678,frisch::A,цӏияб,úr
679,frisch::A,цӏияб,friseáilte
680,feucht::A,рагьараб,tais
681,nass::A,би́ччараб,fliuch
682,trocken::A,бакъвараб,tirim
683,leer::A,чӏобогояб,folamh
684,offen::A,рагьараб,oscailte
685,geschlossen::A,рахараб-къараб,dúnta
686,geschlossen::A,рахараб-къараб,druidte
687,sauber::A,бацӏцӏадаб,glan
688,schmutzig::A,гъизараб,salach
689,roh::A,хамаб,amh
690,roh::A,гӏатӏгояб,amh
691,reif::A,барщараб,aibí
692,lecker::A,тӏагӏамаб,blasta
693,süß::A,гьуинаб,milis
694,bitter::A,кьогӏаб,searbh
695,sauer::A,цӏекӏаб,géar
696,sauer::A,цӏекӏаб,searbh
697,hell::A,канаб,geal
698,hell::A,канаб,soilseach
699,dunkel::A,бецӏаб,dorcha
700,schwarz::A,чӏегӏераб,dubh
701,weiß::A,хъахӏаб,bán
702,rot::A,багӏараб,dearg
703,gelb::A,гӏобилаб,buí
704,gelb::A,тӏогьилаб,buí
705,blau::A,хъахӏилаб,gorm
706,grün::A,гӏурччинаб,glas
707,grün::A,гӏурччинаб,uaine
708,grau::A,накӏкӏуяб,liath
709,bunt::A,къвекӏаб,ildathach
710,bunt::A,къвекӏаб,dathannach
711,bunt::A,чара-гъараб,ildathach
712,bunt::A,чара-гъараб,dathannach
713,billig::A,учузаб,saor
714,teuer::A,хири́яб,daor
715,teuer::A,хири́яб,costasach
716,wertvoll::A,къиматаб,luachmhar
717,blind::A,беццаб,dall
718,blind::A,беццаб,caoch
719,taub::A,гъугъаб,bodhar
720,kräftig::A,гучаб,cumhachtach
721,stark::A,къуватаб,tréan
722,stark::A,къуватаб,láidir
723,schwach::A,гӏажизаб,lag
724,schwach::A,гӏажизаб,fann
725,fett::A,кьарияб,ramhar
726,schlank::A,чергесаб,caol
727,schlank::A,чергесаб,seang
728,hübsch::A,гьайбатаб,álainn
729,hübsch::A,гьайбатаб,dathúil
730,böse::A,ракӏквешаб,olc
731,dumm::A,гьагаб,dúr
732,dumm::A,гьагаб,amaideach
733,dumm::A,гӏантаб,dúr
734,dumm::A,гӏантаб,amaideach
735,faul::A,кӏохӏалаб,falsa
736,faul::A,кӏохӏалаб,leisciúil
737,faul::A,кӏухӏа́лаб,falsa
738,faul::A,кӏухӏа́лаб,leisciúil
739,fleißig::A,хӏаракатаб,dícheallach
740,geizig::A,къарумаб,barainneach
741,geizig::A,къарумаб,sprionlaithe
742,klug::A,лумияб,cliste
743,geschickt::A,махщел бугев,oilte
744,geschickt::A,махщел бугев,ealaíonta
745,lieb::A,гӏазизаб,dil
746,lieb::A,гӏазизаб,dílis
747,lustig::A,кепаб,aerach
748,lustig::A,кепаб,meidhreach
749,sanft::A,хӏалимаб,bog
