,Concept_ID,os,ja
772,dorthin::ADV,уырдӕм,そちらへ
773,geradeaus::ADV,æргом,真っ直ぐに
774,vorwärts::ADV,размӕ,前へ
775,rückwärts::ADV,фӕстӕмӕ,後ろへ
776,zurück::ADV,фӕстӕмӕ,後ろへ
777,unten::ADV,дæлæ,下に
778,unten::ADV,дæлейы,下に
779,unten::ADV,бынæй,下に
780,hinab::ADV,дӕлӕмӕ,下へ
781,hinab::ADV,уырдыгмӕ,下へ
782,oben::ADV,уӕле,上に
783,hinauf::ADV,уӕлӕмӕ,上へ
784,überall::ADV,алыран,どこでも
785,überall::ADV,алкæм,どこでも
786,überall::ADV,кæмдæриддæр,どこでも
787,nicht::ADV,нӕ,ない
788,ein wenig::ADV,чысыл,少し
789,ein wenig::ADV,чысыл,ちょっと
790,kaum::ADV,цъус,ほとんど～ない
791,sehr::ADV,тынг,とても
792,sehr::ADV,иттӕг,とても
793,so::ADV,афтӕ,こう
794,noch::ADV,ма,まだ
795,nur::ADV,канд,～だけ
796,nur::ADV,ӕрмӕст,～だけ
797,schon::ADV,нырид,もう
798,wieder::ADV,ногӕй,再び
799,vergebens::ADV,дзæгъæлы,無駄に
800,vergebens::ADV,уæгъды,無駄に
801,vergebens::ADV,æнæхъуаджы,無駄に
802,vor::PRP,разы,前に
803,hinter::PRP,фӕстӕ,後ろに
804,unter::PRP,бын,下に
805,durch::PRP,æхсæнты,通して
806,neben::PRP,цур,横に
807,zwischen::PRP,астӕу,間に
808,wegen::PRP,тыххай,為に
809,wegen::PRP,тыххай,せいで
810,dies::PRN,ай,これ
811,das::PRN,уый,それ
812,alles::PRN,алцы,全部
813,alles::PRN,æппæтдæр,全部
814,alles::PRN,иууылдӕр,全部
815,ich::PRN,æз,私
816,du::PRN,ды,あなた
817,er::PRN,уый,彼
818,wir::PRN,мах,私達
819,ihr::PRN,сымах,あなた達
820,sie::PRN,уыдон,彼ら
821,was::FPRN,цы,何
822,wer::FPRN,чи,誰
823,wer::FPRN,чи,どなた
824,wo::FADV,кӕм,どこ
825,wo::FADV,кӕм,どこに
826,wohin::FADV,кӕдӕм,どこへ
827,wie::FADV,куыд,どう
828,warum::FADV,цӕмӕн,何故
829,warum::FADV,цӕмӕн,どうして
830,wieviel::FNUM,цал,どのくらい
831,eins::NUM,иу,一
832,zwei::NUM,дыууӕ,二
833,zwei::NUM,дыууӕ,二つ
834,drei::NUM,ӕртӕ,三
835,drei::NUM,ӕртӕ,三つ
836,vier::NUM,цыппар,四
837,vier::NUM,цыппар,四つ
838,fünf::NUM,фондз,五
839,fünf::NUM,фондз,五つ
840,sechs::NUM,ӕхсӕз,六
841,sechs::NUM,ӕхсӕз,六つ
842,sieben::NUM,авд,七
843,sieben::NUM,авд,七つ
844,acht::NUM,аст,八
845,acht::NUM,аст,八つ
846,neun::NUM,фараст,九
847,neun::NUM,фараст,九つ
848,zehn::NUM,дӕс,十
849,elf::NUM,иуæндæс,十一
850,zwölf::NUM,дыууадæс,十二
851,zwanzig::NUM,дыууын,二十
852,dreißig::NUM,æртын,三十
853,dreißig::NUM,дæсæмæссæдз,三十
854,vierzig::NUM,цыппор,四十
855,vierzig::NUM,цыппур,四十
856,vierzig::NUM,дыууиссæдзы,四十
857,fünfzig::NUM,фӕндзай,五十
858,sechzig::NUM,æхсай,六十
859,sechzig::NUM,æртиссæдзы,六十
860,siebzig::NUM,æвдай,七十
861,siebzig::NUM,дæс æмæ æртиссæдзы,七十
862,achtzig::NUM,цыппарыссæдзы,八十
863,achtzig::NUM,æстай,八十
864,neunzig::NUM,нæуæдз,九十
865,neunzig::NUM,дæс æмæ цыппарыссæдзы,九十
866,hundert::NUM,сӕдӕ,百
867,tausend::NUM,мин,千
868,und::CNJ,ӕмӕ,-と
869,und::CNJ,ӕмӕ,そして
870,oder::CNJ,кӕнӕ,或いは
871,stehen::V,лӕууын,立っている
872,sitzen::V,бадын,座っている
873,liegen::V,хуыссын,横になっている
874,hängen::V,ауыгъд уын,掛かっている
875,werden::V,суӕвын,なる
876,passieren::V,æрцæуын,起こる
877,beginnen::V,райдайын,始まる
878,enden::V,фæуын,終わる
879,wechseln::V,ивын,変わる
880,aufgehen[Sonne]::V,скæсын,出る
881,untergehen[Sonne]::V, аныгуылын,沈む
882,scheinen[Sonne]::V,рухс кӕнын,輝く
883,donnern::V,нæрын,雷が鳴る
884,wehen::V,дымын,吹く
885,strömen::V,кӕлын,流れる
886,fließen::V,цæуын,流れる
887,fließen::V,уайын,流れる
888,fließen::V,кæлын,流れる
889,sich drehen::V,зилын,回転する
890,schwanken::V,æнкъуысын,揺れる
891,schwingen::V,æнкъуысын,振動する
892,schwingen::V,змæлын,振動する
893,fallen::V,хауын,落ちる
894,brennen::V,судзын,燃える
895,rauchen::V,фæздæг кæнын,煙を出す
896,regnen::V,уарын,雨が降る
897,gefrieren::V,сӕлын,凍る
898,tauen::V,стайын,溶ける
899,schmelzen::V,тайын,溶ける
900,trocknen::V,хус кæнын,乾く
901,sieden::V,фыцын,沸く
902,faulen::V,ӕмбийын,腐る
903,verfaulen::V,бамбийын,朽ちる
904,reißen::V,скъуийын,切れる
905,versinken::V,дӕлдон_кӕнын,沈む
906,vergehen::V,аивгъуийын,経つ
907,erscheinen::V,разынын,現れる
908,verschwinden::V,фæтары уын,消える
909,verschwinden::V,фæдæлдзæх уын,消える
910,verschwinden::V,фесæфын,消える
911,verschwinden::V,æрбайсæфын,消える
912,sinken::V,дæлæмæ æрхауын,下がる
913,abnehmen::V,фæкъаддæр уын,減る
914,abnehmen::V,фæцух уын,減る
915,zunehmen::V,фæфылдæр уын,増える
916,zunehmen::V,сбирæ уын,増える
917,zunehmen::V,сахадын,増える
918,steigen::V,сыстын,上がる
919,wachsen::V,рӕзын,伸びる
920,glänzen::V,ӕрттивын,輝く
921,funkeln::V,тыбар-тыбур_кӕнын,ぴかぴか光る
922,lärmen::V,хъæлæба кæнын,騒ぐ
923,läuten::V,цæгъдын,鳴る
924,klingeln::V,цæгъдын,鳴る
925,klirren::V,дзыгъал-мыгъул кæнын,がらんがらんと鳴る
926,klirren::V,дзæгъ-дзæгъ кæнын,がらんがらんと鳴る
927,brausen::V,абухын,逆巻く
928,klingen::V,зæлын,鳴る
929,klingen::V,азæлын,鳴る
930,klingen::V,хъуысын,鳴る
931,bellen::V,рæйын,吠える
932,heulen::V,ниуын,きゃんきゃん鳴く
933,blasen::V,фу кӕнын,吹く
934,pfeifen::V,æхситт кæнын,口笛を吹く
935,pfeifen::V,къуыззитт кæнын,口笛を吹く
936,schreien::V,хъӕр кӕнын,叫ぶ
937,stöhnen::V,хъæрзын,うめく
938,stöhnen::V,дзыназын,うめく
939,zittern::V,ризын,震える
940,leben::V,цӕрын,生きている
941,geboren werden::V,райгуырын,生まれる
942,atmen::V,улӕфын,呼吸する
943,trinken::V,нуазын,飲む
944,essen::V,хӕрын,食べる
945,schlucken::V,ныхъуырын,飲み込む
946,müde werden::V,бафæллайын,眠くなる
947,müde werden::V,бафæлмæцын,眠くなる
948,müde werden::V,сфæлмæцын,眠くなる
949,einschlafen::V,бафынæй уын,寝付く
950,schlafen::V,хуыссын,眠る
951,schlafen::V,фынӕй кӕнын,眠る
952,aufwachen::V,райхъал уын,目が覚める
953,aufstehen::V,стын,起きる
954,sich erholen::V,фæллад уадзын,休養する
955,sich erholen::V,улæфын,休養する
956,krank werden::V,фӕрынчын уын,病気になる
957,krank sein::V,сӕйын,病気である
958,schmerzen::V,риссын,痛む
959,husten::V,хуыфын,咳をする
960,genesen::V,сдзæбæх уын,元気になる
961,genesen::V,рандидзын,元気になる
962,genesen::V,сæндидзын,元気になる
963,sterben::V,мӕлын,死ぬ
964,sterben::V,мӕлын,亡くなる
965,umkommen::V,фесæфын,死亡する
966,umkommen::V,байсæфын,死亡する
967,umkommen::V,бабын уын,死亡する
968,umkommen::V,мард фæуын,死亡する
969,sich bewegen::V,тæлфын,移動する
970,sich bewegen::V,цæуын,移動する
971,sich rühren::V,змӕлын,動く
972,sich erheben::V,стын,立ち上がる
973,sich setzen::V,сбадын,座る
974,hinfallen::V,ӕрхауын,転ぶ
975,laufen::V,цӕуын,歩く
976,laufen::V,рацу-бацу_кӕнын,歩く
977,schreiten::V,къахдзæф кæнын,跨ぐ
978,schreiten::V,санчъех кæнын,跨ぐ
979,schreiten::V,цæуын,跨ぐ
980,spazierengehen::V,озер кæнын,散歩する
981,spazierengehen::V,тезгъо кæнын,散歩する
982,eilen::V,тагъд кæнын,急ぐ
983,eilen::V,тындзын,急ぐ
984,sich beeilen::V,тагъд кæнын,焦る
985,sich beeilen::V,тындзын,焦る
986,sausen::V,уайын,疾駆する
987,sausen::V,тæхын,疾駆する
988,rennen::V,згъорын,走る
989,springen::V,гæпп кæнын,跳ぶ
990,springen::V,сæррæтт кæнын,跳ぶ
991,springen::V,лиуырын,跳ぶ
992,klettern::V,хилын,よじ登る
993,schaukeln::V,хецъро кæнын,ぶらんこに乗る
994,schaukeln::V,херыйыл бадын,ぶらんこに乗る
995,kriechen::V,бырын,這う
996,schwimmen::V,ленк кӕнын,泳ぐ
997,tauchen::V,ныгъуылын,潜る
998,rudern::V,бæлæгъ тæрын,漕ぐ
999,rudern::V,чема тæрын,漕ぐ
1000,fahren::V,цӕуын,行く
1001,fahren::V,цӕуын,乗車する
1002,fliegen::V,тӕхын,飛ぶ
1003,gehen::V,цӕуын,行く
1004,weggehen::V,ацӕуын,立ち去る
1005,abfahren::V,араст уын,出発する
1006,anhalten::V,æрлæууын,止まる
1007,hineingehen::V,мидæмæ цæуын,入る
1008,eintreten::V,бацӕуын,中に入る
1009,kommen::V,æрцæуын,来る
1010,ankommen::V,æрцæуын,着く
1011,ankommen::V,æрцæуын,到着する
1012,zurückkommen::V,раздæхын,帰る
1013,zurückkommen::V,фæстæмæ_раздæхын,帰る
1014,zurückkommen::V,æрбаздæхын,帰る
1015,zurückkommen::V,аздæхын,帰る
1016,bleiben::V,лӕууын,留まる
1017,warten::V,ӕнхъӕлмӕ кӕсын,待つ
1018,erwarten::V,ӕнхъӕлмӕ кӕсын,期待する
1019,suchen::V,агурын,探る
1020,finden::V,ссарын,見つける
1021,versuchen::V,фӕлварын,試す
1022,vorbereiten::V,бацаттæ кæнын,準備する
1023,vorbereiten::V,æрæввонг кæнын,準備する
1024,lieben::V,уарзын,愛する
1025,mögen::V,зæрдæмæ цæуын,好きである
1026,lachen::V,худын,笑う
1027,rühren::V,зæрдæ суынгæг кæнын,感情を動かす
1028,weinen::V,кӕуын,泣く
1029,schimpfen::V,æлгъитын,叱る
1030,sich ärgern::V,мæсты кæнын,怒る
1031,sich ärgern::V,мæсты кæнын,腹を立てる
1032,sich fürchten::V,тæрсын,怖がる
1033,fürchten::V,тæрсын,恐れる
1034,fliehen::V,лидзын,逃げる
1035,flüchten::V,алидзын,逃亡する
1036,sehen::V,уынын,見る
1037,anschauen::V,акӕсын,眺める
1038,ansehen::V,кӕсын,見る
1039,hören::V,хъусын,聞く
1040,zuhören::V,хъусын,聴く
1041,probieren::V,уынын,食べてみる
1042,probieren::V,аходын,食べてみる
1043,riechen::V,смудын,気取る
1044,fühlen::V,ӕнкъарын,感じる
1045,scheinen::V,зынын,ように見える
1046,zu sehen sein::V,зынын,見える
1047,vernehmen::V,фехъусын,承る
1048,frieren::V,сийын,寒気がする
1049,tun::V,кӕнын,する
1050,können::V,фӕразын,出来る
1051,wollen::V,фӕндын,-たい
1052,anfangen::V,райдайын,始める
1053,beenden::V,фӕуын,終える
1054,aufhören::V,банцайын,止める
1055,aufhören::V,фенцайын,止める
1056,gelingen::V,бантысын,成功する
1057,geraten::V,разынын,当たる
1058,öffnen::V,гом кӕнын,開く
1059,öffnen::V,гом кӕнын,開ける
1060,schließen::V,ӕхгӕнын,閉める
1061,stellen::V,ӕвӕрын,置く
1062,stellen::V,ӕвӕрын,据える
1063,setzen::V,сбадын кӕнын,座らせる
1064,legen::V,ӕрӕвӕрын,置く
1065,berühren::V,агайын,触る
1066,berühren::V,агайын,触れる
1067,verbinden::V,бӕттын,結びつける
1068,bedecken::V,ӕмбӕрзын,覆う
1069,aufhängen::V,ауындзын,掛ける
1070,anzünden::V,ссудзын,燃やす
1071,anzünden::V,ссудзын,火をつける
1072,aufheben::V,сисын,拾う
1073,zurücklassen::V,ныууадзын,残す
1074,verlieren::V,фесафын,無くす
1075,fallen lassen::V,ӕрӕппарын,落とす
1076,fallen lassen::V,къухтӕй феуӕгъд кӕнын,落とす
1077,machen::V,саразын,作る
1078,herstellen::V,сцæттæ кæнын,製造する
1079,herstellen::V,саразын,製造する
1080,bauen::V,амайын,建設する
1081,reparieren::V,æмпъузын,直す
1082,reparieren::V,æмпъузын,修理する
1083,reparieren::V,цалцæг кæнын,直す
1084,reparieren::V,цалцæг кæнын,修理する
1085,verbessern::V,фæхуыздæр кæнын,改良する
1086,ändern::V,аивын,変える
1087,graben::V,къахын,掘る
1088,beugen::V,æркъæдз кæнын,折る
1089,beugen::V,æртасын кæнын,折る
1090,biegen::V,тасын кӕнын,曲げる
1091,drehen::V,здухын,回す
1092,wenden::V,афæлдахын,裏返す
1093,wenden::V,рафæлдахын,裏返す
1094,umdrehen::V,афæлдахын,裏返す
1095,heben::V,сдарын,挙げる
1096,heben::V,схæцын,挙げる
1097,hochheben::V,уæлæмæ хæцын,持ち上げる
1098,ergreifen::V,фӕлӕбурын,取り上げる
1099,halten::V,дарын,持つ
1100,drücken::V,æлхъивын,押す
1101,drücken::V,хæцын,押す
1102,schieben::V,схойын,ずらす
1103,kratzen::V,хафын,引っ掻く
1104,lecken::V,сдæрын,なめる
1105,beißen::V,хæцын,噛む
1106,abreißen::V,ратонын,剝ぎ取る
1107,abschneiden::V,ралыг кӕнын,切り取る
1108,binden::V,бабӕттын,縛る
1109,stecken::V,ныссадзын,差し込む
1110,brechen::V,асæттын,破る
1111,brechen::V,басæттын,破る
1112,brechen::V,ныссæттын,破る
1113,klopfen::V,хойын,とんとん叩く
1114,klopfen::V,гуыпп-гуыпп кæнын,とんとん叩く
1115,klopfen::V,къуырцц-къуырцц кæнын,とんとん叩く
1116,hauen::V,цӕвын,叩く
1117,hauen::V,нӕмын,叩く
1118,kleben::V,ныхасын,貼る
1119,kleben::V,ныхасын,くっ付ける
1120,kleben::V,æндадзын,貼る
1121,kleben::V,æндадзын,くっ付ける
1122,reiben::V,сӕрфын,擦る
1123,reiben::V,хафын,擦る
1124,streichen::V,байсæрдын,塗る
1125,streichen::V,сахорын,塗る
1126,schleifen::V,ссын,研ぐ
1127,schleifen::V,цыргъ кӕнын,研ぐ
1128,schneiden::V,кӕрдын,切る
1129,rütteln::V,æнкъусын,揺さぶる
1130,schütteln::V,уигъын,振る
1131,schütteln::V,уигъын,揺さぶる
1132,schwenken::V,тилын,振る
1133,schwenken::V,уигъын,振る
1134,schütten::V,ныккӕнын,注ぐ
1135,füllen::V,байдзаг кæнын,いっぱいにする
1136,einwickeln::V,батухын,包む
1137,tragen::V,хӕссын,運ぶ
1138,schleppen::V,ласын,引きずる
1139,ziehen::V,ласын,引く
1140,aufbewahren::V,æвæрын,預かる
1141,werfen::V,зыввытт кӕнын,投げる
1142,fangen::V,ӕрцахсын,受ける
1143,packen::V,рацахсын,掴む
1144,verstecken::V,æмбæхсын,隠す
1145,verstecken::V,нымæхсын,隠す
1146,teilen::V,уарын,分ける
1147,schicken::V,ӕрвитын,送る
1148,bringen::V,æрхæссын,持って行く
1149,bringen::V,æрбахæссын,持って行く
1150,hinzufügen::V,ӕфтауын,加える
1151,bekommen::V,ссарын,得る
1152,bekommen::V,сфæрæз кæнын,得る
1153,bekommen::V,самал кæнын,得る
1154,erhalten::V,райсын,受ける
1155,nehmen::V,райсын,取る
1156,wählen::V,равзарын,選ぶ
1157,auswählen::V,авзарын,選ぶ
1158,bewahren::V,бавæрын,保存する
1159,bewahren::V,нывæрын,保存する
1160,behindern::V,цæлхдур æвæрын,妨害する
1161,behindern::V,ныхдур æвæрын,妨害する
1162,behindern::V,къуылымпы кæнын,妨害する
1163,behindern::V,хъыг дарын,妨害する
1164,verderben::V,фесафын,台無しにする
1165,beschädigen::V,халын,損傷する
1166,zerbrechen::V,асӕттын,割る
1167,zerreißen::V,аскъуынын,引き裂く
1168,zerstören::V,фехалын,破壊する
1169,verbrennen::V,басудзын,焼く
1170,geben::V,дӕттын,上げる
1171,reichen::V,адæттын,渡す
1172,schenken::V,лæвар кæнын,贈る
1173,versprechen::V,дзырд раттын,約束する
1174,versprechen::V,зӕрдӕ бавӕрын,約束する
1175,wünschen::V,зæрдæ зæгъы,望む
1176,loben::V,раппӕлын,褒める
1177,küssen::V,пъа кæнын,キスする
1178,küssen::V,ба кæнын,キスする
1179,wiegen::V,узын,揺する
1180,zudecken::V,бамбӕрзын,覆う
1181,wecken::V,райхъал кӕнын,起こす
1182,zeigen::V,амонын,見せる
1183,führen::V,кӕнын,案内する
1184,führen::V,фæкæнын,案内する
1185,lehren::V,ахуыр кæнын,教える
1186,unterrichten::V,ахуыр кæнын,通知する
1187,aufziehen::V,хъомыл кӕнын,育てる
1188,leiten::V,разамынд дӕттын,導く
1189,antreiben::V,тагъд кæнын,励ます
1190,antreiben::V,рог кæнын,励ます
1191,lassen::V,кæнын,～させる
1192,einladen::V,ӕрхонын,誘う
1193,einladen::V,ӕрхонын,招待する
1194,einladen::V,ӕрбахонын,誘う
1195,einladen::V,ӕрбахонын,招待する
1196,vereinigen::V,баиу кӕнын,一つにする
1197,besuchen::V,абæрæг кæнын,訪ねる
1198,besuchen::V,бабæрæг кæнын,訪ねる
1199,besuchen::V,бауайын,訪ねる
1200,treffen::V,фембæлын,出会う
1201,sich versammeln::V,æрæмбырд уын,集まる
1202,spielen::V,хъазын,遊ぶ
1203,singen::V,зарын,歌う
1204,tanzen::V,кафын,踊る
1205,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,別れる
1206,verlassen::V,ныууадзын,別れる
1207,retten::V,фервӕзын кӕнын,救う
1208,retten::V,фервӕзын кӕнын,助ける
1209,bewachen::V,хъахъхъӕнын,見張る
1210,bewachen::V,хъахъхъӕнын,軽微する
1211,schützen::V,хъахъхъӕнын,保護する
1212,verteidigen::V,бахизын,守る
1213,sich schlagen::V,хыл кæнын,殴る
1214,schießen::V,ӕхсын,撃つ
1215,siegen::V,басӕттын,勝つ
1216,siegen::V,фӕуӕлахиз уӕвын,勝つ
1217,ärgern::V,мӕсты кӕнын,怒らせる
1218,schlagen::V,ныццæвын,殴る
1219,stechen::V,фæрæхойын,突く
1220,stoßen::V,риуыгъын,突く
1221,stehlen::V,давын,盗る
1222,stören::V,хъыгдарын,構う
1223,belästigen::V,хъыгдарын,邪魔する
1224,verbergen::V,бамбӕхсын,隠す
1225,verbergen::V,басусӕг кӕнын,隠す
1226,täuschen::V,фӕливын,だます
1227,täuschen::V,асайын,だます
1228,betrügen::V,асайын,だます
1229,töten::V,амарын,殺す
1230,wohnen::V,цӕрын,住む
1231,arbeiten::V,кусын,働く
1232,sammeln::V,æртонын,集める
1233,sammeln::V,æртонын,収集する
1234,pflücken::V,тонын,摘む
1235,jagen::V,цуан кæнын,狩りをする
1236,fischen::V,кæсаг ахсын æнгуырæй,釣る
1237,fischen::V,æнгуыр дарын,釣る
1238,fassen::V,ӕрцахсын,捕る
1239,hüten::V,хизын,放牧する
1240,treiben::V,скъӕрын,追う
1241,anbinden::V,бабæттын,繋ぐ
1242,anbinden::V,æрбæттын,繋ぐ
1243,füttern::V,холлаг дæттын,餌をやる
1244,füttern::V,холлаг æвæрын,餌をやる
1245,füttern::V,дарын,餌をやる
1246,melken::V,дуцын,搾乳する
1247,hacken::V,кæрдын,刻む
1248,hacken::V,лыгтæ кæнын,刻む
1249,gießen::V,бакалын,水をやる
1250,reifen::V,срæгъæд уын,熟す
1251,reifen::V,сцæттæ уын,熟す
1252,zubereiten::V,сцӕттӕ кӕнын,調理する
1253,kochen::V,фыцын,煮る
1254,backen::V,фыцын,焼く
1255,braten::V,цурын,焼く
1256,braten::V,цурын,炒める
1257,umrühren::V,ахæццæ кæнын,混ぜる
1258,umrühren::V,азмæнтын,混ぜる
1259,umrühren::V,астауын,混ぜる
1260,stricken::V,кæнын,編む
1261,stricken::V,бийын,編む
1262,nähen::V,хуыйын,縫う
1263,färben::V,ахорын,染める
1264,reinigen::V,ссыгъдæг кæнын,掃除する
1265,reinigen::V,ныссыгъдæг кæнын,掃除する
1266,reinigen::V,ныссæрфын,掃除する
1267,waschen::V,ӕхсын,洗う
1268,waschen::V,ӕхсын,洗濯する
1269,abwischen::V,сӕрфын,拭く
1270,spülen::V,æнхъæвзын,洗う
1271,spülen::V,æнхъæвзын,すすぐ
1272,fegen::V,мӕрзын,掃除する
1273,kehren::V,мӕрзын,掃く
1274,baden::V,хи найын,入浴する
1275,sich waschen::V,хи æхсын,洗う
1276,ausziehen::V,ласын,脱ぐ
1277,anziehen::V,скæнын,着る
1278,sich anziehen::V,дзаума скæнын,着る
1279,sich anziehen::V,дарæс скæнын,着る
1280,kämmen::V,ныффасын,梳く
1281,kämmen::V,æрфасын,梳く
1282,schmücken::V,фӕлындын,飾る
1283,sagen::V,зæгъын,言う
1284,sprechen::V,дзурын,話す
1285,reden::V,ныхас кӕнын,話す
1286,sich unterhalten::V,ныхас кæнын,話をする
1287,fragen::V,фӕрсын,聞く
1288,bitten::V,курын,頼む
1289,bitten::V,курын,お願いする
1290,erzählen::V,радзурын,物語る
1291,erzählen::V,ратаурæгъ кæнын,物語る
1292,mitteilen::V,фехъусын кæнын,伝える
1293,nennen::V,хонын,名づける
1294,rufen::V,сидын,呼ぶ
1295,prahlen::V,ӕппӕлын,自慢する
1296,übersetzen::V,ратæлмац кæнын,訳す
1297,denken::V,ӕнхъӕлын,考える
1298,denken::V,хъуыды кӕнын,考える
1299,glauben::V,уырнын,信じる
1300,bemerken::V,фенын,気が付く
1301,erkennen::V,базонын,認識する
1302,begreifen::V,ӕмбарын,分かる
1303,begreifen::V,бамбарын,分かる
1304,lernen::V,ахуыр кӕнын,学ぶ
1305,lernen::V,ахуыр кӕнын,勉強する
1306,wissen::V,зонын,知っている
1307,sich erinnern an::V,зæрдыл æрлæууын,思い出す
1308,sich erinnern an::V,æрымысын,思い出す
1309,sich erinnern an::V,æрбаймысын,思い出す
1310,sich erinnern an::V,æрхъуыды кæнын,思い出す
1311,vergessen::V,ферох кæнын,忘れる
1312,vergessen::V,айрох кæнын,忘れる
1313,messen::V,барын,計る
1314,messen::V,барын,測定する
1315,zählen::V,нымайын,数える
1316,rechnen::V,хынцын,計算する
1317,lesen::V,кӕсын,読む
1318,lesen::V,фӕрсын,読む
1319,malen::V,ныв кӕнын,描く
1320,zeichnen::V,ныв кӕнын,写生する
1321,schreiben::V,фыссын,書く
1322,besitzen::V,хицау уын,所持する
1323,kaufen::V,балхӕнын,買う
1324,verkaufen::V,уӕй кӕнын,売る
1325,bezahlen::V,бафидын,払う
1326,zahlen::V,фидын,支払う
1327,beherrschen::V,æлдариуæг кæнын,支配する
1328,ertragen::V,бавзарын,耐える
1329,Leine::N,,綱
1330,rauschen::V,,戦ぐ
1331,treten::V,,蹴る
1332,verstehen::V,,聞き取る
