,Concept_ID,fa,ca
326,Spiel::N,بازی,joc
327,Gesellschaft::N,جمعیت,companyia
328,Hilfe::N,کمک,ajut
329,Freund::N,دوست,amīc
330,Kamerad::N,رفیق,company
331,Kamerad::N,رفیق,camarada
332,Angelegenheit::N,امر,afer
333,Angelegenheit::N,امر,assumpte
334,Angelegenheit::N,قضیه,afer
335,Angelegenheit::N,قضیه,assumpte
336,Anzahl::N,عده,nombre
337,Anzahl::N,عده,quantitat
338,Anzahl::N,شمار,nombre
339,Anzahl::N,شمار,quantitat
340,Art::N,نوع,tipus
341,Art::N,نوع,classe
342,Stück::N,تکه,peça
343,Stück::N,قطعه,peça
344,Teil::N,بخش,part
345,Teil::N,قسمت,part
346,Hälfte::N,نیم,meitat
347,Kreis::N,حلقه,cercle
348,Kreis::N,دایره,cercle
349,Kreuz::N,صلیب,creu
350,Linie::N,خط,línia
351,Linie::N,سطر,línia
352,Strich::N,خط,traç
353,Strich::N,خط,ratlla
354,Abstand::N,فاصله,distància
355,Entfernung::N,مسافت,distància
356,Gegend::N,منطقه,regió
357,Gegend::N,منطقه,contrada
358,Platz::N,گنجایش,cabuda
359,Ort::N,جا,lloc
360,Ort::N,محل,lloc
361,Ort::N,مکان,lloc
362,Seite::N,طرف,banda
363,Seite::N,طرف,costāt
364,Mitte::N,وسط,mig
365,Mitte::N,وسط,centre
366,Mitte::N,میان,mig
367,Mitte::N,میان,centre
368,Gegenstand::N,چیز,objecte
369,Sache::N,چیز,cosa
370,Rand::N,کنار,vora
371,Rand::N,کنار,marge
372,Rand::N,حاشیه,vora
373,Rand::N,حاشیه,marge
374,Kante::N,لبه,caire
375,Kante::N,لبه,cantell
376,Ecke::N,گوشه,cantonada
377,Spitze::N,سر,punta
378,Spitze::N,نوک,punta
379,Ende::N,ته,cap
380,Ende::N,آخر,cap
381,Loch::N,سوراخ,forāt
382,Winkel::N,کنج,racó
383,Muster::N,نقش,dibuix
384,Muster::N,نقش,disseny
385,Größe::N,قد,grandària
386,Größe::N,بزرگی,grandària
387,Länge::N,طول,longitud
388,Höhe::N,بلندی,altura
389,Höhe::N,بلندی,altitud
390,Gewicht::N,وزن,pes
391,Menge::N,مقدار,quantitat
392,Menge::N,اندازه,quantitat
393,Haufen::N,توده,pila
394,Reihe::N,ردیف,fila
395,Boot::N,قایق,bot
396,Boot::N,قایق,barca
397,Ruder::N,پارو,rem
398,Schlitten::N,سورتمه,trineu
399,Ski::N,اسکی,esquí
400,Lagerfeuer::N,آتش,foc de campament
401,Last::N,بار,càrrega
402,Last::N,سنگینی,càrrega
403,Gang::N,راه رفتن,marxa
404,Schritt::N,قدم,pas
405,Norden::N,شمال,nord
406,Süden::N,جنوب,sud
407,Westen::N,غرب,oest
408,Westen::N,غرب,occident
409,Osten::N,شرق,est
410,Osten::N,شرق,orient
411,Holz::N,چوب,fusta
412,Brett::N,تخته,taula
413,Platte::N,صفحه,placa
414,Stütze::N,تکیه,suport
415,Stange::N,میله,vara
416,Stock::N,چوب,pal
417,Stab::N,عصا,bastó
418,Rohr::N,لوله,tub
419,Haus::N,منزل,casa
420,Heim::N,خانه,llar
421,Heim::N,کاشانه,llar
422,Ofen::N,بخاری,estufa
423,Fußboden::N,کف اتاق,terra
424,Tisch::N,میز,taula
425,Stuhl::N,صندلی,cadira
426,Wiege::N,گهواره,bressol
427,Bett::N,تختخواب,llit
428,Regal::N,قفسه,prestatgeria
429,Kiste::N,صندوق,caixa
430,Fenster::N,پنجره,finestra
431,Tür::N,در,porta
432,Tür::N,درب,porta
433,Tor::N,دروازه,portal
434,Zaun::N,حصار,tanca
435,Dach::N,بام,teulada
436,Leiter::N,نردبان,escala
437,Leiter::N,نردبان,escala de mà
438,Besen::N,جارو,escombra
439,Spaten::N,بیل,pala
440,Schaufel::N,بیل,pala
441,Schaufel::N,پارو,pala
442,Gabel::N,چنگال,forquilla
443,Löffel::N,قاشق,cullera
444,Messer::N,کارد,coltell
445,Nagel::N,میخ,clau
446,Netz::N,تور,filat
447,Netz::N,شبکه,filat
448,Haken::N,قلاب,ganxo
449,Griff::N,دسته,puny
450,Griff::N,دسته,mànec
451,Schloss::N,قفل,pany
452,Bild::N,عکس,imatge
453,Bild::N,تصویر,imatge
454,Figur::N,تندیس,figura
455,Puppe::N,عروسک,nina
456,Beutel::N,کیسه,bossa
457,Bündel::N,بسته,feix
458,Bündel::N,بسته,paquet
459,Tasche::N,کیف,bossa
460,Eimer::N,سطل,galleda
461,Deckel::N,در,tapa
462,Deckel::N,در,tapadora
463,Geschirr::N,ظرف,vaixella
464,Sack::N,گونی,sac
465,Sack::N,گونی,saca
466,Tasse::N,فنجان,tassa
467,Topf::N,دیگ,pot
468,Topf::N,دیگ,olla
469,Topf::N,قابلمه,pot
470,Topf::N,قابلمه,olla
471,Kessel::N,دیگ,caldera
472,Essen::N,خوراک,àpat
473,Essen::N,خوراک,menjada
474,Nahrung::N,غذا,aliment
475,Speise::N,خوراک,plat
476,Fleisch::N,گوشت,carn
477,Getreide::N,غله,cereals
478,Brei::N,فرنی,puré
479,Brei::N,حریره,puré
480,Brot::N,نان,pa
481,Scheibe::N,قاچ,tall
482,Scheibe::N,قاچ,llesca
483,Scheibe::N,لزگه,tall
484,Scheibe::N,لزگه,llesca
485,Fett::N,چربی,greix
486,Butter::N,کره,mantega
487,Öl::N,روغن,oli
488,Salz::N,نمک,sal
489,Suppe::N,آش,sopa
490,Suppe::N,سوپ,sopa
491,Honig::N,عسل,mel
492,Milch::N,شیر,llet
493,Tee::N,چای,te
494,Leder::N,چرم,cuir
495,Wolle::N,پشم,llana
496,Stoff::N,پارچه,tela
497,Nadel::N,سوزن,agulla
498,Faden::N,نخ,fil
499,Knopf::N,دکمه,botó
500,Knoten::N,گره,nus
501,Farbe::N,رنگ,pintura
502,Kleidung::N,لباس,roba
503,Kleidung::N,لباس,vestits
504,Kleidung::N,پوشاک,roba
505,Kleidung::N,پوشاک,vestits
506,Hemd::N,پیراهن,camisa
507,Kragen::N,یقه,coll
508,Ärmel::N,آستین,màniga
509,Hose::N,شلوار,pantalōns
510,Gürtel::N,کمر‌بند,cinturó
511,Mütze::N,کلاه,gorra
512,Schuh::N,کفش,sabata
513,Stiefel::N,چکمه,bota
514,Ring::N,حلقه,anell
515,Ring::N,انگشتر,anell
516,Band::N,نوار,veta
517,Band::N,نوار,cinta
518,Band::N,روبان,veta
519,Band::N,روبان,cinta
520,Kamm::N,شانه,pinta
521,Spiegel::N,آینه,mirāll
522,Riemen::N,تسمه,corretja
523,Schnur::N,ریسمان,corda
524,Leine::N,قلاده,corretja
525,Decke::N,پتو,manta
526,Decke::N,پتو,flassada
527,Kissen::N,بالش,coixí
528,Tuch::N,شال,mocador
529,Handtuch::N,حوله,tovallola
530,Kraft::N,نیرو,força
531,Stärke::N,زور,vigor
532,Gesundheit::N,سلامتی,salut
533,Gesundheit::N,تندرستی,salut
534,Krankheit::N,بیماری,malaltia
535,Schmerz::N,درد,dolor
536,Wunde::N,زخم,ferida
537,Fieber::N,تب,febre
538,Arznei::N,دارو,medicament
539,Brücke::N,پل,pont
540,Brunnen::N,چاه,pou
541,Weide::N,چراگاه,pastura
542,Pfad::N,راه,senda
543,Pfad::N,راه,sender
544,Weg::N,راه,camí
545,Weg::N,طریق,camí
546,Straße::N,راه,carretera
547,Straße::N,جاده,carretera
548,Dorf::N,ده,poble
549,Dorf::N,روستا,poble
550,Stadt::N,شهر,ciutāt
551,Brief::N,نامه,carta
552,Buch::N,کتاب,llibre
553,Buchstabe::N,حرف,lletra
554,Zeitung::N,روزنامه,diāri
555,Leben::N,عمر,vida
556,Leben::N,زندگی,vida
557,Tod::N,مرگ,mort
558,Grab::N,گور,tomba
559,Grab::N,مزار,tomba
560,Kirche::N,کلیسا,església
561,Sünde::N,بزه,pecat
562,Sünde::N,گناه,pecat
563,Gott::N,خدا,déu
564,Arbeiter::N,کارگر,obrer
565,Chef::N,رئیس,cap
566,Meister::N,استاد,mestre
567,Arzt::N,پزشک,metge
568,Lehrer::N,معلم,mestre
569,Lehrer::N,آموزگار,mestre
570,Geld::N,پول,dinērs
571,Geschäft::N,کار,negoci
572,Geschäft::N,بیزنس,negoci
573,Laden::N,دکان,tenda
574,Laden::N,دکان,botiga
575,Laden::N,مغازه,tenda
576,Laden::N,مغازه,botiga
577,Preis::N,بها,preu
578,Preis::N,قیمت,preu
579,Ware::N,جنس,mercaderia
580,Ware::N,کالا,mercaderia
581,Nutzen::N,مزیت,profit
582,Nutzen::N,امتیاز,profit
583,Reichtum::N,مال,riquesa
584,Reichtum::N,ثروت,riquesa
585,Welt::N,دنیا,món
586,Land::N,کشور,país
587,Land::N,مملکت,país
588,Staat::N,دولت,estat
589,König::N,شاه,rei
590,König::N,پادشاه,rei
591,Macht::N,قدرت,poder
592,Macht::N,قدرت,potència
593,Macht::N,اختیار,poder
594,Macht::N,اختیار,potència
595,Grenze::N,مرز,frontera
596,Krieg::N,جنگ,guerra
597,Feind::N,دشمن,enemic
598,Gewalt::N,زور,violència
599,Gewalt::N,خشونت,violència
600,Kampf::N,نبرد,lluita
601,Kampf::N,مبارزه,lluita
602,Bogen[Waffe]::N,کمان,arc
603,Pfeil::N,تیر,fletxa
604,Gewehr::N,تفنگ,fusell
605,Gewehr::N,تفنگ,escopeta
606,Fehler::N,غلط,falta
607,Fehler::N,اشتباه,falta
608,Lüge::N,دروغ,mentida
609,Schaden::N,آسیب,dany
610,Schaden::N,خسارت,dany
611,Unglück::N,بلا,desgràcia
612,Schuld::N,گناه,culpa
613,Schuld::N,تقصیر,culpa
614,Alter::N,سن,edat
615,Alter::N,عمر,edat
616,Schluss::N,انتها,fi
617,Schluss::N,انتها,final
618,Zeit::N,وقت,temps
619,Zeit::N,زمان,temps
620,Tag::N,روز,dia
621,Morgen::N,صبح,matí
622,Mittag::N,ظهر,migdia
623,Abend::N,شب,vespre
624,Abend::N,عصر,vespre
625,Nacht::N,شب,nit
626,Woche::N,هفته,setmana
627,Monat::N,ماه,mes
628,Jahr::N,سال,any
629,Frühling::N,بهار,primavera
630,Sommer::N,تابستان,estīu
631,Herbst::N,پاییز,tardor
632,Winter::N,زمستان,hivērn
633,Januar::N,ژانویه,gener
634,Februar::N,فوریه,febrer
635,März::N,مارس,març
636,April::N,آوریل,abril
637,Mai::N,مه,maig
638,Juni::N,ژوئن,juny
639,Juli::N,ژویه,juliol
640,August::N,اوت,agost
641,September::N,سپتامبر,setembre
642,Oktober::N,اکتبر,octubre
643,November::N,نوامبر,novembre
644,Dezember::N,دسامبر,desembre
645,Montag::N,دو‌شنبه,dilluns
646,Dienstag::N,سه‌شنبه,dimarts
647,Mittwoch::N,چهار‌شنبه,dimecres
648,Donnerstag::N,پنج شنبه,dijous
649,Freitag::N,جمعه,divendres
650,Samstag::N,شنبه,dissabte
651,Sonntag::N,یکشنبه,diumenge
652,groß::A,بزرگ,gros
653,klein::A,کوچک,petīt
654,lang::A,بلند,llarg
655,kurz::A,کوتاه,curt
656,breit::A,پهن,ample
657,schmal::A,تنگ,estret
658,schmal::A,نازک,estret
659,dicht::A,چگال,dens
660,dicht::A,انبوه,dens
661,dick[Gegenstand]::A,ضخیم,gruixūt
662,dünn::A,نازک,prim
663,fein::A,ریز,fi
664,fein::A,باریک,fi
665,fest::A,محکم,ferm
666,fest::A,محکم,sòlid
667,flach::A,صاف,pla
668,flach::A,مسطح,pla
669,glatt::A,لیز,llis
670,hart::A,سفت,dur
671,weich::A,نرم,tou
672,weich::A,ملایم,tou
673,rund::A,گرد,rodó
674,spitz::A,تیز,punxegut
675,spitz::A,نوک‌تیز,punxegut
676,scharf::A,تیز,agut
677,scharf::A,برنده,agut
678,stumpf::A,کند,rom
679,stumpf::A,کند,esmussat
680,schwer::A,سنگین,pesāt
681,schön::A,زیبا,bonīc
682,heiß::A,داغ,calēnt
683,warm::A,گرم,càlid
684,kalt::A,سرد,fred
685,kühl::A,خنک,fresc
686,frisch::A,تازه,fresc
687,feucht::A,مرطوب,humit
688,nass::A,تر,mullat
689,nass::A,خیش,mullat
690,trocken::A,خشک,sec
691,voll::A,پر,ple
692,leer::A,خالی,buit
693,offen::A,باز,obert
694,geschlossen::A,بسته,tancat
695,sauber::A,پاک,net
696,sauber::A,تمیز,net
697,schmutzig::A,کثیف,brut
698,schmutzig::A,آلوده,brut
699,roh::A,خام,cru
700,reif::A,رسیده,madur
701,lecker::A,لذیذ,deliciós
702,lecker::A,خوشمزه,deliciós
703,süß::A,شیرین,dolç
704,bitter::A,تلخ,amarg
705,sauer::A,ترش,agre
706,hell::A,روشن,clar
707,dunkel::A,تاریک,fosc
708,schwarz::A,سیاه,negre
709,weiß::A,سفید,blanc
710,rot::A,سرخ,vermēll
711,rot::A,قرمز,vermēll
712,gelb::A,زرد,groc
713,blau::A,آبی,blau
714,grün::A,سبز,verd
715,grau::A,طوسی,gris
716,grau::A,خاکستری,gris
717,bunt::A,رنگارنگ,multicolor
718,billig::A,ارزان,barat
719,teuer::A,گران,car
720,wertvoll::A,قیمتی,preciós
721,wertvoll::A,گرانبها,preciós
722,blind::A,کور,cec
723,blind::A,نابینا,cec
724,taub::A,کر,sord
725,taub::A,ناشنوا,sord
726,kräftig::A,قوی,fort
727,kräftig::A,قوی,vigorós
728,stark::A,قوی,fort
729,stark::A,نیرومند,fort
730,schwach::A,ضعیف,feble
731,fett::A,چرب,gras
732,schlank::A,باریک‌اندام,esvelt
733,hübsch::A,قشنگ,maco
734,hübsch::A,خوشگل,maco
735,böse::A,بد,dolent
736,dumm::A,احمق,ximple
737,dumm::A,احمق,estúpid
738,faul::A,لش,gandūl
739,faul::A,لش,mandrós
740,faul::A,تنبل,gandūl
741,faul::A,تنبل,mandrós
742,fleißig::A,زرنگ,diligēnt
743,geizig::A,خسیس,avar
744,klug::A,عاقل,intel·ligent
745,klug::A,باهوش,intel·ligent
746,geschickt::A,ماهر,hàbil
747,lieb::A,عزیز,amat
748,lieb::A,عزیز,estimat
749,lustig::A,شاد,alegre
750,lustig::A,خوشحال,alegre
751,sanft::A,لطیف,suau
752,hungrig::A,گرسنه,afamat
753,krank::A,مریض,malālt
754,krank::A,بیمار,malālt
755,nackt::A,لخت,nu
756,nackt::A,برهنه,nu
757,traurig::A,غمگین,trist
758,lebendig::A,زنده,viu
759,gut::A,خوب,bo
760,schlecht::A,بد,dolēnt
761,richtig::A,درست,just
762,richtig::A,درست,correcte
763,schlimm::A,وخيم,greu
764,wahr::A,درست,vertader
765,wahr::A,درست,veritable
766,wahr::A,حقیقی,vertader
767,wahr::A,حقیقی,veritable
768,alt::A,کهنه,vell
769,neu::A,نو,nou
770,ehemalig::A,قبلی,antic
771,alt[Lebewesen]::A,پیر,vell
772,jung::A,جوان,jove
773,arm::A,فقیر,pobre
774,reich::A,پولدار,ric
775,reich::A,ثروتمند,ric
776,bekannt::A,آشنا,conegut
777,bekannt::A,معلوم,conegut
778,berühmt::A,مشهور,famós
779,fremd::A,خارجی,estrany
780,fremd::A,بیگانه,estrany
781,verschieden::A,مختلف,diferent
782,verschieden::A,متفاوت,diferent
783,nah::A,نزدیک,pròxim
784,fern::A,دور,llunyà
785,fern::A,دور,distant
786,linker::A,چپ,esquerre
787,rechter::A,راست,dret
788,anderer::A,دیگر,altre
789,erster::A,اول,primer
790,zweiter::A,دوم,segon
791,dritter::A,سوم,tercer
792,letzter::A,آخر,últim
793,allein::ADV,تنها,sol
794,auf einmal::ADV,همزمان,d'una vegada
795,zusammen::ADV,باهم,junt
796,lange::ADV,مدت‌ها,molt de temps
797,lange::ADV,مدت زیادی,molt de temps
798,plötzlich::ADV,ناگهان,de cop
799,plötzlich::ADV,ناگهان,de sobte
800,sofort::ADV,فوراً,de seguida
801,später::ADV,بعدها,més tard
802,jetzt::ADV,حالا,ara
803,jetzt::ADV,اکنون,ara
804,heute::ADV,امروز,avūi
805,morgen::ADV,فردا,demà
806,bald::ADV,زود,aviāt
807,bald::ADV,بزودی,aviāt
808,dann::ADV,سپس,després
809,dann::ADV,آنوقت,després
810,gestern::ADV,دیروز,ahir
811,einst::ADV,وقتی,anteriorment
812,einst::ADV,زمانی,anteriorment
813,damals::ADV,آنوقت,llavōrs
814,damals::ADV,آنوقت,aleshores
815,damals::ADV,آنزمان,llavōrs
816,damals::ADV,آنزمان,aleshores
817,danach::ADV,بعد,després
818,vorher::ADV,قبلاً,abāns
819,zuerst::ADV,اول,primer
820,zuerst::ADV,ابتداء,primer
821,einmal::ADV,یکدفعه,una vegada
822,manchmal::ADV,گاهی,de vegades
823,manchmal::ADV,بعضی اوقات,de vegades
824,oft::ADV,اغلب,sovint
825,immer::ADV,همیشه,sempre
826,niemals::ADV,هرگز,no ... mai
827,hier::ADV,اینجا,aquí
828,hierhin::ADV,به اینجا,per aquí
