,Concept_ID,se,xal
166,Schulter::N,a´rddi,ээм
167,Schulter::N,vuä´lǧǧ,ээм
168,Schulter::N,вуэллык,ээм
169,Arm::N,gïete,һар
170,Arm::N,giehta,һар
171,Arm::N,giehta,һар
172,Arm::N,kietâ,һар
173,Arm::N,kie'tâkaaṿâ,һар
174,Arm::N,ǩiõtt,һар
175,Arm::N,кӣдт,һар
176,Ellenbogen::N,gernjere,тоха
177,Ellenbogen::N,garŋŋel,тоха
178,Ellenbogen::N,gargŋil,тоха
179,Ellenbogen::N,käŋŋir,тоха
180,Ellenbogen::N,kõõnjâr,тоха
181,Ellenbogen::N,карьнэль,тоха
182,Hand::N,gïete,баһлцг
183,Hand::N,giehta,баһлцг
184,Hand::N,giehta,баһлцг
185,Hand::N,kietâ,баһлцг
186,Hand::N,ǩiõtt,баһлцг
187,Hand::N,кӣдт,баһлцг
188,Handfläche::N,gïeten-låapoe,альхн
189,Handfläche::N,giehtavuodo,альхн
190,Handfläche::N,tjårmmåvuodo,альхн
191,Handfläche::N,giehtaloahpu,альхн
192,Handfläche::N,kiämád,альхн
193,Handfläche::N,kuámmir,альхн
194,Handfläche::N,kuä´m'mer,альхн
195,Handfläche::N,ǩiõttǩeä´m'men,альхн
196,Handfläche::N,ко̄а̄ллдэгк,альхн
197,Handfläche::N,кӣдткоалдэгк,альхн
198,Finger::N,soerme,хурһн
199,Finger::N,soerme,һарин хурһн
200,Finger::N,tjuvdde,хурһн
201,Finger::N,tjuvdde,һарин хурһн
202,Finger::N,suorbma,хурһн
203,Finger::N,suorbma,һарин хурһн
204,Finger::N,čuvde,хурһн
205,Finger::N,čuvde,һарин хурһн
206,Finger::N,suor'mâ,хурһн
207,Finger::N,suor'mâ,һарин хурһн
208,Finger::N,suõrmm,хурһн
209,Finger::N,suõrmm,һарин хурһн
210,Finger::N,це̄ххп,хурһн
211,Finger::N,це̄ххп,һарин хурһн
212,Fingernagel::N,gadtse,хумсн
213,Fingernagel::N,guehpere,хумсн
214,Fingernagel::N,gadtsa,хумсн
215,Fingernagel::N,gazza,хумсн
216,Fingernagel::N,kozzâ,хумсн
217,Fingernagel::N,kõʒʒ,хумсн
218,Fingernagel::N,кэ̄ннц,хумсн
219,Nagel[Anatomie]::N,gadtse,хумсн
220,Nagel[Anatomie]::N,guehpere,хумсн
221,Nagel[Anatomie]::N,gadtsa,хумсн
222,Nagel[Anatomie]::N,gazza,хумсн
223,Nagel[Anatomie]::N,kozzâ,хумсн
224,Nagel[Anatomie]::N,kõʒʒ,хумсн
225,Nagel[Anatomie]::N,кэ̄ннц,хумсн
226,Zeh::N,tjiehtjere,хурһн
227,Zeh::N,tjiehtjere,көлин хурһн
228,Zeh::N,juolggetjuvdde,хурһн
229,Zeh::N,juolggetjuvdde,көлин хурһн
230,Zeh::N,juolgesuorbma,хурһн
231,Zeh::N,juolgesuorbma,көлин хурһн
232,Zeh::N,jyel'gisuor'mâ,хурһн
233,Zeh::N,jyel'gisuor'mâ,көлин хурһн
234,Zeh::N,jue´lǧǧsuõrmm,хурһн
235,Zeh::N,jue´lǧǧsuõrmm,көлин хурһн
236,Zeh::N,ю̄лльк-це̄һп,хурһн
237,Zeh::N,ю̄лльк-це̄һп,көлин хурһн
238,Fuß::N,juelkie,тавг
239,Fuß::N,juolgge,тавг
240,Fuß::N,juolgi,тавг
241,Fuß::N,jyel'gi,тавг
242,Fuß::N,jue´lǧǧ,тавг
243,Fuß::N,ла̄бпь,тавг
244,Ferse::N,båetskie,өскә
245,Ferse::N,boasske,өскә
246,Ferse::N,šušmi,өскә
247,Ferse::N,šušme,өскә
248,Ferse::N,jue´lǧǧkädd,өскә
249,Ferse::N,ка̄ннт,өскә
250,Knie::N,boelve,өвдг
251,Knie::N,buolvva,өвдг
252,Knie::N,čibbi,өвдг
253,Knie::N,veaŋki,өвдг
254,Knie::N,iidâ,өвдг
255,Knie::N,puõlvv,өвдг
256,Knie::N,пуллв,өвдг
257,Oberschenkel::N,ruaksja,һуй
258,Oberschenkel::N,tjibbe,һуй
259,Oberschenkel::N,gassaváhkká,һуй
260,Oberschenkel::N,badjeváhkáa,һуй
261,Oberschenkel::N,čuár'bpeeḷi,һуй
262,Oberschenkel::N,če´bb,һуй
263,Oberschenkel::N,чуаррбе̄лль,һуй
264,Bein::N,juelkie,көл
265,Bein::N,juolgge,көл
266,Bein::N,juolgi,көл
267,Bein::N,jyel'gi,көл
268,Bein::N,jue´lǧǧ,көл
269,Bein::N,ю̄лльк,көл
270,Körper::N,kråahpe,махмуд
271,Körper::N,rumáj,махмуд
272,Körper::N,rumaš,махмуд
273,Körper::N,ruumâš,махмуд
274,Körper::N,rå´pp,махмуд
275,Körper::N,лышшьк,махмуд
276,Körper::N,роаӈӈьк,махмуд
277,Haut::N,njaltja,арсн
278,Haut::N,lijkke,арсн
279,Haut::N,tjuobma,арсн
280,Haut::N,liiki,арсн
281,Haut::N,liške,арсн
282,Haut::N,le´šǩǩ,арсн
283,Haut::N,лышшьк,арсн
284,Blut::N,vïrre,цусн
285,Blut::N,maelie,цусн
286,Blut::N,varra,цусн
287,Blut::N,varra,цусн
288,Blut::N,vorrâ,цусн
289,Blut::N,võrr,цусн
290,Blut::N,вэ̄рр,цусн
291,Ader::N,åerie,судцн
292,Ader::N,aajroe,судцн
293,Ader::N,suodna,судцн
294,Ader::N,varrasuotna,судцн
295,Ader::N,suoṇâ,судцн
296,Ader::N,suõnn,судцн
297,Ader::N,сӯнн,судцн
298,Sehne::N,soene,шүрүсн
299,Sehne::N,gåårtenje,шүрүсн
300,Sehne::N,suodna,шүрүсн
301,Sehne::N,suotna,шүрүсн
302,Sehne::N,suoṇâ,шүрүсн
303,Sehne::N,suõnn,шүрүсн
304,Sehne::N,сӯнн,шүрүсн
305,Knochen::N,måara,ясн
306,Knochen::N,måaroe,ясн
307,Knochen::N,dákte,ясн
308,Knochen::N,dákti,ясн
309,Knochen::N,tähti,ясн
310,Knochen::N,tä´htt,ясн
311,Knochen::N,та̄ххт,ясн
312,Knochen::N,та̄ффьт,ясн
313,Gehirn::N,aajla,экн
314,Gehirn::N,vuojŋam,экн
315,Gehirn::N,vuoigŋašat,экн
316,Gehirn::N,vuoi'ŋâšeh,экн
317,Gehirn::N,vuo'ivâšneh,экн
318,Gehirn::N,vuõivâšn,экн
319,Gehirn::N,вуэййвэшна,экн
320,Herz::N,vaajmoe,зүркн
321,Herz::N,tsåhke,зүркн
322,Herz::N,váibmu,зүркн
323,Herz::N,váimu,зүркн
324,Herz::N,čââ´đ,зүркн
325,Herz::N,кӯттҌк,зүркн
326,Magen::N,tjåejjie,гесн
327,Magen::N,tjoajvve,гесн
328,Magen::N,čoavji,гесн
329,Magen::N,čuáv'ji,гесн
330,Magen::N,čåu´jj,гесн
331,Magen::N,чо̄ввьй,гесн
332,Leber::N,mueksie,элкн
333,Leber::N,librre,элкн
334,Leber::N,vuoivvas,элкн
335,Leber::N,vuoivâs,элкн
336,Leber::N,vuõivâs,элкн
337,Leber::N,вуйвас,элкн
338,Atem::N,voejngehtasse,әмсхл
339,Atem::N,båssånis,әмсхл
340,Atem::N,vuojŋadahka,әмсхл
341,Atem::N,vuoiŋŋahat,әмсхл
342,Atem::N,vuo'iŋâstim,әмсхл
343,Atem::N,jiõg'g,әмсхл
344,Atem::N,вӯйнас,әмсхл
345,Atem::N,вӯййнмушш,әмсхл
346,Hunger::N,nielkie,харһнлһн
347,Hunger::N,nielgge,харһнлһн
348,Hunger::N,nealgi,харһнлһн
349,Hunger::N,nelgi,харһнлһн
350,Hunger::N,neä´lǧǧ,харһнлһн
351,Hunger::N,не̄лльк,харһнлһн
352,Träne::N,gïknjele,нульмсн
353,Träne::N,ganjál,нульмсн
354,Träne::N,ganjal,нульмсн
355,Träne::N,koonjâl,нульмсн
356,Träne::N,kõõnjâl,нульмсн
357,Träne::N,кэ̄нял,нульмсн
358,Geschmack::N,aelmie,амтн
359,Geschmack::N,muosse,амтн
360,Geschmack::N,smáhkka,амтн
361,Geschmack::N,máhku,амтн
362,Geschmack::N,smáhkka,амтн
363,Geschmack::N,mááhu,амтн
364,Geschmack::N,smakkâ,амтн
365,Geschmack::N,njõõd,амтн
366,Geschmack::N,smääkk,амтн
367,Geschmack::N,ня̄лльк,амтн
368,Geruch::N,haaje,үнр
369,Geruch::N,habjja,үнр
370,Geruch::N,hádja,үнр
371,Geruch::N,opsâ,үнр
372,Geruch::N,haajâ,үнр
373,Geruch::N,õpss,үнр
374,Geruch::N,haajj,үнр
375,Geruch::N,апс,үнр
376,Geruch::N,лэ̄гк,үнр
377,Schlaf::N,nahkerh,нөр
378,Schlaf::N,nager,нөр
379,Schlaf::N,oados,нөр
380,Schlaf::N,nagir,нөр
381,Schlaf::N,naṿer,нөр
382,Schlaf::N,nââ´er,нөр
383,Schlaf::N,нагерь,нөр
384,Traum::N,nahkere,зүүдн
385,Traum::N,niehko,зүүдн
386,Traum::N,niehku,зүүдн
387,Traum::N,naṿer,зүүдн
388,Traum::N,nââ´er,зүүдн
389,Traum::N,нагерь,зүүдн
390,Himmel::N,elmie,теңгр
391,Himmel::N,almme,теңгр
392,Himmel::N,albmi,теңгр
393,Himmel::N,alme,теңгр
394,Himmel::N,â´lmm,теңгр
395,Himmel::N,алльм,теңгр
396,Sonne::N,biejjie,нарн
397,Sonne::N,bæjvásj,нарн
398,Sonne::N,beaivváš,нарн
399,Sonne::N,peivi,нарн
400,Sonne::N,piäiváš,нарн
401,Sonne::N,pei´vv,нарн
402,Sonne::N,пе̄ййв,нарн
403,Mond::N,aske,сар
404,Mond::N,mánno,сар
405,Mond::N,mánnu,сар
406,Mond::N,máánu,сар
407,Mond::N,mään,сар
408,Mond::N,ма̄нн,сар
409,Stern::N,daasta,одн
410,Stern::N,naestie,одн
411,Stern::N,násste,одн
412,Stern::N,násti,одн
413,Stern::N,täsni,одн
414,Stern::N,tä´snn,одн
415,Stern::N,та̄ссьт,одн
416,Luft::N,elmie,аһар
417,Luft::N,ájmmo,аһар
418,Luft::N,áibmu,аһар
419,Luft::N,áimu,аһар
420,Luft::N,šõŋŋ,аһар
421,Luft::N,вӯйнас,аһар
422,Wind::N,bïegke,салькн
423,Wind::N,biegga,салькн
424,Wind::N,biegga,салькн
425,Wind::N,pieg'gâ,салькн
426,Wind::N,piõg'g,салькн
427,Wind::N,пӣӈӈк,салькн
428,Welle::N,baaroe,дольган
429,Welle::N,bárro,дольган
430,Welle::N,bárru,дольган
431,Welle::N,pááṛu,дольган
432,Welle::N,päärr,дольган
433,Welle::N,нэ̄ммп,дольган
434,Wasser::N,tjaetsie,усн
435,Wasser::N,tjáhtje,усн
436,Wasser::N,čáhci,усн
437,Wasser::N,čääci,усн
438,Wasser::N,čää´cc,усн
439,Wasser::N,ча̄дзь,усн
440,Stein::N,gierkie,чолун
441,Stein::N,giergge,чолун
442,Stein::N,geađgi,чолун
443,Stein::N,keđgi,чолун
444,Stein::N,ǩeä´dǧǧ,чолун
445,Stein::N,ке̄ддҌк,чолун
446,Boden::N,betnie,Һазр
447,Boden::N,ednam,Һазр
448,Boden::N,bodni,Һазр
449,Boden::N,vuođđu,Һазр
450,Boden::N,ponne,Һазр
451,Boden::N,vuáđ̣u,Һазр
452,Boden::N,vuâđđ,Һазр
453,Boden::N,лаввьн,Һазр
454,Boden::N,е̄ммьне,Һазр
455,Erde::N,jåarta,Һазр
456,Erde::N,mueltie,Һазр
457,Erde::N,ednam,Һазр
458,Erde::N,mållde,Һазр
459,Erde::N,eana,Һазр
460,Erde::N,eennâm,Һазр
461,Erde::N,mädd,Һазр
462,Erde::N,jânnam,Һазр
463,Erde::N,е̄ммьне,Һазр
464,Staub::N,heblie,тоосн
465,Staub::N,tsumhtsie,тоосн
466,Staub::N,dubme,тоосн
467,Staub::N,dopmu,тоосн
468,Staub::N,kovjâ,тоосн
469,Staub::N,põõ´l,тоосн
470,Staub::N,кэ̄ббьй,тоосн
471,Rauch::N,soeve,утан
472,Rauch::N,suovva,утан
473,Rauch::N,suovva,утан
474,Rauch::N,suoṿâ,утан
475,Rauch::N,suõvv,утан
476,Rauch::N,сӯвв,утан
477,Funke::N,naestie,очн
478,Funke::N,tjuonam,очн
479,Funke::N,čuotnan,очн
480,Funke::N,čuođâlm,очн
481,Funke::N,iiskâr,очн
482,Funke::N,čuõzzâm,очн
483,Funke::N,чӯссэм,очн
484,Feuer::N,dålle,һал
485,Feuer::N,dållå,һал
486,Feuer::N,dolla,һал
487,Feuer::N,tullâ,һал
488,Feuer::N,toll,һал
489,Feuer::N,то̄лл,һал
490,Licht::N,tjoevke,герл
491,Licht::N,tjuovgga,герл
492,Licht::N,čuovga,герл
493,Licht::N,čuovggas,герл
494,Licht::N,čuoṿâ,герл
495,Licht::N,toll,герл
496,Licht::N,čuõvv,герл
497,Licht::N,то̄лл,герл
498,Schatten::N,skugkie,сүүдр
499,Schatten::N,soejvene,сүүдр
500,Schatten::N,irkes,сүүдр
501,Schatten::N,sieges,сүүдр
502,Schatten::N,itku,сүүдр
503,Schatten::N,suoivâ,сүүдр
504,Schatten::N,õõtt,сүүдр
505,Schatten::N,ǩeeu´niǩ,сүүдр
506,Schatten::N,кывьнэхь,сүүдр
507,Wetter::N,vïerhtse,теңгр
508,Wetter::N,dálkke,теңгр
509,Wetter::N,dálki,теңгр
510,Wetter::N,šoŋŋâ,теңгр
511,Wetter::N,šõŋŋ,теңгр
512,Wetter::N,шэ̄ӈӈ,теңгр
513,Nebel::N,såavla,будн
514,Nebel::N,mearhka,будн
515,Nebel::N,murkko,будн
516,Nebel::N,mierkká,будн
517,Nebel::N,mierká,будн
518,Nebel::N,miär'kká,будн
519,Nebel::N,oṃo,будн
520,Nebel::N,sue´lnn,будн
521,Nebel::N,цӣгк,будн
522,Nebel::N,сулльн,будн
523,Wolke::N,balve,үүлн
524,Wolke::N,balvva,үүлн
525,Wolke::N,balva,үүлн
526,Wolke::N,polvâ,үүлн
527,Wolke::N,põlvv,үүлн
528,Wolke::N,пэллв,үүлн
529,Regen::N,ebrie,хур
530,Regen::N,harvve,хур
531,Regen::N,arvi,хур
532,Regen::N,arve,хур
533,Regen::N,â´brr,хур
534,Regen::N,аббьр,хур
535,Schnee::N,lopme,цасн
536,Schnee::N,moehtege,цасн
537,Schnee::N,muohta,цасн
538,Schnee::N,muohta,цасн
539,Schnee::N,muotâ,цасн
540,Schnee::N,muõtt,цасн
541,Schnee::N,вэ̄дз,цасн
542,Schnee::N,куэллт,цасн
543,Eis::N,jïenge,мөсн
544,Eis::N,jiegŋa,мөсн
545,Eis::N,jiekŋa,мөсн
546,Eis::N,jieŋ̣â,мөсн
547,Eis::N,jiõŋŋ,мөсн
548,Eis::N,ӣӈӈ,мөсн
549,Frost::N,baajkoe,киитн
550,Frost::N,tjoasskem,киитн
551,Frost::N,buolaš,киитн
552,Frost::N,puolâš,киитн
553,Frost::N,puõlâš,киитн
554,Frost::N,мӯнь,киитн
555,Kälte::N,jueskie,киитн
556,Kälte::N,tjåetskeme,киитн
557,Kälte::N,tjoasskem,киитн
558,Kälte::N,čoaskin,киитн
559,Kälte::N,ko'lmâsvuotâ,киитн
560,Kälte::N,ijss,киитн
561,Kälte::N,čuä´cǩǩem,киитн
562,Kälte::N,tuârggnjõs,киитн
563,Kälte::N,кэ̄лмас,киитн
564,Hitze::N,baahke,халун
565,Hitze::N,báhkka,халун
566,Hitze::N,báhkka,халун
567,Hitze::N,pakkâ,халун
568,Hitze::N,kuṃe,халун
569,Hitze::N,paašt,халун
570,Hitze::N,жоарр,халун
571,Raureif::N,jyjse,цаң
572,Raureif::N,jyjse,кирү
573,Raureif::N,ridne,цаң
574,Raureif::N,ridne,кирү
575,Raureif::N,goarre,цаң
576,Raureif::N,goarre,кирү
577,Raureif::N,ritni,цаң
578,Raureif::N,ritni,кирү
579,Raureif::N,suhči,цаң
580,Raureif::N,suhči,кирү
581,Raureif::N,riṇe,цаң
582,Raureif::N,riṇe,кирү
583,Raureif::N,ай,цаң
584,Raureif::N,ай,кирү
585,Regenbogen::N,aatjan goengere,солңһ
586,Regenbogen::N,aatjan joekse,солңһ
587,Regenbogen::N,ádjájuoksa,солңһ
588,Regenbogen::N,arvedávgi,солңһ
589,Regenbogen::N,bajándávgi,солңһ
590,Regenbogen::N,äijihtävgi,солңһ
591,Regenbogen::N,teârmmazjohss,солңһ
592,Regenbogen::N,тӣрмесью̄ккс,солңһ
593,Donner::N,raejrie,оһтрһун дун
594,Donner::N,átjek,оһтрһун дун
595,Donner::N,átjárájdde,оһтрһун дун
596,Donner::N,áddjá,оһтрһун дун
597,Donner::N,baján,оһтрһун дун
598,Donner::N,juuṛâ,оһтрһун дун
599,Donner::N,tie´rmes,оһтрһун дун
600,Donner::N,тӣрмесь,оһтрһун дун
601,Donner::N,ча̄ркнэгк,оһтрһун дун
602,Strömung::N,njuvvie,урсхл
603,Strömung::N,ájggedáhpe,урсхл
604,Strömung::N,rávdnji,урсхл
605,Strömung::N,virde,урсхл
606,Strömung::N,ve´rdd,урсхл
607,Strömung::N,выррьт,урсхл
608,Tropfen::N,gåajhkohts,дусал
609,Tropfen::N,gåjkudis,дусал
610,Tropfen::N,goaikkanas,дусал
611,Tropfen::N,čalme,дусал
612,Tropfen::N,čâ´lmm,дусал
613,Tropfen::N,ча̄лльм,дусал
614,Schaum::N,sapte,көөсн
615,Schaum::N,såpptå,көөсн
616,Schaum::N,sokta,көөсн
617,Schaum::N,suptâ,көөсн
618,Schaum::N,soptt,көөсн
619,Schaum::N,со̄ппт,көөсн
620,Schmutz::N,haaskoe,кир
621,Schmutz::N,duolvva,кир
622,Schmutz::N,duolva,кир
623,Schmutz::N,durdi,кир
624,Schmutz::N,stänži,кир
625,Schmutz::N,sähss,кир
626,Schmutz::N,са̄ккьс,кир
627,Schmutz::N,не̄шшь,кир
628,See::N,jaevrie,нур
629,See::N,jávrre,нур
630,See::N,jávri,нур
631,See::N,jävri,нур
632,See::N,jâu´rr,нур
633,See::N,я̄ввьр,нур
634,Sumpf::N,pluevie,унул
635,Sumpf::N,áhpe,унул
636,Sumpf::N,sæmssa,унул
637,Sumpf::N,jeaggi,унул
638,Sumpf::N,jeggi,унул
639,Sumpf::N,jeä´ǧ'ǧ,унул
640,Sumpf::N,ла̄ммьп,унул
641,Moor::N,pluevie,улм
642,Moor::N,jiegge,улм
643,Moor::N,suotnju,улм
644,Moor::N,karrii,улм
645,Moor::N,kä´rev,улм
646,Moor::N,veättaǩ,улм
647,Moor::N,ла̄ммьп,улм
648,Wiese::N,ïentje,хадлһн
649,Wiese::N,giedde,хадлһн
650,Wiese::N,gieddi,хадлһн
651,Wiese::N,nijtto,хадлһн
652,Wiese::N,пуэшенҍ,хадлһн
653,Wald::N,skåake,ө-модн
654,Wald::N,skåajje,ө-модн
655,Wald::N,miehtsie,ө-модн
656,Wald::N,vuovdde,ө-модн
657,Wald::N,miehttse,ө-модн
658,Wald::N,vuovdi,ө-модн
659,Wald::N,meahcci,ө-модн
660,Wald::N,mecci,ө-модн
661,Wald::N,vyemi,ө-модн
662,Wald::N,vue´mm,ө-модн
663,Wald::N,meä´c'c,ө-модн
664,Wald::N,ля̄ммт,ө-модн
665,Hügel::N,deava,толһа
666,Hügel::N,dievvá,толһа
667,Hügel::N,dievvá,толһа
668,Hügel::N,čummâ,толһа
669,Hügel::N,pä´rcc,толһа
670,Hügel::N,teä´rmm,толһа
671,Hügel::N,ка̄ннҌт,толһа
672,Anhöhe::N,deava,хамр
673,Anhöhe::N,jalladahke,хамр
674,Anhöhe::N,dievásj,хамр
675,Anhöhe::N,aláš,хамр
676,Anhöhe::N,luohkká,хамр
677,Anhöhe::N,tiävá,хамр
678,Anhöhe::N,poorááš,хамр
679,Anhöhe::N,ču´lpp,хамр
680,Anhöhe::N,škâu´ŋŋ,хамр
681,Anhöhe::N,ка̄ннҌт,хамр
682,Berg::N,bïerje,уул
683,Berg::N,várre,уул
684,Berg::N,várri,уул
685,Berg::N,vääṛi,уул
686,Berg::N,vää´rr,уул
687,Berg::N,те̄ррьм,уул
688,Gipfel::N,dalvese,ора
689,Gipfel::N,tjåhkkå,ора
690,Gipfel::N,čohkka,ора
691,Gipfel::N,čokke,ора
692,Gipfel::N,čå´ǩǩ,ора
693,Gipfel::N,ла̄ддҍв,ора
694,Höhle::N,beajoe,хадин көндә
695,Höhle::N,rájgge,хадин көндә
696,Höhle::N,sluoggo,хадин көндә
697,Höhle::N,biedju,хадин көндә
698,Höhle::N,kuovđâšm,хадин көндә
699,Höhle::N,skuõrr,хадин көндә
700,Höhle::N,вуэӈӈк,хадин көндә
701,Abhang::N,boelte,ташу
702,Abhang::N,brijrie,ташу
703,Abhang::N,bállte,ташу
704,Abhang::N,vielti,ташу
705,Abhang::N,luohkká,ташу
706,Abhang::N,viel'tti,ташу
707,Abhang::N,vie´ltt,ташу
708,Abhang::N,луэххк,ташу
709,Quelle::N,aajege,булг
710,Quelle::N,gaaltije,булг
711,Quelle::N,ája,булг
712,Quelle::N,ája,булг
713,Quelle::N,gáldu,булг
714,Quelle::N,aajâ,булг
715,Quelle::N,käldee,булг
716,Quelle::N,lädd,булг
717,Quelle::N,käivv,булг
718,Quelle::N,ка̄ййв,булг
719,Bach::N,johketje,һооҗур
720,Bach::N,jåhkå,һооҗур
721,Bach::N,jågåsj,һооҗур
722,Bach::N,jogaš,һооҗур
