,Concept_ID,nl,de
90,Donner::N,donder,Donner
91,Strömung::N,stroming,Strömung
92,Tropfen::N,druppel,Tropfen
93,Schaum::N,schuim,Schaum
94,Schmutz::N,vuil,Schmutz
95,See::N,meer,See
96,Sumpf::N,moeras,Sumpf
97,Moor::N,veen,Moor
98,Wiese::N,wei,Wiese
99,Wiese::N,weide,Wiese
100,Wald::N,bos,Wald
101,Hügel::N,heuvel,Hügel
102,Anhöhe::N,hoogte,Anhöhe
103,Berg::N,berg,Berg
104,Gipfel::N,top,Gipfel
105,Höhle::N,hol,Höhle
106,Abhang::N,helling,Abhang
107,Quelle::N,bron,Quelle
108,Bach::N,beek,Bach
109,Fluss::N,stroom,Fluss
110,Ufer::N,wal,Ufer
111,Ufer::N,oever,Ufer
112,Küste::N,kust,Küste
113,Festland::N,vasteland,Festland
114,Meer::N,zee,Meer
115,Bucht::N,baai,Bucht
116,Bucht::N,inham,Bucht
117,Insel::N,eiland,Insel
118,Blume::N,bloem,Blume
119,Gras::N,gras,Gras
120,Wurzel::N,wortel,Wurzel
121,Baum::N,boom,Baum
122,Stamm::N,stam,Stamm
123,Rinde::N,schors,Rinde
124,Ast::N,tak,Ast
125,Zweig::N,twijg,Zweig
126,Blatt::N,blad,Blatt
127,Birke::N,berk,Birke
128,Kiefer[Baum]::N,den,Kiefer
129,Weide[Baum]::N,wilg,Weide
130,Tanne::N,spar,Tanne
131,Horn::N,hoorn,Horn
132,Feder::N,veer,Feder
133,Feder::N,pluim,Feder
134,Fell::N,vel,Fell
135,Flügel::N,vleugel,Flügel
136,Klaue::N,klauw,Klaue
137,Kralle::N,klauw,Kralle
138,Schwanz::N,staart,Schwanz
139,Ei::N,ei,Ei
140,Nest::N,nest,Nest
141,Bau::N,hol,Bau
142,Tier::N,dier,Tier
143,Herde::N,kudde,Herde
144,Kuh::N,koe,Kuh
145,Bulle::N,stier,Bulle
146,Pferd::N,paard,Pferd
147,Schaf::N,schaap,Schaf
148,Schwein::N,varken,Schwein
149,Hund::N,hond,Hund
150,Katze::N,kat,Katze
151,Bär::N,beer,Bär
152,Eichhörnchen::N,eekhoorntje,Eichhörnchen
153,Elch::N,eland,Elch
154,Fuchs::N,vos,Fuchs
155,Hase::N,haas,Hase
156,Maus::N,muis,Maus
157,Wolf::N,wolf,Wolf
158,Vogel::N,vogel,Vogel
159,Schwarm::N,zwerm,Schwarm
160,Huhn::N,kip,Huhn
161,Huhn::N,hoen,Huhn
162,Hahn::N,haan,Hahn
163,Gans::N,gans,Gans
164,Adler::N,arend,Adler
165,Ente::N,eend,Ente
166,Eule::N,uil,Eule
167,Kranich::N,kraanvogel,Kranich
168,Krähe::N,kraai,Krähe
169,Kuckuck::N,koekoek,Kuckuck
170,Schwan::N,zwaan,Schwan
171,Fisch::N,vis,Fisch
172,Barsch::N,baars,Barsch
173,Hecht::N,snoek,Hecht
174,Schlange[Tier]::N,slang,Schlange
175,Wurm::N,worm,Wurm
176,Spinne::N,spin,Spinne
177,Ameise::N,mier,Ameise
178,Laus::N,luis,Laus
179,Mücke::N,mug,Mücke
180,Fliege::N,vlieg,Fliege
181,Schmetterling::N,vlinder,Schmetterling
182,Beere::N,bes,Beere
183,Apfel::N,appel,Apfel
184,Pilz::N,paddestoel,Pilz
185,Zwiebel::N,ui,Zwiebel
186,Saat::N,zaad,Saat
187,Korn::N,graan,Korn
188,Korn::N,korrel,Korn
189,Heu::N,hooi,Heu
190,Schale::N,schil,Schale
191,Grube::N,kuil,Grube
192,Falle::N,val,Falle
193,Schlinge::N,strop,Schlinge
194,Spur::N,spoor,Spur
195,Asche::N,as,Asche
196,Dreck::N,drek,Dreck
197,Eisen::N,ijzer,Eisen
198,Gold::N,goud,Gold
199,Silber::N,zilver,Silber
200,Kohle::N,kool,Kohle
201,Glas::N,glas,Glas
202,Lehm::N,klei,Lehm
203,Sand::N,zand,Sand
204,Mensch::N,mens,Mensch
205,Mann::N,man,Mann
206,Frau::N,vrouw,Frau
207,Kind::N,kind,Kind
208,Junge::N,jongen,Junge
209,Mädchen::N,meisje,Mädchen
210,Familie::N,gezin,Familie
211,Familie::N,familie,Familie
212,Großvater::N,grootvader,Großvater
213,Großmutter::N,grootmoeder,Großmutter
214,Eltern::N,ouders,Eltern
215,Vater::N,vader,Vater
216,Mutter::N,moeder,Mutter
217,Sohn::N,zoon,Sohn
218,Tochter::N,dochter,Tochter
219,Bruder::N,broer,Bruder
220,Bruder::N,broeder,Bruder
221,Schwester::N,zus,Schwester
222,Schwester::N,zuster,Schwester
223,Onkel::N,oom,Onkel
224,Tante::N,tante,Tante
225,Ehemann::N,echtgenoot,Ehemann
226,Ehefrau::N,echtgenote,Ehefrau
227,Freude::N,vreugde,Freude
228,Gelächter::N,gelach,Gelächter
229,Glück::N,geluk,Glück
230,Kummer::N,verdriet,Kummer
231,Wunsch::N,wens,Wunsch
232,Wunsch::N,verlangen,Wunsch
233,Lust::N,zin,Lust
234,Lust::N,lust,Lust
235,Geist::N,geest,Geist
236,Gedanke::N,gedachte,Gedanke
237,Gedächtnis::N,geheugen,Gedächtnis
238,Verstand::N,verstand,Verstand
239,Sinn::N,betekenis,Sinn
240,Grund::N,reden,Grund
241,Wahrheit::N,waarheid,Wahrheit
242,Gespräch::N,gesprek,Gespräch
243,Märchen::N,sprookje,Märchen
244,Erzählung::N,verhaal,Erzählung
245,Nachricht::N,tijding,Nachricht
246,Neuigkeit::N,nieuws,Neuigkeit
247,Neuigkeit::N,nieuwtje,Neuigkeit
248,Name::N,naam,Name
249,Rätsel::N,raadsel,Rätsel
250,Rede::N,rede,Rede
251,Sprache::N,taal,Sprache
252,Stimme::N,stem,Stimme
253,Wort::N,woord,Wort
254,Zeichen::N,teken,Zeichen
255,Ruf::N,roep,Ruf
256,Lärm::N,lawaai,Lärm
257,Laut::N,klank,Laut
258,Laut::N,geluid,Laut
259,Ton::N,toon,Ton
260,Ton::N,klank,Ton
261,Lied::N,lied,Lied
262,Ruhe::N,rust,Ruhe
263,Ruhe::N,stilte,Ruhe
264,Leute::N,lui,Leute
265,Leute::N,mensen,Leute
266,Volk::N,volk,Volk
267,Arbeit::N,werk,Arbeit
268,Arbeit::N,arbeid,Arbeit
269,Gast::N,gast,Gast
270,Geschenk::N,cadeau,Geschenk
271,Geschenk::N,geschenk,Geschenk
272,Spiel::N,spel,Spiel
273,Gesellschaft::N,gezelschap,Gesellschaft
274,Hilfe::N,hulp,Hilfe
275,Freund::N,vriend,Freund
276,Kamerad::N,maat,Kamerad
277,Kamerad::N,metgezel,Kamerad
278,Angelegenheit::N,zaak,Angelegenheit
279,Angelegenheit::N,aangelegenheid,Angelegenheit
280,Anzahl::N,tal,Anzahl
281,Anzahl::N,aantal,Anzahl
282,Art::N,slag,Art
283,Art::N,soort,Art
284,Stück::N,stuk,Stück
285,Teil::N,deel,Teil
286,Hälfte::N,helft,Hälfte
287,Kreis::N,kring,Kreis
288,Kreis::N,cirkel,Kreis
289,Kreuz::N,kruis,Kreuz
290,Linie::N,lijn,Linie
291,Strich::N,haal,Strich
292,Strich::N,streep,Strich
293,Abstand::N,afstand,Abstand
294,Entfernung::N,afstand,Entfernung
295,Gegend::N,streek,Gegend
296,Platz::N,ruimte,Platz
297,Ort::N,oord,Ort
298,Ort::N,plaats,Ort
299,Seite::N,zij,Seite
300,Seite::N,kant,Seite
301,Seite::N,zijde,Seite
302,Mitte::N,midden,Mitte
303,Gegenstand::N,voorwerp,Gegenstand
304,Sache::N,zaak,Sache
305,Rand::N,rand,Rand
306,Rand::N,boord,Rand
307,Kante::N,kant,Kante
308,Ecke::N,hoek,Ecke
309,Spitze::N,punt,Spitze
310,Spitze::N,spits,Spitze
311,Ende::N,einde,Ende
312,Ende::N,uiteinde,Ende
313,Loch::N,gat,Loch
314,Winkel::N,hoek,Winkel
315,Muster::N,dessin,Muster
316,Muster::N,patroon,Muster
317,Größe::N,grootte,Größe
318,Länge::N,lengte,Länge
319,Höhe::N,hoogte,Höhe
320,Gewicht::N,gewicht,Gewicht
321,Menge::N,hoeveelheid,Menge
322,Haufen::N,hoop,Haufen
323,Reihe::N,rij,Reihe
324,Reihe::N,reeks,Reihe
325,Boot::N,boot,Boot
326,Ruder::N,roeiriem,Ruder
327,Schlitten::N,slee,Schlitten
328,Schlitten::N,slede,Schlitten
329,Ski::N,ski,Ski
330,Lagerfeuer::N,kampvuur,Lagerfeuer
331,Last::N,last,Last
332,Last::N,vracht,Last
333,Gang::N,wandeling,Gang
334,Schritt::N,stap,Schritt
335,Schritt::N,schrede,Schritt
336,Norden::N,noorden,Norden
337,Süden::N,zuiden,Süden
338,Westen::N,westen,Westen
339,Osten::N,oosten,Osten
340,Holz::N,hout,Holz
341,Brett::N,plank,Brett
342,Platte::N,plaat,Platte
343,Stütze::N,stut,Stütze
344,Stütze::N,steun,Stütze
345,Stange::N,stang,Stange
346,Stock::N,stok,Stock
347,Stab::N,staf,Stab
348,Rohr::N,pijp,Rohr
349,Haus::N,huis,Haus
350,Heim::N,tehuis,Heim
351,Ofen::N,kachel,Ofen
352,Fußboden::N,vloer,Fußboden
353,Tisch::N,tafel,Tisch
354,Stuhl::N,stoel,Stuhl
355,Wiege::N,wieg,Wiege
356,Bett::N,bed,Bett
357,Regal::N,rek,Regal
358,Kiste::N,kist,Kiste
359,Fenster::N,raam,Fenster
360,Fenster::N,venster,Fenster
361,Tür::N,deur,Tür
362,Tor::N,poort,Tor
363,Zaun::N,omheining,Zaun
364,Dach::N,dak,Dach
365,Leiter::N,ladder,Leiter
366,Besen::N,bezem,Besen
367,Spaten::N,schop,Spaten
368,Schaufel::N,schep,Schaufel
369,Gabel::N,vork,Gabel
370,Löffel::N,lepel,Löffel
371,Messer::N,mes,Messer
372,Nagel::N,spijker,Nagel
373,Netz::N,net,Netz
374,Haken::N,haak,Haken
375,Griff::N,handvat,Griff
376,Schloss::N,slot,Schloss
377,Bild::N,beeld,Bild
378,Figur::N,figuur,Figur
379,Puppe::N,pop,Puppe
380,Beutel::N,zak,Beutel
381,Beutel::N,buidel,Beutel
382,Bündel::N,pak,Bündel
383,Bündel::N,bundel,Bündel
384,Tasche::N,tas,Tasche
385,Eimer::N,emmer,Eimer
386,Deckel::N,deksel,Deckel
387,Geschirr::N,vaatwerk,Geschirr
388,Sack::N,zak,Sack
389,Tasse::N,kop,Tasse
390,Topf::N,pan,Topf
391,Kessel::N,ketel,Kessel
392,Essen::N,eten,Essen
393,Nahrung::N,voedsel,Nahrung
394,Speise::N,spijs,Speise
395,Fleisch::N,vlees,Fleisch
396,Getreide::N,graan,Getreide
397,Brei::N,pap,Brei
398,Brei::N,brij,Brei
399,Brot::N,brood,Brot
400,Scheibe::N,plak,Scheibe
401,Scheibe::N,snede,Scheibe
402,Fett::N,vet,Fett
403,Butter::N,boter,Butter
404,Öl::N,olie,Öl
405,Salz::N,zout,Salz
406,Suppe::N,soep,Suppe
407,Honig::N,honing,Honig
408,Milch::N,melk,Milch
409,Tee::N,thee,Tee
410,Leder::N,leer,Leder
411,Leder::N,leder,Leder
412,Wolle::N,wol,Wolle
413,Stoff::N,stof,Stoff
414,Nadel::N,naald,Nadel
415,Faden::N,draad,Faden
416,Knopf::N,knoop,Knopf
417,Knoten::N,knoop,Knoten
418,Farbe::N,verf,Farbe
419,Kleidung::N,kledij,Kleidung
420,Kleidung::N,kleding,Kleidung
421,Hemd::N,hemd,Hemd
422,Kragen::N,kraag,Kragen
423,Ärmel::N,mouw,Ärmel
424,Hose::N,broek,Hose
425,Hose::N,pantalon,Hose
426,Gürtel::N,riem,Gürtel
427,Gürtel::N,gordel,Gürtel
428,Mütze::N,muts,Mütze
429,Schuh::N,schoen,Schuh
430,Stiefel::N,laars,Stiefel
431,Ring::N,ring,Ring
432,Band::N,lint,Band
433,Kamm::N,kam,Kamm
434,Spiegel::N,spiegel,Spiegel
435,Riemen::N,riem,Riemen
436,Schnur::N,koord,Schnur
437,Leine::N,lijn,Leine
438,Decke::N,deken,Decke
439,Kissen::N,kussen,Kissen
440,Tuch::N,doek,Tuch
441,Handtuch::N,handdoek,Handtuch
442,Kraft::N,kracht,Kraft
443,Stärke::N,sterkte,Stärke
444,Gesundheit::N,gezondheid,Gesundheit
445,Krankheit::N,ziekte,Krankheit
446,Schmerz::N,pijn,Schmerz
447,Wunde::N,wond,Wunde
448,Fieber::N,koorts,Fieber
449,Arznei::N,medicament,Arznei
450,Arznei::N,geneesmiddel,Arznei
451,Brücke::N,brug,Brücke
452,Brunnen::N,put,Brunnen
453,Brunnen::N,bron,Brunnen
454,Weide::N,wei,Weide
455,Weide::N,weide,Weide
456,Pfad::N,pad,Pfad
457,Weg::N,weg,Weg
458,Straße::N,baan,Straße
459,Straße::N,straat,Straße
460,Dorf::N,dorp,Dorf
461,Stadt::N,stad,Stadt
462,Brief::N,brief,Brief
463,Buch::N,boek,Buch
464,Buchstabe::N,letter,Buchstabe
465,Zeitung::N,krant,Zeitung
466,Zeitung::N,dagblad,Zeitung
467,Leben::N,leven,Leben
468,Tod::N,dood,Tod
469,Grab::N,graf,Grab
470,Kirche::N,kerk,Kirche
471,Sünde::N,zonde,Sünde
472,Gott::N,god,Gott
473,Arbeiter::N,arbeider,Arbeiter
474,Chef::N,chef,Chef
475,Meister::N,meester,Meister
476,Arzt::N,arts,Arzt
477,Arzt::N,dokter,Arzt
478,Lehrer::N,leraar,Lehrer
479,Lehrer::N,onderwijzer,Lehrer
480,Geld::N,geld,Geld
481,Geschäft::N,zaak,Geschäft
482,Laden::N,winkel,Laden
483,Preis::N,prijs,Preis
484,Ware::N,waar,Ware
485,Nutzen::N,nut,Nutzen
486,Nutzen::N,voordeel,Nutzen
487,Reichtum::N,rijkdom,Reichtum
488,Welt::N,wereld,Welt
489,Land::N,land,Land
490,Staat::N,staat,Staat
491,König::N,koning,König
492,Macht::N,macht,Macht
493,Grenze::N,grens,Grenze
494,Krieg::N,oorlog,Krieg
495,Feind::N,vijand,Feind
496,Gewalt::N,geweld,Gewalt
497,Kampf::N,strijd,Kampf
498,Kampf::N,gevecht,Kampf
499,Bogen[Waffe]::N,boog,Bogen
500,Pfeil::N,pijl,Pfeil
501,Gewehr::N,geweer,Gewehr
502,Fehler::N,fout,Fehler
503,Lüge::N,leugen,Lüge
504,Schaden::N,schade,Schaden
505,Unglück::N,tegenspoed,Unglück
506,Schuld::N,schuld,Schuld
507,Alter::N,leeftijd,Alter
508,Schluss::N,slot,Schluss
509,Zeit::N,tijd,Zeit
510,Tag::N,dag,Tag
511,Morgen::N,morgen,Morgen
512,Morgen::N,ochtend,Morgen
513,Mittag::N,middag,Mittag
514,Abend::N,avond,Abend
515,Nacht::N,nacht,Nacht
516,Woche::N,week,Woche
517,Monat::N,maand,Monat
518,Jahr::N,jaar,Jahr
519,Frühling::N,lente,Frühling
520,Frühling::N,voorjaar,Frühling
521,Sommer::N,zomer,Sommer
522,Herbst::N,herfst,Herbst
523,Winter::N,winter,Winter
524,Januar::N,januari,Januar
525,Februar::N,februari,Februar
526,März::N,maart,März
527,April::N,april,April
528,Mai::N,mei,Mai
529,Juni::N,juni,Juni
530,Juli::N,juli,Juli
531,August::N,augustus,August
532,September::N,september,September
533,Oktober::N,oktober,Oktober
534,November::N,november,November
535,Dezember::N,december,Dezember
536,Montag::N,maandag,Montag
537,Dienstag::N,dinsdag,Dienstag
538,Mittwoch::N,woensdag,Mittwoch
539,Donnerstag::N,donderdag,Donnerstag
540,Freitag::N,vrijdag,Freitag
541,Samstag::N,zaterdag,Samstag
542,Sonntag::N,zondag,Sonntag
543,groß::A,groot,groß
544,klein::A,klein,klein
545,lang::A,lang,lang
546,kurz::A,kort,kurz
547,breit::A,breed,breit
548,schmal::A,smal,schmal
549,dicht::A,dicht,dicht
550,dick[Gegenstand]::A,dik,dick
551,dünn::A,dun,dünn
552,fein::A,fijn,fein
553,fest::A,vast,fest
554,flach::A,plat,flach
555,glatt::A,glad,glatt
556,hart::A,hard,hart
557,weich::A,week,weich
558,rund::A,rond,rund
559,spitz::A,spits,spitz
560,spitz::A,puntig,spitz
561,scharf::A,scherp,scharf
562,stumpf::A,stomp,stumpf
563,schwer::A,zwaar,schwer
564,schön::A,mooi,schön
565,schön::A,fraai,schön
566,heiß::A,heet,heiß
567,warm::A,warm,warm
568,kalt::A,koud,kalt
569,kühl::A,koel,kühl
570,frisch::A,fris,frisch
571,feucht::A,vochtig,feucht
572,nass::A,nat,nass
573,trocken::A,droog,trocken
574,voll::A,vol,voll
575,leer::A,leeg,leer
576,offen::A,open,offen
577,geschlossen::A,gesloten,geschlossen
578,sauber::A,net,sauber
579,sauber::A,schoon,sauber
580,schmutzig::A,vuil,schmutzig
581,roh::A,rauw,roh
582,reif::A,rijp,reif
583,lecker::A,lekker,lecker
584,süß::A,zoet,süß
585,bitter::A,bitter,bitter
586,sauer::A,zuur,sauer
587,hell::A,licht,hell
588,hell::A,helder,hell
589,dunkel::A,donker,dunkel
590,schwarz::A,zwart,schwarz
591,weiß::A,wit,weiß
592,rot::A,rood,rot
593,gelb::A,geel,gelb
594,blau::A,blauw,blau
595,grün::A,groen,grün
596,grau::A,grijs,grau
597,bunt::A,bont,bunt
598,billig::A,goedkoop,billig
599,teuer::A,duur,teuer
600,wertvoll::A,kostbaar,wertvoll
601,wertvoll::A,waardevol,wertvoll
602,blind::A,blind,blind
603,taub::A,doof,taub
604,kräftig::A,krachtig,kräftig
605,stark::A,sterk,stark
606,schwach::A,zwak,schwach
607,fett::A,vet,fett
608,schlank::A,slank,schlank
609,hübsch::A,leuk,hübsch
610,böse::A,kwaad,böse
611,dumm::A,dom,dumm
612,faul::A,lui,faul
613,fleißig::A,vlijtig,fleißig
614,geizig::A,gierig,geizig
615,klug::A,slim,klug
616,klug::A,schrander,klug
617,klug::A,verstandig,klug
618,geschickt::A,handig,geschickt
619,geschickt::A,vaardig,geschickt
620,lieb::A,lief,lieb
621,lustig::A,vrolijk,lustig
622,sanft::A,zacht,sanft
623,hungrig::A,hongerig,hungrig
624,krank::A,ziek,krank
625,nackt::A,naakt,nackt
626,traurig::A,treurig,traurig
627,traurig::A,bedroefd,traurig
628,lebendig::A,levend,lebendig
629,gut::A,goed,gut
630,schlecht::A,slecht,schlecht
631,richtig::A,juist,richtig
632,schlimm::A,erg,schlimm
633,schlimm::A,kwaad,schlimm
634,wahr::A,waar,wahr
635,alt::A,oud,alt
636,neu::A,nieuw,neu
637,ehemalig::A,voormalig,ehemalig
638,alt[Lebewesen]::A,oud,alt
639,jung::A,jong,jung
640,arm::A,arm,arm
641,reich::A,rijk,reich
642,bekannt::A,bekend,bekannt
643,berühmt::A,beroemd,berühmt
644,fremd::A,vreemd,fremd
645,verschieden::A,verscheiden,verschieden
646,verschieden::A,verschillend,verschieden
647,nah::A,nabij,nah
648,nah::A,nabijgelegen,nah
649,fern::A,ver,fern
650,linker::A,linker,linker
651,rechter::A,rechter,rechter
652,anderer::A,andere,anderer
653,erster::A,eerste,erster
654,zweiter::A,tweede,zweiter
655,dritter::A,derde,dritter
656,letzter::A,laatste,letzter
657,allein::ADV,alleen,allein
658,auf einmal::ADV,ineens,auf einmal
659,auf einmal::ADV,tegelijk,auf einmal
660,zusammen::ADV,samen,zusammen
661,zusammen::ADV,bijeen,zusammen
662,lange::ADV,lang,lange
663,plötzlich::ADV,eensklaps,plötzlich
664,plötzlich::ADV,plotsklaps,plötzlich
665,sofort::ADV,terstond,sofort
666,sofort::ADV,aanstonds,sofort
667,sofort::ADV,onmiddelijk,sofort
668,später::ADV,later,später
669,jetzt::ADV,nu,jetzt
670,jetzt::ADV,nou,jetzt
671,jetzt::ADV,thans,jetzt
672,heute::ADV,heden,heute
673,heute::ADV,vandaag,heute
674,morgen::ADV,morgen,morgen
675,bald::ADV,gauw,bald
676,bald::ADV,weldra,bald
677,dann::ADV,dan,dann
678,dann::ADV,toen,dann
679,gestern::ADV,gisteren,gestern
680,einst::ADV,eens,einst
681,damals::ADV,toen,damals
682,damals::ADV,destijds,damals
683,danach::ADV,daarna,danach
684,vorher::ADV,vooraf,vorher
685,vorher::ADV,van tevoren,vorher
686,zuerst::ADV,eerst,zuerst
687,zuerst::ADV,het eerst,zuerst
688,einmal::ADV,eens,einmal
689,einmal::ADV,eenmaal,einmal
690,manchmal::ADV,soms,manchmal
691,oft::ADV,vaak,oft
692,oft::ADV,dikwijls,oft
693,immer::ADV,altijd,immer
694,niemals::ADV,nooit,niemals
695,hier::ADV,hier,hier
696,hierhin::ADV,hierheen,hierhin
697,von hier::ADV,van hier,von hier
698,von hier::ADV,hiervandaan,von hier
699,dort::ADV,daar,dort
700,dort::ADV,ginds,dort
701,dorthin::ADV,daarheen,dorthin
702,geradeaus::ADV,rechtuit,geradeaus
703,geradeaus::ADV,rechtdoor,geradeaus
704,vorwärts::ADV,vooruit,vorwärts
705,vorwärts::ADV,voorwaarts,vorwärts
706,rückwärts::ADV,achteruit,rückwärts
707,rückwärts::ADV,achterwaarts,rückwärts
708,zurück::ADV,terug,zurück
709,unten::ADV,beneden,unten
710,unten::ADV,onderaan,unten
711,hinab::ADV,omlaag,hinab
712,hinab::ADV,naar beneden,hinab
713,oben::ADV,boven,oben
714,hinauf::ADV,omhoog,hinauf
715,hinauf::ADV,naar boven,hinauf
716,überall::ADV,alom,überall
717,überall::ADV,overal,überall
718,nicht::ADV,niet,nicht
719,ein wenig::ADV,wat,ein wenig
720,kaum::ADV,amper,kaum
721,kaum::ADV,nauwelijks,kaum
722,sehr::ADV,erg,sehr
723,sehr::ADV,zeer,sehr
724,so::ADV,zo,so
725,noch::ADV,nog,noch
726,nur::ADV,maar,nur
727,nur::ADV,alleen,nur
728,schon::ADV,al,schon
729,schon::ADV,reeds,schon
730,wieder::ADV,weer,wieder
731,wieder::ADV,terug,wieder
732,vergebens::ADV,vergeefs,vergebens
733,vergebens::ADV,tevergeefs,vergebens
734,vor::PRP,voor,vor
735,hinter::PRP,achter,hinter
736,unter::PRP,onder,unter
737,unter::PRP,beneden,unter
738,durch::PRP,door,durch
739,neben::PRP,naast,neben
740,zwischen::PRP,tussen,zwischen
741,wegen::PRP,wegens,wegen
742,wegen::PRP,vanwege,wegen
743,dies::PRN,dit,dies
744,das::PRN,dat,das
745,alles::PRN,alles,alles
746,ich::PRN,ik,ich
747,du::PRN,je,du
748,du::PRN,jij,du
749,er::PRN,hij,er
750,wir::PRN,we,wir
751,wir::PRN,wij,wir
752,ihr::PRN,jullie,ihr
753,sie::PRN,ze,sie
754,sie::PRN,zij,sie
755,was::FPRN,wat,was
756,wer::FPRN,wie,wer
757,wo::FADV,waar,wo
758,wohin::FADV,waarheen,wohin
759,wie::FADV,hoe,wie
760,warum::FADV,waarom,warum
761,wieviel::FNUM,hoeveel,wieviel
762,eins::NUM,één,eins
763,zwei::NUM,twee,zwei
764,drei::NUM,drie,drei
765,vier::NUM,vier,vier
766,fünf::NUM,vijf,fünf
767,sechs::NUM,zes,sechs
768,sieben::NUM,zeven,sieben
769,acht::NUM,acht,acht
770,neun::NUM,negen,neun
771,zehn::NUM,tien,zehn
772,elf::NUM,elf,elf
773,zwölf::NUM,twaalf,zwölf
774,zwanzig::NUM,twintig,zwanzig
775,dreißig::NUM,dertig,dreißig
776,vierzig::NUM,veertig,vierzig
777,fünfzig::NUM,vijftig,fünfzig
778,sechzig::NUM,zestig,sechzig
779,siebzig::NUM,zeventig,siebzig
780,achtzig::NUM,tachtig,achtzig
781,neunzig::NUM,negentig,neunzig
782,hundert::NUM,honderd,hundert
783,tausend::NUM,duizend,tausend
784,und::CNJ,en,und
785,oder::CNJ,of,oder
786,stehen::V,staan,stehen
787,sitzen::V,zitten,sitzen
788,liegen::V,liggen,liegen
789,hängen::V,hangen,hängen
790,werden::V,worden,werden
791,passieren::V,gebeuren,passieren
792,beginnen::V,beginnen,beginnen
793,enden::V,eindigen,enden
794,wechseln::V,wijzigen,wechseln
795,wechseln::V,veranderen,wechseln
796,aufgehen[Sonne]::V,opgaan,aufgehen
797,untergehen[Sonne]::V,ondergaan,untergehen
798,scheinen[Sonne]::V,schijnen,scheinen
799,donnern::V,donderen,donnern
800,wehen::V,waaien,wehen
801,strömen::V,stromen,strömen
802,fließen::V,vloeien,fließen
803,sich drehen::V,draaien,sich drehen
804,sich drehen::V,zich draaien,sich drehen
805,schwanken::V,wankelen,schwanken
806,schwingen::V,zwieren,schwingen
807,fallen::V,vallen,fallen
808,brennen::V,branden,brennen
809,rauchen::V,roken,rauchen
810,regnen::V,regenen,regnen
811,gefrieren::V,bevriezen,gefrieren
812,tauen::V,dooien,tauen
813,schmelzen::V,smelten,schmelzen
