,Concept_ID,pl,os
164,Katze::N,kot,гӕды
165,Katze::N,kotka,гӕды
166,Bär::N,niedźwiedż,арс
167,Eichhörnchen::N,wiewiórka,æхсæрæг
168,Elch::N,łóś,цæгатаг саг
169,Fuchs::N,lis,рувас
170,Hase::N,zając,тæрхъус
171,Maus::N,mysz,мыст
172,Wolf::N,wilk,бирӕгъ
173,Vogel::N,ptak,цъиу
174,Vogel::N,ptak,маргъ
175,Schwarm::N,stado,бал
176,Huhn::N,kura,карк
177,Hahn::N,kogut,уасӕг
178,Gans::N,gęś,хъаз
179,Adler::N,orzeł,цӕргӕс
180,Ente::N,kaczka,ацц
181,Eule::N,sowa, уыг
182,Eule::N,sowa,сидахъ
183,Kranich::N,żuraw,зырнæг
184,Kranich::N,żuraw,хърихъупп
185,Krähe::N,wrona,халон
186,Kuckuck::N,kukułka,гаккук
187,Schwan::N,łabędż,доныхъаз
188,Fisch::N,ryba,кӕсаг
189,Barsch::N,okoń,окунь
190,Hecht::N,szczupak,хихор кӕсаг
191,Schlange[Tier]::N,wąż,калм
192,Schlange[Tier]::N,żmija,калм
193,Wurm::N,robak,зулкъ
194,Wurm::N,robak,къуыдыргалм
195,Spinne::N,pająk,хӕлуарӕг
196,Ameise::N,mrówka,мæлдзыг
197,Laus::N,wesz,сыст
198,Mücke::N,komar,къогъо
199,Fliege::N,mucha,бындз
200,Schmetterling::N,motyl,гæлæбу
201,Beere::N,jagoda,гагадыргъ
202,Apfel::N,jabłko,фӕткъуы
203,Pilz::N,grzyb,зокъо
204,Pilz::N,grzyb,къозо
205,Zwiebel::N,cebula,хъӕдындз
206,Saat::N,siew,тауинаг
207,Saat::N,siew,мыггаг
208,Korn::N,ziarno,мыггаг
209,Korn::N,ziarno,тауинаг
210,Heu::N,siano,хос
211,Schale::N,łupina,цъар
212,Grube::N,dół,урм
213,Grube::N,dół,къахт
214,Grube::N,dół,дзыхъхъ
215,Grube::N,jama,урм
216,Grube::N,jama,къахт
217,Grube::N,jama,дзыхъхъ
218,Falle::N,pułapka,цъысым
219,Falle::N,pułapka,къӕппӕг
220,Schlinge::N,sidła,цасм
221,Spur::N,ślad,фæд
222,Asche::N,popiół,фӕнык
223,Asche::N,popiół,ӕртхутӕг
224,Dreck::N,brud,цъыф
225,Eisen::N,żelazo,ӕфсӕйнаг
226,Gold::N,złoto,сыгъзӕрин
227,Silber::N,srebro,ӕвзист
228,Kohle::N,węgiel,ӕвзалы
229,Glas::N,szkło,авг
230,Lehm::N,glina,ӕлыг
231,Sand::N,piasek,змис
232,Mensch::N,człowiek,лӕг
233,Mensch::N,człowiek,адӕймаг
234,Mensch::N,człowiek,удгоймаг
235,Mann::N,mężczyzna,лӕг
236,Mann::N,mężczyzna,нӕлгоймаг
237,Frau::N,kobieta,сылгоймаг
238,Kind::N,dziecko,сывӕллон
239,Junge::N,chłopak,лӕппу
240,Junge::N,chłopiec,лӕппу
241,Mädchen::N,dziewczynka,чызг
242,Familie::N,rodzina,бинонтæ
243,Großvater::N,dziadek,фыдыфыд
244,Großvater::N,dziadek,мадыфыд
245,Großmutter::N,babka,фыды мад
246,Großmutter::N,babka,мады мад
247,Eltern::N,rodzice,ныййарджытæ
248,Vater::N,ojciec,фыд
249,Mutter::N,matka,мад
250,Sohn::N,syn,фырт
251,Tochter::N,córka,чызг
252,Bruder::N,brat,ӕфсымӕр
253,Schwester::N,siostra,хо
254,Onkel::N,wuj,фыдыфсымӕр
255,Onkel::N,stryj,фыдыфсымӕр
256,Tante::N,ciotka,мадыхо
257,Ehemann::N,mąż,мой
258,Ehefrau::N,żona,ус
259,Freude::N,radość,цин
260,Freude::N,radość,циндзинад
261,Gelächter::N,śmiech,худын
262,Gelächter::N,śmiech,худт
263,Gelächter::N,śmiech,худæг
264,Glück::N,szczęście,амонд
265,Kummer::N,zmartwienie,хъыг
266,Wunsch::N,życzenie,бӕллиц
267,Lust::N,chęć,монц
268,Lust::N,ochota,монц
269,Geist::N,duch,уд
270,Gedanke::N,myśl,хъуыды
271,Gedächtnis::N,pamięć,мысæн
272,Gedächtnis::N,pamięć,мысын
273,Gedächtnis::N,pamięć,зæрдылдарын
274,Verstand::N,rozum,зонд
275,Sinn::N,zmysł,нысаниуæг
276,Grund::N,powód,ӕфсон
277,Wahrheit::N,prawda,æцæг
278,Gespräch::N,rozmowa,ныхас
279,Märchen::N,bajka,аргъау
280,Erzählung::N,opowiadanie,радзырд
281,Nachricht::N,wiadomość,уац
282,Neuigkeit::N,nowina,хабар
283,Name::N,imię,ном
284,Rätsel::N,zagadka,уыци-уыци
285,Rätsel::N,zagadka,базон-базон
286,Rede::N,mowa,раныхас
287,Sprache::N,język,ӕвзаг
288,Stimme::N,głos,хъӕлӕс
289,Wort::N,słowo,дзырд
290,Zeichen::N,znak,нысан
291,Ruf::N,wołanie,сидт
292,Lärm::N,hałas,уынæр
293,Lärm::N,zgiełk,уынæр
294,Laut::N,dźwięk,зӕл
295,Laut::N,dźwięk,мыр
296,Ton::N,ton,мыр
297,Ton::N,dźwięk,мыр
298,Lied::N,pieśń,зарӕг
299,Lied::N,piosenka,зарӕг
300,Ruhe::N,spokój,æнцой
301,Leute::N,ludzie,адӕм
302,Volk::N,naród,адӕм
303,Arbeit::N,praca,фӕллой
304,Arbeit::N,robota,фӕллой
305,Gast::N,gość,уазӕг
306,Geschenk::N,prezent,хуын
307,Geschenk::N,podarunek,хуын
308,Spiel::N,gra,хъазт
309,Spiel::N,zabawa,хъазт
310,Gesellschaft::N,towarzystwo,дзыллæ
311,Gesellschaft::N,towarzystwo,æхсæнад
312,Hilfe::N,pomoc,æххуыс
313,Hilfe::N,pomoc,ахъаз
314,Freund::N,przyjaciel,лымӕн
315,Kamerad::N,kolega,ӕмбал
316,Angelegenheit::N,sprawa,хъуыддаг
317,Anzahl::N,ilość,бӕрц
318,Art::N,rodzaj,хуыз
319,Art::N,rodzaj,хуызад
320,Stück::N,kawałek,кæрдих
321,Stück::N,kawałek,комдзаг
322,Teil::N,część,хай
323,Hälfte::N,połowa,æрдæг
324,Hälfte::N,połowa,æмбис
325,Kreis::N,krąg,зиллакк
326,Kreuz::N,krzyż,дзуар
327,Linie::N,linia,хахх
328,Strich::N,kreska,хахх
329,Abstand::N,odstęp,æхсæнуат
330,Entfernung::N,odległość,дæрддзæг
331,Entfernung::N,odległość,дардцæг
332,Gegend::N,okolica,ран
333,Platz::N,miejsce,бууат
334,Ort::N,miejsce,ран
335,Ort::N,miejsce,бынат
336,Seite::N,bok,фахс
337,Seite::N,strona,фахс
338,Mitte::N,środek,астӕу
339,Gegenstand::N,przedmiot,дзаума
340,Sache::N,rzecz,дзаума
341,Rand::N,skraj,кӕрон
342,Rand::N,krawędź,кӕрон
343,Kante::N,kant,фӕрск
344,Kante::N,krawędź,фӕрск
345,Ecke::N,róg,тигъ
346,Ecke::N,róg,фисын
347,Spitze::N,ostrze,бырынкъ
348,Ende::N,koniec,кӕрон
349,Loch::N,dziura,хуынкъ
350,Winkel::N,kąt,къуым
351,Winkel::N,kącik,къуым
352,Muster::N,wzór,нывæфтыд
353,Muster::N,wzór,кæдзист
354,Größe::N,rozmiar,ас
355,Größe::N,wielkość,ас
356,Länge::N,długość,дӕргъ
357,Höhe::N,wysokość,бæрзонд
358,Höhe::N,wysokość,бæрзæнд
359,Höhe::N,wysokość,бæрзонддзинад
360,Gewicht::N,ciężar,уӕз
361,Menge::N,ilość,бӕрц
362,Haufen::N,kupa,кӕри
363,Reihe::N,rząd,рӕнхъ
364,Reihe::N,szereg,рӕнхъ
365,Boot::N,łódź,чема
366,Boot::N,łódka,чема
367,Ruder::N,wiosło,къохар
368,Schlitten::N,sanki,дзоныгъ
369,Ski::N,narta,къахдзоныгътæ
370,Ski::N,narta,лыжæтæ
371,Lagerfeuer::N,ognisko,арт
372,Last::N,ciężar,уаргъ
373,Last::N,brzemię,уаргъ
374,Gang::N,chód,цыд
375,Schritt::N,krok,санчъех
376,Schritt::N,krok,къахдзӕф
377,Norden::N,północ,цæгат
378,Süden::N,południe,хуссар
379,Westen::N,zachód,ныгуылæн
380,Osten::N,wschód,скæсæн
381,Holz::N,drzewo,хъӕдӕрмӕг
382,Brett::N,deska,фæйнæг
383,Platte::N,płyta,къӕй
384,Stütze::N,podpora,быцæу
385,Stange::N,drąg,хъил
386,Stange::N,żerdź,хъил
387,Stock::N,kij,лӕдзӕг
388,Stock::N,laska,лӕдзӕг
389,Stab::N,pręt,хъил
390,Rohr::N,rura,хӕтӕл
391,Haus::N,dom,хӕдзар
392,Heim::N,dom,къона
393,Ofen::N,piec,пец
394,Fußboden::N,podłoga,астӕрд
395,Tisch::N,stół,стъол
396,Stuhl::N,krzesło,бандон
397,Wiege::N,kołyska,авдæн
398,Bett::N,łóżko,сынтӕг
399,Bett::N,pościel,сынтӕг
400,Regal::N,regał,тӕрхӕг
401,Regal::N,regał,уӕлвӕйнӕг
402,Kiste::N,skrzynia,асыкк
403,Fenster::N,okno,рудзынг
404,Fenster::N,okno,фæрссаг
405,Tür::N,drzwi,дуар
406,Tor::N,brama,кулдуар
407,Zaun::N,płot,æмбонд
408,Zaun::N,płot,быру
409,Zaun::N,płot,гæрæн
410,Zaun::N,parkan,æмбонд
411,Zaun::N,parkan,быру
412,Zaun::N,parkan,гæрæн
413,Dach::N,dach,уӕлхӕдзар
414,Leiter::N,drabina,асин
415,Besen::N,miotła,уисой
416,Spaten::N,rydel,бел
417,Schaufel::N,łopata,æвгæнæн
418,Schaufel::N,łopata,кæфой
419,Gabel::N,widelec,вилкæ
420,Löffel::N,łyżka,уидыг
421,Messer::N,nóż,кард
422,Nagel::N,gwóźdź,зӕгӕл
423,Netz::N,sieć,хыз
424,Haken::N,hak,хæдз
425,Haken::N,hak,хæбырæгъ
426,Griff::N,chwyt,фистон
427,Schloss::N,zamek,гуыдыр
428,Bild::N,obraz,ныв
429,Figur::N,figura,кæрдгæныв
430,Puppe::N,lalka,чындз
431,Beutel::N,torba,дзӕкъул
432,Bündel::N,wiązka,баст
433,Tasche::N,torba,хызын
434,Tasche::N,torba,дзæкъул
435,Eimer::N,kubeł,къæрта
436,Eimer::N,kubeł,чъыбыла
437,Eimer::N,kubeł,ведра
438,Eimer::N,wiadro,къæрта
439,Eimer::N,wiadro,чъыбыла
440,Eimer::N,wiadro,ведра
441,Deckel::N,przykrywka,сæр
442,Deckel::N,przykrywka,æмбæрзæн
443,Geschirr::N,statki,мигæнæн
444,Geschirr::N,statki,мигæнæнтæ
445,Geschirr::N,naczynia,мигæнæн
446,Geschirr::N,naczynia,мигæнæнтæ
447,Sack::N,worek,голлаг
448,Tasse::N,filiżanka,пиала
449,Tasse::N,filiżanka,къус
450,Topf::N,garnek,аг
451,Topf::N,garnek,чысыл аг
452,Kessel::N,kocioł,аг
453,Essen::N,jedzenie,хӕрд
454,Nahrung::N,pokarm,хойраг
455,Nahrung::N,pożywienie,хойраг
456,Speise::N,potrawa,хӕринаг
457,Speise::N,jedzenie,хӕринаг
458,Fleisch::N,mięso,дзидза
459,Fleisch::N,mięso,фыдызгъӕл
460,Getreide::N,zboże,халсар
461,Brei::N,kasza,кас
462,Brot::N,chleb,дзул
463,Scheibe::N,kromka,къӕбӕр
464,Fett::N,tłuszcz,сой
465,Butter::N,masło,нӕлхӕ
466,Öl::N,olej,зети
467,Salz::N,sól,цӕхх
468,Suppe::N,zupa,бас
469,Honig::N,miód,мыд
470,Milch::N,mleko,ӕхсыр
471,Tee::N,herbata,цай
472,Leder::N,skóra,мæскуы
473,Wolle::N,wełna,фӕсмын
474,Stoff::N,tkanina,хъуымац
475,Stoff::N,materiał,хъуымац
476,Nadel::N,igła,судзин
477,Faden::N,nić,ӕндах
478,Faden::N,nitka,ӕндах
479,Knopf::N,guzik,цӕппӕр
480,Knoten::N,węzeł,ӕлхынцъ
481,Farbe::N,farba,ахорæн
482,Kleidung::N,odzież,дарӕс
483,Hemd::N,koszula,хӕдон
484,Kragen::N,kołnierz,æфцæггот
485,Ärmel::N,rękaw,дыс
486,Hose::N,spodnie,хæлаф
487,Hose::N,spodnie,æддаг хæлаф
488,Hose::N,spodnie,салбар
489,Gürtel::N,pasek,рон
490,Mütze::N,czapka,худ
491,Schuh::N,but,басмахъ
492,Schuh::N,bucik,басмахъ
493,Stiefel::N,but,цырыхъхъ
494,Stiefel::N,kozak,цырыхъхъ
495,Ring::N,pierścień,къухдарӕн
496,Band::N,wstęga,лент
497,Kamm::N,grzebień,сӕрвасӕн
498,Spiegel::N,lustro,айдæн
499,Spiegel::N,lustro,кæсæн
500,Riemen::N,rzemień,гӕрз
501,Schnur::N,sznur,бӕндӕн
502,Leine::N,smycz,
503,Decke::N,kołdra,хъӕццул
504,Kissen::N,poduszka,баз
505,Tuch::N,chustka,кæлмæрзæн
506,Tuch::N,chustka,кæрдæн
507,Handtuch::N,ręcznik,хисæрфæн
508,Kraft::N,moc,тых
509,Kraft::N,moc,хъомыс
510,Kraft::N,siła,тых
511,Kraft::N,siła,хъомыс
512,Stärke::N,moc,тых
513,Stärke::N,moc,æхсар
514,Stärke::N,siła,тых
515,Stärke::N,siła,æхсар
516,Gesundheit::N,zdrowie,æнæниздзинад
517,Krankheit::N,choroba,низ
518,Krankheit::N,choroba,рын
519,Schmerz::N,ból,рис
520,Wunde::N,rana,цӕф
521,Fieber::N,gorączka,ризӕг
522,Fieber::N,gorączka,тӕфсӕг
523,Arznei::N,lekarstwo,хос
524,Brücke::N,most,хид
525,Brunnen::N,studnia,цъай
526,Weide::N,pastwisko,хизæн
527,Weide::N,pastwisko,хизæнуат
528,Weide::N,pastwisko,сæрвæт
529,Pfad::N,ścieżka,къахвæндаг
530,Pfad::N,ścieżka,къахвæд
531,Weg::N,droga,фӕндаг
532,Straße::N,ulica,фӕндаг
533,Dorf::N,wieś,хъӕу
534,Stadt::N,miasto,сахар
535,Brief::N,list,фыстӕг
536,Buch::N,książka,чиныг
537,Buchstabe::N,litera,дамгъӕ
538,Zeitung::N,gazeta,газет
539,Zeitung::N,dziennik,газет
540,Leben::N,życie,цард
541,Leben::N,życie,цӕрӕнбон
542,Tod::N,śmierć,мæлæт
543,Tod::N,śmierć,адзал
544,Grab::N,grób,ингӕн
545,Kirche::N,kościół,аргъуан
546,Sünde::N,grzech,тæригъæд
547,Gott::N,bóg,хуыцау
548,Arbeiter::N,robotnik,кусæг
549,Chef::N,szef,ӕмцег
550,Meister::N,mistrz,мастер
551,Meister::N,mistrz,дæсны
552,Meister::N,majster,мастер
553,Meister::N,majster,дæсны
554,Arzt::N,lekarz,хосгæнæг
555,Arzt::N,lekarz,дохтыр
556,Lehrer::N,nauczyciel,ахуыргæнæг
557,Geld::N,pieniądze,ӕхца
558,Geschäft::N,sprawa,бизнес
559,Geschäft::N,sprawa,хъуыддаг
560,Geschäft::N,interes,бизнес
561,Geschäft::N,interes,хъуыддаг
562,Laden::N,sklep,дукани
563,Preis::N,cena,аргъ
564,Ware::N,towar,базайраг
565,Nutzen::N,pożytek,пайда
566,Reichtum::N,bogactwo,хъæздыгдзинад
567,Reichtum::N,bogactwo,исбон
568,Reichtum::N,bogactwo,мулк
569,Welt::N,świat,дуне
570,Land::N,kraj,бӕстӕ
571,Staat::N,państwo,паддзахад
572,König::N,król,къарол
573,Macht::N,władza,хицаудзинад
574,Grenze::N,granica,арӕн
575,Krieg::N,wojna,хӕст
576,Feind::N,wróg,знаг
577,Feind::N,wróg,фыдгул
578,Feind::N,wróg,фыдзæрдæ
579,Feind::N,wróg,сон
580,Gewalt::N,władza,тыхми
581,Gewalt::N,władza,тыхдзинад
582,Kampf::N,bój,хæст
583,Kampf::N,bój,хъæбысæйхæст
584,Kampf::N,bój,тох
585,Kampf::N,walka,хæст
586,Kampf::N,walka,хъæбысæйхæст
587,Kampf::N,walka,тох
588,Bogen[Waffe]::N,łuk,ӕрдын
589,Pfeil::N,strzała,фат
590,Gewehr::N,karabin,топп
591,Fehler::N,błąd,рӕдыд
592,Lüge::N,kłamstwo,мӕнг
593,Lüge::N,kłamstwo,гӕдыдзинад
594,Schaden::N,szkoda,зиан
595,Unglück::N,nieszczęście,бæллæх
596,Schuld::N,wina,азым
597,Alter::N,wiek,кар
598,Schluss::N,koniec,кæрон
599,Schluss::N,zakończenie,кæрон
600,Zeit::N,czas,рӕстӕг
601,Tag::N,dzień,бон
602,Morgen::N,ranek,райсом
603,Morgen::N,poranek,райсом
604,Mittag::N,południe,æмбисбон
605,Abend::N,wieczór,изӕр
606,Nacht::N,noc,ӕхсӕв
607,Woche::N,tydzień,къуыри
608,Monat::N,miesiąc,мӕй
609,Jahr::N,rok,аз
610,Jahr::N,rok,афӕдз
611,Frühling::N,wiosna,уалдзæг
612,Sommer::N,lato,сӕрд
613,Herbst::N,jesień,фæззæг
614,Winter::N,zima,зымӕг
615,Januar::N,styczeń,январь
616,Februar::N,luty,февраль
617,März::N,marzec,мартъи
618,April::N,kwiecień,апрель
619,Mai::N,maj,май
620,Juni::N,czerwiec,июнь
621,Juli::N,lipiec,июль
622,August::N,sierpień,август
623,September::N,wrzesień,сентябрь
624,Oktober::N,październik,октябрь
625,November::N,listopad,ноябрь
626,Dezember::N,grudzień,декабрь
627,Montag::N,poniedziałek,къуырисæр
628,Dienstag::N,wtorek,дыццæг
629,Mittwoch::N,środa,æртыццæг
630,Donnerstag::N,czwartek,цыппæрæм
631,Freitag::N,piątek,майрæмбон
632,Samstag::N,sobota,сабат
633,Sonntag::N,niedziela,хуыцаубон
634,groß::A,duży,дынджыр
635,groß::A,wielki,дынджыр
636,klein::A,mały,гыццыл
637,lang::A,długi,даргъ
638,kurz::A,krótki,цыбыр
639,breit::A,szeroki,фӕтӕн
640,schmal::A,wąski,нарӕг
641,schmal::A,wąski,уынгӕг
642,dicht::A,gęsty,бæзджын
643,dicht::A,gęsty,тар
644,dick[Gegenstand]::A,gruby,сӕвджын
645,dünn::A,cienki,тæнæг
646,fein::A,drobny,лыстӕг
647,fest::A,mocny,фидар
648,fest::A,mocny,хъӕддых
649,fest::A,twardy,фидар
650,fest::A,twardy,хъӕддых
651,flach::A,płaski,тъӕпӕн
652,glatt::A,gładki,лӕгъз
653,hart::A,twardy,хъӕбӕр
654,weich::A,miękki,фӕлмӕн
655,rund::A,okrągły,тымбыл
656,spitz::A,spiczasty,цыргъбырынкъ
657,spitz::A,spiczasty,цыргъфындз
658,scharf::A,ostry,цыргъ
659,stumpf::A,tępy,къуымых
660,schwer::A,ciężki,уӕззау
661,schön::A,ładny,аив
662,schön::A,ładny,рӕсугъд
663,schön::A,piękny,аив
664,schön::A,piękny,рӕсугъд
665,heiß::A,gorący,тӕвд
666,warm::A,ciepły,хъарм
667,kalt::A,zimny,уазал
668,kühl::A,chłodny,сатæг
669,kühl::A,chłodny,уазалгомау
670,frisch::A,świeży,сатæг
671,feucht::A,wilgotny,уымӕл
672,nass::A,mokry,хуылыдз
673,trocken::A,suchy,хус
674,voll::A,pełny,дзаг
675,voll::A,pełny,йедзаг 
676,leer::A,pusty,афтид
677,leer::A,próżny,афтид
678,offen::A,otwarty,гом
679,geschlossen::A,zamknięty,æхгæд
680,sauber::A,czysty,сыгъдæг
681,schmutzig::A,brudny,чъиллон
682,roh::A,surowy,хом
683,reif::A,dojrzały,рӕгъӕд
684,lecker::A,smaczny,хӕрзад
685,süß::A,słodki,адджын
686,bitter::A,gorzki,судзаг
687,sauer::A,kwaśny,туаг
688,hell::A,jasny,рухс
689,dunkel::A,ciemny,талынг
690,schwarz::A,czarny,сау
691,weiß::A,biały,урс
692,rot::A,czerwony,сырх
693,gelb::A,żółty,бур
694,blau::A,błękitny,цъӕх
695,blau::A,niebieski,цъӕх
696,grün::A,zielony,цъӕх
697,grün::A,zielony,кӕрдӕгхуыз
698,grau::A,szary,цъӕх
699,grau::A,szary,фӕныкхуыз
700,bunt::A,barwny,хъулон
701,bunt::A,barwny,гæрæм
702,billig::A,tani,аслам
703,teuer::A,drogi,зынаргъ
704,wertvoll::A,cenny,зынаргъ
705,blind::A,ślepy,куырм
706,taub::A,głuchy,къуырма
707,kräftig::A,mocny,домбай
708,kräftig::A,mocny,тыхджын
709,stark::A,silny,тыхджын
710,schwach::A,słaby,ӕнӕбон
711,fett::A,tłusty,нард
712,schlank::A,smukły,гуырвидыц
713,schlank::A,smukły,хæрзконд
714,schlank::A,smukły,рæхснæг
715,schlank::A,smukły,сагамад
716,hübsch::A,ładny,аив
717,hübsch::A,ładny,рӕсугъд
718,böse::A,zły,фыдзӕрдӕ
719,dumm::A,głupi,ӕдылы
720,faul::A,leniwy,зивӕг
721,faul::A,leniwy,зивӕггӕнаг
722,fleißig::A,pilny,æнæзивæг
723,fleißig::A,pilny,æнувыд
724,geizig::A,skąpy,чъынды
725,geizig::A,skąpy,æлгъин
726,geizig::A,skąpy,мæрддзæст
727,klug::A,mądry,зондджын
728,geschickt::A,zręczny,хӕрзарӕхст
729,lieb::A,miły,уарзон
730,lustig::A,wesoły,хъӕлдзӕг
731,sanft::A,łagodny,мынчын
732,hungrig::A,głodny,ӕххормаг
733,krank::A,chory,нӕфӕразгӕ
734,nackt::A,nagi,бӕгънӕг
735,traurig::A,smutny,ӕрхӕндӕг
736,lebendig::A,żywy,цардӕгас
737,gut::A,dobry,хорз
738,schlecht::A,zły,цауд
739,richtig::A,słuszny,раст
740,richtig::A,właściwy,раст
741,schlimm::A,zły,ӕвзӕр
742,wahr::A,prawdziwy,ӕцӕг
743,alt::A,stary,зӕронд
744,neu::A,nowy,ног
745,ehemalig::A,były,раздӕры
746,alt[Lebewesen]::A,stary,ацӕргӕ
747,jung::A,młody,ӕрыгон
748,arm::A,ubogi,мӕгуыр
749,arm::A,biedny,мӕгуыр
750,reich::A,bogaty,хъӕздыг
