,Concept_ID,mrj,lv
247,Quelle::N,вӹдсӹнзӓ,ӧшмӧс
248,Quelle::N,вӹдсӹнзӓ,avots
249,Bach::N,ӓнгӹр,шор
250,Bach::N,ӓнгӹр,urga
251,Bach::N,ӓнгӹр,strauts
252,Fluss::N,вӹд,ю
253,Fluss::N,вӹд,upe
254,Ufer::N,сир,вадор
255,Ufer::N,сир,krasts
256,Küste::N,сир,вадор
257,Küste::N,сир,piekraste
258,Festland::N,мӱлӓндӹ,му
259,Festland::N,мӱлӓндӹ,sauszeme
260,Meer::N,тангыж,саридз
261,Meer::N,тангыж,jūra
262,Bucht::N,вӹдъял,куръя
263,Bucht::N,вӹдъял,līcis
264,Insel::N,острок,ді
265,Insel::N,острок,sala
266,Blume::N,пеледӹш,дзоридз
267,Blume::N,пеледӹш,puķe
268,Blume::N,пеледӹш,zieds
269,Gras::N,шуды,турун
270,Gras::N,шуды,zāle
271,Wurzel::N,важ,вуж
272,Wurzel::N,важ,sakne
273,Baum::N,пушӓнгӹ,пу
274,Baum::N,пушӓнгӹ,koks
275,Stamm::N,пушӓнгӹ тӹнг,пучер
276,Stamm::N,пушӓнгӹ тӹнг,stumbrs
277,Rinde::N,каргыж,кырсь
278,Rinde::N,каргыж,miza
279,Ast::N,укш,ув
280,Ast::N,укш,zars
281,Zweig::N,укш,вож
282,Zweig::N,укш,nozare
283,Blatt::N,листӹ,кор
284,Blatt::N,листӹ,lapa
285,Birke::N,куги,кыдз
286,Birke::N,куги,bērzs
287,Kiefer[Baum]::N,йӓктӹ,пожӧм
288,Kiefer[Baum]::N,йӓктӹ,priede
289,Weide[Baum]::N,уа,бадь
290,Weide[Baum]::N,уа,kārkls
291,Tanne::N,кож,коз
292,Tanne::N,кож,egle
293,Horn::N,шур,сюр
294,Horn::N,шур,rags
295,Feder::N,пын,гӧн
296,Feder::N,пын,тывборд
297,Feder::N,пын,spalva
298,Fell::N,кавашты,ку
299,Fell::N,кавашты,āda
300,Flügel::N,шылдыр,борд
301,Flügel::N,шылдыр,spārns
302,Klaue::N,кӹч,гыж
303,Klaue::N,кӹч,nags
304,Kralle::N,лапа,гыж
305,Kralle::N,лапа,nags
306,Schwanz::N,пач,бӧж
307,Schwanz::N,пач,ļipa
308,Ei::N,мыны,кольк
309,Ei::N,мыны,ola
310,Nest::N,пӹжӓш,поз
311,Nest::N,пӹжӓш,ligzda
312,Bau::N,ыраж,горс
313,Bau::N,ыраж,пырмӧс
314,Bau::N,ыраж,гу
315,Bau::N,ыраж,ala
316,Tier::N,во́льык,пемӧс
317,Tier::N,во́льык,dzīvnieks
318,Herde::N,кӹтö,стада
319,Herde::N,кӹтö,кельӧб
320,Herde::N,кӹтö,ganāmpulks
321,Kuh::N,ышкал,мӧс
322,Kuh::N,ышкал,govs
323,Bulle::N,ӱшкӱж,ӧш
324,Bulle::N,ӱшкӱж,bullis
325,Pferd::N,имни,вӧв
326,Pferd::N,имни,zirgs
327,Schaf::N,шарык,ыж
328,Schaf::N,шарык,aita
329,Schwein::N,сасна,порсь
330,Schwein::N,сасна,cūka
331,Hund::N,пи,пон
332,Hund::N,пи,suns
333,Katze::N,коти,кань
334,Katze::N,коти,kaķis
335,Bär::N,мöскӓ,ош
336,Bär::N,мöскӓ,lācis
337,Eichhörnchen::N,ур,ур
338,Eichhörnchen::N,ур,vāvere
339,Elch::N,шарды,йӧра
340,Elch::N,шарды,alnis
341,Fuchs::N,рӹвӹж,руч
342,Fuchs::N,рӹвӹж,lapsa
343,Hase::N,морен,кӧч
344,Hase::N,морен,zaķis
345,Maus::N,каля,шыр
346,Maus::N,каля,pele
347,Wolf::N,пирӹ,кӧин
348,Wolf::N,пирӹ,vilks
349,Vogel::N,кек,кай
350,Vogel::N,кек,лэбач
351,Vogel::N,кек,putns
352,Schwarm::N,цуца,чукӧр
353,Schwarm::N,цуца,spiets
354,Huhn::N,цӹвӹ,курӧг
355,Huhn::N,цӹвӹ,vista
356,Hahn::N,ӓптӓн,петук
357,Hahn::N,ӓптӓн,gailis
358,Gans::N,комбы,дзодзӧг
359,Gans::N,комбы,zoss
360,Adler::N,кучкыж,кутш
361,Adler::N,кучкыж,ērglis
362,Ente::N,лыды,утка
363,Ente::N,лыды,pīle
364,Eule::N,тымана,сюзь
365,Eule::N,тымана,pūce
366,Kranich::N,тырня,тури
367,Kranich::N,тырня,dzērve
368,Kranich::N,тыртня,тури
369,Kranich::N,тыртня,dzērve
370,Krähe::N,лудыгарак,рака
371,Krähe::N,лудыгарак,vārna
372,Kuckuck::N,куку,кӧк
373,Kuckuck::N,куку,dzeguze
374,Schwan::N,йӱксӹ,юсь
375,Schwan::N,йӱксӹ,gulbis
376,Fisch::N,кол,чери
377,Fisch::N,кол,zivs
378,Barsch::N,алангы,ёкыш
379,Barsch::N,алангы,asaris
380,Hecht::N,нуж,сир
381,Hecht::N,нуж,līdaka
382,Hecht::N,нужгол,сир
383,Hecht::N,нужгол,līdaka
384,Schlange[Tier]::N,кӹшкы,кый
385,Schlange[Tier]::N,кӹшкы,čūska
386,Wurm::N,шукш,номыр
387,Wurm::N,шукш,tārps
388,Spinne::N,ӓнгӹремшӹ,черань
389,Spinne::N,ӓнгӹремшӹ,zirneklis
390,Ameise::N,кыткы,кодзувкот
391,Ameise::N,кыткы,skudra
392,Laus::N,ти,той
393,Laus::N,ти,uts
394,Mücke::N,кужнер,ном
395,Mücke::N,кужнер,ods
396,Mücke::N,кужынер,ном
397,Mücke::N,кужынер,ods
398,Fliege::N,шӹнгӓ,гут
399,Fliege::N,шӹнгӓ,muša
400,Schmetterling::N,лӹпӹ,бобув
401,Schmetterling::N,лӹпӹ,tauriņš
402,Beere::N,мöр,тусь
403,Beere::N,мöр,вотӧс
404,Beere::N,мöр,oga
405,Apfel::N,олма,яблӧг
406,Apfel::N,олма,ābols
407,Pilz::N,понгы,тшак
408,Pilz::N,понгы,sēne
409,Zwiebel::N,охыра,луккок
410,Zwiebel::N,охыра,йӧнгыль
411,Zwiebel::N,охыра,sīpols
412,Saat::N,нӱшмӹ,тусь
413,Saat::N,нӱшмӹ,кӧйдыс
414,Saat::N,нӱшмӹ,sēkla
415,Saat::N,нӱшмӱ,тусь
416,Saat::N,нӱшмӱ,кӧйдыс
417,Saat::N,нӱшмӱ,sēkla
418,Korn::N,пӹрцӹ,тусь
419,Korn::N,пӹрцӹ,grauds
420,Heu::N,шуды,турун
421,Heu::N,шуды,siens
422,Schale::N,аваха,кор
423,Schale::N,аваха,čaula
424,Schale::N,аваха,čaumala
425,Schale::N,карлангы,кор
426,Schale::N,карлангы,čaula
427,Schale::N,карлангы,čaumala
428,Grube::N,йӓм,гу
429,Grube::N,йӓм,bedre
430,Falle::N,лӱдӹ,лэч
431,Falle::N,лӱдӹ,slazds
432,Falle::N,лӱдӹ,lamatas
433,Falle::N,лӱдӹш,лэч
434,Falle::N,лӱдӹш,slazds
435,Falle::N,лӱдӹш,lamatas
436,Schlinge::N,онгы,лэч
437,Schlinge::N,онгы,cilpa
438,Spur::N,кишӓ,туй
439,Spur::N,кишӓ,pēda
440,Asche::N,ломых,пӧм
441,Asche::N,ломых,pelni
442,Asche::N,ломпыж,пӧм
443,Asche::N,ломпыж,pelni
444,Dreck::N,лявӹрӓ,няйт
445,Dreck::N,лявӹрӓ,dubļi
446,Eisen::N,кӹртни,кӧрт
447,Eisen::N,кӹртни,dzelzs
448,Gold::N,шöртни,зарни
449,Gold::N,шöртни,zelts
450,Gold::N,шöртньӹ,зарни
451,Gold::N,шöртньӹ,zelts
452,Silber::N,ши,эзысь
453,Silber::N,ши,sudrabs
454,Kohle::N,шӱ,шом
455,Kohle::N,шӱ,ogle
456,Glas::N,охоница,стеклӧ
457,Glas::N,охоница,stikls
458,Lehm::N,шун,сёй
459,Lehm::N,шун,māls
460,Sand::N,ошма,лыа
461,Sand::N,ошма,smiltis
462,Mensch::N,эдем,морт
463,Mensch::N,эдем,cilvēks
464,Mann::N,пӱэргӹ,аймӧрт
465,Mann::N,пӱэргӹ,мужичӧй
466,Mann::N,пӱэргӹ,vīrietis
467,Frau::N,ӹдӹрӓмӓш,ань
468,Frau::N,ӹдӹрӓмӓш,нывбаба
469,Frau::N,ӹдӹрӓмӓш,sieviete
470,Kind::N,ӓзӓ,кага
471,Kind::N,ӓзӓ,bērns
472,Kind::N,шачшы,кага
473,Kind::N,шачшы,bērns
474,Junge::N,рвезӹ,пи
475,Junge::N,рвезӹ,zēns
476,Junge::N,рвезӹ,puika
477,Junge::N,рвезӹ,puisis
478,Junge::N,ӹрвезӹ,пи
479,Junge::N,ӹрвезӹ,zēns
480,Junge::N,ӹрвезӹ,puika
481,Junge::N,ӹрвезӹ,puisis
482,Mädchen::N,ӹдӹрӓш,ныв
483,Mädchen::N,ӹдӹрӓш,meiča
484,Mädchen::N,ӹдӹрӓш,skuķis
485,Mädchen::N,ӹдӹрӓш,meitene
486,Familie::N,йиш,семья
487,Familie::N,йиш,ģimene
488,Familie::N,семня,семья
489,Familie::N,семня,ģimene
490,Großvater::N,тьоти,пӧль
491,Großvater::N,тьоти,vecaistēvs
492,Großmutter::N,папа,баб
493,Großmutter::N,папа,vecāmāte
494,Eltern::N,ӓтя-ӓвӓ,ай-мам
495,Eltern::N,ӓтя-ӓвӓ,бать-мам
496,Eltern::N,ӓтя-ӓвӓ,vecāki
497,Vater::N,ӓтя,бать
498,Vater::N,ӓтя,ай
499,Vater::N,ӓтя,tēvs
500,Mutter::N,ӓвӓ,мам
501,Mutter::N,ӓвӓ,māte
502,Sohn::N,эргӹ,пи
503,Sohn::N,эргӹ,dēls
504,Tochter::N,ӹдӹр,ныв
505,Tochter::N,ӹдӹр,meita
506,Bruder::N,ӹза,вок
507,Bruder::N,ӹза,brālis
508,Schwester::N,ӓкӓ,чой
509,Schwester::N,ӓкӓ,māsa
510,Onkel::N,кугуза,дядь
511,Onkel::N,кугуза,tēvocis
512,Tante::N,куака,тьӧт
513,Tante::N,куака,tante
514,Ehemann::N,мары,верӧс
515,Ehemann::N,мары,vīrs
516,Ehefrau::N,вӓтӹ,гӧтыр
517,Ehefrau::N,вӓтӹ,sieva
518,Freude::N,ӹвӹртӹмӓш,радлун
519,Freude::N,ӹвӹртӹмӓш,prieks
520,Gelächter::N,ваштылмаш,серам
521,Gelächter::N,ваштылмаш,smiekli
522,Glück::N,пиӓл,шуд
523,Glück::N,пиӓл,laime
524,Kummer::N,ясы,шог
525,Kummer::N,ясы,bēdas
526,Kummer::N,ясы,raizes
527,Wunsch::N,охата,кӧсйӧм
528,Wunsch::N,охата,vēlme
529,Wunsch::N,охата,vēlējums
530,Wunsch::N,шанымаш,кӧсйӧм
531,Wunsch::N,шанымаш,vēlme
532,Wunsch::N,шанымаш,vēlējums
533,Lust::N,шӓр,кыскӧм
534,Lust::N,шӓр,радейтӧм
535,Lust::N,шӓр,kāre
536,Lust::N,охата,кыскӧм
537,Lust::N,охата,радейтӧм
538,Lust::N,охата,kāre
539,Lust::N,шанымаш,кыскӧм
540,Lust::N,шанымаш,радейтӧм
541,Lust::N,шанымаш,kāre
542,Geist::N,тух,лов
543,Geist::N,тух,gars
544,Gedanke::N,шанымаш,мӧвп
545,Gedanke::N,шанымаш,doma
546,Gedächtnis::N,ӓш,паметь
547,Gedächtnis::N,ӓш,atmiņa
548,Verstand::N,ыш,вежӧр
549,Verstand::N,ыш,prāts
550,Sinn::N,кын,мог
551,Sinn::N,кын,вежӧртас
552,Sinn::N,кын,nozīme
553,Grund::N,вир,помка
554,Grund::N,вир,pamats
555,Grund::N,вир,iemesls
556,Wahrheit::N,тöр,збыль
557,Wahrheit::N,тöр,збыльтор
558,Wahrheit::N,тöр,taisnība
559,Wahrheit::N,тöр,patiesība
560,Gespräch::N,хытырымаш,сёрни
561,Gespräch::N,хытырымаш,saruna
562,Märchen::N,ямак,мойд
563,Märchen::N,ямак,pasaka
564,Erzählung::N,шайыштмаш,висьт
565,Erzählung::N,шайыштмаш,stāsts
566,Erzählung::N,шайыштмаш,nostāsts
567,Nachricht::N,увертӓрӹмӓш,юӧртӧм
568,Nachricht::N,увертӓрӹмӓш,ziņa
569,Neuigkeit::N,увер,выльтор
570,Neuigkeit::N,увер,jaunums
571,Name::N,лӹм,ним
572,Name::N,лӹм,vārds
573,Rätsel::N,тышты,нӧдкыв
574,Rätsel::N,тышты,mīkla
575,Rede::N,шая,сёрни
576,Rede::N,шая,runa
577,Rede::N,шамак,сёрни
578,Rede::N,шамак,runa
579,Sprache::N,йӹлмӹ,кыв
580,Sprache::N,йӹлмӹ,valoda
581,Stimme::N,юк,гӧлӧс
582,Stimme::N,юк,вом шы
583,Stimme::N,юк,balss
584,Wort::N,шамак,кыв
585,Wort::N,шамак,vārds
586,Zeichen::N,палӹ,пас
587,Zeichen::N,палӹ,zīme
588,Ruf::N,сӹгӹрӹмӓш,чукӧстчӧм
589,Ruf::N,сӹгӹрӹмӓш,корӧм
590,Ruf::N,сӹгӹрӹмӓш,sauciens
591,Lärm::N,юкланымащ,шы
592,Lärm::N,юкланымащ,зык
593,Lärm::N,юкланымащ,зычитӧм
594,Lärm::N,юкланымащ,troksnis
595,Laut::N,юк,шы
596,Laut::N,юк,skaņa
597,Ton::N,юк,шы
598,Ton::N,юк,tonis
599,Lied::N,мыры,сьылан
600,Lied::N,мыры,сьыланкыв
601,Lied::N,мыры,dziesma
602,Ruhe::N,тыр,чӧв
603,Ruhe::N,тыр,miers
604,Leute::N,эдемвлӓ,йӧз
605,Leute::N,эдемвлӓ,войтыр
606,Leute::N,эдемвлӓ,ļaudis
607,Leute::N,эдемвлӓ,cilvēki
608,Volk::N,халык,йӧз
609,Volk::N,халык,войтыр
610,Volk::N,халык,tauta
611,Arbeit::N,пӓшӓ,удж
612,Arbeit::N,пӓшӓ,darbs
613,Gast::N,хына,гӧсть
614,Gast::N,хына,viešņa
615,Gast::N,хына,ciemiņš
616,Geschenk::N,подарка,козин
617,Geschenk::N,подарка,dāvana
618,Spiel::N,мадыш,ворсан
619,Spiel::N,мадыш,rotaļa
620,Gesellschaft::N,йӓл,котыр
621,Gesellschaft::N,йӓл,biedrība
622,Gesellschaft::N,йӓл,kompānija
623,Gesellschaft::N,йӓлвлӓ,котыр
624,Gesellschaft::N,йӓлвлӓ,biedrība
625,Gesellschaft::N,йӓлвлӓ,kompānija
626,Hilfe::N,палшык,отсӧг
627,Hilfe::N,палшык,palīdzība
628,Freund::N,тӓнг,ёрт
629,Freund::N,тӓнг,draugs
630,Kamerad::N,тос,ёрт
631,Kamerad::N,тос,biedrs
632,Angelegenheit::N,дела,мог
633,Angelegenheit::N,дела,делӧ
634,Angelegenheit::N,дела,darīšana
635,Angelegenheit::N,йела,мог
636,Angelegenheit::N,йела,делӧ
637,Angelegenheit::N,йела,darīšana
638,Angelegenheit::N,йыла,мог
639,Angelegenheit::N,йыла,делӧ
640,Angelegenheit::N,йыла,darīšana
641,Angelegenheit::N,пӓшӓ,мог
642,Angelegenheit::N,пӓшӓ,делӧ
643,Angelegenheit::N,пӓшӓ,darīšana
644,Anzahl::N,шот,лыд
645,Anzahl::N,шот,тшӧт
646,Anzahl::N,шот,skaits
647,Anzahl::N,шот,daudzums
648,Art::N,цӹре,сикас
649,Art::N,цӹре,suga
650,Art::N,цӹре,šķira
651,Stück::N,лаштык,тор
652,Stück::N,лаштык,gabals
653,Teil::N,пай,юкӧн
654,Teil::N,пай,daļa
655,Teil::N,часть,юкӧн
656,Teil::N,часть,daļa
657,Hälfte::N,пел,пӧв
658,Hälfte::N,пел,джын
659,Hälfte::N,пел,puse
660,Kreis::N,тӹртӹш,кытш
661,Kreis::N,тӹртӹш,aplis
662,Kreis::N,тӹртӹш,riņķis
663,Kreuz::N,крестӹ,перна
664,Kreuz::N,крестӹ,крест
665,Kreuz::N,крестӹ,krusts
666,Abstand::N,ло,кост
667,Abstand::N,ло,коласт
668,Abstand::N,ло,atstarpe
669,Entfernung::N,ло,ылна
670,Entfernung::N,ло,attālums
671,Entfernung::N,ло,atstatums
672,Gegend::N,вӓр,му-ва
673,Gegend::N,вӓр,apvidus
674,Gegend::N,вӓр,apgabals
675,Platz::N,вӓр,ылдӧс
676,Platz::N,вӓр,йир
677,Platz::N,вӓр,гӧгӧртас
678,Platz::N,вӓр,vieta
679,Ort::N,вӓр,ин
680,Ort::N,вӓр,места
681,Ort::N,вӓр,vieta
682,Seite::N,öрдӹж,бок
683,Seite::N,öрдӹж,ӧтарладор
684,Seite::N,öрдӹж,sāns
685,Mitte::N,ло,шӧр
686,Mitte::N,ло,vidus
687,Gegenstand::N,хӓдӹр,кӧлуй
688,Gegenstand::N,хӓдӹр,priekšmets
689,Sache::N,хӓдӹр,добра
690,Sache::N,хӓдӹр,lieta
691,Rand::N,шöр,дор
692,Rand::N,шöр,mala
693,Rand::N,шöр,apmale
694,Kante::N,шöр,дор
695,Kante::N,шöр,šķautne
696,Ecke::N,лык,пельӧс
697,Ecke::N,лык,kakts
698,Ecke::N,лык,stūris
699,Spitze::N,вуй,йыв
700,Spitze::N,вуй,smaile
701,Spitze::N,вуй,galotne
702,Ende::N,вуй,пом
703,Ende::N,вуй,gals
704,Ende::N,вуй,uzgalis
705,Ende::N,мычаш,пом
706,Ende::N,мычаш,gals
707,Ende::N,мычаш,uzgalis
708,Loch::N,ыраж,розь
709,Loch::N,ыраж,caurums
710,Winkel::N,лык,пельӧс
711,Winkel::N,лык,leņķis
712,Muster::N,тӹрлец,сер
713,Muster::N,тӹрлец,piemērs
714,Größe::N,кӱкшӹц,ыджда
715,Größe::N,кӱкшӹц,lielums
716,Länge::N,кыт,кузьта
717,Länge::N,кыт,garums
718,Höhe::N,кӱкшӹц,джуджда
719,Höhe::N,кӱкшӹц,augstums
720,Gewicht::N,нелӹц,сьӧкта
721,Gewicht::N,нелӹц,сьӧкталун
722,Gewicht::N,нелӹц,svars
723,Gewicht::N,нелӹц,smagums
724,Menge::N,шот,лун
725,Menge::N,шот,числӧ
726,Menge::N,шот,masa
727,Menge::N,шот,daudzums
728,Haufen::N,ара,чукӧр
729,Haufen::N,ара,čupa
730,Haufen::N,ара,grēda
731,Haufen::N,ара,kaudze
732,Reihe::N,ряд,рад
733,Reihe::N,ряд,rinda
734,Reihe::N,ряд,virkne
735,Boot::N,пыш,пыж
736,Boot::N,пыш,laiva
