,Concept_ID,fr,la
855,ihr::PRN,vous,vos
856,sie::PRN,ils,ii
857,sie::PRN,ils,illi
858,sie::PRN,elles,ii
859,sie::PRN,elles,illi
860,was::FPRN,que,quid
861,was::FPRN,quoi,quid
862,wer::FPRN,qui,quis
863,wo::FADV,où,ubi
864,wohin::FADV,où,quo
865,wie::FADV,comment,quomodo
866,warum::FADV,pourquoi,cur
867,wieviel::FNUM,combien,quantum
868,eins::NUM,un,unus
869,zwei::NUM,deux,duo
870,drei::NUM,trois,tres
871,vier::NUM,quatre,quattuor
872,fünf::NUM,cinq,quinque
873,sechs::NUM,six,sex
874,sieben::NUM,sept,septem
875,acht::NUM,huit,octo
876,neun::NUM,neuf,novem
877,zehn::NUM,dix,decem
878,elf::NUM,onze,undecim
879,zwölf::NUM,douze,duodecim
880,zwanzig::NUM,vingt,viginti
881,dreißig::NUM,trente,triginta
882,vierzig::NUM,quarante,quadraginta
883,fünfzig::NUM,cinquante,quinquaginta
884,sechzig::NUM,soixante,sexaginta
885,siebzig::NUM,soixante-dix,septuaginta
886,achtzig::NUM,quatre-vingt,octoginta
887,neunzig::NUM,quatre-vingt-dix,nonaginta
888,hundert::NUM,cent,centum
889,tausend::NUM,mille,mille
890,und::CNJ,et,et
891,und::CNJ,et,-que
892,oder::CNJ,ou,vel
893,stehen::V,être debout,stare
894,sitzen::V,être assis,sedere
895,liegen::V,être couché,iacere
896,hängen::V,pendre,pendere
897,werden::V,devenir,fieri
898,passieren::V,se passer,accidere
899,beginnen::V,commencer,incipere
900,enden::V,finir,finem habere
901,enden::V,se terminer,finem habere
902,wechseln::V,changer,mutari
903,wechseln::V,alterner,mutari
904,aufgehen[Sonne]::V,se lever,oriri
905,untergehen[Sonne]::V,se coucher,occidere
906,scheinen[Sonne]::V,briller,lucere
907,donnern::V,tonner,tonare
908,wehen::V,souffler,flare
909,strömen::V,affluer,fluere
910,fließen::V,couler,manare
911,sich drehen::V,tourner,torqueri
912,schwanken::V,osciller,vacillare
913,schwanken::V,chanceler,vacillare
914,schwingen::V,vibrer,vibrare
915,schwingen::V,osciller,vibrare
916,fallen::V,tomber,cadere
917,brennen::V,brûler,ardere
918,brennen::V,flamber,ardere
919,rauchen::V,fumer,fumare
920,regnen::V,pleuvoir,pluere
921,gefrieren::V,geler,congelari
922,tauen::V,dégeler,rorare
923,schmelzen::V,fondre,liquescere
924,trocknen::V,sécher,arescere
925,sieden::V,bouillir,fervere
926,faulen::V,pourrir,putescere
927,faulen::V,se putréfier,putescere
928,verfaulen::V,pourrir,putescere
929,reißen::V,rompre,scindi
930,reißen::V,se déchirer,scindi
931,versinken::V,s'enfoncer,mergi
932,vergehen::V,passer,praeterire
933,erscheinen::V,apparaître,apparere
934,verschwinden::V,disparaître,discedere
935,sinken::V,descendre,labi
936,sinken::V,s'abaisser,labi
937,abnehmen::V,diminuer,deminui
938,zunehmen::V,augmenter,augeri
939,steigen::V,monter,augescere
940,wachsen::V,croître,crescere
941,glänzen::V,briller,splendere
942,funkeln::V,étinceler,micare
943,lärmen::V,faire du bruit,strepere
944,läuten::V,sonner,sonare
945,klingeln::V,sonner,tinnire
946,klirren::V,cliqueter,crepare
947,brausen::V,mugir,saevire
948,rauschen::V,bruire,crepare
949,klingen::V,sonner,sonare
950,bellen::V,aboyer,latrare
951,heulen::V,hurler,ululare
952,blasen::V,souffler,flare
953,pfeifen::V,siffler,sibilare
954,schreien::V,crier,clamare
955,stöhnen::V,gémir,gemere
956,zittern::V,trembler,tremere
957,zittern::V,trembler,trepidare
958,leben::V,vivre,vivere
959,geboren werden::V,naître,nasci
960,atmen::V,respirer,spirare
961,trinken::V,boire,bibere
962,essen::V,manger,edere
963,schlucken::V,avaler,devorare
964,müde werden::V,se lasser,fatigari
965,müde werden::V,se fatiguer,fatigari
966,einschlafen::V,s'endormir,obdormiscere
967,schlafen::V,dormir,dormire
968,aufwachen::V,se réveiller,expergisci
969,aufstehen::V,se lever,exsurgere
970,sich erholen::V,se reposer,se reficere
971,sich erholen::V,se détendre,se reficere
972,krank werden::V,tomber malade,aegrescere
973,krank sein::V,être malade,aegrotare
974,schmerzen::V,faire mal,dolere
975,husten::V,tousser,tussire
976,genesen::V,guérir,convalescere
977,genesen::V,se remettre,convalescere
978,sterben::V,mourir,mori
979,umkommen::V,périr,perire
980,sich bewegen::V,bouger,se movere
981,sich rühren::V,broncher,micare
982,sich erheben::V,se lever,surgere
983,sich setzen::V,s'asseoir,considere
984,hinfallen::V,tomber,cadere
985,laufen::V,marcher,vadere
986,laufen::V,aller à pied,vadere
987,schreiten::V,marcher,gradi
988,spazierengehen::V,se promener,ambulare
989,eilen::V,courir,properare
990,sich beeilen::V,se hâter,festinare
991,sich beeilen::V,se dépêcher,festinare
992,sausen::V,filer,currere
993,rennen::V,courir,currere
994,springen::V,sauter,salire
995,klettern::V,grimper,niti
996,schaukeln::V,se balancer,oscillare
997,kriechen::V,ramper,repere
998,kriechen::V,ramper,serpere
999,schwimmen::V,nager,nare
1000,schwimmen::V,nager,natare
1001,tauchen::V,plonger,mergere
1002,rudern::V,ramer,remigare
1003,fahren::V,aller,vehi
1004,fahren::V,rouler,vehi
1005,fliegen::V,voler,volare
1006,gehen::V,aller,ire
1007,gehen::V,aller,vadere
1008,weggehen::V,s'en aller,abire
1009,weggehen::V,s'en aller,discedere
1010,abfahren::V,partir,proficisci
1011,anhalten::V,s'arrêter,consistere
1012,hineingehen::V,entrer,inire
1013,hineingehen::V,entrer,ingredi
1014,eintreten::V,entrer,intrare
1015,kommen::V,venir,venire
1016,ankommen::V,arriver,advenire
1017,zurückkommen::V,revenir,revenire
1018,bleiben::V,rester,manere
1019,bleiben::V,demeurer,manere
1020,warten::V,attendre,opperiri
1021,erwarten::V,attendre,opperiri
1022,erwarten::V,attendre,expectare
1023,suchen::V,chercher,quaerere
1024,finden::V,trouver,reperire
1025,versuchen::V,essayer,conari
1026,versuchen::V,essayer,temptare
1027,vorbereiten::V,préparer,parare
1028,lieben::V,aimer,amare
1029,mögen::V,aimer,amare
1030,mögen::V,vouloir,amare
1031,lachen::V,rire,ridere
1032,rühren::V,toucher,commovere
1033,rühren::V,attendrir,commovere
1034,weinen::V,pleurer,flere
1035,schimpfen::V,gronder,increpare
1036,sich ärgern::V,se fâcher,indignari
1037,sich fürchten::V,avoir peur,vereri
1038,fürchten::V,craindre,timere
1039,fürchten::V,avoir peur de,timere
1040,fliehen::V,fuir,fugere
1041,flüchten::V,s'enfuir,effugere
1042,sehen::V,voir,videre
1043,anschauen::V,regarder,aspectare
1044,ansehen::V,regarder,spectare
1045,hören::V,entendre,audire
1046,zuhören::V,écouter,auscultare
1047,probieren::V,goûter,gustare
1048,riechen::V,sentir,olfacere
1049,fühlen::V,sentir,sentire
1050,scheinen::V,sembler,videri
1051,scheinen::V,paraître,videri
1052,zu sehen sein::V,se voir,conspici
1053,zu sehen sein::V,être visible,conspici
1054,vernehmen::V,entendre,comperire
1055,vernehmen::V,percevoir,comperire
1056,frieren::V,avoir froid,algere
1057,tun::V,faire,facere
1058,können::V,savoir,posse
1059,können::V,pouvoir,posse
1060,wollen::V,vouloir,velle
1061,anfangen::V,commencer,incipere
1062,beenden::V,finir,finire
1063,beenden::V,terminer,finire
1064,aufhören::V,cesser,desistere
1065,aufhören::V,arrêter,desistere
1066,gelingen::V,réussir,contingere
1067,geraten::V,réussir,evenire
1068,öffnen::V,ouvrir,aperire
1069,schließen::V,fermer,claudere
1070,stellen::V,poser,sistere
1071,stellen::V,mettre,sistere
1072,setzen::V,placer,ponere
1073,legen::V,placer,ponere
1074,berühren::V,toucher,tangere
1075,verbinden::V,lier,iungere
1076,bedecken::V,couvrir,tegere
1077,bedecken::V,couvrir,operire
1078,aufhängen::V,accrocher,suspendere
1079,anzünden::V,allumer,accendere
1080,anzünden::V,allumer,inflammare
1081,aufheben::V,ramasser,tollere
1082,zurücklassen::V,laisser,relinquere
1083,verlieren::V,perdre,perdere
1084,verlieren::V,perdre,amittere
1085,fallen lassen::V,lâcher,dimittere
1086,fallen lassen::V,laisser tomber,dimittere
1087,machen::V,faire,facere
1088,herstellen::V,produire,fabricare
1089,herstellen::V,fabriquer,fabricare
1090,bauen::V,bâtir,construere
1091,bauen::V,construire,construere
1092,reparieren::V,réparer,reparare
1093,verbessern::V,améliorer,emendare
1094,ändern::V,changer,mutare
1095,ändern::V,modifier,mutare
1096,graben::V,creuser,fodere
1097,beugen::V,plier,flectere
1098,beugen::V,ployer,flectere
1099,biegen::V,courber,curvare
1100,drehen::V,tordre,torquere
1101,drehen::V,tourner,torquere
1102,wenden::V,retourner,vertere
1103,umdrehen::V,tourner,convertere
1104,heben::V,soulever,tollere
1105,hochheben::V,lever,levare
1106,ergreifen::V,saisir,capessere
1107,ergreifen::V,prendre,capessere
1108,halten::V,tenir,tenere
1109,drücken::V,presser,premere
1110,schieben::V,pousser,promovere
1111,kratzen::V,gratter,radere
1112,kratzen::V,égratigner,radere
1113,lecken::V,lécher,lambere
1114,beißen::V,mordre,mordere
1115,abreißen::V,arracher,avellere
1116,abschneiden::V,couper,desecare
1117,binden::V,lier,ligare
1118,binden::V,attacher,ligare
1119,stecken::V,enfoncer,inserere
1120,brechen::V,rompre,rumpere
1121,klopfen::V,frapper,pultare
1122,hauen::V,frapper,ferire
1123,kleben::V,coller,agglutinare
1124,reiben::V,frotter,terere
1125,streichen::V,empâter,oblinere
1126,schleifen::V,affiler,acuere
1127,schleifen::V,aiguiser,acuere
1128,schneiden::V,couper,secare
1129,schneiden::V,trancher,secare
1130,rütteln::V,cahoter,quassare
1131,schütteln::V,secouer,quatere
1132,schwenken::V,agiter,ventilare
1133,schütten::V,verser,fundere
1134,füllen::V,remplir,complere
1135,einwickeln::V,envelopper,involvere
1136,tragen::V,porter,ferre
1137,tragen::V,porter,portare
1138,schleppen::V,traîner,pertrahere
1139,ziehen::V,tirer,trahere
1140,aufbewahren::V,garder,asservare
1141,aufbewahren::V,conserver,asservare
1142,werfen::V,jeter,iacere
1143,werfen::V,lancer,iacere
1144,fangen::V,attraper,capere
1145,packen::V,agripper,capessere
1146,verstecken::V,cacher,abdere
1147,teilen::V,diviser,partiri
1148,teilen::V,diviser,dividere
1149,schicken::V,envoyer,mittere
1150,bringen::V,apporter,apportare
1151,hinzufügen::V,ajouter,addere
1152,bekommen::V,obtenir,adipisci
1153,erhalten::V,recevoir,accipere
1154,nehmen::V,prendre,sumere
1155,wählen::V,choisir,eligere
1156,auswählen::V,choisir,deligere
1157,auswählen::V,sélectionner,deligere
1158,bewahren::V,préserver,conservare
1159,behindern::V,gêner,impedire
1160,verderben::V,gâter,corrumpere
1161,verderben::V,corrompre,corrumpere
1162,beschädigen::V,endommager,laedere
1163,zerbrechen::V,casser,rumpere
1164,zerbrechen::V,casser,frangere
1165,zerreißen::V,déchirer,discindere
1166,zerstören::V,détruire,delere
1167,verbrennen::V,brûler,urere
1168,verbrennen::V,brûler,cremare
1169,geben::V,donner,dare
1170,reichen::V,tendre,praebere
1171,schenken::V,offrir,donare
1172,schenken::V,offrir,largiri
1173,versprechen::V,promettre,polliceri
1174,versprechen::V,promettre,promittere
1175,wünschen::V,souhaiter,
1176,loben::V,louer,laudare
1177,küssen::V,embrasser,osculari
1178,wiegen::V,bercer,
1179,zudecken::V,couvrir,tegere
1180,wecken::V,éveiller,excitare
1181,wecken::V,réveiller,excitare
1182,zeigen::V,montrer,monstrare
1183,zeigen::V,faire voir,monstrare
1184,führen::V,guider,ducere
1185,lehren::V,apprendre,docere
1186,unterrichten::V,instruire,instituere
1187,aufziehen::V,élever,nutrire
1188,leiten::V,diriger,ducere
1189,leiten::V,conduire,ducere
1190,antreiben::V,pousser,incitare
1191,lassen::V,faire,iubere
1192,einladen::V,inviter,invitare
1193,vereinigen::V,unir,coniungere
1194,vereinigen::V,réunir,coniungere
1195,besuchen::V,visiter,visere
1196,besuchen::V,aller voir,visere
1197,treffen::V,rencontrer,convenire
1198,sich versammeln::V,s'assembler,convenire
1199,spielen::V,jouer,ludere
1200,singen::V,chanter,cantare
1201,tanzen::V,danser,saltare
1202,sich trennen::V,se séparer,digredi
1203,sich trennen::V,se séparer,discedere
1204,verlassen::V,quitter,deserere
1205,verlassen::V,quitter,relinquere
1206,retten::V,sauver,servare
1207,bewachen::V,garder,custodire
1208,schützen::V,protéger,tueri
1209,schützen::V,protéger,tutari
1210,verteidigen::V,défendre,defendere
1211,sich schlagen::V,se taper,luctari
1212,schießen::V,tirer,iaculari
1213,siegen::V,vaincre,vincere
1214,ärgern::V,agacer,irritare
1215,schlagen::V,battre,ferire
1216,schlagen::V,frapper,ferire
1217,treten::V,botter,calcare
1218,treten::V,donner un coup de pied à,calcare
1219,stechen::V,piquer,pungere
1220,stoßen::V,heurter,tundere
1221,stehlen::V,voler,furari
1222,stören::V,gêner,turbare
1223,stören::V,déranger,turbare
1224,belästigen::V,molester,obtundere
1225,belästigen::V,importuner,obtundere
1226,verbergen::V,cacher,celare
1227,verbergen::V,cacher,occultare
1228,verbergen::V,dissimuler,celare
1229,verbergen::V,dissimuler,occultare
1230,täuschen::V,abuser,fallere
1231,täuschen::V,tromper,fallere
1232,betrügen::V,duper,fraudare
1233,betrügen::V,frauder,fraudare
1234,töten::V,tuer,necare
1235,töten::V,tuer,caedere
1236,wohnen::V,habiter,habitare
1237,wohnen::V,demeurer,habitare
1238,arbeiten::V,travailler,laborare
1239,sammeln::V,collectionner,colligere
1240,pflücken::V,cueillir,carpere
1241,jagen::V,chasser,venari
1242,fischen::V,pêcher,piscari
1243,fassen::V,capturer,capere
1244,hüten::V,garder,custodire
1245,treiben::V,mener,agere
1246,anbinden::V,attacher,alligare
1247,füttern::V,faire manger,nutrire
1248,melken::V,traire,mulgere
1249,hacken::V,fendre,findere
1250,gießen::V,arroser,rigare
1251,reifen::V,mûrir,maturescere
1252,zubereiten::V,préparer,apparare
1253,kochen::V,cuire,coquere
1254,backen::V,cuire,coquere
1255,braten::V,rôtir,torrere
1256,umrühren::V,remuer,commovere
1257,stricken::V,tricoter,texere
1258,nähen::V,coudre,suere
1259,färben::V,teindre,tingere
1260,reinigen::V,nettoyer,purgare
1261,waschen::V,laver,lavare
1262,abwischen::V,essuyer,abstergere
1263,spülen::V,rincer,perluere
1264,fegen::V,balayer,verrere
1265,kehren::V,balayer,purgare
1266,baden::V,se baigner,lavari
1267,sich waschen::V,se laver,lavari
1268,ausziehen::V,ôter,exuere
1269,ausziehen::V,enlever,exuere
1270,anziehen::V,mettre,induere
1271,sich anziehen::V,s'habiller,vestiri
1272,kämmen::V,peigner,pectere
1273,schmücken::V,orner,ornare
1274,schmücken::V,orner,decorare
1275,schmücken::V,décorer,ornare
1276,schmücken::V,décorer,decorare
1277,sagen::V,dire,dicere
1278,sprechen::V,parler,fari
1279,reden::V,parler,loqui
1280,sich unterhalten::V,bavarder,colloqui
1281,sich unterhalten::V,bavarder,disputare
1282,sich unterhalten::V,s'entretenir,colloqui
1283,sich unterhalten::V,s'entretenir,disputare
1284,fragen::V,demander,rogare
1285,fragen::V,demander,quaerere
1286,bitten::V,prier,orare
1287,bitten::V,prier,rogare
1288,erzählen::V,raconter,narrare
1289,mitteilen::V,communiquer,communicare
1290,nennen::V,nommer,appellare
1291,nennen::V,appeler,appellare
1292,rufen::V,appeler,vocare
1293,prahlen::V,se vanter,gloriari
1294,übersetzen::V,traduire,vertere
1295,denken::V,penser,cogitare
1296,glauben::V,croire,credere
1297,bemerken::V,remarquer,animadvertere
1298,bemerken::V,apercevoir,animadvertere
1299,erkennen::V,reconnaître,cognoscere
1300,begreifen::V,concevoir,comprehendere
1301,verstehen::V,entendre,intellegere
1302,verstehen::V,comprendre,intellegere
1303,lernen::V,apprendre,discere
1304,wissen::V,savoir,scire
1305,sich erinnern an::V,se souvenir de,meminisse
1306,vergessen::V,oublier,oblivisci
1307,messen::V,mesurer,metiri
1308,zählen::V,compter,numerare
1309,rechnen::V,calculer,reri
1310,rechnen::V,calculer,calculare
1311,lesen::V,lire,legere
1312,malen::V,peindre,pingere
1313,zeichnen::V,dessiner,scribere
1314,schreiben::V,écrire,scribere
1315,besitzen::V,posséder,possidere
1316,kaufen::V,acheter,emere
1317,verkaufen::V,vendre,vendere
1318,bezahlen::V,payer,pendere
1319,zahlen::V,payer,solvere
1320,beherrschen::V,dominer,regere
1321,beherrschen::V,dominer,imperare
1322,beherrschen::V,maîtriser,regere
1323,beherrschen::V,maîtriser,imperare
1324,ertragen::V,tolérer,tolerare
1325,ertragen::V,tolérer,sustinere
1326,ertragen::V,supporter,tolerare
1327,ertragen::V,supporter,sustinere
