,Concept_ID,xal,ca
819,acht::NUM,нәәмн,vuit
820,neun::NUM,йисн,nou
821,zehn::NUM,арвн,deu
822,elf::NUM,арвн негн,onze
823,zwölf::NUM,арвн хойр,dotze
824,zwanzig::NUM,хөрн,vint
825,dreißig::NUM,һучн,trenta
826,vierzig::NUM,дөчн,quaranta
827,fünfzig::NUM,тәвн,cinquanta
828,sechzig::NUM,җирн,seixanta
829,siebzig::NUM,далн,setanta
830,achtzig::NUM,найн,vuitanta
831,neunzig::NUM,йирн,noranta
832,hundert::NUM,зун,cent
833,tausend::NUM,миңһн,mil
834,und::CNJ,болн,i
835,oder::CNJ,эс гиҗ,o
836,oder::CNJ,эс гихлә,o
837,stehen::V,зогсх,estar de peu
838,sitzen::V,суух,seure
839,liegen::V,кевтх,jeure
840,hängen::V,өлгәтә бәәх,penjar
841,werden::V,болх,fer-se
842,werden::V,болх,posar-se
843,passieren::V,болх,succeir
844,beginnen::V,эклх,iniciar-se
845,enden::V,төгсх,acabar-se
846,enden::V,төгсх,terminar-se
847,wechseln::V,хүврх,canviar
848,aufgehen[Sonne]::V,һарх,sortir
849,untergehen[Sonne]::V,орх,posar-se
850,untergehen[Sonne]::V,сүүрлх,posar-se
851,scheinen[Sonne]::V,герлтх,brillar
852,donnern::V,күрҗңнх,tronar
853,wehen::V,сальклх,bufar
854,strömen::V,һооҗх,afluir
855,fließen::V,урсх,fluir
856,sich drehen::V,эргх,girar
857,schwanken::V,дәәвлх,vacil·lar
858,schwingen::V,нәәхлх,oscil·lar
859,fallen::V,унх,caure
860,fallen::V,унх,tombar
861,fallen::V,киисх,caure
862,fallen::V,киисх,tombar
863,brennen::V,шатх,cremar
864,rauchen::V,ута һарһх,fumejar
865,regnen::V,орх,ploure
866,gefrieren::V,мөстх,gelar-se
867,tauen::V,хәәлх,fondre's
868,schmelzen::V,хәәлх,fondre's
869,schmelzen::V,хәәлгдх,fondre's
870,trocknen::V,эврх,assecar-se
871,sieden::V,буслх,bullir
872,faulen::V,үмкәрх,podrir-se
873,verfaulen::V,илҗрх,podrir-se
874,reißen::V,тасрх,trencar-se
875,versinken::V,чивх,enfonsar-se
876,vergehen::V,болх,passar
877,erscheinen::V,һарх,aparèixer
878,verschwinden::V,уга болх,desaparèixer
879,sinken::V,татгдх,baixar
880,sinken::V,татгдх,descendir
881,abnehmen::V,хасгдх,decréixer
882,zunehmen::V,өсх,augmentar
883,steigen::V,немх,pujar
884,wachsen::V,өсх,créixer
885,wachsen::V,урһх,créixer
886,glänzen::V,гилвкх,brillar
887,glänzen::V,гилвкх,resplendir
888,funkeln::V,цәклх,espurnejar
889,lärmen::V,шууглдх,fer soroll
890,läuten::V,хоңх,sonar
891,klingeln::V,җиңнулх,trucar
892,klirren::V,җиңнх,dringar
893,brausen::V,догшрхх,rugir
894,rauschen::V,сарҗңнх,murmurar
895,klingen::V,ә һарх,sonar
896,bellen::V,хуцх,lladrar
897,heulen::V,уульх,udolar
898,blasen::V,үләх,bufar
899,pfeifen::V,ишкрх,xiular
900,schreien::V,хәәкрх,cridar
901,stöhnen::V,түңшх,gemegar
902,zittern::V,дагҗннх,tremolar
903,leben::V,бәәх,vīure
904,geboren werden::V,төрх,néixer
905,atmen::V,әмсхлх,respirar
906,trinken::V,уух,beure
907,essen::V,идх,menjar
908,schlucken::V,зальгх,empassar-se
909,müde werden::V,көшх,cansar-se
910,einschlafen::V,унтх,adormir-se
911,schlafen::V,нөөрсх,dormir
912,aufwachen::V,серх,despertar-se
913,aufstehen::V,босх,llevar-se
914,sich erholen::V,амрх,descansar
915,krank werden::V,гемтх,posar-se malalt
916,krank sein::V,шалтглх,estar malalt
917,schmerzen::V,өвдх,doldre
918,husten::V,ханях,tossir
919,genesen::V,эдгх,recuperar-se
920,sterben::V,үкх,morir
921,sterben::V,өңгрх,morir
922,umkommen::V,үкх,perir
923,sich bewegen::V,көдлх,moure's
924,sich bewegen::V,көндрх,moure's
925,sich rühren::V,көндрх,moure's
926,sich erheben::V,босх,aixecar-se
927,sich setzen::V,суух,asseure's
928,hinfallen::V,унх,caure's
929,hinfallen::V,киисх,caure's
930,laufen::V,йовх,caminar
931,schreiten::V,алхх,procedir
932,spazierengehen::V,сергҗ йовх,passejar
933,eilen::V,шулудх,anar corrent
934,sich beeilen::V,адһх,afanyar-se
935,sich beeilen::V,шамдх,afanyar-se
936,sausen::V,хурдлх,córrer
937,sausen::V,йир_хурдар_гүүх,córrer
938,sausen::V,йир_хурдар_йовх,córrer
939,rennen::V,гүүх,córrer
940,springen::V,һәрәдх,saltar
941,klettern::V,давшх,escalar
942,schaukeln::V,дүүдңндх,gronxar-se
943,schaukeln::V,дүүдңндх,balancejar-se
944,kriechen::V,мөлкх,reptar
945,kriechen::V,мөлкх,arrossegar-se
946,schwimmen::V,усчх,nadar
947,tauchen::V,булхх,bussejar
948,tauchen::V,булхх,submergir-se
949,rudern::V,хәәвдх,remar
950,fahren::V,йовх,anar
951,fliegen::V,нисх,volar
952,gehen::V,йовх,caminar
953,weggehen::V,йовх,anar-se'n
954,weggehen::V,одх,anar-se'n
955,weggehen::V,һарх,anar-se'n
956,weggehen::V,мөрлх,anar-se'n
957,abfahren::V,мордх,partir
958,anhalten::V,зогсх,aturar-se
959,hineingehen::V,орх,entrar
960,eintreten::V,орх,entrar
961,kommen::V,ирх,venir
962,ankommen::V,ирх,arribar
963,zurückkommen::V,орх,tornar
964,bleiben::V,бәәх,quedar-se
965,warten::V,күләх,esperar
966,erwarten::V,күләх,esperar
967,suchen::V,хәәх,buscar
968,finden::V,олх,trobar
969,versuchen::V,седх,intentar
970,vorbereiten::V,белдх,preparar
971,lieben::V,дурлх,estimar
972,mögen::V,таассгдх,agradar a
973,lachen::V,инәх,riure
974,rühren::V,уйрах,commoure
975,rühren::V,уйрах,emocionar
976,weinen::V,уульх,plorar
977,schimpfen::V,харах,renyar
978,sich ärgern::V,уурлх,enfadar-se
979,sich fürchten::V,әәх,tenir por
980,fürchten::V,әәх,témer
981,fürchten::V,сүрдх,témer
982,fliehen::V,зулх,fugir
983,flüchten::V,орһх,refugiar-se
984,flüchten::V,зулх,refugiar-se
985,sehen::V,үзх,veure
986,anschauen::V,харх,mirar
987,ansehen::V,хәләх,mirar
988,ansehen::V,үзх,mirar
989,hören::V,соңсх,oir
990,zuhören::V,соңсх,escoltar
991,probieren::V,амсх,provar
992,riechen::V,үнрчлх,olorar
993,fühlen::V,медх,sentīr
994,scheinen::V,болҗ медгдх,semblar
995,scheinen::V,миниһәр болхла,semblar
996,scheinen::V,болад бәәх,semblar
997,zu sehen sein::V,үзгдх,poder-se veure
998,vernehmen::V,соңсх,percebre
999,frieren::V,даарх,tenir fred
1000,tun::V,кех,fer
1001,können::V,чадх,poder
1002,wollen::V,дурлх,voler
1003,anfangen::V,эклх,iniciar
1004,beenden::V,дуусх,acabar
1005,aufhören::V,уурх,deixar
1006,gelingen::V,бүтх,sortir bé
1007,gelingen::V,күцәх,sortir bé
1008,geraten::V,болх,sortir
1009,öffnen::V,секх,obrir
1010,schließen::V,хаах,tancar
1011,stellen::V,тәвх,posar
1012,stellen::V,тәвх,col·locar
1013,setzen::V,суулһх,assentar
1014,legen::V,тәвх,posar
1015,berühren::V,көндәх,tocar
1016,verbinden::V,боох,unir
1017,verbinden::V,боох,connectar
1018,bedecken::V,хучх,tapar
1019,bedecken::V,хучх,cobrir
1020,bedecken::V,бүркх,tapar
1021,bedecken::V,бүркх,cobrir
1022,aufhängen::V,өлгх,penjar
1023,anzünden::V,асах,encendre
1024,anzünden::V,шатах,encendre
1025,aufheben::V,өөдән өргх,aixecar
1026,zurücklassen::V,үлдәх,deixar
1027,verlieren::V,геех,pērdre
1028,fallen lassen::V,алдх,deixar caure
1029,machen::V,кех,fer
1030,herstellen::V,кех,producir
1031,bauen::V,тосхх,construir
1032,reparieren::V,ясх,reparar
1033,verbessern::V,сәәрүлх,millorar
1034,ändern::V,хүврәх,canviar
1035,graben::V,малтх,cavar
1036,beugen::V,нуһлх,doblegar
1037,biegen::V,матилһх,corbar
1038,biegen::V,матилһх,arquejar
1039,drehen::V,эргүлх,girar
1040,wenden::V,көмрх,girar
1041,wenden::V,эргүлх,girar
1042,umdrehen::V,эргүлх,voltar
1043,heben::V,өргх,pujar
1044,heben::V,өргх,aixecar
1045,heben::V,деер өргх,pujar
1046,heben::V,деер өргх,aixecar
1047,hochheben::V,өргх,aixecar
1048,ergreifen::V,бәрх,agafar
1049,halten::V,бәрх,mantenir
1050,drücken::V,шахх,prémer
1051,drücken::V,шахх,estrènyer
1052,schieben::V,түлкх,empènyer
1053,kratzen::V,мааҗх,raspar
1054,lecken::V,долах,llepar
1055,beißen::V,хазх,mossegar
1056,abreißen::V,таслх,arrencar
1057,abschneiden::V,тәәрх,tallar
1058,binden::V,боох,lligar
1059,stecken::V,шаах,ficar
1060,stecken::V,хатхх,ficar
1061,brechen::V,хамхлх,trencar
1062,klopfen::V,цокх,trucar
1063,hauen::V,цокх,picar
1064,hauen::V,цокх,colpejar
1065,kleben::V,наах,enganxar
1066,reiben::V,зүлгх,fregar
1067,streichen::V,наах,untar
1068,streichen::V,лашх,untar
1069,streichen::V,түркх,untar
1070,schleifen::V,хурцлх,afilar
1071,schleifen::V,хурцлх,esmolar
1072,schneiden::V,хәәчлх,tallar
1073,rütteln::V,дәәвлүлх,sacsejar
1074,schütteln::V,сегсрх,agitar
1075,schütteln::V,сегсрх,sacsejar
1076,schwenken::V,дайлх,agitar
1077,schütten::V,кех,abocar
1078,füllen::V,дүүргх,omplir
1079,einwickeln::V,орах,embolicar
1080,tragen::V,зөөх,dur
1081,tragen::V,зөөх,portar
1082,schleppen::V,чирх,arrossegar
1083,ziehen::V,татх,tirar
1084,ziehen::V,татх,estirar
1085,aufbewahren::V,хадһлх,conservar
1086,werfen::V,хайх,llançar
1087,fangen::V,бәрх,agafar
1088,fangen::V,бәрх,atrapar
1089,fangen::V,хавлх,agafar
1090,fangen::V,хавлх,atrapar
1091,packen::V,бәрх,engrapar
1092,verstecken::V,дүрх,amagar
1093,verstecken::V,бултулх,amagar
1094,teilen::V,хувах,dividir
1095,schicken::V,илгәх,enviar
1096,bringen::V,авч ирх,portar
1097,hinzufügen::V,немх,afegir
1098,bekommen::V,авх,obtenir
1099,erhalten::V,авх ,rebre
1100,nehmen::V,авх,prendre
1101,wählen::V,шүүх,triar
1102,wählen::V,шүүх,elegir
1103,auswählen::V,шүүх,escollir
1104,auswählen::V,шүүх,seleccionar
1105,bewahren::V,хадһлх,conservar
1106,bewahren::V,кевтнь үлдәх,conservar
1107,bewahren::V,кевтнь бәәлһх,conservar
1108,behindern::V,харшлх,impedir
1109,behindern::V,харшлх,obstaculitzar
1110,verderben::V,үрәх,espatllar
1111,beschädigen::V,эвдх,danyar
1112,beschädigen::V,эвдх,destrossar
1113,zerbrechen::V,күүлх,trencar
1114,zerbrechen::V,хамхлх,trencar
1115,zerreißen::V,шуучх,estripar
1116,zerstören::V,эвдх,destruir
1117,verbrennen::V,шатах,cremar
1118,geben::V,өгх,donar
1119,reichen::V,өгх,passar
1120,schenken::V,белглх,regalar
1121,versprechen::V,амлх,prometre
1122,wünschen::V,сә хәәх,desitjar
1123,loben::V,магтх,elogiar
1124,küssen::V,үмсх,fer un petó a
1125,wiegen::V,саатулх,bressolar
1126,zudecken::V,бүркх,tapar
1127,zudecken::V,бүркх,cobrir
1128,wecken::V,серүлх,despertar
1129,zeigen::V,үзүлх,mostrar
1130,zeigen::V,үзүлх,ensenyar
1131,führen::V,көтлх,guiar
1132,führen::V,көтлх,conduir
1133,lehren::V,заах,ensenyar
1134,lehren::V,сурһх,ensenyar
1135,unterrichten::V,сурһх,ensenyar
1136,unterrichten::V,багшлх,ensenyar
1137,aufziehen::V,өскәх,criar
1138,leiten::V,һардх,dirigir
1139,leiten::V,толһалх,dirigir
1140,antreiben::V,шамдах,impel·lir
1141,lassen::V,күч үзүлх,fer
1142,einladen::V,үрх,invitar
1143,einladen::V,үрх,convidar
1144,vereinigen::V,хамцулх,unir
1145,besuchen::V,одх,visitar
1146,besuchen::V,одх,anar a veure
1147,treffen::V,харһх,trobar
1148,sich versammeln::V,цуглрх,reunir-se
1149,sich versammeln::V,хурх,reunir-se
1150,spielen::V,наадх,jugar
1151,singen::V,дуулх,cantār
1152,tanzen::V,биилх,ballar
1153,sich trennen::V,хаһцх,separar-se
1154,verlassen::V,хайх,deixar
1155,verlassen::V,хайх,abandonar
1156,retten::V,әм аврх,salvar
1157,retten::V,әәмшгәс харсх,salvar
1158,bewachen::V,харх,vigilar
1159,bewachen::V,манх,vigilar
1160,schützen::V,харсх,protegir
1161,verteidigen::V,харсх,defensar
1162,sich schlagen::V,гүвдлдх,barallar-se
1163,schießen::V,хах,tirar
1164,schießen::V,хах,disparar
1165,siegen::V,диилх,vèncer
1166,ärgern::V,уурлулх,enfadar
1167,schlagen::V,цокх,pegar
1168,schlagen::V,цокх,colpejar
1169,schlagen::V,гүвдх,pegar
1170,schlagen::V,гүвдх,colpejar
1171,stechen::V,хатхх,punxar
1172,stechen::V,хатхх,apunyalar
1173,stoßen::V,түлкчкх,empènyer
1174,stehlen::V,хулхалх,robar
1175,stören::V,һә болх,molestar
1176,belästigen::V,амр эс өгх,importunar
1177,verbergen::V,нуух,amagar
1178,verbergen::V,нуух,ocultar
1179,verbergen::V,бултулх,amagar
1180,verbergen::V,бултулх,ocultar
1181,täuschen::V,меклх,enganyar
1182,betrügen::V,меклх,estafar
1183,betrügen::V,мек һарһх,estafar
1184,töten::V,алх,matar
1185,wohnen::V,бәәх,vīure
1186,wohnen::V,бәәх,habitar
1187,arbeiten::V,көдлх,treballar
1188,sammeln::V,түүх,col·leccionar
1189,pflücken::V,түүх,collir
1190,pflücken::V,хурах,collir
1191,jagen::V,аңнх,caçar
1192,jagen::V,аңһучлх,caçar
1193,fischen::V,заһс аңнх,pescar
1194,fassen::V,бәрх,atrapar
1195,hüten::V,хәрүлх,pasturar
1196,treiben::V,туух,arriar
1197,anbinden::V,уйх,lligar
1198,füttern::V,теҗәх,donar menjar a
1199,melken::V,саах,munyir
1200,hacken::V,чавчх,picar
1201,hacken::V,чавчх,tallar
1202,gießen::V,услх,regar
1203,reifen::V,болх,madurar
1204,reifen::V,болвсрх,madurar
1205,zubereiten::V,белдх,preparar
1206,kochen::V,чанх,coure
1207,kochen::V,болһх,coure
1208,backen::V,болһх,coure al forn
1209,braten::V,хуурх,rostir
1210,umrühren::V,самрх,remenar
1211,stricken::V,өлгх,tricotar
1212,stricken::V,өлгх,fer punt de mitja
1213,nähen::V,уйх,cosir
1214,färben::V,будх,tenyir
1215,reinigen::V,цеврлх,netejar
1216,waschen::V,уһах,rentār
1217,abwischen::V,арчх,eixugar
1218,spülen::V,зәәлх,esbandir
1219,fegen::V,сәвүрдх,escombrar
1220,kehren::V,сәвүрдх,escombrar
1221,baden::V,өөмх,banyar-se
1222,sich waschen::V,уһах,rentār-se
1223,sich waschen::V,бийән уһаҗ,rentār-se
1224,ausziehen::V,тәәлх,treure's
1225,anziehen::V,өмсх,posar-se
1226,sich anziehen::V,хувцлх,vestir-se
1227,kämmen::V,самлх,pentinar
1228,schmücken::V,чимх,adornar
1229,schmücken::V,кеерүлх,adornar
1230,sagen::V,келх,dir
1231,sprechen::V,келх,parlar
1232,reden::V,күүндх,parlar
1233,reden::V,күр_кех,parlar
1234,sich unterhalten::V,күүндх,conversar
1235,fragen::V,сурх,preguntar
1236,bitten::V,эрх,demanar
1237,erzählen::V,келх,contar
1238,erzählen::V,келх,explicar
1239,erzählen::V,келҗ өгх,contar
1240,erzählen::V,келҗ өгх,explicar
1241,mitteilen::V,медүлх,comunicar
1242,nennen::V,нерәдх,nomenar
1243,nennen::V,нер өгх,nomenar
1244,rufen::V,дуудх,cridar
1245,prahlen::V,көөрх,lloar-se
1246,prahlen::V,көөрх,jactar-se
1247,übersetzen::V,орчулх,traduir
1248,denken::V,санх,pensar
1249,glauben::V,шүтх,creure
1250,glauben::V,нәәлх,creure
1251,bemerken::V,темдглх,notar
1252,erkennen::V,таньх,reconèixer
1253,erkennen::V,медх,reconèixer
1254,begreifen::V,медх,comprendre
1255,verstehen::V,соңсх,entendre
1256,lernen::V,сурх,aprendre
1257,wissen::V,медх,saber
1258,sich erinnern an::V,санх,recordar
1259,vergessen::V,мартх,oblidar
1260,messen::V,кемҗәлх,mesurar
1261,zählen::V,тоолх,comptar
1262,rechnen::V,тоолх,calcular
1263,lesen::V,умшх,llegir
1264,malen::V,зурх,pintar
1265,zeichnen::V,зурх,dibuixar
1266,schreiben::V,бичх,escrīure
1267,besitzen::V,эзлх,posseir
1268,kaufen::V,хулдҗ авх,comprar
1269,verkaufen::V,хулдх,vendre
1270,verkaufen::V,гүүлгх,vendre
1271,bezahlen::V,өгх,pagar
1272,zahlen::V,өгх,pagar per
1273,beherrschen::V,эзлх,dominar
1274,ertragen::V,даах,aguantar
1275,treten::V,,donar un cop de peu a
