,Concept_ID,os,da
769,oben::ADV,уӕле,ovenpå
770,hinauf::ADV,уӕлӕмӕ,op
771,hinauf::ADV,уӕлӕмӕ,opad
772,überall::ADV,алыран,overalt
773,überall::ADV,алкæм,overalt
774,überall::ADV,кæмдæриддæр,overalt
775,nicht::ADV,нӕ,ikke
776,ein wenig::ADV,чысыл,lidt
777,kaum::ADV,цъус,knap
778,kaum::ADV,цъус,næppe
779,sehr::ADV,тынг,meget
780,sehr::ADV,иттӕг,meget
781,so::ADV,афтӕ,så
782,noch::ADV,ма,endnu
783,nur::ADV,канд,kun
784,nur::ADV,канд,bare
785,nur::ADV,ӕрмӕст,kun
786,nur::ADV,ӕрмӕст,bare
787,schon::ADV,нырид,alt
788,schon::ADV,нырид,allerede
789,wieder::ADV,ногӕй,igen
790,vergebens::ADV,дзæгъæлы,forgæves
791,vergebens::ADV,уæгъды,forgæves
792,vergebens::ADV,æнæхъуаджы,forgæves
793,vor::PRP,разы,foran
794,vor::PRP,разы,uden for
795,hinter::PRP,фӕстӕ,bag
796,hinter::PRP,фӕстӕ,bagved
797,unter::PRP,бын,under
798,durch::PRP,æхсæнты,gennem
799,durch::PRP,æхсæнты,igennem
800,neben::PRP,цур,ved siden af
801,zwischen::PRP,астӕу,mellem
802,wegen::PRP,тыххай,på grund af
803,dies::PRN,ай,dette
804,das::PRN,уый,det
805,alles::PRN,алцы,alt
806,alles::PRN,æппæтдæр,alt
807,alles::PRN,иууылдӕр,alt
808,ich::PRN,æз,jeg
809,du::PRN,ды,du
810,er::PRN,уый,han
811,wir::PRN,мах,vi
812,ihr::PRN,сымах,I
813,sie::PRN,уыдон,de
814,was::FPRN,цы,hvad
815,wer::FPRN,чи,hvem
816,wo::FADV,кӕм,hvor
817,wohin::FADV,кӕдӕм,hvorhen
818,wie::FADV,куыд,hvordan
819,warum::FADV,цӕмӕн,hvorfor
820,wieviel::FNUM,цал,hvor meget
821,eins::NUM,иу,én
822,zwei::NUM,дыууӕ,to
823,drei::NUM,ӕртӕ,tre
824,vier::NUM,цыппар,fire
825,fünf::NUM,фондз,fem
826,sechs::NUM,ӕхсӕз,seks
827,sieben::NUM,авд,syv
828,acht::NUM,аст,otte
829,neun::NUM,фараст,ni
830,zehn::NUM,дӕс,ti
831,elf::NUM,иуæндæс,elleve
832,zwölf::NUM,дыууадæс,tolv
833,zwanzig::NUM,дыууын,tyve
834,dreißig::NUM,æртын,tredive
835,dreißig::NUM,дæсæмæссæдз,tredive
836,vierzig::NUM,цыппор,fyrre
837,vierzig::NUM,цыппор,fyrretyve
838,vierzig::NUM,цыппур,fyrre
839,vierzig::NUM,цыппур,fyrretyve
840,vierzig::NUM,дыууиссæдзы,fyrre
841,vierzig::NUM,дыууиссæдзы,fyrretyve
842,fünfzig::NUM,фӕндзай,halvtreds
843,sechzig::NUM,æхсай,tres
844,sechzig::NUM,æртиссæдзы,tres
845,siebzig::NUM,æвдай,halvfjerds
846,siebzig::NUM,дæс æмæ æртиссæдзы,halvfjerds
847,achtzig::NUM,цыппарыссæдзы,firs
848,achtzig::NUM,æстай,firs
849,neunzig::NUM,нæуæдз,halvfems
850,neunzig::NUM,дæс æмæ цыппарыссæдзы,halvfems
851,hundert::NUM,сӕдӕ,hundrede
852,tausend::NUM,мин,tusind
853,und::CNJ,ӕмӕ,og
854,oder::CNJ,кӕнӕ,eller
855,stehen::V,лӕууын,stå
856,sitzen::V,бадын,sidde
857,liegen::V,хуыссын,ligge
858,hängen::V,ауыгъд уын,hænge
859,werden::V,суӕвын,blive
860,passieren::V,æрцæуын,ske
861,passieren::V,æрцæуын,hænde
862,beginnen::V,райдайын,begynde
863,enden::V,фæуын,ende
864,wechseln::V,ивын,veksle
865,aufgehen[Sonne]::V,скæсын,gå op
866,aufgehen[Sonne]::V,скæсын,stå op
867,untergehen[Sonne]::V, аныгуылын,gå ned
868,scheinen[Sonne]::V,рухс кӕнын,skinne
869,donnern::V,нæрын,tordne
870,wehen::V,дымын,blæse
871,strömen::V,кӕлын,strømme
872,fließen::V,цæуын,flyde
873,fließen::V,уайын,flyde
874,fließen::V,кæлын,flyde
875,sich drehen::V,зилын,dreje sig
876,schwanken::V,æнкъуысын,vakle
877,schwingen::V,æнкъуысын,svinge
878,schwingen::V,змæлын,svinge
879,fallen::V,хауын,falde
880,brennen::V,судзын,brænde
881,rauchen::V,фæздæг кæнын,ryge
882,regnen::V,уарын,regne
883,gefrieren::V,сӕлын,fryse
884,tauen::V,стайын,tø
885,schmelzen::V,тайын,smelte
886,trocknen::V,хус кæнын,tørre
887,sieden::V,фыцын,koge
888,faulen::V,ӕмбийын,rådne
889,verfaulen::V,бамбийын,rådne
890,reißen::V,скъуийын,briste
891,versinken::V,дӕлдон_кӕнын,synke
892,versinken::V,дӕлдон_кӕнын,synke ned
893,vergehen::V,аивгъуийын,forløbe
894,erscheinen::V,разынын,vise sig
895,verschwinden::V,фæтары уын,forsvinde
896,verschwinden::V,фæдæлдзæх уын,forsvinde
897,verschwinden::V,фесæфын,forsvinde
898,verschwinden::V,æрбайсæфын,forsvinde
899,sinken::V,дæлæмæ æрхауын,synke
900,abnehmen::V,фæкъаддæр уын,aftage
901,abnehmen::V,фæцух уын,aftage
902,zunehmen::V,фæфылдæр уын,tiltage
903,zunehmen::V,сбирæ уын,tiltage
904,zunehmen::V,сахадын,tiltage
905,steigen::V,сыстын,stige
906,wachsen::V,рӕзын,gro
907,wachsen::V,рӕзын,vokse
908,glänzen::V,ӕрттивын,glinse
909,funkeln::V,тыбар-тыбур_кӕнын,tindre
910,lärmen::V,хъæлæба кæнын,larme
911,läuten::V,цæгъдын,ringe
912,klingeln::V,цæгъдын,ringe
913,klirren::V,дзыгъал-мыгъул кæнын,klirre
914,klirren::V,дзæгъ-дзæгъ кæнын,klirre
915,brausen::V,абухын,bruse
916,klingen::V,зæлын,lyde
917,klingen::V,зæлын,klinge
918,klingen::V,азæлын,lyde
919,klingen::V,азæлын,klinge
920,klingen::V,хъуысын,lyde
921,klingen::V,хъуысын,klinge
922,bellen::V,рæйын,gø
923,heulen::V,ниуын,hyle
924,blasen::V,фу кӕнын,blæse
925,pfeifen::V,æхситт кæнын,fløjte
926,pfeifen::V,къуыззитт кæнын,fløjte
927,schreien::V,хъӕр кӕнын,skrige
928,stöhnen::V,хъæрзын,stønne
929,stöhnen::V,дзыназын,stønne
930,zittern::V,ризын,dirre
931,zittern::V,ризын,skælve
932,leben::V,цӕрын,leve
933,geboren werden::V,райгуырын,fødes
934,atmen::V,улӕфын,ånde
935,trinken::V,нуазын,drikke
936,essen::V,хӕрын,spise
937,schlucken::V,ныхъуырын,synke
938,müde werden::V,бафæллайын,blive træt
939,müde werden::V,бафæлмæцын,blive træt
940,müde werden::V,сфæлмæцын,blive træt
941,einschlafen::V,бафынæй уын,falde i søvn
942,schlafen::V,хуыссын,sove
943,schlafen::V,фынӕй кӕнын,sove
944,aufwachen::V,райхъал уын,vågne
945,aufstehen::V,стын,stå op
946,sich erholen::V,фæллад уадзын,komme sig
947,sich erholen::V,улæфын,komme sig
948,krank werden::V,фӕрынчын уын,blive syg
949,krank sein::V,сӕйын,være syg
950,schmerzen::V,риссын,smerte
951,husten::V,хуыфын,hoste
952,genesen::V,сдзæбæх уын,komme sig
953,genesen::V,рандидзын,komme sig
954,genesen::V,сæндидзын,komme sig
955,sterben::V,мӕлын,dø
956,umkommen::V,фесæфын,omkomme
957,umkommen::V,байсæфын,omkomme
958,umkommen::V,бабын уын,omkomme
959,umkommen::V,мард фæуын,omkomme
960,sich bewegen::V,тæлфын,bevæge sig
961,sich bewegen::V,цæуын,bevæge sig
962,sich rühren::V,змӕлын,røre på sig
963,sich erheben::V,стын,rejse sig
964,sich setzen::V,сбадын,sætte sig
965,hinfallen::V,ӕрхауын,
966,laufen::V,цӕуын,løbe
967,laufen::V,рацу-бацу_кӕнын,løbe
968,schreiten::V,къахдзæф кæнын,skride
969,schreiten::V,санчъех кæнын,skride
970,schreiten::V,цæуын,skride
971,spazierengehen::V,озер кæнын,gå en tur
972,spazierengehen::V,тезгъо кæнын,gå en tur
973,eilen::V,тагъд кæнын,ile
974,eilen::V,тындзын,ile
975,sich beeilen::V,тагъд кæнын,skynde sig
976,sich beeilen::V,тындзын,skynde sig
977,sausen::V,уайын,suse
978,sausen::V,тæхын,suse
979,rennen::V,згъорын,løbe
980,rennen::V,згъорын,rende
981,springen::V,гæпп кæнын,hoppe
982,springen::V,гæпп кæнын,springe
983,springen::V,сæррæтт кæнын,hoppe
984,springen::V,сæррæтт кæнын,springe
985,springen::V,лиуырын,hoppe
986,springen::V,лиуырын,springe
987,klettern::V,хилын,klatre
988,schaukeln::V,хецъро кæнын,gynge
989,schaukeln::V,херыйыл бадын,gynge
990,kriechen::V,бырын,krybe
991,schwimmen::V,ленк кӕнын,svømme
992,tauchen::V,ныгъуылын,dykke
993,rudern::V,бæлæгъ тæрын,ro
994,rudern::V,чема тæрын,ro
995,fahren::V,цӕуын,køre
996,fliegen::V,тӕхын,flyve
997,gehen::V,цӕуын,gå
998,weggehen::V,ацӕуын,gå bort
999,abfahren::V,араст уын,køre bort
1000,anhalten::V,æрлæууын,standse
1001,hineingehen::V,мидæмæ цæуын,gå ind
1002,eintreten::V,бацӕуын,træde ind
1003,kommen::V,æрцæуын,komme
1004,ankommen::V,æрцæуын,ankomme
1005,zurückkommen::V,раздæхын,komme tilbage
1006,zurückkommen::V,фæстæмæ_раздæхын,komme tilbage
1007,zurückkommen::V,æрбаздæхын,komme tilbage
1008,zurückkommen::V,аздæхын,komme tilbage
1009,bleiben::V,лӕууын,blive
1010,bleiben::V,лӕууын,forblive
1011,warten::V,ӕнхъӕлмӕ кӕсын,vente
1012,erwarten::V,ӕнхъӕлмӕ кӕсын,vente
1013,erwarten::V,ӕнхъӕлмӕ кӕсын,afvente
1014,suchen::V,агурын,søge
1015,finden::V,ссарын,finde
1016,versuchen::V,фӕлварын,forsøge
1017,vorbereiten::V,бацаттæ кæнын,forberede
1018,vorbereiten::V,æрæввонг кæнын,forberede
1019,lieben::V,уарзын,elske
1020,mögen::V,зæрдæмæ цæуын,holde af
1021,mögen::V,зæрдæмæ цæуын,kunne lide
1022,lachen::V,худын,le
1023,rühren::V,зæрдæ суынгæг кæнын,røre
1024,weinen::V,кӕуын,græde
1025,schimpfen::V,æлгъитын,skænde
1026,sich ärgern::V,мæсты кæнын,ærgre sig
1027,sich fürchten::V,тæрсын,være bange
1028,fürchten::V,тæрсын,være bange for
1029,fliehen::V,лидзын,flygte
1030,flüchten::V,алидзын,flygte
1031,sehen::V,уынын,se
1032,anschauen::V,акӕсын,se på
1033,anschauen::V,акӕсын,betragte
1034,ansehen::V,кӕсын,anse
1035,hören::V,хъусын,høre
1036,zuhören::V,хъусын,høre til
1037,probieren::V,уынын,smage
1038,probieren::V,уынын,smage på
1039,probieren::V,аходын,smage
1040,probieren::V,аходын,smage på
1041,riechen::V,смудын,lugte
1042,fühlen::V,ӕнкъарын,føle
1043,scheinen::V,зынын,synes
1044,zu sehen sein::V,зынын,synes
1045,vernehmen::V,фехъусын,erfare
1046,frieren::V,сийын,fryse
1047,tun::V,кӕнын,gøre
1048,können::V,фӕразын,kunne
1049,wollen::V,фӕндын,ville
1050,anfangen::V,райдайын,begynde
1051,beenden::V,фӕуын,afslutte
1052,aufhören::V,банцайын,ophøre
1053,aufhören::V,банцайын,holde op
1054,aufhören::V,фенцайын,ophøre
1055,aufhören::V,фенцайын,holde op
1056,gelingen::V,бантысын,lykkes
1057,geraten::V,разынын,blive
1058,öffnen::V,гом кӕнын,åbne
1059,schließen::V,ӕхгӕнын,lukke
1060,stellen::V,ӕвӕрын,stille
1061,setzen::V,сбадын кӕнын,sætte
1062,legen::V,ӕрӕвӕрын,lægge
1063,berühren::V,агайын,berøre
1064,verbinden::V,бӕттын,forbinde
1065,bedecken::V,ӕмбӕрзын,dække
1066,bedecken::V,ӕмбӕрзын,bedække
1067,aufhängen::V,ауындзын,hænge
1068,aufhängen::V,ауындзын,hænge op
1069,anzünden::V,ссудзын,tænde
1070,anzünden::V,ссудзын,antænde
1071,aufheben::V,сисын,løfte
1072,aufheben::V,сисын,tage op
1073,zurücklassen::V,ныууадзын,lade tilbage
1074,verlieren::V,фесафын,miste
1075,fallen lassen::V,ӕрӕппарын,tabe
1076,fallen lassen::V,ӕрӕппарын,droppe
1077,fallen lassen::V,къухтӕй феуӕгъд кӕнын,tabe
1078,fallen lassen::V,къухтӕй феуӕгъд кӕнын,droppe
1079,machen::V,саразын,gøre
1080,herstellen::V,сцæттæ кæнын,fremstille
1081,herstellen::V,саразын,fremstille
1082,bauen::V,амайын,bygge
1083,reparieren::V,æмпъузын,reparere
1084,reparieren::V,цалцæг кæнын,reparere
1085,verbessern::V,фæхуыздæр кæнын,rette
1086,verbessern::V,фæхуыздæр кæнын,forbedre
1087,ändern::V,аивын,ændre
1088,graben::V,къахын,grave
1089,beugen::V,æркъæдз кæнын,bøje
1090,beugen::V,æртасын кæнын,bøje
1091,biegen::V,тасын кӕнын,bøje
1092,drehen::V,здухын,dreje
1093,wenden::V,афæлдахын,vende
1094,wenden::V,рафæлдахын,vende
1095,umdrehen::V,афæлдахын,dreje om
1096,heben::V,сдарын,hæve
1097,heben::V,схæцын,hæve
1098,hochheben::V,уæлæмæ хæцын,løfte
1099,ergreifen::V,фӕлӕбурын,gribe fat i
1100,halten::V,дарын,holde
1101,drücken::V,æлхъивын,trykke
1102,drücken::V,хæцын,trykke
1103,schieben::V,схойын,skyde
1104,schieben::V,схойын,skubbe
1105,kratzen::V,хафын,klø
1106,kratzen::V,хафын,kradse
1107,lecken::V,сдæрын,slikke
1108,beißen::V,хæцын,bide
1109,abreißen::V,ратонын,rive af
1110,abschneiden::V,ралыг кӕнын,skære af
1111,binden::V,бабӕттын,binde
1112,stecken::V,ныссадзын,stikke
1113,brechen::V,асæттын,brække
1114,brechen::V,басæттын,brække
1115,brechen::V,ныссæттын,brække
1116,klopfen::V,хойын,banke
1117,klopfen::V,гуыпп-гуыпп кæнын,banke
1118,klopfen::V,къуырцц-къуырцц кæнын,banke
1119,hauen::V,цӕвын,hugge
1120,hauen::V,нӕмын,hugge
1121,kleben::V,ныхасын,klistre
1122,kleben::V,æндадзын,klistre
1123,reiben::V,сӕрфын,gnide
1124,reiben::V,хафын,gnide
1125,streichen::V,байсæрдын,smøre
1126,streichen::V,сахорын,smøre
1127,schleifen::V,ссын,slibe
1128,schleifen::V,цыргъ кӕнын,slibe
1129,schneiden::V,кӕрдын,skære
1130,schneiden::V,кӕрдын,klippe
1131,rütteln::V,æнкъусын,ruske
1132,schütteln::V,уигъын,ryste
1133,schwenken::V,тилын,svinge
1134,schwenken::V,уигъын,svinge
1135,schütten::V,ныккӕнын,hælde
1136,füllen::V,байдзаг кæнын,fylde
1137,einwickeln::V,батухын,pakke ind
1138,tragen::V,хӕссын,bære
1139,schleppen::V,ласын,slæbe
1140,ziehen::V,ласын,trække
1141,aufbewahren::V,æвæрын,opbevare
1142,werfen::V,зыввытт кӕнын,kaste
1143,fangen::V,ӕрцахсын,fange
1144,packen::V,рацахсын,gribe
1145,verstecken::V,æмбæхсын,gemme
1146,verstecken::V,нымæхсын,gemme
1147,teilen::V,уарын,dele
1148,schicken::V,ӕрвитын,sende
1149,bringen::V,æрхæссын,bringe
1150,bringen::V,æрбахæссын,bringe
1151,hinzufügen::V,ӕфтауын,tilføje
1152,bekommen::V,ссарын,få
1153,bekommen::V,сфæрæз кæнын,få
1154,bekommen::V,самал кæнын,få
1155,erhalten::V,райсын,få
1156,nehmen::V,райсын,tage
1157,wählen::V,равзарын,vælge
1158,auswählen::V,авзарын,udvælge
1159,bewahren::V,бавæрын,bevare
1160,bewahren::V,нывæрын,bevare
1161,behindern::V,цæлхдур æвæрын,hindre
1162,behindern::V,цæлхдур æвæрын,forhindre
1163,behindern::V,ныхдур æвæрын,hindre
1164,behindern::V,ныхдур æвæрын,forhindre
1165,behindern::V,къуылымпы кæнын,hindre
1166,behindern::V,къуылымпы кæнын,forhindre
1167,behindern::V,хъыг дарын,hindre
1168,behindern::V,хъыг дарын,forhindre
1169,verderben::V,фесафын,ødelægge
1170,beschädigen::V,халын,beskadige
1171,zerbrechen::V,асӕттын,brække itu
1172,zerreißen::V,аскъуынын,rive itu
1173,zerstören::V,фехалын,ødelægge
1174,verbrennen::V,басудзын,brænde
1175,geben::V,дӕттын,give
1176,reichen::V,адæттын,række
1177,schenken::V,лæвар кæнын,forære
1178,versprechen::V,дзырд раттын,love
1179,versprechen::V,зӕрдӕ бавӕрын,love
1180,wünschen::V,зæрдæ зæгъы,ønske
1181,loben::V,раппӕлын,rose
1182,küssen::V,пъа кæнын,kysse
1183,küssen::V,ба кæнын,kysse
1184,wiegen::V,узын,vugge
1185,zudecken::V,бамбӕрзын,dække til
1186,wecken::V,райхъал кӕнын,vække
1187,zeigen::V,амонын,vise
1188,führen::V,кӕнын,føre
1189,führen::V,фæкæнын,føre
1190,lehren::V,ахуыр кæнын,lære
1191,unterrichten::V,ахуыр кæнын,undervise
1192,aufziehen::V,хъомыл кӕнын,opdrage
1193,leiten::V,разамынд дӕттын,lede
1194,antreiben::V,тагъд кæнын,skynde på
1195,antreiben::V,рог кæнын,skynde på
1196,lassen::V,кæнын,få til at
1197,einladen::V,ӕрхонын,indbyde
1198,einladen::V,ӕрхонын,invitere
1199,einladen::V,ӕрбахонын,indbyde
1200,einladen::V,ӕрбахонын,invitere
1201,vereinigen::V,баиу кӕнын,forene
1202,besuchen::V,абæрæг кæнын,besøge
1203,besuchen::V,бабæрæг кæнын,besøge
1204,besuchen::V,бауайын,besøge
1205,treffen::V,фембæлын,møde
1206,sich versammeln::V,æрæмбырд уын,forsamles
1207,spielen::V,хъазын,lege
1208,spielen::V,хъазын,spille
1209,singen::V,зарын,synge
1210,tanzen::V,кафын,danse
1211,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,skilles
1212,verlassen::V,ныууадзын,forlade
1213,retten::V,фервӕзын кӕнын,redde
1214,bewachen::V,хъахъхъӕнын,bevogte
1215,schützen::V,хъахъхъӕнын,skærme
1216,schützen::V,хъахъхъӕнын,beskytte
1217,verteidigen::V,бахизын,forsvare
1218,sich schlagen::V,хыл кæнын,slås
1219,schießen::V,ӕхсын,skyde
1220,siegen::V,басӕттын,sejre
1221,siegen::V,фӕуӕлахиз уӕвын,sejre
1222,ärgern::V,мӕсты кӕнын,ærgre
1223,schlagen::V,ныццæвын,slå
1224,stechen::V,фæрæхойын,stikke
1225,stoßen::V,риуыгъын,støde
1226,stehlen::V,давын,stjæle
1227,stören::V,хъыгдарын,forstyrre
1228,belästigen::V,хъыгдарын,genere
1229,belästigen::V,хъыгдарын,ulejlige
1230,verbergen::V,бамбӕхсын,skjule
1231,verbergen::V,басусӕг кӕнын,skjule
1232,täuschen::V,фӕливын,villede
1233,täuschen::V,асайын,villede
1234,betrügen::V,асайын,bedrage
1235,töten::V,амарын,dræbe
1236,wohnen::V,цӕрын,bo
1237,arbeiten::V,кусын,arbejde
1238,sammeln::V,æртонын,samle
1239,pflücken::V,тонын,plukke
1240,jagen::V,цуан кæнын,jage
1241,fischen::V,кæсаг ахсын æнгуырæй,fiske
1242,fischen::V,æнгуыр дарын,fiske
1243,fassen::V,ӕрцахсын,fange
1244,hüten::V,хизын,vogte
1245,treiben::V,скъӕрын,drive
1246,anbinden::V,бабæттын,binde fast
1247,anbinden::V,æрбæттын,binde fast
1248,füttern::V,холлаг дæттын,fodre
1249,füttern::V,холлаг æвæрын,fodre
1250,füttern::V,дарын,fodre
1251,melken::V,дуцын,malke
1252,hacken::V,кæрдын,hakke
1253,hacken::V,лыгтæ кæнын,hakke
1254,gießen::V,бакалын,hælde
1255,reifen::V,срæгъæд уын,modne
1256,reifen::V,сцæттæ уын,modne
1257,zubereiten::V,сцӕттӕ кӕнын,tilberede
1258,kochen::V,фыцын,koge
1259,backen::V,фыцын,bage
1260,braten::V,цурын,stege
1261,umrühren::V,ахæццæ кæнын,røre om
1262,umrühren::V,азмæнтын,røre om
1263,umrühren::V,астауын,røre om
1264,stricken::V,кæнын,strikke
1265,stricken::V,бийын,strikke
1266,nähen::V,хуыйын,sy
1267,färben::V,ахорын,farve
1268,reinigen::V,ссыгъдæг кæнын,rense
1269,reinigen::V,ссыгъдæг кæнын,gøre ren
1270,reinigen::V,ныссыгъдæг кæнын,rense
1271,reinigen::V,ныссыгъдæг кæнын,gøre ren
1272,reinigen::V,ныссæрфын,rense
1273,reinigen::V,ныссæрфын,gøre ren
1274,waschen::V,ӕхсын,vaske
1275,abwischen::V,сӕрфын,tørre af
1276,spülen::V,æнхъæвзын,skylle
1277,fegen::V,мӕрзын,feje
1278,kehren::V,мӕрзын,feje
1279,baden::V,хи найын,bade
1280,sich waschen::V,хи æхсын,vaske sig
1281,ausziehen::V,ласын,tage af
1282,anziehen::V,скæнын,tage på
1283,sich anziehen::V,дзаума скæнын,klæde sig på
1284,sich anziehen::V,дарæс скæнын,klæde sig på
1285,kämmen::V,ныффасын,rede
1286,kämmen::V,ныффасын,frisere
1287,kämmen::V,æрфасын,rede
1288,kämmen::V,æрфасын,frisere
1289,schmücken::V,фӕлындын,pynte
1290,schmücken::V,фӕлындын,smykke
1291,sagen::V,зæгъын,sige
1292,sprechen::V,дзурын,snakke
1293,reden::V,ныхас кӕнын,tale
1294,reden::V,ныхас кӕнын,snakke
1295,sich unterhalten::V,ныхас кæнын,snakke sammen
1296,fragen::V,фӕрсын,spørge
1297,bitten::V,курын,bede
1298,erzählen::V,радзурын,berette
1299,erzählen::V,радзурын,fortælle
1300,erzählen::V,ратаурæгъ кæнын,berette
1301,erzählen::V,ратаурæгъ кæнын,fortælle
1302,mitteilen::V,фехъусын кæнын,meddele
1303,nennen::V,хонын,nævne
1304,rufen::V,сидын,råbe
1305,prahlen::V,ӕппӕлын,prale
1306,übersetzen::V,ратæлмац кæнын,oversætte
1307,denken::V,ӕнхъӕлын,tænke
1308,denken::V,хъуыды кӕнын,tænke
1309,glauben::V,уырнын,tro
1310,bemerken::V,фенын,bemærke
1311,bemerken::V,фенын,lægge mærke til
1312,erkennen::V,базонын,genkende
1313,begreifen::V,ӕмбарын,begribe
1314,begreifen::V,бамбарын,begribe
1315,lernen::V,ахуыр кӕнын,lære
1316,wissen::V,зонын,vide
1317,sich erinnern an::V,зæрдыл æрлæууын,mindes
1318,sich erinnern an::V,зæрдыл æрлæууын,huske på
1319,sich erinnern an::V,æрымысын,mindes
1320,sich erinnern an::V,æрымысын,huske på
1321,sich erinnern an::V,æрбаймысын,mindes
1322,sich erinnern an::V,æрбаймысын,huske på
1323,sich erinnern an::V,æрхъуыды кæнын,mindes
1324,sich erinnern an::V,æрхъуыды кæнын,huske på
1325,vergessen::V,ферох кæнын,glemme
1326,vergessen::V,айрох кæнын,glemme
1327,messen::V,барын,måle
1328,zählen::V,нымайын,tælle
1329,rechnen::V,хынцын,regne
1330,lesen::V,кӕсын,læse
1331,lesen::V,фӕрсын,læse
1332,malen::V,ныв кӕнын,male
1333,zeichnen::V,ныв кӕнын,tegne
1334,schreiben::V,фыссын,skrive
1335,besitzen::V,хицау уын,eje
1336,besitzen::V,хицау уын,besidde
1337,kaufen::V,балхӕнын,købe
1338,verkaufen::V,уӕй кӕнын,sælge
1339,bezahlen::V,бафидын,betale
1340,zahlen::V,фидын,betale
1341,beherrschen::V,æлдариуæг кæнын,beherske
1342,ertragen::V,бавзарын,tåle
1343,ertragen::V,бавзарын,udholde
1344,Leine::N,,snor
1345,rauschen::V,,suse
1346,treten::V,,sparke
1347,verstehen::V,,forstå
