,Concept_ID,uk,uk
843,brennen::V,горіти,горіти
844,rauchen::V,диміти,диміти
845,regnen::V,дощити,дощити
846,gefrieren::V,змерзнути,змерзнути
847,tauen::V,танути,танути
848,schmelzen::V,плавитися,плавитися
849,trocknen::V,сохнути,сохнути
850,sieden::V,кипіти,кипіти
851,faulen::V,гнити,гнити
852,verfaulen::V,згнити,згнити
853,reißen::V,рватися,рватися
854,versinken::V,тонути,тонути
855,vergehen::V,проходити,проходити
856,erscheinen::V,з’явитися,з’явитися
857,verschwinden::V,щезнути,щезнути
858,verschwinden::V,щезнути,зникнути
859,verschwinden::V,зникнути,щезнути
860,verschwinden::V,зникнути,зникнути
861,sinken::V,спадати,спадати
862,abnehmen::V,поменшитися,поменшитися
863,zunehmen::V,збільшуватися,збільшуватися
864,steigen::V,підніматися,підніматися
865,wachsen::V,рости,рости
866,glänzen::V,блищати,блищати
867,funkeln::V,блискати,блискати
868,lärmen::V,шуміти,шуміти
869,läuten::V,дзвонити,дзвонити
870,klingeln::V,дзвонити,дзвонити
871,klirren::V,дзвякати,дзвякати
872,brausen::V,бушувати,бушувати
873,rauschen::V,шелестіти,шелестіти
874,klingen::V,лунати,лунати
875,klingen::V,лунати,звучати
876,klingen::V,звучати,лунати
877,klingen::V,звучати,звучати
878,bellen::V,гавкати,гавкати
879,heulen::V,вити,вити
880,blasen::V,дунути,дунути
881,pfeifen::V,свистіти,свистіти
882,schreien::V,кричати,кричати
883,stöhnen::V,стогнати,стогнати
884,zittern::V,тремтіти,тремтіти
885,leben::V,жити,жити
886,geboren werden::V,народитися,народитися
887,atmen::V,дихати,дихати
888,trinken::V,пити,пити
889,essen::V,їсти,їсти
890,schlucken::V,ковтати,ковтати
891,müde werden::V,втомитися,втомитися
892,einschlafen::V,заснути,заснути
893,schlafen::V,спати,спати
894,aufwachen::V,прокинутися,прокинутися
895,aufstehen::V,встати,встати
896,sich erholen::V,відпочивати,відпочивати
897,krank werden::V,захворіти,захворіти
898,krank sein::V,хворіти,хворіти
899,schmerzen::V,боліти,боліти
900,husten::V,кашляти,кашляти
901,genesen::V,одужати,одужати
902,genesen::V,одужати,видужати
903,genesen::V,видужати,одужати
904,genesen::V,видужати,видужати
905,sterben::V,померти,померти
906,umkommen::V,згинути,згинути
907,sich bewegen::V,рухатися,рухатися
908,sich rühren::V,ворушитися,ворушитися
909,sich erheben::V,встати,встати
910,sich setzen::V,сісти,сісти
911,hinfallen::V,упасти,упасти
912,laufen::V,ходити,ходити
913,schreiten::V,крокувати,крокувати
914,spazierengehen::V,гуляти,гуляти
915,eilen::V,спішити,спішити
916,sich beeilen::V,поспішати,поспішати
917,sausen::V,мчатися,мчатися
918,rennen::V,бігати,бігати
919,springen::V,скакати,скакати
920,springen::V,скакати,стрибати
921,springen::V,стрибати,скакати
922,springen::V,стрибати,стрибати
923,klettern::V,лазити,лазити
924,schaukeln::V,гойдатися,гойдатися
925,kriechen::V,повзати,повзати
926,schwimmen::V,пливти,пливти
927,schwimmen::V,пливти,плавати
928,schwimmen::V,плавати,пливти
929,schwimmen::V,плавати,плавати
930,tauchen::V,пірнати,пірнати
931,rudern::V,гребти,гребти
932,rudern::V,гребти,веслувати
933,rudern::V,веслувати,гребти
934,rudern::V,веслувати,веслувати
935,fahren::V,їхати,їхати
936,fliegen::V,літати,літати
937,gehen::V,іти,іти
938,weggehen::V,піти,піти
939,abfahren::V,від’їхати,від’їхати
940,abfahren::V,від’їхати,відправитися
941,abfahren::V,відправитися,від’їхати
942,abfahren::V,відправитися,відправитися
943,anhalten::V,зупинитися,зупинитися
944,hineingehen::V,входити,входити
945,eintreten::V,увійти,увійти
946,kommen::V,прийти,прийти
947,ankommen::V,прибути,прибути
948,zurückkommen::V,повернутися,повернутися
949,bleiben::V,залишитися,залишитися
950,warten::V,чекати,чекати
951,erwarten::V,чекати,чекати
952,suchen::V,шукати,шукати
953,finden::V,знайти,знайти
954,versuchen::V,випробовувати,випробовувати
955,vorbereiten::V,підготувати,підготувати
956,lieben::V,любити,любити
957,mögen::V,любити,любити
958,mögen::V,любити,подобатися
959,mögen::V,подобатися,любити
960,mögen::V,подобатися,подобатися
961,lachen::V,сміятися,сміятися
962,rühren::V,розчулити,розчулити
963,weinen::V,плакати,плакати
964,schimpfen::V,лаятися,лаятися
965,sich ärgern::V,сердитися,сердитися
966,sich fürchten::V,боятися,боятися
967,fürchten::V,боятися,боятися
968,fliehen::V,тікати,тікати
969,flüchten::V,утекти,утекти
970,sehen::V,бачити,бачити
971,anschauen::V,поглянути,поглянути
972,ansehen::V,дивитися на,дивитися на
973,hören::V,чути,чути
974,zuhören::V,слухати,слухати
975,probieren::V,покуштувати,покуштувати
976,riechen::V,нюхати,нюхати
977,fühlen::V,відчувати,відчувати
978,scheinen::V,здаватися,здаватися
979,zu sehen sein::V,виднітися,виднітися
980,vernehmen::V,почути,почути
981,frieren::V,мерзнути,мерзнути
982,tun::V,робити,робити
983,können::V,могти,могти
984,wollen::V,хотіти,хотіти
985,anfangen::V,почати,почати
986,beenden::V,закінчити,закінчити
987,aufhören::V,перестати,перестати
988,gelingen::V,вдатися,вдатися
989,geraten::V,опинитися,опинитися
990,öffnen::V,відкрити,відкрити
991,schließen::V,закрити,закрити
992,stellen::V,поставити,поставити
993,setzen::V,посадити,посадити
994,legen::V,класти,класти
995,berühren::V,чіпати,чіпати
996,verbinden::V,зв’язати,зв’язати
997,bedecken::V,покрити,покрити
998,aufhängen::V,повісити,повісити
999,anzünden::V,запалити,запалити
1000,aufheben::V,підняти,підняти
1001,zurücklassen::V,залишити,залишити
1002,verlieren::V,загубити,загубити
1003,fallen lassen::V,упустити,упустити
1004,machen::V,зробити,зробити
1005,herstellen::V,виготовити,виготовити
1006,bauen::V,будувати,будувати
1007,reparieren::V,лагодити,лагодити
1008,verbessern::V,поліпшити,поліпшити
1009,ändern::V,змінити,змінити
1010,graben::V,копати,копати
1011,beugen::V,зігнути,зігнути
1012,biegen::V,погнути,погнути
1013,drehen::V,вертіти,вертіти
1014,wenden::V,повернути,повернути
1015,umdrehen::V,перевернути,перевернути
1016,heben::V,піднімати,піднімати
1017,hochheben::V,підняти,підняти
1018,ergreifen::V,схопити,схопити
1019,halten::V,тримати,тримати
1020,drücken::V,натискати,натискати
1021,schieben::V,пхати,пхати
1022,schieben::V,пхати,штовхати
1023,schieben::V,штовхати,пхати
1024,schieben::V,штовхати,штовхати
1025,kratzen::V,шкребти,шкребти
1026,lecken::V,лизати,лизати
1027,beißen::V,кусати,кусати
1028,abreißen::V,відірвати,відірвати
1029,abschneiden::V,відрізати,відрізати
1030,binden::V,в’язати,в’язати
1031,stecken::V,увіткнути,увіткнути
1032,brechen::V,зламати,зламати
1033,klopfen::V,стукати,стукати
1034,hauen::V,бити,бити
1035,kleben::V,клеїти,клеїти
1036,reiben::V,терти,терти
1037,streichen::V,намазати,намазати
1038,schleifen::V,точити,точити
1039,schneiden::V,різати,різати
1040,rütteln::V,хитати,хитати
1041,schütteln::V,трясти,трясти
1042,schwenken::V,махати,махати
1043,schütten::V,налити,налити
1044,füllen::V,наповнити,наповнити
1045,einwickeln::V,загорнути,загорнути
1046,tragen::V,нести,нести
1047,schleppen::V,тягти,тягти
1048,ziehen::V,тягнути,тягнути
1049,aufbewahren::V,зберігати,зберігати
1050,werfen::V,кидати,кидати
1051,fangen::V,ловити,ловити
1052,packen::V,схопити,схопити
1053,verstecken::V,сховати,сховати
1054,teilen::V,розділити,розділити
1055,schicken::V,посилати,посилати
1056,bringen::V,принести,принести
1057,hinzufügen::V,додати,додати
1058,bekommen::V,дістати,дістати
1059,erhalten::V,одержати,одержати
1060,nehmen::V,взяти,взяти
1061,wählen::V,вибрати,вибрати
1062,auswählen::V,відібрати,відібрати
1063,bewahren::V,зберегти,зберегти
1064,behindern::V,перешкоджати,перешкоджати
1065,verderben::V,зіпсувати,зіпсувати
1066,beschädigen::V,зашкодити,зашкодити
1067,zerbrechen::V,розбити,розбити
1068,zerreißen::V,розірвати,розірвати
1069,zerstören::V,зруйнувати,зруйнувати
1070,verbrennen::V,спалити,спалити
1071,geben::V,дати,дати
1072,reichen::V,передати,передати
1073,schenken::V,дарувати,дарувати
1074,versprechen::V,обіцяти,обіцяти
1075,wünschen::V,бажати,бажати
1076,loben::V,хвалити,хвалити
1077,küssen::V,цілувати,цілувати
1078,wiegen::V,качати,качати
1079,zudecken::V,накрити,накрити
1080,wecken::V,розбудити,розбудити
1081,zeigen::V,показати,показати
1082,führen::V,вести,вести
1083,lehren::V,вчити,вчити
1084,unterrichten::V,викладати,викладати
1085,aufziehen::V,виховати,виховати
1086,leiten::V,керувати,керувати
1087,antreiben::V,підганяти,підганяти
1088,lassen::V,змусити,змусити
1089,einladen::V,запросити,запросити
1090,vereinigen::V,об’єднати,об’єднати
1091,besuchen::V,завітати,завітати
1092,besuchen::V,завітати,відвідати
1093,besuchen::V,відвідати,завітати
1094,besuchen::V,відвідати,відвідати
1095,treffen::V,зустріти,зустріти
1096,sich versammeln::V,зібратися,зібратися
1097,spielen::V,грати,грати
1098,singen::V,співати,співати
1099,tanzen::V,танцювати,танцювати
1100,sich trennen::V,розлучитися,розлучитися
1101,verlassen::V,покинути,покинути
1102,retten::V,врятувати,врятувати
1103,bewachen::V,охороняти,охороняти
1104,schützen::V,уберігати,уберігати
1105,verteidigen::V,захистити,захистити
1106,sich schlagen::V,битися,битися
1107,sich schlagen::V,битися,дратися
1108,sich schlagen::V,дратися,битися
1109,sich schlagen::V,дратися,дратися
1110,schießen::V,стріляти,стріляти
1111,siegen::V,перемогти,перемогти
1112,ärgern::V,сердити,сердити
1113,schlagen::V,ударити,ударити
1114,treten::V,штовхати,штовхати
1115,stechen::V,вколоти,вколоти
1116,stoßen::V,штовхнути,штовхнути
1117,stehlen::V,украсти,украсти
1118,stören::V,перешкодити,перешкодити
1119,belästigen::V,докучати,докучати
1120,verbergen::V,сховати,сховати
1121,täuschen::V,обдурити,обдурити
1122,betrügen::V,зшахраювати,зшахраювати
1123,töten::V,убити,убити
1124,wohnen::V,жити,жити
1125,wohnen::V,жити,мешкати
1126,wohnen::V,мешкати,жити
1127,wohnen::V,мешкати,мешкати
1128,arbeiten::V,працювати,працювати
1129,sammeln::V,зібрати,зібрати
1130,pflücken::V,зривати,зривати
1131,jagen::V,полювати,полювати
1132,fischen::V,рибалити,рибалити
1133,fassen::V,піймати,піймати
1134,hüten::V,пасти,пасти
1135,treiben::V,гнати,гнати
1136,anbinden::V,прив’язати,прив’язати
1137,füttern::V,годувати,годувати
1138,füttern::V,годувати,харчувати
1139,füttern::V,харчувати,годувати
1140,füttern::V,харчувати,харчувати
1141,melken::V,доїти,доїти
1142,hacken::V,рубати,рубати
1143,gießen::V,полити,полити
1144,reifen::V,дозріти,дозріти
1145,zubereiten::V,зготовити,зготовити
1146,zubereiten::V,зготовити,приготувати
1147,zubereiten::V,приготувати,зготовити
1148,zubereiten::V,приготувати,приготувати
1149,kochen::V,варити,варити
1150,kochen::V,варити,готувати
1151,kochen::V,готувати,варити
1152,kochen::V,готувати,готувати
1153,backen::V,пекти,пекти
1154,braten::V,смажити,смажити
1155,umrühren::V,переміщати,переміщати
1156,stricken::V,в’язати,в’язати
1157,nähen::V,шити,шити
1158,färben::V,пофарбувати,пофарбувати
1159,reinigen::V,очистити,очистити
1160,waschen::V,мити,мити
1161,abwischen::V,витерти,витерти
1162,spülen::V,полоскати,полоскати
1163,fegen::V,підмітати,підмітати
1164,kehren::V,мести,мести
1165,baden::V,купатися,купатися
1166,sich waschen::V,митися,митися
1167,ausziehen::V,зняти,зняти
1168,anziehen::V,надіти,надіти
1169,sich anziehen::V,одягтися,одягтися
1170,sich anziehen::V,одягтися,одягнутися
1171,sich anziehen::V,одягнутися,одягтися
1172,sich anziehen::V,одягнутися,одягнутися
1173,kämmen::V,зачесати,зачесати
1174,schmücken::V,оздобити,оздобити
1175,sagen::V,сказати,сказати
1176,sprechen::V,говорити,говорити
1177,reden::V,розмовляти,розмовляти
1178,sich unterhalten::V,бесідувати,бесідувати
1179,fragen::V,запитати,запитати
1180,bitten::V,просити,просити
1181,erzählen::V,розповісти,розповісти
1182,mitteilen::V,повідомити,повідомити
1183,nennen::V,назвати,назвати
1184,rufen::V,кликати,кликати
1185,prahlen::V,хвалитися,хвалитися
1186,übersetzen::V,перекласти,перекласти
1187,denken::V,думати,думати
1188,denken::V,думати,мислити
1189,denken::V,мислити,думати
1190,denken::V,мислити,мислити
1191,glauben::V,вірити,вірити
1192,bemerken::V,помітити,помітити
1193,erkennen::V,пізнати,пізнати
1194,begreifen::V,осягнути,осягнути
1195,verstehen::V,почути,почути
1196,lernen::V,навчатися,навчатися
1197,wissen::V,знати,знати
1198,sich erinnern an::V,пам’ятати,пам’ятати
1199,vergessen::V,забути,забути
1200,messen::V,міряти,міряти
1201,zählen::V,лічити,лічити
1202,rechnen::V,рахувати,рахувати
1203,lesen::V,читати,читати
1204,malen::V,малювати,малювати
1205,zeichnen::V,рисувати,рисувати
1206,schreiben::V,писати,писати
1207,besitzen::V,мати,мати
1208,kaufen::V,купити,купити
1209,verkaufen::V,продати,продати
1210,bezahlen::V,заплатити,заплатити
1211,zahlen::V,платити,платити
1212,beherrschen::V,володіти,володіти
1213,ertragen::V,витерпіти,витерпіти
