,Concept_ID,ta,vep
686,hinauf::ADV,மேலே,ülähäks
687,überall::ADV,எல்லா இடத்திலும்,kaikjal
688,nicht::ADV,இல்லை,ei
689,ein wenig::ADV,கொஞ்சம்,vähän
690,kaum::ADV,அரிதாக,habi
691,sehr::ADV,மிக்க,lujas
692,so::ADV,மிகவும்,muga
693,so::ADV,மிகவும்,ninga
694,noch::ADV,இப்பொழுதும்,völ
695,nur::ADV,மட்டும்,järg
696,nur::ADV,மட்டும்,vaiše
697,schon::ADV,ஏற்கனவே,jo
698,wieder::ADV,மறுபடியும்,möst
699,vergebens::ADV,வீண்,uhtei
700,vor::PRP,முன்,edes
701,hinter::PRP,பின்பக்கம்,taga
702,unter::PRP,கீழே,al
703,durch::PRP,ஊடே,läbi
704,durch::PRP,ஊடே,kal't
705,neben::PRP,அடுத்து,rindal
706,zwischen::PRP,இடையில்,keskes
707,wegen::PRP,ஏனெனில்,tagut
708,dies::PRN,இது,nece
709,das::PRN,அது,se
710,alles::PRN,ஒவ்வொன்றும்,kaik
711,ich::PRN,நான்,minä
712,du::PRN,நீ,sinä
713,er::PRN,அவன்,hän
714,wir::PRN,நாம்,mö
715,wir::PRN,நாங்கள்,mö
716,ihr::PRN,நீங்கள்,tö
717,sie::PRN,அவர்கள்,hö
718,was::FPRN,என்ன,mi
719,wer::FPRN,யார்,ken
720,wo::FADV,எங்கே,kus
721,wohin::FADV,எதற்கு,kuna
722,wie::FADV,எப்படி,kut
723,wie::FADV,எப்படி,mit'
724,warum::FADV,ஏன்,mikš
725,wieviel::FNUM,எவ்வளவு,äjak
726,wieviel::FNUM,எவ்வளவு,kuverz'
727,eins::NUM,ஒன்று,üks'
728,zwei::NUM,இரண்டு,kaks'
729,drei::NUM,மூன்று,koume
730,vier::NUM,நான்கு,nel'l'
731,fünf::NUM,ஐந்து,viž
732,sechs::NUM,ஆறு,kuz'
733,sieben::NUM,ஏழு,seičeme
734,acht::NUM,எட்டு,kahesa
735,neun::NUM,ஒன்பது,ühesa
736,zehn::NUM,பத்து,kümne
737,elf::NUM,பதினொன்று,üks'toštkümne
738,zwölf::NUM,பன்னிரண்டு,kaks'toštkümne
739,zwanzig::NUM,இருபது,kaks'kümne
740,dreißig::NUM,முப்பது,koumekümne
741,vierzig::NUM,நாற்பது,nel'l'kümne
742,fünfzig::NUM,ஐமபது,vižkümne
743,sechzig::NUM,அறுபது,kuz'kümne
744,siebzig::NUM,எழுபது,seičemekümne
745,achtzig::NUM,எண்பது,kahesakümne
746,neunzig::NUM,தொன்னூறு,ühesakümne
747,hundert::NUM,நூறு,sada
748,tausend::NUM,ஆயிரம்,tuha
749,und::CNJ,மற்றும்,i
750,und::CNJ,மற்றும்,da
751,oder::CNJ,அல்லது,vai
752,stehen::V,நில்,seišta
753,sitzen::V,உட்கார்,ištta
754,liegen::V,படு,venuda
755,hängen::V,தொங்கச் செய்,ripta
756,werden::V,ஆகு,lindä
757,werden::V,ஆகு,tehtas
758,passieren::V,நிகழ்,ozaitas
759,beginnen::V,ஆரம்பி,augotadas
760,enden::V,முடி,loptas
761,wechseln::V,மாற்று,vajehtadas
762,aufgehen[Sonne]::V,உயர எழு,nousta
763,untergehen[Sonne]::V,பொறுத்து,lasktas
764,scheinen[Sonne]::V,பிரகாசி,paštta
765,donnern::V,இடி,juraita
766,wehen::V,வீசு,dölta
767,wehen::V,வீசு,puhuda
768,strömen::V,பாயதல்,valadas
769,fließen::V,நீரோட்டம் போக்கில் போ,valuda
770,sich drehen::V,சுழல்,punotas
771,schwanken::V,தள்ளாடு,čibuda
772,schwingen::V,ஆடு,čibuda
773,fallen::V,விழு,langeta
774,brennen::V,எரி,pallada
775,rauchen::V,பகை பிடி,savustada
776,regnen::V,மழை பெய்,vihmda
777,gefrieren::V,உறைந்துவிடு,jäduda
778,gefrieren::V,உறைந்துவிடு,kül'mdä
779,tauen::V,உருகு,sulada
780,schmelzen::V,உருகு,sulada
781,trocknen::V,உலர்த்து,kuida
782,trocknen::V,உலர்த்து,kuivehtuda
783,sieden::V,கொதிக்க வை,kehuda
784,faulen::V,அழுகச் செய்,hapata
785,faulen::V,அழுகச் செய்,traudäs
786,verfaulen::V,அழுகச் செய்,hapata
787,reißen::V,திடீரென அறு,rebita
788,versinken::V,மூழ்கு,upota
789,vergehen::V,கடந்துசெல்,mända
790,erscheinen::V,தோன்றச்,ozutadas
791,verschwinden::V,மறைந்து போ,hajeta
792,sinken::V,பதைவுறு,väheta
793,sinken::V,பதைவுறு,lasktas
794,abnehmen::V,குறை,peneta
795,zunehmen::V,உயர்த்து,ližaduda
796,steigen::V,உயர எழு,nousta
797,wachsen::V,வளர்,kazda
798,glänzen::V,மிளிர்,loštta
799,funkeln::V,பிரகாசி,hoštta
800,lärmen::V,கொம்பு,robaita
801,läuten::V,மணியொலியிசை,judaita
802,klingeln::V,மணி அடி,kelotada
803,klirren::V,கிலுங்கு,biraita
804,brausen::V,இரைதல்,bruncta
805,rauschen::V,சலசலப்பு,šobaita
806,klingen::V,சிலம்புதல்,heläita
807,bellen::V,குரை,nutta
808,heulen::V,ஊளையிடு,ulaita
809,blasen::V,ஊது,puhuda
810,pfeifen::V,சீழ்க்கை எழப்பு,pistta
811,pfeifen::V,சீழ்க்கை எழப்பு,vihelta
812,schreien::V,கூச்சலிடு,kirkta
813,schreien::V,கூச்சலிடு,kidastada
814,stöhnen::V,வேதனை,ohkta
815,stöhnen::V,வேதனை,voivotada
816,zittern::V,நடுங்கு,säraita
817,leben::V,உயிருடனிரு,eläda
818,geboren werden::V,பிற,sünduda
819,atmen::V,சுவாசி,henktä
820,trinken::V,குடி,joda
821,essen::V,சாப்பிடு,söda
822,schlucken::V,முழுங்கு,lainata
823,müde werden::V,கையயர்தல்,väzuda
824,müde werden::V,கையயர்தல்,šuštuda
825,einschlafen::V,தூங்க,uinota
826,schlafen::V,தூங்கு,magata
827,schlafen::V,தூங்கு,nukkuda
828,aufwachen::V,எழுப்பு,heraštuda
829,aufstehen::V,எழுந்திரு,nousta
830,sich erholen::V,இளைப்பாறு,lebaitas
831,krank werden::V,விழுதல்,läžegata
832,krank sein::V,நருக்கலாயிருக்க,läžuda
833,schmerzen::V,நோவுறு,kibištada
834,husten::V,இருமு,rügda
835,genesen::V,குணம் அடை,tervehtuda
836,sterben::V,மரணமடை,kolda
837,umkommen::V,நசி,kolda
838,sich bewegen::V,நகர்த்து,likkuda
839,sich rühren::V,அசை,likahtada
840,sich rühren::V,அசை,kubahtada
841,sich erheben::V,எழுந்து நில்,nousta
842,sich setzen::V,உட்கார்,išttas
843,hinfallen::V,விழு,langeta
844,laufen::V,நட,kävuda
845,schreiten::V,கவடுவைத்தல்,astta
846,schreiten::V,கவடுவைத்தல்,haškta
847,spazierengehen::V,உலவு,kävelta
848,eilen::V,விரைந்து,kiruhtada
849,sich beeilen::V,அவசரப்படுத்து,kiruhtada
850,sausen::V,விரைந்து செல்,fun'urta
851,rennen::V,ஓடு,joksta
852,springen::V,குதி,hüptä
853,klettern::V,ஏறு,libuda
854,schaukeln::V,தள்ளாடு,čibuda
855,kriechen::V,மெதுவாக நடந்து செல்,ličtas
856,schwimmen::V,நீந்து,ujuda
857,tauchen::V,மூழ்கி நீச்சலடி,čukautas
858,rudern::V,துடுப்புப் போடு,souta
859,fahren::V,ஓட்டு,ajada
860,fahren::V,ஓட்டு,ajelda
861,fliegen::V,பற,leta
862,gehen::V,போ,mända
863,gehen::V,போ,kävuda
864,weggehen::V,விலகிச் செல்,päzda
865,weggehen::V,விலகிச் செல்,lähtta
866,abfahren::V,புறப்பட்டுச் செல்,tönduda
867,anhalten::V,நின்றுவிடு,seižutadas
868,hineingehen::V,மறையச் செய்,mända südäimehe
869,eintreten::V,நுழை,tulda
870,kommen::V,வா,tulda
871,ankommen::V,வநது சேர்,tulda
872,zurückkommen::V,திரும்பி வா,pörtas
873,bleiben::V,இரு,jäda
874,warten::V,தாமதி,varastada
875,erwarten::V,எதிர்நோக்கு,varastada
876,suchen::V,தேடு,ectä
877,finden::V,கண்டுபிடி,löuta
878,versuchen::V,முயற்சி செய்,ladida
879,versuchen::V,முயற்சி செய்,rohkaita
880,vorbereiten::V,ஆயத்தம் செய்,vaumita
881,lieben::V,அன்பு செலுத்து,armastada
882,mögen::V,விரும்பு,navedida
883,lachen::V,சிரி,nagrda
884,rühren::V,இதயத்தைத் தொடு,likutada
885,weinen::V,அழு,itkta
886,schimpfen::V,சாபமிடு,laidas
887,schimpfen::V,சாபமிடு,pačatada
888,sich ärgern::V,கோப்பபடு,rändüda
889,sich fürchten::V,பயப்படு,varaita
890,fürchten::V,பயப்படுத்து,varaita
891,fliehen::V,ஓடு,pageta
892,flüchten::V,தப்பிவிடு,pageta
893,flüchten::V,தப்பிவிடு,joksta
894,sehen::V,பார்,nähta
895,anschauen::V,கூர்ந்து கவனி,kacta
896,ansehen::V,கவனி,kacta
897,hören::V,கேள்,kulda
898,zuhören::V,சுவைத்துப் பார்,kundeltas
899,probieren::V,ருசி,mujada
900,riechen::V,முகர்ந்து பார்,rižada
901,fühlen::V,தொட்டுணர்,mujada
902,scheinen::V,காணப்படு,näguda
903,zu sehen sein::V,தோன்றுதல்,näguda
904,vernehmen::V,கேள்,kulištada
905,frieren::V,குதுகுதுகு,kül'mdä
906,tun::V,செய்,tehta
907,können::V,இயல்வது,voida
908,können::V,இயல்வது,mahtta
909,wollen::V,விரும்பு,himoita
910,wollen::V,விரும்பு,tahtoida
911,anfangen::V,தொடங்கு,zavottä
912,anfangen::V,தொடங்கு,augotada
913,beenden::V,முடி,loptä
914,aufhören::V,நிறுத்து,loptas
915,gelingen::V,வெற்றி,lähtta
916,gelingen::V,வெற்றி,tehtas
917,geraten::V,ஏற்படுத்து,tulda
918,öffnen::V,திற,avaita
919,schließen::V,மூடு,saubata
920,stellen::V,வை,panda
921,stellen::V,வை,seižutada
922,setzen::V,வை,ištutada
923,legen::V,பரப்பி வை,panda
924,berühren::V,பதி,koskta
925,berühren::V,பதி,käziduda
926,verbinden::V,சேர்,ühtenzoitta
927,bedecken::V,உறைபோடு,katta
928,bedecken::V,உறைபோடு,peitta
929,aufhängen::V,தொங்கவிடு,riputada
930,anzünden::V,எரியூட்டு,sütutada
931,aufheben::V,பொறுக்கி எடு,leta
932,zurücklassen::V,விட்டுச் செல்,jätta
933,verlieren::V,இழ,kadotada
934,fallen lassen::V,அளவில் குறைவு,kirbotada
935,machen::V,தயார்செய்,säta
936,machen::V,தயார்செய்,tehta
937,herstellen::V,உற்பத்தி செய்,tehta
938,bauen::V,கட்டு,leta
939,bauen::V,கட்டு,sauda
940,reparieren::V,பழுது பார்,koheta
941,verbessern::V,மேம்படுத்து,paremboita
942,ändern::V,மாற்றி அமை,vajehtada
943,graben::V,குழி வெட்டு,kaida
944,graben::V,குழி வெட்டு,čongoida
945,beugen::V,வனை,koverta
946,biegen::V,வனை,painda
947,drehen::V,சுழல்,punotada
948,wenden::V,குடைகவிழு,käta
949,wenden::V,குடைகவிழு,kärauta
950,umdrehen::V,சுற்றும் முற்றும் பார்,käta
951,heben::V,தூக்கு,leta
952,hochheben::V,தூக்கு,libutada
953,ergreifen::V,பறி,tabata
954,halten::V,பிடித்துக் கொள்,pidada
955,drücken::V,அழுத்து,painda
956,schieben::V,தள்ளு,žigutada
957,kratzen::V,கீறு,künstä
958,lecken::V,நக்கு,nolda
959,beißen::V,கடி,purda
960,beißen::V,கடி,hambastada
961,abreißen::V,கிழி,ratketa
962,abschneiden::V,வெட்டி எடு,čapata
963,abschneiden::V,வெட்டி எடு,leikata
964,binden::V,கட்டு,sidoda
965,stecken::V,பதிய வை,čokaita
966,brechen::V,உடை,katkaita
967,klopfen::V,தட்டு,kolkotada
968,hauen::V,அடி,löda
969,kleben::V,ஒட்டு,klejata
970,reiben::V,தேய்,hosta
971,reiben::V,தேய்,törkita
972,reiben::V,தேய்,jorotada
973,streichen::V,பரவச்செய்,voita
974,schleifen::V,அரை,hijoida
975,schleifen::V,அரை,teravzoitta
976,schneiden::V,துண்டாக்கு,leikata
977,rütteln::V,மெல்ல தள்ளு,heilutada
978,schütteln::V,குலுக்கு,pudištada
979,schwenken::V,ஊஞ்சலாடு,maihutada
980,schütten::V,ஊற்று,valada
981,füllen::V,நிரப்பு,täutta
982,einwickeln::V,சுற்று,kärdä
983,tragen::V,எடுத்துச் செல்,kantta
984,tragen::V,எடுத்துச் செல்,kandišta
985,schleppen::V,இழுத்துச் செல்,vedätada
986,ziehen::V,இழு,vedada
987,aufbewahren::V,வைத்துக் கொள்,kaita
988,werfen::V,வீசி எறி,čuta
989,werfen::V,வீசி எறி,tactä
990,fangen::V,பிடி,püta
991,packen::V,பிடித்துக்கொள்,tabata
992,verstecken::V,மறை,peitta
993,teilen::V,பாகங்களாகப் பிரி,jagada
994,schicken::V,அனுப்பு,oigeta
995,bringen::V,கொண்டு வா,veda
996,hinzufügen::V,சேர்,ližata
997,bekommen::V,பெறு,sada
998,erhalten::V,பெறு,sada
999,nehmen::V,எடு,otta
1000,wählen::V,தேர்ந்தெடு,valita
1001,auswählen::V,தேர்ல்தெடு,valita
1002,bewahren::V,கெடாது பேணு,kaita
1003,behindern::V,தடங்கல் செய்,telustada
1004,verderben::V,நாசமாக்கு,travida
1005,beschädigen::V,சேதப்படுத்து,satatada
1006,zerbrechen::V,உடை,mureta
1007,zerreißen::V,கிழி,rebitada
1008,zerstören::V,அழி,mureta
1009,verbrennen::V,எரியூட்டு,poltta
1010,geben::V,கொடு,antta
1011,reichen::V,வழங்கு,antta
1012,schenken::V,மொயத்தல்,lahjoita
1013,versprechen::V,உறுதியளி,toivotada
1014,wünschen::V,ஆசைப்படு,toivotada
1015,loben::V,புகழ்ச்சி கூறு,kitta
1016,küssen::V,முத்தமிடு,tervehtada
1017,wiegen::V,ஆட்டுத்தல்,likutada
1018,zudecken::V,உறைபோடு,katta
1019,wecken::V,எழுப்பு,noustatada
1020,zeigen::V,காட்டு,ozutada
1021,führen::V,வழிகாட்டி,astutada
1022,lehren::V,சொல்லிக் கொடு,opeta
1023,unterrichten::V,அறிவுரை கூறு,opeta
1024,aufziehen::V,வளர்,kazvatada
1025,leiten::V,அழைத்துச் செல்,ohjata
1026,antreiben::V,தூண்டு,rigehtoitta
1027,lassen::V,விடு,käskta
1028,einladen::V,அழை,kucta
1029,vereinigen::V,ஒன்றாகச் சேர்,ühtenzoitta
1030,besuchen::V,வருகை புரி,rižada
1031,treffen::V,சந்தி,vastata
1032,sich versammeln::V,தொகுப்பு,kägeta
1033,sich versammeln::V,தொகுப்பு,sätas
1034,spielen::V,விளையாடு,väta
1035,singen::V,பாடு,pajatada
1036,tanzen::V,நடனமாடு,kargaita
1037,sich trennen::V,தனிப்படடுத்து,erigata
1038,verlassen::V,கைவிடு,jätta
1039,retten::V,காப்பாற்று,päzutada
1040,bewachen::V,காவல் செய்,varjoita
1041,schützen::V,பாதுகாப்பு செய்,kaita
1042,verteidigen::V,எதிர்த்து நில்,kaita
1043,sich schlagen::V,பூசலிடு,torata
1044,schießen::V,சுட்டுக் கொல்,ampta
1045,siegen::V,வெற்றி பெறு,vägestada
1046,ärgern::V,எரிச்சலூட்டு,verdutada
1047,ärgern::V,எரிச்சலூட்டு,rändütada
1048,schlagen::V,அடி,löda
1049,schlagen::V,அடி,iškta
1050,treten::V,உதை,peksta
1051,treten::V,உதை,topsta
1052,stechen::V,கொட்டு,pystiä
1053,stoßen::V,நெருக்கு,iškta
1054,stoßen::V,நெருக்கு,pudištada
1055,stehlen::V,திருடு,vargastada
1056,stören::V,தொல்லைகொடு,keskustada
1057,belästigen::V,தொல்லை கொடு,tartuteldas
1058,verbergen::V,மறை,katelda
1059,täuschen::V,ஏமாற்று,manitada
1060,betrügen::V,ஏமாற்று,manitada
1061,töten::V,கொல்,rikta
1062,töten::V,கொல்,surmita
1063,wohnen::V,தங்கியிரு,eläda
1064,arbeiten::V,வேலை செய்,rata
1065,sammeln::V,ஒன்றுசேர்,kogota
1066,pflücken::V,கொய்து எடு,poimda
1067,jagen::V,வேட்டையாடு,mecata
1068,fischen::V,மீன் பிடி,kalatada
1069,fassen::V,பிடி,tabata
1070,hüten::V,காவல் செய்,paimeta
1071,treiben::V,ஓட்டு,ajada
1072,anbinden::V,கட்டு,küttestada
1073,anbinden::V,கட்டு,sidoda
1074,füttern::V,உணவளி,sötta
1075,melken::V,பால் கற,lüpsta
1076,hacken::V,வெட்டி எடு,sauda
1077,gießen::V,நீர்ப் பாய்ச்சு,valada
1078,reifen::V,பழு,küpseta
1079,zubereiten::V,சமையல் செய்,vaumištada
1080,kochen::V,வேகவை,keitta
1081,backen::V,வெப்பத்தில் வாட்டு,paštta
1082,braten::V,பொரியச் செய்,žarda
1083,umrühren::V,கலக்கு,segoitada
1084,stricken::V,பின்னியிழை,kudoda
1085,nähen::V,தையல் வேலை செய்,ombelta
1086,färben::V,வண்ணம் பெறச் செய்,mujutada
1087,reinigen::V,சுத்தம் செய்,puhtastada
1088,waschen::V,கழுவு,pesta
1089,abwischen::V,துடை,pühktä
1090,spülen::V,அலசு,huhtoida
1091,fegen::V,பெறுக்கு,pühkta
1092,kehren::V,பெறுக்கு,uhoita
1093,baden::V,குளி,kül'ptäs
1094,sich waschen::V,கழுவு,pestas
1095,ausziehen::V,கழற்று,riičta
1096,ausziehen::V,கழற்று,rušta
1097,anziehen::V,புனைதல்,panda päle
1098,anziehen::V,புனைதல்,panda kädehe
1099,anziehen::V,புனைதல்,panda jaugha
1100,sich anziehen::V,உடுத்துதல்,sobdas
1101,kämmen::V,தலை வாரிக் கொள்,harjata
1102,schmücken::V,அழகுபடுத்து,čomitada
1103,sagen::V,சொல்,sanuda
1104,sprechen::V,பேசு,pagišta
1105,reden::V,பெசு,pagišta
1106,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,lodaita
1107,fragen::V,கேள்,küzuda
1108,bitten::V,வேண்டு,pakita
1109,erzählen::V,சொல்,sanuda
1110,erzählen::V,சொல்,starinoita
1111,mitteilen::V,சொல்,tedotada
1112,nennen::V,பெயரிடுதல்,nimitada
1113,rufen::V,கூச்சலிடு,kucta
1114,prahlen::V,தற்பெருமை பேசு,kittäs
1115,übersetzen::V,மொழிபெயர்ப்பு செய்,käta
1116,denken::V,யோசி,meletada
1117,glauben::V,நம்பு,uskta
1118,bemerken::V,கவனி,homaita
1119,erkennen::V,அடையாளம் கண்டுகொள்,tundištada
1120,begreifen::V,பற்றிக்கொள்,tabata
1121,verstehen::V,புரிந்து கொள்,el'geta
1122,verstehen::V,புரிந்து கொள்,toimetada
1123,lernen::V,கற்றுக்கொள்,opetas
1124,wissen::V,தெரிந்திரு,teta
1125,sich erinnern an::V,நினைவு கூர்,johtutada
1126,vergessen::V,மற,unohtada
1127,messen::V,அளவிடு,märita
1128,zählen::V,எண்ணு,lugeda
1129,rechnen::V,கணக்கிடு,lugeda
1130,lesen::V,படி,lugeda
1131,malen::V,வண்ணச்சித்திரம்,pirta
1132,zeichnen::V,வரை,pirta
1133,schreiben::V,எழுது,kirjutada
1134,besitzen::V,உடைமையாகக் கொண்டிரு,omištada
1135,kaufen::V,வாங்கு,ostta
1136,verkaufen::V,விற்பனை செய்,möda
1137,bezahlen::V,இறுத்தல்,maksta
1138,zahlen::V,பணம் செலுத்து,maksta
1139,beherrschen::V,ஆட்சிசெய்,valdoita
1140,ertragen::V,தாங்கு,tirpta
