,Concept_ID,es,hi
334,Sand::N,arena,रेत
335,Sand::N,arena,बालू
336,Mensch::N,hombre,मानव
337,Mensch::N,hombre,इनसान
338,Mensch::N,hombre,मनुष्य
339,Mensch::N,ser humano,मानव
340,Mensch::N,ser humano,इनसान
341,Mensch::N,ser humano,मनुष्य
342,Mann::N,hombre,आदमी
343,Mann::N,hombre,पुरुष
344,Frau::N,mujer,औरत
345,Frau::N,mujer,महिला
346,Frau::N,mujer,स्त्री
347,Kind::N,niño,बाल
348,Kind::N,niño,बच्चा
349,Junge::N,chico,लड़का
350,Junge::N,muchacho,लड़का
351,Mädchen::N,chica,लड़की
352,Mädchen::N,chica,कुमारी
353,Mädchen::N,muchacha,लड़की
354,Mädchen::N,muchacha,कुमारी
355,Familie::N,familia,परिवार
356,Großvater::N,abuelo,दादा
357,Großmutter::N,abuela,नानी
358,Eltern::N,padres,माँ-बाप
359,Eltern::N,padres,माता-पिता
360,Vater::N,padre,बाप
361,Vater::N,padre,पिता
362,Mutter::N,madre,माँ
363,Mutter::N,madre,माता
364,Sohn::N,hijo,बेटा
365,Sohn::N,hijo,पुत्र
366,Tochter::N,hija,बेटी
367,Tochter::N,hija,पुत्री
368,Bruder::N,hermano,भाई
369,Bruder::N,hermano,भ्राता
370,Schwester::N,hermana,बहन
371,Schwester::N,hermana,भगिनी
372,Onkel::N,tío,ताऊ
373,Onkel::N,tío,काका
374,Tante::N,tía,बूआ
375,Tante::N,tía,फूफी
376,Tante::N,tía,ख़ाला
377,Ehemann::N,esposo,पति
378,Ehemann::N,esposo,शौहर
379,Ehefrau::N,esposa,बीवी
380,Freude::N,placer,आनंद
381,Freude::N,placer,प्रसन्नता
382,Freude::N,alegría,आनंद
383,Freude::N,alegría,प्रसन्नता
384,Gelächter::N,risa,हँसी
385,Gelächter::N,risa,क़हक़हा
386,Gelächter::N,carcajada,हँसी
387,Gelächter::N,carcajada,क़हक़हा
388,Glück::N,felicidad,आनंद
389,Glück::N,felicidad,ख़ुशी
390,Kummer::N,pena,शोक
391,Kummer::N,pena,दुःख
392,Wunsch::N,deseo,इच्छा
393,Wunsch::N,deseo,अभिलाषा
394,Lust::N,ganas,चाह
395,Lust::N,ganas,कामना
396,Geist::N,mente,जान
397,Geist::N,mente,प्राण
398,Geist::N,espíritu,जान
399,Geist::N,espíritu,प्राण
400,Gedanke::N,idea,विचार
401,Gedanke::N,pensamiento,विचार
402,Gedächtnis::N,memoria,याददाश्त
403,Gedächtnis::N,memoria,स्मरण-शक्ति
404,Verstand::N,razón,समझ
405,Verstand::N,razón,अक़्ल
406,Verstand::N,razón,बुद्धि
407,Verstand::N,entendimiento,समझ
408,Verstand::N,entendimiento,अक़्ल
409,Verstand::N,entendimiento,बुद्धि
410,Sinn::N,sentido,अर्थ
411,Sinn::N,significado,अर्थ
412,Grund::N,causa,वजह
413,Grund::N,causa,कारण
414,Wahrheit::N,verdad,सत्य
415,Wahrheit::N,verdad,सच्चाई
416,Gespräch::N,conversación,चर्चा
417,Gespräch::N,conversación,वार्ता
418,Gespräch::N,conversación,बात-चीत
419,Märchen::N,cuento,क़िस्सा
420,Erzählung::N,cuento,कथा
421,Erzählung::N,cuento,कहानी
422,Erzählung::N,narración,कथा
423,Erzählung::N,narración,कहानी
424,Nachricht::N,mensaje,सूचना
425,Nachricht::N,mensaje,समाचार
426,Neuigkeit::N,noticia,ख़बर
427,Neuigkeit::N,noticia,समाचार
428,Name::N,nombre,नाम
429,Rätsel::N,acertijo,पहेली
430,Rätsel::N,adivinanza,पहेली
431,Rede::N,discurso,वचन
432,Rede::N,discurso,भाषण
433,Sprache::N,lengua,भाषा
434,Sprache::N,lengua,ज़बान
435,Stimme::N,voz,स्वर
436,Stimme::N,voz,आवाज़
437,Wort::N,palabra,शब्द
438,Wort::N,palabra,लफ़्ज़
439,Zeichen::N,señal,निशान
440,Ruf::N,llamada,पुकार
441,Ruf::N,llamada,आह्वान
442,Lärm::N,ruido,शोर
443,Lärm::N,ruido,हुल्लड़
444,Lärm::N,barullo,शोर
445,Lärm::N,barullo,हुल्लड़
446,Laut::N,sonido,स्वर
447,Laut::N,sonido,ध्वनि
448,Ton::N,tono,सुर
449,Ton::N,tono,स्वर
450,Lied::N,canción,गीत
451,Ruhe::N,calma,आराम
452,Ruhe::N,calma,ख़ामोशी
453,Ruhe::N,silencio,आराम
454,Ruhe::N,silencio,ख़ामोशी
455,Leute::N,gente,लोग
456,Volk::N,pueblo,क़ौम
457,Volk::N,pueblo,प्रजा
458,Arbeit::N,trabajo,काम
459,Gast::N,huésped,अतिथि
460,Gast::N,huésped,मेहमान
461,Gast::N,invitado,अतिथि
462,Gast::N,invitado,मेहमान
463,Geschenk::N,regalo,उपहार
464,Geschenk::N,regalo,तोहफ़ा
465,Spiel::N,juego,खेल
466,Spiel::N,juego,क्रीड़ा
467,Gesellschaft::N,compañía,साथ
468,Hilfe::N,ayuda,मदद
469,Hilfe::N,ayuda,सहायता
470,Hilfe::N,socorro,मदद
471,Hilfe::N,socorro,सहायता
472,Freund::N,amigo,मित्र
473,Kamerad::N,camarada,साथी
474,Kamerad::N,camarada,कामरेड
475,Kamerad::N,compañero,साथी
476,Kamerad::N,compañero,कामरेड
477,Angelegenheit::N,asunto,बात
478,Angelegenheit::N,asunto,मामला
479,Anzahl::N,cantidad,तादाद
480,Anzahl::N,cantidad,संख्या
481,Art::N,tipo,तरह
482,Art::N,tipo,क़िस्म
483,Art::N,clase,तरह
484,Art::N,clase,क़िस्म
485,Stück::N,pieza,फाँक
486,Stück::N,pieza,टुकड़ा
487,Teil::N,parte,भाग
488,Teil::N,parte,हिस्सा
489,Hälfte::N,mitad,अर्धभाग
490,Kreis::N,círculo,चक्कर
491,Kreuz::N,cruz,सलीब
492,Kreuz::N,cruz,क्रूस
493,Linie::N,línea,लाइन
494,Strich::N,raya,लकीर
495,Strich::N,trazo,लकीर
496,Abstand::N,distancia,अंतर
497,Abstand::N,distancia,फ़ासला
498,Entfernung::N,distancia,दूरी
499,Entfernung::N,distancia,फ़ासला
500,Gegend::N,región,इलाक़ा
501,Gegend::N,comarca,इलाक़ा
502,Platz::N,espacio,जगह
503,Platz::N,espacio,स्थान
504,Ort::N,sitio,स्थल
505,Ort::N,sitio,स्थान
506,Seite::N,lado,ओर
507,Seite::N,lado,तरफ़
508,Seite::N,costado,ओर
509,Seite::N,costado,तरफ़
510,Mitte::N,medio,बीच
511,Mitte::N,medio,मध्य
512,Mitte::N,centro,बीच
513,Mitte::N,centro,मध्य
514,Gegenstand::N,objeto,चीज़
515,Gegenstand::N,objeto,पदार्थ
516,Sache::N,cosa,चीज़
517,Sache::N,cosa,वस्तु
518,Rand::N,borde,छोर
519,Rand::N,borde,उपांत
520,Kante::N,borde,कोर
521,Kante::N,borde,किनारा
522,Ecke::N,esquina,कोना
523,Ecke::N,esquina,नुक्कड़
524,Spitze::N,punta,नोक
525,Ende::N,cabo,छोर
526,Ende::N,cabo,सिरा
527,Ende::N,extremo,छोर
528,Ende::N,extremo,सिरा
529,Loch::N,agujero,छेद
530,Loch::N,agujero,सूराख़
531,Loch::N,abertura,छेद
532,Loch::N,abertura,सूराख़
533,Winkel::N,ángulo,कोण
534,Winkel::N,ángulo,कोना
535,Muster::N,dibujo,नमूना
536,Muster::N,dibujo,डिज़ाइन
537,Größe::N,tamaño,परिमाण
538,Größe::N,tamaño,विस्तार
539,Länge::N,longitud,लंबाई
540,Höhe::N,altura,ऊँचाई
541,Höhe::N,altura,उच्चता
542,Höhe::N,altitud,ऊँचाई
543,Höhe::N,altitud,उच्चता
544,Gewicht::N,peso,भार
545,Gewicht::N,peso,वज़न
546,Menge::N,cantidad,मात्रा
547,Haufen::N,montón,ढेर
548,Haufen::N,montón,अंबार
549,Reihe::N,fila,क़तार
550,Reihe::N,fila,पंक्ति
551,Boot::N,bote,नाव
552,Boot::N,bote,नौका
553,Boot::N,barca,नाव
554,Boot::N,barca,नौका
555,Ruder::N,remo,चप्पू
556,Schlitten::N,trineo,बर्फ़-गाड़ी
557,Ski::N,esquí,स्की
558,Lagerfeuer::N,hoguera,अलाव
559,Lagerfeuer::N,hoguera,कैंप-फ़ायर
560,Last::N,carga,भार
561,Gang::N,marcha,चाल
562,Schritt::N,paso,डग
563,Schritt::N,paso,क़दम
564,Norden::N,norte,उत्तर
565,Süden::N,sur,दक्खिन
566,Westen::N,oeste,पश्चिम
567,Osten::N,este,पूरब
568,Holz::N,madera,काठ
569,Holz::N,madera,काष्ठ
570,Brett::N,tabla,पटरा
571,Brett::N,tabla,तख़्ता
572,Platte::N,placa,फलक
573,Platte::N,placa,तख़्ता
574,Platte::N,plancha,फलक
575,Platte::N,plancha,तख़्ता
576,Stütze::N,sostén,टेक
577,Stütze::N,sostén,थूनी
578,Stütze::N,soporte,टेक
579,Stütze::N,soporte,थूनी
580,Stange::N,vara,छड़
581,Stange::N,vara,बाँस
582,Stange::N,percha,छड़
583,Stange::N,percha,बाँस
584,Stock::N,palo,लाठी
585,Stock::N,bastón,लाठी
586,Stab::N,vara,लग्गा
587,Stab::N,bastón,लग्गा
588,Rohr::N,tubo,नल
589,Haus::N,casa,घर
590,Haus::N,casa,मकान
591,Heim::N,hogar,घर
592,Heim::N,hogar,गृह
593,Ofen::N,estufa,चूल्हा
594,Fußboden::N,suelo,फ़र्श
595,Tisch::N,mesa,मेज़
596,Stuhl::N,silla,कुरसी
597,Wiege::N,cuna,पालना
598,Wiege::N,cuna,हिंडोला
599,Bett::N,cama,खाट
600,Bett::N,cama,पलंग
601,Regal::N,estantería,शेल्फ़
602,Kiste::N,caja,पेटी
603,Kiste::N,caja,डिब्बा
604,Fenster::N,ventana,खिड़की
605,Tür::N,puerta,द्वार
606,Tür::N,puerta,दरवाज़ा
607,Tor::N,puerta,फाटक
608,Zaun::N,valla,बाड़ा
609,Zaun::N,cercado,बाड़ा
610,Dach::N,techo,छत
611,Dach::N,techo,छप्पर
612,Dach::N,tejado,छत
613,Dach::N,tejado,छप्पर
614,Leiter::N,escalera,सीढ़ी
615,Besen::N,escoba,झाड़ू
616,Besen::N,escoba,बुहारी
617,Spaten::N,pala,कुदाल
618,Schaufel::N,pala,बेलचा
619,Schaufel::N,pala,फावड़ा
620,Schaufel::N,paleta,बेलचा
621,Schaufel::N,paleta,फावड़ा
622,Gabel::N,tenedor,काँटा
623,Löffel::N,cuchara,चम्मच
624,Messer::N,cuchillo,छुरा
625,Messer::N,cuchillo,चाक़ू
626,Nagel::N,clavo,कील
627,Nagel::N,clavo,मेख़
628,Netz::N,red,जाल
629,Haken::N,gancho,अंकुश
630,Haken::N,corchete,अंकुश
631,Griff::N,asa,मूठ
632,Griff::N,asa,हत्था
633,Griff::N,mango,मूठ
634,Griff::N,mango,हत्था
635,Schloss::N,cerradura,ताला
636,Bild::N,imagen,चित्र
637,Figur::N,figura,मूर्ति
638,Puppe::N,muñeca,पुतली
639,Puppe::N,muñeca,गुड़िया
640,Beutel::N,bolsa,झोला
641,Bündel::N,haz,पुलिंदा
642,Tasche::N,bolso,बेग
643,Tasche::N,bolso,बस्ता
644,Eimer::N,cubo,बाल्टी
645,Deckel::N,tapa,ढक्कन
646,Deckel::N,tapadera,ढक्कन
647,Geschirr::N,vajilla,बरतन-भाँड़े
648,Sack::N,saco,बोरा
649,Tasse::N,taza,प्याला
650,Topf::N,olla,देग़चा
651,Topf::N,marmita,देग़चा
652,Kessel::N,caldera,देग़
653,Kessel::N,caldera,बटलोई
654,Essen::N,comida,खाना
655,Nahrung::N,alimento,भोजन
656,Speise::N,plato,खाना
657,Speise::N,plato,व्यंजन
658,Fleisch::N,carne,मांस
659,Fleisch::N,carne,गोश्त
660,Getreide::N,cereales,अनाज
661,Brei::N,puré,भरता
662,Brei::N,puré,दलिया
663,Brei::N,papilla,भरता
664,Brei::N,papilla,दलिया
665,Brot::N,pan,रोटी
666,Scheibe::N,lonja,कतला
667,Scheibe::N,rebanada,कतला
668,Fett::N,grasa,वसा
669,Fett::N,grasa,चरबी
670,Butter::N,mantequilla,मक्खन
671,Öl::N,aceite,तेल
672,Salz::N,sal,नमक
673,Suppe::N,sopa,सूप
674,Suppe::N,sopa,शोरबा
675,Honig::N,miel,शहद
676,Milch::N,leche,दूध
677,Tee::N,té,चाय
678,Leder::N,cuero,चमड़ा
679,Wolle::N,lana,ऊन
680,Stoff::N,tela,कपड़ा
681,Stoff::N,tejido,कपड़ा
682,Nadel::N,aguja,सूई
683,Faden::N,hilo,डोरा
684,Knopf::N,botón,बटन
685,Knopf::N,botón,घुंडी
686,Knoten::N,nudo,गाँठ
687,Knoten::N,nudo,गुत्थी
688,Farbe::N,pintura,रंग
689,Farbe::N,pintura,वर्ण
690,Kleidung::N,ropa,पहनावा
691,Kleidung::N,vestidos,पहनावा
692,Hemd::N,camisa,कुरता
693,Hemd::N,camisa,क़मीज़
694,Kragen::N,cuello,गरदनी
695,Kragen::N,cuello,गरेबान
696,Ärmel::N,manga,आस्तीन
697,Hose::N,pantalón,पैंट
698,Hose::N,pantalón,पतलून
699,Gürtel::N,cinturón,पेटी
700,Gürtel::N,cinturón,मेखला
701,Mütze::N,gorro,टोपी
702,Schuh::N,zapato,जूता
703,Stiefel::N,bota,बूट
704,Ring::N,anillo,अँगूठी
705,Band::N,cinta,पट्टी
706,Kamm::N,peine,कंघी
707,Spiegel::N,espejo,आईना
708,Spiegel::N,espejo,दर्पण
709,Riemen::N,correa,तसमा
710,Riemen::N,correa,पट्टा
711,Schnur::N,cuerda,डोरी
712,Schnur::N,cuerda,सुतली
713,Leine::N,correa,रस्सी
714,Decke::N,manta,रज़ाई
715,Kissen::N,almohada,तकिया
716,Kissen::N,almohada,गाद्दा
717,Tuch::N,pañuelo,रूमाल
718,Tuch::N,pañuelo,वस्त्र
719,Handtuch::N,toalla,अँगोछा
720,Kraft::N,fuerza,ज़ोर
721,Kraft::N,fuerza,शक्ति
722,Stärke::N,fuerza,बल
723,Stärke::N,fuerza,ताक़त
724,Gesundheit::N,salud,स्वास्थ्य
725,Gesundheit::N,salud,तंदुरुस्ती
726,Krankheit::N,enfermedad,रोग
727,Krankheit::N,enfermedad,बीमारी
728,Schmerz::N,dolor,दर्द
729,Schmerz::N,dolor,पीड़ा
730,Wunde::N,llaga,घाव
731,Wunde::N,llaga,ज़ख़्म
732,Wunde::N,herida,घाव
733,Wunde::N,herida,ज़ख़्म
734,Fieber::N,fiebre,ज्वर
735,Fieber::N,fiebre,बुख़ार
736,Arznei::N,medicina,दवा
737,Arznei::N,medicina,औषाधि
738,Arznei::N,medicamento,दवा
739,Arznei::N,medicamento,औषाधि
740,Brücke::N,puente,पुल
741,Brücke::N,puente,सेतु
742,Brunnen::N,pozo,कुआँ
743,Weide::N,pasto,चरागाह
744,Pfad::N,sendero,पथ
745,Pfad::N,sendero,पगडंडी
746,Weg::N,camino,मार्ग
747,Straße::N,vía,राह
748,Straße::N,vía,रास्ता
749,Straße::N,carretera,राह
750,Straße::N,carretera,रास्ता
751,Dorf::N,aldea,गाँव
752,Dorf::N,aldea,ग्राम
753,Dorf::N,pueblo,गाँव
754,Dorf::N,pueblo,ग्राम
755,Stadt::N,ciudad,शहर
756,Brief::N,carta,ख़त
757,Brief::N,carta,पत्र
758,Brief::N,carta,चिट्ठी
759,Buch::N,libro,किताब
760,Buch::N,libro,पुस्तक
761,Buchstabe::N,letra,अक्षर
762,Buchstabe::N,carácter,अक्षर
763,Zeitung::N,diario,अख़बार
764,Zeitung::N,diario,समाचार-पत्र
765,Zeitung::N,periódico,अख़बार
766,Zeitung::N,periódico,समाचार-पत्र
767,Leben::N,vida,जीवन
768,Leben::N,vida,ज़िंदगी
769,Tod::N,muerte,मौत
770,Tod::N,muerte,मृत्यु
