,Concept_ID,fi,zh
379,Leiter::N,tikkaat,梯子
380,Leiter::N,tikapuut,梯子
381,Besen::N,luuta,扫帚
382,Spaten::N,lapio,铁锹
383,Schaufel::N,lapio,铁锹
384,Gabel::N,haarukka,叉
385,Löffel::N,lusikka,食匙
386,Messer::N,veitsi,刀
387,Nagel::N,naula,钉子
388,Netz::N,verkko,网
389,Haken::N,haka,钩子
390,Haken::N,koukku,钩子
391,Griff::N,ripa,把柄
392,Griff::N,kahva,把柄
393,Schloss::N,lukko,锁
394,Bild::N,kuva,图画
395,Figur::N,kuvio,人像
396,Puppe::N,nukke,娃娃
397,Beutel::N,pussi,袋子
398,Bündel::N,nippu,捆
399,Bündel::N,kimppu,捆
400,Tasche::N,laukku,手提包
401,Eimer::N,sanko,桶
402,Eimer::N,ämpäri,桶
403,Deckel::N,kansi,盖子
404,Geschirr::N,astia,餐具
405,Sack::N,säkki,袋子
406,Tasse::N,kuppi,杯子
407,Topf::N,pata,锅
408,Kessel::N,kattila,水壶
409,Essen::N,syönti,进餐
410,Nahrung::N,ruoka,食物
411,Nahrung::N,ravinto,食物
412,Speise::N,ruoka,菜肴
413,Fleisch::N,liha,肉
414,Getreide::N,vilja,谷物
415,Brei::N,puuro,粥
416,Brot::N,leipä,面包
417,Scheibe::N,viipale,片
418,Fett::N,rasva,脂肪
419,Butter::N,voi,黄油
420,Öl::N,öljy,油
421,Salz::N,suola,盐
422,Suppe::N,keitto,汤
423,Honig::N,hunaja,蜂蜜
424,Milch::N,maito,奶
425,Tee::N,tee,茶
426,Leder::N,nahka,皮革
427,Wolle::N,villa,毛线
428,Stoff::N,kangas,织物
429,Nadel::N,neula,针
430,Faden::N,lanka,线
431,Knopf::N,nappi,纽扣
432,Knoten::N,solmu,结
433,Farbe::N,maali,颜色
434,Kleidung::N,vaatteet,衣服
435,Hemd::N,paita,衬衫
436,Kragen::N,kaulus,领子
437,Ärmel::N,hiha,袖子
438,Hose::N,housut,裤子
439,Gürtel::N,vyö,腰带
440,Mütze::N,lakki,帽子
441,Schuh::N,kenkä,鞋
442,Stiefel::N,saapas,靴子
443,Ring::N,sormus,戒指
444,Band::N,nauha,带子
445,Kamm::N,kampa,梳子
446,Spiegel::N,peili,镜子
447,Riemen::N,hihna,皮带
448,Schnur::N,naru,绳子
449,Schnur::N,nuora,绳子
450,Leine::N,talutushihna,皮带
451,Decke::N,peite,被子
452,Kissen::N,tyyny,软垫
453,Kissen::N,pielus,软垫
454,Tuch::N,huivi,巾
455,Handtuch::N,pyyheliina,手巾
456,Kraft::N,väki,力
457,Kraft::N,voima,力
458,Stärke::N,vahvuus,力量
459,Gesundheit::N,terveys,健康
460,Krankheit::N,tauti,病
461,Krankheit::N,sairaus,病
462,Schmerz::N,kipu,痛
463,Schmerz::N,särky,痛
464,Wunde::N,haava,伤口
465,Fieber::N,kuume,发烧
466,Arznei::N,lääke,药
467,Brücke::N,silta,桥
468,Brunnen::N,kaivo,井
469,Weide::N,laidun,牧场
470,Pfad::N,polku,小路
471,Weg::N,tie,路
472,Straße::N,katu,街
473,Dorf::N,kylä,村庄
474,Stadt::N,kaupunki,城市
475,Brief::N,kirje,信
476,Buch::N,kirja,书
477,Buchstabe::N,kirjain,字母
478,Zeitung::N,lehti,报纸
479,Zeitung::N,sanomalehti,报纸
480,Leben::N,elo,生命
481,Leben::N,elämä,生命
482,Tod::N,kuolema,死亡
483,Grab::N,hauta,坟墓
484,Kirche::N,kirkko,教堂
485,Sünde::N,synti,罪
486,Gott::N,jumala,上帝
487,Arbeiter::N,työläinen,工人
488,Chef::N,päällikkö,上司
489,Meister::N,mestari,师傅
490,Arzt::N,lääkäri,医生
491,Lehrer::N,opettaja,教师
492,Geld::N,raha,钱
493,Geschäft::N,liike,交易
494,Laden::N,puoti,商店
495,Laden::N,kauppa,商店
496,Preis::N,hinta,价格
497,Ware::N,tavara,商品
498,Nutzen::N,hyöty,好处
499,Reichtum::N,rikkaus,财富
500,Welt::N,maailma,世界
501,Land::N,maa,国家
502,Staat::N,valtio,国家
503,König::N,kuningas,国王
504,Macht::N,mahti,权力
505,Grenze::N,raja,边界
506,Krieg::N,sota,战争
507,Feind::N,vihollinen,敌人
508,Gewalt::N,väkivalta,暴力
509,Kampf::N,taistelu,战斗
510,Bogen[Waffe]::N,jousi,弓
511,Pfeil::N,nuoli,箭
512,Gewehr::N,kivääri,枪
513,Fehler::N,vika,错误
514,Fehler::N,virhe,错误
515,Lüge::N,valhe,谎话
516,Schaden::N,vaurio,损失
517,Schaden::N,vahinko,损失
518,Unglück::N,vahinko,不幸
519,Unglück::N,onnettomuus,不幸
520,Schuld::N,syy,过错
521,Alter::N,ikä,年龄
522,Schluss::N,loppu,结束
523,Zeit::N,aika,时间
524,Tag::N,päivä,天
525,Morgen::N,aamu,早晨
526,Morgen::N,huomen,早晨
527,Mittag::N,keskipäivä,中午
528,Abend::N,ilta,晚上
529,Nacht::N,yö,夜
530,Woche::N,viikko,星期
531,Monat::N,kuukausi,月
532,Jahr::N,vuosi,年
533,Frühling::N,kevät,春天
534,Sommer::N,kesä,夏天
535,Herbst::N,syksy,秋天
536,Winter::N,talvi,冬天
537,Januar::N,tammikuu,一月
538,Februar::N,helmikuu,二月
539,März::N,maaliskuu,三月
540,April::N,huhtikuu,四月
541,Mai::N,toukokuu,五月
542,Juni::N,kesäkuu,六月
543,Juli::N,heinäkuu,七月
544,August::N,elokuu,八月
545,September::N,syyskuu,九月
546,Oktober::N,lokakuu,十月
547,November::N,marraskuu,十一月
548,Dezember::N,joulukuu,十二月
549,Montag::N,maanantai,星期一
550,Dienstag::N,tiistai,星期二
551,Mittwoch::N,keskiviikko,星期三
552,Donnerstag::N,torstai,星期四
553,Freitag::N,perjantai,星期五
554,Samstag::N,lauantai,星期六
555,Sonntag::N,sunnuntai,星期日
556,groß::A,iso,大
557,groß::A,suuri,大
558,klein::A,pieni,小
559,lang::A,pitkä,长
560,kurz::A,lyhyt,短
561,breit::A,leveä,宽
562,schmal::A,kapea,细长的
563,dicht::A,taaja,密
564,dick[Gegenstand]::A,paksu,厚
565,dünn::A,ohut,薄
566,fein::A,hieno,细小
567,fest::A,luja,固体
568,flach::A,litteä,平坦
569,flach::A,tasainen,平坦
570,glatt::A,sileä,光滑
571,glatt::A,siloinen,光滑
572,hart::A,kova,硬
573,weich::A,pehmeä,软
574,rund::A,pyöreä,圆
575,spitz::A,terävä,尖
576,scharf::A,terävä,锋利
577,stumpf::A,tylsä,钝
578,schwer::A,raskas,重
579,schwer::A,painava,重
580,schön::A,kaunis,美丽
581,heiß::A,kuuma,烫
582,warm::A,lämmin,暖和
583,kalt::A,kylmä,冷
584,kalt::A,viluinen,冷
585,kühl::A,viileä,凉
586,frisch::A,tuore,新鲜
587,feucht::A,kostea,潮湿
588,nass::A,märkä,湿
589,trocken::A,kuiva,干
590,voll::A,täysi,满
591,leer::A,tyhjä,空
592,offen::A,avonainen,敞开
593,geschlossen::A,suljettu,关闭
594,sauber::A,puhdas,干净
595,schmutzig::A,likainen,肮脏
596,roh::A,raaka,生
597,reif::A,kypsä,成熟
598,lecker::A,herkullinen,好吃
599,süß::A,makea,甜
600,bitter::A,karvas,苦
601,bitter::A,kitkerä,苦
602,sauer::A,hapan,酸
603,hell::A,kirkas,亮
604,hell::A,valoisa,亮
605,dunkel::A,pimeä,阴暗
606,schwarz::A,musta,黑
607,weiß::A,valkea,白
608,rot::A,punainen,红
609,gelb::A,keltainen,黄
610,blau::A,sininen,蓝
611,grün::A,vihreä,绿
612,grau::A,harmaa,灰色
613,bunt::A,kirjava,五彩
614,billig::A,halpa,便宜
615,billig::A,huokea,便宜
616,teuer::A,kallis,贵
617,wertvoll::A,arvokas,贵重
618,blind::A,sokea,瞎
619,taub::A,kuuro,聋
620,kräftig::A,väkevä,强壮
621,kräftig::A,voimakas,强壮
622,stark::A,vahva,强壮
623,schwach::A,heikko,弱
624,fett::A,lihava,胖
625,schlank::A,hoikka,苗条
626,schlank::A,solakka,苗条
627,hübsch::A,soma,漂亮
628,hübsch::A,sievä,漂亮
629,böse::A,paha,邪恶
630,böse::A,häijy,邪恶
631,dumm::A,tyhmä,笨
632,dumm::A,typerä,笨
633,faul::A,laiska,懒惰
634,fleißig::A,ahkera,勤奋
635,geizig::A,saita,吝啬
636,klug::A,älykäs,聪明
637,geschickt::A,taitava,灵巧
638,lieb::A,rakas,可爱
639,lustig::A,hauska,快乐
640,lustig::A,iloinen,快乐
641,sanft::A,lauha,柔和
642,sanft::A,lempeä,柔和
643,hungrig::A,nälkäinen,饥饿
644,krank::A,sairas,患病
645,nackt::A,alaston,裸体
646,traurig::A,surullinen,悲哀
647,traurig::A,murheellinen,悲哀
648,lebendig::A,elävä,活
649,gut::A,hyvä,好
650,schlecht::A,paha,坏
651,schlecht::A,huono,坏
652,richtig::A,oikea,正确
653,schlimm::A,paha,糟糕
654,wahr::A,tosi,真
655,alt::A,vanha,旧
656,neu::A,uusi,新
657,ehemalig::A,entinen,以前
658,ehemalig::A,muinainen,以前
659,alt[Lebewesen]::A,vanha,老
660,jung::A,nuori,年轻
661,arm::A,köyhä,贫穷
662,reich::A,rikas,富裕
663,bekannt::A,tuttu,出名
664,bekannt::A,tunnettu,出名
665,berühmt::A,kuuluisa,著名
666,fremd::A,vieras,陌生
667,verschieden::A,eri,不同
668,verschieden::A,erilainen,不同
669,nah::A,läheinen,近
670,fern::A,etäinen,遥远
671,linker::A,vasen,左
672,rechter::A,oikea,右
673,anderer::A,muu,别的
674,anderer::A,toinen,别的
675,erster::A,ensimmäinen,第一
676,zweiter::A,toinen,第二
677,dritter::A,kolmas,第三
678,letzter::A,viimeinen,最后
679,allein::ADV,yksin,单独
680,auf einmal::ADV,yhdellä kertaa,同时
681,zusammen::ADV,yhdessä,一起
682,lange::ADV,kauan,许久
683,lange::ADV,pitkään,许久
684,plötzlich::ADV,äkkiä,忽然
685,sofort::ADV,heti,立刻
686,später::ADV,myöhemmin,以后
687,jetzt::ADV,nyt,现在
688,heute::ADV,tänään,今天
689,morgen::ADV,huomenna,明天
690,bald::ADV,pian,即将
691,dann::ADV,sitten,然后
692,gestern::ADV,eilen,昨天
693,einst::ADV,aikanaan,曾经
694,damals::ADV,silloin,当时
695,damals::ADV,siihen aikaan,当时
696,danach::ADV,sen jälkeen,随后
697,vorher::ADV,ennen,事先
698,zuerst::ADV,ensin,首先
699,zuerst::ADV,ensiksi,首先
700,einmal::ADV,kerran,一次
701,manchmal::ADV,joskus,有时
702,oft::ADV,usein,时常
703,immer::ADV,aina,总是
704,niemals::ADV,ei koskaan,从未
705,hier::ADV,tässä,这里
706,hier::ADV,täällä,这里
707,hierhin::ADV,tähän,到这里
708,von hier::ADV,tästä,由此
709,von hier::ADV,täältä,由此
710,dort::ADV,siinä,那里
711,dort::ADV,siellä,那里
712,dorthin::ADV,sinne,到那里
713,dorthin::ADV,tuonne,到那里
714,geradeaus::ADV,suoraan,一直往前
715,vorwärts::ADV,eteenpäin,向前
716,rückwärts::ADV,taaksepäin,向后
717,zurück::ADV,takaisin,退后
718,unten::ADV,alhaalla,下面
719,hinab::ADV,alas,向下
720,oben::ADV,ylhäällä,上面
721,hinauf::ADV,ylös,向上
722,überall::ADV,kaikkialla,到处
723,nicht::ADV,ei,不
724,ein wenig::ADV,vähän,一点儿
725,kaum::ADV,tuskin,几乎不
726,sehr::ADV,kovin,很
727,sehr::ADV,oikein,很
728,so::ADV,näin,如此
729,noch::ADV,vielä,还
730,nur::ADV,vain,只
731,nur::ADV,ainoastaan,只
732,schon::ADV,jo,已经
733,wieder::ADV,taas,又
734,wieder::ADV,jälleen,又
735,vergebens::ADV,turhaan,
736,vor::PRP,edessä,在...面前
737,hinter::PRP,takana,在...背后
738,unter::PRP,alla,在...下面
739,durch::PRP,läpi,穿过
740,durch::PRP,kautta,穿过
741,neben::PRP,vieressä,在...旁
742,zwischen::PRP,välillä,在...之间
743,wegen::PRP,takia,由于
744,wegen::PRP,vuoksi,由于
745,dies::PRN,tämä,这
746,das::PRN,se,那
747,alles::PRN,kaikki,一切
748,ich::PRN,minä,我
749,du::PRN,sinä,你
750,er::PRN,hän,他
751,wir::PRN,me,我们
752,ihr::PRN,te,你们
753,sie::PRN,he,她
754,was::FPRN,mikä,什么
755,wer::FPRN,ken,谁
756,wer::FPRN,kuka,谁
757,wo::FADV,missä,哪里
758,wohin::FADV,mihin,去哪里
759,wie::FADV,miten,怎么
760,wie::FADV,kuinka,怎么
761,warum::FADV,miksi,为什么
762,wieviel::FNUM,paljonko,多少
763,wieviel::FNUM,kuinka paljon,多少
764,eins::NUM,yksi,一
765,zwei::NUM,kaksi,二
766,drei::NUM,kolme,三
767,vier::NUM,neljä,四
768,fünf::NUM,viisi,五
769,sechs::NUM,kuusi,六
770,sieben::NUM,seitsemän,七
771,acht::NUM,kahdeksan,八
772,neun::NUM,yhdeksän,九
773,zehn::NUM,kymmenen,十
774,elf::NUM,yksitoista,十一
775,zwölf::NUM,kaksitoista,十二
776,zwanzig::NUM,kaksikymmentä,二十
777,dreißig::NUM,kolmekymmentä,三十
778,vierzig::NUM,neljäkymmentä,四十
779,fünfzig::NUM,viisikymmentä,五十
780,sechzig::NUM,kuusikymmentä,六十
781,siebzig::NUM,seitsemänkymmentä,七十
782,achtzig::NUM,kahdeksankymmentä,八十
783,neunzig::NUM,yhdeksänkymmentä,九十
784,hundert::NUM,sata,百
785,tausend::NUM,tuhat,千
786,und::CNJ,ja,和
787,oder::CNJ,tai,或者
788,stehen::V,seisoa,站
789,sitzen::V,istua,坐
790,liegen::V,maata,躺着
791,hängen::V,riippua,挂着
792,werden::V,tulla,成为
793,werden::V,joutua,成为
794,passieren::V,sattua,发生
795,passieren::V,tapahtua,发生
796,beginnen::V,alkaa,开始
797,enden::V,loppua,终止
798,enden::V,päättyä,终止
799,wechseln::V,vaihtua,变迁
800,wechseln::V,vaihdella,变迁
801,aufgehen[Sonne]::V,nousta,升起
802,untergehen[Sonne]::V,laskea,下落
803,scheinen[Sonne]::V,paistaa,照射
804,donnern::V,jyristä,打雷
805,wehen::V,tuulla,飘扬
806,wehen::V,puhaltaa,飘扬
807,strömen::V,virrata,流
808,fließen::V,valua,流动
809,fließen::V,juosta,流动
810,sich drehen::V,pyöriä,转动
811,schwanken::V,horjua,摇摆
812,schwingen::V,heilua,摇
813,schwingen::V,värähdellä,摇
814,fallen::V,pudota,坠落
815,fallen::V,langeta,坠落
816,brennen::V,palaa,燃烧
817,rauchen::V,savuta,冒烟
818,regnen::V,sataa,下雨
819,gefrieren::V,jäätyä,结冰
820,tauen::V,sulaa,融化
821,schmelzen::V,sulaa,溶化
822,trocknen::V,kuivua,变干
823,sieden::V,kiehua,煮
824,faulen::V,mädätä,腐烂
825,verfaulen::V,mädätä,腐烂
826,verfaulen::V,mädäntyä,腐烂
827,reißen::V,revetä,撕
828,versinken::V,upota,下沉
829,versinken::V,vajota,下沉
830,vergehen::V,kulua,流逝
831,erscheinen::V,ilmestyä,出现
832,verschwinden::V,kadota,消失
833,sinken::V,vajota,下降
834,abnehmen::V,vähetä,减少
835,zunehmen::V,kasvaa,增加
836,zunehmen::V,lisääntyä,增加
837,steigen::V,nousta,上升
