,Concept_ID,lbe,sl
736,manchmal::ADV,ваксса-таксса,včásih
737,oft::ADV,чӏявуну,pogósto
738,immer::ADV,мудан,védno
739,immer::ADV,мудан,zméraj
740,immer::ADV,даиман,védno
741,immer::ADV,даиман,zméraj
742,niemals::ADV,тачӏав,nikdàr
743,hier::ADV,шикку,tù
744,hier::ADV,шикку,túkaj
745,hierhin::ADV,шиккун,sèmkaj
746,von hier::ADV,шичча,od tú
747,dort::ADV,гикку,tàm
748,dorthin::ADV,тиккун,tjà
749,geradeaus::ADV,тӏайланм,rávno napréj
750,vorwärts::ADV,хьхьичӏунмай,napréj
751,rückwärts::ADV,махъа-хьхьичӏунмай,zádaj
752,zurück::ADV,махъунмай,nazáj
753,unten::ADV,лув,dôli
754,unten::ADV,лув,spôdaj
755,hinab::ADV,бакӏ-ялавай,dôl
756,hinab::ADV,бакӏъялавай,dôl
757,oben::ADV,ялув,gôri
758,oben::ADV,ялув,zgôraj
759,hinauf::ADV,лавай,gôr
760,überall::ADV,гьариий,povsód
761,überall::ADV,хьу-хьуний,povsód
762,überall::ADV,гьарца кӏанай,povsód
763,nicht::ADV,къа-,ne
764,ein wenig::ADV,чанни,málo
765,ein wenig::ADV,ца чансса,málo
766,kaum::ADV,дахьа,kómaj
767,sehr::ADV,оьну,zeló
768,sehr::ADV,гужну,zeló
769,sehr::ADV,хъинну,zeló
770,so::ADV,укукн,takó
771,noch::ADV,гьала,še
772,noch::ADV,уттигу,še
773,noch::ADV,цакьинва,še
774,noch::ADV,ттигу-шилагу,še
775,nur::ADV,анжагь,samó
776,wieder::ADV,цӏуницӏа,spét
777,vergebens::ADV,аьдада,zamàn
778,vergebens::ADV,аьдада,zastónj
779,vergebens::ADV,нахӏакь,zamàn
780,vergebens::ADV,нахӏакь,zastónj
781,vor::PRP,хьхьичӏ,pred
782,hinter::PRP,махъ,za
783,unter::PRP,лув,pod
784,durch::PRP,-х,skózi
785,neben::PRP,чӏарав,kràj
786,neben::PRP,чӏарав,póleg
787,zwischen::PRP,дянив,med
788,zwischen::PRP,дянив,izmed
789,wegen::PRP,цӏаний,zarádi
790,dies::PRN,ва,tó
791,das::PRN,та,tó
792,das::PRN,кӏа,tó
793,das::PRN,га,tó
794,alles::PRN,щала,vsè
795,ich::PRN,на,jàz
796,du::PRN,ина,tí
797,er::PRN,му,òn
798,wir::PRN,жу,mí
799,ihr::PRN,зу,ví
800,was::FPRN,ци,káj
801,wer::FPRN,цу,kdó
802,wo::FADV,чув,kjé
803,wohin::FADV,чун,kám
804,wie::FADV,цукун,kakó
805,warum::FADV,цан,zakáj
806,wieviel::FNUM,циксса,kóliko
807,eins::NUM,ца,êden
808,zwei::NUM,кӏива,dvá
809,drei::NUM,шамма,trí
810,vier::NUM,мукьа,štíri
811,vier::NUM,мукьва,štíri
812,fünf::NUM,ххюва,pét
813,sechs::NUM,ряхва,šést
814,sieben::NUM,арула,sédem
815,acht::NUM,мяйва,ósem
816,neun::NUM,урчӏва,devét
817,zehn::NUM,ацӏва,desét
818,elf::NUM,ацӏния цава,enájst
819,zwölf::NUM,ацӏиия кӏива,dvánajst
820,zwanzig::NUM,кьува,dvájset
821,dreißig::NUM,зувира,trídeset
822,vierzig::NUM,мукьцӏала,štírideset
823,fünfzig::NUM,ххюцӏала,pétdeset
824,sechzig::NUM,ряхцӏала,šéstdeset
825,achtzig::NUM,мяйцӏала,ósemdeset
826,neunzig::NUM,урчӏцӏала,devétdeset
827,hundert::NUM,ттурш,stó
828,hundert::NUM,ттуршва,stó
829,tausend::NUM,азарва,tísoč
830,und::CNJ,-гу,in
831,oder::CNJ,я,áli
832,oder::CNJ,ягу,áli
833,stehen::V,ацӏан,státi
834,sitzen::V,щяивкӏун икӏан,sedéti
835,liegen::V,утту нвхьуну икӏан,ležáti
836,hängen::V,зурчӏай тӏун,viséti
837,werden::V,хьун,postáti
838,passieren::V,хьун,zgodíti se
839,beginnen::V,дайдишин,začéti se
840,beginnen::V,дайдирхьуну дикӏан,začéti se
841,enden::V,къуртал дан,končáti se
842,wechseln::V,даххана хьун,ménjati se
843,wechseln::V,даххана дуллан,ménjati se
844,aufgehen[Sonne]::V,буклай бур,vzíti
845,untergehen[Sonne]::V,лаглай бур,zaíti
846,scheinen[Sonne]::V,битан,sijáti
847,scheinen[Sonne]::V,чани буллан,sijáti
848,donnern::V,тӏий бур,grméti
849,wehen::V,бишлай бур,píhati
850,strömen::V,экьинан,líti
851,fließen::V,экьинан,têči
852,sich drehen::V,гьанан,vrtéti se
853,schwanken::V,хъюлчу тӏун,kolébati
854,schwanken::V,хӏуркку тӏун,kolébati
855,schwingen::V,хъюлчай тӏун,níhati
856,schwingen::V,хъюлчу тӏун,níhati
857,fallen::V,багьлан,pádati
858,brennen::V,ччучлан,goréti
859,rauchen::V,пуркӏу тӏун,kadíti se
860,regnen::V,лачӏун,deževáti
861,regnen::V,лачIлай дур,deževáti
862,gefrieren::V,микӏ лачӏун,zmŕzniti
863,tauen::V,баслан,tájati
864,schmelzen::V,баслан,kopnéti
865,trocknen::V,кьакьан,sušíti se
866,sieden::V,щаран,kipéti
867,faulen::V,аьллан,gníti
868,verfaulen::V,аьллан,zgníti
869,verfaulen::V,аьян,zgníti
870,reißen::V,ххя дукан,tŕgati se
871,versinken::V,оькьлан,pogrézniti se
872,versinken::V,оькьан,pogrézniti se
873,vergehen::V,лялиян,miníti
874,erscheinen::V,буккан,pojáviti se
875,erscheinen::V,загьир хьун,pojáviti se
876,verschwinden::V,бат хьун,izgíniti
877,verschwinden::V,акъа хьун,izgíniti
878,sinken::V,чахь учин,péšati
879,abnehmen::V,чан хьун,pojémati
880,abnehmen::V,ссуссукьу хьун,pojémati
881,zunehmen::V,гьарза хьун,véčati se
882,zunehmen::V,гьарза хьун,množíti se
883,steigen::V,гьаз хьун,dvígati se
884,wachsen::V,ххяххан,rásti
885,glänzen::V,цӏай буккан,sijáti
886,funkeln::V,цӏай-цӏай тӏун,ískriti se
887,lärmen::V,чӏу буллан,ropotáti
888,lärmen::V,чӏу буллан,razgrájati
889,lärmen::V,аьлагъужа буллан,ropotáti
890,lärmen::V,аьлагъужа буллан,razgrájati
891,läuten::V,занг ришлан,zvoníti
892,läuten::V,занг дуллан,zvoníti
893,klingeln::V,занг ришлан,zvončkljáti
894,klingeln::V,занг дуллан,zvončkljáti
895,brausen::V,никъащилан,šuméti
896,rauschen::V,щурщур тӏун,šuštéti
897,rauschen::V,щурщур тӏун,šelestéti
898,klingen::V,чӏу буклан,zvenéti
899,bellen::V,хӏап тӏун,lájati
900,blasen::V,уф тӏун,píhniti
901,pfeifen::V,щютӏа тӏун,pískati
902,pfeifen::V,щютӏа тӏун,žvížgati
903,schreien::V,чӏу бан,kričáti
904,stöhnen::V,угь-къак тӏун,stókati
905,zittern::V,зурзу чин,drgetáti
906,zittern::V,зурзу тӏун,drgetáti
907,leben::V,ялапар хъанан,živéti
908,geboren werden::V,ан,rodíti se
909,atmen::V,ссихӏ ласлан,díhati
910,atmen::V,ссихӏ бигьлан,díhati
911,trinken::V,хӏачӏан,píti
912,trinken::V,хӏачӏлан,píti
913,essen::V,канан,jésti
914,schlucken::V,кьюлтӏа тӏун,požírati
915,müde werden::V,аьхчӏин,péšati
916,müde werden::V,аьхчӏин,utrúditi se
917,einschlafen::V,шанан икӏан,zaspáti
918,schlafen::V,шанан,spáti
919,aufwachen::V,чантӏ учин,zbudíti se
920,aufstehen::V,бизан,vstáti
921,sich erholen::V,бигьалаган,oddahníti se
922,krank werden::V,къашай хьун,oboléti
923,krank sein::V,къашай хъанан,bíti bolán
924,krank sein::V,къашавай икӏан,bíti bolán
925,schmerzen::V,цӏун,boléti
926,husten::V,хъугьу чин,kášljati
927,husten::V,хъугьу тӏун,kášljati
928,genesen::V,хъин хьун,okrévati
929,genesen::V,сагъ лаган,okrévati
930,sterben::V,ивчӏан,umréti
931,umkommen::V,лиллан,pogíniti
932,umkommen::V,литӏлан,pogíniti
933,umkommen::V,ажал биян,pogíniti
934,umkommen::V,личӏи хьун,pogíniti
935,umkommen::V,иакьлу хьун,pogíniti
936,umkommen::V,ахир жан хъанан,pogíniti
937,umkommen::V,рухӏирачӏа икӏан,pogíniti
938,sich bewegen::V,сукку хьун,zganíti se
939,sich rühren::V,сукку хьун,premakníti se
940,sich erheben::V,бизан,vstájati
941,sich erheben::V,бизан,vzdígniti se
942,sich setzen::V,щяикӏан,sésti
943,sich setzen::V,щябикӏан,sésti
944,hinfallen::V,багьан,pásti dôl
945,laufen::V,занан,hodíti
946,schreiten::V,ша ласлан,stópati
947,spazierengehen::V,сайр буллан,na sprehòd íti
948,eilen::V,анавар буккан,drvéti
949,sich beeilen::V,анавар буккан,hitéti
950,sausen::V,никъа щилан,dírkati
951,sausen::V,никъа щун,dírkati
952,rennen::V,лечлан,dírjati
953,springen::V,тӏанкӏ дан,skákati
954,klettern::V,лахълан,plézati
955,schaukeln::V,гьайжак бигьлан,kolébati
956,kriechen::V,ххярк тӏун,pláziti se
957,schwimmen::V,гьузун,plávati
958,tauchen::V,лултту уккан,potápljati se
959,rudern::V,бяхлан,vesláti
960,rudern::V,батӏлан,vesláti
961,rudern::V,ххялаххи дуклан,vesláti
962,fahren::V,гьан,vozíti se
963,fahren::V,гьан,peljáti se
964,fliegen::V,лехлан,létati
965,gehen::V,нан,íti
966,weggehen::V,ялагьан,odíti
967,abfahren::V,гьан,odpeljáti se
968,anhalten::V,бацӏан,ustáviti se
969,hineingehen::V,буххан,íti nóter
970,eintreten::V,буххан,vstopíti
971,kommen::V,учӏан,príti
972,ankommen::V,биян,prispéti
973,ankommen::V,биян,prihájati
974,ankommen::V,бучӏан,prispéti
975,ankommen::V,бучӏан,prihájati
976,zurückkommen::V,зана хъун,vrníti se
977,zurückkommen::V,зана бикӏан,vrníti se
978,bleiben::V,личӏан,ostáti
979,warten::V,ялугьлан,čákati
980,erwarten::V,ялугьлан,pričakováti
981,suchen::V,луглан,iskáti
982,finden::V,лякъин,nájti
983,versuchen::V,ххал буллан,poskúšati
984,vorbereiten::V,хӏадур бан,pripráviti
985,lieben::V,эшкьи хьуиу бикӏан,ljubíti
986,mögen::V,ххиран бикӏан,márati
987,lachen::V,хъян,smejáti se
988,weinen::V,аьтӏун,jókati
989,weinen::V,аьтӏун,plákati
990,schimpfen::V,дяъван,psováti
991,schimpfen::V,дяъван,zmérjati
992,schimpfen::V,ссугайи агьан,psováti
993,schimpfen::V,ссугайи агьан,zmérjati
994,sich ärgern::V,ссибизлан,jezíti se
995,sich fürchten::V,ингъауслан,báti se
996,fürchten::V,хӏучӏ тӏун,báti se
997,fliehen::V,ака бан,bežáti
998,flüchten::V,лихъан,pobégniti
999,sehen::V,чӏалан,vídeti
1000,anschauen::V,урган,oglédati
1001,ansehen::V,буруглан,glédati
1002,hören::V,баллан,slíšati
1003,zuhören::V,вичӏи дихьлан,poslúšati
1004,probieren::V,тӏин ххал буллан,poskúšati
1005,riechen::V,ссунтӏа тӏун,dúhati
1006,fühlen::V,дакӏнил буслан,čutíti
1007,scheinen::V,ххан,zdéti se
1008,scheinen::V,бизан,zdéti se
1009,scheinen::V,ххан бикӏлай бикӏан,zdéti se
1010,vernehmen::V,баян,čúti
1011,frieren::V,лигьулул хъанан,zébsti
1012,tun::V,бан,délati
1013,können::V,хьун,môči
1014,anfangen::V,дайдишин,začéti
1015,beenden::V,къуртал бан,dokončáti
1016,aufhören::V,кьабагьан,prenéhati
1017,gelingen::V,бюхъан,uspéti
1018,gelingen::V,бюхъан,posréčiti se
1019,öffnen::V,тӏитӏин,odpréti
1020,schließen::V,лакьин,zapréti
1021,stellen::V,дацӏан дан,postáviti
1022,stellen::V,бишин,postáviti
1023,setzen::V,щяитан,posadíti
1024,legen::V,бишин,položíti
1025,berühren::V,ка щун,dotíkati se
1026,verbinden::V,бахӏин,obvézati
1027,verbinden::V,дахӏин,obvézati
1028,bedecken::V,ялтту бущин,pokríti
1029,bedecken::V,ялтту бакьин,pokríti
1030,aufhängen::V,лахъан,obésiti
1031,anzünden::V,лахъан,zažgáti
1032,aufheben::V,гьаз бан,vzdígniti
1033,zurücklassen::V,кьаитан,zapustíti
1034,zurücklassen::V,битан,zapustíti
1035,verlieren::V,дакъа дан,izgubíti
1036,fallen lassen::V,рутан,navréči
1037,machen::V,дан,naredíti
1038,machen::V,дан,napráviti
1039,herstellen::V,яраг ишла бувиу бан,izdélati
1040,bauen::V,дан,gradíti
1041,reparieren::V,дакьин дан,popráviti
1042,verbessern::V,ххуй дан,izbóljšati
1043,ändern::V,баххана бан,spremeníti
1044,graben::V,дуклан,kopáti
1045,graben::V,дуклан,grêbsti
1046,beugen::V,лахӏан бан,upogníti
1047,beugen::V,кьус бикӏан,upogníti
1048,biegen::V,баччин,zavíjati
1049,biegen::V,лахӏан бан,zavíjati
1050,drehen::V,гьанан,vrtéti
1051,wenden::V,кӏура баен бан,obrníti
1052,umdrehen::V,кӏура баен бан,zasúkati
1053,heben::V,гьаз бан,dvígati
1054,hochheben::V,гьаз бан,privzdígniti
1055,ergreifen::V,хъап дан,zgrábiti
1056,ergreifen::V,хъап увиу угьан,zgrábiti
1057,halten::V,бугьлан,držáti
1058,drücken::V,кьюч бигьлан,tiščáti
1059,schieben::V,щун,ríniti
1060,lecken::V,ланцӏа тӏун,lízati
1061,beißen::V,хъапа тӏун,grísti
1062,beißen::V,кьацӏа тӏун,grísti
1063,abreißen::V,буцан,odtŕgati
1064,abschneiden::V,бухъан,odrézati
1065,abschneiden::V,кьукьин,odrézati
1066,binden::V,бахӏин,vézati
1067,binden::V,дахӏин,vézati
1068,brechen::V,гъагъан,lomíti
1069,klopfen::V,кьутӏа тӏун,tólči
1070,hauen::V,рищун,séči
1071,kleben::V,лачӏун буллан,lépiti
1072,reiben::V,ссуку буллан,tréti
1073,reiben::V,ссуку буллан,dŕgniti
1074,streichen::V,дугъан,namázati
1075,streichen::V,аьгъу дан,namázati
1076,schneiden::V,духълан,rézati
1077,schneiden::V,кьукьлан,rézati
1078,schütteln::V,хъюлчу буллан,majáti
1079,schwenken::V,палцӏ дуллан,obrníti
1080,schütten::V,рутӏин,sípati
1081,füllen::V,буцӏин бан,napolníti
1082,einwickeln::V,кай-кай бан,zavíti
1083,tragen::V,ларсун занан,nêsti
1084,tragen::V,ларсун ачин,nêsti
1085,schleppen::V,ххилан,vláčiti
1086,aufbewahren::V,ядан,shranjeváti
1087,aufbewahren::V,ядуллан,shranjeváti
1088,werfen::V,личин,lúčati
1089,fangen::V,бугьан,ujéti
1090,fangen::V,бугьлан,ujéti
1091,verstecken::V,ладитан,skríti
1092,verstecken::V,кьюлтӏ дан,skríti
1093,verstecken::V,дахьлаган дан,skríti
1094,teilen::V,бачӏин,razdelíti
1095,teilen::V,бутӏа бан,razdelíti
1096,schicken::V,тӏайла буккан,pošíljati
1097,bringen::V,диян дан,prinêsti
1098,hinzufügen::V,ххи бан,pristáviti
1099,bekommen::V,ласун,dobíti
1100,erhalten::V,ласун,prejéti
1101,nehmen::V,ласун,vzéti
1102,wählen::V,бувчӏин,izbírati
1103,auswählen::V,бувчӏин,izbráti
1104,auswählen::V,язи бугьан,izbráti
1105,bewahren::V,ядан,ohraníti
1106,behindern::V,дайщишруду дуллан,ovírati
1107,verderben::V,зия дан,pokváriti
1108,beschädigen::V,зарал буллан,poškodováti
1109,zerbrechen::V,гьагъан,razlomíti
1110,zerbrechen::V,гьагъан бан,razlomíti
1111,zerreißen::V,ххяхха дуккан,raztŕgati
1112,zerstören::V,лекьан дан,razrúšiti
1113,verbrennen::V,ччуччин,sežgáti
1114,geben::V,дулун,dáti
1115,reichen::V,дулун,séči
1116,reichen::V,дулун,molíti
1117,schenken::V,пишкаш дан,podáriti
1118,schenken::V,багъишла дан,podáriti
1119,schenken::V,ихӏсандалун дуллун,podáriti
1120,versprechen::V,банна чин,obljubíti
1121,loben::V,цӏа дан,hváliti
1122,küssen::V,ппай тӏун,poljubováti
1123,wiegen::V,гьуркку тӏун,zíbati
1124,wiegen::V,гьуркку буллан,zíbati
1125,wiegen::V,гьуркку бан,zíbati
1126,wecken::V,чантӏ учин ан,zbudíti
1127,zeigen::V,ккаккан бан,pokázati
1128,führen::V,буцин,vêsti
1129,lehren::V,лахьхьин бан,učíti
1130,lehren::V,лахьхьин буллан,učíti
1131,unterrichten::V,дарс дишаван,poučeváti
1132,aufziehen::V,хъуна ан,vzgojíti
1133,aufziehen::V,тарбия ан,vzgojíti
1134,leiten::V,каялувшиву дан,uprávljati
1135,einladen::V,хъамалу оьвчин,povábiti
1136,vereinigen::V,ца бан,zdrúžiti
1137,besuchen::V,ялун уххан,obiskáti
1138,treffen::V,хьуна бакьин,pogodíti
1139,sich versammeln::V,батӏин,zbráti se
1140,spielen::V,тӏуркӏу тӏун,igráti se
1141,singen::V,балай тӏун,péti
1142,tanzen::V,къавтӏун,plésati
1143,sich trennen::V,ппив хьун,ločíti se
1144,verlassen::V,увккун гьан,zapustíti
1145,retten::V,ххассал бан,réšiti
1146,bewachen::V,къарал бан,strážiti
1147,schützen::V,ябан,sčítiti
1148,verteidigen::V,буруччин,braníti
1149,sich schlagen::V,биян,têpsti se
1150,schießen::V,битлан,stréljati
1151,siegen::V,ххув хьун,zmágati
1152,siegen::V,ххувшаву ласун,zmágati
1153,ärgern::V,ссибизан уллан,jezíti
1154,ärgern::V,ссибизан уллан,razbúriti
1155,schlagen::V,рищун,têpsti
1156,schlagen::V,рищун,udáriti
1157,stechen::V,кьутӏин,ubôsti
1158,stoßen::V,щун,peháti
1159,stoßen::V,щун,drégniti
1160,stehlen::V,дацин,ukrásti
1161,stehlen::V,дацин,pokrásti
1162,stören::V,кьючин,motíti
1163,belästigen::V,бизар уллан,nadlegováti
1164,verbergen::V,лабитан,skríti
1165,verbergen::V,кӏучӏ бан,skríti
1166,täuschen::V,хъяврин ан,slepíti
1167,betrügen::V,аьикьин ан,várati
1168,betrügen::V,аьикьин ан,ogoljufáti
1169,töten::V,ивчӏан,ubíti
1170,wohnen::V,оьрму бутлан,prebívati
1171,arbeiten::V,зун,délati
1172,sammeln::V,ттихӏин,zbráti
1173,sammeln::V,вив дишин,zbráti
1174,pflücken::V,риттун,obráti
1175,jagen::V,авли занан,lovíti
1176,fischen::V,чавахъру бугьлан,ribáriti
1177,fassen::V,бугьан,zajéti
1178,hüten::V,урттуйн бакьлан,pásti
1179,treiben::V,дачин дуллан,pogánjati
1180,treiben::V,лихъан буллан,pogánjati
1181,anbinden::V,бахӏин,privézati
1182,füttern::V,канаки буллан,kŕmiti
1183,melken::V,ттизин,mólsti
1184,hacken::V,мюрш буллан,sékati
1185,hacken::V,мюрш бан,sékati
1186,gießen::V,щин дишин,ulíti
1187,reifen::V,диян,zoréti
1188,zubereiten::V,хӏадур дан,pripráviti
1189,zubereiten::V,хӏадур бан,pripráviti
1190,kochen::V,шашан,kúhati
1191,kochen::V,шашан дуллан,kúhati
1192,backen::V,бишлан,cvréti
1193,backen::V,шахьлан,cvréti
1194,braten::V,цӏарайх дуллан,pêči
1195,umrühren::V,хӏала бан,preméšati
1196,stricken::V,щащлан,plêsti
1197,stricken::V,щащан,plêsti
1198,nähen::V,дуруххан,šívati
1199,färben::V,ранг щун,bárvati
1200,reinigen::V,марцӏ бан,očístiti
1201,waschen::V,шюшин,opráti
1202,abwischen::V,лишин,obrísati
1203,spülen::V,вилаган,splakováti
1204,fegen::V,башин,pométati
1205,kehren::V,бахьлан,mésti
1206,baden::V,щинавун учӏлан,kópati se
1207,sich waschen::V,диссун,umíti se
1208,sich waschen::V,лажин диссун,umíti se
1209,sich waschen::V,лажин дислан,umíti se
1210,sich waschen::V,биссун,umíti se
1211,sich waschen::V,чурх бислан,umíti se
1212,ausziehen::V,ликкан,izvléči
1213,anziehen::V,лаххан,obléči
1214,sich anziehen::V,янна лаххан,obléči se
1215,kämmen::V,ттарал дуккан,česáti
1216,schmücken::V,чӏюлу бан,okrasíti
1217,sagen::V,учин,dejáti
1218,sprechen::V,гъалгъа тӏун,govoríti
1219,reden::V,гъалгъа тӏун,rêči
1220,sich unterhalten::V,гъалгъа тӏун,razgovárjati se
1221,fragen::V,цӏуххин,vprášati
1222,bitten::V,тавакъю буллан,prosíti
1223,erzählen::V,хавар бусан,práviti
1224,mitteilen::V,баян бан,naznániti
1225,mitteilen::V,хавар бан,naznániti
1226,nennen::V,цӏа дизан,imenováti
1227,rufen::V,оьвтӏун,klícati
1228,prahlen::V,цӏа дуллан,baháti se
1229,übersetzen::V,таржума бан,prevêsti
1230,denken::V,пикри буллан,mísliti
1231,glauben::V,вих хьун,verjéti
1232,bemerken::V,хӏисав хъун,opáziti
1233,erkennen::V,увчӏин,spoznáti
1234,begreifen::V,бувчӏин,pôjmiti
1235,lernen::V,лахьлан,učíti se
1236,lernen::V,лахьхьин,učíti se
1237,wissen::V,кӏулну бикӏан,znáti
1238,wissen::V,кӏулну бикӏан,védeti
1239,wissen::V,хавар бикӏан,znáti
1240,wissen::V,хавар бикӏан,védeti
1241,sich erinnern an::V,дакӏнин бутан,spómniti se
1242,vergessen::V,хъама битан,pozábiti
1243,messen::V,дуцин дуллан,mériti
1244,messen::V,дуцин дан,mériti
1245,zählen::V,дуккин,štéti
1246,rechnen::V,хӏисав дан,račúnati
1247,lesen::V,ккалан,bráti
1248,lesen::V,ккалан,čítati
1249,malen::V,сурат дуллан,slíkati
1250,zeichnen::V,сурат дуллан,rísati
1251,schreiben::V,чичин,písati
1252,schreiben::V,чичлан,písati
1253,besitzen::V,дуну икӏан,iméti
1254,besitzen::V,дуну дикӏан,iméti
1255,besitzen::V,заллуну икӏан,iméti
1256,kaufen::V,машан ласун,kupíti
1257,verkaufen::V,баххан,prodáti
1258,bezahlen::V,арцу дулун,pláčati
1259,bezahlen::V,багьа булун,pláčati
1260,zahlen::V,арцу дулун,plačeváti
1261,zahlen::V,багьа булун,plačeváti
1262,beherrschen::V,дуну икӏан,obvládati
1263,beherrschen::V,заллуну икӏан,obvládati
1264,ertragen::V,бухӏан,prenêsti
1265,Leber::N,,jétra
1266,Moor::N,,bárje
1267,Anhöhe::N,,gríč
1268,Anhöhe::N,,višína
1269,Bucht::N,,zalív
1270,Barsch::N,,ostríž
1271,Hecht::N,,ščúka
1272,Laus::N,,úš
1273,Ruf::N,,klíc
1274,Platz::N,,prôstor
1275,Kante::N,,rób
1276,Größe::N,,veličína
1277,Menge::N,,količína
1278,Figur::N,,figúra
1279,Figur::N,,postáva
1280,Tasche::N,,tórba
1281,Tasche::N,,tobôlec
1282,Öl::N,,ólje
1283,Schuh::N,,čévelj
1284,Leine::N,,konôpec
1285,König::N,,králj
1286,fein::A,,drôben
1287,auf einmal::ADV,,obênem
1288,bald::ADV,,kmálu
1289,einst::ADV,,nékdaj
1290,schon::ADV,,žè
1291,sie::PRN,,ôni
1292,siebzig::NUM,,sédemdeset
1293,klirren::V,,žvenketáti
1294,heulen::V,,zavíjati
1295,rühren::V,,ganíti
1296,zu sehen sein::V,,vídeti se
1297,wollen::V,,hotéti
1298,geraten::V,,obnêsti se
1299,kratzen::V,,práskati
1300,stecken::V,,vtakníti
1301,schleifen::V,,brúsiti
1302,rütteln::V,,strésti
1303,ziehen::V,,vléči
1304,packen::V,,prijéti
1305,wünschen::V,,vóščiti
1306,zudecken::V,,pokríti
1307,antreiben::V,,goníti
1308,lassen::V,,povzročíti
1309,treten::V,,teptáti
1310,verstehen::V,,razuméti
