,Concept_ID,et,ps
304,Ruf::N,hüüe,ږغ
305,Ruf::N,hüüe,بلنه
306,Lärm::N,müra,غالمغال
307,Laut::N,hääl,ږغ
308,Ton::N,toon,اواز
309,Lied::N,laul,غزله
310,Lied::N,laul,سندره
311,Ruhe::N,rahu,ارامي
312,Ruhe::N,vaikus,ارامي
313,Leute::N,inimesed,خلک
314,Volk::N,rahvas,ولس
315,Arbeit::N,töö,کار
316,Gast::N,külaline,مېلمه
317,Geschenk::N,kingitus,تحفه
318,Geschenk::N,kingitus,سوغات
319,Spiel::N,mäng,لوبه
320,Gesellschaft::N,selts,ډله
321,Hilfe::N,abi,کومک
322,Hilfe::N,abi,مرسته
323,Freund::N,sõber,ملګری
324,Kamerad::N,sõber,انډيوال
325,Angelegenheit::N,asi,موضوع
326,Anzahl::N,arv,شمېر
327,Anzahl::N,arv,تعداد
328,Anzahl::N,hulk,شمېر
329,Anzahl::N,hulk,تعداد
330,Art::N,liik,ډول
331,Stück::N,tükk,ټوټه
332,Teil::N,osa,برخه
333,Hälfte::N,pool,نیم
334,Kreis::N,ring,دایره
335,Kreuz::N,rist,صلیب
336,Linie::N,joon,خط
337,Linie::N,joon,لیکه
338,Strich::N,joon,کرښه
339,Abstand::N,vahe,فاصله
340,Entfernung::N,kaugus,واټن
341,Entfernung::N,vahemaa,واټن
342,Gegend::N,ümbrus,سیمه
343,Gegend::N,ümbrus,منطقه
344,Platz::N,ruum,ځای
345,Ort::N,paik,ځای
346,Seite::N,pool,مخ
347,Seite::N,pool,اړخ
348,Mitte::N,keskpaik,وسط
349,Mitte::N,keskpaik,مینځ
350,Gegenstand::N,ese,شی
351,Sache::N,ese,شی
352,Sache::N,ese,څيز
353,Rand::N,äär,څنډه
354,Rand::N,äär,کناره
355,Rand::N,serv,څنډه
356,Rand::N,serv,کناره
357,Kante::N,kant,اړخ
358,Ecke::N,nurk,ګوټ
359,Spitze::N,teravik,څوکه
360,Ende::N,ots,څوکه
361,Ende::N,jupp,څوکه
362,Loch::N,auk,سوری
363,Winkel::N,nurk,کنج
364,Winkel::N,nurk,کوتی
365,Muster::N,muster,نمونه
366,Größe::N,suurus,قد
367,Größe::N,suurus,لويوالی
368,Länge::N,pikkus,طول
369,Länge::N,pikkus,اوږد والی
370,Höhe::N,kõrgus,جګوالی
371,Gewicht::N,kaal,وزن
372,Gewicht::N,raskus,وزن
373,Menge::N,arv,اندازه
374,Menge::N,hulk,اندازه
375,Haufen::N,hunnik,کوټه
376,Reihe::N,rivi,صف
377,Reihe::N,rivi,کتار
378,Boot::N,paat,قايق
379,Ruder::N,aer,چپه
380,Schlitten::N,saan,ښویېدونی
381,Ski::N,suusk,سکي
382,Lagerfeuer::N,lõke,اور
383,Last::N,koorem,بار
384,Last::N,koorem,پېټی
385,Gang::N,käik,تګ
386,Schritt::N,samm,ګام
387,Norden::N,põhi,شمال
388,Süden::N,lõuna,سوېل
389,Westen::N,lääs,لوېدېځ
390,Osten::N,ida,شرق
391,Osten::N,ida,ختیځ
392,Holz::N,puu,لرګی
393,Brett::N,saelaud,تخته
394,Platte::N,plaat,تخته
395,Stütze::N,tugi,تکیوان
396,Stange::N,latt,ډاګه
397,Stange::N,teivas,ډاګه
398,Stock::N,kepp,لرګی
399,Stab::N,varras,چيخله
400,Rohr::N,toru,نل
401,Haus::N,maja,کور
402,Heim::N,kodu,کور
403,Ofen::N,ahi,تودنۍ
404,Fußboden::N,põrand,غولی
405,Tisch::N,laud,مېز
406,Stuhl::N,tool,چوکۍ
407,Wiege::N,häll,زانګو
408,Wiege::N,kätki,زانګو
409,Bett::N,voodi,کټ
410,Bett::N,voodi,چپرکټ
411,Regal::N,riiul,تاخچۍ
412,Kiste::N,kast,صندوق
413,Fenster::N,aken,کړکۍ
414,Tür::N,uks,دروازه
415,Tor::N,värav,دروازه
416,Zaun::N,aed,کټاره
417,Zaun::N,tara,کټاره
418,Dach::N,katus,بام
419,Leiter::N,redel,زينه
420,Besen::N,luud,جارو
421,Spaten::N,labidas,یوم
422,Schaufel::N,kühvel,بېلچه
423,Gabel::N,kahvel,پنجه
424,Löffel::N,lusikas,کاشوغه
425,Messer::N,nuga,چاقو
426,Nagel::N,nael,ميخ
427,Netz::N,võrk,جال
428,Haken::N,haak,څنګک
429,Haken::N,konks,څنګک
430,Griff::N,sang,لاستی
431,Griff::N,käepide,لاستی
432,Schloss::N,lukk,کلپ
433,Bild::N,pilt,رسم
434,Figur::N,kuju,قدوقامت
435,Figur::N,kujund,قدوقامت
436,Puppe::N,nukk,ګوډۍ
437,Beutel::N,paun,کڅوړه
438,Bündel::N,kimp,دسته
439,Tasche::N,kott,بکس
440,Tasche::N,kott,توبره
441,Eimer::N,pang,سطل
442,Eimer::N,ämber,سطل
443,Deckel::N,kaas,سرپوښ
444,Geschirr::N,nõud,لوښی
445,Sack::N,kott,جوال
446,Tasse::N,tass,پیاله
447,Topf::N,pada,دېګی
448,Kessel::N,pada,دېګ
449,Essen::N,söök,خوراک
450,Nahrung::N,toit,خوراک
451,Speise::N,roog,خواړه
452,Fleisch::N,liha,غوښه
453,Getreide::N,teravili,غله
454,Brei::N,puder,اوګره
455,Brot::N,sai,ډوډۍ
456,Brot::N,leib,ډوډۍ
457,Scheibe::N,viil,مړۍ
458,Scheibe::N,viilukas,مړۍ
459,Fett::N,rasv,غوړي
460,Butter::N,või,کوچ
461,Öl::N,õli,تېل
462,Salz::N,sool,مالګه
463,Suppe::N,supp,شوربا
464,Honig::N,mesi,شات
465,Milch::N,piim,شوده
466,Tee::N,tee,چای
467,Leder::N,nahk,څرمن
468,Wolle::N,vill,پشم
469,Stoff::N,kangas,ټوټه
470,Nadel::N,nõel,ستن
471,Faden::N,niit,تار
472,Knopf::N,nööp,تڼۍ
473,Knopf::N,nööp,تکمه
474,Knoten::N,sõlm,غوټه
475,Farbe::N,värv,رنګ
476,Kleidung::N,riided,کالي
477,Kleidung::N,riietus,کالي
478,Hemd::N,särk,کميس
479,Kragen::N,krae,غاړه
480,Ärmel::N,varrukas,لستوڼی
481,Hose::N,püksid,پطلون
482,Gürtel::N,vöö,کمربند
483,Mütze::N,müts,خولۍ
484,Schuh::N,king,بوټ
485,Stiefel::N,saabas,موزه
486,Ring::N,sõrmus,ګوته
487,Band::N,lint,فيته
488,Kamm::N,kamm,ګمنځ
489,Spiegel::N,peegel,ایینه
490,Spiegel::N,peegel,هنداره
491,Riemen::N,rihm,تسمه
492,Schnur::N,nöör,مزی
493,Leine::N,jalutusrihm,رسۍ
494,Decke::N,tekk,بړستن
495,Kissen::N,padi,بالښت
496,Tuch::N,kalev,ټیکری
497,Handtuch::N,käterätik,دسمال
498,Kraft::N,jõud,زور
499,Kraft::N,jõud,توان
500,Stärke::N,tugevus,قوت
501,Gesundheit::N,tervis,صحت
502,Gesundheit::N,tervis,روغتیا
503,Krankheit::N,haigus,مرض
504,Krankheit::N,haigus,ناروغي
505,Schmerz::N,valu,درد
506,Wunde::N,haav,ټپ
507,Wunde::N,haav,زخم
508,Fieber::N,palavik,تبه
509,Arznei::N,ravim,دوا
510,Arznei::N,ravim,دارو
511,Brücke::N,sild,پول
512,Brunnen::N,kaev,څاه
513,Brunnen::N,kaev,کوهی
514,Weide::N,karjamaa,وله
515,Pfad::N,rada,تړه
516,Weg::N,tee,لیار
517,Straße::N,tee,سړک
518,Dorf::N,küla,کلی
519,Stadt::N,linn,ښار
520,Brief::N,kiri,لیک
521,Brief::N,kiri,مکتوب
522,Buch::N,raamat,کتاب
523,Buchstabe::N,täht,حرف
524,Buchstabe::N,täht,توری
525,Zeitung::N,ajaleht,اخبار
526,Leben::N,elu,ژوند
527,Tod::N,surm,مرګ
528,Tod::N,surm,مړینه
529,Grab::N,haud,قبر
530,Grab::N,haud,ډورۍ
531,Kirche::N,kirik,کلیسا
532,Sünde::N,patt,ګناه
533,Gott::N,jumal,خدای
534,Arbeiter::N,tööline,کاریګر
535,Chef::N,ülemus,آمر
536,Chef::N,juhataja,آمر
537,Meister::N,meister,استاد
538,Arzt::N,arst,طبیب
539,Arzt::N,arst,ډاکټر
540,Lehrer::N,õpetaja,معلم
541,Lehrer::N,õpetaja,ښوونکی
542,Geld::N,raha,پیسې
543,Geschäft::N,äri,سوداګري
544,Laden::N,pood,دکان
545,Laden::N,pood,مغازه
546,Laden::N,kauplus,دکان
547,Laden::N,kauplus,مغازه
548,Preis::N,hind,بیه
549,Ware::N,kaup,مال
550,Nutzen::N,tulu,ګټه
551,Nutzen::N,kasulikkus,ګټه
552,Reichtum::N,rikkus,شتمني
553,Welt::N,maailm,نړۍ
554,Welt::N,maailm,دنیا
555,Land::N,maa,هېواد
556,Staat::N,riik,دولت
557,König::N,kuningas,باچا
558,König::N,kuningas,پادشاه
559,Macht::N,võim,قدرت
560,Grenze::N,piir,حد
561,Grenze::N,piir,سرحد
562,Krieg::N,sõda,جګړه
563,Feind::N,vaenlane,دښمن
564,Gewalt::N,väevõim,زور
565,Gewalt::N,väevõim,تشدد
566,Kampf::N,võitlus,جنګ
567,Kampf::N,võitlus,مبارزه
568,Bogen[Waffe]::N,vibu,لیندۍ
569,Pfeil::N,nool,غشی
570,Gewehr::N,püss,ټوپک
571,Fehler::N,viga,خطا
572,Fehler::N,viga,غلطي
573,Lüge::N,vale,دروغ
574,Schaden::N,kahju,زیان
575,Schaden::N,kahju,تاوان
576,Unglück::N,häda,بدبختي
577,Unglück::N,õnnetus,بدبختي
578,Schuld::N,süü,ګناه
579,Alter::N,iga,منګ
580,Schluss::N,lõpp,اخر
581,Zeit::N,aeg,وخت
582,Tag::N,päev,ورځ
583,Morgen::N,hommik,سبا
584,Morgen::N,hommik,سهار
585,Mittag::N,lõuna,غرمه
586,Mittag::N,keskpäev,غرمه
587,Abend::N,õhtu,ماښام
588,Nacht::N,öö,شپه
589,Woche::N,nädal,اونۍ
590,Monat::N,kuu,مياشت
591,Jahr::N,aasta,کال
592,Frühling::N,kevad,پسرلی
593,Sommer::N,suvi,دوبی
594,Herbst::N,sügis,منی
595,Herbst::N,sügis,خزان
596,Winter::N,talv,ژمی
597,Januar::N,jaanuar,جنوري
598,Februar::N,veebruar,فبروري
599,März::N,märts,مارچ
600,April::N,aprill,اپریل
601,Mai::N,mai,مې
602,Juni::N,juuni,جون
603,Juli::N,juuli,جولای
604,August::N,august,اګست
605,September::N,september,سپټامبر
606,Oktober::N,oktoober,اکتوبر
607,November::N,november,نومبر
608,Dezember::N,detsember,دسمبر
609,Montag::N,esmaspäev,دوشنبه
610,Dienstag::N,teisipäev,سه شنبه
611,Mittwoch::N,kesknädal,چارشنبه
612,Donnerstag::N,neljapäev,پنجشنبه
613,Freitag::N,reede,جمعه
614,Samstag::N,laupäev,خالي
615,Sonntag::N,pühapäev,یکشنبه
616,groß::A,suur,لوی
617,klein::A,väike,وړوکی
618,klein::A,pisike,وړوکی
619,lang::A,pikk,اوړد
620,kurz::A,lühike,لنډ
621,breit::A,lai,پراخه
622,schmal::A,kitsas,تنګ
623,dicht::A,tihe,ګڼ
624,dick[Gegenstand]::A,jäme,پنډ
625,dünn::A,õhuke,نری
626,dünn::A,peenike,نری
627,fein::A,peen,نازک
628,fein::A,õhuke,نازک
629,fest::A,püsiv,کلک
630,fest::A,püsiv,ټینګ
631,fest::A,kindel,کلک
632,fest::A,kindel,ټینګ
633,flach::A,lame,هوار
634,flach::A,tasane,هوار
635,glatt::A,sile,ښوی
636,hart::A,kõva,کلک
637,weich::A,pehme,نرم
638,weich::A,pehme,پوست
639,rund::A,ümar,ګرد
640,spitz::A,torkav,تېره
641,scharf::A,terav,تېز
642,scharf::A,terav,تېره
643,stumpf::A,nüri,پڅ
644,schwer::A,raske,دروند
645,schön::A,kena,ښکلی
646,heiß::A,kuum,تود
647,heiß::A,palav,تود
648,warm::A,soe,تود
649,kalt::A,külm,ېخ
650,kalt::A,külm,سوړ
651,kühl::A,jahe,ېخ
652,kühl::A,jahe,سوړ
653,frisch::A,värske,تازه
654,feucht::A,niiske,مرطوب
655,nass::A,märg,لوند
656,trocken::A,kuiv,وچ
657,voll::A,täis,ډک
658,leer::A,tühi,خالی
659,offen::A,avatud,خلاص
660,offen::A,avatud,پرانیستی
661,offen::A,lahtine,خلاص
662,offen::A,lahtine,پرانیستی
663,geschlossen::A,suletud,تړلی
664,sauber::A,puhas,پاک
665,schmutzig::A,räpane,چټل
666,schmutzig::A,määrdunud,چټل
667,roh::A,toores,خام
668,reif::A,küps,پوخ
669,reif::A,küps,رسېدلی
670,lecker::A,hõrk,خوندور
671,lecker::A,hõrk,مزه دار
672,lecker::A,maitsev,خوندور
673,lecker::A,maitsev,مزه دار
674,süß::A,magus,خوږ
675,süß::A,magus,شیرین
676,bitter::A,mõru,تریخ
677,sauer::A,hapu,ټاک
678,sauer::A,hapu,تريو
679,hell::A,hele,روڼ
680,hell::A,hele,روښان
681,dunkel::A,pime,تیاره
682,schwarz::A,must,تور
683,weiß::A,valge,سپين
684,rot::A,punane,سور
685,gelb::A,kollane,زېړ
686,blau::A,sinine,شین
687,blau::A,sinine,اسماني رنګه
688,grün::A,roheline,زرغون
689,grau::A,hall,خړ
690,bunt::A,kirju,رنګارنګ
691,bunt::A,värviline,رنګارنګ
692,billig::A,odav,ارزان
693,teuer::A,kallis,ګران
694,wertvoll::A,väärtuslik,قیمتي
695,blind::A,pime,ړوند
696,taub::A,kurt,کوڼ
697,kräftig::A,jõuline,قوی
698,stark::A,tugev,قوی
699,stark::A,tugev,تکړه
700,schwach::A,nõrk,ضعیف
701,schwach::A,nõrk,کمزوری
702,schwach::A,jõuetu,ضعیف
703,schwach::A,jõuetu,کمزوری
704,fett::A,rasvane,چاغ
705,schlank::A,sale,خوش اندام
706,hübsch::A,kena,ښکلی
707,hübsch::A,kena,ښایسته
708,böse::A,tige,شریر
709,böse::A,tige,قهرناک
710,dumm::A,juhm,احمق
711,dumm::A,rumal,احمق
712,faul::A,laisk,لټ
713,faul::A,laisk,تنبل
714,fleißig::A,virk,زحمت کښ
715,fleißig::A,hoolas,زحمت کښ
716,geizig::A,ihne,بخیل
717,klug::A,tark,عاقل
718,klug::A,tark,هوښیار
719,klug::A,arukas,عاقل
720,klug::A,arukas,هوښیار
721,klug::A,mõistlik,عاقل
722,klug::A,mõistlik,هوښیار
723,geschickt::A,osav,ماهر
724,lieb::A,armas,عزیز
725,lieb::A,armas,محبوب
726,lustig::A,lõbus,خوشحال
727,sanft::A,õrn,پوست
728,sanft::A,õrn,ملایم
729,hungrig::A,näljane,وږی
730,krank::A,haige,مريض
731,krank::A,haige,ناروغ
732,nackt::A,alasti,لوڅ
733,traurig::A,kurb,غمجن
734,lebendig::A,elus,ژوندی
735,gut::A,hea,ښه
736,schlecht::A,halb,بد
737,schlecht::A,halb,خراب
738,richtig::A,õige,سم
739,richtig::A,õige,صحیح
740,schlimm::A,paha,بد
741,schlimm::A,paha,مخوف
742,wahr::A,tõene,واقعي
743,alt::A,vana,زوړ
744,neu::A,uus,نوی
745,ehemalig::A,endine,پخوانی
746,alt[Lebewesen]::A,vana,زوړ
747,jung::A,noor,ځوان
748,arm::A,vaene,غریب
749,arm::A,vaene,بې وزله
750,reich::A,rikas,شتمن
751,reich::A,rikas,دولتمند
752,bekannt::A,teada,اشنا
753,bekannt::A,tuttav,اشنا
754,berühmt::A,tuntud,مشهور
755,fremd::A,võõras,پردی
756,fremd::A,võõras,بېګانه
757,verschieden::A,erinev,مختلف
758,nah::A,lähedane,نژدې
759,fern::A,kauge,لیری
760,linker::A,vasak,چپ
761,linker::A,vasak,کیڼ
762,rechter::A,parem,ښی
763,anderer::A,muu,بل
764,anderer::A,teine,بل
765,erster::A,esimene,لومړی
766,zweiter::A,teine,دوهم
767,dritter::A,kolmas,درېم
768,letzter::A,viimane,آخرنی
769,letzter::A,viimane,وروستی
770,allein::ADV,üksi,یوازې
771,auf einmal::ADV,korraga,په یوه وخت کی
772,auf einmal::ADV,ühekorraga,په یوه وخت کی
773,zusammen::ADV,koos,یو ځای
774,zusammen::ADV,üheskoos,یو ځای
775,lange::ADV,kaua,ډېر وخت
776,lange::ADV,kaua,ډېره موده
777,plötzlich::ADV,äkki,ناببره
778,plötzlich::ADV,äkki,یوناڅاپه
779,plötzlich::ADV,järsku,ناببره
780,plötzlich::ADV,järsku,یوناڅاپه
781,sofort::ADV,kohe,فوراً
782,sofort::ADV,kohe,سمدلاسه
783,später::ADV,hiljem,وروسته
784,jetzt::ADV,nüüd,اوس
785,heute::ADV,täna,نن
786,morgen::ADV,homme,سبا
787,bald::ADV,pea,ژر
788,bald::ADV,varsti,ژر
789,dann::ADV,siis,پس
790,dann::ADV,siis,وروسته
791,gestern::ADV,eile,پرون
792,einst::ADV,vanasti,پخوا
793,damals::ADV,tookord,هغه وخت
794,danach::ADV,seejärel,بیا
795,vorher::ADV,enne,دمخه
796,zuerst::ADV,enne,لومړی
797,zuerst::ADV,esmalt,لومړی
798,einmal::ADV,kord,یو ځل
799,einmal::ADV,üks kord,یو ځل
800,manchmal::ADV,mõnikord,ګاهی ګاهی
801,oft::ADV,tihti,ډېر ځله
802,oft::ADV,sageli,ډېر ځله
