,Concept_ID,tr,be
821,hinauf::ADV,yukarı,угару
822,hinauf::ADV,yukarıya,угару
823,überall::ADV,her yerde,усюды
824,nicht::ADV,-mi-,не
825,nicht::ADV,değil,не
826,ein wenig::ADV,biraz,трошкі
827,kaum::ADV,dar,ледзьве
828,kaum::ADV,hemen hemen değil,ледзьве
829,sehr::ADV,pek,вельмі
830,sehr::ADV,gayet,вельмі
831,so::ADV,öyle,так
832,so::ADV,böyle,так
833,noch::ADV,hâlâ,яшчэ
834,noch::ADV,henüz,яшчэ
835,nur::ADV,ancak,толькі
836,nur::ADV,yalnız,толькі
837,schon::ADV,çoktan,ужо
838,wieder::ADV,tekrar,зноў
839,wieder::ADV,yeniden,зноў
840,vergebens::ADV,boşuna,дарма
841,vergebens::ADV,boşuna,дарэмна
842,vor::PRP,önünde,перад
843,hinter::PRP,arkasında,за
844,hinter::PRP,arkasında,ззаду
845,unter::PRP,altında,пад
846,durch::PRP,sayesinde,праз
847,durch::PRP,ortasından,праз
848,neben::PRP,yanında,каля
849,zwischen::PRP,arasında,між
850,zwischen::PRP,arasında,паміж
851,wegen::PRP,dolayı,з-за
852,dies::PRN,bu,гэта
853,das::PRN,o,тое
854,das::PRN,şu,тое
855,alles::PRN,hepsi,усё
856,alles::PRN,her şey,усё
857,ich::PRN,ben,я
858,du::PRN,sen,ты
859,er::PRN,o,ён
860,wir::PRN,biz,мы
861,ihr::PRN,siz,вы
862,sie::PRN,onlar,яны
863,was::FPRN,ne,што
864,wer::FPRN,kim,хто
865,wo::FADV,nerede,дзе
866,wohin::FADV,nereye,куды
867,wie::FADV,nasıl,як
868,warum::FADV,neden,чаму
869,wieviel::FNUM,kaç,колькі
870,wieviel::FNUM,ne kadar,колькі
871,eins::NUM,bir,адзін
872,zwei::NUM,iki,два
873,drei::NUM,üç,тры
874,vier::NUM,dört,чатыры
875,fünf::NUM,beş,пяць
876,sechs::NUM,altı,шесць
877,sieben::NUM,yedi,сем
878,acht::NUM,sekiz,восем
879,neun::NUM,dokuz,дзевяць
880,zehn::NUM,on,дзесяць
881,elf::NUM,on bir,адзінаццаць
882,zwölf::NUM,on iki,дванаццаць
883,zwanzig::NUM,yirmi,дваццаць
884,dreißig::NUM,otuz,трыццаць
885,vierzig::NUM,kırk,сорак
886,fünfzig::NUM,elli,пядзесят
887,sechzig::NUM,altmış,шесдзесят
888,siebzig::NUM,yetmiş,семдзесят
889,achtzig::NUM,seksen,восемдзесят
890,neunzig::NUM,doksan,дзевяноста
891,hundert::NUM,yüz,сто
892,tausend::NUM,bin,тысяча
893,und::CNJ,ve,і
894,und::CNJ,ve,ды
895,und::CNJ,ile,і
896,und::CNJ,ile,ды
897,oder::CNJ,ya,або
898,oder::CNJ,yahut,або
899,stehen::V,durmak,стаяць
900,sitzen::V,oturmak,сядзець
901,liegen::V,yatmak,ляжаць
902,hängen::V,asılı olmak,вісець
903,werden::V,olmak,стаць
904,werden::V,olmak,зрабіцца
905,werden::V,olunmak,стаць
906,werden::V,olunmak,зрабіцца
907,passieren::V,olmak,трапіцца
908,beginnen::V,başlamak,пачацца
909,enden::V,bitmek,кончыцца
910,enden::V,sona ermek,кончыцца
911,wechseln::V,değişmek,мяняцца
912,aufgehen[Sonne]::V,doğmak,узысці
913,untergehen[Sonne]::V,batmak,зайсці
914,scheinen[Sonne]::V,parlamak,свяціць
915,donnern::V,gök gürlemek,грымець
916,wehen::V,esmek,дзьмуць
917,strömen::V,akmak,ліцца
918,fließen::V,akmak,цячы
919,sich drehen::V,dönmek,круціцца
920,sich drehen::V,dönmek,варочацца
921,schwanken::V,sallanmak,хістацца
922,schwingen::V,titremek,гайдацца
923,schwingen::V,titremek,калыхацца
924,fallen::V,düşmek,падаць
925,brennen::V,yanmak,гарэць
926,rauchen::V,tütmek,дымець
927,regnen::V,yağmak,дажджыць
928,gefrieren::V,donmak,замерзнуць
929,tauen::V,erimek,раставаць
930,schmelzen::V,erimek,плавіцца
931,trocknen::V,kurumak,сохнуць
932,sieden::V,kaynamak,кіпець
933,faulen::V,çürümek,гнісці
934,verfaulen::V,çürümek,згнісці
935,reißen::V,yırtılmak,ірвацца
936,versinken::V,batmak,тануць
937,vergehen::V,geçmek,праходзіць
938,erscheinen::V,görünmek,зʼявіцца
939,verschwinden::V,kaybolmak,знікнуць
940,sinken::V,inmek,спадаць
941,abnehmen::V,azalmak,паменшыцца
942,zunehmen::V,artmak,павялічвацца
943,zunehmen::V,çoğalmak,павялічвацца
944,steigen::V,artmak,паднімацца
945,steigen::V,yükselmek,паднімацца
946,wachsen::V,büyümek,расці
947,wachsen::V,gelişmek,расці
948,glänzen::V,parlamak,блішчаць
949,funkeln::V,parıldamak,бліскаць
950,lärmen::V,gürültü yapmak,шумець
951,läuten::V,çalmak,званіць
952,klingeln::V,zil çalmak,званіць
953,klirren::V,şakırdamak,бразгаць
954,klirren::V,zangırdamak,бразгаць
955,brausen::V,köpürmek,бушаваць
956,brausen::V,kükremek,бушаваць
957,rauschen::V,fışırdamak,шастаць
958,klingen::V,tınlamak,гучаць
959,bellen::V,havlamak,брахаць
960,heulen::V,ulumak,выць
961,blasen::V,üflemek,дзьмухнуць
962,pfeifen::V,düdük çalmak,свістаць
963,schreien::V,bağırmak,крычаць
964,schreien::V,haykırmak,крычаць
965,stöhnen::V,inlemek,стагнаць
966,zittern::V,titremek,дрыжаць
967,leben::V,yaşamak,жыць
968,leben::V,hayatta olmak,жыць
969,geboren werden::V,doğmak,нарадзіцца
970,atmen::V,solunmak,дыхаць
971,atmen::V,nefes almak,дыхаць
972,trinken::V,içmek,піць
973,essen::V,yemek,есці
974,schlucken::V,yutmak,глытаць
975,müde werden::V,yorulmak,стаміцца
976,einschlafen::V,uykuya dalmak,заснуць
977,schlafen::V,uyumak,спаць
978,aufwachen::V,uyanmak,рассыпацца
979,aufstehen::V,kalkmak,устаць
980,aufstehen::V,yataktan kalkmak,устаць
981,sich erholen::V,dinlenmek,адпачываць
982,krank werden::V,hastalanmak,захварэць
983,krank sein::V,hasta olmak,хварэць
984,schmerzen::V,ağrımak,балець
985,husten::V,öksürmek,кашляць
986,genesen::V,şifa bulmak,паправіцца
987,genesen::V,şifa bulmak,паздаравець
988,sterben::V,ölmek,памерці
989,sterben::V,vefat etmek,памерці
990,umkommen::V,ölmek,загінуць
991,sich bewegen::V,hareket etmek,рухацца
992,sich rühren::V,kımıldanmak,варушыцца
993,sich erheben::V,kalkmak,устаць
994,sich erheben::V,ayağa kalkmak,устаць
995,sich setzen::V,oturmak,сесці
996,hinfallen::V,yere düşmek,упасці
997,laufen::V,yürümek,хадзіць
998,schreiten::V,yürümek,шагаць
999,schreiten::V,yürümek,крочыць
1000,schreiten::V,adım atmak,шагаць
1001,schreiten::V,adım atmak,крочыць
1002,spazierengehen::V,gezmek,гуляць
1003,spazierengehen::V,dolaşmak,гуляць
1004,eilen::V,seğirtmek,спяшацца
1005,sich beeilen::V,acele etmek,спяшацца
1006,sausen::V,hızla gitmek,імчацца
1007,rennen::V,koşmak,бегаць
1008,springen::V,atlamak,скакаць
1009,springen::V,sıçramak,скакаць
1010,klettern::V,tırmanmak,лазіць
1011,schaukeln::V,sallanmak,гайдацца
1012,kriechen::V,sürünmek,поўзаць
1013,schwimmen::V,yüzmek,плаваць
1014,tauchen::V,dalmak,ныраць
1015,rudern::V,kürek çekmek,веславаць
1016,fahren::V,gitmek,ехаць
1017,fliegen::V,uçmak,лятаць
1018,gehen::V,gitmek,ісці
1019,weggehen::V,gitmek,пайсці
1020,abfahren::V,kalkmak,адʼяжджаць
1021,anhalten::V,durmak,спыніцца
1022,anhalten::V,durmak,затрымацца
1023,hineingehen::V,içeri girmek,уваходзіць
1024,eintreten::V,girmek,увайсці
1025,kommen::V,gelmek,прыйсці
1026,ankommen::V,varmak,прыбыць
1027,zurückkommen::V,dönmek,вярнуцца
1028,bleiben::V,kalmak,застацца
1029,warten::V,beklemek,чакаць
1030,erwarten::V,beklemek,чакаць
1031,suchen::V,aramak,шукаць
1032,finden::V,bulmak,знайсці
1033,versuchen::V,denemek,прабаваць
1034,vorbereiten::V,hazırlamak,падрыхтаваць
1035,lieben::V,sevmek,кахаць
1036,mögen::V,beğenmek,любіць
1037,lachen::V,gülmek,смяяцца
1038,rühren::V,dokunmak,расчуліць
1039,rühren::V,duygulandırmak,расчуліць
1040,weinen::V,ağlamak,плакаць
1041,schimpfen::V,küfretmek,лаяцца
1042,sich ärgern::V,kızmak,сердаваць
1043,sich fürchten::V,korkmak,баяцца
1044,fürchten::V,korkmak,баяцца
1045,fliehen::V,kaçmak,уцякаць
1046,flüchten::V,kaçmak,уцячы
1047,sehen::V,görmek,бачыць
1048,anschauen::V,seyretmek,паглядзець
1049,ansehen::V,bakmak,глядзець
1050,hören::V,duymak,чуць
1051,hören::V,işitmek,чуць
1052,zuhören::V,dinlemek,слухаць
1053,probieren::V,denemek,каштаваць
1054,probieren::V,tadına bakmak,каштаваць
1055,riechen::V,kokusunu almak,нюхаць
1056,fühlen::V,duymak,адчуваць
1057,fühlen::V,hissetmek,адчуваць
1058,scheinen::V,görünmek,здавацца
1059,zu sehen sein::V,görünmek,віднецца
1060,vernehmen::V,haber almak,пачуць
1061,frieren::V,üşümek,мёрзнуць
1062,tun::V,etmek,рабіць
1063,tun::V,yapmak,рабіць
1064,können::V,bilmek,умець
1065,wollen::V,istemek,хацець
1066,anfangen::V,başlamak,пачаць
1067,beenden::V,bitirmek,закончыць
1068,aufhören::V,bitmek,перастаць
1069,gelingen::V,başarmak,удацца
1070,geraten::V,düşmek,аказацца
1071,öffnen::V,açmak,адчыніць
1072,schließen::V,kapamak,зачыніць
1073,stellen::V,koymak,паставіць
1074,setzen::V,koymak,пасадзіць
1075,setzen::V,oturtmak,пасадзіць
1076,legen::V,koymak,класці
1077,legen::V,yatırmak,класці
1078,berühren::V,dokunmak,чапаць
1079,verbinden::V,bağlamak,звязаць
1080,verbinden::V,birleştirmek,звязаць
1081,bedecken::V,örtmek,накрыць
1082,bedecken::V,kaplamak,накрыць
1083,aufhängen::V,asmak,павесіць
1084,anzünden::V,yakmak,запаліць
1085,anzünden::V,ateşlemek,запаліць
1086,aufheben::V,kaldırmak,падняць
1087,zurücklassen::V,geride bırakmak,пакінуць
1088,verlieren::V,yitirmek,згубіць
1089,verlieren::V,kaybetmek,згубіць
1090,fallen lassen::V,düşürmek,упусціць
1091,machen::V,yapmak,зрабіць
1092,herstellen::V,yapmak,вырабіць
1093,herstellen::V,imal etmek,вырабіць
1094,bauen::V,kurmak,будаваць
1095,bauen::V,inşa etmek,будаваць
1096,reparieren::V,onarmak,правіць
1097,reparieren::V,tamir etmek,правіць
1098,verbessern::V,düzeltmek,палепшыць
1099,ändern::V,değiştirmek,змяніць
1100,graben::V,kazmak,капаць
1101,beugen::V,eğmek,сагнуць
1102,biegen::V,bükmek,пагнуць
1103,drehen::V,çevirmek,вярцець
1104,drehen::V,döndürmek,вярцець
1105,wenden::V,çevirmek,павярнуць
1106,umdrehen::V,çevirmek,перавярнуць
1107,heben::V,kaldırmak,падымаць
1108,hochheben::V,yukarı kaldırmak,падняць
1109,ergreifen::V,tutmak,схапіць
1110,ergreifen::V,tutmak,схваціць
1111,ergreifen::V,yakalamak,схапіць
1112,ergreifen::V,yakalamak,схваціць
1113,halten::V,tutmak,трымаць
1114,drücken::V,sıkmak,націскаць
1115,schieben::V,itmek,пхаць
1116,schieben::V,itmek,штурхаць
1117,schieben::V,sürmek,пхаць
1118,schieben::V,sürmek,штурхаць
1119,kratzen::V,kaşımak,скрэбці
1120,lecken::V,yalamak,лізаць
1121,beißen::V,ısırmak,кусаць
1122,abreißen::V,koparmak,адарваць
1123,abschneiden::V,keserek ayırmak,адрэзаць
1124,binden::V,bağlamak,вязаць
1125,stecken::V,sokmak,уваткнуць
1126,brechen::V,kırmak,зламаць
1127,klopfen::V,çalmak,стукаць
1128,hauen::V,vurmak,біць
1129,kleben::V,yapıştırmak,клеіць
1130,reiben::V,ovmak,церці
1131,reiben::V,sürtmek,церці
1132,streichen::V,sürmek,намазаць
1133,schleifen::V,bilemek,тачыць
1134,schneiden::V,kesmek,рэзаць
1135,rütteln::V,sallamak,хістаць
1136,schütteln::V,sarsmak,трэсці
1137,schütteln::V,çalkamak,трэсці
1138,schwenken::V,sallamak,махаць
1139,schütten::V,dökmek,наліць
1140,schütten::V,akıtmak,наліць
1141,füllen::V,doldurmak,напоўніць
1142,einwickeln::V,sarmak,загарнуць
1143,tragen::V,taşımak,несці
1144,schleppen::V,sürüklemek,цягнуць
1145,ziehen::V,çekmek,цягнуць
1146,aufbewahren::V,saklamak,захоўваць
1147,werfen::V,atmak,кідаць
1148,fangen::V,tutmak,лавіць
1149,fangen::V,yakalamak,лавіць
1150,packen::V,tutmak,схапіць
1151,packen::V,tutmak,схваціць
1152,packen::V,yakalamak,схапіць
1153,packen::V,yakalamak,схваціць
1154,verstecken::V,saklamak,схаваць
1155,teilen::V,bölmek,раздзяліць
1156,teilen::V,ayırmak,раздзяліць
1157,schicken::V,yollamak,пасылаць
1158,schicken::V,göndermek,пасылаць
1159,bringen::V,getirmek,прынесці
1160,hinzufügen::V,katmak,дабавіць
1161,hinzufügen::V,eklemek,дабавіць
1162,bekommen::V,almak,дастаць
1163,bekommen::V,eline geçmek,дастаць
1164,erhalten::V,almak,атрымаць
1165,nehmen::V,almak,ўзяць
1166,wählen::V,seçmek,выбраць
1167,auswählen::V,seçmek,адабраць
1168,auswählen::V,ayırmak,адабраць
1169,bewahren::V,korumak,захаваць
1170,behindern::V,engellemek,перашкаджаць
1171,verderben::V,bozmak,сапсаваць
1172,beschädigen::V,zedelemek,пашкодзіць
1173,beschädigen::V,ziyan vermek,пашкодзіць
1174,zerbrechen::V,kırmak,разбіць
1175,zerreißen::V,yırtmak,разадраць
1176,zerstören::V,yıkmak,разбурыць
1177,zerstören::V,tahrip etmek,разбурыць
1178,verbrennen::V,yakmak,спаліць
1179,geben::V,vermek,даць
1180,reichen::V,uzatmak,перадаць
1181,schenken::V,hediye etmek,дарыць
1182,versprechen::V,vaat etmek,абяцаць
1183,wünschen::V,kutlamak,жадаць
1184,loben::V,övmek,хваліць
1185,küssen::V,öpmek,цалаваць
1186,wiegen::V,sallamak,гушкаць
1187,wiegen::V,sallamak,калыхаць
1188,zudecken::V,örtmek,накрыць
1189,wecken::V,uyandırmak,пабудзіць
1190,zeigen::V,göstermek,паказаць
1191,führen::V,gezdirmek,весці
1192,führen::V,yol göstermek,весці
1193,lehren::V,okutmak,вучыць
1194,lehren::V,öğretmek,вучыць
1195,unterrichten::V,öğretmek,выкладаць
1196,aufziehen::V,yetiştirmek,выхаваць
1197,leiten::V,yönetmek,кіраваць
1198,leiten::V,idare etmek,кіраваць
1199,antreiben::V,teşvik etmek,падганяць
1200,lassen::V,-tırmak,прымусіць
1201,einladen::V,davet etmek,запрасіць
1202,vereinigen::V,birleştirmek,абʼяднаць
1203,besuchen::V,uğramak,наведаць
1204,besuchen::V,ziyaret etmek,наведаць
1205,besuchen::V,görmeye gitmek,наведаць
1206,treffen::V,rastlamak,сустрэць
1207,treffen::V,isabet etmek,сустрэць
1208,sich versammeln::V,toplanmak,сабрацца
1209,spielen::V,oynamak,гуляць
1210,singen::V,söylemek,пець
1211,singen::V,söylemek,спяваць
1212,singen::V,şarkı söylemek,пець
1213,singen::V,şarkı söylemek,спяваць
1214,tanzen::V,oynamak,танцаваць
1215,tanzen::V,dans etmek,танцаваць
1216,sich trennen::V,ayrılmak,расстацца
1217,verlassen::V,bırakmak,пакінуць
1218,verlassen::V,terk etmek,пакінуць
1219,retten::V,kurtarmak,выратаваць
1220,bewachen::V,gözetmek,ахоўваць
1221,schützen::V,korumak,уберагаць
1222,verteidigen::V,savunmak,абараніць
1223,sich schlagen::V,dövüşmek,біцца
1224,sich schlagen::V,dövüşmek,драцца
1225,schießen::V,ateş etmek,страляць
1226,siegen::V,yenmek,перамагчы
1227,ärgern::V,kızdırmak,злаваць
1228,schlagen::V,dövmek,ударыць
1229,treten::V,tepmek,штурхаць
1230,stechen::V,sokmak,укалоць
1231,stechen::V,batırmak,укалоць
1232,stoßen::V,itmek,папхнуць
1233,stehlen::V,çalmak,украсці
1234,stören::V,bozmak,перашкодзіць
1235,stören::V,etkilemek,перашкодзіць
1236,belästigen::V,rahatsız etmek,дакучаць
1237,verbergen::V,saklamak,скрыць
1238,verbergen::V,saklamak,схаваць
1239,täuschen::V,aldatmak,падмануць
1240,betrügen::V,aldatmak,змахляваць
1241,betrügen::V,dolandırmak,змахляваць
1242,töten::V,öldürmek,забіць
1243,wohnen::V,oturmak,жыць
1244,arbeiten::V,çalışmak,працаваць
1245,sammeln::V,toplamak,сабраць
1246,pflücken::V,koparmak,зрываць
1247,jagen::V,avlanmak,паляваць
1248,fischen::V,balık tutmak,рыбачыць
1249,fassen::V,tutmak,злавіць
1250,fassen::V,yakalamak,злавіць
1251,hüten::V,otlatmak,пасвіць
1252,treiben::V,gütmek,гнаць
1253,anbinden::V,bağlamak,прывязаць
1254,füttern::V,beslemek,карміць
1255,melken::V,sağmak,даіць
1256,hacken::V,yarmak,сячы
1257,gießen::V,sulamak,паліць
1258,reifen::V,olgunlaşmak,паспець
1259,zubereiten::V,hazırlamak,зварыць
1260,zubereiten::V,hazırlamak,згатаваць
1261,kochen::V,pişirmek,варыць
1262,kochen::V,kaynatmak,варыць
1263,backen::V,pişirmek,пячы
1264,backen::V,fırında pişirmek,пячы
1265,braten::V,kızartmak,смажыць
1266,umrühren::V,karıştırmak,перамяшаць
1267,stricken::V,örmek,вязаць
1268,nähen::V,dikmek,шыць
1269,färben::V,boyamak,пафарбаваць
1270,reinigen::V,temizlemek,ачысціць
1271,waschen::V,yıkamak,мыць
1272,abwischen::V,silmek,выцерці
1273,spülen::V,çalkamak,паласкаць
1274,fegen::V,süpürmek,падмятаць
1275,kehren::V,süpürmek,месці
1276,baden::V,yıkanmak,купацца
1277,baden::V,banyo yapmak,купацца
1278,sich waschen::V,yıkanmak,мыцца
1279,ausziehen::V,çıkarmak,зняць
1280,anziehen::V,giymek,надзець
1281,sich anziehen::V,giyinmek,адзецца
1282,kämmen::V,taramak,прычасаць
1283,schmücken::V,süslemek,аздобіць
1284,sagen::V,demek,сказаць
1285,sagen::V,söylemek,сказаць
1286,sprechen::V,konuşmak,гаварыць
1287,reden::V,konuşmak,размаўляць
1288,sich unterhalten::V,sohbet etmek,гутарыць
1289,fragen::V,sormak,спытаць
1290,bitten::V,dilemek,прасіць
1291,bitten::V,rica etmek,прасіць
1292,erzählen::V,bahsetmek,расказаць
1293,erzählen::V,hikâye etmek,расказаць
1294,mitteilen::V,bildirmek,паведаміць
1295,nennen::V,adlandırmak,назваць
1296,rufen::V,çağırmak,зваць
1297,prahlen::V,övünmek,хваліцца
1298,übersetzen::V,çevirmek,перакласці
1299,übersetzen::V,tercüme etmek,перакласці
1300,denken::V,düşünmek,думаць
1301,glauben::V,inanmak,верыць
1302,glauben::V,zannetmek,верыць
1303,bemerken::V,farkına varmak,заўважыць
1304,erkennen::V,tanımak,пазнаць
1305,begreifen::V,anlamak,спасцігнуць
1306,begreifen::V,kavramak,спасцігнуць
1307,verstehen::V,duymak,пачуць
1308,verstehen::V,anlamak,пачуць
1309,lernen::V,öğrenmek,вучыцца
1310,wissen::V,bilmek,знаць
1311,sich erinnern an::V,hatırlamak,памятаць
1312,vergessen::V,unutmak,забыць
1313,messen::V,ölçmek,мераць
1314,zählen::V,saymak,лічыць
1315,rechnen::V,hesap etmek,лічыць
1316,lesen::V,okumak,чытаць
1317,malen::V,resmini yapmak,маляваць
1318,zeichnen::V,çizmek,рысаваць
1319,schreiben::V,yazmak,пісаць
1320,besitzen::V,haiz olmak,мець
1321,besitzen::V,sahip olmak,мець
1322,kaufen::V,almak,купіць
1323,verkaufen::V,satmak,прадаць
1324,bezahlen::V,ödemek,заплаціць
1325,zahlen::V,ödemek,плаціць
1326,beherrschen::V,hâkim olmak,уладаць
1327,beherrschen::V,hâkim olmak,валодаць
1328,ertragen::V,dayanmak,выцерпець
1329,ertragen::V,katlanmak,выцерпець
