,Concept_ID,et,sah
779,ich::PRN,mina,мин
780,du::PRN,sina,эн
781,er::PRN,tema,кнни
782,wir::PRN,me,биһиги
783,ihr::PRN,te,эһиги
784,sie::PRN,nad,кинилэр
785,was::FPRN,mis,туох
786,wer::FPRN,kes,ким
787,wo::FADV,kus,ханна
788,wohin::FADV,kuhu,ханна
789,wie::FADV,kuidas,хайдах
790,warum::FADV,miks,тоҕо
791,wieviel::FNUM,mitu,төһө
792,wieviel::FNUM,kui palju,төһө
793,eins::NUM,üks,биир
794,zwei::NUM,kaks,икки
795,drei::NUM,kolm,үс
796,vier::NUM,neli,түөрт
797,fünf::NUM,viis,биэс
798,sechs::NUM,kuus,алта
799,sieben::NUM,seitse,сэттэ
800,acht::NUM,kaheksa,аҕыс
801,neun::NUM,üheksa,тоҕус
802,zehn::NUM,kümme,уон
803,elf::NUM,üksteist,уон биир
804,zwölf::NUM,kaksteist,уон икки
805,zwanzig::NUM,kakskümmend,сүүрбэ
806,dreißig::NUM,kolmkümmend,отут
807,vierzig::NUM,nelikümmend,түөрт уон
808,fünfzig::NUM,viiskümmend,биэс уон
809,sechzig::NUM,kuuskümmend,алта уон
810,siebzig::NUM,seitsekümmend,сэттэ уон
811,achtzig::NUM,kaheksakümmend,аҕыс уон
812,neunzig::NUM,üheksakümmend,тоҕус уонус
813,hundert::NUM,sada,сүүс
814,tausend::NUM,tuhat,тыһыынча
815,und::CNJ,ja,да
816,und::CNJ,ja,уонна
817,und::CNJ,ja,итиэннэ
818,oder::CNJ,või,эбэтэр
819,stehen::V,seisma,тур
820,sitzen::V,istuma,олор
821,liegen::V,lamama,сыт
822,hängen::V,rippuma,санньылый
823,werden::V,saama,буол
824,werden::V,hakkama,буол
825,passieren::V,juhtuma,буол
826,beginnen::V,algama,саҕалан
827,beginnen::V,hakkama,саҕалан
828,enden::V,lõppema,бүт
829,wechseln::V,vahelduma,уларый
830,aufgehen[Sonne]::V,tõusma,ой
831,untergehen[Sonne]::V,loojuma,киир
832,scheinen[Sonne]::V,paistma,сырдат
833,donnern::V,kõmisema,эт
834,wehen::V,puhuma,үр
835,strömen::V,voolama,кутулун
836,fließen::V,voolama,сүүр
837,sich drehen::V,pöörduma,эргий
838,schwanken::V,kõikuma,биэтэҥнээ
839,schwingen::V,võnkuma,эйэҥнээ
840,fallen::V,langema,оҕут
841,brennen::V,põlema,умай
842,rauchen::V,suitsema,буруолаа
843,regnen::V,sadama,самыырдаа
844,gefrieren::V,kinni külmuma,тоҥ
845,tauen::V,sulama,ир
846,schmelzen::V,sulama,уулун
847,trocknen::V,kuivama,куур
848,sieden::V,keema,оргуй
849,faulen::V,mädanema,сытый
850,verfaulen::V,mädanema,сытыйан_хаал
851,reißen::V,rebenema,хайыт
852,reißen::V,rebenema,быһытталан
853,versinken::V,uppuma,тимир
854,versinken::V,uppuma,батылын
855,vergehen::V,mööduma,дьай
856,erscheinen::V,ilmuma,көһүн
857,verschwinden::V,kaduma,сүт
858,sinken::V,vajuma,намтаа
859,sinken::V,langema,намтаа
860,abnehmen::V,vähenema,аччаа
861,abnehmen::V,kahenema,аччаа
862,zunehmen::V,kasvama,элбээ
863,steigen::V,tõusma,үрдээ
864,steigen::V,üles minema,үрдээ
865,wachsen::V,kasvama,үүн
866,glänzen::V,läikimä,кылбай
867,funkeln::V,sädelema,күлүмнээ
868,funkeln::V,sädelema,күлүмүрдээ
869,lärmen::V,lärmama,тыаһаа
870,läuten::V,helisema,собуоннаа
871,klingeln::V,helisema,линкинээ
872,klirren::V,kõlisema,айгырат
873,brausen::V,kohisema,сирилээ
874,rauschen::V,kohisema,суугунаа
875,klingen::V,kõlama,доргуй
876,bellen::V,haukuma,үр
877,heulen::V,uluma,улуй
878,blasen::V,puhuma,үр
879,pfeifen::V,vilistama,иһиир
880,schreien::V,karjuma,кылан
881,schreien::V,karjuma,хаһыытаа
882,stöhnen::V,oigama,ынчыктаа
883,zittern::V,värisema,титирээ
884,zittern::V,värisema,дьигиһий
885,leben::V,elama,олор
886,leben::V,elus olema,олор
887,geboren werden::V,sündima,төрөө
888,atmen::V,hingama,тыын
889,trinken::V,jooma,ис
890,essen::V,sööma,аһаа
891,schlucken::V,neelama,ыйыһын
892,müde werden::V,väsima,сылай
893,einschlafen::V,uinuma,утуйан хаал
894,schlafen::V,magama,утуй
895,schlafen::V,magama,утуйа сыт
896,aufwachen::V,ärkama,уһугун
897,aufstehen::V,ärkama,тур
898,aufstehen::V,üles tõusma,тур
899,sich erholen::V,puhkama,сынньан
900,krank werden::V,haigestuma,ыарый
901,krank werden::V,haigeks jääma,ыарый
902,krank sein::V,haige olema,ыарый
903,krank sein::V,haige olema,ыарыт
904,schmerzen::V,valutama,ыарыт
905,husten::V,köhima,сөтөлүн
906,genesen::V,toibuma,көн
907,sterben::V,surema,өл
908,umkommen::V,surma saama,өл
909,umkommen::V,surma saama,оҕут
910,sich bewegen::V,liikuma,хамсаа
911,sich rühren::V,liikuma,хамсаа
912,sich erheben::V,kerkima,тур
913,sich setzen::V,istet võtma,олор
914,hinfallen::V,kukkuma,оҕут
915,hinfallen::V,maha kukkuma,оҕут
916,laufen::V,kõndima,хаам
917,schreiten::V,astuma,атыллаа
918,spazierengehen::V,jalutama,дьаарбай
919,eilen::V,ruttama,тиэтэй
920,eilen::V,kiirustama,тиэтэй
921,sich beeilen::V,ruttama,ыксаа
922,sich beeilen::V,kiirustama,ыксаа
923,sausen::V,kihutama,элээр
924,sausen::V,tormama,элээр
925,rennen::V,jooksma,сүүрэкэлээ
926,rennen::V,kihutama,сүүрэкэлээ
927,springen::V,hüppama,ой
928,springen::V,hüppama,ыстан
929,klettern::V,ronima,ытын
930,schaukeln::V,kiikuma,эйэҥнээ
931,schaukeln::V,kiikuma,биэрэҥнээ
932,kriechen::V,roomama,сыыл
933,schwimmen::V,ujuma,уһун
934,schwimmen::V,ujuma,харбаа
935,tauchen::V,sukelduma,умус
936,rudern::V,sõudma,эрт
937,fahren::V,sõitma,айаннаа
938,fliegen::V,lendama,көт
939,gehen::V,käima,бар
940,gehen::V,minema,бар
941,weggehen::V,ära minema,бар
942,weggehen::V,välja minema,бар
943,abfahren::V,väljuma,бар
944,abfahren::V,ära sõitma,бар
945,anhalten::V,peatuma,тохтоо
946,hineingehen::V,sisenema,киир
947,hineingehen::V,sisse minema,киир
948,eintreten::V,sisenema,киир
949,eintreten::V,sisse astuma,киир
950,kommen::V,tulema,кэл
951,ankommen::V,saabuma,кэл
952,ankommen::V,saabuma,тиий
953,zurückkommen::V,tagasi tulema,төнүн
954,bleiben::V,jääma,хаал
955,warten::V,ootama,көһүт
956,erwarten::V,ootama,күүт
957,erwarten::V,ootama,көһүт
958,erwarten::V,lootma,күүт
959,erwarten::V,lootma,көһүт
960,suchen::V,otsima,ирдээ
961,suchen::V,otsima,көрдөө
962,finden::V,leidma,бул
963,versuchen::V,püüdma,сорун
964,versuchen::V,üritama,сорун
965,versuchen::V,katsetama,сорун
966,vorbereiten::V,valmistama,бэлэмнээ
967,lieben::V,armastama,таптаа
968,mögen::V,sallima,сөбүл
969,mögen::V,meeldima,сөбүл
970,lachen::V,naerma,күл
971,rühren::V,liigutama,долгут
972,rühren::V,heldima panema,долгут
973,weinen::V,nutma,ытаа
974,schimpfen::V,sõimama,үөҕүс
975,sich ärgern::V,ärrituma,кыыһыр
976,sich ärgern::V,ärrituma,кыйахан
977,sich ärgern::V,vihastuma,кыыһыр
978,sich ärgern::V,vihastuma,кыйахан
979,sich fürchten::V,kartma,куттан
980,sich fürchten::V,kartma,дьиксин
981,sich fürchten::V,hirmu tundma,куттан
982,sich fürchten::V,hirmu tundma,дьиксин
983,fürchten::V,kartma,дьиксин
984,fürchten::V,kartma,куттан
985,fliehen::V,põgenema,күрээ
986,flüchten::V,põgenema,күрээ
987,sehen::V,nägema,көр
988,anschauen::V,vaatama,көр
989,ansehen::V,vaatama,көр
990,hören::V,kuulma,бил
991,hören::V,kuulma,иһит
992,zuhören::V,kuulama,иһит
993,probieren::V,proovima,боруобалаан көр
994,probieren::V,proovima,амсайан көр
995,riechen::V,nuusutama,сытырҕаа
996,fühlen::V,tundma,бил
997,scheinen::V,näida,көһүн
998,scheinen::V,ilmuda,көһүн
999,zu sehen sein::V,ilmuma,көһүн
1000,vernehmen::V,üle kuulama,иһит
1001,frieren::V,külmetada,тоҥ
1002,frieren::V,külmetada,үлүй
1003,tun::V,tegema,гын
1004,können::V,võima,кыай
1005,können::V,oskama,кыай
1006,wollen::V,tahtma,баҕар
1007,anfangen::V,hakkama,саҕалаа
1008,anfangen::V,alustama,саҕалаа
1009,beenden::V,lõpetama,бүтэр
1010,aufhören::V,lakkama,уурай
1011,gelingen::V,õnnestuma,сатан
1012,geraten::V,jõudma,баар буолан биэр
1013,geraten::V,jõudma,баар буола тус
1014,geraten::V,jõudma,буолан таҕыс
1015,öffnen::V,avama,ас
1016,schließen::V,sulgema,сап
1017,schließen::V,sulgema,хатаа
1018,stellen::V,panema,уур
1019,stellen::V,panema,туруор
1020,stellen::V,asetama,уур
1021,stellen::V,asetama,туруор
1022,setzen::V,panema,туруор
1023,setzen::V,panema,уур
1024,legen::V,panema,уур
1025,legen::V,asetama,уур
1026,berühren::V,riivama,тыыт
1027,berühren::V,riivama,таарый
1028,berühren::V,puudutama,тыыт
1029,berühren::V,puudutama,таарый
1030,verbinden::V,ühendama,кэлгий
1031,bedecken::V,katma,бүрүй
1032,aufhängen::V,riputama,ыйаа
1033,anzünden::V,süütama,умат
1034,aufheben::V,üles tõstma,өрө тарт
1035,zurücklassen::V,jätma,бырах
1036,verlieren::V,kaotama,сүтэр
1037,fallen lassen::V,maha pillama,түһэр
1038,fallen lassen::V,maha pillama,мүлчү тут
1039,fallen lassen::V,kukkuda laskma,түһэр
1040,fallen lassen::V,kukkuda laskma,мүлчү тут
1041,machen::V,tegema,оҥор
1042,machen::V,tegema,оҥоһун
1043,herstellen::V,valmistama,оҥор
1044,bauen::V,ehitama,тут
1045,reparieren::V,parandama,абырахтаа
1046,verbessern::V,parandama,тупсар
1047,ändern::V,muutma,уларыт
1048,ändern::V,ümber tegema,уларыт
1049,graben::V,kaevama,хас
1050,beugen::V,painutama,бокут
1051,beugen::V,painutama,токурут
1052,beugen::V,painutama,бүк баттаа
1053,biegen::V,painutama,иэх
1054,biegen::V,painutama,өҕүлүннэр
1055,drehen::V,keerama,эргит
1056,drehen::V,keerama,эргичит
1057,wenden::V,ümber pöörama,эргилин
1058,umdrehen::V,ümber keerama,түҥнэр
1059,heben::V,tõstma,көтөх
1060,hochheben::V,üles tõstma,таһаар
1061,hochheben::V,kõrgele tõstma,таһаар
1062,ergreifen::V,haarama,тут
1063,halten::V,hoidma,тут
1064,drücken::V,pigistama,ык
1065,schieben::V,lükkama,ас
1066,kratzen::V,kraapima,кыһыы
1067,lecken::V,lakkuma,салаа
1068,beißen::V,purema,ытыр
1069,beißen::V,hammustama,ытыр
1070,abreißen::V,rebima,быһа тарт
1071,abreißen::V,rebima,туура тарт
1072,abreißen::V,ära rebima,быһа тарт
1073,abreißen::V,ära rebima,туура тарт
1074,abschneiden::V,ära lõikama,быс
1075,abschneiden::V,ära lõikama,быһан ыл
1076,abschneiden::V,ära lõikama,быһа баттаа
1077,binden::V,siduma,кэлгий
1078,stecken::V,pistma,батары ас
1079,brechen::V,murdma,тоһут
1080,klopfen::V,koputama,тоҥсуй
1081,hauen::V,lööma,оҕус
1082,kleben::V,kleepima,силимнээ
1083,reiben::V,hõõruma,аал
1084,streichen::V,silitama,сыбаа
1085,schleifen::V,lihvima,чочуй
1086,schleifen::V,teritama,чочуй
1087,schneiden::V,lõikama,быс
1088,rütteln::V,raputama,иэҕэҥнэт
1089,schütteln::V,raputama,сахсый
1090,schütteln::V,loksutama,сахсый
1091,schwenken::V,vehkima,дайбаа
1092,schwenken::V,lehvitama,дайбаа
1093,schütten::V,kallama,кут
1094,füllen::V,täitma,толор
1095,einwickeln::V,sisse mähkima,суулаа
1096,tragen::V,kandma,ит
1097,schleppen::V,tassima,сос
1098,schleppen::V,lohistama,сос
1099,ziehen::V,vedama,тарт
1100,ziehen::V,tõmbama,тарт
1101,aufbewahren::V,säilitama,уур
1102,aufbewahren::V,säilitama,харай
1103,aufbewahren::V,alal hoidma,уур
1104,aufbewahren::V,alal hoidma,харай
1105,werfen::V,viskama,бырах
1106,fangen::V,püüdma,хап
1107,packen::V,kinni haarama,тут
1108,packen::V,kinni võtma,тут
1109,verstecken::V,peitma,саһыар
1110,teilen::V,jagama,үллэр
1111,teilen::V,jaotama,үллэр
1112,schicken::V,saatma,ыыт
1113,bringen::V,viima,аҕал
1114,hinzufügen::V,lisama,эп
1115,bekommen::V,saama,ыл
1116,bekommen::V,saama,булун
1117,erhalten::V,saama,ыл
1118,nehmen::V,võtma,ыл
1119,wählen::V,valima,быыбардаа
1120,auswählen::V,valima,тал
1121,bewahren::V,hoidma,харай
1122,behindern::V,takistama,мэһэйдээ
1123,verderben::V,rikkuma,буорту гын
1124,beschädigen::V,rikkuma,алдьат
1125,zerbrechen::V,katki tegema,үлтүрүт
1126,zerreißen::V,katki rebima,хайыта тарт
1127,zerstören::V,purustama,алдьат
1128,verbrennen::V,põletama,уоттаа
1129,geben::V,andma,биэр
1130,reichen::V,andma,аҕал
1131,reichen::V,ulatama,аҕал
1132,schenken::V,kinkima,бэлэхтээ
1133,versprechen::V,lubama,эрэннэр
1134,versprechen::V,tõotama,эрэннэр
1135,wünschen::V,soovima,баҕар
1136,loben::V,kiitma,хайҕаа
1137,küssen::V,suudlema,уураа
1138,wiegen::V,hällitama,бигээ
1139,zudecken::V,kaanetama,сап
1140,zudecken::V,kaanetama,бүрүй
1141,zudecken::V,kinni katma,сап
1142,zudecken::V,kinni katma,бүрүй
1143,wecken::V,äratama,уһугуннар
1144,zeigen::V,näitama,көрдөр
1145,führen::V,juhatama,салай
1146,lehren::V,õpetama,үөрэт
1147,unterrichten::V,õpetama,үөрэт
1148,aufziehen::V,üles kasvatama,иит
1149,leiten::V,juhtima,салай
1150,antreiben::V,ergutama,кыһай
1151,lassen::V,laskma,күһэй
1152,einladen::V,kutsuma,ыҥыр
1153,vereinigen::V,ühendama,холбоо
1154,vereinigen::V,ühendama,түм
1155,besuchen::V,külastama,сырыт
1156,besuchen::V,külastama,билсэ сырыт
1157,treffen::V,kohtama,көрүс
1158,sich versammeln::V,kogunema,мүһүн
1159,sich versammeln::V,kogunema,түмүс
1160,spielen::V,mängima,оонньоо
1161,singen::V,laulma,ыллаа
1162,tanzen::V,tantsima,үҥкүүлээ
1163,sich trennen::V,lahku minema,араҕыс
1164,verlassen::V,maha jätma,хааллар
1165,retten::V,päästma,өрүһүй
1166,bewachen::V,valvama,араҥаччылаа
1167,schützen::V,kaitsma,көмүскээ
1168,verteidigen::V,kaitsma,көмүскээ
1169,sich schlagen::V,kaklema,охсус
1170,schießen::V,tulistama,ытыалаа
1171,siegen::V,võitma,хот
1172,siegen::V,võitma,кыай
1173,ärgern::V,ärritama,кыыһырт
1174,ärgern::V,vihastama,кыыһырт
1175,schlagen::V,lööma,оҕус
1176,treten::V,sõtkuma,тэп
1177,stechen::V,pistma,кэй
1178,stechen::V,torkama,кэй
1179,stoßen::V,tõukama,кэп
1180,stoßen::V,tõukama,үтүрүй
1181,stehlen::V,varastama,уор
1182,stören::V,segama,мэһэйдээ
1183,stören::V,häirima,мэһэйдээ
1184,belästigen::V,ahistama,батар
1185,verbergen::V,peitma,кистээ
1186,verbergen::V,varjama,кистээ
1187,täuschen::V,petma,албыннаа
1188,täuschen::V,tüssama,албыннаа
1189,betrügen::V,petma,албыннаа
1190,betrügen::V,tüssama,албыннаа
1191,betrügen::V,truudust murtma,албыннаа
1192,töten::V,tapma,өлөр
1193,töten::V,surmama,өлөр
1194,wohnen::V,elama,олор
1195,arbeiten::V,töötama,үлэлээ
1196,sammeln::V,koguma,мус
1197,sammeln::V,koguma,хомуй
1198,sammeln::V,korjama,мус
1199,sammeln::V,korjama,хомуй
1200,pflücken::V,noppima,үргээ
1201,jagen::V,jahtima,бултаа
1202,fischen::V,kalastama,балыктаа
1203,fischen::V,kala püüdma,балыктаа
1204,fassen::V,püüdma,тут
1205,hüten::V,karjatama,манаа
1206,treiben::V,ajama,үүр
1207,anbinden::V,kinni siduma,баай
1208,füttern::V,söötma,аһат
1209,melken::V,lüpsma,ыа
1210,hacken::V,raiuma,кэрт
1211,hacken::V,lõhkuma,кэрт
1212,gießen::V,kastma,сиигирт
1213,reifen::V,valmima,бус
1214,zubereiten::V,valmistama,бэлэмнээ
1215,kochen::V,keetma,буһар
1216,backen::V,küpsetama,буһар
1217,braten::V,praadima,хооруй
1218,braten::V,praadima,ыһаарылаа
1219,braten::V,praadima,соркуойдаа
1220,umrühren::V,segama,былаа
1221,stricken::V,kuduma,өр
1222,nähen::V,õmblema,иистэн
1223,färben::V,värvima,кырааскалаа
1224,reinigen::V,puhastama,ыраастаа
1225,waschen::V,pesema,сууй
1226,abwischen::V,puhtaks pühkima,сот
1227,spülen::V,uhtma,сайҕаа
1228,fegen::V,pühkima,сиппий
1229,kehren::V,pühkima,харбаа
1230,baden::V,suplema,сөтүөлээ
1231,baden::V,kümblema,сөтүөлээ
1232,sich waschen::V,end pesema,суун
1233,ausziehen::V,käest võtma,уһул
1234,ausziehen::V,jalast võtma,уһул
1235,ausziehen::V,seljast võtma,уһул
1236,anziehen::V,jalga panema,кэтэрт
1237,sich anziehen::V,riietuma,таҥын
1238,kämmen::V,kammima,тараа
1239,schmücken::V,kaunistama,симээ
1240,sagen::V,ütlema,диэ
1241,sprechen::V,rääkima,эт
1242,sprechen::V,rääkima,саҥар
1243,sprechen::V,kõnelema,эт
1244,sprechen::V,kõnelema,саҥар
1245,reden::V,kõnelema,кэпсэт
1246,sich unterhalten::V,vestlema,кэпсэт
1247,fragen::V,küsima,ыйыт
1248,bitten::V,paluma,көрдөс
1249,erzählen::V,jutustama,кэпсээ
1250,erzählen::V,jutustama,сэһэргээ
1251,mitteilen::V,teatama,биллэр
1252,mitteilen::V,teada andma,биллэр
1253,nennen::V,nimetama,ааттаа
1254,rufen::V,kutsuma,ыҥыр
1255,prahlen::V,hooplema,чабылан
1256,prahlen::V,hooplema,киһиргээ
1257,übersetzen::V,tõlkima,тылбаастаа
1258,denken::V,mõtlema,санаа
1259,denken::V,mõtlema,толкуйдаа
1260,glauben::V,uskuma,итэҕэй
1261,bemerken::V,märkama,бэлиэтээ
1262,erkennen::V,ära tundma,бил
1263,begreifen::V,aru saama,өйдөө
1264,verstehen::V,mõistma,өйдөө
1265,lernen::V,õppima,үөрэн
1266,wissen::V,teadma,бил
1267,sich erinnern an::V,mäletama,аҕын
1268,vergessen::V,unustama,умун
1269,messen::V,mõõtma,кэмнээ
1270,messen::V,mõõtma,кээмэйдээ
1271,zählen::V,loendama,аах
1272,rechnen::V,arvutama,аах
1273,lesen::V,lugema,аах
1274,malen::V,maalima,уруһуйдаа
1275,zeichnen::V,joonistama,уруһуйдаа
1276,schreiben::V,kirjutama,суруй
1277,besitzen::V,omama,баһылаа
1278,kaufen::V,ostma,атыылас
1279,verkaufen::V,müüma,атыылаа
1280,bezahlen::V,tasuma,төлөө
1281,zahlen::V,maksma,төлөө
1282,beherrschen::V,valitsema,баһылаа
1283,ertragen::V,taluma,тулуй
