,Concept_ID,kv,az
786,neun::NUM,ӧкмыс,doqquz
787,zehn::NUM,дас,on
788,elf::NUM,дасотік,on bir
789,zwölf::NUM,даскык,on iki
790,zwanzig::NUM,кыкдас,iyirmi
791,dreißig::NUM,куимдас,otuz
792,vierzig::NUM,нёльдас,qırx
793,fünfzig::NUM,витдас,əlli
794,sechzig::NUM,кватьдас,altmış
795,siebzig::NUM,сизимдас,yetmiş
796,achtzig::NUM,кыкьямысдас,səksən
797,neunzig::NUM,ӧкмысдас,doxsan
798,hundert::NUM,сто,yüz
799,tausend::NUM,тысяча,min
800,und::CNJ,и,və
801,und::CNJ,да,və
802,oder::CNJ,или,ya
803,stehen::V,сулавны,durmaq
804,sitzen::V,пукавны,oturmaq
805,liegen::V,куйлыны,uzanmaq
806,hängen::V,ӧшавны,asılmaq
807,werden::V,лоны,olmaq
808,passieren::V,аркмыны,olmaq
809,passieren::V,аркмыны,baş vermək
810,beginnen::V,петны,başlamaq
811,enden::V,-сь,bitmək
812,enden::V,бырны,bitmək
813,wechseln::V,вежсьыны,dəyişmək
814,aufgehen[Sonne]::V,петавны,doğmaq
815,untergehen[Sonne]::V,пуксьыны,batmaq
816,scheinen[Sonne]::V,югьявны,parlamaq
817,donnern::V,гымавны,guruldamaq
818,wehen::V,пӧлявны,əsmək
819,strömen::V,киссьыны,axmaq
820,fließen::V,визывтны,axmaq
821,sich drehen::V,бергавны,dönmək
822,schwanken::V,кӧвьясьны,yellənmək
823,schwingen::V,дюттясьны,yellənmək
824,fallen::V,усьны,düşmek
825,brennen::V,сотчыны,yanmaq
826,rauchen::V,тшынасьны,tüstüləmək
827,regnen::V,зэрны,yağmaq
828,gefrieren::V,гегдыны,donmaq
829,tauen::V,сывны,ərimək
830,schmelzen::V,сывны,ərimək
831,trocknen::V,косьмыны,qurumaq
832,sieden::V,пизьны,qaynamaq
833,faulen::V,нёльзьыны,çürümək
834,verfaulen::V,тӧрмыны,çürümək
835,verfaulen::V,сiсьмыны,çürümək
836,reißen::V,косясьны,yırtılmaq
837,versinken::V,вӧйны,batmaq
838,vergehen::V,мунны,ötmək
839,erscheinen::V,мыччисьны,görünmək
840,verschwinden::V,ӧшны,yox olmaq
841,sinken::V,ямны,enmək
842,abnehmen::V,ямны,azalmaq
843,zunehmen::V,паськавны,artmaq
844,steigen::V,лэбтiсьны,yüksəlmək
845,wachsen::V,быдмыны,böyümək
846,glänzen::V,свиттявны,parlamaq
847,funkeln::V,югйовтлыны,parıldamaq
848,funkeln::V,югйӧв-керны,parıldamaq
849,lärmen::V,чавзыны,səs-küy etmək
850,läuten::V,диньгыны,çalmaq
851,klingeln::V,силькӧтны,zəng etmək
852,klirren::V,жольӧтны,cingildəmək
853,brausen::V,гуасьны,gurlamaq
854,rauschen::V,кышӧтны,xışıldamaq
855,klingen::V,горавны,səslənmək
856,bellen::V,увтны,hürmək
857,bellen::V,вувтны,hürmək
858,heulen::V,уннявны,ulamaq
859,blasen::V,пӧлявны,üfləmək
860,pfeifen::V,пиксыны,fit vermek
861,schreien::V,айзыны,bağırmaq
862,schreien::V,айзыны,qışqırmaq
863,stöhnen::V,ойзыны,inləmək
864,stöhnen::V,ружтыны,inləmək
865,zittern::V,легьявны,titrəmək
866,leben::V,овны,yaşamaq
867,geboren werden::V,шогмыны,doğmaq
868,atmen::V,лолавны,nəfəs almaq
869,trinken::V,юны,içmek
870,essen::V,сёйны,yemək
871,schlucken::V,ньылавны,udmaq
872,müde werden::V,мыдзны,yorulmaq
873,einschlafen::V,ланьтны,yuxuya getmək
874,schlafen::V,узьны,uyumaq
875,aufwachen::V,саймыны,oyanmaq
876,aufwachen::V,пальмыны,oyanmaq
877,aufstehen::V,сувтны,yuxudan durmaq
878,sich erholen::V,шоччисьлыны,dincəlmək
879,krank werden::V,моржитны,xəstə olmaq
880,krank sein::V,шогавны,azarlanmaq
881,krank sein::V,шогавны,xəstələnmək
882,krank sein::V,визьӧтны,azarlanmaq
883,krank sein::V,визьӧтны,xəstələnmək
884,schmerzen::V,висьны,ağrimaq
885,husten::V,кашляйтны,öksürmək
886,genesen::V,бурдны,sağalmaq
887,sterben::V,кувны,ölmək
888,sterben::V,кувны,vəfat etmək
889,umkommen::V,вийсьыны,həlak olmaq
890,sich bewegen::V,локны,hərəkət etmək
891,sich bewegen::V,ветлӧтны,hərəkət etmək
892,sich rühren::V,вӧрзьӧтчыны,tərpənmək
893,sich erheben::V,сувтны,qalxmaq
894,sich setzen::V,пуксьыны,oturmaq
895,hinfallen::V,пӧрласьны,yıxılmaq
896,laufen::V,мунны,yerimək
897,schreiten::V,тальччавны,addım atmaq
898,spazierengehen::V,котрасьны,gəzmək
899,eilen::V,тэрмасьны,atılmaq
900,sich beeilen::V,тэрмасьны,tələsmək
901,sausen::V,вирдавны-котӧртны,çırpmaq
902,springen::V,чеччавны,sıçramaq
903,klettern::V,кышасьны,dırmanmaq
904,schaukeln::V,чурликасьны,sallanmaq
905,kriechen::V,кыскасьны-мунны,sürünmək
906,schwimmen::V,вартчыны,üzmek
907,tauchen::V,сунгисьны ваӧ,dalmaq
908,rudern::V,сынны,avarlamaq
909,fahren::V,мунны,sürmək
910,fliegen::V,лэбавны,uçmaq
911,gehen::V,мунны,getmək
912,weggehen::V,мунны,getmək
913,abfahren::V,иньдӧтчыны,yola düşmək
914,abfahren::V,мунны,yola düşmək
915,anhalten::V,сувтны,saxlamaq
916,hineingehen::V,пырны,girmək
917,eintreten::V,пырны,girmək
918,eintreten::V,пырны,daxil olmaq
919,kommen::V,локны,gəlmək
920,ankommen::V,локны,gəlib çatmaq
921,zurückkommen::V,бертны,qayıtmaq
922,zurückkommen::V,панӧвтсьыны,qayıtmaq
923,bleiben::V,кольччыны,qalmaq
924,warten::V,видзчисьны,gözləmək
925,erwarten::V,видзчисьны,bəkləmək
926,suchen::V,кошшыны,aramaq
927,suchen::V,кошшыны,axtarmaq
928,finden::V,адззыны,tapmaq
929,versuchen::V,пондыны,çalışmaq
930,versuchen::V,пондӧтны,çalışmaq
931,vorbereiten::V,лӧсьӧтны,hazırlamaq
932,lieben::V,милуйтны,sevmək
933,mögen::V,радейтны,xoşlamaq
934,lachen::V,серавны,gülmək
935,rühren::V,сьӧлӧм вӧрзьӧтны,həyəcanlandırmaq
936,weinen::V,горзыны,ağlamaq
937,schimpfen::V,видчыны,küfr etmək
938,sich ärgern::V,лёкавны,acıqlanmaq
939,sich fürchten::V,повны,qorxmaq
940,fürchten::V,повны,qorxmaq
941,fliehen::V,пышшыны,qaçmaq
942,flüchten::V,пышшыны,qaçmaq
943,sehen::V,адззыны,görmək
944,anschauen::V,видзӧтны,baxmaq
945,ansehen::V,видзӧтны,baxmaq
946,hören::V,кывны,duymaq
947,hören::V,кывны,eşitmək
948,zuhören::V,кывзыны,dinləmək
949,probieren::V,пешлыны,dadına baxmaq
950,riechen::V,дукавны,qoxlamaq
951,fühlen::V,кывны,duymaq
952,scheinen::V,декуйтчыны,görünmək
953,zu sehen sein::V,тыдавны,görünmək
954,vernehmen::V,тӧдмавны,eşitmək
955,frieren::V,гегдыны,üşümək
956,tun::V,керны,etmək
957,können::V,вермыны,bilmək
958,können::V,вермыны,bacarmaq
959,wollen::V,мӧдны,istəmək
960,anfangen::V,петны,başlamaq
961,beenden::V,ештӧтны,bitirmək
962,beenden::V,керыштны,bitirmək
963,aufhören::V,дугдыны,bitmək
964,aufhören::V,дугдыны,qurtarmaq
965,gelingen::V,шогмыны,müvəffəq olmaq
966,geraten::V,мыччисьны,düşmək
967,öffnen::V,осьтны,açmaq
968,schließen::V,пӧднавны,qapamaq
969,stellen::V,сувтӧтны,qoymaq
970,setzen::V,пуксьӧтны,oturtmaq
971,legen::V,пуктыны,qoymaq
972,berühren::V,вӧрзьӧтны,toxunmaq
973,verbinden::V,йитны,bağlamaq
974,bedecken::V,вевттьыны,örtmək
975,aufhängen::V,ӧшӧтны,asmaq
976,anzünden::V,ӧзтыны,yandırmaq
977,aufheben::V,лэбтыны,qaldırmaq
978,zurücklassen::V,кольны,buraxmaq
979,verlieren::V,ӧштыны,itirmək
980,fallen lassen::V,уськӧтны,düşürmək
981,machen::V,керны,etmək
982,herstellen::V,вӧчны,istehsal etmək
983,bauen::V,строитны,tikmək
984,reparieren::V,вочны,təmir etmək
985,verbessern::V,бурсьӧтны,düzəltmək
986,ändern::V,вежны,dəyişdirmək
987,graben::V,гарйыны,qazımaq
988,beugen::V,кусіньтны,əymək
989,biegen::V,чукыльтыштны,bükmək
990,drehen::V,бергӧтны,döndərmək
991,wenden::V,бергӧтны,çevirmək
992,umdrehen::V,бергӧтны,çevirmək
993,heben::V,лэбтыны,qaldırmaq
994,hochheben::V,лэбтыны,qaldırmaq
995,ergreifen::V,кватитны,tutmaq
996,halten::V,видзны,saxlamaq
997,drücken::V,личкыны,sıxmaq
998,schieben::V,тойлавны,sürmək
999,kratzen::V,шаркӧтны,qaşımaq
1000,lecken::V,нювны,yalamaq
1001,beißen::V,йирны,dişləmək
1002,abreißen::V,орӧтны,qoparmaq
1003,abschneiden::V,шӧрыштны,ayırmaq
1004,abschneiden::V,вундыштны,ayırmaq
1005,binden::V,гӧрдззыны,bağlamaq
1006,stecken::V,мӧртны,soxmaq
1007,brechen::V,жугдыны,qırmaq
1008,klopfen::V,зукӧтны,sındırmaq
1009,hauen::V,желльыны,vurmaq
1010,kleben::V,лякӧтны,apışdırmaq
1011,reiben::V,зыртны,ovmaq
1012,streichen::V,мавтны,sürtmək
1013,schleifen::V,кыскыны,bülövləmək
1014,schneiden::V,вундавны,kəsmək
1015,rütteln::V,шатлавны,sirkələmək
1016,schütteln::V,зыбӧтны,çalxalamaq
1017,schwenken::V,ӧвтны,yelləmək
1018,schwenken::V,макайтны,yelləmək
1019,schütten::V,кисьтны,tökmək
1020,füllen::V,тыртны,doldurmaq
1021,füllen::V,тырсьӧтны,doldurmaq
1022,einwickeln::V,тубны,sarımaq
1023,tragen::V,новйӧтны,daşımaq
1024,schleppen::V,кыскыны,sürükləmək
1025,ziehen::V,кыскыны,çəkmək
1026,aufbewahren::V,видзны,gizlətmək
1027,werfen::V,шентывлыны,atmaq
1028,fangen::V,кутны,tutmaq
1029,packen::V,кутасьны,yaxalamaq
1030,packen::V,кватитны,yaxalamaq
1031,verstecken::V,дзебны,gizlətmək
1032,teilen::V,торйӧтны,bölmək
1033,schicken::V,иньдыны,yollamaq
1034,schicken::V,иньдыны,göndərmək
1035,bringen::V,вайны,gətirmək
1036,hinzufügen::V,содтыны,əlavə etmək
1037,bekommen::V,получитны,almaq
1038,bekommen::V,получитны,əldə etmək
1039,erhalten::V,получитны,almaq
1040,nehmen::V,босьтны,almaq
1041,wählen::V,бӧрйыны,seçmək
1042,auswählen::V,бӧрйыны,arımaq
1043,bewahren::V,видзны,qorumaq
1044,behindern::V,падтыны,mane olmaq
1045,verderben::V,изводавны,pozmaq
1046,beschädigen::V,паздыны,zədələmək
1047,zerbrechen::V,паздыны,qırmaq
1048,zerbrechen::V,паздыны,sındırmaq
1049,zerreißen::V,косявны,yırtmaq
1050,zerstören::V,паздыны,dağıtmaq
1051,verbrennen::V,сотны,yandırmaq
1052,geben::V,сетны,vermək
1053,reichen::V,сетны,uzatmaq
1054,schenken::V,козьнавны,vermək
1055,versprechen::V,кӧсйыны,vəd vermək
1056,wünschen::V,бурсьыны,arzulamaq
1057,loben::V,ошкыны,tərifləmək
1058,küssen::V,окавны,öpmək
1059,wiegen::V,тюттьӧтны,tərpətmək
1060,zudecken::V,вевттьыны,örtmək
1061,wecken::V,саймӧтны,oyatmaq
1062,zeigen::V,мыччавны,göstərmək
1063,führen::V,нуӧтны,rəhbərlik etmək
1064,lehren::V,велӧтны,öyrətmək
1065,unterrichten::V,велӧтны,öyrətmək
1066,unterrichten::V,велӧтны,dərs vermək
1067,aufziehen::V,быдтыны,tərbiyə etmək
1068,leiten::V,юравны,idarə etmək
1069,leiten::V,веськӧтлыны,idarə etmək
1070,antreiben::V,тэрмӧтны,bizləmək
1071,lassen::V,-ӧтыны,-tırmaq
1072,einladen::V,корны,dəvət etmək
1073,vereinigen::V,ӧтувтны,birləşdirmək
1074,vereinigen::V,ӧтлаавны,birləşdirmək
1075,besuchen::V,пыравлыны,baş çəkmək
1076,besuchen::V,пыравлыны,ziyarət etmək
1077,treffen::V,пантавны,rastlaşmaq
1078,treffen::V,пантавны,rast gəlmək
1079,sich versammeln::V,ӧксьыны,toplanmaq
1080,spielen::V,орсны,oynamaq
1081,singen::V,сьывны,oxumaq
1082,tanzen::V,йӧктыны,oynamaq
1083,tanzen::V,йӧктыны,rəqs etmək
1084,sich trennen::V,торьясьны,ayrılmaq
1085,verlassen::V,кольны,tərk etmək
1086,retten::V,мынтны,xilas etmək
1087,bewachen::V,смекайтны,gözətmək
1088,schützen::V,дорйыны,qorumaq
1089,verteidigen::V,дорйыны,qorumaq
1090,sich schlagen::V,тышкасьны,döyüşmək
1091,schießen::V,лыйны,atmaq
1092,schießen::V,лыйны,atəş açmaq
1093,siegen::V,вермыны,yenmək
1094,ärgern::V,лӧгӧтны,acışdırmaq
1095,schlagen::V,базнитны,döymək
1096,treten::V,чужьявны,təpmək
1097,stechen::V,бытшкыны,soxmaq
1098,stoßen::V,тапкыны,itələmək
1099,stoßen::V,тойыштны,itələmək
1100,stehlen::V,гусявны,çalmaq
1101,stehlen::V,гусявны,oğurlamaq
1102,stören::V,костіавны,pozmaq
1103,belästigen::V,назыляйтны,narahat etmək
1104,verbergen::V,дзебны,gizləmək
1105,täuschen::V,бӧбӧтны,aldatmaq
1106,täuschen::V,пӧрьявны,aldatmaq
1107,betrügen::V,муклачитны,aldatmaq
1108,töten::V,вийны,öldürmək
1109,wohnen::V,овны,yaşamaq
1110,arbeiten::V,уджавны,işləmək
1111,arbeiten::V,уджавны,çalışmaq
1112,sammeln::V,ӧктыны,yığmaq
1113,sammeln::V,ӧктыны,toplamaq
1114,pflücken::V,судзлавны,qoparmaq
1115,jagen::V,вӧравны,ovlamaq
1116,fischen::V,чериавны,balıq tutmaq
1117,fassen::V,кутны,tutmaq
1118,hüten::V,вердны,güdmək
1119,hüten::V,йирсьӧтны,güdmək
1120,treiben::V,вашӧтны,haylamaq
1121,anbinden::V,кӧртавны,bağlamaq
1122,füttern::V,вердны,bəsləmək
1123,melken::V,высьтыны,sağmaq
1124,melken::V,чилькӧтны,sağmaq
1125,hacken::V,керавны,yarmaq
1126,gießen::V,киськавны,sulamaq
1127,reifen::V,кисьмыны,dəymək
1128,zubereiten::V,лӧсьӧтны,bişirmək
1129,kochen::V,пуны,qaynatmaq
1130,backen::V,пӧжавны,bişirmək
1131,braten::V,жаритны,qızartmaq
1132,umrühren::V,соравны,qarışdırmaq
1133,stricken::V,домавны,hörmək
1134,nähen::V,вурны,tikmək
1135,färben::V,краситны,boyamaq
1136,reinigen::V,весӧтны,təmizləmək
1137,waschen::V,пеславны,yumaq
1138,abwischen::V,чышкыны,silmək
1139,spülen::V,гывьявны,çalxamaq
1140,fegen::V,чышкыны,süpürmək
1141,kehren::V,чышкыны,süpürmək
1142,baden::V,купайтчыны ,çimmək
1143,sich waschen::V,миссьыны,yuyunmaq
1144,ausziehen::V,гыжтӧтны,soyunmaq
1145,ausziehen::V,пӧрччавны,soyunmaq
1146,anziehen::V,пасьтавны,geymək
1147,sich anziehen::V,пасьтасьны,geyinmək
1148,kämmen::V,сынавны,daramaq
1149,schmücken::V,баситны,bəzəmək
1150,sagen::V,висьтавны,demək
1151,sagen::V,висьтавны,söymek
1152,sprechen::V,шуны,danışmaq
1153,reden::V,баитны,danışmaq
1154,sich unterhalten::V,сёрнитны,söhbət etmək
1155,fragen::V,юавны,soruşmaq
1156,bitten::V,корны,diləmək
1157,bitten::V,корны,xahiş etmək
1158,erzählen::V,висьтавны,bəhs etmək
1159,mitteilen::V,висьтавны,bildirmək
1160,nennen::V,нимтны,adlandırmaq
1161,rufen::V,китсавны,çağırmaq
1162,rufen::V,корны,çağırmaq
1163,rufen::V,чукӧстны,çağırmaq
1164,prahlen::V,ошшасьны,öyünmək
1165,übersetzen::V,вуджӧтны,tərcümə etmək
1166,denken::V,чайтны,düşünmək
1167,denken::V,чайтны,fikirləşmək
1168,glauben::V,веритны,inanmaq
1169,bemerken::V,казявны,qeyd etmək
1170,erkennen::V,тӧдсавны,tanımaq
1171,begreifen::V,вежӧртны,anlamaq
1172,verstehen::V,кывны,duymaq
1173,lernen::V,велӧтчыны,öyrənmək
1174,wissen::V,тӧдны,bilmək
1175,sich erinnern an::V,касьтывны,xatırlamaq
1176,vergessen::V,вунӧтны,unutmaq
1177,messen::V,меряйтны,ölçmək
1178,zählen::V,лыддьыны,saymaq
1179,rechnen::V,лыддьыны,hesablamaq
1180,lesen::V,лыддьӧтны,oxumaq
1181,zeichnen::V,гижмавны,cızmaq
1182,schreiben::V,гижны,yazmaq
1183,besitzen::V,лоны,yiyələnmək
1184,besitzen::V,лоны,malik olmaq
1185,kaufen::V,небны,satın almaq
1186,verkaufen::V,вузавны,satmaq
1187,bezahlen::V,вештыны,ödəmək
1188,zahlen::V,вештыны,ödəmək
1189,ertragen::V,терпитны,dözmək
1190,Insel::N,,ada
1191,Menge::N,,miqdar
1192,Gewalt::N,,cəbr
1193,Alter::N,,yaş
1194,richtig::A,,doğru
1195,wahr::A,,gərçək
1196,berühmt::A,,məşhur
1197,allein::ADV,,tək
1198,allein::ADV,,yalqız
1199,rennen::V,,qaçmaq
1200,malen::V,,şəkil çəkmək
1201,beherrschen::V,,idarə etmək
