,Concept_ID,no,mrj
776,nicht::ADV,ikke,уке
777,ein wenig::ADV,litt,изиш
778,ein wenig::ADV,litt,иклаштык
779,kaum::ADV,neppe,цылик
780,kaum::ADV,neppe,чучок-чучок
781,sehr::ADV,svært,чоте
782,so::ADV,så,тенге
783,so::ADV,så,тенгелӓ
784,noch::ADV,enda,мол
785,noch::ADV,enda,моло
786,nur::ADV,bare,веле
787,schon::ADV,alt,уже
788,schon::ADV,alt,ӹнде
789,schon::ADV,allerede,уже
790,schon::ADV,allerede,ӹнде
791,wieder::ADV,igjen,уэш
792,vergebens::ADV,forgjeves,зря
793,vergebens::ADV,forgjeves,ӹзрӓ
794,vergebens::ADV,forgjeves,ӹзӹрӓ
795,vor::PRP,foran,анзыц
796,vor::PRP,foran,анзыцын
797,vor::PRP,utenfor,анзыц
798,vor::PRP,utenfor,анзыцын
799,hinter::PRP,bak,шайылан
800,hinter::PRP,bak,шайылный
801,hinter::PRP,bakom,шайылан
802,hinter::PRP,bakom,шайылный
803,unter::PRP,under,лӹвӓкӹ
804,durch::PRP,gjennom,вашт
805,durch::PRP,igjennom,вашт
806,neben::PRP,ved siden av,сага
807,zwischen::PRP,mellom,лош
808,zwischen::PRP,mellom,лошкы
809,wegen::PRP,på grunn av,мычыц
810,dies::PRN,dette,тидӹ
811,dies::PRN,dette,ти
812,das::PRN,det,тидӹ
813,das::PRN,det,ти
814,alles::PRN,alt,цилӓ
815,ich::PRN,jeg,мый
816,du::PRN,du,тӹнь
817,er::PRN,han,тӹдӹ
818,wir::PRN,vi,мӓ
819,ihr::PRN,dere,вӓ
820,sie::PRN,de,нӹнӹ
821,was::FPRN,hva,ма
822,wer::FPRN,hvem,кӱ
823,wo::FADV,hvor,кышан
824,wo::FADV,hvor,кыштакен
825,wohin::FADV,hvor ... hen,кышкы
826,wie::FADV,hvordan,кыце
827,warum::FADV,hvorfor,малын
828,wieviel::FNUM,hvor mye,кынар
829,wieviel::FNUM,hvor mye,кынары
830,wieviel::FNUM,hvor mye,кынаркы
831,eins::NUM,en,иктӹ
832,eins::NUM,en,иктӹт
833,eins::NUM,ett,иктӹ
834,eins::NUM,ett,иктӹт
835,zwei::NUM,to,кок
836,zwei::NUM,to,кокты
837,drei::NUM,tre,кым
838,drei::NUM,tre,кымыт
839,vier::NUM,fire,нӹл
840,fünf::NUM,fem,вӹц
841,sechs::NUM,seks,куд
842,sechs::NUM,seks,кудытмозн
843,sieben::NUM,sju,шӹм
844,sieben::NUM,sju,шӹмӹт
845,acht::NUM,åtte,кӓндӓкш
846,acht::NUM,åtte,кӓндӓкшӹ
847,neun::NUM,ni,ӹндекшшӱдӹ
848,zehn::NUM,ti,лу
849,elf::NUM,elleve,луатик
850,elf::NUM,elleve,луатиктӹ
851,zwölf::NUM,tolv,луаткок
852,zwölf::NUM,tolv,луаткокты
853,zwanzig::NUM,tjue,коклы
854,dreißig::NUM,tretti,кымлы
855,vierzig::NUM,førti,нӹллӹ
856,fünfzig::NUM,femti,вӹцлӹ
857,sechzig::NUM,seksti,кудлу
858,siebzig::NUM,sytti,шӹмлу
859,achtzig::NUM,åtti,кӓндӓкшлу
860,neunzig::NUM,nitti,ӹндекшлу
861,hundert::NUM,hundre,шӱдӹ
862,tausend::NUM,tusen,тӹжем
863,und::CNJ,og,дöн
864,oder::CNJ,eller,льывы
865,stehen::V,stå,шалшаг
866,sitzen::V,sitte,шӹнзӓш
867,liegen::V,ligge,киӓш
868,hängen::V,henge,кечӓш
869,werden::V,bli,шагалаш
870,passieren::V,skje,ӹштӓ́лтӓш
871,passieren::V,hende,ӹштӓ́лтӓш
872,beginnen::V,begynne,тӹнгӓлӓлтӓш
873,enden::V,ende,пӹтӓш
874,enden::V,slutte,пӹтӓш
875,wechseln::V,veksle,весемӓш
876,wechseln::V,veksle,весемӓлтӓш
877,aufgehen[Sonne]::V,stå opp,авараш
878,untergehen[Sonne]::V,gå ned,шӹ́нзӓш
879,scheinen[Sonne]::V,skinne,сотемдӓрӓш
880,donnern::V,tordne,хӹдӹртӓш
881,wehen::V,blåse,ӹфӹлӓш
882,strömen::V,strømme,йогащ
883,fließen::V,flyte,йогащ
884,sich drehen::V,dreie seg,пöрдӓш
885,schwanken::V,svaie,лыпшалташ
886,schwingen::V,svinge,кӓчӓйӓш
887,fallen::V,falle,кенвазаш
888,fallen::V,falle,шынгалташ
889,brennen::V,brenne,йылаш
890,rauchen::V,ryke,шыпшаш
891,regnen::V,regne,юраш
892,gefrieren::V,fryse,гӓш
893,gefrieren::V,fryse,кӹлмаш
894,tauen::V,tine,шылаш
895,schmelzen::V,smelte,шӹрӓнӓш
896,trocknen::V,tørre,кошкаш
897,sieden::V,koke,шолаш
898,faulen::V,råtne,шӱӓш
899,verfaulen::V,råtne,йӓнгӓрӓлтӓш
900,reißen::V,briste,кышкедӓлтӓш
901,versinken::V,synke,ва́лаш
902,versinken::V,synke ned,ва́лаш
903,vergehen::V,forløpe,эртӓш
904,erscheinen::V,synes,каяш
905,verschwinden::V,forsvinne,ямаш
906,sinken::V,synke,пычаш
907,abnehmen::V,avta,чӹдемӓш
908,abnehmen::V,avta,кöтӹргӓш
909,abnehmen::V,minske,чӹдемӓш
910,abnehmen::V,minske,кöтӹргӓш
911,zunehmen::V,tilta,когоэмӓш
912,steigen::V,stige,лӱлта́лташ
913,wachsen::V,gro,кушкаш
914,wachsen::V,vokse,кушкаш
915,glänzen::V,skinne,йӹлгӹжӓш
916,funkeln::V,tindre,валгалташ
917,lärmen::V,bråke,юкланаш
918,läuten::V,ringe,цоргаш
919,klingeln::V,ringe,цоргаш
920,klirren::V,klirre,цонгырталгаш
921,brausen::V,bruse,ышдымыла́наш
922,rauschen::V,suse,шу́жгаш
923,klingen::V,lyde,йо́нгаш
924,klingen::V,klinge,йо́нгаш
925,bellen::V,gjø,опташ
926,bellen::V,bjeffe,опташ
927,heulen::V,ule,урмыжаш
928,blasen::V,blåse,ӹфӹлӓш
929,pfeifen::V,plystre,ши́шкаш
930,schreien::V,skrike,уташ
931,schreien::V,skrike,саслаш
932,schreien::V,skrike,варгынзаш
933,stöhnen::V,stønne,ӹнгӹрӓш
934,zittern::V,dirre,цӹтӹрӓш
935,zittern::V,skjelve,цӹтӹрӓш
936,leben::V,leve,ӹлӓш
937,geboren werden::V,fødes,шачаш
938,atmen::V,ånde,шӱлӓш
939,atmen::V,puste,шӱлӓш
940,trinken::V,drikke,йӱӓш
941,essen::V,spise,качкаш
942,schlucken::V,svelge,нелӓш
943,müde werden::V,bli trett,янгылаш
944,einschlafen::V,sovne,амален кеӓш
945,schlafen::V,sove,амалаш
946,aufwachen::V,våkne,понгыжалташ
947,aufstehen::V,stå opp,кӹньӹл шагалаш
948,sich erholen::V,bli bra,кӓнаш
949,sich erholen::V,komme seg,кӓнаш
950,krank werden::V,bli syk,церлӓнен вазаш
951,krank sein::V,være syk,церлӓнӓш
952,krank sein::V,være syk,ясланаш
953,krank sein::V,være syk,ясыланаш
954,schmerzen::V,gjøre vondt,каршташ
955,husten::V,hoste,кахыраш
956,genesen::V,komme seg,паремӓш
957,genesen::V,komme seg,тöрлӓнӓш
958,sterben::V,dø,вазын колаш
959,umkommen::V,omkomme,пӹтӓш
960,sich bewegen::V,bevege seg,кашташ
961,sich rühren::V,røre på seg,тӓрвӓнӓш
962,sich erheben::V,reise seg,кӹньӹлӓш
963,sich setzen::V,sette sig,шӹнзӓш
964,hinfallen::V,falle over ende,кенвазаш
965,hinfallen::V,falle over ende,шынгалташ
966,laufen::V,løpe,кашташ
967,schreiten::V,skride,ашкедӓш
968,spazierengehen::V,spasere,мадын кашташ
969,spazierengehen::V,gå en tur,мадын кашташ
970,eilen::V,ile,вӓшкӓш
971,sich beeilen::V,skynde seg,вӓшкӓш
972,sich beeilen::V,skynde seg,талашаш
973,sausen::V,suse,хойхаланаш
974,sausen::V,suse,хояш
975,rennen::V,løpe,кыргыжаш
976,springen::V,hoppe,тӹршештӓш
977,springen::V,springe,тӹршештӓш
978,klettern::V,klatre,ку́заш
979,schaukeln::V,huske,лыпшалташ
980,kriechen::V,krype,авалянаш
981,kriechen::V,krype,ньыжиклӓш
982,schwimmen::V,svømme,илӓш
983,tauchen::V,dykke,цымаш
984,rudern::V,ro,шуалташ
985,fahren::V,kjøre,кеӓш
986,fliegen::V,fly,чонгештӓш
987,gehen::V,gå,кеӓш
988,weggehen::V,gå bort,кеӓш
989,abfahren::V,reise,кеӓш
990,anhalten::V,stanse,цӓрнӓш
991,hineingehen::V,gå inn,пыраш
992,eintreten::V,tre inn,пыраш
993,kommen::V,komme,толаш
994,ankommen::V,ankomme,шоаш
995,ankommen::V,komme til,шоаш
996,zurückkommen::V,komme tilbake,пöртӹлӓш
997,bleiben::V,bli,кодаш
998,bleiben::V,forbli,кодаш
999,warten::V,vente,вычаш
1000,erwarten::V,vente,вычаш
1001,suchen::V,søke,кӹчӓлӓш
1002,finden::V,finne,моаш
1003,versuchen::V,prøve,путаяш
1004,versuchen::V,prøve,цацаш
1005,versuchen::V,forsøke,путаяш
1006,versuchen::V,forsøke,цацаш
1007,vorbereiten::V,forberede,поспейӹктӓш
1008,lieben::V,elske,яраташ
1009,mögen::V,like,яраташ
1010,lachen::V,le,ваштылаш
1011,rühren::V,røre,тӓрвӓтӓш
1012,weinen::V,gråte,мӓгӹрӓш
1013,schimpfen::V,skjelle,свырседӓлӓш
1014,sich ärgern::V,ergre seg,шӹдешкӓш
1015,sich fürchten::V,være redd,лӱдӓш
1016,fürchten::V,være redd for,лӱдӓш
1017,fliehen::V,rømme,кыргыжаш
1018,fliehen::V,flykte,кыргыжаш
1019,flüchten::V,flykte,кыргыж шӹлӓш
1020,sehen::V,se,ужаш
1021,anschauen::V,se på,анжалаш
1022,anschauen::V,betrakte,анжалаш
1023,ansehen::V,anse,анжаш
1024,hören::V,høre,колаш
1025,zuhören::V,tilhøre,колышташ
1026,probieren::V,smake,тотештӓш
1027,probieren::V,smake,подыл анжаш
1028,probieren::V,smake på,тотештӓш
1029,probieren::V,smake på,подыл анжаш
1030,riechen::V,lukte,ӱпшӹнзӓш
1031,fühlen::V,føle,шижӓш
1032,scheinen::V,se ut,каяш
1033,zu sehen sein::V,synes,каяш
1034,vernehmen::V,få vite,колын колташ
1035,frieren::V,fryse,кӹлмаш
1036,frieren::V,fryse,тӹнгӹргӓш
1037,tun::V,gjøre,ӹштӓш
1038,können::V,kunne,кердӓш
1039,wollen::V,ville,жалаяш
1040,anfangen::V,begynne,тӹнгӓлӓш
1041,beenden::V,avslutte,пӹтӓрӓш
1042,aufhören::V,slutte,цӓрнӓш
1043,aufhören::V,holde opp,цӓрнӓш
1044,gelingen::V,lykkes,цӓш лиӓш
1045,geraten::V,bli,лиӓш
1046,öffnen::V,åpne,пачаш
1047,schließen::V,lukke,чӱчӓш
1048,schließen::V,stenge,чӱчӓш
1049,stellen::V,stille,шӹндӓш
1050,setzen::V,sette,шӹндӓш
1051,legen::V,legge,опташ
1052,legen::V,legge,пиштӓш
1053,berühren::V,berøre,тӹкӓлӓш
1054,verbinden::V,forbinde,пидӓш
1055,bedecken::V,dekke,леведӓш
1056,aufhängen::V,henge,сӓкӓш
1057,aufhängen::V,henge opp,сӓкӓш
1058,anzünden::V,tenne,чӱктӓш
1059,anzünden::V,antenne,чӱктӓш
1060,anzünden::V,tenne på,чӱктӓш
1061,aufheben::V,løfte,кузыкташ
1062,aufheben::V,ta opp,кузыкташ
1063,zurücklassen::V,slippe tilbake,кодаш
1064,verlieren::V,miste,ямдаш
1065,fallen lassen::V,droppe,кенвацтараш
1066,fallen lassen::V,la falle,кенвацтараш
1067,machen::V,lage,ӹштӓш
1068,machen::V,gjøre,ӹштӓш
1069,herstellen::V,fremstille,йӓмдӹлӓш
1070,bauen::V,bygge,ӹштӓш
1071,reparieren::V,reparere,чиняш
1072,reparieren::V,reparere,алалаш
1073,verbessern::V,rette,яжоэмден шӹндӓш
1074,verbessern::V,forbedre,яжоэмден шӹндӓш
1075,ändern::V,forandre,вашталташ
1076,graben::V,grave,капаяш
1077,beugen::V,bøye,лывырташ
1078,beugen::V,bøye,каклярташ
1079,biegen::V,bøye,лывырташ
1080,drehen::V,dreie,сӓрӓш
1081,drehen::V,dreie,сӓрӹкӓлӓш
1082,wenden::V,vende,сӓрӓлӓш
1083,umdrehen::V,snu,сӓрӓлӓш
1084,heben::V,heve,лӱктӓш
1085,hochheben::V,løfte,кузыкташ
1086,ergreifen::V,gripe,хватяш
1087,ergreifen::V,få tak i,хватяш
1088,halten::V,holde,кычаш
1089,drücken::V,trykke,темдӓш
1090,schieben::V,skyve,шӹкӓш
1091,kratzen::V,klø,нӹжӓш
1092,kratzen::V,klore,нӹжӓш
1093,lecken::V,slikke,нылаш
1094,beißen::V,bite,пыралаш
1095,abreißen::V,rive av,кӹрӓш
1096,abreißen::V,rive av,кышкед нӓлӓш
1097,abschneiden::V,skjære av,шулаш
1098,abschneiden::V,skjære av,лаштыклаш
1099,binden::V,binde,пидӓш
1100,stecken::V,stikke,шыралаш
1101,brechen::V,bryte,тодылаш
1102,brechen::V,bryte,пыдырташ
1103,brechen::V,briste,тодылаш
1104,brechen::V,briste,пыдырташ
1105,klopfen::V,banke,рушткаш
1106,hauen::V,hogge,шелӹштӓш
1107,kleben::V,klistre,клейӓш
1108,reiben::V,gni,нӹжӓш
1109,streichen::V,stryke,шӹрӓш
1110,schleifen::V,slipe,шымаш
1111,schneiden::V,klippe,пӹчкӓш
1112,rütteln::V,ruske,мыльгыкташ
1113,schütteln::V,riste,цӹтӹртӓш
1114,schütteln::V,riste,мыльгыкташ
1115,schwenken::V,svinge,машыяш
1116,schütten::V,helle,опталаш
1117,füllen::V,fylle,темӓш
1118,einwickeln::V,vikle inn,пӹтӹрӓ́лӓш
1119,tragen::V,bære,намалаш
1120,schleppen::V,slepe,шӹдӹрӓш
1121,ziehen::V,dra,шыпшаш
1122,ziehen::V,trekke,шыпшаш
1123,aufbewahren::V,oppbevare,перегӓш
1124,aufbewahren::V,ta vare på,перегӓш
1125,werfen::V,kaste,кӹшкӓш
1126,fangen::V,fange,кычаш
1127,packen::V,gripe,хватяш
1128,packen::V,gripe tak i,хватяш
1129,verstecken::V,gjemme,шӹлтӓш
1130,teilen::V,dele,пайылаш
1131,schicken::V,sende,колташ
1132,bringen::V,bringe,кандаш
1133,hinzufügen::V,tilføye,
1134,bekommen::V,få,лыкташ
1135,erhalten::V,få,получаяш
1136,nehmen::V,ta,налаш
1137,wählen::V,velge,айыраш
1138,auswählen::V,velge ut,айыраш
1139,bewahren::V,bevare,перегӓш
1140,behindern::V,hindre,мешӓйӓш
1141,behindern::V,forhindre,мешӓйӓш
1142,verderben::V,ødelegge,портяш
1143,beschädigen::V,skade,шушырташ
1144,zerbrechen::V,brekke i stykker,пыдырташ
1145,zerreißen::V,rive i stykker,кӹрӓш
1146,zerstören::V,ødelegge,шӓлӓтӓш
1147,verbrennen::V,brenne,йылаташ
1148,verbrennen::V,brenne,йылалташ
1149,verbrennen::V,brenne opp,йылаташ
1150,verbrennen::V,brenne opp,йылалташ
1151,geben::V,gi,пуаш
1152,reichen::V,rekke,пуаш
1153,schenken::V,forære,подараш
1154,schenken::V,skjenke,подараш
1155,versprechen::V,love,сöрӓш
1156,wünschen::V,ønske,жалаяш
1157,loben::V,rose,хваляш
1158,küssen::V,kysse,шышшалаш
1159,wiegen::V,vogge,лӱнгӓлтӓш
1160,zudecken::V,dekke til,пиштӓш
1161,wecken::V,vekke,понгыжалтараш
1162,zeigen::V,vise,анжыкташ
1163,führen::V,føre,видӓш
1164,lehren::V,lære,тымдаш
1165,unterrichten::V,undervise,тымдаш
1166,aufziehen::V,oppdra,кушташ
1167,leiten::V,lede,видӓш
1168,leiten::V,lede,вуйлаташ
1169,leiten::V,lede,вуйлалташ
1170,antreiben::V,drive på,талаштараш
1171,lassen::V,få til å,-ыкт
1172,einladen::V,be,ӱжӓш
1173,einladen::V,invitere,ӱжӓш
1174,vereinigen::V,forene,иктештӓш
1175,besuchen::V,besøke,толаш
1176,treffen::V,møte,вӓшлиӓш
1177,treffen::V,møte,вӓшлиӓлтӓш
1178,treffen::V,treffe,вӓшлиӓш
1179,treffen::V,treffe,вӓшлиӓлтӓш
1180,sich versammeln::V,forsamles,цымыргаш
1181,spielen::V,leke,мадаш
1182,spielen::V,spille,мадаш
1183,singen::V,synge,мыраш
1184,tanzen::V,danse,кушташ
1185,sich trennen::V,skilles,айырлаш
1186,verlassen::V,forlate,шуаш
1187,retten::V,redde,ытараш
1188,bewachen::V,bevokte,оролаш
1189,schützen::V,verne,перегӓш
1190,schützen::V,beskytte,перегӓш
1191,verteidigen::V,forsvare,перегӓш
1192,sich schlagen::V,slåss,шидӓлӓш
1193,sich schlagen::V,slåss,шиэдӓлӓш
1194,schießen::V,skyte,лӱӓш
1195,siegen::V,seire,сӹнгӓш
1196,ärgern::V,ergre,шӹдештӓрӓш
1197,treten::V,sparke,чымаш
1198,stechen::V,stikke,пышкылаш
1199,stoßen::V,støte,шыркедӓш
1200,stehlen::V,stjele,шолышт толаш
1201,stören::V,forstyrre,ӓрештӹлӓш
1202,belästigen::V,plage,кӓньӹсӹрлӓндӓрӓш
1203,belästigen::V,plage,шытырланыкташ
1204,belästigen::V,sjenere,кӓньӹсӹрлӓндӓрӓш
1205,belästigen::V,sjenere,шытырланыкташ
1206,verbergen::V,gjemme,шӹлтӓш
1207,täuschen::V,villede,алталаш
1208,täuschen::V,villede,аталаш
1209,betrügen::V,bedra,мошеньӹчӓйӓш
1210,töten::V,drepe,пуштын шуаш
1211,wohnen::V,bo,ӹлӓш
1212,arbeiten::V,arbeide,пӓшӓлӓш
1213,arbeiten::V,arbeide,ровотаяш
1214,sammeln::V,samle,погаш
1215,pflücken::V,plukke,кӹрӓш
1216,jagen::V,jage,охотничӓйӓш
1217,fischen::V,fiske,кол кычаш
1218,fassen::V,fange,кычаш
1219,hüten::V,vokte,кӹтӓш
1220,treiben::V,drive,шуруяш
1221,anbinden::V,feste,ялшташ
1222,anbinden::V,feste,ялышташ
1223,füttern::V,fore,пукшаш
1224,melken::V,melke,шыпшылаш
1225,hacken::V,hakke,роаш
1226,gießen::V,helle,шӓвӓш
1227,reifen::V,modne,кӱӓш
1228,reifen::V,modne,поспейӓш
1229,zubereiten::V,lage,йӓмдӹлӓш
1230,zubereiten::V,tilberede,йӓмдӹлӓш
1231,kochen::V,koke,шолташ
1232,backen::V,bake,кӱктӓш
1233,braten::V,steke,жӓрӓш
1234,umrühren::V,røre om,намалаш
1235,stricken::V,strikke,пидӓш
1236,nähen::V,sy,ыргаш
1237,färben::V,farge,пидӓш
1238,reinigen::V,rense,чиӓлтӓш
1239,reinigen::V,gjøre ren,чиӓлтӓш
1240,waschen::V,vaske,мышкаш
1241,abwischen::V,tørke av,ӹштӓш
1242,spülen::V,spyle,шӱӓлтӓш
1243,spülen::V,skylle,шӱӓлтӓш
1244,fegen::V,feie,ӹштӓш
1245,kehren::V,koste,ӹштӓш
1246,baden::V,bade,нӱштӹлӓш
1247,sich waschen::V,vaske seg,мышкылташ
1248,ausziehen::V,ta av,кыдашаш
1249,anziehen::V,ta på,чиӓш
1250,sich anziehen::V,kle på seg,чиӓш
1251,kämmen::V,gre,шерӓш
1252,kämmen::V,kjemme,шерӓш
1253,schmücken::V,pynte,цеверемдӓш
1254,schmücken::V,smykke,цеверемдӓш
1255,sagen::V,si,манаш
1256,sagen::V,si,келесӓш
1257,sprechen::V,snakke,манаш
1258,reden::V,tale,шайышташ
1259,reden::V,snakke,шайышташ
1260,sich unterhalten::V,samtale,хытыраш
1261,sich unterhalten::V,samtale,хытыргаш
1262,fragen::V,spørre,ядаш
1263,bitten::V,be,ядаш
1264,erzählen::V,fortelle,келесӓш
1265,mitteilen::V,meddele,попаш
1266,mitteilen::V,meddele,увертӓш
1267,mitteilen::V,meddele,увертӓрӓш
1268,nennen::V,kalle,лӹмдӓш
1269,rufen::V,rope,ӱжӓш
1270,prahlen::V,skryte,хайзаш
1271,prahlen::V,skryte,шаргаланаш
1272,übersetzen::V,oversette,вашташ
1273,denken::V,tenke,машанаш
1274,glauben::V,tro,ӹнянӓш
1275,bemerken::V,bemerke,цаклаш
1276,bemerken::V,legge merke til,цаклаш
1277,erkennen::V,gjenkjenne,пӓлӓш
1278,begreifen::V,begripe,ынгылаш
1279,verstehen::V,forstå,ынгылаш
1280,verstehen::V,skjønne,ынгылаш
1281,lernen::V,lære,тыменяш
1282,wissen::V,vite,пӓлӓш
1283,sich erinnern an::V,huske på,ышештӓрӓш
1284,vergessen::V,glemme,монден кодаш
1285,messen::V,måle,висӓш
1286,zählen::V,telle,шотаяш
1287,rechnen::V,regne,шотаяш
1288,lesen::V,lese,лыдаш
1289,malen::V,male,рисуяш
1290,zeichnen::V,tegne,ыдырка́лаш
1291,schreiben::V,skrive,вазаш
1292,besitzen::V,eie,кы́чаш
1293,besitzen::V,inneha,кы́чаш
1294,kaufen::V,kjøpe,нӓлӓш
1295,verkaufen::V,selge,выжалаш
1296,bezahlen::V,betale,тӱлӓш
1297,zahlen::V,betale,тӱлӓш
1298,beherrschen::V,beherske,кы́чаш
1299,ertragen::V,orke,цӹтӓш
1300,schlagen::V,,пӓрен колташ
1301,schlagen::V,,хӹрӹктен колташ
