,Concept_ID,fr,ab
586,Jahr::N,an,
587,Jahr::N,année,
588,Frühling::N,printemps,ааҕын
589,Sommer::N,été,аҧхын
590,Herbst::N,automne,ҭагалан
591,Herbst::N,automne,хкаарачан
592,Winter::N,hiver,аӡын
593,Januar::N,janvier,ианвар
594,Februar::N,février,февраль
595,März::N,mars,март
596,April::N,avril,апрель
597,Mai::N,mai,маи
598,Juni::N,juin,иуун
599,Juli::N,juillet,иууль
600,August::N,août,август
601,September::N,septembre,сентиабр
602,Oktober::N,octobre,октиабр
603,November::N,novembre,ноиабр
604,Dezember::N,décembre,декабр
605,Montag::N,lundi,ашəахьа
606,Dienstag::N,mardi,аҩаша
607,Mittwoch::N,mercredi,ахаша
608,Donnerstag::N,jeudi,аҧшьаша
609,Freitag::N,vendredi,ахəаша
610,Samstag::N,samedi,асабша
611,Sonntag::N,dimanche,амҽыша
612,groß::A,grand,аду
613,klein::A,petit,амаҷ
614,lang::A,long,ахəхəа
615,kurz::A,court,акьаҿ
616,breit::A,large,аиужь
617,breit::A,large,аиҵых
618,schmal::A,étroit,аҭшəа
619,dicht::A,dense,аилач
620,dick[Gegenstand]::A,épais,ажəпа
621,dünn::A,mince,
622,fein::A,fin,апа
623,fein::A,fin,аҵаӷа
624,fein::A,fin,аӡа
625,fein::A,menu,апа
626,fein::A,menu,аҵаӷа
627,fein::A,menu,аӡа
628,fest::A,ferme,аҟаца
629,fest::A,ferme,аӷəӷəаҟаца
630,fest::A,solide,аҟаца
631,fest::A,solide,аӷəӷəаҟаца
632,flach::A,plat,ақəаҟьа
633,flach::A,plat,аҧаҟьа
634,glatt::A,poli,аимаҩзы
635,glatt::A,lisse,аимаҩзы
636,hart::A,dur,акьакьа
637,weich::A,mou,атата
638,rund::A,rond,акəмпыл
639,spitz::A,aigu,аҵар
640,spitz::A,pointu,аҵар
641,scharf::A,tranchant,аҵар
642,stumpf::A,mousse,ацагə
643,stumpf::A,émoussé,ацагə
644,schwer::A,lourd,ахьанҭа
645,schwer::A,pesant,ахьанҭа
646,schön::A,beau,аҧшӡа
647,heiß::A,chaud,ашы
648,heiß::A,très chaud,ашы
649,warm::A,chaud,аҧха
650,kalt::A,froid,ахьшəашəа
651,kühl::A,frais,ахьшəашəа
652,kühl::A,frais,ицәыхьшәашәоу
653,frisch::A,frais,цқьа
654,feucht::A,humide,ацəаак
655,nass::A,mouillé,абааӡа
656,trocken::A,sec,Аба
657,trocken::A,sec,аҩа
658,voll::A,plein,азна
659,voll::A,rempli,азна
660,leer::A,vide,аҭацəы
661,offen::A,ouvert,аарта
662,geschlossen::A,clos,ихҩоу
663,geschlossen::A,clos,иаркыу
664,geschlossen::A,fermé,ихҩоу
665,geschlossen::A,fermé,иаркыу
666,sauber::A,net,ацқьа
667,sauber::A,propre,ацқьа
668,schmutzig::A,sale,аҟьашь
669,schmutzig::A,crasseux,аҟьашь
670,roh::A,cru,
671,roh::A,brut,
672,reif::A,mûr,Арҭ
673,reif::A,mûr,аҟала
674,reif::A,mûr,иҟалахьоу
675,lecker::A,délicieux,ахаа
676,lecker::A,appétissant,ахаа
677,süß::A,doux,азла
678,bitter::A,amer,аша
679,sauer::A,aigre,аҵəҵəы
680,hell::A,clair,алаша
681,dunkel::A,sombre,алашьца
682,schwarz::A,noir,аиқуаҵәа
683,weiß::A,blanc,ашкəакəа
684,rot::A,rouge,аҟаҧшь
685,gelb::A,jaune,аҩеижь
686,blau::A,bleu,аҽҵәа
687,grün::A,vert,ашьацҧшҭəала
688,grün::A,vert,аеҵəа
689,grau::A,gris,ацəыш
690,bunt::A,multicolore,Аилыҕраа
691,bunt::A,multicolore,аҕраҷкəын
692,billig::A,bon marché,амариа
693,teuer::A,cher,амҩан
694,wertvoll::A,précieux,кыр иаҕсоу
695,wertvoll::A,précieux,акыр иаҕсоу
696,blind::A,aveugle,алашə
697,taub::A,sourd,адагəа
698,kräftig::A,fort,аӷəӷəа
699,kräftig::A,vigoureux,аӷəӷəа
700,stark::A,fort,абаҟа
701,stark::A,puissant,абаҟа
702,schwach::A,faible,акəада
703,fett::A,gras,аҧсыла
704,schlank::A,svelte,акала
705,schlank::A,svelte,акьалантар
706,schlank::A,svelte,аиҿартə
707,hübsch::A,joli,аҧшӡа
708,böse::A,mauvais,абааҧсы
709,dumm::A,sot,агаӡа
710,dumm::A,bête,агаӡа
711,faul::A,fainéant,аашьа
712,faul::A,paresseux,аашьа
713,fleißig::A,appliqué,иҟубҷоу
714,geizig::A,avare,акы
715,geizig::A,avare,акаҷбеи
716,geizig::A,avare,аҟəџьыр
717,klug::A,intelligent,аҟəыш
718,klug::A,intelligent,аҟəыӷа
719,geschickt::A,habile,напҟазала
720,lieb::A,cher,алашара
721,lieb::A,gentil,алашара
722,lustig::A,gai,алах-ҿых
723,lustig::A,gai,игурҕьаччо
724,lustig::A,gai,агурҕьа
725,lustig::A,gai,агурҿыхага
726,lustig::A,joyeux,алах-ҿых
727,lustig::A,joyeux,игурҕьаччо
728,lustig::A,joyeux,агурҕьа
729,lustig::A,joyeux,агурҿыхага
730,sanft::A,doux,атата
731,sanft::A,doux,аҟəымшəышə
732,sanft::A,doux,ақьыҧш
733,hungrig::A,affamé,амлашь
734,krank::A,malade,ачымазаҩ
735,nackt::A,nu,аҟьантаз
736,traurig::A,triste,алахьеиқəҵага
737,lebendig::A,vivant,абза
738,gut::A,bon,абзиа
739,schlecht::A,mauvais,-хəарҭам
740,richtig::A,juste,иашоу
741,richtig::A,correct,иашоу
742,schlimm::A,grave,абааҧсы
743,schlimm::A,mauvais,абааҧсы
744,wahr::A,vrai,агəҭылса
745,wahr::A,vrai,абзиаҵəҟьа
746,wahr::A,véritable,агəҭылса
747,wahr::A,véritable,абзиаҵəҟьа
748,alt::A,vieux,Ажə
749,neu::A,neuf,аҿыц
750,neu::A,nouveau,аҿыц
751,ehemalig::A,ancien,анкьатәи
752,alt[Lebewesen]::A,âgé,абырг
753,alt[Lebewesen]::A,âgé,ақабада
754,alt[Lebewesen]::A,âgé,Ажə
