,Concept_ID,ba,ko
134,Tanne::N,шыршы,전나무
135,Horn::N,мөғөҙ,뿔
136,Feder::N,ҡауырһын,깃털
137,Fell::N,тире,피혁모피
138,Flügel::N,ҡанат,날개
139,Klaue::N,тырнаҡ,갈고리 발톺
140,Kralle::N,аяҡ,발툭
141,Schwanz::N,ҡойроҡ,꼬리
142,Ei::N,йомортҡа,알
143,Nest::N,оя,보금자리
144,Bau::N,оң,굴
145,Tier::N,жайуан,짐승
146,Tier::N,йыртҡыс,짐승
147,Herde::N,көтөү,가축의떼
148,Kuh::N,һыйыр,암소
149,Bulle::N,үгеҙ,황소
150,Pferd::N,ат,말
151,Schaf::N,һарыҡ,양
152,Schwein::N,сусҡа,돼지
153,Hund::N,эт,개
154,Katze::N,бесәй,고양이
155,Bär::N,айыу,콤
156,Eichhörnchen::N,тейен,다람쥐
157,Elch::N,мышы,고라니
158,Fuchs::N,төлкө,여우
159,Hase::N,ҡуян,토끼
160,Maus::N,сысҡан,쥐
161,Wolf::N,бүре,늑대
162,Vogel::N,ҡош,새
163,Schwarm::N,көтөү,뗴
164,Huhn::N,тауыҡ,암탉
165,Hahn::N,әтәс,수탉
166,Gans::N,ҡаҙ,거위
167,Adler::N,бөркөт,수리
168,Ente::N,өйрәк,오리
169,Eule::N,өкө,부엉이
170,Eule::N,ябалаҡ,부엉이
171,Kranich::N,торна,두루미
172,Krähe::N,ҡарға,까마귀
173,Kuckuck::N,кәкүк,뻐꾸기
174,Schwan::N,аҡҡош,배조
175,Fisch::N,балыҡ,물고기
176,Barsch::N,алабуға,농어
177,Hecht::N,суртан,에속스
178,Schlange[Tier]::N,йылан,뱀
179,Wurm::N,селяүсен,벌레
180,Spinne::N,үрмәксе,거미
181,Ameise::N,ҡырмыҫҡа,개미
182,Laus::N,бет,이
183,Mücke::N,серәкәй,모기
184,Fliege::N,себен,날기
185,Schmetterling::N,күбәләк,나비
186,Beere::N,еләк,장과
187,Apfel::N,алма,사과
188,Pilz::N,бәшмәк,고방이
189,Zwiebel::N,һуган,양파
190,Saat::N,орлоҡ,씨
191,Korn::N,иген,알맹이
192,Heu::N,бесән,건초
193,Schale::N,ҡабыҡ,피상
194,Grube::N,соҡор,
195,Falle::N,тоҙак,함정
196,Falle::N,ҡапҡан,함정
197,Schlinge::N,тоҙак,올가미
198,Schlinge::N,тоҙак,멜빵붕대
199,Spur::N,әҫер,발지국
200,Asche::N,көл,재
201,Dreck::N,батҡаҡ,똥
202,Dreck::N,батҡаҡ,오물
203,Eisen::N,тимер,쇠
204,Eisen::N,тимер,철
205,Gold::N,алтын,항금
206,Silber::N,көмөш,은
207,Kohle::N,күмер,슻
208,Glas::N,быяла,유리
209,Lehm::N,балсыҡ,찰흙
210,Sand::N,ҡом,모래
211,Mensch::N,кеше,사람
212,Mann::N,ир,남자
213,Frau::N,ҡатын,여자
214,Kind::N,бала,아이
215,Junge::N,малай,소녁
216,Mädchen::N,ҡыҙ,소녀
217,Mädchen::N,ҡыҙыҡай,소녀
218,Familie::N,ғаилә,가족
219,Großvater::N,олатай,할아버지
220,Großmutter::N,әбәй,할머니
221,Eltern::N,ата-әсә,어버오
222,Vater::N,атай,아버지
223,Mutter::N,әсә,어머니
224,Sohn::N,ул,아들
225,Tochter::N,ҡыҙ,딸기
226,Bruder::N,агай,형제
227,Schwester::N,алай,누이
228,Schwester::N,һеңле,누이
229,Onkel::N,ағай,백부
230,Tante::N,апай,아주머니
231,Ehemann::N,ир,남편
232,Ehefrau::N,ҡатын,아내
233,Freude::N,шатлыҡ,기쁨
234,Freude::N,ҡыуаныс,기쁨
235,Gelächter::N,көлөү,웃음
236,Glück::N,бәхет,즐거움
237,Kummer::N,ҡайғы,슬픔
238,Wunsch::N,теләк,소망
239,Lust::N,әүәҫлек,
240,Geist::N,аң,할기
241,Geist::N,рух,할기
242,Gedanke::N,уй,상념
243,Gedanke::N,фекер,상념
244,Gedächtnis::N,хәтер,기억
245,Verstand::N,аҡыл,분별
246,Verstand::N,аҡыл,지능
247,Sinn::N,мәғәня,센스
248,Grund::N,сәбәп,까닭
249,Wahrheit::N,дөрөҫлөк,참
250,Wahrheit::N,дөрөҫлөк,진실
251,Gespräch::N,әңгәмә,대화
252,Märchen::N,әкиәт,동화
253,Erzählung::N,хикәйә,이야기
254,Nachricht::N,хәбәр,
255,Neuigkeit::N,яңылыҡ,뉴스
256,Name::N,исем,이름
257,Rätsel::N,йомаҡ,수수께끼
258,Rede::N,телмәр,연설
259,Sprache::N,тел,말
260,Sprache::N,телмәр,말
261,Stimme::N,тауыш,목소리
262,Wort::N,һүҙ,낱말
263,Zeichen::N,билдә,신호
264,Ruf::N,саҡырыу,부름
265,Lärm::N,шаулау,소동
266,Laut::N,тауыш,음성
267,Ton::N,яңғырау,목소리
268,Lied::N,йыр,노래
269,Ruhe::N,ял,쉼
270,Ruhe::N,тыныслыҡ,쉼
271,Leute::N,кешеләр,사람들
272,Volk::N,халҡ,국중
273,Arbeit::N,эш,근로
274,Arbeit::N,эш,너무
275,Gast::N,ҡунаҡ,손님
276,Geschenk::N,бүләк,행하
277,Spiel::N,уйын,무리
278,Gesellschaft::N,йәмғиәт,교제
279,Hilfe::N,ярҙам,거들음
280,Hilfe::N,ярҙам,보좌
281,Freund::N,дуҫ,친구
282,Kamerad::N,иптәш,동실자
283,Angelegenheit::N,әш,용무
284,Anzahl::N,һан,어떤
285,Anzahl::N,һан,수
286,Art::N,төр,정류
287,Stück::N,киҫәк,일부분
288,Teil::N,өлөш,몱
289,Teil::N,өлөш,구훠
290,Hälfte::N,ярты,2분의
291,Kreis::N,түңәрәк,고리
292,Kreuz::N,тәре,열십자
293,Linie::N,һыҙыҡ,선
294,Strich::N,һыҙат,스침
295,Abstand::N,ара,거리
296,Entfernung::N,алыҫлыҡ,거리
297,Gegend::N,урын,곳
298,Gegend::N,урын,부금
299,Platz::N,арауыҡ,장소
300,Ort::N,ерҙәр,장소
301,Ort::N,урындар,장소
302,Ort::N,эш урыны,장소
303,Seite::N,яҡ,옆면
304,Mitte::N,урталыҡ,궁간
305,Gegenstand::N,нәмә,항목
306,Sache::N,нәмә,뭉에
307,Sache::N,әйбер,뭉에
308,Rand::N,сит,가
309,Kante::N,ҡабырға,귀퉁
310,Kante::N,ян,귀퉁
311,Ecke::N,мөйөш,구석
312,Spitze::N,ос,끝
313,Spitze::N,ос,참단
314,Ende::N,аҙаҡ,말당
315,Loch::N,тишек,빙옷
316,Winkel::N,мөйөш,각도
317,Muster::N,биҙәк,본
318,Muster::N,биҙәк,견복
319,Größe::N,ҙурлыҡ,신장
320,Länge::N,оҙонлоҡ,길이긺
321,Höhe::N,бейеклек,높이
322,Gewicht::N,үлсәү,추
323,Menge::N,һан,수양
324,Haufen::N,өйөм,퇴적
325,Reihe::N,рәт,열
326,Boot::N,кәмә,보트
327,Ruder::N,ишкәк,노
328,Schlitten::N,сана,썰매
329,Ski::N,саңгы,스키
330,Lagerfeuer::N,костер,캠프의 모닥불
331,Last::N,ауырлыҡ,무거운짐
332,Gang::N,барыу,걸음
333,Schritt::N,аҙым,보조
334,Norden::N,төньяҡ,북쪽 
335,Süden::N,көньяҡ,남쪽
336,Westen::N,көнбайыш,서쪽
337,Osten::N,көнсығыш,동쪽
338,Holz::N,үағас,목재
339,Brett::N,таҡта,마루널
340,Platte::N,плита,탤
341,Platte::N,плита,금속판
342,Stütze::N,терәк,버팀목
343,Stange::N,кәртә,장대
344,Stock::N,таяҡ,막대기
345,Stab::N,ҡолға,작대기
346,Rohr::N,торба,갈대
347,Haus::N,өй,집
348,Haus::N,йорт,집
349,Heim::N,өй,집
350,Ofen::N,мейес,아궁이
351,Fußboden::N,енес,마루
352,Tisch::N,өҫтәл,탁자
353,Stuhl::N,ултырғыс,의자
354,Wiege::N,бишек,발상지
355,Bett::N,карауат,침대
356,Regal::N,кәштә,서가
357,Kiste::N,йәшинк,짐궤
358,Fenster::N,тәҙрә,눔
359,Tür::N,ишек,문
360,Tor::N,ҡапҡа,대문
361,Zaun::N,ҡойма,담장
362,Dach::N,түбә,지붕
363,Dach::N,ҡыйыҡ,지붕
364,Leiter::N,баҫҡыс,사닥다리
365,Besen::N,һепертке,비
366,Spaten::N,көрәк,가래
367,Schaufel::N,көрәк,삽
368,Gabel::N,сәнске,갈래
369,Löffel::N,ҡалаҡ,숟가락
370,Messer::N,бысаҡ,나이프
371,Nagel::N,сөй,발툽
372,Netz::N,ау,그물
373,Haken::N,ыргаҡ,갈고리
374,Griff::N,тотҡа,움켜쥠
375,Schloss::N,йоҙаҡ,자물쇠
376,Bild::N,картина,그림
377,Figur::N,һын,몸메
378,Puppe::N,ҡурсаҡ,인형
379,Beutel::N,тоҡ,클
380,Bündel::N,төргәк,자근다발
381,Tasche::N,сумка,가방
382,Eimer::N,биҙрә,동이
383,Deckel::N,ҡапҡас,뚜껑
384,Geschirr::N,һауыт-һаба,식시
385,Sack::N,тоҡ,조갑
386,Tasse::N,сынаяҡ,차잔
387,Topf::N,кәстрүл,단지
388,Kessel::N,ҡаҙан,주전자
389,Essen::N,ашау,먹기
390,Nahrung::N,аҙыҡ,식료
391,Speise::N,аш,음식물
392,Fleisch::N,ит,고기
393,Getreide::N,иген,곡물
394,Getreide::N,ашлыҡ,곡물
395,Brei::N,бутҡа,젤리
396,Brot::N,икмәк,빵
397,Scheibe::N,телем,원반
398,Fett::N,май,기름
399,Butter::N,май,버터
400,Öl::N,май буяуы,올리브유
401,Salz::N,тоҙ,소금
402,Suppe::N,һурпа,국
403,Suppe::N,һурпа,수프
404,Honig::N,бал,감미
405,Milch::N,һөт,유즙
406,Tee::N,сәй,차
407,Leder::N,күн,가죽
408,Wolle::N,йөн,양털
409,Stoff::N,туҡыма,패료
410,Nadel::N,энә,바늘
411,Faden::N,еп,콘실
412,Knopf::N,төймә,단추
413,Knoten::N,төйөн,곁절
414,Farbe::N,буяу,색
415,Kleidung::N,кейем,옷입기
416,Hemd::N,күлдәк,속옷
417,Kragen::N,яға,깃
418,Ärmel::N,ең,소매
419,Hose::N,салбар,바지
420,Gürtel::N,ҡайыш,밴드
421,Mütze::N,бүрк,모자
422,Schuh::N,туфли,구두
423,Stiefel::N,итек,장화
424,Ring::N,йөҙөк,고리
425,Ring::N,балдаҡ,고리
426,Band::N,таҫма,리본
427,Kamm::N,тараҡ,빗
428,Spiegel::N,көзгө,거울
429,Riemen::N,ҡайыш,가죽끈
430,Schnur::N,бау,밧줄
431,Leine::N,бау,고삐줄
432,Decke::N,одеяд,이부자리
433,Kissen::N,мендәр,깔개
434,Tuch::N,яулыҡ,천
435,Handtuch::N,таҫтамал,수건
436,Kraft::N,көс,세력
437,Stärke::N,көс,힘
438,Gesundheit::N,һаулыҡ,위생
439,Krankheit::N,сир,병
440,Krankheit::N,ауырыу,병
441,Schmerz::N,һыҙлау,아픔고통
442,Schmerz::N,әрнеү,아픔고통
443,Wunde::N,йәрәхәт,상처
444,Fieber::N,тапма,열별
445,Fieber::N,биҙгәк,열별
446,Arznei::N,дарыу,약
447,Brücke::N,күпер,교량
448,Brunnen::N,ҡоҙоҡ,원천
449,Weide::N,көтөүлек,목장
450,Pfad::N,һуҡмаҡ,좁은길
451,Weg::N,юл,길
452,Straße::N,урам,길
453,Dorf::N,ауыл,촌
454,Dorf::N,ауыл,촌락
455,Stadt::N,ҡала,도시
456,Brief::N,хат,서한
457,Buch::N,китап,책
458,Buch::N,кенәгә,책
459,Buchstabe::N,хәреф,문자
460,Zeitung::N,гәзит,신문
461,Leben::N,йәшәү,삶
462,Tod::N,үлем,죽음
463,Grab::N,ҡәбер,무덤
464,Kirche::N,сиркәү,교회
465,Sünde::N,гөнаһ,부정
466,Gott::N,алла,하느님
467,Gott::N,хоҙай,하느님
468,Arbeiter::N,эшсе,일하는사람
469,Chef::N,башлыҡ,사장
470,Meister::N,оҫта,명인
471,Meister::N,оҫта,대가
472,Arzt::N,врач,의사
473,Lehrer::N,уҡытыусы,교사
474,Geld::N,аҡса,돈
475,Geschäft::N,эш,일
476,Laden::N,магазин,가게
477,Preis::N,хаҡ,가격
478,Ware::N,тауар,상품
479,Nutzen::N,файҙа,이익
480,Reichtum::N,байлыҡ,많음
481,Welt::N,донъя,세상
482,Land::N,ил,지방
483,Staat::N,дәүләт,국가
484,König::N,король,국왕
485,Macht::N,власть,힘
486,Grenze::N,сик,국경
487,Krieg::N,һуғыш,전쟁
488,Feind::N,йылан,적
489,Gewalt::N,көслөк,권력
490,Kampf::N,көрәш,전투
491,Bogen[Waffe]::N,йәйә,활
492,Pfeil::N,уҡ,화살
493,Gewehr::N,мылтыҡ,무기
494,Fehler::N,хата,오류
495,Lüge::N,ялған,거짓말
496,Schaden::N,зыян,손상
497,Schaden::N,зарар,손상
498,Unglück::N,ҡаза,불행
499,Schuld::N,ғәйеп,부채
500,Alter::N,йәш,연령
501,Schluss::N,һуң,마감
502,Schluss::N,аҙаҡ,마감
503,Zeit::N,мәл,때
504,Zeit::N,мәл,시간
505,Zeit::N,заман,때
506,Zeit::N,заман,시간
507,Tag::N,көн,하루
508,Morgen::N,иртә,이침
509,Morgen::N,иртәнсәк,이침
510,Mittag::N,төш,대낮
511,Abend::N,кис,저녁
512,Nacht::N,төн,밤
513,Woche::N,аҙна,근무일
514,Monat::N,ай,달
515,Jahr::N,йыл,해
516,Frühling::N,яҙ,봄
517,Sommer::N,йәй,여름
518,Herbst::N,көз,가을
519,Winter::N,ҡыш,겨울
520,Januar::N,ғинуар,일월
521,Februar::N,февраль,이월
522,März::N,март,삼월
523,April::N,апрель,사월
524,Mai::N,май,오월
525,Juni::N,июнь,유월
526,Juli::N,июль,칠월
527,August::N,август,팔월
528,September::N,сентябрь,구월
529,Oktober::N,октябрь,시월
530,November::N,ноябрь,십일월
531,Dezember::N,декабрь,십이월
532,Montag::N,дүшәмбе,월요일
533,Dienstag::N,шишәмбе,화요일
534,Mittwoch::N,шаршамбы,수요일
535,Donnerstag::N,кесаҙна,모교일
536,Freitag::N,йома,그묘일
537,Samstag::N,шәмбе,토요일
538,Sonntag::N,йәкшәмбе,일요일
539,groß::A,ҙур,큰
540,klein::A,бәләкәс,자근
541,lang::A,оҙон,긴
542,kurz::A,ҡыҫҡа,짧은
543,breit::A,киң,넓은
544,schmal::A,тар,좁은
545,dicht::A,йыш,농밀한
546,dicht::A,ҡуйы,농밀한
547,dick[Gegenstand]::A,ҡалын,두꺼운
548,dünn::A,йоҡа,얇은
549,dünn::A,нәҙек,얇은
550,fein::A,нескә,미세한
551,fest::A,ныҡ,굳은
552,flach::A,яҫы,얕은
553,flach::A,ялпаҡ,얕은
554,glatt::A,шыма,반들반들한
555,hart::A,ҡаты,굳은
556,weich::A,йомшаҡ,연한
557,rund::A,түңәрәк,둥근
558,spitz::A,осло түбәле,뾰족한
559,scharf::A,үткер,날카로운
560,stumpf::A,утмәҫ,무딘
561,schwer::A,ауыр,무거운
562,schön::A,матур,멋진
563,heiß::A,эҫе,뜨거운
564,warm::A,йылы,따뜻한
565,kalt::A,һыуыҡ,찬
566,kühl::A,һалҡынса,서늘한
567,frisch::A,һалҡынса,신선한
568,feucht::A,еүеш,축축한
569,feucht::A,дымлы,축축한
570,nass::A,еүеш,젖은
571,trocken::A,кипкән,마른
572,voll::A,тулы,완전한
573,leer::A,буш,빈
574,offen::A,асыҡ,열린
575,geschlossen::A,ябыҡ,닫힌
576,sauber::A,таҙа,깨끗한
577,schmutzig::A,бысраҡ,더러운
578,roh::A,сей,날게잇의
579,reif::A,өлгөрғән,이근
580,lecker::A,тәмле,맛있는
581,süß::A,тямле,단
582,süß::A,тәм-том,단
583,bitter::A,әсе,찌르는듯한
584,sauer::A,әсе,산성의
585,hell::A,яҡты,밝은
586,dunkel::A,ҡараңғы,어두운
587,schwarz::A,ҡара,검은
588,weiß::A,аҡ,하얀
589,rot::A,матур,붉은
590,rot::A,һылыу,붉은
591,rot::A,сибәр,붉은
592,gelb::A,һары,황색
593,blau::A,күк,푸른
594,grün::A,йәшел,녹색의
595,grau::A,буҙ,회색의
596,bunt::A,сыбар,알록달록한
597,bunt::A,ала-ҡола,알록달록한
598,billig::A,арзан,싼
599,teuer::A,ҡыйбатлы,값비산
600,wertvoll::A,ҡиммәтле,가치가많은
601,blind::A,һуҡыр,눈먼
602,taub::A,һаңғырау,무감간한
603,kräftig::A,көслө,강장한
604,kräftig::A,ҡеүәтле,강장한
605,stark::A,көслө,강한
606,stark::A,ҡеүәтле,강한
607,schwach::A,көсһөҙ,약한
608,fett::A,һимеҙ,실찐
609,schlank::A,зифа,호리호리한
610,hübsch::A,матур,예쁜
611,böse::A,асыулы,나쁜
612,dumm::A,иҫәр,어리석은
613,faul::A,иренсәк,너덜너덜한
614,fleißig::A,тырыш,근면한
615,geizig::A,һаран,인색한
616,klug::A,аҡыллы,
617,geschickt::A,оҫта,교묘한
618,lieb::A,яғымлы,친애하는
619,lustig::A,күңелле,유쾌한
620,sanft::A,йыуаш,온화한
621,hungrig::A,ас,배고픈
622,krank::A,сирле,병든
623,krank::A,ауырыу,병든
624,nackt::A,яланғас,벌거벗은
625,traurig::A,яманһыу,슬픈
626,lebendig::A,тере,살아있는
627,lebendig::A,йәнле,살아있는
628,gut::A,яҡшы,좋은
629,schlecht::A,хөрт,나쁜
630,schlecht::A,алама,나쁜
631,richtig::A,дөрөҫ,바른
632,schlimm::A,хөрт,못된
633,schlimm::A,алама,못된
634,wahr::A,дөрөҫ,참된
635,alt::A,иҫке,늙은
636,alt::A,боронғо,늙은
637,neu::A,яңы,새
638,ehemalig::A,элекке,전의
639,alt[Lebewesen]::A,ҡарт,낡은
640,jung::A,йәш,젊은
641,arm::A,фәҡир,가난한
642,reich::A,бай,풍부한
643,bekannt::A,таныш,저명한
644,berühmt::A,атаҡлы,유명한
645,berühmt::A,данлыҡлы,유명한
646,fremd::A,ят,타처이
647,fremd::A,сит,타처이
648,verschieden::A,төрлө,따른
649,nah::A,яҡын,가까운
650,fern::A,алыҫ,먼
651,fern::A,йыраҡ,먼
652,linker::A,һул,왼쭉의
653,rechter::A,уң,오른쪽의
654,anderer::A,бутән,다른
655,erster::A,тәүге,첫째
656,zweiter::A,икенсе,둘째
657,dritter::A,өсөнсө,셋째
658,letzter::A,һуңғы,의후자의
659,allein::ADV,бер үҙе,훌로
660,allein::ADV,яңғыҙ,훌로
661,auf einmal::ADV,бер юлы,갑자기
662,zusammen::ADV,бергә,모아서
663,lange::ADV,оҙаҡ,오래
664,plötzlich::ADV,ҡапыл,둘연한
665,sofort::ADV,шунда уҡ,즉시
666,später::ADV,һуңыраҡ,보다늦은
667,jetzt::ADV,хәҙер,목하
668,heute::ADV,бөгөн,오늘
669,morgen::ADV,иртәгә,내일
670,bald::ADV,тиҙҙән,곱
671,dann::ADV,һуңынан,그경우에
672,gestern::ADV,кисә,어제
673,einst::ADV,ҡасандыр,옛날에
674,einst::ADV,бер баҡыт,옛날에
675,damals::ADV,ул саҡта,그때에
676,danach::ADV,һуңынан,그 뒤에
677,vorher::ADV,элек,미리
678,zuerst::ADV,башта,최초로
679,einmal::ADV,бер,한번
680,manchmal::ADV,ҡайһы берҙә,땓대로
681,oft::ADV,йыш,땓대로
682,immer::ADV,һәр ҡасан,늘
683,niemals::ADV,бер ҡасан да,결코...(하지)않다
684,niemals::ADV,бер ваҡытта ла,결코...(하지)않다
685,hier::ADV,бында,여기
686,hierhin::ADV,бында,여기로
687,von hier::ADV,бынан,
688,von hier::ADV,ошонан,
689,dort::ADV,шунда,거기
690,dort::ADV,тегендә,거기
691,dorthin::ADV,шунда,저기예
692,dorthin::ADV,тегеләй,저기예
693,geradeaus::ADV,тура,곧장
694,vorwärts::ADV,алға,앞으로
695,rückwärts::ADV,кирегә,뒤로
696,zurück::ADV,кирегә,제자리로
697,unten::ADV,түбәндә,아래에
698,hinab::ADV,түбәнгә,아래쪽으로
699,oben::ADV,юғарыла,위에
700,hinauf::ADV,юғарыға,위쪽으로
701,überall::ADV,бөтә урында,도처에
702,nicht::ADV,тугел,안
703,ein wenig::ADV,аҙ,적음
704,kaum::ADV,көскә,가의
705,kaum::ADV,саҡ-саҡ,가의
706,sehr::ADV,ифат,자주
707,so::ADV,шулай,그와같이
708,noch::ADV,йәнә,아직
709,nur::ADV,бары,다만
710,schon::ADV,инде,이미
711,wieder::ADV,тағы,다시
712,vergebens::ADV,бушҡа,헛되이
713,vor::PRP,алдында,앞에
714,hinter::PRP,артында,뒤에
715,unter::PRP,аҫтында,잍에
716,durch::PRP,үтә,통고하여
717,neben::PRP,эргәһендә,와나란히
718,zwischen::PRP,араһында,의사이로
719,wegen::PRP,өсөн,때문에
720,wegen::PRP,сәбәпле,때문에
721,dies::PRN,был,이
722,dies::PRN,ошо,이
723,das::PRN,ул,저
724,alles::PRN,бөтә,모든것
725,ich::PRN,мин,나
726,du::PRN,һин,너
727,er::PRN,ул,그
728,wir::PRN,беҙ,우리
729,ihr::PRN,һеҙ,너희들
730,sie::PRN,улар,그들
731,was::FPRN,ә,뭣
732,was::FPRN,ни,뭣
733,was::FPRN,нәмә,뭣
734,wer::FPRN,ҡем,누구
735,wo::FADV,ҡайҙа,어디
736,wohin::FADV,ҡайҙа,어디로
737,wie::FADV,инидәй,어떻게
738,warum::FADV,ин өсөн,왜
739,wieviel::FNUM,күпме,얼마만큰
740,eins::NUM,бер,하나
741,zwei::NUM,ике,둘
742,zwei::NUM,икәү,둘
743,drei::NUM,өс,셋
744,vier::NUM,дүрт,넷
745,fünf::NUM,биш,다섯
746,sechs::NUM,алты,여섯
747,sieben::NUM,ете,일곱
748,acht::NUM,һигеҙ,여덟
749,neun::NUM,туғыҙ,아홉
750,zehn::NUM,ун,열
751,elf::NUM,ун бер,열하나
752,zwölf::NUM,ун ике,열둘
753,zwanzig::NUM,егерме,스물
754,dreißig::NUM,утыҙ,서름
755,vierzig::NUM,ҡырҡ,마흔
756,fünfzig::NUM,илле,숸
757,sechzig::NUM,алтмыш,에순
758,siebzig::NUM,етмеш,일흔
759,achtzig::NUM,һикһән,여든
760,neunzig::NUM,туҡһан,아흔
761,hundert::NUM,йөҙ,백
762,tausend::NUM,мең,천
763,und::CNJ,да,와
764,oder::CNJ,йәки,아니면
765,stehen::V,тороу,서다
766,sitzen::V,ултырыу,앉다
767,liegen::V,ятыу,눕다
768,hängen::V,аҫылынып тороу,달다
769,werden::V,булыу,되다
770,passieren::V,булыу,지장옶다
771,beginnen::V,башлау,시작되다
772,enden::V,бөтөү,큳내다
773,enden::V,тамамланыү,큳내다
774,wechseln::V,үҙгәреү,병경하다
775,aufgehen[Sonne]::V,ҡалҡыу,뜨다
776,untergehen[Sonne]::V,байыу,지다
777,scheinen[Sonne]::V,яҡтыртып тороу,빛나다
778,donnern::V,күкрәү,천둥치다
779,wehen::V,иҫеү,풀다
780,strömen::V,ташыу,흐르다
781,fließen::V,ағыу,흐르다
782,sich drehen::V,әйләнеү,돌다
783,schwanken::V,тирбәлеү,동요하다
