,Concept_ID,it,sq
815,nah::A,propinquo,afërt
816,fern::A,lontano,largët
817,linker::A,sinistro,majtë
818,rechter::A,destro,djathtë
819,anderer::A,altro,tjetër
820,erster::A,primo,parë
821,zweiter::A,secondo,dytë
822,dritter::A,terzo,i tretë
823,letzter::A,ùltimo,fundit
824,allein::ADV,solo,vetëm
825,allein::ADV,da solo,vetëm
826,auf einmal::ADV,insieme,njëkohësisht
827,zusammen::ADV,insieme,bashkë
828,zusammen::ADV,insieme,së bashku
829,lange::ADV,a lungo,për një kohë të gjatë
830,plötzlich::ADV,all'improvviso,befas
831,sofort::ADV,sùbito,menjëherë
832,sofort::ADV,sùbito,aty për aty
833,sofort::ADV,all'istante,menjëherë
834,sofort::ADV,all'istante,aty për aty
835,später::ADV,più tardi,më vonë
836,jetzt::ADV,ora,tash
837,jetzt::ADV,adesso,tash
838,heute::ADV,oggi,sot
839,morgen::ADV,domani,nesër
840,bald::ADV,presto,shpejt
841,bald::ADV,presto,së shpejti
842,bald::ADV,tra poco,shpejt
843,bald::ADV,tra poco,së shpejti
844,dann::ADV,allora,pastaj
845,gestern::ADV,ieri,dje
846,einst::ADV,prima,dikur
847,einst::ADV,un tempo,dikur
848,damals::ADV,allora,atëherë
849,danach::ADV,poi,mandej
850,danach::ADV,dopo,mandej
851,vorher::ADV,prima,më parë
852,zuerst::ADV,prima,së pari
853,zuerst::ADV,dapprima,së pari
854,einmal::ADV,una volta,njëherë
855,manchmal::ADV,talvolta,nganjëherë
856,manchmal::ADV,qualche volta,nganjëherë
857,oft::ADV,spesso,shpesh
858,immer::ADV,sempre,përherë
859,immer::ADV,sempre,gjithnjë
860,niemals::ADV,non mai,kurrë
861,niemals::ADV,non mai,asnjëherë
862,hier::ADV,qua,këtu
863,hierhin::ADV,qua,knej
864,von hier::ADV,ne,që këtej
865,von hier::ADV,ne,prej këtej
866,von hier::ADV,da qui,që këtej
867,von hier::ADV,da qui,prej këtej
868,dort::ADV,lì,aty
869,dort::ADV,lì,atje
870,dorthin::ADV,là,anej
871,geradeaus::ADV,diritto,drejt
872,vorwärts::ADV,avanti,mbroth
873,vorwärts::ADV,avanti,përpara
874,rückwärts::ADV,all'indietro,mbrapsht
875,zurück::ADV,di indietro,prapa
876,zurück::ADV,di indietro,mbrapsht
877,unten::ADV,giù,poshtë
878,unten::ADV,sotto,poshtë
879,hinab::ADV,giù,përposh
880,hinab::ADV,in giù,përposh
881,oben::ADV,su,lart
882,oben::ADV,su,sipër
883,oben::ADV,sopra,lart
884,oben::ADV,sopra,sipër
885,hinauf::ADV,in sù,lart
886,hinauf::ADV,in sù,përpjetë
887,hinauf::ADV,in alto,lart
888,hinauf::ADV,in alto,përpjetë
889,überall::ADV,dappertutto,kudo
890,nicht::ADV,non,s'
891,nicht::ADV,non,nuk
892,ein wenig::ADV,un po',një tis
893,ein wenig::ADV,un poco,një tis
894,kaum::ADV,a appena,mezi
895,sehr::ADV,molto,fort
896,sehr::ADV,molto,shumë
897,so::ADV,così,ashtu
898,so::ADV,così,kështu
899,so::ADV,tanto,ashtu
900,so::ADV,tanto,kështu
901,noch::ADV,ancora,ende
902,noch::ADV,ancora,akoma
903,nur::ADV,solo,vetëm
904,nur::ADV,soltanto,vetëm
905,schon::ADV,già,tashmë
906,wieder::ADV,di nuovo,përsëri
907,vergebens::ADV,invano,kot
908,vor::PRP,davanti a,para
909,hinter::PRP,dietro,prapa
910,hinter::PRP,dietro,mbrapa
911,unter::PRP,sotto,nën
912,durch::PRP,per,nëpër
913,durch::PRP,attraverso,nëpër
914,neben::PRP,a accanto a,pranë
915,neben::PRP,a accanto a,përbri
916,zwischen::PRP,fra,midis
917,zwischen::PRP,fra,ndërmjet
918,wegen::PRP,a causa di,për
919,dies::PRN,ciò,ky
920,dies::PRN,questo,ky
921,das::PRN,ciò,ky
922,das::PRN,quello,ky
923,alles::PRN,tutto,gjithçka
924,ich::PRN,ìo,unë
925,du::PRN,tu,ti
926,er::PRN,lui,ai
927,er::PRN,egli,ai
928,wir::PRN,noi,ne
929,ihr::PRN,voi,ju
930,sie::PRN,loro,ata
931,was::FPRN,che,ç'
932,was::FPRN,che,çfarë
933,was::FPRN,che cosa,ç'
934,was::FPRN,che cosa,çfarë
935,wer::FPRN,chi,kush
936,wo::FADV,dove,ku
937,wohin::FADV,dove,për ku
938,wie::FADV,come,si
939,warum::FADV,perche,pse
940,warum::FADV,perche,përse
941,wieviel::FNUM,quanto,sa
942,eins::NUM,uno,një
943,zwei::NUM,due,dy
944,drei::NUM,tre,tre
945,vier::NUM,quattro,katër
946,fünf::NUM,cinque,pesë
947,sechs::NUM,sei,gjashtë
948,sieben::NUM,sette,shtatë
949,acht::NUM,otto,tetë
950,neun::NUM,nove,nëntë
951,zehn::NUM,dieci,dhjetë
952,elf::NUM,ùndici,njëmbëdhjetë
953,zwölf::NUM,dodici,dymbëdhjetë
954,zwanzig::NUM,venti,njëzet
955,dreißig::NUM,trenta,tridhjetë
956,vierzig::NUM,quaranta,dyzet
957,fünfzig::NUM,cinquanta,pesëdhjetë
958,sechzig::NUM,sessanta,gjashtëdhjetë
959,siebzig::NUM,settanta,shtatëdhjetë
960,achtzig::NUM,ottanta,tetëdhjetë
961,neunzig::NUM,novanta,nëntëdhjetë
962,hundert::NUM,cento,qind
963,tausend::NUM,mille,mijë
964,und::CNJ,e,e
965,und::CNJ,e,dhe
966,oder::CNJ,o,a
967,oder::CNJ,o,apo
968,stehen::V,stare in piedi,rri
969,sitzen::V,sedere,rri
970,sitzen::V,stare seduto,rri
971,liegen::V,giacere,rri shtrirë
972,hängen::V,pèndere,varem
973,hängen::V,èssere appeso,varem
974,werden::V,farsi,bëhem
975,werden::V,diventare,bëhem
976,passieren::V,succèdere,ndodh
977,beginnen::V,cominciare,filloj
978,enden::V,finire,përfundoj
979,enden::V,terminare,përfundoj
980,wechseln::V,variare,ndërroj
981,wechseln::V,cambiare,ndërroj
982,aufgehen[Sonne]::V,sòrgere,hapem
983,aufgehen[Sonne]::V,spuntare,hapem
984,untergehen[Sonne]::V,tramontare,hyj
985,untergehen[Sonne]::V,tramontare,perëndoj
986,scheinen[Sonne]::V,splèndere,ndriçoj
987,donnern::V,tonare,gjëmoj
988,donnern::V,tonare,bubulloj
989,wehen::V,soffiare,fryj
990,strömen::V,fluire,derdh
991,fließen::V,fluire,rrjedh
992,fließen::V,scorrere,rrjedh
993,sich drehen::V,girarsi,rrotullohem
994,schwanken::V,oscillare,dyzoj
995,schwanken::V,barcollare,dyzoj
996,schwingen::V,vibrare,dridhem
997,schwingen::V,oscillare,dridhem
998,fallen::V,cadere,bie
999,brennen::V,àrdere,digjem
1000,brennen::V,bruciare,digjem
1001,rauchen::V,fumare,nxjerr tym
1002,regnen::V,piòvere,bie shi
1003,gefrieren::V,gelarsi,ngrij
1004,gefrieren::V,congelarsi,ngrij
1005,tauen::V,sciògliersi,shkrij
1006,schmelzen::V,fòndere,shkrij
1007,schmelzen::V,sciògliersi,shkrij
1008,trocknen::V,asciugarsi,thaj
1009,sieden::V,bollire,ziej
1010,faulen::V,marcire,kalbem
1011,faulen::V,marcire,prishem
1012,verfaulen::V,imputridire,kalbem
1013,reißen::V,strapparsi,grisem
1014,reißen::V,strapparsi,shqyhem
1015,versinken::V,affondare,humboj
1016,vergehen::V,passare,kaloj
1017,erscheinen::V,apparire,dukem
1018,erscheinen::V,comparire,dukem
1019,verschwinden::V,sparire,zhdukem
1020,verschwinden::V,scomparire,zhdukem
1021,sinken::V,calare,ulem
1022,sinken::V,scendere,ulem
1023,abnehmen::V,diminuire,pakësohem
1024,abnehmen::V,diminuire,zvogëlohem
1025,zunehmen::V,aumentare,shtohem
1026,steigen::V,salire,rritem
1027,steigen::V,montare,rritem
1028,wachsen::V,crescere,rritem
1029,glänzen::V,splèndere,vezulloj
1030,funkeln::V,brillare,xixoj
1031,funkeln::V,brillare,xixëlloj
1032,funkeln::V,scintillare,xixoj
1033,funkeln::V,scintillare,xixëlloj
1034,lärmen::V,strepitare,oshtij
1035,lärmen::V,strepitare,zhurmoj
1036,lärmen::V,fare chiasso,oshtij
1037,lärmen::V,fare chiasso,zhurmoj
1038,läuten::V,suonare,bie
1039,klingeln::V,suonare,i bie ziles
1040,klirren::V,tintinnare,kërcëlloj
1041,brausen::V,rombare,gjëmoj
1042,brausen::V,rumoreggiare,gjëmoj
1043,rauschen::V,frusciare,fëshfërij
1044,klingen::V,suonare,tingëlloj
1045,bellen::V,latrare,leh
1046,bellen::V,abbaiare,leh
1047,heulen::V,urlare,ulërij
1048,heulen::V,ululare,ulërij
1049,blasen::V,soffiare,fryj
1050,pfeifen::V,fischiare,fishkëllej
1051,schreien::V,gridare,bërtas
1052,stöhnen::V,gèmere,rënkoj
1053,zittern::V,tremare,trembem
1054,leben::V,vìvere,rroj
1055,leben::V,vìvere,jetoj
1056,geboren werden::V,nàscere,lind
1057,atmen::V,respirare,marr frymë
1058,trinken::V,bere,pi
1059,essen::V,mangiare,ha
1060,schlucken::V,inghiottire,gëlltis
1061,schlucken::V,inghiottire,kapërdij
1062,müde werden::V,stancarsi,lodhem
1063,einschlafen::V,addormentarsi,bie të fle
1064,schlafen::V,dormire,fle
1065,aufwachen::V,svegliarsi,zgjohem
1066,aufstehen::V,levarsi,çohem
1067,aufstehen::V,levarsi,ngrihem
1068,sich erholen::V,riposarsi,qetësohem
1069,sich erholen::V,riposarsi,shtendosem
1070,krank werden::V,ammalarsi,bie i sëmurë
1071,krank sein::V,èssere malato,jam i sëmurë
1072,schmerzen::V,dolere,dhemb
1073,husten::V,tossire,kollitem
1074,genesen::V,guarire,shërohem
1075,sterben::V,morire,vdes
1076,umkommen::V,perire,vdes
1077,umkommen::V,perire,mbaroj
1078,sich bewegen::V,agitarsi,shkundem
1079,sich rühren::V,muòversi,lëviz
1080,sich erheben::V,alzarsi,ngrihem
1081,sich setzen::V,sedersi,ulem
1082,hinfallen::V,cadere,gremisem
1083,laufen::V,camminare,eci
1084,laufen::V,andare a piedi,eci
1085,schreiten::V,andare,çapem
1086,schreiten::V,procedere,çapem
1087,spazierengehen::V,passeggiare,shëtis
1088,spazierengehen::V,andare a passeggio,shëtis
1089,eilen::V,andare in fretta,ngas
1090,sich beeilen::V,affrettarsi,nxitoj
1091,sausen::V,volare,eci shpejt
1092,sausen::V,correre,eci shpejt
1093,rennen::V,correre,vrapoj
1094,springen::V,saltare,kërcej
1095,klettern::V,arrampicarsi,hipi
1096,schaukeln::V,fare l'altalena,kolovitem
1097,kriechen::V,strisciare,zvarritem
1098,schwimmen::V,nuotare,notoj
1099,tauchen::V,tuffarsi,zhytem
1100,tauchen::V,immèrgersi,zhytem
1101,rudern::V,remare,vozis
1102,fahren::V,andare,shkoj
1103,fahren::V,viaggiare,shkoj
1104,fliegen::V,volare,fluturoj
1105,gehen::V,andare,eci
1106,gehen::V,andare,shkoj
1107,weggehen::V,andàrsene,vete
1108,weggehen::V,andare via,vete
1109,abfahren::V,partire,nisem
1110,anhalten::V,fermarsi,ndalem
1111,hineingehen::V,entrare,futem
1112,eintreten::V,entrare,hyj
1113,kommen::V,venire,vij
1114,ankommen::V,arrivare,arrij
1115,ankommen::V,arrivare,mbërrij
1116,zurückkommen::V,ritornare,kthehem
1117,bleiben::V,restare,mbetem
1118,bleiben::V,restare,qëndroj
1119,bleiben::V,rimanere,mbetem
1120,bleiben::V,rimanere,qëndroj
1121,warten::V,aspettare,pres
1122,erwarten::V,attèndere,pres
1123,suchen::V,cercare,kërkoj
1124,finden::V,trovare,gjej
1125,versuchen::V,tentare,mundohem
1126,vorbereiten::V,preparare,përgatis
1127,lieben::V,amare,dashuroj
1128,mögen::V,piacere a,dua
1129,mögen::V,volere bene a,dua
1130,lachen::V,rìdere,qesh
1131,rühren::V,commuòvere,mallëngjej
1132,weinen::V,piàngere,qaj
1133,schimpfen::V,imprecare,shaj
1134,sich ärgern::V,stizzirsi,bëhem verem
1135,sich ärgern::V,arrabbiarsi,bëhem verem
1136,sich fürchten::V,avere paura,kam frikë
1137,sich fürchten::V,avere paura,frikësohem
1138,fürchten::V,temere,kam frikë nga
1139,fliehen::V,fuggire,arratisem
1140,flüchten::V,sfuggire,iki
1141,sehen::V,vedere,shoh
1142,anschauen::V,guardare,shikoj
1143,ansehen::V,guardare,shikoj
1144,hören::V,udire,dëgjoj
1145,hören::V,sentire,dëgjoj
1146,zuhören::V,ascoltare,veshtoj
1147,probieren::V,degustare,provoj
1148,probieren::V,assaggiare,provoj
1149,riechen::V,sentire,nuhas
1150,fühlen::V,sentire,ndiej
1151,scheinen::V,parere,ndriçoj
1152,scheinen::V,sembrare,ndriçoj
1153,zu sehen sein::V,vedersi,dukem
1154,vernehmen::V,sentire,dëgjoj
1155,vernehmen::V,percepire,dëgjoj
1156,frieren::V,aver freddo,mërdhij
1157,tun::V,fare,bëj
1158,können::V,sapere,mund
1159,wollen::V,volere,dua
1160,wollen::V,volere,dëshiroj
1161,anfangen::V,iniziare,filloj
1162,anfangen::V,cominciare,filloj
1163,beenden::V,finire,kryej
1164,beenden::V,finire,mbaroj
1165,beenden::V,terminare,kryej
1166,beenden::V,terminare,mbaroj
1167,aufhören::V,finire,pushoj
1168,aufhören::V,cessare,pushoj
1169,gelingen::V,riuscire,më shkon mbarë
1170,geraten::V,stare,del
1171,öffnen::V,aprire,hap
1172,schließen::V,chiùdere,mbyll
1173,stellen::V,porre,vë
1174,stellen::V,mettere,vë
1175,setzen::V,porre,vë
1176,setzen::V,mettere,vë
1177,legen::V,posare,vë
1178,legen::V,mettere,vë
1179,berühren::V,toccare,rrok
1180,verbinden::V,unire,bashkoj
1181,verbinden::V,congiùngere,bashkoj
1182,bedecken::V,coprire,mbuloj
1183,bedecken::V,ricoprire,mbuloj
1184,aufhängen::V,attaccare,var
1185,anzünden::V,accèndere,ndez
1186,anzünden::V,incendiare,ndez
1187,aufheben::V,raccògliere,ngre
1188,zurücklassen::V,lasciare,lë pas
1189,zurücklassen::V,lasciare indietro,lë pas
1190,verlieren::V,pèrdere,humb
1191,fallen lassen::V,lasciare cadere,lëshoj
1192,machen::V,fare,bëj
1193,herstellen::V,produrre,prodhoj
1194,herstellen::V,fabbricare,prodhoj
1195,bauen::V,costruire,ndërtoj
1196,reparieren::V,riparare,ndreq
1197,reparieren::V,riparare,meremetoj
1198,verbessern::V,migliorare,përmirësoj
1199,ändern::V,mutare,ndërroj
1200,ändern::V,cambiare,ndërroj
1201,graben::V,scavare,gërmoj
1202,beugen::V,chinare,kërrus
1203,beugen::V,flettere,kërrus
1204,biegen::V,tòrcere,përkul
1205,drehen::V,girare,dredh
1206,drehen::V,girare,rrotulloj
1207,wenden::V,girare,kthej
1208,wenden::V,voltare,kthej
1209,umdrehen::V,rivoltare,kthej
1210,heben::V,levare,ngre
1211,hochheben::V,levare,ngre
1212,hochheben::V,sollevare,ngre
1213,ergreifen::V,afferrare,rrëmbej
1214,halten::V,tenere,mbaj
1215,drücken::V,premere,shtyp
1216,schieben::V,spìngere,shtyj
1217,kratzen::V,grattare,kruaj
1218,kratzen::V,grattare,gërvisht
1219,kratzen::V,graffiare,kruaj
1220,kratzen::V,graffiare,gërvisht
1221,lecken::V,leccare,lëpij
1222,beißen::V,mòrdere,kafshoj
1223,abreißen::V,staccarsi,shkëpus
1224,abreißen::V,strapparsi,shkëpus
1225,abschneiden::V,tagliare,cungoj
1226,binden::V,legare,lidh
1227,binden::V,bendare,lidh
1228,stecken::V,ficcare,fus
1229,stecken::V,ficcare,ngul
1230,brechen::V,rompere,thyej
1231,klopfen::V,bàttere,trokas
1232,hauen::V,picchiare,godas
1233,kleben::V,incollare,ngjis
1234,reiben::V,fregare,fërkoj
1235,streichen::V,spalmare,lyej
1236,schleifen::V,arrotare,mpreh
1237,schneiden::V,tagliare,pres
1238,rütteln::V,scuòtere,shkund
1239,schütteln::V,agitare,lëkund
1240,schütteln::V,scuòtere,lëkund
1241,schwenken::V,agitare,valëvit
1242,schwenken::V,sventolare,valëvit
1243,schütten::V,versare,mbush
1244,füllen::V,riempire,mbush
1245,einwickeln::V,involtare,mbështjell
1246,tragen::V,portare,mbaj
1247,tragen::V,portare,mbart
1248,schleppen::V,trainare,heq
1249,schleppen::V,trainare,zhgërryej
1250,schleppen::V,trascinare,heq
1251,schleppen::V,trascinare,zhgërryej
1252,ziehen::V,tirare,tërheq
1253,aufbewahren::V,custodire,ruaj
1254,aufbewahren::V,conservare,ruaj
1255,werfen::V,gettare,hedh
1256,werfen::V,lanciare,hedh
1257,fangen::V,prèndere,kap
1258,fangen::V,acchiappare,kap
1259,packen::V,pigliare,rrëmbej
1260,packen::V,afferrare,rrëmbej
1261,verstecken::V,nascondere,fsheh
1262,teilen::V,divìdere,ndaj
1263,schicken::V,inviare,dërgoj
1264,bringen::V,portare,sjell
1265,bringen::V,apportare,sjell
1266,hinzufügen::V,aggiùngere,shtoj
1267,bekommen::V,ricevere,kap
1268,erhalten::V,ricevere,marr
1269,nehmen::V,prèndere,marr
1270,wählen::V,elèggere,zgjedh
1271,wählen::V,scegliere,zgjedh
1272,auswählen::V,scegliere,përzgjedh
1273,bewahren::V,conservare,ruaj
1274,behindern::V,impedire,pengoj
1275,verderben::V,guastare,prish
1276,beschädigen::V,danneggiare,dëmtoj
1277,zerbrechen::V,rompere,thyej
1278,zerbrechen::V,spezzare,thyej
1279,zerreißen::V,stracciare,çjerr
1280,zerreißen::V,stracciare,zheloj
1281,zerstören::V,distrùggere,prish
1282,zerstören::V,distrùggere,shkatërroj
1283,verbrennen::V,bruciare,djeg
1284,geben::V,dare,jap
1285,reichen::V,pòrgere,jap
1286,schenken::V,regalare,fal
1287,schenken::V,regalare,dhuroj
1288,versprechen::V,promettere,premtoj
1289,wünschen::V,augurare,uroj
1290,loben::V,lodare,lëvdoj
1291,loben::V,lodare,lavdëroj
1292,küssen::V,baciare,puth
1293,wiegen::V,cullare,tund
1294,wiegen::V,dondolare,tund
1295,zudecken::V,coprire,mbuloj
1296,wecken::V,svegliare,zgjoj
1297,zeigen::V,indicare,dëftej
1298,führen::V,guidare,çoj
1299,führen::V,condurre,çoj
1300,lehren::V,insegnare,arsej
1301,unterrichten::V,istruire,arsimoj
1302,unterrichten::V,insegnare,arsimoj
1303,aufziehen::V,allevare,rris
1304,leiten::V,avviare,udhëheq
1305,leiten::V,dirìgere,udhëheq
1306,antreiben::V,incitare,nxis
1307,lassen::V,fare,detyroj
1308,einladen::V,invitare,ftoj
1309,vereinigen::V,unire,bashkoj
1310,besuchen::V,visitare,vizitoj
1311,besuchen::V,far vìsita a,vizitoj
1312,treffen::V,incontrare,ndesh
1313,sich versammeln::V,rinunirsi,tubohem
1314,spielen::V,giocare,loz
1315,spielen::V,giocare,luaj
1316,singen::V,cantare,këndoj
1317,tanzen::V,danzare,kërcej
1318,tanzen::V,danzare,vallëzoj
1319,sich trennen::V,separarsi,ndahem
1320,verlassen::V,lasciare,braktis
1321,verlassen::V,abbandonare,braktis
1322,retten::V,salvare,shpëtoj
1323,bewachen::V,custodire,ruaj
1324,schützen::V,protèggere,ruaj
1325,schützen::V,protèggere,mbroj
1326,verteidigen::V,difèndere,mbroj
1327,sich schlagen::V,bàttersi,zihem
1328,schießen::V,sparare,shtie
1329,siegen::V,vìncere,fitoj
1330,siegen::V,vìncere,ngadhënjej
1331,ärgern::V,stizzire,zemëroj
1332,schlagen::V,bàttere,rrah
1333,schlagen::V,bàttere,godas
1334,treten::V,calciare,shtyj
1335,treten::V,calciare,shtyj më këmbë
1336,stechen::V,pùngere,ther
1337,stechen::V,pùngere,shpoj
1338,stoßen::V,urtare,shtyj
1339,stoßen::V,spìngere,shtyj
1340,stehlen::V,rubare,vjedh
1341,stören::V,disturbare,pengoj
1342,belästigen::V,molestare,bezdis
1343,belästigen::V,importunare,bezdis
1344,verbergen::V,celare,fsheh
1345,verbergen::V,nascondere,fsheh
1346,täuschen::V,ingannare,mashtroj
1347,betrügen::V,frodare,kobis
1348,betrügen::V,truffare,kobis
1349,töten::V,uccìdere,vras
1350,wohnen::V,abitare,banoj
1351,arbeiten::V,lavorare,punoj
1352,arbeiten::V,lavorare,vardoj
1353,sammeln::V,raccògliere,mbledh
1354,sammeln::V,raccògliere,grumbulloj
1355,sammeln::V,collezionare,mbledh
1356,sammeln::V,collezionare,grumbulloj
1357,pflücken::V,cògliere,vjel
1358,pflücken::V,cògliere,mbledh
1359,jagen::V,cacciare,gjuaj
1360,fischen::V,pescare,peshkoj
1361,fischen::V,pescare,gjuaj peshk
1362,fassen::V,catturare,zë
1363,fassen::V,acchiappare,zë
1364,hüten::V,pascolare,kullos
1365,treiben::V,spìngere,vë përpara
1366,anbinden::V,legare,lidh
1367,anbinden::V,attaccare,lidh
1368,füttern::V,dar da mangiare a,grazhdoj
1369,melken::V,mùngere,mjel
1370,hacken::V,tritare,grij
1371,hacken::V,spaccare,grij
1372,gießen::V,annaffiare,ujis
1373,reifen::V,maturare,piqem
1374,zubereiten::V,preparare,gatuaj
1375,kochen::V,cuòcere,ziej
1376,backen::V,cuòcere,pjek
1377,backen::V,cuòcere,furroj
1378,backen::V,cuòcere al forno,pjek
1379,backen::V,cuòcere al forno,furroj
1380,braten::V,frìggere,fërgoj
1381,braten::V,frìggere,tiganis
1382,braten::V,arrostire,fërgoj
1383,braten::V,arrostire,tiganis
1384,umrühren::V,mescolare,trazoj
1385,stricken::V,llavorare a maglia,thur
1386,nähen::V,cucire,qep
1387,färben::V,tìngere,ngjyej
1388,färben::V,tìngere,bojatis
1389,reinigen::V,pulire,qëroj
1390,reinigen::V,pulire,pastroj
1391,reinigen::V,nettare,qëroj
1392,reinigen::V,nettare,pastroj
1393,waschen::V,lavare,laj
1394,waschen::V,lavare,finjos
1395,abwischen::V,asciugare,fshij
1396,spülen::V,lavare,kulloj
1397,spülen::V,sciacquare,kulloj
1398,fegen::V,spazzare,fshij
1399,kehren::V,spazzare,fshij
1400,baden::V,bagnarsi,lahem
1401,baden::V,fare il bagno,lahem
1402,sich waschen::V,lavarsi,lahem
1403,ausziehen::V,tògliersi,heq
1404,ausziehen::V,tògliersi,zbath
1405,anziehen::V,mettersi,vesh
1406,anziehen::V,mettersi,mbath
1407,anziehen::V,indossare,vesh
1408,anziehen::V,indossare,mbath
1409,sich anziehen::V,vestirsi,vishem
1410,kämmen::V,pettinare,kreh
1411,schmücken::V,ornare,hijeshoj
1412,schmücken::V,decorare,hijeshoj
1413,sagen::V,dire,them
1414,sprechen::V,parlare,flas
1415,reden::V,parlare,fjalos
1416,reden::V,parlare,fjalëtoj
1417,sich unterhalten::V,conversare,bisedoj
1418,fragen::V,chièdere,pyes
1419,fragen::V,domandare,pyes
1420,bitten::V,pregare,lus
1421,bitten::V,pregare,lutem
1422,erzählen::V,narrare,rrëfej
1423,erzählen::V,raccontare,rrëfej
1424,mitteilen::V,comunicare,kumtoj
1425,nennen::V,nominare,quaj
1426,rufen::V,chiamare,thërras
1427,prahlen::V,vantarsi,mburrem
1428,prahlen::V,vantarsi,kapardisem
1429,übersetzen::V,tradurre,përkthej
1430,denken::V,pensare,mendoj
1431,glauben::V,credere,besoj
1432,bemerken::V,notare,vërej
1433,bemerken::V,osservare,vërej
1434,erkennen::V,riconoscere,njoh
1435,erkennen::V,riconoscere,shquaj
1436,begreifen::V,capire,marr vesh
1437,begreifen::V,comprèndere,marr vesh
1438,verstehen::V,intèndere,marr vesh
1439,verstehen::V,comprèndere,marr vesh
1440,lernen::V,imparare,mësoj
1441,lernen::V,apprèndere,mësoj
1442,wissen::V,sapere,di
1443,sich erinnern an::V,ricordare,kujtoj
1444,sich erinnern an::V,ricordarsi di,kujtoj
1445,vergessen::V,dimenticare,harroj
1446,messen::V,misurare,mas
1447,zählen::V,contare,njeh
1448,rechnen::V,contare,llogaris
1449,rechnen::V,calcolare,llogaris
1450,lesen::V,lèggere,lexoj
1451,lesen::V,lèggere,këndoj
1452,malen::V,dipìngere,lyej
1453,zeichnen::V,disegnare,vizatoj
1454,schreiben::V,scrìvere,shkruaj
1455,besitzen::V,possedere,kam
1456,kaufen::V,comprare,blej
1457,kaufen::V,acquistare,blej
1458,verkaufen::V,vendere,shes
1459,bezahlen::V,pagare,paguaj
1460,zahlen::V,pagare,paguaj
1461,beherrschen::V,dominare,zotëroj
1462,ertragen::V,sopportare,duroj
