,Concept_ID,fr,uz
186,Spinne::N,araignée,o'rgimchak
187,Ameise::N,fourmi,chumoli
188,Laus::N,pou,bit
189,Mücke::N,moucheron,chivin
190,Fliege::N,mouche,pashsha
191,Schmetterling::N,papillon,kapalak
192,Beere::N,baie,meva
193,Apfel::N,pomme,olma
194,Pilz::N,champignon,qo'ziqorin
195,Zwiebel::N,oignon,piyoz
196,Saat::N,semence,äkin
197,Korn::N,grain,zarra
198,Heu::N,foin,xashak
199,Schale::N,pelure,po'choq
200,Grube::N,fosse,co'ra
201,Falle::N,piège,qopqon
202,Schlinge::N,lacs,sirtmoq
203,Spur::N,trace,iz
204,Asche::N,cendre,kul
205,Dreck::N,crotte,kir
206,Eisen::N,fer,temir
207,Gold::N,or,tilla
208,Silber::N,argent,kumush
209,Kohle::N,charbon,ko'mir
210,Glas::N,verre,oyna
211,Lehm::N,glaise,loy
212,Sand::N,sable,qum
213,Mensch::N,homme,odam
214,Mann::N,homme,ärkak
215,Frau::N,femme,ayol
216,Kind::N,enfant,bola
217,Kind::N,enfant,kichkintoy
218,Junge::N,garçon,bola
219,Mädchen::N,fille,qiz
220,Mädchen::N,jeune fille,qiz
221,Familie::N,famille,oila
222,Großvater::N,grand-père,buva
223,Großvater::N,grand-père,katta ota
224,Großmutter::N,grand-mère,buvi
225,Großmutter::N,grand-mère,katta oyi
226,Eltern::N,parents,ota-ona
227,Vater::N,père,ota
228,Mutter::N,mère,ona
229,Sohn::N,fils,o'g'il
230,Tochter::N,fille,qiz
231,Bruder::N,frère,og'a
232,Bruder::N,frère,uka
233,Schwester::N,sœur,opa
234,Schwester::N,sœur,singil
235,Onkel::N,oncle,amaki
236,Tante::N,tante,amma
237,Tante::N,tante,xola
238,Ehemann::N,mari,är
239,Ehemann::N,époux,är
240,Ehefrau::N,femme,rafiqa
241,Ehefrau::N,épouse,rafiqa
242,Freude::N,joie,ayish
243,Freude::N,plaisir,ayish
244,Gelächter::N,rires,kulgi
245,Glück::N,bonheur,saodat
246,Kummer::N,peine,g'am
247,Kummer::N,chagrin,g'am
248,Wunsch::N,désir,orzu
249,Lust::N,envie,rag'bat
250,Geist::N,esprit,ruh
251,Gedanke::N,idée,fikr
252,Gedanke::N,pensée,fikr
253,Gedächtnis::N,mémoire,äs
254,Verstand::N,raison,aql
255,Sinn::N,sens,ma'ni
256,Grund::N,cause,sabab
257,Grund::N,raison,sabab
258,Wahrheit::N,vérité,haq
259,Gespräch::N,conversation,gap
260,Märchen::N,conte,ärtak
261,Märchen::N,conte de fées,ärtak
262,Erzählung::N,conte,rivoyat
263,Erzählung::N,narration,rivoyat
264,Nachricht::N,message,xabar
265,Neuigkeit::N,nouvelle,yangilik
266,Name::N,nom,ot
267,Rätsel::N,énigme,topishmoq
268,Rätsel::N,devinette,topishmoq
269,Rede::N,parole,nutq
270,Rede::N,discours,nutq
271,Sprache::N,langue,til
272,Sprache::N,langage,til
273,Stimme::N,voix,ovoz
274,Wort::N,mot,so'z
275,Zeichen::N,signe,alomat
276,Ruf::N,cri,chaqiriq
277,Ruf::N,appel,chaqiriq
278,Lärm::N,bruit,taraq
279,Laut::N,son,tovush
280,Ton::N,ton,un
281,Lied::N,chant,ashula
282,Lied::N,chanson,ashula
283,Ruhe::N,calme,tinchlik
284,Ruhe::N,tranquillité,tinchlik
285,Leute::N,gens,xaloyiq
286,Volk::N,peuple,xalq
287,Arbeit::N,travail,ish
288,Gast::N,hôte,mehmon
289,Gast::N,invité,mehmon
290,Geschenk::N,cadeau,hadya
291,Geschenk::N,présent,hadya
292,Spiel::N,jeu,o'yin
293,Gesellschaft::N,compagnie,jamiyat
294,Hilfe::N,aide,yordam
295,Hilfe::N,secours,yordam
296,Freund::N,ami,do'st
297,Kamerad::N,copain,yo'ldosh
298,Kamerad::N,camarade,yo'ldosh
299,Angelegenheit::N,affaire,daxl
300,Anzahl::N,nombre,son
301,Art::N,sorte,tur
302,Art::N,espèce,tur
303,Stück::N,morceau,parcha
304,Teil::N,part,bo'lak
305,Teil::N,partie,bo'lak
306,Hälfte::N,moitié,yarim
307,Kreis::N,cercle,aylana
308,Kreuz::N,croix,xoch
309,Linie::N,ligne,liniya
310,Strich::N,trait,chiziq
311,Abstand::N,écart,oralik
312,Entfernung::N,distance,uzoqlik
313,Gegend::N,région,yer
314,Gegend::N,contrée,yer
315,Platz::N,place,oralig
316,Ort::N,lieu,joy
317,Ort::N,endroit,joy
318,Seite::N,côté,yon
319,Mitte::N,milieu,o'rta
320,Gegenstand::N,objet,ashyo
321,Sache::N,chose,buyum
322,Rand::N,bord,chek
323,Kante::N,arête,tig'
324,Ecke::N,coin,burchak
325,Ecke::N,tournant,burchak
326,Spitze::N,cime,uch
327,Spitze::N,pointe,uch
328,Ende::N,bout,oxir
329,Loch::N,trou,teshik
330,Winkel::N,coin,go'sha
331,Winkel::N,réduit,go'sha
332,Muster::N,dessin,nusha
333,Größe::N,grandeur,kattalik
334,Länge::N,longueur,uzunlik
335,Höhe::N,hauteur,yuksaklik
336,Höhe::N,altitude,yuksaklik
337,Gewicht::N,poids,solmoq
338,Menge::N,quantité,miqdor
339,Haufen::N,tas,uyum
340,Reihe::N,file,saf
341,Reihe::N,rangée,saf
342,Boot::N,canot,qayiq
343,Boot::N,bateau,qayiq
344,Ruder::N,rame,äshkak
345,Ruder::N,aviron,äshkak
346,Schlitten::N,traîneau,chana
347,Ski::N,ski,chang'i
348,Lagerfeuer::N,feu de camp,gulxan
349,Last::N,charge,yuk
350,Last::N,fardeau,yuk
351,Gang::N,tour,yurish
352,Gang::N,marche,yurish
353,Schritt::N,pas,qadam
354,Norden::N,nord,shimol
355,Süden::N,sud,janub
356,Westen::N,ouest,g'arb
357,Westen::N,occident,g'arb
358,Osten::N,est,sharq
359,Osten::N,orient,sharq
360,Holz::N,bois,yog'och
361,Brett::N,planche,taxta
362,Platte::N,plaque,tabaqa
363,Stütze::N,appui,tayanchi
364,Stütze::N,soutien,tayanchi
365,Stange::N,barre,qo'noq
366,Stange::N,perche,qo'noq
367,Stock::N,canne,tayoq
368,Stab::N,bâton,gavron
369,Rohr::N,tube,tarnov
370,Rohr::N,tuyau,tarnov
371,Haus::N,maison,uy
372,Heim::N,maison,makon
373,Ofen::N,poêle,pechka
374,Fußboden::N,plancher,pol
375,Tisch::N,table,mosa
376,Stuhl::N,chaise,o'rindiq
377,Wiege::N,berceau,beshik
378,Bett::N,lit,yotoq
379,Regal::N,étagère,tokcha
380,Kiste::N,caisse,sandiq
381,Fenster::N,fenêtre,deraza
382,Tür::N,porte,äshik
383,Tor::N,porte,darvoza
384,Tor::N,portail,darvoza
385,Zaun::N,clôture,panjara
386,Dach::N,toit,tom
387,Leiter::N,échelle,narvon
388,Besen::N,balai,supurgi
389,Spaten::N,bêche,bel
390,Schaufel::N,pelle,kurak
391,Gabel::N,fourchette,bilka
392,Löffel::N,cuiller,qoshiq
393,Messer::N,couteau,pichoq
394,Nagel::N,clou,mix
395,Netz::N,filet,to'r
396,Haken::N,croc,ilgak
397,Haken::N,crochet,ilgak
398,Griff::N,prise,sop
399,Griff::N,prise,tutqich
400,Griff::N,manche,sop
401,Griff::N,manche,tutqich
402,Schloss::N,serrure,qulf
403,Bild::N,image,rasm
404,Bild::N,tableau,rasm
405,Figur::N,figure,shakl
406,Puppe::N,poupée,ko'g'irchoq
407,Beutel::N,sac,to'rva
408,Beutel::N,petit sac,to'rva
409,Bündel::N,paquet,bog'lam
410,Bündel::N,faisceau,bog'lam
411,Tasche::N,sac,kissa
412,Eimer::N,seau,chelak
413,Deckel::N,couvercle,qopqoq
414,Geschirr::N,vaisselle,idish
415,Sack::N,sac,qop
416,Tasse::N,tasse,piyola
417,Topf::N,pot,tuvak
418,Topf::N,marmite,tuvak
419,Kessel::N,chaudron,qozon
420,Essen::N,repas,tomoq
421,Essen::N,manger,tomoq
422,Nahrung::N,nourriture,emak
423,Speise::N,plat,taom
424,Fleisch::N,viande,go'sht
425,Getreide::N,blé,g'alla
426,Getreide::N,céréales,g'alla
427,Brei::N,purée,bo'tqa
428,Brei::N,bouillie,bo'tqa
429,Brot::N,pain,non
430,Scheibe::N,tranche,disk
431,Fett::N,graisse,moy
432,Butter::N,beurre,yog'
433,Öl::N,huile,moy
434,Salz::N,sel,tuz
435,Suppe::N,soupe,sho'rva
436,Suppe::N,potage,sho'rva
437,Honig::N,miel,asal
438,Milch::N,lait,sut
439,Tee::N,thé,choy
440,Leder::N,cuir,charm
441,Wolle::N,laine,jun
442,Stoff::N,tissu,mato
443,Stoff::N,étoffe,mato
444,Nadel::N,aiguille,igna
445,Faden::N,fil,ip
446,Knopf::N,bouton,tugma
447,Knoten::N,nœud,tugun
448,Farbe::N,peinture,bo'yok
449,Kleidung::N,vêtements,kiyim
450,Kleidung::N,habillement,kiyim
451,Hemd::N,chemise,ko'ylak
452,Kragen::N,col,yoqa
453,Ärmel::N,manche,yeng
454,Hose::N,pantalon,shim
455,Gürtel::N,ceinture,tasma
456,Mütze::N,bonnet,shapka
457,Mütze::N,casquette,shapka
458,Schuh::N,soulier,but
459,Schuh::N,chaussure,but
460,Stiefel::N,botte,botinka
461,Ring::N,bague,yuzuk
462,Band::N,ruban,rishta
463,Kamm::N,peigne,taroq
464,Spiegel::N,glace,ko'zgu
465,Spiegel::N,miroir,ko'zgu
466,Riemen::N,lanière,qayish
467,Riemen::N,courroie,qayish
468,Schnur::N,corde,bog'ich
469,Schnur::N,ficelle,bog'ich
470,Leine::N,laisse,etak
471,Decke::N,couverture,odyol
472,Kissen::N,oreiller,yostiq
473,Tuch::N,drap,gazlama
474,Tuch::N,fichu,gazlama
475,Handtuch::N,serviette,sochiq
476,Handtuch::N,essuie-mains,sochiq
477,Kraft::N,force,kuch
478,Stärke::N,vigueur,quvvat
479,Gesundheit::N,santé,sog'lik
480,Krankheit::N,maladie,kasallik
481,Schmerz::N,douleur,og'riq
482,Wunde::N,plaie,yara
483,Wunde::N,blessure,yara
484,Fieber::N,fièvre,bezgak
485,Arznei::N,remède,dori
486,Arznei::N,médecine,dori
487,Brücke::N,pont,ko'prik
488,Brunnen::N,puits,buloq
489,Weide::N,pâturage,yaylov
490,Pfad::N,sentier,dorojka
491,Weg::N,voie,yo'l
492,Weg::N,chemin,yo'l
493,Straße::N,route,ko'cha
494,Dorf::N,village,ovul
495,Stadt::N,cité,shahar
496,Stadt::N,ville,shahar
497,Brief::N,lettre,maktub
498,Buch::N,livre,kitob
499,Buchstabe::N,lettre,harf
500,Buchstabe::N,caractère,harf
501,Zeitung::N,journal,gazet
502,Leben::N,vie,hayot
503,Tod::N,mort,o'lim
504,Grab::N,tombe,go'r
505,Kirche::N,église,cherkov
506,Sünde::N,péché,gunoh
507,Gott::N,dieu,olloh
508,Arbeiter::N,ouvrier,ishchi
509,Arbeiter::N,travailleur,ishchi
510,Chef::N,chef,rais
511,Chef::N,patron,rais
512,Meister::N,maître,usta
513,Arzt::N,médecin,hakim
514,Lehrer::N,professeur,muallim
515,Lehrer::N,instituteur,muallim
516,Geld::N,argent,pul
517,Geschäft::N,affaire,savdo
518,Geschäft::N,commerce,savdo
519,Laden::N,magasin,do'kon
520,Laden::N,boutique,do'kon
521,Preis::N,prix,baho
522,Ware::N,marchandise,mol
523,Nutzen::N,profit,foyda
524,Reichtum::N,richesse,boylik
525,Welt::N,monde,olam
526,Land::N,pays,o'lka
527,Staat::N,État,davlat
528,König::N,roi,qirol
529,Macht::N,pouvoir,iqtidor
530,Macht::N,puissance,iqtidor
531,Grenze::N,frontière,chegara
532,Krieg::N,guerre,harb
533,Feind::N,ennemi,dushman
534,Gewalt::N,violence,zo'rlik
535,Kampf::N,lutte,kurash
536,Kampf::N,combat,kurash
537,Bogen[Waffe]::N,arc,yoy
538,Pfeil::N,flèche,o'q
539,Gewehr::N,fusil,vintovka
540,Fehler::N,faute,xato
541,Fehler::N,erreur,xato
542,Lüge::N,mensonge,yolg'on
543,Schaden::N,dégât,ziyon
544,Schaden::N,dommage,ziyon
545,Unglück::N,malheur,balo
546,Schuld::N,faute,ayb
547,Schuld::N,culpabilité,ayb
548,Alter::N,âge,yosh
549,Schluss::N,fin,tamom
550,Zeit::N,temps,vaqt
551,Tag::N,jour,kun
552,Tag::N,journée,kun
553,Morgen::N,matin,saboh
554,Morgen::N,matinée,saboh
555,Mittag::N,midi,kun tushlik
556,Abend::N,soir,oqshom
557,Abend::N,soirée,oqshom
558,Nacht::N,nuit,tun
559,Woche::N,semaine,hafta
560,Monat::N,mois,oy
561,Jahr::N,an,yil
562,Jahr::N,année,yil
563,Frühling::N,printemps,bahor
564,Sommer::N,été,yoz
565,Herbst::N,automne,kuz
566,Herbst::N,automne,xazon
567,Winter::N,hiver,qish
568,Januar::N,janvier,yanvar'
569,Februar::N,février,fevral'
570,März::N,mars,mart
571,April::N,avril,aprel'
572,Mai::N,mai,may
573,Juni::N,juin,iyun'
574,Juli::N,juillet,iyul'
575,August::N,août,avgust
576,September::N,septembre,sentyabr'
577,Oktober::N,octobre,oktyabr'
578,November::N,novembre,noyabr'
579,Dezember::N,décembre,dekabr'
580,Montag::N,lundi,dushanba
581,Dienstag::N,mardi,seshanba
582,Mittwoch::N,mercredi,chorshanba
583,Donnerstag::N,jeudi,payshanba
584,Freitag::N,vendredi,juma
585,Samstag::N,samedi,shanba
586,Sonntag::N,dimanche,yakshanba
587,groß::A,grand,buyuk
588,klein::A,petit,kichik
589,lang::A,long,uzun
590,kurz::A,court,qisqa
591,breit::A,large,keng
592,schmal::A,étroit,änsiz
593,dicht::A,dense,quyuq
594,dick[Gegenstand]::A,épais,qalin
595,dünn::A,mince,ingichka
596,fein::A,fin,mayin
597,fein::A,menu,mayin
598,fest::A,ferme,qattiq
599,fest::A,solide,qattiq
600,flach::A,plat,yalpoq
601,glatt::A,poli,tekis
602,glatt::A,lisse,tekis
603,hart::A,dur,qattiq
604,weich::A,mou,yumshoq
605,rund::A,rond,yumaloq
606,spitz::A,aigu,uchli
607,spitz::A,pointu,uchli
608,scharf::A,tranchant,keskir
609,stumpf::A,mousse,to'mtoq
610,stumpf::A,émoussé,to'mtoq
611,schwer::A,lourd,salmoqli
612,schwer::A,pesant,salmoqli
613,schön::A,beau,go'zal
614,heiß::A,chaud,qiziq
615,heiß::A,très chaud,qiziq
616,warm::A,chaud,issiq
617,kalt::A,froid,sovuq
618,kühl::A,frais,salqin
619,frisch::A,frais,toza
620,feucht::A,humide,namli
621,nass::A,mouillé,nam
622,trocken::A,sec,quruq
623,voll::A,plein,to'la
624,voll::A,rempli,to'la
625,leer::A,vide,puch
626,offen::A,ouvert,ochiq
627,geschlossen::A,clos,berk
628,geschlossen::A,fermé,berk
629,sauber::A,net,ozoda
630,sauber::A,propre,ozoda
631,schmutzig::A,sale,kir
632,schmutzig::A,crasseux,kir
633,roh::A,cru,xom
634,roh::A,brut,xom
635,reif::A,mûr,pishiq
636,lecker::A,délicieux,shirin
637,lecker::A,appétissant,shirin
638,süß::A,doux,shirin
639,bitter::A,amer,achchiq
640,sauer::A,aigre,achchiq
641,hell::A,clair,yorug'
642,dunkel::A,sombre,qorong'i
643,schwarz::A,noir,qora
644,weiß::A,blanc,oq
645,rot::A,rouge,qizil
646,gelb::A,jaune,sariq
647,blau::A,bleu,zangori
648,grün::A,vert,yashil
649,grau::A,gris,bo'z
650,bunt::A,multicolore,ola
651,billig::A,bon marché,arzon
652,teuer::A,cher,qimmat
653,wertvoll::A,précieux,qimmat
654,blind::A,aveugle,ko'r
655,taub::A,sourd,garang
656,kräftig::A,fort,kuchli
657,kräftig::A,vigoureux,kuchli
658,stark::A,fort,quvvatli
659,stark::A,puissant,quvvatli
660,schwach::A,faible,kuchsiz
661,fett::A,gras,semiz
662,schlank::A,svelte,ingichka
663,hübsch::A,joli,ko'rkam
664,böse::A,mauvais,yovuz
665,dumm::A,sot,aqlsiz
666,dumm::A,bête,aqlsiz
667,faul::A,fainéant,ärinchak
668,faul::A,paresseux,ärinchak
669,fleißig::A,appliqué,ishchan
670,geizig::A,avare,qurumsoq
671,klug::A,intelligent,oqil
672,geschickt::A,habile,äpchil
673,lieb::A,cher,aziz
674,lieb::A,gentil,aziz
675,lustig::A,gai,chaqchaq
676,lustig::A,joyeux,chaqchaq
677,sanft::A,doux,asta
678,hungrig::A,affamé,och
679,krank::A,malade,kasal
680,nackt::A,nu,yalang
681,traurig::A,triste,xafa
682,lebendig::A,vivant,hayotiy
683,gut::A,bon,soz
684,schlecht::A,mauvais,yomon
685,richtig::A,juste,rost
686,richtig::A,correct,rost
687,schlimm::A,grave,yovuz
688,schlimm::A,mauvais,yovuz
689,wahr::A,vrai,haqiqiy
690,wahr::A,véritable,haqiqiy
691,alt::A,vieux,äski
692,neu::A,neuf,yangi
693,neu::A,nouveau,yangi
694,ehemalig::A,ancien,sobiq
695,alt[Lebewesen]::A,âgé,qari
696,alt[Lebewesen]::A,vieux,qari
697,jung::A,jeune,navqiron
698,arm::A,pauvre,abgor
699,reich::A,riche,boy
700,bekannt::A,connu,ma'lum
701,berühmt::A,fameux,mashhur
702,berühmt::A,célèbre,mashhur
703,fremd::A,étranger,yot
704,verschieden::A,différent,turli
705,nah::A,lié,yaqindagi
706,nah::A,proche,yaqindagi
707,fern::A,éloigné,uzoq
708,fern::A,lointain,uzoq
709,linker::A,gauche,so'l
710,rechter::A,droit,o'ng
711,anderer::A,autre,boshqa
712,erster::A,premier,birinchi
713,zweiter::A,second,ikkinchi
714,zweiter::A,deuxième,ikkinchi
715,dritter::A,troisième,uchinchi
716,letzter::A,dernier,oxirgi
717,allein::ADV,seul,o'zicha
718,auf einmal::ADV,à la fois,varakay
719,zusammen::ADV,ensemble,barobar
720,lange::ADV,longtemps,uzoq
721,plötzlich::ADV,tout à coup,qo'qqisdan
722,sofort::ADV,immédiatement,darrov
723,später::ADV,plus tard,so'ngra
724,jetzt::ADV,maintenant,hozirgina
725,heute::ADV,aujourd'hui,bugun
726,morgen::ADV,demain,ärta
727,bald::ADV,bientôt,toz
728,dann::ADV,puis,keyin
729,dann::ADV,ensuite,keyin
730,gestern::ADV,hier,kecha
731,einst::ADV,jadis,avvallari
732,einst::ADV,autrefois,avvallari
733,damals::ADV,alors,ugal
734,damals::ADV,à l'époque,ugal
735,danach::ADV,après,so'ngra
736,danach::ADV,ensuite,so'ngra
737,vorher::ADV,auparavant,avval
738,zuerst::ADV,d'abord,avval
739,zuerst::ADV,premièrement,avval
740,einmal::ADV,une fois,bir marta
741,manchmal::ADV,parfois,onda-sonda
742,manchmal::ADV,quelquefois,onda-sonda
743,oft::ADV,souvent,tez-tez
744,immer::ADV,toujours,har vaqt
745,niemals::ADV,ne ... jamais,hargiz
746,hier::ADV,ici,shu erda
747,hierhin::ADV,par ici,beri
748,von hier::ADV,d'ici,shu erdan
749,dort::ADV,là,ana
750,dort::ADV,là-bas,ana
751,dorthin::ADV,y,u yerga
752,dorthin::ADV,par là,u yerga
753,geradeaus::ADV,tout droit,to'g'ri
754,vorwärts::ADV,en avant,ilgari
755,rückwärts::ADV,en arrière,qoloq
756,zurück::ADV,de retour,orqada
757,unten::ADV,en bas,pastda
758,unten::ADV,au-dessous,pastda
759,hinab::ADV,en bas,tubanga
760,hinab::ADV,vers le bas,tubanga
761,oben::ADV,dessus,ustida
762,oben::ADV,en haut,ustida
763,hinauf::ADV,en haut,yuqorida
764,hinauf::ADV,vers le haut,yuqorida
765,überall::ADV,partout,har erda
766,nicht::ADV,ne ... pas,ämas
767,ein wenig::ADV,un peu,biroz
768,kaum::ADV,à peine,arang
769,sehr::ADV,très,ancha
770,so::ADV,si,shunday
771,so::ADV,ainsi,shunday
772,noch::ADV,encore,hali
773,nur::ADV,seulement,yolg'iz
774,nur::ADV,ne ... que,yolg'iz
775,schon::ADV,déjà,endi
776,wieder::ADV,de nouveau,yana
777,vergebens::ADV,en vain,bekorga
778,vor::PRP,devant,burun
779,hinter::PRP,derrière,ketida
780,unter::PRP,sous,ostida
781,unter::PRP,au-dessous de,ostida
782,durch::PRP,par,bo'ylab
783,durch::PRP,à travers,bo'ylab
784,neben::PRP,à côté de,yonida
785,zwischen::PRP,entre,orada
786,wegen::PRP,à cause de,sababli
787,dies::PRN,ceci,o'sha
788,das::PRN,ce,narigi
789,das::PRN,cela,narigi
790,alles::PRN,tout,har nima
791,ich::PRN,je,men
792,ich::PRN,moi,men
793,du::PRN,tu,sen
794,du::PRN,toi,sen
795,er::PRN,il,u
796,er::PRN,lui,u
797,wir::PRN,nous,biz
798,ihr::PRN,vous,siz
799,sie::PRN,ils,ular
800,sie::PRN,elles,ular
801,was::FPRN,que,nima
802,was::FPRN,quoi,nima
803,wer::FPRN,qui,kim
804,wo::FADV,où,qaerda
805,wohin::FADV,où,qayerga
806,wie::FADV,comment,qanday
807,warum::FADV,pourquoi,nega
808,wieviel::FNUM,combien,qancha
809,eins::NUM,un,bir
810,zwei::NUM,deux,ikki
811,drei::NUM,trois,uch
812,vier::NUM,quatre,to'rt
813,fünf::NUM,cinq,besh
814,sechs::NUM,six,olti
815,sieben::NUM,sept,etti
816,acht::NUM,huit,sakkiz
817,neun::NUM,neuf,to'qqiz
818,zehn::NUM,dix,o'n
819,elf::NUM,onze,o'n bir
820,zwölf::NUM,douze,o'n ikki
821,zwanzig::NUM,vingt,yigirma
822,dreißig::NUM,trente,o'ttiz
823,vierzig::NUM,quarante,qirq
