,Concept_ID,cy,nl
818,vorwärts::ADV,ymlaen,voorwaarts
819,rückwärts::ADV,yn ôl,achteruit
820,rückwärts::ADV,yn ôl,achterwaarts
821,zurück::ADV,yn ôl,terug
822,unten::ADV,isod,beneden
823,unten::ADV,isod,onderaan
824,unten::ADV,oddi tanodd,beneden
825,unten::ADV,oddi tanodd,onderaan
826,hinab::ADV,i lawr,omlaag
827,hinab::ADV,i lawr,naar beneden
828,hinab::ADV,i waered,omlaag
829,hinab::ADV,i waered,naar beneden
830,oben::ADV,fry,boven
831,hinauf::ADV,i fyny,omhoog
832,hinauf::ADV,i fyny,naar boven
833,hinauf::ADV,i'r lan,omhoog
834,hinauf::ADV,i'r lan,naar boven
835,überall::ADV,ym mhobman,alom
836,überall::ADV,ym mhobman,overal
837,nicht::ADV,ni,niet
838,nicht::ADV,nid,niet
839,ein wenig::ADV,tipyn,wat
840,ein wenig::ADV,ychydig,wat
841,kaum::ADV,prin,amper
842,kaum::ADV,prin,nauwelijks
843,sehr::ADV,iawn,erg
844,sehr::ADV,iawn,zeer
845,so::ADV,fel,zo
846,so::ADV,felly,zo
847,noch::ADV,eto,nog
848,nur::ADV,yn unig,maar
849,nur::ADV,yn unig,alleen
850,schon::ADV,eisoes,al
851,schon::ADV,eisoes,reeds
852,schon::ADV,yn barod,al
853,schon::ADV,yn barod,reeds
854,wieder::ADV,drachefn,weer
855,wieder::ADV,drachefn,terug
856,vergebens::ADV,yn ofer,vergeefs
857,vergebens::ADV,yn ofer,tevergeefs
858,vor::PRP,o flaen,voor
859,hinter::PRP,ar ôl,achter
860,unter::PRP,islaw,onder
861,unter::PRP,islaw,beneden
862,durch::PRP,trwy,door
863,neben::PRP,ar bwys,naast
864,zwischen::PRP,rhwng,tussen
865,zwischen::PRP,cydrhwng,tussen
866,wegen::PRP,o achos,wegens
867,wegen::PRP,o achos,vanwege
868,wegen::PRP,oherwydd,wegens
869,wegen::PRP,oherwydd,vanwege
870,dies::PRN,hyn,dit
871,das::PRN,hynny,dat
872,alles::PRN,popeth,alles
873,ich::PRN,fi,ik
874,du::PRN,ti,je
875,du::PRN,ti,jij
876,er::PRN,fe,hij
877,wir::PRN,ni,we
878,wir::PRN,ni,wij
879,ihr::PRN,chi,jullie
880,sie::PRN,hwy,ze
881,sie::PRN,hwy,zij
882,was::FPRN,pa beth,wat
883,wer::FPRN,pwy,wie
884,wo::FADV,ble,waar
885,wo::FADV,ym mha le,waar
886,wohin::FADV,i ble,waarheen
887,wohin::FADV,i ba le,waarheen
888,wie::FADV,sut,hoe
889,warum::FADV,pam,waarom
890,wieviel::FNUM,faint,hoeveel
891,eins::NUM,un,één
892,zwei::NUM,dau,twee
893,drei::NUM,tri,drie
894,vier::NUM,pedwar,vier
895,fünf::NUM,pump,vijf
896,sechs::NUM,chwech,zes
897,sieben::NUM,saith,zeven
898,acht::NUM,wyth,acht
899,neun::NUM,naw,negen
900,zehn::NUM,deg,tien
901,elf::NUM,un ar ddeg,elf
902,zwölf::NUM,deuddeg,twaalf
903,zwölf::NUM,un deg dau,twaalf
904,zwanzig::NUM,ugain,twintig
905,dreißig::NUM,tri deg,dertig
906,dreißig::NUM,deg ar hugain,dertig
907,vierzig::NUM,deugain,veertig
908,fünfzig::NUM,hanner cant,vijftig
909,sechzig::NUM,chwe deg,zestig
910,siebzig::NUM,saith deg,zeventig
911,siebzig::NUM,deg a thrigain,zeventig
912,achtzig::NUM,wyth deg,tachtig
913,achtzig::NUM,pedar ugain,tachtig
914,neunzig::NUM,naw deg,negentig
915,neunzig::NUM,deg a phedwar ugain,negentig
916,hundert::NUM,cant,honderd
917,tausend::NUM,mil,duizend
918,und::CNJ,a,en
919,oder::CNJ,neu,of
920,stehen::V,sefyll,staan
921,sitzen::V,eistedd,zitten
922,liegen::V,gorwedd,liggen
923,hängen::V,hongian,hangen
924,werden::V,dod yn,worden
925,werden::V,mynd yn,worden
926,passieren::V,digwydd,gebeuren
927,beginnen::V,cychwyn,beginnen
928,enden::V,gorffen,eindigen
929,wechseln::V,newid,wijzigen
930,wechseln::V,newid,veranderen
931,aufgehen[Sonne]::V,codi,opgaan
932,untergehen[Sonne]::V,machlud,ondergaan
933,scheinen[Sonne]::V,tywynnu,schijnen
934,donnern::V,taranu,donderen
935,wehen::V,chwythu,waaien
936,strömen::V,ffrydio,stromen
937,fließen::V,llifo,vloeien
938,sich drehen::V,troi,draaien
939,sich drehen::V,troi,zich draaien
940,sich drehen::V,cylchdroi,draaien
941,sich drehen::V,cylchdroi,zich draaien
942,schwanken::V,siglo,wankelen
943,schwingen::V,siglo,zwieren
944,fallen::V,cwympo,vallen
945,brennen::V,llosgi,branden
946,rauchen::V,mygu,roken
947,regnen::V,glawio,regenen
948,gefrieren::V,rhewi,bevriezen
949,tauen::V,toddi,dooien
950,tauen::V,meirioli,dooien
951,schmelzen::V,toddi,smelten
952,trocknen::V,sychu,drogen
953,sieden::V,berwi,koken
954,sieden::V,berwi,zieden
955,faulen::V,pydru,rotten
956,faulen::V,braenu,rotten
957,verfaulen::V,pydru,verrotten
958,verfaulen::V,dadfeilio,verrotten
959,reißen::V,clecian,scheuren
960,reißen::V,torri'n glats,scheuren
961,versinken::V,suddo,verzinken
962,vergehen::V,myned heibio,vergaan
963,vergehen::V,pasio,vergaan
964,erscheinen::V,ymddangos,opdagen
965,erscheinen::V,ymddangos,verschijnen
966,verschwinden::V,diflannu,verdwijnen
967,sinken::V,syrthio,zinken
968,abnehmen::V,lleihau,afnemen
969,abnehmen::V,lleihau,verminderen
970,zunehmen::V,cynyddu,toenemen
971,steigen::V,codi,stijgen
972,steigen::V,codi,omhooggaan
973,wachsen::V,tyfu,groeien
974,glänzen::V,disgleirio,glanzen
975,glänzen::V,disgleirio,schitteren
976,funkeln::V,pefrio,fonkelen
977,lärmen::V,cadw sŵn,lawaai maken
978,lärmen::V,gwneud twrw,lawaai maken
979,läuten::V,canu,luiden
980,klingeln::V,canu,bellen
981,klingeln::V,seinio,bellen
982,klirren::V,tincian,rinkelen
983,brausen::V,rhuo,bruisen
984,rauschen::V,siffrwd,ruisen
985,rauschen::V,chwithrwd,ruisen
986,klingen::V,seinio,klinken
987,bellen::V,cyfarth,blaffen
988,heulen::V,udo,huilen
989,heulen::V,oernadu,huilen
990,blasen::V,chwythu,blazen
991,pfeifen::V,chwibanu,fluiten
992,schreien::V,gweiddi,gillen
993,schreien::V,gweiddi,schreeuwen
994,schreien::V,bloeddio,gillen
995,schreien::V,bloeddio,schreeuwen
996,stöhnen::V,griddfan,steunen
997,zittern::V,crynu,beven
998,zittern::V,crynu,sidderen
999,leben::V,byw,leven
1000,geboren werden::V,cael eich geni,geboren worden
1001,atmen::V,anadlu,ademen
1002,trinken::V,yfed,drinken
1003,essen::V,bwyta,eten
1004,schlucken::V,llyncu,slikken
1005,müde werden::V,blino,moe worden
1006,einschlafen::V,mynd i gysgu,inslapen
1007,einschlafen::V,syrthio i gysgu,inslapen
1008,schlafen::V,huno,slapen
1009,schlafen::V,cysgu,slapen
1010,aufwachen::V,dihuno,ontwaken
1011,aufwachen::V,dihuno,wakker worden
1012,aufstehen::V,codi,opstaan
1013,sich erholen::V,ymlacio,zich ontspannen
1014,sich erholen::V,dadflino,zich ontspannen
1015,krank werden::V,mynd yn sâl,ziek worden
1016,krank werden::V,mynd yn wael,ziek worden
1017,krank sein::V,gwaelu,ziek zijn
1018,schmerzen::V,brifo,pijn doen
1019,husten::V,pesychu,hoesten
1020,genesen::V,gwella,genezen
1021,genesen::V,cael yn ôl,genezen
1022,sterben::V,marw,sterven
1023,sterben::V,marw,overlijden
1024,umkommen::V,trengi,omkomen
1025,sich bewegen::V,symud,zich bewegen
1026,sich rühren::V,syflyd,zich verroeren
1027,sich erheben::V,codi,oprijzen
1028,sich erheben::V,codi,verrijzen
1029,sich setzen::V,eistedd,gaan zitten
1030,hinfallen::V,cwympo,vallen
1031,hinfallen::V,cwympo,neervallen
1032,laufen::V,cerdded,lopen
1033,schreiten::V,camu,stappen
1034,schreiten::V,camu,schrijden
1035,spazierengehen::V,mynd am dro,gaan wandelen
1036,eilen::V,rhuthro,ijlen
1037,eilen::V,rhuthro,haasten
1038,sich beeilen::V,brysio,zich haasten
1039,sausen::V,rhuthro,stuiven
1040,rennen::V,rhedeg,rennen
1041,springen::V,llamu,springen
1042,springen::V,neidio,springen
1043,klettern::V,dringo,klimmen
1044,klettern::V,dringo,klauteren
1045,schaukeln::V,siglo,schommelen
1046,kriechen::V,cropian,kruipen
1047,schwimmen::V,nofio,zwemmen
1048,tauchen::V,plymio,duiken
1049,tauchen::V,ymsuddo,duiken
1050,rudern::V,rhwyfo,roeien
1051,fahren::V,gyrru,rijden
1052,fahren::V,dreifio,rijden
1053,fliegen::V,hedfan,vliegen
1054,gehen::V,mynd,gaan
1055,weggehen::V,mynd,weggaan
1056,weggehen::V,ymadael,weggaan
1057,abfahren::V,ymadael,vertrekken
1058,anhalten::V,stopio,stoppen
1059,anhalten::V,stopio,stilhouden
1060,hineingehen::V,mynd i mewn,ingaan
1061,hineingehen::V,mynd i mewn,binnengaan
1062,eintreten::V,mynd i,binnenkomen
1063,kommen::V,dod,komen
1064,ankommen::V,cyrraedd,aankomen
1065,zurückkommen::V,dychwelyd,terugkomen
1066,bleiben::V,aros,blijven
1067,bleiben::V,sefyll,blijven
1068,warten::V,aros,wachten
1069,warten::V,disgwyl,wachten
1070,erwarten::V,disgwyl,verwachten
1071,suchen::V,chwilio am,zoeken
1072,finden::V,darganfod,vinden
1073,versuchen::V,profi,proberen
1074,versuchen::V,profi,beproeven
1075,versuchen::V,ceisio,proberen
1076,versuchen::V,ceisio,beproeven
1077,vorbereiten::V,paratoi,voorbereiden
1078,lieben::V,caru,houden van
1079,mögen::V,hoffi,lusten
1080,mögen::V,hoffi,houden van
1081,lachen::V,chwerthin,lachen
1082,rühren::V,cynhyrfu,roeren
1083,weinen::V,wylo,huilen
1084,weinen::V,wylo,schreien
1085,weinen::V,llefain,huilen
1086,weinen::V,llefain,schreien
1087,schimpfen::V,grwgnach,kijven
1088,schimpfen::V,grwgnach,schelden
1089,sich ärgern::V,gofidio,zich ergeren
1090,sich fürchten::V,ofni,bang zijn
1091,fürchten::V,arswydo,vrezen
1092,fliehen::V,ffoi,vluchten
1093,flüchten::V,dianc,ontsnappen
1094,flüchten::V,dianc,ontkomen
1095,sehen::V,gweld,zien
1096,anschauen::V,syllu,aankijken
1097,anschauen::V,edrych,aankijken
1098,ansehen::V,gwylio,aanzien
1099,ansehen::V,gwylio,bekijken
1100,hören::V,clywed,horen
1101,zuhören::V,gwrando,luisteren
1102,probieren::V,profi,proeven
1103,riechen::V,arogli,ruiken
1104,fühlen::V,teimlo,voelen
1105,fühlen::V,clywed,voelen
1106,scheinen::V,ymddangos,lijken
1107,zu sehen sein::V,dod i'r golwg,te zien zijn
1108,vernehmen::V,clywed sôn am,vernemen
1109,frieren::V,bod yn oer,het koud hebben
1110,tun::V,gwneud,doen
1111,können::V,gallu,kunnen
1112,wollen::V,bod mewn angen,willen
1113,anfangen::V,dechrau,beginnen
1114,anfangen::V,dechrau,aanvangen
1115,beenden::V,darfod,beëindigen
1116,beenden::V,gorffen,beëindigen
1117,aufhören::V,peidio,ophouden
1118,gelingen::V,llwyddo,lukken
1119,gelingen::V,llwyddo,gelukken
1120,geraten::V,diweddu,uitvallen
1121,öffnen::V,agor,openen
1122,öffnen::V,agor,opendoen
1123,schließen::V,cau,sluiten
1124,schließen::V,cau,dichtdoen
1125,stellen::V,gosod,stellen
1126,stellen::V,gosod,plaatsen
1127,setzen::V,gosod,zetten
1128,setzen::V,gosod,plaatsen
1129,legen::V,gosod,leggen
1130,berühren::V,cyffwrdd,aanraken
1131,verbinden::V,cysylltu,verbinden
1132,bedecken::V,gorchuddio,bedekken
1133,aufhängen::V,crogi,ophangen
1134,aufhängen::V,hongian,ophangen
1135,anzünden::V,cynnau,aansteken
1136,aufheben::V,codi,oprapen
1137,zurücklassen::V,gadael,achterlaten
1138,verlieren::V,colli,verliezen
1139,fallen lassen::V,gollwng,laten vallen
1140,machen::V,gwneud,maken
1141,herstellen::V,cynhyrchu,produceren
1142,herstellen::V,cynhyrchu,voortbrengen
1143,bauen::V,adeiladu,bouwen
1144,reparieren::V,trwsio,repareren
1145,reparieren::V,trwsio,herstellen
1146,reparieren::V,atgyweirio,repareren
1147,reparieren::V,atgyweirio,herstellen
1148,verbessern::V,diwygio,verbeteren
1149,ändern::V,altro,wijzigen
1150,ändern::V,altro,veranderen
1151,graben::V,palu,graven
1152,graben::V,cloddio,graven
1153,beugen::V,plygu,buigen
1154,biegen::V,plygu,buigen
1155,drehen::V,troelli,draaien
1156,wenden::V,troi,keren
1157,wenden::V,troi,wenden
1158,umdrehen::V,troi,omdraaien
1159,heben::V,codi,heffen
1160,heben::V,codi,optillen
1161,hochheben::V,dyrchafu,tillen
1162,ergreifen::V,gafael,pakken
1163,ergreifen::V,gafael,grijpen
1164,halten::V,dal,houden
1165,drücken::V,pwyso,drukken
1166,drücken::V,gwasgu,drukken
1167,schieben::V,gwthio,duwen
1168,schieben::V,gwthio,schuiven
1169,kratzen::V,crafu,krassen
1170,lecken::V,llyfu,likken
1171,beißen::V,cnoi,bijten
1172,beißen::V,brathu,bijten
1173,abreißen::V,tynnu ymaith,afrukken
1174,abreißen::V,tynnu ymaith,afscheuren
1175,abschneiden::V,torri,afsnijden
1176,binden::V,clymu,binden
1177,stecken::V,plannu,steken
1178,brechen::V,torri,breken
1179,klopfen::V,taro,kloppen
1180,hauen::V,taro,houwen
1181,kleben::V,gludio,plakken
1182,reiben::V,rhwbio,wrijven
1183,streichen::V,taenu,smeren
1184,schleifen::V,hogi,slijpen
1185,schneiden::V,torri,snijden
1186,rütteln::V,ysgytio,schudden
1187,schütteln::V,siglo,schudden
1188,schütteln::V,ysgwyd,schudden
1189,schwenken::V,siglo,wuiven
1190,schwenken::V,siglo,zwaaien
1191,schütten::V,tywallt,gieten
1192,schütten::V,tywallt,storten
1193,füllen::V,llenwi,vullen
1194,einwickeln::V,lapio,inwikkelen
1195,tragen::V,cludo,dragen
1196,schleppen::V,llusgo,slepen
1197,ziehen::V,tynnu,trekken
1198,aufbewahren::V,cadw,bewaren
1199,werfen::V,taflu,gooien
1200,fangen::V,dal,vangen
1201,packen::V,cipio,pakken
1202,packen::V,cipio,vastpakken
1203,packen::V,crafangu,pakken
1204,packen::V,crafangu,vastpakken
1205,verstecken::V,celu,verstoppen
1206,verstecken::V,cuddio,verstoppen
1207,teilen::V,rhannu,delen
1208,schicken::V,anfon,sturen
1209,bringen::V,dod â,brengen
1210,hinzufügen::V,chwanegu,toevoegen
1211,bekommen::V,cael,verkrijgen
1212,erhalten::V,derbyn,krijgen
1213,nehmen::V,cymryd,nemen
1214,wählen::V,dewis,kiezen
1215,wählen::V,dewis,verkiezen
1216,auswählen::V,dethol,uitkiezen
1217,bewahren::V,cadw,bewaren
1218,behindern::V,atal,hinderen
1219,behindern::V,rhwystro,hinderen
1220,verderben::V,difetha,bederven
1221,beschädigen::V,niweidio,beschadigen
1222,zerbrechen::V,torri,breken
1223,zerbrechen::V,torri,stukbreken
1224,zerreißen::V,rhwygo,scheuren
1225,zerreißen::V,rhwygo,verscheuren
1226,zerstören::V,dinistrio,vernielen
1227,verbrennen::V,llosgi,branden
1228,verbrennen::V,llosgi,verbranden
1229,geben::V,rhoi,geven
1230,reichen::V,estyn,reiken
1231,reichen::V,estyn,aanreiken
1232,schenken::V,rhoddi,schenken
1233,versprechen::V,addo,beloven
1234,wünschen::V,dymuno,wensen
1235,loben::V,canmol,loven
1236,loben::V,canmol,prijzen
1237,küssen::V,cusanu,kussen
1238,wiegen::V,siglo,wiegen
1239,zudecken::V,gorchuddio,toedekken
1240,wecken::V,deffro,wekken
1241,zeigen::V,dangos,tonen
1242,zeigen::V,dangos,wijzen
1243,führen::V,arwain,voeren
1244,lehren::V,dysgu,leren
1245,unterrichten::V,hyfforddi,onderwijzen
1246,aufziehen::V,dod i fyny,grootbrengen
1247,leiten::V,arwain,leiden
1248,antreiben::V,annog,aandrijven
1249,lassen::V,gadael,laten
1250,einladen::V,gwahodd,uitnodigen
1251,vereinigen::V,uno,verenigen
1252,vereinigen::V,cyfuno,verenigen
1253,besuchen::V,ymweld â,bezoeken
1254,treffen::V,cwrdd,treffen
1255,treffen::V,cwrdd,ontmoeten
1256,treffen::V,cyfarfod,treffen
1257,treffen::V,cyfarfod,ontmoeten
1258,sich versammeln::V,casglu,zich verzamelen
1259,sich versammeln::V,cynnull,zich verzamelen
1260,spielen::V,chwarae,spelen
1261,singen::V,canu,zingen
1262,tanzen::V,dawnsio,dansen
1263,sich trennen::V,ymwahanu,van elkaar gaan
1264,verlassen::V,gadael,verlaten
1265,retten::V,achub,redden
1266,bewachen::V,gwarchod,bewaken
1267,schützen::V,noddi,beschermen
1268,verteidigen::V,amddiffyn,verdedigen
1269,sich schlagen::V,ffraeo,knokken
1270,sich schlagen::V,terfysgu,knokken
1271,schießen::V,saethu,schieten
1272,siegen::V,ennill,overwinnen
1273,ärgern::V,cythruddo,ergeren
1274,schlagen::V,curo,slaan
1275,treten::V,cicio,trappen
1276,treten::V,cicio,schoppen
1277,stechen::V,pigo,steken
1278,stechen::V,pigo,prikken
1279,stoßen::V,gwthio,stoten
1280,stehlen::V,dwyn,stelen
1281,stehlen::V,lladrata,stelen
1282,stören::V,aflonyddu,storen
1283,stören::V,aflonyddu,verstoren
1284,belästigen::V,trafferthu,lastig vallen
1285,verbergen::V,cuddio,verbergen
1286,täuschen::V,twyllo,misleiden
1287,betrügen::V,hocedu,bedriegen
1288,töten::V,lladd,doden
1289,wohnen::V,byw,wonen
1290,arbeiten::V,gweithio,werken
1291,sammeln::V,casglu,inzamelen
1292,sammeln::V,casglu,verzamelen
1293,pflücken::V,casglu,plukken
1294,jagen::V,hela,jagen
1295,fischen::V,pysgota,vissen
1296,fassen::V,dal,vangen
1297,hüten::V,bugeilio,hoeden
1298,treiben::V,gyrru,drijven
1299,anbinden::V,clymu,vastbinden
1300,füttern::V,porthi,voeren
1301,melken::V,godro,melken
1302,hacken::V,torri,hakken
1303,gießen::V,dyfrhau,gieten
1304,reifen::V,aeddfedu,rijpen
1305,zubereiten::V,coginio,klaarmaken
1306,zubereiten::V,coginio,toebereiden
1307,kochen::V,berwi,koken
1308,backen::V,pobi,bakken
1309,backen::V,crasu,bakken
1310,braten::V,ffrio,braden
1311,umrühren::V,cyffroi,omroeren
1312,stricken::V,gwau,breien
1313,nähen::V,gwnïo,naaien
1314,färben::V,lliwio,verven
1315,färben::V,lliwio,kleuren
1316,reinigen::V,glanhau,reinigen
1317,waschen::V,golchi,wassen
1318,abwischen::V,sychu,afvegen
1319,spülen::V,streulio,spoelen
1320,spülen::V,streulio,afwassen
1321,fegen::V,ysgubo,vegen
1322,kehren::V,ysgubo,vegen
1323,baden::V,cael bath,baden
1324,sich waschen::V,ymolchi,zich wassen
1325,ausziehen::V,tynnu,uittrekken
1326,anziehen::V,gwisgo,aantrekken
1327,sich anziehen::V,ymwisgo,zich aankleden
1328,kämmen::V,cribo,kammen
1329,schmücken::V,harddu,tooien
1330,schmücken::V,addurno,tooien
1331,sagen::V,dweud,zeggen
1332,sprechen::V,llefaru,spreken
1333,reden::V,siarad,praten
1334,sich unterhalten::V,sgwrsio,zich onderhouden
1335,fragen::V,gofyn,vragen
1336,bitten::V,gofyn am,vragen
1337,bitten::V,gofyn am,verzoeken
1338,erzählen::V,dweud,vertellen
1339,mitteilen::V,cyfleu,meedelen
1340,nennen::V,enwi,noemen
1341,rufen::V,galw,roepen
1342,prahlen::V,brolio,pralen
1343,prahlen::V,ymffrostio,pralen
1344,übersetzen::V,cyfieithu,vertalen
1345,denken::V,meddwl,denken
1346,glauben::V,credu,geloven
1347,glauben::V,coelio,geloven
1348,bemerken::V,sylwi,bemerken
1349,erkennen::V,adnabod,herkennen
1350,begreifen::V,amgyffred,begrijpen
1351,verstehen::V,deall,verstaan
1352,lernen::V,dysgu,leren
1353,wissen::V,gwybod,weten
1354,sich erinnern an::V,cofio,zich herinneren aan
1355,vergessen::V,anghofio,vergeten
1356,messen::V,mesur,meten
1357,zählen::V,cyfrif,tellen
1358,rechnen::V,cyfrifo,rekenen
1359,lesen::V,darllen,lezen
1360,malen::V,peintio,schilderen
1361,zeichnen::V,tynnu,tekenen
1362,schreiben::V,ysgrifennu,schrijven
1363,besitzen::V,meddu,bezitten
1364,kaufen::V,prynu,kopen
1365,verkaufen::V,gwerthu,verkopen
1366,bezahlen::V,talu am,betalen
1367,zahlen::V,talu,betalen
1368,beherrschen::V,rheoli,beheersen
1369,beherrschen::V,llywodraethu,beheersen
1370,ertragen::V,dioddef,verdragen
