,Concept_ID,he,lbe
100,Hügel::N,תל,бакӏу
101,Anhöhe::N,מעלה,
102,Berg::N,הר,зунтту
103,Gipfel::N,פסגה,мицӏ
104,Höhle::N,מערה,нух
105,Abhang::N,מדרון,сун
106,Abhang::N,שפוע,сун
107,Quelle::N,מעין,дайдихьу
108,Quelle::N,מעין,бакӏ
109,Bach::N,נחל,чӏрир нех
110,Fluss::N,נהר,нех
111,Ufer::N,גדה,зума
112,Küste::N,חוף,зумаинхалу
113,Küste::N,חוף,зуманицӏалу
114,Festland::N,יבשה,кьири
115,Meer::N,ים,хьхьири
116,Bucht::N,מפרץ,
117,Insel::N,אי,жазира
118,Blume::N,פרח,тӏутӏи
119,Gras::N,דשא,уртту
120,Wurzel::N,שרש,мархха
121,Baum::N,עץ,мурхь
122,Stamm::N,גזע,ттарцӏ
123,Rinde::N,קלפת עץ,ккамара
124,Ast::N,ענף,матӏи
125,Zweig::N,ענף,къяртта
126,Blatt::N,עלה,чӏапӏи
127,Birke::N,שדר,кӏялахӏи
128,Birke::N,שדר,кӏялахӏилул мурхь
129,Kiefer[Baum]::N,ארן,ттар
130,Kiefer[Baum]::N,ארן,ттарлил мурхь
131,Weide[Baum]::N,ערבה,щавщи
132,Tanne::N,אשוח,ттарлил мурхь
133,Horn::N,קרן,хъи
134,Feder::N,נוצה,лелуххул тӏиму
135,Fell::N,פרוה,бурчу
136,Flügel::N,כנף,хъа
137,Flügel::N,כנף,ххурупӏайрал тӏиму
138,Klaue::N,טלף,михь
139,Kralle::N,טפר,ххяппа
140,Schwanz::N,זנב,магъ
141,Ei::N,ביצה,ккунук
142,Nest::N,קן,кюру
143,Bau::N,מחלה,цукъуккутӏ
144,Tier::N,חיה,хӏайван
145,Herde::N,עדר,газу
146,Kuh::N,פרה,оьл
147,Bulle::N,פר,ниц
148,Pferd::N,סוס,чу
149,Schaf::N,כבשה,тта
150,Schwein::N,חזיר,дунгъуз
151,Hund::N,כלב,ккаччи
152,Katze::N,חתול,ччиту
153,Bär::N,דב,цуша
154,Eichhörnchen::N,סנאי,бюрхттукку
155,Elch::N,דישון,ниц-бюрин
156,Fuchs::N,שועל,цулчӏа
157,Fuchs::N,שועל,куча цулчӏа
158,Hase::N,ארנב,бюрх
159,Maus::N,עכבר,кӏулу
160,Wolf::N,זאב,барцӏ
161,Vogel::N,צפור,лелуххи
162,Schwarm::N,נחיל,гьухъала
163,Schwarm::N,להקה,гьухъала
164,Huhn::N,תרנגלת,аьнакӏи
165,Hahn::N,תרנגול,ажари
166,Gans::N,אוז,къаз
167,Adler::N,עיט,барзу
168,Ente::N,ברוז,урдак
169,Eule::N,ינשוף,ису
170,Eule::N,ינשוף,ччиккумяв
171,Kranich::N,עגור,кьурукь
172,Kranich::N,כרוכיה,кьурукь
173,Krähe::N,עורב,хъатӏу
174,Kuckuck::N,קוקיה,ччикку
175,Schwan::N,ברבור,урттил къаз
176,Fisch::N,דג,чавахъ
177,Barsch::N,אוקונוס,
178,Hecht::N,זאב הים,
179,Schlange[Tier]::N,נחש,шатта
180,Wurm::N,תולעת,кьюнукьай шатта
181,Spinne::N,עכביש,ххялцу
182,Ameise::N,נמלה,митӏикьукьу
183,Laus::N,כנה,
184,Mücke::N,יתוש,мичӏак
185,Fliege::N,זבוב,зимиз
186,Schmetterling::N,פרפר,чӏимучӏали
187,Beere::N,ענבה,хӏаллил ахъулсса
188,Apfel::N,תפוח,гьивч
189,Pilz::N,פטריה,ттуккул иис
190,Zwiebel::N,בצל,лаччул чсмусул бакӏ
191,Saat::N,זרעים,гьанна
192,Korn::N,גרעין,къама
193,Heu::N,חציר,ххулув
194,Schale::N,קלפה,ккиртту
195,Grube::N,בור,кӏаланг
196,Grube::N,שוחה,кӏаланг
197,Falle::N,מלכדת,къатӏа
198,Schlinge::N,לולאה,хӏатӏ
199,Spur::N,עקבה,ша
200,Asche::N,אפר,лах
201,Dreck::N,זהמה,кьяркьи
202,Dreck::N,זהמה,венп
203,Eisen::N,ברזל,мах
204,Gold::N,זהב,муси
205,Silber::N,כסף,арцу
206,Kohle::N,פחם,кӏалаш
207,Kohle::N,פחם,хъуручӏ
208,Glas::N,זכוכית,пюрун
209,Lehm::N,חרסית,сина аьрщи
210,Sand::N,חול,къун
211,Mensch::N,אדם,инсан
212,Mann::N,איש,чув
213,Mann::N,איש,адимина
214,Mann::N,גבר,чув
215,Mann::N,גבר,адимина
216,Frau::N,אשה,щарсса
217,Frau::N,אשה,хъамитайпа
218,Frau::N,גברת,щарсса
219,Frau::N,גברת,хъамитайпа
220,Kind::N,ילד,чӏиви оьрчӏ
221,Junge::N,ילד,оьрчӏ
222,Junge::N,ילד,бурхьин оьрчӏ
223,Mädchen::N,נערה,душ
224,Familie::N,משפחה,кулпат
225,Großvater::N,סבא,ттатта
226,Großvater::N,סבא,ниттил ппу
227,Großmutter::N,סבתא,буттал нину
228,Eltern::N,הורים,нину-ппу
229,Vater::N,אב,ппу
230,Mutter::N,אם,нину
231,Sohn::N,בן,арс
232,Tochter::N,בת,душ
233,Bruder::N,אח,уссу
234,Schwester::N,אחות,ссу
235,Onkel::N,דוד,буттауссу
236,Tante::N,דודה,буттал ссу
237,Ehemann::N,איש,лас
238,Ehemann::N,בעל,лас
239,Ehefrau::N,אשה,щар
240,Ehefrau::N,אשה,щарсса
241,Freude::N,שמחה,шадшиву
242,Freude::N,שמחה,ххаришиву
243,Gelächter::N,צחוק,хъяхъаву
244,Glück::N,אשר,талихӏ
245,Kummer::N,יגון,дард
246,Kummer::N,עגמה,дард
247,Wunsch::N,אחול,мурад
248,Wunsch::N,משאלה,мурад
249,Lust::N,חשק,гьавас
250,Lust::N,חשק,ччаву
251,Lust::N,תשוקה,гьавас
252,Lust::N,תשוקה,ччаву
253,Geist::N,רוח,рухӏ
254,Gedanke::N,מחשבה,пикри
255,Gedächtnis::N,זכרון,дакӏний личӏаву
256,Verstand::N,שכל,аькьлу
257,Sinn::N,מובן,мяъна
258,Sinn::N,משמעות,мяъна
259,Grund::N,סבה,багьана
260,Wahrheit::N,אמת,тӏайламур
261,Wahrheit::N,אמת,хӏакьмур
262,Gespräch::N,דיון,ихтилат
263,Märchen::N,אגדה,магьа
264,Erzählung::N,ספור,хавар
265,Nachricht::N,ידיעה,хавар
266,Neuigkeit::N,חדשה,хавар
267,Name::N,שם,цӏа
268,Rätsel::N,תעלומה,ссигьа
269,Rede::N,נאום,гъалгъа
270,Sprache::N,לשון,маз
271,Stimme::N,קול,чӏу
272,Stimme::N,קול,чӏукӏа
273,Wort::N,מלה,махъ
274,Zeichen::N,סימן,лишан
275,Ruf::N,קריאה,
276,Lärm::N,רעש,чӏу
277,Laut::N,הגה,чӏу
278,Ton::N,צליל,чӏу
279,Lied::N,שיר,балай
280,Ruhe::N,שלוה,дигьалагру
281,Leute::N,אנשים,инсантал
282,Volk::N,עם,ил
283,Volk::N,עם,халкь
284,Arbeit::N,עבודה,заву
285,Gast::N,אורח,хъамаличу
286,Geschenk::N,מתנה,бухчакарши
287,Geschenk::N,מתנה,лажинккакку
288,Spiel::N,משחק,тӏуркӏу
289,Gesellschaft::N,חברה,жямат
290,Gesellschaft::N,חברה,ккуран
291,Hilfe::N,עזרה,кумаг
292,Freund::N,חבר,дус
293,Freund::N,ידיד,дус
294,Kamerad::N,רע,хӏаласу
295,Angelegenheit::N,ענין,иш
296,Anzahl::N,מספר,аьдад
297,Art::N,סוג,жинс
298,Stück::N,חתיכה,касак
299,Teil::N,פרק,бутӏа
300,Hälfte::N,חצי,дачӏи
301,Kreis::N,מעגל,кюрщан
302,Kreuz::N,צלב,ххач
303,Linie::N,קו,щва
304,Strich::N,קו קצר,щва
305,Abstand::N,מרחק,манзил
306,Entfernung::N,מרחק,манзил
307,Gegend::N,נוף,кӏану
308,Platz::N,שטח,
309,Ort::N,אתר,кӏану
310,Ort::N,מקום,кӏану
311,Seite::N,צד,чул
312,Seite::N,צד,чулухалу
313,Mitte::N,אמצע,дя
314,Gegenstand::N,אוביקט,зат
315,Sache::N,דבר,зат
316,Rand::N,פרור,зума
317,Kante::N,קצה,
318,Ecke::N,פנה,мурцӏу
319,Spitze::N,קצה,мицӏ
320,Ende::N,סוף,зума
321,Loch::N,חר,ккутӏ
322,Winkel::N,פנה,мурцӏу
323,Muster::N,תבנית,накьич
324,Größe::N,גדל,
325,Länge::N,ארך,лахъишиву
326,Höhe::N,קומה,лахъшиву
327,Höhe::N,גבה,лахъшиву
328,Gewicht::N,משקל,дуццин
329,Gewicht::N,משקל,кӏушиву
330,Menge::N,כמות,
331,Haufen::N,ערמה,бакӏу
332,Reihe::N,רצף,кьюкьа
333,Boot::N,סירה,луткка
334,Ruder::N,משוט,весло
335,Ruder::N,משוט,чӏатӏа
336,Schlitten::N,מזחלת,чана
337,Schlitten::N,מזחלת,санкка
338,Ski::N,מגלשים,лижарду
339,Lagerfeuer::N,מדורה,къавтӏн
340,Last::N,משא,гьиву
341,Gang::N,הליכה,нанаву
342,Schritt::N,צעד,ша
343,Norden::N,צפון,ухссав
344,Norden::N,צפון,ухссавнил чулухалу
345,Süden::N,דרום,кьилва
346,Westen::N,מערב,баргълагавал
347,Westen::N,מערב,баргълагавал чул
348,Osten::N,מזרח,баргъбуккай чулухалу
349,Holz::N,עץ,тӏама
350,Brett::N,קרש,тахта
351,Platte::N,לוח,гъуни
352,Stütze::N,משען,гьалакӏу
353,Stange::N,מוט,къазихъ
354,Stock::N,מקל,ттархь
355,Stab::N,מוט,ччантӏакъу
356,Rohr::N,צנור,бургъу
357,Haus::N,בית,къатта
358,Heim::N,בית,къатта
359,Ofen::N,תנור,пач
360,Fußboden::N,רצפה,чӏанкъатта
361,Tisch::N,שלחן,усттул
362,Stuhl::N,כסא,кӏану
363,Wiege::N,ערש,оьрчӏал кӏану
364,Bett::N,מטה,тах
365,Regal::N,מדף,чӏаму
366,Kiste::N,תבה,яшикӏ
367,Kiste::N,תבה,къурши
368,Kiste::N,ארגז,яшикӏ
369,Kiste::N,ארגז,къурши
370,Fenster::N,חלון,чӏавахьулу
371,Tür::N,דלת,нуз
372,Tür::N,דלת,нузкьун
373,Tor::N,שער,къапу
374,Tor::N,שער,дарваза
375,Zaun::N,גדר,дайгьузанну
376,Dach::N,גג,магъи
377,Dach::N,גג,цӏиялу
378,Leiter::N,סלם,чуртту
379,Besen::N,מטאטא,чӏатлу
380,Spaten::N,את,бил
381,Schaufel::N,את,чӏатӏа
382,Gabel::N,מזלג,гьиссилу
383,Löffel::N,כף,къуса
384,Messer::N,סכין,чӏила
385,Nagel::N,מסמר,мяр
386,Netz::N,רשת,къери
387,Haken::N,וו,къича
388,Haken::N,קרס,къича
389,Griff::N,ידית,куяму
390,Schloss::N,מנעול,кьункьула
391,Bild::N,תמונה,сурат
392,Figur::N,פסל,
393,Puppe::N,בבה,ссихьу
394,Beutel::N,שק,чантай
395,Bündel::N,צרור,гьи
396,Bündel::N,צרור,къар
397,Tasche::N,שקית,
398,Eimer::N,דלי,бадра
399,Deckel::N,מכסה,къапаза
400,Geschirr::N,כלים,пюрунчӏул
401,Geschirr::N,כלים,тӏахӏникӏичӏу
402,Sack::N,שק,къап
403,Sack::N,שק,дарваг
404,Tasse::N,ספל,пижан
405,Tasse::N,ספל,пинжан
406,Tasse::N,ספל,инкираччатӏи
407,Tasse::N,ספל,цинцилттал бушкъап
408,Topf::N,סיר,кӏункӏур
409,Kessel::N,קנקן,чаг
410,Kessel::N,קנקן,кӏункӏур
411,Essen::N,אכל,дукия
412,Essen::N,אכל,дукин
413,Essen::N,ארוחה,дукия
414,Essen::N,ארוחה,дукин
415,Nahrung::N,הזנה,дукра
416,Nahrung::N,תזונה,дукра
417,Speise::N,מאכל,дукра
418,Speise::N,ארוחה,дукра
419,Fleisch::N,בשר,дикӏ
420,Getreide::N,דגן,къама
421,Brei::N,מחית,ккурч
422,Brot::N,לחם,ччатӏ
423,Scheibe::N,עגול,парча
424,Scheibe::N,פרוסה,парча
425,Fett::N,שמן,аьгъушиву
426,Butter::N,חמאה,нагь
427,Butter::N,חמאה,лагаву
428,Öl::N,שמן,
429,Salz::N,מלח,цӏву
430,Suppe::N,מרק,накь
431,Honig::N,דבש,ницӏ
432,Milch::N,חלב,накӏ
433,Tee::N,תה,чяй
434,Leder::N,עור,бурчу
435,Wolle::N,צמר,ппал
436,Stoff::N,בד,янна
437,Stoff::N,אריג,янна
438,Nadel::N,מחט,ххалаххи
439,Faden::N,חוט,ххал
440,Knopf::N,כפתור,банд
441,Knoten::N,קשר,къурхъ
442,Farbe::N,צבע,сир
443,Kleidung::N,בגדים,янна
444,Kleidung::N,בגדים,лаххия
445,Hemd::N,חלצה,гьухъа
446,Kragen::N,צוארון,дарвач
447,Ärmel::N,שרוול,кахха
448,Hose::N,מכנסים,хӏажак
449,Gürtel::N,חגורה,мухӏлу
450,Mütze::N,כובע,кьяпа
451,Schuh::N,נעל,
452,Stiefel::N,מגף,чакма
453,Ring::N,טבעת,кӏисса
454,Band::N,סרט,линт
455,Kamm::N,מסרק,ттарал
456,Spiegel::N,מראה,дагьани
457,Riemen::N,רצועה,эн
458,Schnur::N,חבל,хьхьа
459,Leine::N,מושכות,
460,Decke::N,שמיכה,виргъан
461,Kissen::N,כרית,кӏаралу
462,Tuch::N,צעיף,карщи
463,Handtuch::N,מגבת,калихьу
464,Handtuch::N,מגבת,лажинлихьу
465,Kraft::N,כוח,эллаж
466,Stärke::N,און,гуж
467,Gesundheit::N,בריאות,цӏуллу-сагъшиву
468,Krankheit::N,מחלה,къашайшиву
469,Schmerz::N,כאב,къюву
470,Wunde::N,פציעה,щаву
471,Fieber::N,חם,кӏиришиву
472,Arznei::N,תרופה,дару
473,Brücke::N,גשר,ламу
474,Brunnen::N,באר,къуй
475,Weide::N,אחו,бизантту
476,Weide::N,מרעה,бизантту
477,Pfad::N,שביל,жегъир ххуллу
478,Pfad::N,מדרכה,жегъир ххуллу
479,Weg::N,דרך,ххуллу
480,Straße::N,כביש,ххуллу
481,Dorf::N,כפר,щар
482,Dorf::N,כפר,шяравалу
483,Stadt::N,עיר,шагьру
484,Brief::N,מכתב,чагъар
485,Buch::N,ספר,лу
486,Buchstabe::N,אות,хӏарп
487,Zeitung::N,עתון,кказит
488,Leben::N,חיים,оьрму
489,Tod::N,מות,ажал
490,Tod::N,מות,бивкӏу
491,Tod::N,מות,ивчӏаву
492,Grab::N,קבר,гьав
493,Kirche::N,כנסיה,килиса
494,Sünde::N,חטא,бунагъ
495,Gott::N,אל,зал
496,Arbeiter::N,פועל,зузала
497,Chef::N,ראש,ялувма
498,Chef::N,מנהל,ялувма
499,Meister::N,ממחה,усттар
500,Arzt::N,רופא,хӏакин
501,Lehrer::N,מורה,учитель
502,Geld::N,כסף,арцу
503,Geschäft::N,עסקה,даву
504,Laden::N,חנות,ттучан
505,Preis::N,מחיר,багъа
506,Ware::N,סחורה,хъус
507,Nutzen::N,תועלת,хайр
508,Nutzen::N,תועלת,мюнпат
509,Reichtum::N,עשר,давлат
510,Reichtum::N,עשר,аваданшиву
511,Welt::N,עולם,дуниял
512,Land::N,ארץ,билаят
513,Staat::N,מדינה,паччахӏлугъ
514,König::N,מלך,
515,Macht::N,כוח,власть
516,Grenze::N,גבול,дазу
517,Krieg::N,מלחמה,дяъви
518,Feind::N,אויב,душман
519,Gewalt::N,אלימות,къия
520,Kampf::N,קרב,лачӏуи уккаву
521,Kampf::N,לחימה,лачӏуи уккаву
522,Bogen[Waffe]::N,קשת,ккуртта
523,Pfeil::N,חץ,чӏатӏаракӏ
524,Gewehr::N,רובה,ттупанг
525,Fehler::N,טעות,гъалатӏ
526,Lüge::N,שקר,щялмахъ
527,Schaden::N,נזק,зарал
528,Unglück::N,מזל רע,бала
529,Schuld::N,אשמה,тахсир
530,Alter::N,גיל,оьрму
531,Schluss::N,סיום,ахир
532,Zeit::N,זמן,чӏун
533,Tag::N,יום,кьини
534,Morgen::N,בקר,кӏюрх
535,Mittag::N,צהרים,ахттайн
536,Mittag::N,צהרים,дяахттайн
537,Mittag::N,צהרים,ахттайн чӏун
538,Abend::N,ערב,маркӏачӏан
539,Nacht::N,לילה,хьхьу
540,Woche::N,שבוע,нюжмар
541,Monat::N,חדש,барз
542,Jahr::N,שנה,шин
543,Frühling::N,אביב,инт
544,Sommer::N,קיץ,гъи
545,Herbst::N,סתו,ссут
546,Winter::N,חרף,кӏи
547,Januar::N,ינואר,цалчинмур барз
548,Februar::N,פברואר,кӏилчинмур барз
549,März::N,מרץ,шамилчинмур барз
550,April::N,אפריל,апрель
551,April::N,אפריל,мукьилчинмур барз
552,Mai::N,מאי,май
553,Mai::N,מאי,ххюлчинмур барз
554,Juni::N,יוני,июнь
555,Juni::N,יוני,ряххилчинмур барз
556,Juli::N,יולי,июль
557,Juli::N,יולי,Арулчинмур барз
558,August::N,אוגוסט,мяйлчинмур барз
559,September::N,ספטמבר,урчӏилчинмур барз
560,Oktober::N,אוקטובר,ацӏилчинмур барз
561,November::N,נובמבר,ацӏния цалчинмур барз
562,Dezember::N,דצמבר,ацӏния кӏилчинмур барз
563,Montag::N,יום שני,итин
564,Montag::N,יום שני,итин кьини
565,Dienstag::N,יום שלישי,тталат
566,Dienstag::N,יום שלישי,тталат кьини
567,Mittwoch::N,יום רביעי,арвахӏ
568,Donnerstag::N,יום חמישי,хамис
569,Freitag::N,יום ששי,нюжмар
570,Freitag::N,יום ששי,нюжмар кьини
571,Samstag::N,יום שבת,ххуллун
572,Samstag::N,יום שבת,ххуллун кьини
573,Sonntag::N,יום ראשון,алхӏат
574,Sonntag::N,יום ראשון,алхӏат кьини
575,groß::A,גדול,бугъарасса
576,klein::A,קטן,чӏивисса
577,lang::A,ארך,лахъисса
578,kurz::A,קצר,кутӏасса
579,breit::A,רחב,уттасса
580,schmal::A,צר,уттакӏюласса
581,dicht::A,צפוף,ццунсса
582,dick[Gegenstand]::A,עבה,ганзсса
583,dünn::A,דק,кӏюласса
584,fein::A,מעדן,
585,fest::A,מוצק,цӏакьсса
586,fest::A,מוצק,кьянкьасса
587,flach::A,שטוח,баягъисса
588,flach::A,שטוח,цӏубакъасса
589,flach::A,שטוח,куртӏ дакъасса
590,glatt::A,חלק,дюрчӏусса
591,hart::A,קשיח,кьянкьасса
592,weich::A,רך,кӏукӏлусса
593,rund::A,עגל,ккурккисса
594,spitz::A,חד,ярксса
595,spitz::A,חד,дайлсса
596,spitz::A,חד,мицӏ бусса
597,scharf::A,חד,ярксса
598,scharf::A,חד,дайлсса
599,scharf::A,חד,мицӏ бусса
600,stumpf::A,קהה,къуркъасса
601,schwer::A,כבד,кӏусса
602,schön::A,יפה,аьнтӏикӏасса
603,heiß::A,חם,кӏирисса
604,warm::A,חם,гъелисса
605,kalt::A,קר,дяркъусса
606,kühl::A,צונן,дюхлулсса
607,frisch::A,טרי,цӏусса
608,feucht::A,לח,атилсса
609,feucht::A,לח,хъавтусса
610,nass::A,רטוב,атилсса
611,nass::A,רטוב,хъавтусса
612,trocken::A,יבש,кьавкьсса
613,trocken::A,יבש,кьакьан бувсса
614,voll::A,מלא,бувцӏусса
615,leer::A,ריק,бачӏвасса
616,offen::A,פתוח,тӏивтӏусса
617,geschlossen::A,סגור,лавкьусса
618,sauber::A,נקי,марцӏсса
619,schmutzig::A,מלכלך,чапалсса
620,roh::A,חי,шакъавхьсса
621,reif::A,בשל,дирсса
622,lecker::A,טעים,нахӏусса
623,lecker::A,טעים,тӏааьнсса
624,süß::A,מתוק,нацӏусса
625,bitter::A,מר,кьурчӏисса
626,sauer::A,חמוץ,туршсса
627,hell::A,בהיר,чаннасса
628,dunkel::A,עמום,цӏансса
629,schwarz::A,שחר,лухӏисса
630,weiß::A,לבן,кӏяласса
631,rot::A,אדם,ятӏулсса
632,gelb::A,צהב,хъахъисса
633,blau::A,כחל,някӏсса
634,grün::A,ירק,щюлисса
635,grau::A,אפר,оьрусса
636,bunt::A,צבעוני,оьрчӏикӏурисса
637,billig::A,זול,кьювкьусса
638,teuer::A,יקר,ххирасса
639,wertvoll::A,יקר ערך,багьасса
640,blind::A,עור,мурчӏисса
641,taub::A,חרש,къюкӏсса
642,kräftig::A,חסן,гужсса
643,stark::A,חזק,кьянкьасса
644,schwach::A,חלש,заэвсса
645,fett::A,שמן,бучсса
646,schlank::A,רזה,бювхъусса
647,hübsch::A,יפה תאר,янусса
648,böse::A,רשע,оьсса
649,dumm::A,טפש,ахӏмакьсса
650,faul::A,עצלן,танмалсса
651,faul::A,עצלן,курчӏилсса
652,fleißig::A,חרוץ,хӏарачат бусса
653,geizig::A,קמצן,янттарцӏансса
654,klug::A,נבון,аькьлу бусса
655,klug::A,פקח,аькьлу бусса
656,geschickt::A,מימן,паргалсса
657,lieb::A,יקר,аьзизсса
658,lieb::A,אהוב,аьзизсса
659,lustig::A,עליז,тяхъасса
660,sanft::A,עדין,иминсса
661,hungrig::A,רעב,ккашилсса
662,krank::A,חולה,къашавайсса
663,nackt::A,ערום,кӏачӏасса
664,traurig::A,עצוב,пашмансса
665,lebendig::A,חי,уттавасса
666,gut::A,טוב,ххуйсса
667,schlecht::A,גרוע,оьккисса
668,richtig::A,נכון,саргъунсса
669,schlimm::A,רע,оьккисса
670,wahr::A,אמתי,хӏакьсса
671,alt::A,ישן,кугьнасса
672,neu::A,חדש,цӏусса
673,ehemalig::A,לשעבר,хъхъичӏвасса
674,alt[Lebewesen]::A,זקן,агьилсса
675,jung::A,צעיר,чӏавасса
676,jung::A,צעיר,жагьилсса
677,arm::A,עני,мискинсса
678,reich::A,עשיר,авадансса
679,bekannt::A,ידוע,дусъсса
680,berühmt::A,מפרסם,машгьурсса
681,fremd::A,זר,чил
682,verschieden::A,שונה,личӏи-личӏисса
683,nah::A,קרוב,гъансса
684,fern::A,רחוק,архсса
685,linker::A,שמאלי,кияхсса
686,linker::A,שמאלי,кюччахсса
687,rechter::A,ימין,урчӏахсса
688,anderer::A,אחר,цамур
689,erster::A,ראשון,цалчинмур
690,erster::A,ראשון,цалчиннсса
691,zweiter::A,שני,кӏилчиимур
692,dritter::A,שלישי,шамулчинмур
693,letzter::A,אחרון,махъва-махъмур
694,allein::ADV,לבד,ялгъузну
695,auf einmal::ADV,בו-זמנית,
696,zusammen::ADV,ביחד,цачӏу
697,zusammen::ADV,ביחד,архӏал
698,lange::ADV,הרבה זמן,батӏи къабуклай
699,lange::ADV,הרבה זמן,хъунмасса хӏаллай
700,plötzlich::ADV,לפתע,цакуну
701,plötzlich::ADV,פתאום,цакуну
702,sofort::ADV,מיד,мугьлат бакъа
703,später::ADV,לאחר זמן,махъ
704,später::ADV,יותר מאחר,махъ
705,jetzt::ADV,עכשיו,утти
706,jetzt::ADV,עכשיו,цӏана
707,heute::ADV,היום,хӏакьину
708,morgen::ADV,מחר,гьуит
709,morgen::ADV,מחר,гьунттий
710,bald::ADV,בקרוב,
711,dann::ADV,אחר-כך,яла
712,gestern::ADV,אתמול,лахьхьу
713,einst::ADV,לפנים,
714,damals::ADV,אז,та чӏумал
715,danach::ADV,אחר-כך,яла
716,vorher::ADV,לפני זה,хьхьнчӏ
717,vorher::ADV,לפני זה,хьхьичӏва
718,zuerst::ADV,קדם,бакӏрай
719,zuerst::ADV,קדם,цӏу бутӏуй
720,einmal::ADV,פעם,цал
721,manchmal::ADV,לפעמים,ваксса-таксса
722,oft::ADV,לעתים קרובות,чӏявуну
723,immer::ADV,תמיד,мудан
724,immer::ADV,תמיד,даиман
725,niemals::ADV,אף פעם,тачӏав
726,hier::ADV,כאן,шикку
727,hierhin::ADV,פה,шиккун
728,von hier::ADV,מפה,шичча
729,dort::ADV,שם,гикку
730,dorthin::ADV,שם,тиккун
731,geradeaus::ADV,ישר,тӏайланм
732,vorwärts::ADV,קדימה,хьхьичӏунмай
733,rückwärts::ADV,לאחור,махъа-хьхьичӏунмай
734,zurück::ADV,בחזרה,махъунмай
735,zurück::ADV,אחורנית,махъунмай
736,unten::ADV,למטה,лув
737,hinab::ADV,למטה,бакӏ-ялавай
738,hinab::ADV,למטה,бакӏъялавай
