,Concept_ID,tt,os
748,traurig::A,ямансу,ӕрхӕндӕг
749,lebendig::A,тере,цардӕгас
750,gut::A,яхшы,хорз
751,schlecht::A,начар,цауд
752,richtig::A,дөрес,раст
753,schlimm::A,әшәкә,ӕвзӕр
754,wahr::A,чып-чын,ӕцӕг
755,alt::A,иске,зӕронд
756,neu::A,яңа,ног
757,ehemalig::A,элекке,раздӕры
758,alt[Lebewesen]::A,карт,ацӕргӕ
759,jung::A,яшь,ӕрыгон
760,arm::A,фәкыйрь,мӕгуыр
761,reich::A,бай,хъӕздыг
762,bekannt::A,таныш,зонгӕ
763,berühmt::A,атаклы,номдзыд
764,fremd::A,ят,æцæгæлон
765,verschieden::A,төрле,æндæр æмæ æндæр
766,verschieden::A,төрле,алы
767,verschieden::A,төрле,алыхуызон
768,nah::A,якын,хӕстӕг
769,fern::A,ерак,дард
770,fern::A,ерак,дӕрддаг
771,linker::A,сул,галиу
772,rechter::A,уң,рахиз
773,anderer::A,бүтән,иннӕ
774,anderer::A,бүтән,ӕндӕр
775,erster::A,беренче,фыццаг
776,erster::A,беренче,фыццӕгӕм
777,zweiter::A,икенче,дыккаг
778,zweiter::A,икенче,дыккæгæм
779,dritter::A,өченче,æртыккаг
780,dritter::A,өченче,æртыккæгæм
781,letzter::A,ахыргы,фӕстаг
782,allein::ADV,ялгыз,иунæг
783,auf einmal::ADV,бердән,уайтагъд
784,auf einmal::ADV,бердән,æвиппайды
785,auf einmal::ADV,бердән,æваст
786,zusammen::ADV,бергә,иумӕ
787,lange::ADV,озак,бирæ рæстæг
788,plötzlich::ADV,искәрмәстән,æвиппайды
789,plötzlich::ADV,искәрмәстән,æваст
790,sofort::ADV,хәзер,уыцы сахат
791,sofort::ADV,хәзер,уайтагъд
792,später::ADV,соңрак,фæстæдæр
793,jetzt::ADV,хәзер,ныр
794,heute::ADV,бүген,абон
795,morgen::ADV,иртәгә,райсом
796,bald::ADV,тиздән,тагъд
797,bald::ADV,тиздән,рæхджы
798,dann::ADV,аннары,стæй
799,gestern::ADV,кичә,знон
800,einst::ADV,берчак,кӕддӕр
801,damals::ADV,ул вакытта,уæд
802,damals::ADV,ул чакта,уæд
803,danach::ADV,да,стæй
804,danach::ADV,да,уый фæстæ
805,vorher::ADV,элек,раздæр
806,zuerst::ADV,башта,фыццаг
807,einmal::ADV,бер,иу хатт
808,einmal::ADV,бер мәртәбә,иу хатт
809,manchmal::ADV,кайчакта,хатт
810,oft::ADV,еш,арæх
811,immer::ADV,һәркайчан,ӕдзух
812,niemals::ADV,hичбер вакыт,никуы
813,niemals::ADV,hичбер вакыт,никæд
814,hier::ADV,монда,ам
815,hier::ADV,биредә,ам
816,hierhin::ADV,монда,ардӕм
817,von hier::ADV,моннан,ардыгæй
818,dort::ADV,анда,уым
819,dorthin::ADV,тегеләй,уырдӕм
820,geradeaus::ADV,турыдан-туры,æргом
821,vorwärts::ADV,алга,размӕ
822,rückwärts::ADV,кире,фӕстӕмӕ
823,zurück::ADV,кире,фӕстӕмӕ
824,unten::ADV,түбәндә,дæлæ
825,unten::ADV,түбәндә,дæлейы
826,unten::ADV,түбәндә,бынæй
827,hinab::ADV,аска,дӕлӕмӕ
828,hinab::ADV,аска,уырдыгмӕ
829,oben::ADV,өстә,уӕле
830,oben::ADV,югарыда,уӕле
831,hinauf::ADV,өскә,уӕлӕмӕ
832,überall::ADV,hәркайда,алыран
833,überall::ADV,hәркайда,алкæм
834,überall::ADV,hәркайда,кæмдæриддæр
835,nicht::ADV,түгел,нӕ
836,ein wenig::ADV,бераз,чысыл
837,kaum::ADV,көчкә,цъус
838,sehr::ADV,бик,тынг
839,sehr::ADV,бик,иттӕг
840,so::ADV,алай,афтӕ
841,noch::ADV,янә,ма
842,noch::ADV,тагын,ма
843,nur::ADV,фәкать,канд
844,nur::ADV,фәкать,ӕрмӕст
845,schon::ADV,инде,нырид
846,wieder::ADV,янә,ногӕй
847,wieder::ADV,тагын,ногӕй
848,vergebens::ADV,юкка,дзæгъæлы
849,vergebens::ADV,юкка,уæгъды
850,vergebens::ADV,юкка,æнæхъуаджы
851,vor::PRP,алдыннан,разы
852,hinter::PRP,арттан,фӕстӕ
853,unter::PRP,астында,бын
854,durch::PRP,аша,æхсæнты
855,neben::PRP,тирәсендә,цур
856,zwischen::PRP,арасында,астӕу
857,wegen::PRP,сәбәпле,тыххай
858,dies::PRN,бу,ай
859,das::PRN,ул,уый
860,alles::PRN,һәммә,алцы
861,alles::PRN,һәммә,æппæтдæр
862,alles::PRN,һәммә,иууылдӕр
863,ich::PRN,мин,æз
864,du::PRN,син,ды
865,er::PRN,ул,уый
866,wir::PRN,без,мах
867,ihr::PRN,сез,сымах
868,sie::PRN,ул,уыдон
869,was::FPRN,ни,цы
870,was::FPRN,нәрсә,цы
871,wer::FPRN,кем,чи
872,wo::FADV,кайда,кӕм
873,wohin::FADV,кая,кӕдӕм
874,wie::FADV,ничек,куыд
875,warum::FADV,нигә,цӕмӕн
876,wieviel::FNUM,ничә,цал
877,eins::NUM,бер,иу
878,zwei::NUM,ике,дыууӕ
879,drei::NUM,өч,ӕртӕ
880,vier::NUM,дүрт,цыппар
881,fünf::NUM,биш,фондз
882,sechs::NUM,алты,ӕхсӕз
883,sieben::NUM,җиде,авд
884,acht::NUM,сигез,аст
885,neun::NUM,тугыз,фараст
886,zehn::NUM,ун,дӕс
887,elf::NUM,унбер,иуæндæс
888,zwölf::NUM,унике,дыууадæс
889,zwanzig::NUM,егерме,дыууын
890,dreißig::NUM,утыз,æртын
891,dreißig::NUM,утыз,дæсæмæссæдз
892,vierzig::NUM,кырык,цыппор
893,vierzig::NUM,кырык,цыппур
894,vierzig::NUM,кырык,дыууиссæдзы
895,fünfzig::NUM,илле,фӕндзай
896,sechzig::NUM,алтмыш,æхсай
897,sechzig::NUM,алтмыш,æртиссæдзы
898,siebzig::NUM,җитмеш,æвдай
899,siebzig::NUM,җитмеш,дæс æмæ æртиссæдзы
900,achtzig::NUM,сиксән,цыппарыссæдзы
901,achtzig::NUM,сиксән,æстай
902,neunzig::NUM,туксан,нæуæдз
903,neunzig::NUM,туксан,дæс æмæ цыппарыссæдзы
904,hundert::NUM,йөз,сӕдӕ
905,tausend::NUM,мең,мин
906,und::CNJ,вә,ӕмӕ
907,oder::CNJ,яки,кӕнӕ
908,oder::CNJ,яисә,кӕнӕ
909,stehen::V,тору,лӕууын
910,sitzen::V,утыру,бадын
911,liegen::V,яту,хуыссын
912,hängen::V,эленү,ауыгъд уын
913,werden::V,булу,суӕвын
914,passieren::V,булу,æрцæуын
915,beginnen::V,башлану,райдайын
916,enden::V,бетү,фæуын
917,wechseln::V,үзгәртү,ивын
918,aufgehen[Sonne]::V,чыгу,скæсын
919,untergehen[Sonne]::V,бату, аныгуылын
920,scheinen[Sonne]::V,яктырту,рухс кӕнын
921,donnern::V,күкрәү,нæрын
922,wehen::V,исү,дымын
923,strömen::V,агу,кӕлын
924,fließen::V,агу,цæуын
925,fließen::V,агу,уайын
926,fließen::V,агу,кæлын
927,sich drehen::V,бөтерелү,зилын
928,schwanken::V,икеләнү,æнкъуысын
929,schwingen::V,тирбәлү,æнкъуысын
930,schwingen::V,тирбәлү,змæлын
931,fallen::V,егылу,хауын
932,brennen::V,яну,судзын
933,rauchen::V,төтәү,фæздæг кæнын
934,rauchen::V,төтенләү,фæздæг кæнын
935,regnen::V,яву,уарын
936,gefrieren::V,кату,сӕлын
937,tauen::V,эрү,стайын
938,tauen::V,эретү,стайын
939,schmelzen::V,эрү,тайын
940,schmelzen::V,эретү,тайын
941,trocknen::V,кибү,хус кæнын
942,sieden::V,ургылу,фыцын
943,faulen::V,черү,ӕмбийын
944,verfaulen::V,черү,бамбийын
945,reißen::V,өзелү,скъуийын
946,versinken::V,бату,дӕлдон_кӕнын
947,vergehen::V,авышу,аивгъуийын
948,erscheinen::V,пәйда булу,разынын
949,verschwinden::V,югалу,фæтары уын
950,verschwinden::V,югалу,фæдæлдзæх уын
951,verschwinden::V,югалу,фесæфын
952,verschwinden::V,югалу,æрбайсæфын
953,verschwinden::V,юк булу,фæтары уын
954,verschwinden::V,юк булу,фæдæлдзæх уын
955,verschwinden::V,юк булу,фесæфын
956,verschwinden::V,юк булу,æрбайсæфын
957,sinken::V,кимү,дæлæмæ æрхауын
958,sinken::V,кайту,дæлæмæ æрхауын
959,abnehmen::V,азаю,фæкъаддæр уын
960,abnehmen::V,азаю,фæцух уын
961,zunehmen::V,арту,фæфылдæр уын
962,zunehmen::V,арту,сбирæ уын
963,zunehmen::V,арту,сахадын
964,zunehmen::V,күбәю,фæфылдæр уын
965,zunehmen::V,күбәю,сбирæ уын
966,zunehmen::V,күбәю,сахадын
967,zunehmen::V,ишәю,фæфылдæр уын
968,zunehmen::V,ишәю,сбирæ уын
969,zunehmen::V,ишәю,сахадын
970,steigen::V,үсү,сыстын
971,wachsen::V,үсү,рӕзын
972,glänzen::V,ялкылдау,ӕрттивын
973,funkeln::V,ялтырау,тыбар-тыбур_кӕнын
974,lärmen::V,шаулау,хъæлæба кæнын
975,läuten::V,шалтырату,цæгъдын
976,klingeln::V,шалтырату,цæгъдын
977,klirren::V,чылтырау,дзыгъал-мыгъул кæнын
978,klirren::V,чылтырау,дзæгъ-дзæгъ кæнын
979,brausen::V,давыллау,абухын
980,brausen::V,дулау,абухын
981,rauschen::V,кыштырдау,
982,klingen::V,ишетелү,зæлын
983,klingen::V,ишетелү,азæлын
984,klingen::V,ишетелү,хъуысын
985,bellen::V,өрү,рæйын
986,heulen::V,улау,ниуын
987,blasen::V,өрү,фу кӕнын
988,pfeifen::V,сызгырту,æхситт кæнын
989,pfeifen::V,сызгырту,къуыззитт кæнын
990,schreien::V,кычкыру,хъӕр кӕнын
991,stöhnen::V,ыңгырашу,хъæрзын
992,stöhnen::V,ыңгырашу,дзыназын
993,zittern::V,калтырау,ризын
994,zittern::V,калтырану,ризын
995,leben::V,яшәү,цӕрын
996,leben::V,гомер итү,цӕрын
997,geboren werden::V,туу,райгуырын
998,atmen::V,сулау,улӕфын
999,trinken::V,эчү,нуазын
1000,essen::V,ашау,хӕрын
1001,schlucken::V,йоту,ныхъуырын
1002,müde werden::V,ялыгу,бафæллайын
1003,müde werden::V,ялыгу,бафæлмæцын
1004,müde werden::V,ялыгу,сфæлмæцын
1005,müde werden::V,йөгенү,бафæллайын
1006,müde werden::V,йөгенү,бафæлмæцын
1007,müde werden::V,йөгенү,сфæлмæцын
1008,einschlafen::V,йокыга китү,бафынæй уын
1009,schlafen::V,йоклау,хуыссын
1010,schlafen::V,йоклау,фынӕй кӕнын
1011,aufwachen::V,уяну,райхъал уын
1012,aufstehen::V,тору,стын
1013,sich erholen::V,ял алу,фæллад уадзын
1014,sich erholen::V,ял алу,улæфын
1015,sich erholen::V,истирахәт итү,фæллад уадзын
1016,sich erholen::V,истирахәт итү,улæфын
1017,krank werden::V,чирләү,фӕрынчын уын
1018,krank sein::V,чирләү,сӕйын
1019,schmerzen::V,авырту,риссын
1020,husten::V,ютәлләү,хуыфын
1021,genesen::V,савыгу,сдзæбæх уын
1022,genesen::V,савыгу,рандидзын
1023,genesen::V,савыгу,сæндидзын
1024,genesen::V,сәламәтләнү,сдзæбæх уын
1025,genesen::V,сәламәтләнү,рандидзын
1026,genesen::V,сәламәтләнү,сæндидзын
1027,sterben::V,үлү,мӕлын
1028,sterben::V,дөнья кую,мӕлын
1029,sterben::V,вафат булу,мӕлын
1030,umkommen::V,үлү,фесæфын
1031,umkommen::V,үлү,байсæфын
1032,umkommen::V,үлү,бабын уын
1033,umkommen::V,үлү,мард фæуын
1034,sich bewegen::V,йөрү,тæлфын
1035,sich bewegen::V,йөрү,цæуын
1036,sich rühren::V,кыймылдау,змӕлын
1037,sich erheben::V,басу,стын
1038,sich setzen::V,утыру,сбадын
1039,hinfallen::V,егылу,ӕрхауын
1040,laufen::V,җәяүләү,цӕуын
1041,laufen::V,җәяүләү,рацу-бацу_кӕнын
1042,schreiten::V,атлау,къахдзæф кæнын
1043,schreiten::V,атлау,санчъех кæнын
1044,schreiten::V,атлау,цæуын
1045,spazierengehen::V,йөрү,озер кæнын
1046,spazierengehen::V,йөрү,тезгъо кæнын
1047,spazierengehen::V,йөргенү,озер кæнын
1048,spazierengehen::V,йөргенү,тезгъо кæнын
1049,eilen::V,ашыгу,тагъд кæнын
1050,eilen::V,ашыгу,тындзын
1051,sich beeilen::V,ашыгу,тагъд кæнын
1052,sich beeilen::V,ашыгу,тындзын
1053,sich beeilen::V,кызулау,тагъд кæнын
1054,sich beeilen::V,кызулау,тындзын
1055,sausen::V,җилдерү,уайын
1056,sausen::V,җилдерү,тæхын
1057,rennen::V,йөгерү,згъорын
1058,springen::V,сикерү,гæпп кæнын
1059,springen::V,сикерү,сæррæтт кæнын
1060,springen::V,сикерү,лиуырын
1061,klettern::V,үрмәләү,хилын
1062,schaukeln::V,атыну,хецъро кæнын
1063,schaukeln::V,атыну,херыйыл бадын
1064,kriechen::V,шуышу,бырын
1065,kriechen::V,үрмәләү,бырын
1066,schwimmen::V,йөзү,ленк кӕнын
1067,tauchen::V,чуму,ныгъуылын
1068,rudern::V,ишү,бæлæгъ тæрын
1069,rudern::V,ишү,чема тæрын
1070,fahren::V,бару,цӕуын
1071,fliegen::V,очу,тӕхын
1072,gehen::V,йөрү,цӕуын
1073,weggehen::V,китү,ацӕуын
1074,abfahren::V,кузгалу,араст уын
1075,anhalten::V,тукталу,æрлæууын
1076,hineingehen::V,инү,мидæмæ цæуын
1077,eintreten::V,инү,бацӕуын
1078,kommen::V,килү,æрцæуын
1079,ankommen::V,бару,æрцæуын
1080,zurückkommen::V,кире кайту,раздæхын
1081,zurückkommen::V,кире кайту,фæстæмæ_раздæхын
1082,zurückkommen::V,кире кайту,æрбаздæхын
1083,zurückkommen::V,кире кайту,аздæхын
1084,bleiben::V,калу,лӕууын
1085,warten::V,көтү,ӕнхъӕлмӕ кӕсын
1086,erwarten::V,көтү,ӕнхъӕлмӕ кӕсын
1087,suchen::V,эзләү,агурын
1088,finden::V,табу,ссарын
1089,versuchen::V,маташу,фӕлварын
1090,vorbereiten::V,хәзерләү,бацаттæ кæнын
1091,vorbereiten::V,хәзерләү,æрæввонг кæнын
1092,lieben::V,сөю,уарзын
1093,lieben::V,ярату,уарзын
1094,mögen::V,өнәү,зæрдæмæ цæуын
1095,lachen::V,көлү,худын
1096,rühren::V,дулкынландыру,зæрдæ суынгæг кæнын
1097,weinen::V,елау,кӕуын
1098,schimpfen::V,сүгү,æлгъитын
1099,schimpfen::V,сүгенү,æлгъитын
1100,sich ärgern::V,ачулану,мæсты кæнын
1101,sich fürchten::V,курку,тæрсын
1102,fürchten::V,калтырау,тæрсын
1103,fürchten::V,калтырану,тæрсын
1104,fliehen::V,арка бирү,лидзын
1105,flüchten::V,качу,алидзын
1106,sehen::V,күрү,уынын
1107,anschauen::V,карау,акӕсын
1108,ansehen::V,карау,кӕсын
1109,ansehen::V,күзәтү,кӕсын
1110,hören::V,ишетү,хъусын
1111,zuhören::V,тыңлау,хъусын
1112,probieren::V,тату,уынын
1113,probieren::V,тату,аходын
1114,riechen::V,иснәү,смудын
1115,fühlen::V,тою,ӕнкъарын
1116,fühlen::V,сизү,ӕнкъарын
1117,scheinen::V,күренү,зынын
1118,zu sehen sein::V,күренү,зынын
1119,vernehmen::V,ишетү,фехъусын
1120,frieren::V,өшү,сийын
1121,frieren::V,күшегү,сийын
1122,tun::V,итү,кӕнын
1123,können::V,алу,фӕразын
1124,wollen::V,теләү,фӕндын
1125,anfangen::V,керешү,райдайын
1126,beenden::V,бетерү,фӕуын
1127,beenden::V,тәмамлау,фӕуын
1128,aufhören::V,бетү,банцайын
1129,aufhören::V,бетү,фенцайын
1130,gelingen::V,уңу,бантысын
1131,geraten::V,сабышу,разынын
1132,öffnen::V,ачу,гом кӕнын
1133,schließen::V,ябу,ӕхгӕнын
1134,stellen::V,кую,ӕвӕрын
1135,setzen::V,утырту,сбадын кӕнын
1136,legen::V,яткыру,ӕрӕвӕрын
1137,berühren::V,тию,агайын
1138,verbinden::V,ялгау,бӕттын
1139,bedecken::V,өрту,ӕмбӕрзын
1140,bedecken::V,каплау,ӕмбӕрзын
1141,bedecken::V,томалау,ӕмбӕрзын
1142,aufhängen::V,асу,ауындзын
1143,anzünden::V,кабызу,ссудзын
1144,aufheben::V,күтәрү,сисын
1145,zurücklassen::V,калдыру,ныууадзын
1146,verlieren::V,югалту,фесафын
1147,fallen lassen::V,төшерү,ӕрӕппарын
1148,fallen lassen::V,төшерү,къухтӕй феуӕгъд кӕнын
1149,machen::V,ясау,саразын
1150,machen::V,эшләү,саразын
1151,herstellen::V,ясау,сцæттæ кæнын
1152,herstellen::V,ясау,саразын
1153,bauen::V,кору,амайын
1154,reparieren::V,төзәтү,æмпъузын
1155,reparieren::V,төзәтү,цалцæг кæнын
1156,verbessern::V,яхшырту,фæхуыздæр кæнын
1157,ändern::V,үзгәртү,аивын
1158,graben::V,казу,къахын
1159,beugen::V,ию,æркъæдз кæнын
1160,beugen::V,ию,æртасын кæнын
1161,biegen::V,бөгү,тасын кӕнын
1162,drehen::V,бору,здухын
1163,drehen::V,бөтерү,здухын
1164,wenden::V,бору,афæлдахын
1165,wenden::V,бору,рафæлдахын
1166,umdrehen::V,түнтәрү,афæлдахын
1167,heben::V,күтәрү,сдарын
1168,heben::V,күтәрү,схæцын
1169,hochheben::V,күтәрү,уæлæмæ хæцын
1170,ergreifen::V,эләктерү,фӕлӕбурын
1171,halten::V,тоту,дарын
1172,drücken::V,кысу,æлхъивын
1173,drücken::V,кысу,хæцын
1174,schieben::V,кузгату,схойын
1175,kratzen::V,тырнау,хафын
1176,lecken::V,ялау,сдæрын
1177,beißen::V,тешләү,хæцын
1178,abreißen::V,өзү,ратонын
1179,abschneiden::V,кыю,ралыг кӕнын
1180,abschneiden::V,кисү,ралыг кӕнын
1181,binden::V,бәйләү,бабӕттын
1182,stecken::V,төртү,ныссадзын
1183,stecken::V,тыгу,ныссадзын
1184,brechen::V,сындыру,асæттын
1185,brechen::V,сындыру,басæттын
1186,brechen::V,сындыру,ныссæттын
1187,klopfen::V,шаку,хойын
1188,klopfen::V,шаку,гуыпп-гуыпп кæнын
1189,klopfen::V,шаку,къуырцц-къуырцц кæнын
1190,klopfen::V,шакылдау,хойын
1191,klopfen::V,шакылдау,гуыпп-гуыпп кæнын
1192,klopfen::V,шакылдау,къуырцц-къуырцц кæнын
1193,hauen::V,кыйнау,цӕвын
1194,hauen::V,кыйнау,нӕмын
1195,kleben::V,ябыштыру,ныхасын
1196,kleben::V,ябыштыру,æндадзын
1197,reiben::V,ышку,сӕрфын
1198,reiben::V,ышку,хафын
1199,streichen::V,ягу,байсæрдын
1200,streichen::V,ягу,сахорын
1201,schleifen::V,кайрау,ссын
1202,schleifen::V,кайрау,цыргъ кӕнын
1203,schneiden::V,кисү,кӕрдын
1204,rütteln::V,селкетү,æнкъусын
1205,schütteln::V,селкетү,уигъын
1206,schwenken::V,болгау,тилын
1207,schwenken::V,болгау,уигъын
1208,schütten::V,кою,ныккӕнын
1209,füllen::V,тутыру,байдзаг кæнын
1210,einwickeln::V,төрү,батухын
1211,tragen::V,ташу,хӕссын
1212,schleppen::V,сөйрәү,ласын
1213,schleppen::V,өстерәү,ласын
1214,ziehen::V,тарту,ласын
1215,aufbewahren::V,саклау,æвæрын
1216,werfen::V,ыргыту,зыввытт кӕнын
1217,fangen::V,тоту,ӕрцахсын
1218,packen::V,эләктерү,рацахсын
1219,verstecken::V,яшерү,æмбæхсын
1220,verstecken::V,яшерү,нымæхсын
1221,teilen::V,бүлү,уарын
1222,schicken::V,җибәрү,ӕрвитын
1223,bringen::V,китерү,æрхæссын
1224,bringen::V,китерү,æрбахæссын
1225,hinzufügen::V,өстәү,ӕфтауын
1226,bekommen::V,алу,ссарын
1227,bekommen::V,алу,сфæрæз кæнын
1228,bekommen::V,алу,самал кæнын
1229,erhalten::V,алу,райсын
1230,nehmen::V,алу,райсын
1231,wählen::V,сайлау,равзарын
1232,auswählen::V,сайлау,авзарын
1233,bewahren::V,саклау,бавæрын
1234,bewahren::V,саклау,нывæрын
1235,behindern::V,комачаулау,цæлхдур æвæрын
1236,behindern::V,комачаулау,ныхдур æвæрын
1237,behindern::V,комачаулау,къуылымпы кæнын
1238,behindern::V,комачаулау,хъыг дарын
1239,verderben::V,бозу,фесафын
1240,beschädigen::V,бозу,халын
1241,zerbrechen::V,вату,асӕттын
1242,zerreißen::V,өзү,аскъуынын
1243,zerreißen::V,ерту,аскъуынын
1244,zerstören::V,җимерү,фехалын
1245,verbrennen::V,яндыру,басудзын
1246,verbrennen::V,көйдерү,басудзын
1247,geben::V,бирү,дӕттын
1248,reichen::V,тапшыру,адæттын
1249,schenken::V,бүләкләү,лæвар кæнын
1250,versprechen::V,вәгъдә бирү,дзырд раттын
1251,versprechen::V,вәгъдә бирү,зӕрдӕ бавӕрын
1252,wünschen::V,котлау,зæрдæ зæгъы
1253,loben::V,мактау,раппӕлын
1254,küssen::V,үбү,пъа кæнын
1255,küssen::V,үбү,ба кæнын
1256,wiegen::V,тирбәтү,узын
1257,zudecken::V,ябу,бамбӕрзын
1258,zudecken::V,бөркәү,бамбӕрзын
1259,wecken::V,уяту,райхъал кӕнын
1260,zeigen::V,күрсәтү,амонын
1261,führen::V,йөртү,кӕнын
1262,führen::V,йөртү,фæкæнын
1263,lehren::V,өйрәтү,ахуыр кæнын
1264,unterrichten::V,укыту,ахуыр кæнын
1265,aufziehen::V,асрау,хъомыл кӕнын
1266,leiten::V,җитәкләү,разамынд дӕттын
1267,antreiben::V,куалау,тагъд кæнын
1268,antreiben::V,куалау,рог кæнын
1269,antreiben::V,әйдәләү,тагъд кæнын
1270,antreiben::V,әйдәләү,рог кæнын
1271,antreiben::V,ашыктыру,тагъд кæнын
1272,antreiben::V,ашыктыру,рог кæнын
1273,lassen::V,мәҗбүр итү,кæнын
1274,einladen::V,чакыру,ӕрхонын
1275,einladen::V,чакыру,ӕрбахонын
1276,vereinigen::V,берләштерү,баиу кӕнын
1277,besuchen::V,керешү,абæрæг кæнын
1278,besuchen::V,керешү,бабæрæг кæнын
1279,besuchen::V,керешү,бауайын
1280,treffen::V,очрату,фембæлын
1281,sich versammeln::V,җыелышу,æрæмбырд уын
1282,spielen::V,уйнау,хъазын
1283,singen::V,җырлау,зарын
1284,tanzen::V,бию,кафын
1285,sich trennen::V,аерылу,фæйнæрдæм фæцæуын айхæлын
1286,sich trennen::V,ташлашу,фæйнæрдæм фæцæуын айхæлын
1287,verlassen::V,ташлау,ныууадзын
1288,verlassen::V,калдыру,ныууадзын
1289,retten::V,коткару,фервӕзын кӕнын
1290,bewachen::V,каравыллау,хъахъхъӕнын
1291,schützen::V,ышыклау,хъахъхъӕнын
1292,verteidigen::V,яклау,бахизын
1293,verteidigen::V,саклау,бахизын
1294,sich schlagen::V,сугышу,хыл кæнын
1295,schießen::V,ату,ӕхсын
1296,siegen::V,җиңү,басӕттын
1297,siegen::V,җиңү,фӕуӕлахиз уӕвын
1298,ärgern::V,ачуландыру,мӕсты кӕнын
1299,schlagen::V,ору,ныццæвын
1300,schlagen::V,бәрү,ныццæвын
1301,schlagen::V,тукмау,ныццæвын
1302,treten::V,тибү,
1303,stechen::V,кадау,фæрæхойын
1304,stoßen::V,этү,риуыгъын
1305,stehlen::V,урлау,давын
1306,stören::V,комачаулау,хъыгдарын
1307,belästigen::V,борчу,хъыгдарын
1308,belästigen::V,билмазалау,хъыгдарын
1309,verbergen::V,яшерү,бамбӕхсын
1310,verbergen::V,яшерү,басусӕг кӕнын
1311,täuschen::V,алдату,фӕливын
1312,täuschen::V,алдату,асайын
1313,betrügen::V,хәрәмләшү,асайын
1314,töten::V,үтерү,амарын
1315,wohnen::V,яшәү,цӕрын
1316,arbeiten::V,эшләү,кусын
1317,sammeln::V,туплау,æртонын
1318,pflücken::V,өзү,тонын
1319,jagen::V,аулау,цуан кæнын
1320,fischen::V,балык тоту,кæсаг ахсын æнгуырæй
1321,fischen::V,балык тоту,æнгуыр дарын
1322,fassen::V,тоту,ӕрцахсын
1323,hüten::V,көтү,хизын
1324,treiben::V,куалау,скъӕрын
1325,anbinden::V,бәйләү,бабæттын
1326,anbinden::V,бәйләү,æрбæттын
1327,füttern::V,туйдыру,холлаг дæттын
1328,füttern::V,туйдыру,холлаг æвæрын
1329,füttern::V,туйдыру,дарын
1330,melken::V,саву,дуцын
1331,hacken::V,чабу,кæрдын
1332,hacken::V,чабу,лыгтæ кæнын
1333,gießen::V,сугару,бакалын
1334,reifen::V,җитешү,срæгъæд уын
1335,reifen::V,җитешү,сцæттæ уын
1336,zubereiten::V,пешеренү,сцӕттӕ кӕнын
1337,kochen::V,пешерү,фыцын
1338,kochen::V,кайнату,фыцын
1339,backen::V,пешерү,фыцын
1340,braten::V,куыру,цурын
1341,braten::V,кыздыру,цурын
1342,umrühren::V,бутау,ахæццæ кæнын
1343,umrühren::V,бутау,азмæнтын
1344,umrühren::V,бутау,астауын
1345,umrühren::V,болгату,ахæццæ кæнын
1346,umrühren::V,болгату,азмæнтын
1347,umrühren::V,болгату,астауын
1348,stricken::V,бәйләү,кæнын
1349,stricken::V,бәйләү,бийын
1350,nähen::V,тегү,хуыйын
1351,färben::V,ману,ахорын
1352,reinigen::V,чистарту,ссыгъдæг кæнын
1353,reinigen::V,чистарту,ныссыгъдæг кæнын
1354,reinigen::V,чистарту,ныссæрфын
1355,waschen::V,юу,ӕхсын
1356,abwischen::V,сөртү,сӕрфын
1357,spülen::V,чайкау,æнхъæвзын
1358,fegen::V,себерү,мӕрзын
1359,kehren::V,себерү,мӕрзын
1360,baden::V,коену,хи найын
1361,sich waschen::V,юыну,хи æхсын
1362,ausziehen::V,чишенү,ласын
1363,anziehen::V,кию,скæнын
1364,sich anziehen::V,киенү,дзаума скæнын
1365,sich anziehen::V,киенү,дарæс скæнын
1366,kämmen::V,тарау,ныффасын
1367,kämmen::V,тарау,æрфасын
1368,schmücken::V,бизәү,фӕлындын
1369,schmücken::V,бизәкләү,фӕлындын
1370,sagen::V,дию,зæгъын
1371,sagen::V,әйтү,зæгъын
1372,sprechen::V,сөйләү,дзурын
1373,sprechen::V,сөйләшү,дзурын
1374,reden::V,сөйләү,ныхас кӕнын
1375,sich unterhalten::V,сөйләшү,ныхас кæнын
1376,fragen::V,сорау,фӕрсын
1377,fragen::V,сорашу,фӕрсын
1378,bitten::V,үтенү,курын
1379,erzählen::V,сөйләү,радзурын
1380,erzählen::V,сөйләү,ратаурæгъ кæнын
1381,mitteilen::V,белдерү,фехъусын кæнын
1382,nennen::V,дию,хонын
1383,rufen::V,дәшү,сидын
1384,prahlen::V,мактану,ӕппӕлын
1385,prahlen::V,шапырыну,ӕппӕлын
1386,übersetzen::V,күчерү,ратæлмац кæнын
1387,denken::V,уйлау,ӕнхъӕлын
1388,denken::V,уйлау,хъуыды кӕнын
1389,glauben::V,инану,уырнын
1390,bemerken::V,искәрү,фенын
1391,erkennen::V,тану,базонын
1392,begreifen::V,аңлау,ӕмбарын
1393,begreifen::V,аңлау,бамбарын
1394,begreifen::V,төшенү,ӕмбарын
1395,begreifen::V,төшенү,бамбарын
1396,verstehen::V,аңлау,
1397,verstehen::V,төшенү,
1398,lernen::V,уку,ахуыр кӕнын
1399,lernen::V,өйрәнү,ахуыр кӕнын
1400,wissen::V,белү,зонын
1401,sich erinnern an::V,хәтерләү,зæрдыл æрлæууын
1402,sich erinnern an::V,хәтерләү,æрымысын
1403,sich erinnern an::V,хәтерләү,æрбаймысын
1404,sich erinnern an::V,хәтерләү,æрхъуыды кæнын
1405,vergessen::V,оныту,ферох кæнын
