,Concept_ID,ta,cv
625,gelb::A,மஞ்சள் வண்ணம்,сарӑ
626,blau::A,நீல வண்ண,кӑвак
627,grün::A,பச்சை வண்ண,симӗс
628,grün::A,பச்சை வண்ண,пиҫмен
629,grün::A,பச்சை வண்ண,ӑс пухман
630,grau::A,சாம்பல் நிற,кӑвак
631,bunt::A,வண்ண மயமான,чӑпар
632,billig::A,மலிவான,йӳнӗ
633,teuer::A,விலை அதிகமான,хаклӑ
634,wertvoll::A,மதிப்புள்ள,паха
635,blind::A,பார்வையற்ற,суккӑр
636,taub::A,செவிடான,хӑлхасӑр
637,kräftig::A,வலிமையான,хӑватлӑ
638,stark::A,பலமான,вирлӗ
639,schwach::A,பலவீனமான,халсӑр
640,fett::A,பருமனாக,самӑр
641,fett::A,பருமனாக,мӑнтӑр
642,schlank::A,ஒல்லியான,йӑрӑс
643,schlank::A,ஒல்லியான,яштака
644,hübsch::A,அழகிய,хитре
645,böse::A,கேடு விளைவிக்கும்,усал
646,dumm::A,முட்டாள்தனமான,ухмах
647,faul::A,சோம்பலான,наян
648,faul::A,சோம்பலான,юлхав
649,faul::A,சோம்பலான,ӳркенчӗк
650,fleißig::A,ஊக்கந்தளராத,хастар
651,geizig::A,கஞேசத்தனமான,хытӑ
652,klug::A,சாதுரியமான,ӑслӑ
653,geschickt::A,திறமையள்ள,ӑста
654,lieb::A,அன்புக்குரிய,савнӑ
655,lustig::A,களிப்புமிக்க,хаваслӑ
656,sanft::A,சாதுவான,ачаш
657,hungrig::A,பசியுடன்,выҫӑ
658,krank::A,நோயுற்று,чирлӗ
659,nackt::A,ஆடையற்ற,ҫара
660,traurig::A,சோகமான,салхуллӑ
661,lebendig::A,பிழைப்பு,чӗрӗ
662,gut::A,நல்ல,аван
663,gut::A,நல்ல,лайӑх
664,schlecht::A,கெட்ட,япӑх
665,schlecht::A,கெட்ட,начар
666,richtig::A,சரியான,тӗрӗс
667,schlimm::A,அருவருப்பான,йӗрӗнчӗк
668,wahr::A,உண்மையான,чӑн
669,alt::A,பழைய,кивӗ
670,neu::A,புதிய,ҫӗнӗ
671,ehemalig::A,முன்நாள்,пулнӑ
672,alt[Lebewesen]::A,வயதான,ватӑ
673,jung::A,இளமையான,яш
674,jung::A,இளமையான,ҫамрӑк
675,arm::A,ஏழ்மையான,чухӑн
676,reich::A,செல்வம் படைத்த,пуян
677,bekannt::A,பழக்கப்பட்ட,пӗлӗш
678,berühmt::A,புகழ்பெற்ற,чаплӑ
679,fremd::A,அயல் நாட்டு,ют
680,verschieden::A,வித்தியாசமான,расна
681,nah::A,பக்கத்தில் உள்ள,ҫывӑх
682,nah::A,பக்கத்தில் உள்ள,ҫывӑхри
683,fern::A,தொலை தூரத்தில்,инҫе
684,fern::A,தொலை தூரத்தில்,аякри
685,linker::A,மீந்திருக்கும்,сулахай
686,rechter::A,வலதுபக்கம்,сылтӑм
687,anderer::A,மற்ற,урӑх
688,erster::A,முதனமையான,пӗрремӗш
689,zweiter::A,இரண்டாவது,иккӗмӗш
690,dritter::A,மூன்றாவது,виҫҫӗмӗш
691,letzter::A,கடைசி,юлашки
692,allein::ADV,தனியாக,пӗччен
693,auf einmal::ADV,தடீரென்று,кӗмӗрккен
694,zusammen::ADV,சேர்ந்து,пӗрле
695,lange::ADV,அதிக நோம்,вӑрах
696,plötzlich::ADV,தடீரென்று,сасартӑк
697,sofort::ADV,உடனடியாக,тӳрех
698,später::ADV,பிறகு,кайран
699,jetzt::ADV,இப்பொழது,халь
700,jetzt::ADV,இப்பொழது,халӗ
701,heute::ADV,இன்று,паян
702,morgen::ADV,நாளைக்கு,ыран
703,bald::ADV,சீக்கிரம்,халех
704,bald::ADV,சீக்கிரம்,кӗҫех
705,dann::ADV,அப்பொழுது,унтан
706,gestern::ADV,நேற்று,ӗнер
707,einst::ADV,ஒரே முறை,пӗррехинче
708,damals::ADV,அப்பொழுது,ун чухне
709,damals::ADV,அப்பொழுது,апла пулсан
710,danach::ADV,பிற்பாடு,унтан
711,vorher::ADV,முன்பாக,малтан
712,zuerst::ADV,முதலில்,пирвай
713,einmal::ADV,ஒரே முறை,пӗррехинче
714,manchmal::ADV,சில நேரங்களில்,хӑш чухне
715,oft::ADV,அடிக்கடி,тӑтӑш
716,immer::ADV,எப்பொழுதும்,ялан
717,niemals::ADV,ஒருபோதும் இல்லை,нихӑҫан та
718,hier::ADV,இங்கே,кунта
719,hierhin::ADV,இவ்விடத்திற்கு,кунта
720,von hier::ADV,இனி,кунтан
721,dort::ADV,அங்கே,унта
722,dort::ADV,அங்கே,ҫавӑнта
723,dorthin::ADV,அவ்விடத்திற்கு,унта
724,dorthin::ADV,அவ்விடத்திற்கு,ҫавӑнта
725,geradeaus::ADV,முன்னாலிருக்கும்,тикӗс
726,vorwärts::ADV,முன்புறமாக,малалла
727,rückwärts::ADV,பின்னோக்கி,хыҫала
728,zurück::ADV,பின்பக்கம்,каялла
729,unten::ADV,கீழாக,аялта
730,hinab::ADV,கீழ் நோக்கி,аялта
731,oben::ADV,மேலே,ҫӳлте
732,hinauf::ADV,மேலே,ҫӳле
733,überall::ADV,எல்லா இடத்திலும்,таҫта та
734,überall::ADV,எல்லா இடத்திலும்,пур ҫӗрте те
735,überall::ADV,எல்லா இடத்திலும்,кирек ӑҫта та
736,nicht::ADV,இல்லை,мар
737,ein wenig::ADV,கொஞ்சம்,пӑртак
738,kaum::ADV,அரிதாக,аран
739,sehr::ADV,மிக்க,питӗ
740,so::ADV,மிகவும்,апла
741,noch::ADV,இப்பொழுதும்,татах
742,nur::ADV,மட்டும்,ҫех
743,schon::ADV,ஏற்கனவே,ӗнтӗ
744,wieder::ADV,மறுபடியும்,каллех
745,vergebens::ADV,வீண்,харам
746,vor::PRP,முன்,умӗнче
747,hinter::PRP,பின்பக்கம்,кайра
748,unter::PRP,கீழே,айне
749,unter::PRP,கீழே,айӗпе
750,unter::PRP,கீழே,айӗнче
751,unter::PRP,கீழே,ҫитеспе
752,durch::PRP,ஊடே,витӗр
753,neben::PRP,அடுத்து,патӗнче
754,zwischen::PRP,இடையில்,хушшинче
755,wegen::PRP,ஏனெனில்,пула
756,wegen::PRP,ஏனெனில்,пирки
757,dies::PRN,இது,ку
758,dies::PRN,இது,ҫак
759,das::PRN,அது,ҫав
760,alles::PRN,ஒவ்வொன்றும்,пурте
761,alles::PRN,ஒவ்வொன்றும்,йӑлт
762,ich::PRN,நான்,эп
763,du::PRN,நீ,эс
764,er::PRN,அவன்,вӑл
765,wir::PRN,நாம்,эпир
766,wir::PRN,நாங்கள்,эпир
767,ihr::PRN,நீங்கள்,эсир
768,sie::PRN,அவர்கள்,вӗсем
769,was::FPRN,என்ன,мӗн
770,was::FPRN,என்ன,мӗскер
771,was::FPRN,என்ன,мӗн те пулин
772,wer::FPRN,யார்,кам
773,wo::FADV,எங்கே,ӑҫта
774,wohin::FADV,எதற்கு,ӑҫта
775,wie::FADV,எப்படி,епле
776,wie::FADV,எப்படி,мӗнле
777,warum::FADV,ஏன்,ма
778,warum::FADV,ஏன்,мӗншӗн
779,wieviel::FNUM,எவ்வளவு,миҫе
780,eins::NUM,ஒன்று,пӗр
781,eins::NUM,ஒன்று,пӗрре
782,zwei::NUM,இரண்டு,ик
783,zwei::NUM,இரண்டு,икӗ
784,zwei::NUM,இரண்டு,иккӗ
785,drei::NUM,மூன்று,виҫ
786,drei::NUM,மூன்று,виҫӗ
787,drei::NUM,மூன்று,виҫҫӗ
788,vier::NUM,நான்கு,тӑват
789,fünf::NUM,ஐந்து,пилӗк
790,fünf::NUM,ஐந்து,пиллӗк
791,sechs::NUM,ஆறு,улт
792,sechs::NUM,ஆறு,ултӑ
793,sechs::NUM,ஆறு,улттӑ
794,sieben::NUM,ஏழு,ҫич
795,sieben::NUM,ஏழு,ҫичӗ
796,sieben::NUM,ஏழு,ҫиччӗ
797,acht::NUM,எட்டு,сакӑр
798,acht::NUM,எட்டு,саккӑр
799,neun::NUM,ஒன்பது,тӑхӑр
800,neun::NUM,ஒன்பது,тӑххӑр
801,zehn::NUM,பத்து,вунӑ
802,zehn::NUM,பத்து,вуннӑ
803,elf::NUM,பதினொன்று,вун пӗр
804,zwölf::NUM,பன்னிரண்டு,вун ик
805,zwölf::NUM,பன்னிரண்டு,вун икӗ
806,zwölf::NUM,பன்னிரண்டு,вун иккӗ
807,zwanzig::NUM,இருபது,ҫирӗм
808,dreißig::NUM,முப்பது,вӑтӑр
809,vierzig::NUM,நாற்பது,хӗрӗх
810,fünfzig::NUM,ஐமபது,аллӑ
811,sechzig::NUM,அறுபது,утмӑл
812,siebzig::NUM,எழுபது,ҫитмӗл
813,achtzig::NUM,எண்பது,сакӑр вунӑ
814,achtzig::NUM,எண்பது,сакӑр вуннӑ
815,neunzig::NUM,தொன்னூறு,тӑхӑр вун
816,neunzig::NUM,தொன்னூறு,тӑхӑр вунӑ
817,neunzig::NUM,தொன்னூறு,тӑхӑр вуннӑ
818,hundert::NUM,நூறு,ҫӗр
819,tausend::NUM,ஆயிரம்,пин
820,und::CNJ,மற்றும்,та
821,oder::CNJ,அல்லது,е
822,stehen::V,நில்,тӑр
823,sitzen::V,உட்கார்,лар
824,liegen::V,படு,вырт
825,hängen::V,தொங்கச் செய்,усӑнса тӑр
826,hängen::V,தொங்கச் செய்,ҫакӑнса тӑр
827,werden::V,ஆகு,пул
828,passieren::V,நிகழ்,пул
829,beginnen::V,ஆரம்பி,пуҫлан
830,enden::V,முடி,пӗт
831,enden::V,முடி,вӗҫлен
832,wechseln::V,மாற்று,улшӑн
833,aufgehen[Sonne]::V,உயர எழு,тух
834,untergehen[Sonne]::V,பொறுத்து,анса лар
835,scheinen[Sonne]::V,பிரகாசி,пӑх
836,donnern::V,இடி,кӗмсӗртет
837,donnern::V,இடி,авӑт
838,wehen::V,வீசு,варкӑш
839,strömen::V,பாயதல்,тӑкӑн
840,fließen::V,நீரோட்டம் போக்கில் போ,юх
841,sich drehen::V,சுழல்,ҫаврӑн
842,schwanken::V,தள்ளாடு,чӳхен
843,schwingen::V,ஆடு,суллан
844,fallen::V,விழு,кип
845,fallen::V,விழு,тӳр кип
846,fallen::V,விழு,татӑлса ан
847,brennen::V,எரி,ҫун
848,rauchen::V,பகை பிடி,мӑкӑрлан
849,rauchen::V,பகை பிடி,тӗтӗм кӑлар
850,regnen::V,மழை பெய்,ҫумӑр ҫӑвать
851,gefrieren::V,உறைந்துவிடு,шӑн
852,tauen::V,உருகு,ирӗл
853,schmelzen::V,உருகு,ирӗл
854,trocknen::V,உலர்த்து,тип
855,sieden::V,கொதிக்க வை,вӗре
856,faulen::V,அழுகச் செய்,ҫӗр
857,verfaulen::V,அழுகச் செய்,ҫӗр
858,reißen::V,திடீரென அறு,ҫурӑл
859,versinken::V,மூழ்கு,пут
860,vergehen::V,கடந்துசெல்,ирт
861,erscheinen::V,தோன்றச்,курӑн
862,erscheinen::V,தோன்றச்,курӑнса кай
863,verschwinden::V,மறைந்து போ,ҫухал
864,sinken::V,பதைவுறு,чак
865,abnehmen::V,குறை,чак
866,zunehmen::V,உயர்த்து,пысӑклан
867,steigen::V,உயர எழு,ҫӗклен
868,wachsen::V,வளர்,ӳс
869,glänzen::V,மிளிர்,ҫиҫ
870,funkeln::V,பிரகாசி,ялкӑш
871,funkeln::V,பிரகாசி,йӑлтӑртат
872,lärmen::V,கொம்பு,шавла
873,läuten::V,மணியொலியிசை,шӑнкӑравла
874,klingeln::V,மணி அடி,шӑнкӑравла
875,klirren::V,கிலுங்கு,калтлат
876,klirren::V,கிலுங்கு,шӑнкӑлтат
877,brausen::V,இரைதல்,ахӑр
878,rauschen::V,சலசலப்பு,вашӑлтат
879,rauschen::V,சலசலப்பு,чашӑлтат
880,klingen::V,சிலம்புதல்,янӑра
881,bellen::V,குரை,вӗр
882,heulen::V,ஊளையிடு,ула
883,blasen::V,ஊது,вӗр
884,pfeifen::V,சீழ்க்கை எழப்பு,шӑхӑр
885,schreien::V,கூச்சலிடு,кӑшкӑр
886,stöhnen::V,வேதனை,йынӑш
887,zittern::V,நடுங்கு,чӗтре
888,leben::V,உயிருடனிரு,пурӑн
889,geboren werden::V,பிற,ҫурал
890,atmen::V,சுவாசி,сывла
891,trinken::V,குடி,ӗҫ
892,essen::V,சாப்பிடு,ҫи
893,schlucken::V,முழுங்கு,ҫӑт
894,müde werden::V,கையயர்தல்,ӗшен
895,einschlafen::V,தூங்க,ыйха пут
896,einschlafen::V,தூங்க,ҫывӑрса кай
897,schlafen::V,தூங்கு,ҫывӑр
898,aufwachen::V,எழுப்பு,вӑран
899,aufstehen::V,எழுந்திரு,тӑр
900,sich erholen::V,இளைப்பாறு,кан
901,krank werden::V,விழுதல்,чирле
902,krank sein::V,நருக்கலாயிருக்க,чирле
903,schmerzen::V,நோவுறு,сур
904,schmerzen::V,நோவுறு,ырат
905,husten::V,இருமு,ӳсӗр
906,genesen::V,குணம் அடை,сывал
907,genesen::V,குணம் அடை,тӳрлен
908,sterben::V,மரணமடை,вил
909,umkommen::V,நசி,вил
910,sich bewegen::V,நகர்த்து,куҫ
911,sich rühren::V,அசை,хускал
912,sich erheben::V,எழுந்து நில்,тӑр
913,sich setzen::V,உட்கார்,лар
914,hinfallen::V,விழு,ӳк
915,laufen::V,நட,ут
916,schreiten::V,கவடுவைத்தல்,ут
917,spazierengehen::V,உலவு,уҫӑлса ҫӳре
918,spazierengehen::V,உலவு,уткаласа ҫӳре
919,eilen::V,விரைந்து,васка
920,eilen::V,விரைந்து,хыпалан
921,sich beeilen::V,அவசரப்படுத்து,васка
922,sich beeilen::V,அவசரப்படுத்து,хыпалан
923,sausen::V,விரைந்து செல்,ыткӑн
924,sausen::V,விரைந்து செல்,вӗҫтер
925,rennen::V,ஓடு,чуп
926,springen::V,குதி,сик
927,klettern::V,ஏறு,улӑх
928,schaukeln::V,தள்ளாடு,йӳрӗн
929,kriechen::V,மெதுவாக நடந்து செல்,шу
930,kriechen::V,மெதுவாக நடந்து செல்,упален
931,schwimmen::V,நீந்து,иш
932,tauchen::V,மூழ்கி நீச்சலடி,чӑм
933,rudern::V,துடுப்புப் போடு,авӑс
934,fahren::V,ஓட்டு,пыр
935,fliegen::V,பற,вӗҫ
936,gehen::V,போ,кай
937,weggehen::V,விலகிச் செல்,кай
938,abfahren::V,புறப்பட்டுச் செல்,тапран
939,anhalten::V,நின்றுவிடு,чарӑн
940,hineingehen::V,மறையச் செய்,кӗр
941,eintreten::V,நுழை,кӗр
942,kommen::V,வா,кил
943,ankommen::V,வநது சேர்,ҫит
944,zurückkommen::V,திரும்பி வா,таврӑн
945,zurückkommen::V,திரும்பி வா,каялла кил
946,bleiben::V,இரு,юл
947,warten::V,தாமதி,кӗт
948,erwarten::V,எதிர்நோக்கு,кӗт
949,suchen::V,தேடு,шыра
950,finden::V,கண்டுபிடி,туп
951,versuchen::V,முயற்சி செய்,пикен
952,vorbereiten::V,ஆயத்தம் செய்,хатӗрле
953,lieben::V,அன்பு செலுத்து,юрат
954,mögen::V,விரும்பு,кӑмӑлла
955,mögen::V,விரும்பு,килӗштер
956,lachen::V,சிரி,кул
957,lachen::V,சிரி,ахӑлтат
958,rühren::V,இதயத்தைத் தொடு,ҫулӑх
959,weinen::V,அழு,йӗр
960,weinen::V,அழு,макӑр
961,schimpfen::V,சாபமிடு,вӑрҫ
962,schimpfen::V,சாபமிடு,ятлаҫ
963,sich ärgern::V,கோப்பபடு,ҫиллен
964,sich fürchten::V,பயப்படு,шиклен
965,fürchten::V,பயப்படுத்து,хӑра
966,fliehen::V,ஓடு,тар
967,flüchten::V,தப்பிவிடு,чупса тар
968,sehen::V,பார்,кур
969,anschauen::V,கூர்ந்து கவனி,пӑхса ил
970,ansehen::V,கவனி,пӑх
971,hören::V,கேள்,илт
972,zuhören::V,சுவைத்துப் பார்,итле
973,zuhören::V,சுவைத்துப் பார்,тӑнла
974,probieren::V,ருசி,астив
975,riechen::V,முகர்ந்து பார்,шӑршла
976,fühlen::V,தொட்டுணர்,туй
977,fühlen::V,தொட்டுணர்,сис
978,scheinen::V,காணப்படு,туйӑн
979,zu sehen sein::V,தோன்றுதல்,курӑн
980,vernehmen::V,கேள்,пӑл
981,frieren::V,குதுகுதுகு,йӳтен
982,tun::V,செய்,ту
983,können::V,இயல்வது,пултар
984,wollen::V,விரும்பு,те
985,anfangen::V,தொடங்கு,пуҫла
986,beenden::V,முடி,пӗтер
987,aufhören::V,நிறுத்து,пӑрах
988,gelingen::V,வெற்றி,ӑн
989,geraten::V,ஏற்படுத்து,пул
990,öffnen::V,திற,уҫ
991,schließen::V,மூடு,хуп
992,stellen::V,வை,ларт
993,stellen::V,வை,тӑрат
994,setzen::V,வை,ларт
995,legen::V,பரப்பி வை,хур
996,berühren::V,பதி,перӗн
997,verbinden::V,சேர்,сып
998,bedecken::V,உறைபோடு,вит
999,aufhängen::V,தொங்கவிடு,ҫак
1000,anzünden::V,எரியூட்டு,ҫут
1001,aufheben::V,பொறுக்கி எடு,ҫӗкле
1002,zurücklassen::V,விட்டுச் செல்,манса хӑвар
1003,verlieren::V,இழ,ҫӗтер
1004,fallen lassen::V,அளவில் குறைவு,ӳкер
1005,machen::V,தயார்செய்,ту
1006,herstellen::V,உற்பத்தி செய்,ӑстала
1007,bauen::V,கட்டு,ту
1008,reparieren::V,பழுது பார்,юса
1009,verbessern::V,மேம்படுத்து,лайӑхлат
1010,ändern::V,மாற்றி அமை,улӑштар
1011,graben::V,குழி வெட்டு,чав
1012,graben::V,குழி வெட்டு,чакала
1013,beugen::V,வனை,кукӑрт
1014,biegen::V,வனை,ав
1015,biegen::V,வனை,кукӑрт
1016,drehen::V,சுழல்,ҫавӑр
1017,wenden::V,குடைகவிழு,ӳпӗнтер
1018,umdrehen::V,சுற்றும் முற்றும் பார்,ҫавӑр
1019,heben::V,தூக்கு,хӑпарт
1020,hochheben::V,தூக்கு,йӑт
1021,ergreifen::V,பறி,тыт
1022,halten::V,பிடித்துக் கொள்,тыт
1023,drücken::V,அழுத்து,пус
1024,schieben::V,தள்ளு,тӗк
1025,schieben::V,தள்ளு,тӗрт
1026,kratzen::V,கீறு,хыр
1027,lecken::V,நக்கு,ҫула
1028,beißen::V,கடி,ҫырт
1029,beißen::V,கடி,хып
1030,abreißen::V,கிழி,тат
1031,abschneiden::V,வெட்டி எடு,кас
1032,binden::V,கட்டு,ҫых
1033,stecken::V,பதிய வை,чик
1034,brechen::V,உடை,хуҫ
1035,klopfen::V,தட்டு,такка
1036,hauen::V,அடி,шакка
1037,kleben::V,ஒட்டு,ҫыпӑҫтар
1038,reiben::V,தேய்,сӑтӑр
1039,streichen::V,பரவச்செய்,сӗр
1040,schleifen::V,அரை,хӑйра
1041,schneiden::V,துண்டாக்கு,кас
1042,rütteln::V,மெல்ல தள்ளு,лӑка
1043,rütteln::V,மெல்ல தள்ளு,силлентер
1044,schütteln::V,குலுக்கு,лӑка
1045,schütteln::V,குலுக்கு,силлентер
1046,schwenken::V,ஊஞ்சலாடு,сулла
1047,schütten::V,ஊற்று,тултар
1048,füllen::V,நிரப்பு,тултар
1049,einwickeln::V,சுற்று,чӗрке
1050,tragen::V,எடுத்துச் செல்,ҫӗкле
1051,schleppen::V,இழுத்துச் செல்,сӗтӗр
1052,ziehen::V,இழு,тӑс
1053,aufbewahren::V,வைத்துக் கொள்,усра
1054,werfen::V,வீசி எறி,пӑрах
1055,fangen::V,பிடி,тыт
1056,packen::V,பிடித்துக்கொள்,тыт
1057,verstecken::V,மறை,пытарса хур
1058,teilen::V,பாகங்களாகப் பிரி,уйӑр
1059,teilen::V,பாகங்களாகப் பிரி,пайла
1060,schicken::V,அனுப்பு,яр
1061,bringen::V,கொண்டு வா,кӳр
1062,hinzufügen::V,சேர்,хуш
1063,bekommen::V,பெறு,ил
1064,bekommen::V,பெறு,туян
1065,erhalten::V,பெறு,ил
1066,erhalten::V,பெறு,туян
1067,nehmen::V,எடு,ил
1068,wählen::V,தேர்ந்தெடு,суйла
1069,auswählen::V,தேர்ல்தெடு,суйла
1070,bewahren::V,கெடாது பேணு,упра
1071,behindern::V,தடங்கல் செய்,кансӗрле
1072,behindern::V,தடங்கல் செய்,чӑрмантар
1073,verderben::V,நாசமாக்கு,пӑс
1074,beschädigen::V,சேதப்படுத்து,пӑс
1075,zerbrechen::V,உடை,ват
1076,zerbrechen::V,உடை,ҫӗмӗр
1077,zerreißen::V,கிழி,ҫур
1078,zerstören::V,அழி,иш
1079,verbrennen::V,எரியூட்டு,ҫунтар
1080,geben::V,கொடு,пар
1081,reichen::V,வழங்கு,пар
1082,schenken::V,மொயத்தல்,парнеле
1083,versprechen::V,உறுதியளி,тума пул
1084,versprechen::V,உறுதியளி,сӑмах пар
1085,wünschen::V,ஆசைப்படு,сун
1086,loben::V,புகழ்ச்சி கூறு,ырла
1087,küssen::V,முத்தமிடு,чуп ту
1088,wiegen::V,ஆட்டுத்தல்,сиктер
1089,wiegen::V,ஆட்டுத்தல்,силле
1090,zudecken::V,உறைபோடு,вит
1091,wecken::V,எழுப்பு,вӑрат
1092,zeigen::V,காட்டு,кӑтарт
1093,führen::V,வழிகாட்டி,илсе пыр
1094,führen::V,வழிகாட்டி,ҫавӑтса пыр
1095,lehren::V,சொல்லிக் கொடு,вёрент
1096,unterrichten::V,அறிவுரை கூறு,вёрент
1097,aufziehen::V,வளர்,вӗрент
1098,leiten::V,அழைத்துச் செல்,тытса пыр
1099,antreiben::V,தூண்டு,васкат
1100,lassen::V,விடு,пусахла
1101,lassen::V,விடு,хуш
1102,einladen::V,அழை,чӗн
1103,vereinigen::V,ஒன்றாகச் சேர்,пӗрлештер
1104,besuchen::V,வருகை புரி,ҫит
1105,besuchen::V,வருகை புரி,кӗрсе кур
1106,treffen::V,சந்தி,тӗл пул
1107,sich versammeln::V,தொகுப்பு,пуҫтарӑн
1108,spielen::V,விளையாடு,выля
1109,singen::V,பாடு,юрла
1110,tanzen::V,நடனமாடு,ташла
1111,sich trennen::V,தனிப்படடுத்து,уйрӑл
1112,verlassen::V,கைவிடு,хӑвар
1113,retten::V,காப்பாற்று,ҫӑл
1114,bewachen::V,காவல் செய்,хуралла
1115,schützen::V,பாதுகாப்பு செய்,сыхла
1116,verteidigen::V,எதிர்த்து நில்,хӳтӗле
1117,sich schlagen::V,பூசலிடு,ҫапӑҫ
1118,schießen::V,சுட்டுக் கொல்,пер
1119,siegen::V,வெற்றி பெறு,ҫӗн
1120,siegen::V,வெற்றி பெறு,ҫӗнтер
1121,ärgern::V,எரிச்சலூட்டு,тарӑхтар
1122,ärgern::V,எரிச்சலூட்டு,ҫиллентер
1123,schlagen::V,அடி,ҫап
1124,treten::V,உதை,тап
1125,stechen::V,கொட்டு,чик
1126,stoßen::V,நெருக்கு,чыш
1127,stehlen::V,திருடு,вӑрла
1128,stören::V,தொல்லைகொடு,кансӗрле
1129,belästigen::V,தொல்லை கொடு,аптӑрат
1130,belästigen::V,தொல்லை கொடு,хупла
1131,verbergen::V,மறை,пытар
1132,täuschen::V,ஏமாற்று,суй
1133,betrügen::V,ஏமாற்று,ултала
1134,töten::V,கொல்,вӗлер
1135,wohnen::V,தங்கியிரு,чуна пар
1136,wohnen::V,தங்கியிரு,парӑнса тӑр
1137,arbeiten::V,வேலை செய்,ӗҫле
1138,sammeln::V,ஒன்றுசேர்,пух
1139,pflücken::V,கொய்து எடு,тат
1140,jagen::V,வேட்டையாடு,сунара ҫӳре
1141,fischen::V,மீன் பிடி,пулӑ тыт
1142,fassen::V,பிடி,тыт
1143,hüten::V,காவல் செய்,кӗт
1144,treiben::V,ஓட்டு,хӑвала
1145,anbinden::V,கட்டு,кӑкар
1146,füttern::V,உணவளி,ҫитер
1147,melken::V,பால் கற,су
1148,hacken::V,வெட்டி எடு,вакла
1149,gießen::V,நீர்ப் பாய்ச்சு,шӑвар
1150,reifen::V,பழு,пиҫ
1151,zubereiten::V,சமையல் செய்,пӗҫер
1152,kochen::V,வேகவை,пӗҫер
1153,backen::V,வெப்பத்தில் வாட்டு,пӗҫер
1154,braten::V,பொரியச் செய்,ӑшала
1155,umrühren::V,கலக்கு,хутӑштар
1156,stricken::V,பின்னியிழை,ҫых
1157,nähen::V,தையல் வேலை செய்,ҫӗле
1158,färben::V,வண்ணம் பெறச் செய்,пӗвет
1159,reinigen::V,சுத்தம் செய்,тасат
1160,waschen::V,கழுவு,ҫу
1161,abwischen::V,துடை,шӑл
1162,spülen::V,அலசு,чӳхе
1163,fegen::V,பெறுக்கு,шӑл
1164,kehren::V,பெறுக்கு,шӑл
1165,baden::V,குளி,шыва кӗр
1166,sich waschen::V,கழுவு,ҫӑвӑн
1167,ausziehen::V,கழற்று,салан
1168,anziehen::V,புனைதல்,тӑхӑн
1169,sich anziehen::V,உடுத்துதல்,тӑхӑн
1170,kämmen::V,தலை வாரிக் கொள்,тура
1171,schmücken::V,அழகுபடுத்து,илемлет
1172,sagen::V,சொல்,те
1173,sprechen::V,பேசு,кала
1174,reden::V,பெசு,сӑмахла
1175,reden::V,பெசு,калаҫ
1176,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,пупле
1177,fragen::V,கேள்,ыйт
1178,bitten::V,வேண்டு,ыйт
1179,erzählen::V,சொல்,каласа пар
1180,mitteilen::V,சொல்,пӗлтер
1181,mitteilen::V,சொல்,хыпарла
1182,nennen::V,பெயரிடுதல்,те
1183,nennen::V,பெயரிடுதல்,чӗн
1184,rufen::V,கூச்சலிடு,чӗн
1185,prahlen::V,தற்பெருமை பேசு,мухтан
1186,prahlen::V,தற்பெருமை பேசு,вӗҫкӗнлен
1187,übersetzen::V,மொழிபெயர்ப்பு செய்,куҫар
1188,denken::V,யோசி,шухӑшла
1189,glauben::V,நம்பு,ӗнен
1190,bemerken::V,கவனி,асӑрха
1191,erkennen::V,அடையாளம் கண்டுகொள்,палла
1192,begreifen::V,பற்றிக்கொள்,ӑнлан
1193,verstehen::V,புரிந்து கொள்,пӗл
1194,lernen::V,கற்றுக்கொள்,вӗрен
1195,wissen::V,தெரிந்திரு,пӗл
1196,wissen::V,தெரிந்திரு,ӑнкар
1197,sich erinnern an::V,நினைவு கூர்,аса ил
1198,vergessen::V,மற,ман
1199,vergessen::V,மற,манса кай
1200,messen::V,அளவிடு,виҫ
1201,zählen::V,எண்ணு,шутла
1202,rechnen::V,கணக்கிடு,шутла
1203,lesen::V,படி,вула
1204,malen::V,வண்ணச்சித்திரம்,ӳкер
1205,zeichnen::V,வரை,ӳкер
1206,schreiben::V,எழுது,ҫыр
1207,besitzen::V,உடைமையாகக் கொண்டிரு,тыт
1208,kaufen::V,வாங்கு,ил
1209,kaufen::V,வாங்கு,туян
1210,verkaufen::V,விற்பனை செய்,сут
1211,bezahlen::V,இறுத்தல்,тӳле
1212,zahlen::V,பணம் செலுத்து,тӳле
1213,beherrschen::V,ஆட்சிசெய்,тыт
1214,ertragen::V,தாங்கு,тӳс
