,Concept_ID,tt,kn
329,Osten::N,шәрык,ಮೂಡಲು
330,Osten::N,көнчыгыш,ಮೂಡಲು
331,Holz::N,агач,ಚೌಬೀನೆ
332,Brett::N,такта,ಹಲಗೆ
333,Platte::N,плитә,ಹಲಗೆ
334,Stütze::N,таяу,ಆಸರೆ
335,Stange::N,колга,ಕಂಬ
336,Stock::N,таяк,ಕೋಲು
337,Stab::N,таяк,ದೊಣ್ಣೆ
338,Rohr::N,торба,ನಳಿಕೆ
339,Haus::N,өй,ಮನೆ
340,Haus::N,йорт,ಮನೆ
341,Heim::N,гаилә,ಗೃಹ
342,Heim::N,нәсел,ಗೃಹ
343,Ofen::N,мич,ಒಲೆ
344,Fußboden::N,идән,ನೆಲ
345,Tisch::N,өстәл,ಮೇಜು
346,Stuhl::N,утыргыч,ಕುರ್ಚಿ
347,Wiege::N,бишек,ತೊಟ್ಟಿಲು
348,Bett::N,ятак,ಹಾಸಿಗೆ
349,Bett::N,урын-җир,ಹಾಸಿಗೆ
350,Regal::N,киштә,ಬೀರು
351,Regal::N,шүрлек,ಬೀರು
352,Kiste::N,әрҗә,ಪಟ್ಟಿಗೆ
353,Fenster::N,тәрәзә,ಕಿಟಕಿ
354,Tür::N,ишек,ಬಾಗಿಲು
355,Tor::N,капка,ಹೆಬ್ಬಾಗಿಲು
356,Zaun::N,койма,ಬೇಲಿ
357,Dach::N,түбә,ಮಾಳಿಗೆ
358,Leiter::N,баскыч,ಏಣಿ
359,Besen::N,себерке,ಪೊರಕೆ
360,Spaten::N,көрәк,ಗುದ್ದಲಿ
361,Schaufel::N,көрәк,ಸನಿಕೆ
362,Gabel::N,чәннечке,ಕವಲು
363,Löffel::N,кашык,ಚಮಚ
364,Messer::N,пычак,ಚಾಕು
365,Nagel::N,кадак,ಆಣಿ
366,Netz::N,челтәр,ಬಲೆ
367,Haken::N,ыргак,ಕೊಂಡಿ
368,Griff::N,тотка,ಹಿಡಿ
369,Schloss::N,йозак,ವೀಗ
370,Bild::N,рәсем,ಚಿತ್ರ
371,Bild::N,картина,ಚಿತ್ರ
372,Figur::N,сын,ಆಕಾರ
373,Figur::N,фигура,ಆಕಾರ
374,Puppe::N,курчак,ಗೊಂಬೆ
375,Beutel::N,луза,ಸಂಚಿ
376,Bündel::N,бәйләм,ಕಟ್ಟು
377,Tasche::N,букча,ಚೀಲ
378,Eimer::N,чиләк,ಬಾನೆ
379,Deckel::N,капкач,ಮುಚ್ಚಳ
380,Geschirr::N,савыт-саба,ಭಕ್ಷ್ಯಗಳು
381,Geschirr::N,кашык-аяк,ಭಕ್ಷ್ಯಗಳು
382,Sack::N,капчык,ಮೂಟೆ
383,Tasse::N,чынаяк,ಬಟ್ಟಲು
384,Topf::N,чүлмәк,ಮಡಕೆ
385,Kessel::N,казан,ಕೆಟಲ್
386,Essen::N,ашау,ಊಟ
387,Nahrung::N,азык,ಆಹಾರ
388,Nahrung::N,тәгам,ಆಹಾರ
389,Nahrung::N,ашамлык,ಆಹಾರ
390,Speise::N,ризык,ಊಟ
391,Fleisch::N,ит,ಮಾಂಸ
392,Getreide::N,ашлык,ಧಾನ್ಯ
393,Brei::N,ботка,ಗಂಜಿ
394,Brot::N,ипи,ರೊಟ್ಟಿ
395,Brot::N,икмәк,ರೊಟ್ಟಿ
396,Scheibe::N,телем,ಹೋಳು
397,Fett::N,май,ಕೊಬ್ಬು
398,Butter::N,май,ಬೆಣ್ಣೆ
399,Öl::N,май,ಎಣ್ಣೆ
400,Salz::N,тоз,ಉಪ್ಪು
401,Suppe::N,шулпа,ಎಸರು
402,Honig::N,бал,ಮಧು
403,Milch::N,сөт,ಹಾಲು
404,Tee::N,чәй,ಚಹ
405,Leder::N,күн,ಚಕ್ಕಳ
406,Wolle::N,йон,ಉಣ್ಣೆ
407,Stoff::N,тукыма,ಬಟ್ಟೆ
408,Nadel::N,энә,ಸೂಜಿ
409,Faden::N,җеп,ದಾರ
410,Knopf::N,төймә,ಗುಂಡು
411,Knoten::N,төен,ಗಂಟು
412,Farbe::N,буяу,ಬಣ್ಣ
413,Kleidung::N,кием,ಅರಿವೆ
414,Hemd::N,күлмәк,ಅಂಗಿ
415,Kragen::N,яка,ಕುತ್ತಿಗೆಪಟ್ಟಿ
416,Ärmel::N,җиң,ತೋಳು
417,Hose::N,чалбар,ಇಜಾರ
418,Gürtel::N,билбау,ಬೆಲ್ಟು
419,Mütze::N,бүрек,ಟೋಪಿ
420,Schuh::N,башмак,ಪಾದರಕ್ಷೆ
421,Stiefel::N,итек,ಬೂಟು
422,Ring::N,балдак,ಉಂಗುರ
423,Band::N,тасма,ರಿಬ್ಬನ್
424,Kamm::N,тарак,ಹಣಿಗೆ
425,Spiegel::N,көзге,ಕನ್ನಡಿ
426,Riemen::N,каеш,ಬಾರು
427,Schnur::N,бау,ಹುರಿ
428,Leine::N,тезген,ಹಗ್ಗ
429,Decke::N,юрган,ಕಂಬಳಿ
430,Kissen::N,мендәр,ದಿಂಬು
431,Tuch::N,яулык,ಕೊರಳ ಬಟ್ಟೆ
432,Handtuch::N,сөлгә,ಚೌಕ
433,Kraft::N,егәр,ಬಲ
434,Kraft::N,дәрман,ಬಲ
435,Stärke::N,көч,ಶಕ್ತಿ
436,Stärke::N,дәрман,ಶಕ್ತಿ
437,Gesundheit::N,саулык,ಆರೋಗ್ಯ
438,Krankheit::N,чир,ರೋಗ
439,Krankheit::N,хаста,ರೋಗ
440,Krankheit::N,сырхау,ರೋಗ
441,Schmerz::N,авырту,ನೋವು
442,Wunde::N,яра,ಗಾಯ
443,Wunde::N,җәрәхәт,ಗಾಯ
444,Fieber::N,бизгәк,ಜ್ವರ
445,Arznei::N,дару,ಔಷಧ
446,Brücke::N,күпер,ಸೇತುವೆ
447,Brunnen::N,кое,ಬಾವಿ
448,Weide::N,утлавык,ಗೋಮಾಳ
449,Pfad::N,сукмак,ದಾರಿ
450,Weg::N,юл,ಹಾದಿ
451,Straße::N,урам,ರಸ್ತೆ
452,Dorf::N,авыл,ಹಳ್ಳಿ
453,Stadt::N,шәһәр,ಪಟ್ಟಣ
454,Brief::N,хат,ಕಾಗದ
455,Buch::N,китап,ಪುಸ್ತಕ
456,Buchstabe::N,хәреф,ಅಕ್ಷರ
457,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
458,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
459,Leben::N,гомер,ಜೀವನ
460,Leben::N,тормыш,ಜೀವನ
461,Leben::N,тереклек,ಜೀವನ
462,Tod::N,үлем,ಮರಣ
463,Grab::N,гүр,ಗೋರಿ
464,Grab::N,кабер,ಗೋರಿ
465,Kirche::N,чиркәү,ಚರ್ಚು
466,Sünde::N,язык,ಪಾಪ
467,Sünde::N,гөнаһ,ಪಾಪ
468,Gott::N,алла,ದೇವರು
469,Gott::N,ходай,ದೇವರು
470,Arbeiter::N,эшче,ಕೆಲಸಗಾರ
471,Chef::N,башлык,ದಣಿ
472,Meister::N,оста,ಶಿಕ್ಷಕ
473,Arzt::N,врач,ವೈದ್ಯ
474,Arzt::N,табиб,ವೈದ್ಯ
475,Lehrer::N,укытучы,ಉಪಾಧ್ಯಾಯ
476,Lehrer::N,мөгаллим,ಉಪಾಧ್ಯಾಯ
477,Geld::N,акча,ಹಣ
478,Geschäft::N,эш,ವಾಣಿಜ್ಯ
479,Laden::N,кибет,ಅಂಗಡಿ
480,Laden::N,магазин,ಅಂಗಡಿ
481,Preis::N,бәя,ಬೆಲೆ
482,Preis::N,бәһа,ಬೆಲೆ
483,Ware::N,товар,ಸರಕು
484,Nutzen::N,файда,ಲಾಭ
485,Reichtum::N,байлык,ಸಂಪತ್ತು
486,Welt::N,дөнья,ಭೂಲೋಕ
487,Land::N,ил,ದೇಶ
488,Staat::N,дәүләт,ರಾಜ್ಯ
489,König::N,патша,ರಾಜ
490,Macht::N,хакимият,ಅಧಿಕಾರ
491,Grenze::N,чик,ಗಡಿ
492,Krieg::N,сугыш,ಯುದ್ಧ
493,Feind::N,дошман,ಶತ್ರು
494,Gewalt::N,көчләү,ಹಿಂಸೆ
495,Kampf::N,көрәш,ಹೋರಾಟ
496,Bogen[Waffe]::N,җәя,ಬಿಲ್ಲು
497,Pfeil::N,ук,ಅಂಬು
498,Gewehr::N,мылтык,ಬಂದೂಕು
499,Fehler::N,хата,ತಪ್ಪು
500,Lüge::N,ялган,ಸುಳ್ಳು
501,Schaden::N,зыян,ಹಾನಿ
502,Schaden::N,зарар,ಹಾನಿ
503,Unglück::N,бәла,ಅಪಾಯ
504,Schuld::N,гаеп,ದೋಷ
505,Alter::N,яшь,ಮುಪ್ಪು
506,Schluss::N,ахыр,ಮುಕ್ತಾಯ
507,Zeit::N,заман,ಕಾಲ
508,Tag::N,көн,ದಿನ
509,Morgen::N,иртә,ಮುಂಜಾನೆ
510,Mittag::N,өйлә,ನಡುಹಗಲು
511,Abend::N,кич,ಸಂಜೆ
512,Nacht::N,төн,ರಾತ್ರಿ
513,Woche::N,атна,ವಾರ
514,Monat::N,ай,ತಿಂಗಳು
515,Jahr::N,ел,ಸಂವತ್ಸರ
516,Frühling::N,яз,ವಸಂತ
517,Sommer::N,җәй,ಬಿಸಿಲುಕಾಲ
518,Herbst::N,көз,ಶರತ್ಕಾಲ
519,Winter::N,кыш,ಚಳಿಗಾಲ
520,Januar::N,гыйнвар,ನಾಲ್ಚಳಿ
521,Februar::N,февраль,ಅಯ್ಚಳಿ
522,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
523,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
524,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
525,Juni::N,июнь,ಮೊಮ್ಮಳೆ
526,Juli::N,июль,ಇಮ್ಮಳೆ
527,August::N,август,ಮುಮ್ಮಳೆ
528,September::N,сентябрь,ನಾಲ್ಮಳೆ
529,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
530,November::N,ноябрь,ಇಚ್ಚಳಿ
531,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
532,Montag::N,дүшәмбе,ಸೋಮುವಾರ
533,Dienstag::N,сишәмбе,ಮಂಗಳವಾರ
534,Mittwoch::N,чәршәмбе,ಬುಧವಾರ
535,Donnerstag::N,атнакич,ಗುರುವಾರ
536,Donnerstag::N,пәнҗешәмбе,ಗುರುವಾರ
537,Freitag::N,җомга,ಶುಕ್ರವಾರ
538,Samstag::N,шимбә,ಶನಿವಾರ
539,Sonntag::N,якшәмбе,ಭಾನುವಾರ
540,groß::A,зур,ದೊಡ್ಡ
541,klein::A,кечкенә,ಪುಟ್ಟ
542,lang::A,озын,ದೀರ್ಘ
543,kurz::A,кыска,ಚಕ್ಕ
544,breit::A,киң,ಅಗಲವಾದ
545,schmal::A,кысык,ಇಕ್ಕಟ್ಟಾದ
546,dicht::A,куе,ದಟ್ಟ
547,dick[Gegenstand]::A,калын,ದಟ್ಟ
548,dünn::A,нечкә,ತೆಳು
549,fein::A,нәзакәтле,ಕೋಮಲ
550,fest::A,нык,ಘನ
551,flach::A,яссы,ಚಪ್ಪಟೆ
552,flach::A,ялпак,ಚಪ್ಪಟೆ
553,glatt::A,шома,ನಯ
554,hart::A,каты,ಗಟ್ಟಿ
555,weich::A,йомшак,ಮೃದುವಾದ
556,rund::A,түгәрәк,ವರ್ತುಳ
557,spitz::A,очлы,ಮೊನಚಾದ
558,scharf::A,үткен,ತೀಕ್ಷ್ಣ
559,stumpf::A,үтмәс,ಮೊಂಡು
560,schwer::A,салмак,ಭಾರಿ
561,schön::A,гүзәл,ಸುಂದರ
562,heiß::A,эссе,ಬಿಸಿ
563,warm::A,җылы,ಬಿಸಿ
564,kalt::A,суык,ತಣ್ಣನೆಯ
